secteur,valeur,date,heure
"Centre-ville",19,"2023-08-06",12
"Est",18,"2023-08-06",12
"Nord",20,"2023-08-06",12
"Ouest",20,"2023-08-06",12
"Centre-ville",20,"2023-08-06",11
"Est",16,"2023-08-06",11
"Nord",22,"2023-08-06",11
"Ouest",19,"2023-08-06",11
"Centre-ville",19,"2023-08-06",10
"Est",16,"2023-08-06",10
"Nord",22,"2023-08-06",10
"Ouest",17,"2023-08-06",10
"Centre-ville",19,"2023-08-06",9
"Est",14,"2023-08-06",9
"Nord",20,"2023-08-06",9
"Ouest",15,"2023-08-06",9
"Centre-ville",19,"2023-08-06",8
"Est",15,"2023-08-06",8
"Nord",19,"2023-08-06",8
"Ouest",12,"2023-08-06",8
"Centre-ville",19,"2023-08-06",7
"Est",15,"2023-08-06",7
"Nord",17,"2023-08-06",7
"Ouest",10,"2023-08-06",7
"Centre-ville",19,"2023-08-06",6
"Est",15,"2023-08-06",6
"Nord",15,"2023-08-06",6
"Ouest",9,"2023-08-06",6
"Centre-ville",18,"2023-08-06",5
"Est",15,"2023-08-06",5
"Nord",14,"2023-08-06",5
"Ouest",10,"2023-08-06",5
"Centre-ville",17,"2023-08-06",4
"Est",15,"2023-08-06",4
"Nord",14,"2023-08-06",4
"Ouest",10,"2023-08-06",4
"Centre-ville",17,"2023-08-06",3
"Est",15,"2023-08-06",3
"Nord",14,"2023-08-06",3
"Ouest",13,"2023-08-06",3
"Centre-ville",17,"2023-08-06",2
"Est",14,"2023-08-06",2
"Nord",12,"2023-08-06",2
"Ouest",13,"2023-08-06",2
"Centre-ville",17,"2023-08-06",1
"Est",14,"2023-08-06",1
"Nord",11,"2023-08-06",1
"Ouest",12,"2023-08-06",1
"Centre-ville",17,"2023-08-06",0
"Est",14,"2023-08-06",0
"Nord",12,"2023-08-06",0
"Ouest",12,"2023-08-06",0
"Centre-ville",16,"2023-08-05",23
"Est",14,"2023-08-05",23
"Nord",13,"2023-08-05",23
"Ouest",14,"2023-08-05",23
"Centre-ville",16,"2023-08-05",22
"Est",14,"2023-08-05",22
"Nord",13,"2023-08-05",22
"Ouest",13,"2023-08-05",22
"Centre-ville",15,"2023-08-05",21
"Est",13,"2023-08-05",21
"Nord",12,"2023-08-05",21
"Ouest",16,"2023-08-05",21
"Centre-ville",14,"2023-08-05",20
"Est",13,"2023-08-05",20
"Nord",13,"2023-08-05",20
"Ouest",16,"2023-08-05",20
"Centre-ville",16,"2023-08-05",19
"Est",15,"2023-08-05",19
"Nord",15,"2023-08-05",19
"Ouest",17,"2023-08-05",19
"Centre-ville",17,"2023-08-05",18
"Est",16,"2023-08-05",18
"Nord",16,"2023-08-05",18
"Ouest",18,"2023-08-05",18
"Centre-ville",19,"2023-08-05",17
"Est",17,"2023-08-05",17
"Nord",17,"2023-08-05",17
"Ouest",19,"2023-08-05",17
"Centre-ville",20,"2023-08-05",16
"Est",18,"2023-08-05",16
"Nord",19,"2023-08-05",16
"Ouest",19,"2023-08-05",16
"Centre-ville",20,"2023-08-05",15
"Est",18,"2023-08-05",15
"Nord",19,"2023-08-05",15
"Ouest",20,"2023-08-05",15
"Centre-ville",20,"2023-08-05",14
"Est",18,"2023-08-05",14
"Nord",18,"2023-08-05",14
"Ouest",20,"2023-08-05",14
"Centre-ville",20,"2023-08-05",13
"Est",17,"2023-08-05",13
"Nord",18,"2023-08-05",13
"Ouest",20,"2023-08-05",13
"Centre-ville",21,"2023-08-05",12
"Est",17,"2023-08-05",12
"Nord",19,"2023-08-05",12
"Ouest",18,"2023-08-05",12
"Centre-ville",23,"2023-08-05",11
"Est",19,"2023-08-05",11
"Nord",17,"2023-08-05",11
"Ouest",16,"2023-08-05",11
"Centre-ville",24,"2023-08-05",10
"Est",20,"2023-08-05",10
"Nord",16,"2023-08-05",10
"Ouest",16,"2023-08-05",10
"Centre-ville",25,"2023-08-05",9
"Est",21,"2023-08-05",9
"Nord",19,"2023-08-05",9
"Ouest",14,"2023-08-05",9
"Centre-ville",28,"2023-08-05",8
"Est",23,"2023-08-05",8
"Nord",22,"2023-08-05",8
"Ouest",13,"2023-08-05",8
"Centre-ville",30,"2023-08-05",7
"Est",25,"2023-08-05",7
"Nord",24,"2023-08-05",7
"Ouest",16,"2023-08-05",7
"Centre-ville",32,"2023-08-05",6
"Est",27,"2023-08-05",6
"Nord",25,"2023-08-05",6
"Ouest",17,"2023-08-05",6
"Centre-ville",33,"2023-08-05",5
"Est",29,"2023-08-05",5
"Nord",27,"2023-08-05",5
"Ouest",19,"2023-08-05",5
"Centre-ville",33,"2023-08-05",4
"Est",29,"2023-08-05",4
"Nord",29,"2023-08-05",4
"Ouest",18,"2023-08-05",4
"Centre-ville",32,"2023-08-05",3
"Est",28,"2023-08-05",3
"Nord",29,"2023-08-05",3
"Ouest",18,"2023-08-05",3
"Centre-ville",29,"2023-08-05",2
"Est",26,"2023-08-05",2
"Nord",25,"2023-08-05",2
"Ouest",18,"2023-08-05",2
"Centre-ville",26,"2023-08-05",1
"Est",23,"2023-08-05",1
"Nord",19,"2023-08-05",1
"Ouest",17,"2023-08-05",1
"Centre-ville",23,"2023-08-05",0
"Est",20,"2023-08-05",0
"Nord",15,"2023-08-05",0
"Ouest",16,"2023-08-05",0
"Centre-ville",20,"2023-08-04",23
"Est",18,"2023-08-04",23
"Nord",13,"2023-08-04",23
"Ouest",15,"2023-08-04",23
"Centre-ville",18,"2023-08-04",22
"Est",16,"2023-08-04",22
"Nord",14,"2023-08-04",22
"Ouest",14,"2023-08-04",22
"Centre-ville",19,"2023-08-04",21
"Est",14,"2023-08-04",21
"Nord",14,"2023-08-04",21
"Ouest",14,"2023-08-04",21
"Centre-ville",20,"2023-08-04",20
"Est",19,"2023-08-04",20
"Nord",17,"2023-08-04",20
"Ouest",16,"2023-08-04",20
"Centre-ville",18,"2023-08-04",19
"Est",19,"2023-08-04",19
"Nord",18,"2023-08-04",19
"Ouest",18,"2023-08-04",19
"Centre-ville",19,"2023-08-04",18
"Est",19,"2023-08-04",18
"Est",48,"2023-07-02",15
"Nord",42,"2023-07-02",15
"Ouest",42,"2023-07-02",15
"Centre-ville",51,"2023-07-02",14
"Est",51,"2023-07-02",14
"Nord",44,"2023-07-02",14
"Ouest",46,"2023-07-02",14
"Centre-ville",54,"2023-07-02",13
"Est",53,"2023-07-02",13
"Nord",48,"2023-07-02",13
"Ouest",46,"2023-07-02",13
"Centre-ville",59,"2023-07-02",12
"Est",55,"2023-07-02",12
"Nord",49,"2023-07-02",12
"Ouest",43,"2023-07-02",12
"Centre-ville",62,"2023-07-02",11
"Est",57,"2023-07-02",11
"Nord",50,"2023-07-02",11
"Ouest",44,"2023-07-02",11
"Centre-ville",64,"2023-07-02",10
"Est",55,"2023-07-02",10
"Nord",48,"2023-07-02",10
"Ouest",41,"2023-07-02",10
"Centre-ville",55,"2023-07-02",9
"Est",45,"2023-07-02",9
"Nord",38,"2023-07-02",9
"Ouest",31,"2023-07-02",9
"Centre-ville",39,"2023-07-02",8
"Est",37,"2023-07-02",8
"Nord",28,"2023-07-02",8
"Ouest",26,"2023-07-02",8
"Centre-ville",28,"2023-07-02",7
"Est",31,"2023-07-02",7
"Nord",25,"2023-07-02",7
"Ouest",26,"2023-07-02",7
"Centre-ville",28,"2023-07-02",6
"Est",34,"2023-07-02",6
"Nord",24,"2023-07-02",6
"Ouest",27,"2023-07-02",6
"Centre-ville",34,"2023-07-02",5
"Est",37,"2023-07-02",5
"Nord",22,"2023-07-02",5
"Ouest",25,"2023-07-02",5
"Centre-ville",39,"2023-07-02",4
"Est",41,"2023-07-02",4
"Nord",28,"2023-07-02",4
"Ouest",26,"2023-07-02",4
"Centre-ville",42,"2023-07-02",3
"Est",41,"2023-07-02",3
"Nord",31,"2023-07-02",3
"Ouest",27,"2023-07-02",3
"Centre-ville",48,"2023-07-02",2
"Est",41,"2023-07-02",2
"Nord",33,"2023-07-02",2
"Ouest",29,"2023-07-02",2
"Centre-ville",49,"2023-07-02",1
"Est",45,"2023-07-02",1
"Nord",29,"2023-07-02",1
"Ouest",30,"2023-07-02",1
"Centre-ville",54,"2023-07-02",0
"Est",53,"2023-07-02",0
"Nord",32,"2023-07-02",0
"Ouest",35,"2023-07-02",0
"Centre-ville",61,"2023-07-01",23
"Est",57,"2023-07-01",23
"Nord",38,"2023-07-01",23
"Ouest",35,"2023-07-01",23
"Centre-ville",68,"2023-07-01",22
"Est",58,"2023-07-01",22
"Nord",47,"2023-07-01",22
"Ouest",41,"2023-07-01",22
"Centre-ville",75,"2023-07-01",21
"Est",62,"2023-07-01",21
"Nord",52,"2023-07-01",21
"Ouest",50,"2023-07-01",21
"Centre-ville",79,"2023-07-01",20
"Est",65,"2023-07-01",20
"Nord",56,"2023-07-01",20
"Ouest",56,"2023-07-01",20
"Centre-ville",83,"2023-07-01",19
"Est",63,"2023-07-01",19
"Nord",61,"2023-07-01",19
"Ouest",60,"2023-07-01",19
"Centre-ville",83,"2023-07-01",18
"Est",56,"2023-07-01",18
"Nord",65,"2023-07-01",18
"Ouest",72,"2023-07-01",18
"Centre-ville",85,"2023-07-01",17
"Est",52,"2023-07-01",17
"Nord",69,"2023-07-01",17
"Ouest",74,"2023-07-01",17
"Centre-ville",91,"2023-07-01",16
"Est",60,"2023-07-01",16
"Nord",73,"2023-07-01",16
"Ouest",74,"2023-07-01",16
"Centre-ville",98,"2023-07-01",15
"Est",73,"2023-07-01",15
"Nord",77,"2023-07-01",15
"Ouest",74,"2023-07-01",15
"Centre-ville",103,"2023-07-01",14
"Est",85,"2023-07-01",14
"Nord",77,"2023-07-01",14
"Ouest",73,"2023-07-01",14
"Centre-ville",103,"2023-07-01",13
"Est",89,"2023-07-01",13
"Nord",78,"2023-07-01",13
"Ouest",71,"2023-07-01",13
"Centre-ville",101,"2023-07-01",12
"Est",88,"2023-07-01",12
"Nord",78,"2023-07-01",12
"Ouest",68,"2023-07-01",12
"Centre-ville",97,"2023-07-01",11
"Est",85,"2023-07-01",11
"Nord",80,"2023-07-01",11
"Ouest",68,"2023-07-01",11
"Centre-ville",93,"2023-07-01",10
"Est",82,"2023-07-01",10
"Nord",79,"2023-07-01",10
"Ouest",67,"2023-07-01",10
"Centre-ville",89,"2023-07-01",9
"Est",78,"2023-07-01",9
"Nord",77,"2023-07-01",9
"Ouest",64,"2023-07-01",9
"Centre-ville",84,"2023-07-01",8
"Est",72,"2023-07-01",8
"Nord",73,"2023-07-01",8
"Ouest",59,"2023-07-01",8
"Centre-ville",79,"2023-07-01",7
"Est",67,"2023-07-01",7
"Nord",69,"2023-07-01",7
"Ouest",54,"2023-07-01",7
"Centre-ville",75,"2023-07-01",6
"Est",61,"2023-07-01",6
"Nord",64,"2023-07-01",6
"Ouest",49,"2023-07-01",6
"Centre-ville",72,"2023-07-01",5
"Est",57,"2023-07-01",5
"Nord",59,"2023-07-01",5
"Ouest",44,"2023-07-01",5
"Centre-ville",67,"2023-07-01",4
"Est",53,"2023-07-01",4
"Nord",52,"2023-07-01",4
"Ouest",38,"2023-07-01",4
"Centre-ville",59,"2023-07-01",3
"Est",55,"2023-07-01",3
"Nord",50,"2023-07-01",3
"Ouest",34,"2023-07-01",3
"Centre-ville",65,"2023-07-01",2
"Est",64,"2023-07-01",2
"Nord",57,"2023-07-01",2
"Ouest",38,"2023-07-01",2
"Centre-ville",79,"2023-07-01",1
"Est",76,"2023-07-01",1
"Nord",64,"2023-07-01",1
"Ouest",47,"2023-07-01",1
"Nord",24,"2023-09-04",1
"Ouest",26,"2023-09-04",1
"Centre-ville",25,"2023-09-04",0
"Est",24,"2023-09-04",0
"Nord",24,"2023-09-04",0
"Ouest",27,"2023-09-04",0
"Centre-ville",24,"2023-09-03",23
"Est",24,"2023-09-03",23
"Nord",22,"2023-09-03",23
"Ouest",28,"2023-09-03",23
"Centre-ville",23,"2023-09-03",22
"Est",23,"2023-09-03",22
"Nord",22,"2023-09-03",22
"Ouest",26,"2023-09-03",22
"Centre-ville",25,"2023-09-03",21
"Est",27,"2023-09-03",21
"Nord",23,"2023-09-03",21
"Ouest",24,"2023-09-03",21
"Centre-ville",26,"2023-09-03",20
"Est",29,"2023-09-03",20
"Nord",24,"2023-09-03",20
"Ouest",26,"2023-09-03",20
"Centre-ville",28,"2023-09-03",19
"Est",28,"2023-09-03",19
"Nord",26,"2023-09-03",19
"Ouest",27,"2023-09-03",19
"Centre-ville",28,"2023-09-03",18
"Est",27,"2023-09-03",18
"Nord",28,"2023-09-03",18
"Ouest",28,"2023-09-03",18
"Centre-ville",27,"2023-09-03",17
"Est",27,"2023-09-03",17
"Nord",28,"2023-09-03",17
"Ouest",28,"2023-09-03",17
"Centre-ville",28,"2023-09-03",16
"Est",26,"2023-09-03",16
"Nord",24,"2023-09-03",16
"Ouest",27,"2023-09-03",16
"Centre-ville",28,"2023-09-03",15
"Est",25,"2023-09-03",15
"Nord",24,"2023-09-03",15
"Ouest",27,"2023-09-03",15
"Centre-ville",27,"2023-09-03",14
"Est",25,"2023-09-03",14
"Nord",24,"2023-09-03",14
"Ouest",27,"2023-09-03",14
"Centre-ville",28,"2023-09-03",13
"Est",26,"2023-09-03",13
"Nord",25,"2023-09-03",13
"Ouest",26,"2023-09-03",13
"Centre-ville",27,"2023-09-03",12
"Est",25,"2023-09-03",12
"Nord",25,"2023-09-03",12
"Ouest",27,"2023-09-03",12
"Centre-ville",25,"2023-09-03",11
"Est",24,"2023-09-03",11
"Nord",22,"2023-09-03",11
"Ouest",25,"2023-09-03",11
"Centre-ville",22,"2023-09-03",10
"Est",21,"2023-09-03",10
"Nord",20,"2023-09-03",10
"Ouest",22,"2023-09-03",10
"Centre-ville",20,"2023-09-03",9
"Est",18,"2023-09-03",9
"Nord",18,"2023-09-03",9
"Ouest",20,"2023-09-03",9
"Centre-ville",19,"2024-05-15",14
"Est",22,"2024-05-15",14
"Nord",21,"2024-05-15",14
"Ouest",21,"2024-05-15",14
"Centre-ville",19,"2024-05-15",13
"Est",21,"2024-05-15",13
"Nord",21,"2024-05-15",13
"Ouest",20,"2024-05-15",13
"Centre-ville",18,"2024-05-15",12
"Est",19,"2024-05-15",12
"Nord",20,"2024-05-15",12
"Ouest",19,"2024-05-15",12
"Centre-ville",19,"2024-05-15",11
"Est",17,"2024-05-15",11
"Nord",18,"2024-05-15",11
"Ouest",19,"2024-05-15",11
"Centre-ville",19,"2024-05-15",10
"Est",17,"2024-05-15",10
"Nord",18,"2024-05-15",10
"Ouest",19,"2024-05-15",10
"Centre-ville",20,"2024-05-15",9
"Est",18,"2024-05-15",9
"Nord",18,"2024-05-15",9
"Ouest",18,"2024-05-15",9
"Centre-ville",22,"2024-05-15",8
"Est",19,"2024-05-15",8
"Nord",18,"2024-05-15",8
"Ouest",17,"2024-05-15",8
"Centre-ville",24,"2024-05-15",7
"Est",18,"2024-05-15",7
"Nord",17,"2024-05-15",7
"Ouest",16,"2024-05-15",7
"Centre-ville",24,"2024-05-15",6
"Est",17,"2024-05-15",6
"Nord",15,"2024-05-15",6
"Ouest",15,"2024-05-15",6
"Centre-ville",24,"2024-05-15",5
"Est",16,"2024-05-15",5
"Nord",15,"2024-05-15",5
"Ouest",15,"2024-05-15",5
"Centre-ville",24,"2024-05-15",4
"Est",16,"2024-05-15",4
"Nord",14,"2024-05-15",4
"Ouest",15,"2024-05-15",4
"Centre-ville",25,"2024-05-15",3
"Est",15,"2024-05-15",3
"Nord",14,"2024-05-15",3
"Ouest",15,"2024-05-15",3
"Centre-ville",24,"2024-05-15",2
"Est",16,"2024-05-15",2
"Nord",17,"2024-05-15",2
"Ouest",16,"2024-05-15",2
"Centre-ville",22,"2024-05-15",1
"Est",17,"2024-05-15",1
"Nord",23,"2024-05-15",1
"Ouest",16,"2024-05-15",1
"Centre-ville",19,"2024-05-15",0
"Est",17,"2024-05-15",0
"Nord",29,"2024-05-15",0
"Ouest",15,"2024-05-15",0
"Centre-ville",20,"2024-05-14",23
"Est",17,"2024-05-14",23
"Nord",30,"2024-05-14",23
"Ouest",14,"2024-05-14",23
"Centre-ville",23,"2024-05-14",22
"Est",18,"2024-05-14",22
"Nord",25,"2024-05-14",22
"Ouest",13,"2024-05-14",22
"Centre-ville",22,"2024-05-14",21
"Est",20,"2024-05-14",21
"Nord",21,"2024-05-14",21
"Ouest",15,"2024-05-14",21
"Centre-ville",24,"2024-05-14",20
"Est",25,"2024-05-14",20
"Nord",24,"2024-05-14",20
"Ouest",19,"2024-05-14",20
"Centre-ville",28,"2024-05-14",19
"Est",26,"2024-05-14",19
"Nord",25,"2024-05-14",19
"Ouest",25,"2024-05-14",19
"Centre-ville",30,"2024-05-14",18
"Est",28,"2024-05-14",18
"Nord",27,"2024-05-14",18
"Ouest",26,"2024-05-14",18
"Centre-ville",31,"2024-05-14",17
"Est",29,"2024-05-14",17
"Nord",28,"2024-05-14",17
"Ouest",29,"2024-05-14",17
"Centre-ville",30,"2024-05-14",16
"Est",29,"2024-05-14",16
"Nord",33,"2024-05-14",16
"Ouest",28,"2024-05-14",16
"Centre-ville",25,"2024-05-14",15
"Est",29,"2024-05-14",15
"Nord",30,"2024-05-14",15
"Ouest",28,"2024-05-14",15
"Centre-ville",22,"2024-05-14",14
"Est",25,"2024-05-14",14
"Nord",24,"2024-05-14",14
"Ouest",21,"2024-05-14",14
"Centre-ville",19,"2024-05-14",13
"Est",21,"2024-05-14",13
"Nord",19,"2024-05-14",13
"Ouest",19,"2024-05-14",13
"Centre-ville",18,"2024-05-14",12
"Est",19,"2024-05-14",12
"Nord",18,"2024-05-14",12
"Ouest",19,"2024-05-14",12
"Centre-ville",18,"2024-05-14",11
"Est",18,"2024-05-14",11
"Nord",16,"2024-05-14",11
"Ouest",19,"2024-05-14",11
"Centre-ville",16,"2024-05-14",10
"Est",15,"2024-05-14",10
"Nord",15,"2024-05-14",10
"Ouest",16,"2024-05-14",10
"Centre-ville",14,"2024-05-14",9
"Est",13,"2024-05-14",9
"Nord",13,"2024-05-14",9
"Ouest",13,"2024-05-14",9
"Centre-ville",14,"2024-05-14",8
"Est",12,"2024-05-14",8
"Nord",14,"2024-05-14",8
"Ouest",15,"2024-05-14",8
"Centre-ville",15,"2024-05-14",7
"Est",11,"2024-05-14",7
"Nord",15,"2024-05-14",7
"Ouest",18,"2024-05-14",7
"Centre-ville",16,"2024-05-14",6
"Est",13,"2024-05-14",6
"Nord",17,"2024-05-14",6
"Ouest",16,"2024-05-14",6
"Centre-ville",18,"2024-05-14",5
"Est",15,"2024-05-14",5
"Nord",17,"2024-05-14",5
"Ouest",16,"2024-05-14",5
"Centre-ville",16,"2024-05-14",4
"Est",16,"2024-05-14",4
"Nord",14,"2024-05-14",4
"Ouest",16,"2024-05-14",4
"Centre-ville",13,"2024-05-14",3
"Est",16,"2024-05-14",3
"Nord",19,"2024-05-14",3
"Ouest",19,"2024-05-14",3
"Centre-ville",18,"2024-05-14",2
"Est",21,"2024-05-14",2
"Nord",19,"2024-05-14",2
"Ouest",21,"2024-05-14",2
"Centre-ville",18,"2024-05-14",1
"Est",15,"2024-05-14",1
"Nord",20,"2024-05-14",1
"Ouest",18,"2024-05-14",1
"Centre-ville",19,"2024-05-14",0
"Est",15,"2024-05-14",0
"Nord",20,"2024-05-14",0
"Ouest",18,"2024-05-14",0
"Centre-ville",21,"2024-05-13",23
"Est",16,"2024-05-13",23
"Nord",22,"2024-05-13",23
"Ouest",18,"2024-05-13",23
"Centre-ville",20,"2024-05-13",22
"Est",18,"2024-05-13",22
"Nord",22,"2024-05-13",22
"Ouest",19,"2024-05-13",22
"Centre-ville",20,"2024-05-13",21
"Est",19,"2024-05-13",21
"Nord",18,"2024-05-13",21
"Ouest",17,"2024-05-13",21
"Centre-ville",21,"2024-05-13",20
"Est",20,"2024-05-13",20
"Nord",19,"2024-05-13",20
"Ouest",17,"2024-05-13",20
"Centre-ville",21,"2024-05-13",19
"Est",20,"2024-05-13",19
"Nord",20,"2024-05-13",19
"Ouest",17,"2024-05-13",19
"Centre-ville",22,"2024-05-13",18
"Est",20,"2024-05-13",18
"Nord",21,"2024-05-13",18
"Ouest",21,"2024-05-13",18
"Centre-ville",21,"2024-05-13",17
"Est",20,"2024-05-13",17
"Nord",20,"2024-05-13",17
"Ouest",22,"2024-05-13",17
"Centre-ville",21,"2024-05-13",16
"Est",21,"2024-05-13",16
"Nord",19,"2024-05-13",16
"Ouest",21,"2024-05-13",16
"Centre-ville",20,"2024-05-13",15
"Est",21,"2024-05-13",15
"Nord",20,"2024-05-13",15
"Ouest",21,"2024-05-13",15
"Centre-ville",20,"2024-05-13",14
"Est",22,"2024-05-13",14
"Nord",20,"2024-05-13",14
"Ouest",21,"2024-05-13",14
"Centre-ville",22,"2024-05-13",13
"Est",23,"2024-05-13",13
"Nord",23,"2024-05-13",13
"Ouest",22,"2024-05-13",13
"Centre-ville",21,"2024-05-13",12
"Est",21,"2024-05-13",12
"Nord",20,"2024-05-13",12
"Ouest",21,"2024-05-13",12
"Centre-ville",17,"2024-05-13",11
"Est",20,"2024-05-13",11
"Nord",18,"2024-05-13",11
"Ouest",21,"2024-05-13",11
"Centre-ville",15,"2024-05-13",10
"Est",17,"2024-05-13",10
"Nord",18,"2024-05-13",10
"Ouest",18,"2024-05-13",10
"Centre-ville",17,"2024-05-13",9
"Est",15,"2024-05-13",9
"Nord",15,"2024-05-13",9
"Ouest",18,"2024-05-13",9
"Centre-ville",12,"2024-05-13",8
"Est",12,"2024-05-13",8
"Nord",15,"2024-05-13",8
"Ouest",18,"2024-05-13",8
"Centre-ville",9,"2024-05-13",7
"Est",15,"2024-05-13",7
"Est",20,"2023-12-29",22
"Nord",18,"2023-12-29",22
"Ouest",12,"2023-12-29",22
"Centre-ville",14,"2023-12-29",21
"Est",17,"2023-12-29",21
"Nord",17,"2023-12-29",21
"Ouest",11,"2023-12-29",21
"Centre-ville",12,"2023-12-29",20
"Est",16,"2023-12-29",20
"Nord",14,"2023-12-29",20
"Ouest",10,"2023-12-29",20
"Centre-ville",13,"2023-12-29",19
"Est",11,"2023-12-29",19
"Nord",13,"2023-12-29",19
"Ouest",9,"2023-12-29",19
"Centre-ville",12,"2023-12-29",18
"Est",11,"2023-12-29",18
"Nord",11,"2023-12-29",18
"Ouest",9,"2023-12-29",18
"Centre-ville",10,"2023-12-29",17
"Est",12,"2023-12-29",17
"Nord",9,"2023-12-29",17
"Ouest",12,"2023-12-29",17
"Centre-ville",12,"2023-12-29",16
"Est",13,"2023-12-29",16
"Nord",11,"2023-12-29",16
"Ouest",13,"2023-12-29",16
"Centre-ville",13,"2023-12-29",15
"Est",14,"2023-12-29",15
"Nord",12,"2023-12-29",15
"Ouest",13,"2023-12-29",15
"Centre-ville",14,"2023-12-29",14
"Est",14,"2023-12-29",14
"Nord",13,"2023-12-29",14
"Ouest",13,"2023-12-29",14
"Centre-ville",13,"2023-12-29",13
"Est",14,"2023-12-29",13
"Nord",13,"2023-12-29",13
"Ouest",13,"2023-12-29",13
"Centre-ville",12,"2023-12-29",12
"Est",14,"2023-12-29",12
"Nord",13,"2023-12-29",12
"Ouest",13,"2023-12-29",12
"Centre-ville",12,"2023-12-29",11
"Est",14,"2023-12-29",11
"Nord",12,"2023-12-29",11
"Ouest",13,"2023-12-29",11
"Centre-ville",11,"2023-12-29",10
"Est",13,"2023-12-29",10
"Nord",12,"2023-12-29",10
"Ouest",13,"2023-12-29",10
"Centre-ville",10,"2023-12-29",9
"Est",13,"2023-12-29",9
"Nord",12,"2023-12-29",9
"Ouest",12,"2023-12-29",9
"Centre-ville",13,"2023-12-29",8
"Est",12,"2023-12-29",8
"Nord",11,"2023-12-29",8
"Ouest",12,"2023-12-29",8
"Centre-ville",13,"2023-12-29",7
"Est",13,"2023-12-29",7
"Nord",12,"2023-12-29",7
"Ouest",13,"2023-12-29",7
"Centre-ville",13,"2023-12-29",6
"Est",13,"2023-12-29",6
"Nord",12,"2023-12-29",6
"Ouest",12,"2023-12-29",6
"Centre-ville",12,"2023-12-29",5
"Est",14,"2023-12-29",5
"Nord",13,"2023-12-29",5
"Ouest",13,"2023-12-29",5
"Centre-ville",12,"2023-12-29",4
"Est",14,"2023-12-29",4
"Nord",12,"2023-12-29",4
"Ouest",13,"2023-12-29",4
"Centre-ville",12,"2023-12-29",3
"Est",14,"2023-12-29",3
"Nord",12,"2023-12-29",3
"Ouest",13,"2023-12-29",3
"Centre-ville",12,"2023-12-29",2
"Est",14,"2023-12-29",2
"Nord",12,"2023-12-29",2
"Ouest",13,"2023-12-29",2
"Centre-ville",12,"2023-12-29",1
"Est",14,"2023-12-29",1
"Nord",12,"2023-12-29",1
"Ouest",13,"2023-12-29",1
"Centre-ville",11,"2023-12-29",0
"Est",14,"2023-12-29",0
"Nord",12,"2023-12-29",0
"Ouest",12,"2023-12-29",0
"Centre-ville",11,"2023-12-28",23
"Est",13,"2023-12-28",23
"Nord",12,"2023-12-28",23
"Ouest",11,"2023-12-28",23
"Centre-ville",12,"2023-12-28",22
"Est",13,"2023-12-28",22
"Nord",11,"2023-12-28",22
"Ouest",12,"2023-12-28",22
"Centre-ville",12,"2023-12-28",21
"Est",13,"2023-12-28",21
"Nord",11,"2023-12-28",21
"Ouest",12,"2023-12-28",21
"Centre-ville",11,"2023-12-28",20
"Est",13,"2023-12-28",20
"Nord",11,"2023-12-28",20
"Ouest",12,"2023-12-28",20
"Centre-ville",10,"2023-12-28",19
"Est",12,"2023-12-28",19
"Nord",11,"2023-12-28",19
"Ouest",12,"2023-12-28",19
"Centre-ville",10,"2023-12-28",18
"Est",12,"2023-12-28",18
"Nord",11,"2023-12-28",18
"Ouest",12,"2023-12-28",18
"Centre-ville",10,"2023-12-28",17
"Est",11,"2023-12-28",17
"Nord",10,"2023-12-28",17
"Ouest",12,"2023-12-28",17
"Centre-ville",11,"2023-12-28",16
"Est",13,"2023-12-28",16
"Nord",11,"2023-12-28",16
"Ouest",12,"2023-12-28",16
"Centre-ville",10,"2023-12-28",15
"Est",12,"2023-12-28",15
"Nord",11,"2023-12-28",15
"Ouest",12,"2023-12-28",15
"Centre-ville",11,"2023-12-28",14
"Est",13,"2023-12-28",14
"Nord",11,"2023-12-28",14
"Ouest",12,"2023-12-28",14
"Centre-ville",11,"2023-12-28",13
"Est",12,"2023-12-28",13
"Nord",10,"2023-12-28",13
"Ouest",11,"2023-12-28",13
"Centre-ville",10,"2023-12-28",12
"Est",12,"2023-12-28",12
"Nord",10,"2023-12-28",12
"Ouest",12,"2023-12-28",12
"Centre-ville",10,"2023-12-28",11
"Est",12,"2023-12-28",11
"Nord",11,"2023-12-28",11
"Ouest",13,"2023-12-28",11
"Centre-ville",11,"2023-12-28",10
"Est",13,"2023-12-28",10
"Nord",11,"2023-12-28",10
"Ouest",13,"2023-12-28",10
"Centre-ville",10,"2023-12-28",9
"Est",14,"2023-12-28",9
"Nord",12,"2023-12-28",9
"Ouest",12,"2023-12-28",9
"Centre-ville",10,"2023-12-28",8
"Est",13,"2023-12-28",8
"Nord",11,"2023-12-28",8
"Ouest",12,"2023-12-28",8
"Centre-ville",11,"2023-12-28",7
"Est",13,"2023-12-28",7
"Nord",12,"2023-12-28",7
"Ouest",13,"2023-12-28",7
"Centre-ville",12,"2023-12-28",6
"Est",13,"2023-12-28",6
"Nord",12,"2023-12-28",6
"Ouest",13,"2023-12-28",6
"Centre-ville",11,"2023-12-28",5
"Est",13,"2023-12-28",5
"Nord",12,"2023-12-28",5
"Ouest",13,"2023-12-28",5
"Centre-ville",10,"2023-12-28",4
"Est",12,"2023-12-28",4
"Nord",11,"2023-12-28",4
"Ouest",12,"2023-12-28",4
"Centre-ville",11,"2023-12-28",3
"Est",12,"2023-12-28",3
"Nord",11,"2023-12-28",3
"Ouest",13,"2023-12-28",3
