secteur,valeur,date,heure
"Nord",22,"2022-06-24",21
"Ouest",18,"2022-06-24",21
"Centre-ville",20,"2022-06-24",20
"Est",18,"2022-06-24",20
"Nord",18,"2022-06-24",20
"Ouest",19,"2022-06-24",20
"Centre-ville",23,"2022-06-24",19
"Est",19,"2022-06-24",19
"Nord",18,"2022-06-24",19
"Ouest",18,"2022-06-24",19
"Centre-ville",24,"2022-06-24",18
"Est",20,"2022-06-24",18
"Nord",19,"2022-06-24",18
"Ouest",19,"2022-06-24",18
"Centre-ville",23,"2022-06-24",17
"Est",21,"2022-06-24",17
"Nord",20,"2022-06-24",17
"Ouest",20,"2022-06-24",17
"Centre-ville",24,"2022-06-24",16
"Est",22,"2022-06-24",16
"Nord",22,"2022-06-24",16
"Ouest",22,"2022-06-24",16
"Centre-ville",24,"2022-06-24",15
"Est",23,"2022-06-24",15
"Nord",22,"2022-06-24",15
"Ouest",22,"2022-06-24",15
"Centre-ville",24,"2022-06-24",14
"Est",25,"2022-06-24",14
"Nord",22,"2022-06-24",14
"Ouest",22,"2022-06-24",14
"Centre-ville",25,"2022-06-24",13
"Est",23,"2022-06-24",13
"Nord",21,"2022-06-24",13
"Ouest",23,"2022-06-24",13
"Centre-ville",25,"2022-06-24",12
"Ouest",21,"2022-05-31",6
"Centre-ville",22,"2022-05-31",5
"Est",22,"2022-05-31",5
"Nord",23,"2022-05-31",5
"Ouest",22,"2022-05-31",5
"Centre-ville",22,"2022-05-31",4
"Est",24,"2022-05-31",4
"Nord",22,"2022-05-31",4
"Ouest",20,"2022-05-31",4
"Centre-ville",16,"2022-05-31",3
"Est",20,"2022-05-31",3
"Nord",19,"2022-05-31",3
"Ouest",15,"2022-05-31",3
"Centre-ville",16,"2022-05-31",2
"Est",22,"2022-05-31",2
"Nord",15,"2022-05-31",2
"Ouest",19,"2022-05-31",2
"Centre-ville",18,"2022-05-31",1
"Est",24,"2022-05-31",1
"Nord",17,"2022-05-31",1
"Ouest",24,"2022-05-31",1
"Centre-ville",27,"2022-05-31",0
"Est",23,"2022-05-31",0
"Nord",22,"2022-05-31",0
"Ouest",27,"2022-05-31",0
"Centre-ville",28,"2022-05-30",23
"Est",21,"2022-05-30",23
"Nord",27,"2022-05-30",23
"Ouest",27,"2022-05-30",23
"Centre-ville",26,"2022-05-30",22
"Est",25,"2022-05-30",22
"Nord",24,"2022-05-30",22
"Ouest",24,"2022-05-30",22
"Centre-ville",27,"2022-05-30",21
"Est",25,"2022-05-30",21
"Nord",23,"2022-05-30",21
"Ouest",23,"2022-05-30",21
"Centre-ville",27,"2022-05-30",20
"Est",26,"2022-05-30",20
"Nord",25,"2022-05-30",20
"Ouest",24,"2022-05-30",20
"Centre-ville",31,"2022-05-30",19
"Est",28,"2022-05-30",19
"Nord",28,"2022-05-30",19
"Ouest",24,"2022-05-30",19
"Centre-ville",31,"2022-05-30",18
"Est",30,"2022-05-30",18
"Nord",30,"2022-05-30",18
"Ouest",28,"2022-05-30",18
"Centre-ville",34,"2022-05-30",17
"Est",33,"2022-05-30",17
"Nord",32,"2022-05-30",17
"Ouest",29,"2022-05-30",17
"Centre-ville",34,"2022-05-30",16
"Est",34,"2022-05-30",16
"Nord",34,"2022-05-30",16
"Ouest",32,"2022-05-30",16
"Centre-ville",34,"2022-05-30",15
"Est",34,"2022-05-30",15
"Nord",35,"2022-05-30",15
"Ouest",32,"2022-05-30",15
"Centre-ville",35,"2022-05-30",14
"Est",32,"2022-05-30",14
"Nord",32,"2022-05-30",14
"Ouest",31,"2022-05-30",14
"Centre-ville",35,"2022-05-30",13
"Est",30,"2022-05-30",13
"Nord",30,"2022-05-30",13
"Ouest",32,"2022-05-30",13
"Centre-ville",30,"2022-05-30",12
"Est",29,"2022-05-30",12
"Nord",29,"2022-05-30",12
"Ouest",29,"2022-05-30",12
"Centre-ville",23,"2022-05-30",11
"Est",22,"2022-05-30",11
"Nord",23,"2022-05-30",11
"Ouest",26,"2022-05-30",11
"Centre-ville",21,"2022-05-30",10
"Est",17,"2022-05-30",10
"Nord",21,"2022-05-30",10
"Ouest",19,"2022-05-30",10
"Centre-ville",17,"2022-05-30",9
"Est",16,"2022-05-30",9
"Nord",23,"2022-05-30",9
"Ouest",14,"2022-05-30",9
"Centre-ville",18,"2022-05-30",8
"Est",17,"2022-05-30",8
"Nord",26,"2022-05-30",8
"Ouest",15,"2022-05-30",8
"Centre-ville",17,"2022-05-30",7
"Est",16,"2022-05-30",7
"Nord",26,"2022-05-30",7
"Ouest",17,"2022-05-30",7
"Centre-ville",19,"2022-05-30",6
"Est",17,"2022-05-30",6
"Nord",20,"2022-05-30",6
"Ouest",19,"2022-05-30",6
"Centre-ville",20,"2022-05-30",5
"Est",18,"2022-05-30",5
"Nord",18,"2022-05-30",5
"Ouest",20,"2022-05-30",5
"Centre-ville",21,"2022-05-30",4
"Est",19,"2022-05-30",4
"Nord",23,"2022-05-30",4
"Ouest",20,"2022-05-30",4
"Centre-ville",23,"2022-05-30",3
"Est",21,"2022-05-30",3
"Nord",24,"2022-05-30",3
"Ouest",19,"2022-05-30",3
"Centre-ville",24,"2022-05-30",2
"Est",21,"2022-05-30",2
"Nord",19,"2022-05-30",2
"Ouest",22,"2022-05-30",2
"Centre-ville",25,"2022-05-30",1
"Est",21,"2022-05-30",1
"Nord",20,"2022-05-30",1
"Ouest",23,"2022-05-30",1
"Centre-ville",24,"2022-05-30",0
"Est",21,"2022-05-30",0
"Nord",21,"2022-05-30",0
"Ouest",24,"2022-05-30",0
"Centre-ville",23,"2022-05-29",23
"Est",22,"2022-05-29",23
"Nord",21,"2022-05-29",23
"Ouest",22,"2022-05-29",23
"Centre-ville",24,"2022-05-29",22
"Est",23,"2022-05-29",22
"Nord",22,"2022-05-29",22
"Ouest",23,"2022-05-29",22
"Centre-ville",25,"2022-05-29",21
"Est",25,"2022-05-29",21
"Nord",22,"2022-05-29",21
"Ouest",24,"2022-05-29",21
"Centre-ville",26,"2022-05-29",20
"Est",25,"2022-05-29",20
"Nord",23,"2022-05-29",20
"Ouest",24,"2022-05-29",20
"Centre-ville",27,"2022-05-29",19
"Est",25,"2022-05-29",19
"Nord",24,"2022-05-29",19
"Ouest",25,"2022-05-29",19
"Centre-ville",28,"2022-05-29",18
"Est",25,"2022-05-29",18
"Nord",24,"2022-05-29",18
"Ouest",25,"2022-05-29",18
"Centre-ville",28,"2022-05-29",17
"Est",25,"2022-05-29",17
"Nord",25,"2022-05-29",17
"Ouest",24,"2022-05-29",17
"Centre-ville",29,"2022-05-29",16
"Est",26,"2022-05-29",16
"Nord",26,"2022-05-29",16
"Ouest",25,"2022-05-29",16
"Centre-ville",29,"2022-05-29",15
"Est",26,"2022-05-29",15
"Nord",26,"2022-05-29",15
"Ouest",26,"2022-05-29",15
"Centre-ville",28,"2022-05-29",14
"Est",25,"2022-05-29",14
"Nord",25,"2022-05-29",14
"Ouest",26,"2022-05-29",14
"Centre-ville",27,"2022-05-29",13
"Est",24,"2022-05-29",13
"Nord",24,"2022-05-29",13
"Ouest",25,"2022-05-29",13
"Centre-ville",26,"2022-05-29",12
"Est",22,"2022-05-29",12
"Nord",22,"2022-05-29",12
"Ouest",24,"2022-05-29",12
"Centre-ville",23,"2022-05-29",11
"Est",21,"2022-05-29",11
"Nord",21,"2022-05-29",11
"Ouest",21,"2022-05-29",11
"Centre-ville",19,"2022-05-29",10
"Est",18,"2022-05-29",10
"Nord",17,"2022-05-29",10
"Ouest",18,"2022-05-29",10
"Centre-ville",17,"2022-05-29",9
"Est",15,"2022-05-29",9
"Nord",14,"2022-05-29",9
"Ouest",16,"2022-05-29",9
"Centre-ville",15,"2022-05-29",8
"Est",13,"2022-05-29",8
"Nord",12,"2022-05-29",8
"Ouest",14,"2022-05-29",8
"Centre-ville",13,"2022-05-29",7
"Est",11,"2022-05-29",7
"Nord",11,"2022-05-29",7
"Ouest",13,"2022-05-29",7
"Centre-ville",12,"2022-05-29",6
"Est",10,"2022-05-29",6
"Nord",9,"2022-05-29",6
"Ouest",11,"2022-05-29",6
"Centre-ville",13,"2022-05-29",5
"Est",10,"2022-05-29",5
"Nord",9,"2022-05-29",5
"Ouest",11,"2022-05-29",5
"Centre-ville",14,"2022-05-29",4
"Est",11,"2022-05-29",4
"Nord",10,"2022-05-29",4
"Ouest",11,"2022-05-29",4
"Centre-ville",14,"2022-05-29",3
"Est",11,"2022-05-29",3
"Nord",12,"2022-05-29",3
"Ouest",13,"2022-05-29",3
"Centre-ville",16,"2022-05-29",2
"Est",12,"2022-05-29",2
"Nord",18,"2022-05-29",2
"Ouest",13,"2022-05-29",2
"Centre-ville",15,"2022-05-29",1
"Est",14,"2022-05-29",1
"Nord",29,"2022-05-29",1
"Ouest",13,"2022-05-29",1
"Centre-ville",14,"2022-05-29",0
"Est",13,"2022-05-29",0
"Nord",30,"2022-05-29",0
"Ouest",14,"2022-05-29",0
"Centre-ville",16,"2022-05-28",23
"Est",15,"2022-05-28",23
"Nord",24,"2022-05-28",23
"Ouest",14,"2022-05-28",23
"Est",19,"2022-01-18",9
"Nord",18,"2022-01-18",9
"Ouest",23,"2022-01-18",9
"Centre-ville",17,"2022-01-18",8
"Est",19,"2022-01-18",8
"Nord",17,"2022-01-18",8
"Ouest",22,"2022-01-18",8
"Centre-ville",18,"2022-01-18",7
"Est",19,"2022-01-18",7
"Nord",17,"2022-01-18",7
"Ouest",22,"2022-01-18",7
"Centre-ville",19,"2022-01-18",6
"Est",19,"2022-01-18",6
"Nord",18,"2022-01-18",6
"Ouest",21,"2022-01-18",6
"Centre-ville",19,"2022-01-18",5
"Est",19,"2022-01-18",5
"Nord",18,"2022-01-18",5
"Ouest",21,"2022-01-18",5
"Centre-ville",21,"2022-01-18",4
"Est",20,"2022-01-18",4
"Nord",20,"2022-01-18",4
"Ouest",21,"2022-01-18",4
"Centre-ville",22,"2022-01-18",3
"Est",21,"2022-01-18",3
"Nord",21,"2022-01-18",3
"Ouest",23,"2022-01-18",3
"Centre-ville",21,"2022-01-18",2
"Est",21,"2022-01-18",2
"Nord",21,"2022-01-18",2
"Ouest",24,"2022-01-18",2
"Centre-ville",20,"2022-01-18",1
"Est",21,"2022-01-18",1
"Nord",21,"2022-01-18",1
"Ouest",24,"2022-01-18",1
"Centre-ville",20,"2022-01-18",0
"Est",20,"2022-01-18",0
"Nord",20,"2022-01-18",0
"Ouest",23,"2022-01-18",0
"Centre-ville",20,"2022-01-17",23
"Est",19,"2022-01-17",23
"Nord",20,"2022-01-17",23
"Ouest",23,"2022-01-17",23
"Centre-ville",18,"2022-01-17",22
"Est",20,"2022-01-17",22
"Nord",18,"2022-01-17",22
"Ouest",23,"2022-01-17",22
"Centre-ville",18,"2022-01-17",21
"Est",20,"2022-01-17",21
"Nord",17,"2022-01-17",21
"Ouest",23,"2022-01-17",21
"Centre-ville",17,"2022-01-17",20
"Est",19,"2022-01-17",20
"Nord",17,"2022-01-17",20
"Ouest",23,"2022-01-17",20
"Centre-ville",15,"2022-01-17",19
"Est",19,"2022-01-17",19
"Nord",16,"2022-01-17",19
"Ouest",24,"2022-01-17",19
"Centre-ville",17,"2022-01-17",18
"Est",20,"2022-01-17",18
"Nord",17,"2022-01-17",18
"Ouest",23,"2022-01-17",18
"Centre-ville",19,"2022-01-17",17
"Est",22,"2022-01-17",17
"Nord",18,"2022-01-17",17
"Ouest",22,"2022-01-17",17
"Centre-ville",20,"2022-01-17",16
"Est",23,"2022-01-17",16
"Nord",17,"2022-01-17",16
"Ouest",21,"2022-01-17",16
"Centre-ville",21,"2022-01-17",15
"Est",23,"2022-01-17",15
"Nord",19,"2022-01-17",15
"Ouest",21,"2022-01-17",15
"Centre-ville",21,"2022-01-17",14
"Est",23,"2022-01-17",14
"Nord",19,"2022-01-17",14
"Ouest",21,"2022-01-17",14
"Centre-ville",20,"2022-01-17",13
"Est",22,"2022-01-17",13
"Nord",18,"2022-01-17",13
"Ouest",20,"2022-01-17",13
"Centre-ville",19,"2022-01-17",12
"Est",21,"2022-01-17",12
"Nord",18,"2022-01-17",12
"Ouest",20,"2022-01-17",12
"Centre-ville",18,"2022-01-17",11
"Est",21,"2022-01-17",11
"Nord",17,"2022-01-17",11
"Ouest",20,"2022-01-17",11
"Centre-ville",17,"2022-01-17",10
"Est",19,"2022-01-17",10
"Nord",16,"2022-01-17",10
"Ouest",17,"2022-01-17",10
"Centre-ville",19,"2022-01-17",9
"Est",18,"2022-01-17",9
"Nord",16,"2022-01-17",9
"Ouest",16,"2022-01-17",9
"Centre-ville",19,"2022-01-17",8
"Est",18,"2022-01-17",8
"Nord",19,"2022-01-17",8
"Ouest",17,"2022-01-17",8
"Centre-ville",24,"2022-01-17",7
"Est",20,"2022-01-17",7
"Nord",24,"2022-01-17",7
"Ouest",19,"2022-01-17",7
"Centre-ville",30,"2022-01-17",6
"Est",23,"2022-01-17",6
"Nord",28,"2022-01-17",6
"Ouest",21,"2022-01-17",6
"Centre-ville",33,"2022-01-17",5
"Est",24,"2022-01-17",5
"Nord",31,"2022-01-17",5
"Ouest",23,"2022-01-17",5
"Centre-ville",33,"2022-01-17",4
"Est",25,"2022-01-17",4
"Nord",32,"2022-01-17",4
"Ouest",24,"2022-01-17",4
"Centre-ville",33,"2022-01-17",3
"Est",24,"2022-01-17",3
"Nord",33,"2022-01-17",3
"Ouest",26,"2022-01-17",3
"Centre-ville",33,"2022-01-17",2
"Est",25,"2022-01-17",2
"Nord",34,"2022-01-17",2
"Ouest",27,"2022-01-17",2
"Centre-ville",35,"2022-01-17",1
"Est",26,"2022-01-17",1
"Nord",36,"2022-01-17",1
"Ouest",29,"2022-01-17",1
"Centre-ville",37,"2022-01-17",0
"Est",28,"2022-01-17",0
"Nord",36,"2022-01-17",0
"Ouest",32,"2022-01-17",0
"Centre-ville",38,"2022-01-16",23
"Est",31,"2022-01-16",23
"Nord",37,"2022-01-16",23
"Ouest",35,"2022-01-16",23
"Centre-ville",37,"2022-01-16",22
"Est",34,"2022-01-16",22
"Nord",35,"2022-01-16",22
"Ouest",37,"2022-01-16",22
"Centre-ville",31,"2022-01-16",21
"Est",36,"2022-01-16",21
"Nord",30,"2022-01-16",21
"Ouest",35,"2022-01-16",21
"Centre-ville",25,"2022-01-16",20
"Est",31,"2022-01-16",20
"Nord",27,"2022-01-16",20
"Ouest",34,"2022-01-16",20
"Centre-ville",25,"2022-01-16",19
"Est",24,"2022-01-16",19
"Nord",26,"2022-01-16",19
"Ouest",29,"2022-01-16",19
"Centre-ville",25,"2022-01-16",18
"Est",19,"2022-01-16",18
"Nord",23,"2022-01-16",18
"Ouest",25,"2022-01-16",18
"Centre-ville",26,"2022-01-16",17
"Est",19,"2022-01-16",17
"Nord",21,"2022-01-16",17
"Ouest",21,"2022-01-16",17
"Centre-ville",27,"2022-01-16",16
"Est",20,"2022-01-16",16
"Nord",20,"2022-01-16",16
"Ouest",19,"2022-01-16",16
"Centre-ville",27,"2022-01-16",15
"Est",20,"2022-01-16",15
"Nord",21,"2022-01-16",15
"Ouest",18,"2022-01-16",15
"Centre-ville",27,"2022-01-16",14
"Est",24,"2022-01-16",14
"Nord",25,"2022-01-16",14
"Ouest",19,"2022-01-16",14
"Centre-ville",26,"2022-01-16",13
"Est",24,"2022-01-16",13
"Nord",24,"2022-01-16",13
"Ouest",19,"2022-01-16",13
"Centre-ville",25,"2022-01-16",12
"Est",22,"2022-01-16",12
"Nord",21,"2022-01-16",12
"Ouest",19,"2022-01-16",12
"Centre-ville",22,"2022-01-16",11
"Est",18,"2022-01-16",11
"Nord",19,"2022-01-16",11
"Ouest",17,"2022-01-16",11
"Centre-ville",18,"2022-01-16",10
"Est",18,"2022-01-16",10
"Nord",19,"2022-01-16",10
"Ouest",17,"2022-01-16",10
"Centre-ville",15,"2022-01-16",9
"Est",18,"2022-01-16",9
"Nord",18,"2022-01-16",9
"Ouest",16,"2022-01-16",9
"Centre-ville",15,"2022-01-16",8
"Est",24,"2022-01-16",8
"Nord",21,"2022-01-16",8
"Ouest",15,"2022-01-16",8
"Centre-ville",17,"2022-01-16",7
"Est",24,"2022-01-16",7
"Nord",21,"2022-01-16",7
"Ouest",15,"2022-01-16",7
"Centre-ville",16,"2022-01-16",6
"Est",24,"2022-01-16",6
"Nord",20,"2022-01-16",6
"Ouest",14,"2022-01-16",6
"Centre-ville",15,"2022-01-16",5
"Est",15,"2022-01-16",5
"Nord",17,"2022-01-16",5
"Ouest",14,"2022-01-16",5
"Centre-ville",15,"2022-01-16",4
"Est",17,"2022-01-16",4
"Nord",17,"2022-01-16",4
"Ouest",13,"2022-01-16",4
"Centre-ville",16,"2022-01-16",3
"Est",18,"2022-01-16",3
"Nord",17,"2022-01-16",3
"Ouest",14,"2022-01-16",3
"Centre-ville",16,"2022-01-16",2
"Est",18,"2022-01-16",2
"Nord",19,"2022-01-16",2
"Ouest",23,"2022-04-04",0
"Centre-ville",22,"2022-04-03",23
"Est",23,"2022-04-03",23
"Nord",23,"2022-04-03",23
"Ouest",25,"2022-04-03",23
"Centre-ville",24,"2022-04-03",22
"Est",24,"2022-04-03",22
"Nord",24,"2022-04-03",22
"Ouest",25,"2022-04-03",22
"Centre-ville",22,"2022-04-03",21
"Est",26,"2022-04-03",21
"Nord",25,"2022-04-03",21
"Ouest",25,"2022-04-03",21
"Centre-ville",24,"2022-04-03",20
"Est",26,"2022-04-03",20
"Nord",24,"2022-04-03",20
"Ouest",25,"2022-04-03",20
"Centre-ville",26,"2022-04-03",19
"Est",27,"2022-04-03",19
"Nord",25,"2022-04-03",19
"Ouest",26,"2022-04-03",19
"Centre-ville",26,"2022-04-03",18
"Est",28,"2022-04-03",18
"Nord",27,"2022-04-03",18
"Ouest",28,"2022-04-03",18
"Centre-ville",27,"2022-04-03",17
"Est",28,"2022-04-03",17
"Nord",29,"2022-04-03",17
"Ouest",30,"2022-04-03",17
"Centre-ville",28,"2022-04-03",16
"Est",31,"2022-04-03",16
"Nord",29,"2022-04-03",16
"Ouest",30,"2022-04-03",16
"Centre-ville",28,"2022-04-03",15
"Est",30,"2022-04-03",15
"Nord",29,"2022-04-03",15
"Ouest",29,"2022-04-03",15
"Centre-ville",26,"2022-04-03",14
"Est",28,"2022-04-03",14
"Nord",27,"2022-04-03",14
"Ouest",28,"2022-04-03",14
"Centre-ville",27,"2022-04-03",13
"Est",28,"2022-04-03",13
"Nord",28,"2022-04-03",13
"Ouest",28,"2022-04-03",13
"Centre-ville",23,"2022-04-03",12
"Est",25,"2022-04-03",12
"Nord",26,"2022-04-03",12
"Ouest",25,"2022-04-03",12
"Centre-ville",21,"2022-04-03",11
"Est",24,"2022-04-03",11
"Nord",24,"2022-04-03",11
"Ouest",24,"2022-04-03",11
"Centre-ville",19,"2022-04-03",10
"Est",22,"2022-04-03",10
"Nord",22,"2022-04-03",10
"Ouest",21,"2022-04-03",10
"Centre-ville",18,"2022-04-03",9
"Est",18,"2022-04-03",9
"Nord",23,"2022-04-03",9
"Ouest",22,"2022-04-03",9
"Centre-ville",16,"2022-04-03",8
"Est",17,"2022-04-03",8
"Nord",18,"2022-04-03",8
"Ouest",17,"2022-04-03",8
"Centre-ville",15,"2022-04-03",7
"Est",17,"2022-04-03",7
"Nord",17,"2022-04-03",7
"Ouest",18,"2022-04-03",7
"Centre-ville",15,"2022-04-03",6
"Est",17,"2022-04-03",6
"Nord",16,"2022-04-03",6
"Ouest",16,"2022-04-03",6
"Centre-ville",14,"2022-04-03",5
"Est",19,"2022-04-03",5
"Nord",19,"2022-04-03",5
"Ouest",15,"2022-04-03",5
"Centre-ville",14,"2022-04-03",4
"Est",19,"2022-04-03",4
"Nord",19,"2022-04-03",4
"Ouest",18,"2022-04-03",4
"Centre-ville",15,"2022-04-03",3
"Est",21,"2022-04-03",3
"Nord",18,"2022-04-03",3
"Ouest",14,"2022-04-03",3
"Centre-ville",15,"2022-04-03",2
"Est",19,"2022-04-03",2
"Nord",19,"2022-04-03",2
"Ouest",17,"2022-04-03",2
"Centre-ville",18,"2022-04-03",1
"Est",18,"2022-04-03",1
"Nord",19,"2022-04-03",1
"Ouest",17,"2022-04-03",1
"Centre-ville",20,"2022-04-03",0
"Est",18,"2022-04-03",0
"Nord",18,"2022-04-03",0
"Ouest",17,"2022-04-03",0
"Centre-ville",21,"2022-04-02",23
"Est",20,"2022-04-02",23
"Nord",17,"2022-04-02",23
"Ouest",19,"2022-04-02",23
"Centre-ville",21,"2022-04-02",22
"Est",20,"2022-04-02",22
"Nord",19,"2022-04-02",22
"Ouest",21,"2022-04-02",22
"Centre-ville",19,"2022-04-02",21
"Est",22,"2022-04-02",21
"Nord",21,"2022-04-02",21
"Ouest",21,"2022-04-02",21
"Centre-ville",16,"2022-04-02",20
"Est",23,"2022-04-02",20
"Nord",24,"2022-04-02",20
"Ouest",23,"2022-04-02",20
"Centre-ville",22,"2022-04-02",19
"Est",25,"2022-04-02",19
"Nord",25,"2022-04-02",19
"Ouest",25,"2022-04-02",19
"Centre-ville",25,"2022-04-02",18
"Est",27,"2022-04-02",18
"Nord",26,"2022-04-02",18
"Ouest",27,"2022-04-02",18
"Centre-ville",26,"2022-04-02",17
"Est",28,"2022-04-02",17
"Nord",26,"2022-04-02",17
"Ouest",28,"2022-04-02",17
"Centre-ville",27,"2022-04-02",16
"Est",28,"2022-04-02",16
"Nord",26,"2022-04-02",16
"Ouest",28,"2022-04-02",16
"Centre-ville",27,"2022-04-02",15
"Est",28,"2022-04-02",15
"Nord",26,"2022-04-02",15
"Ouest",28,"2022-04-02",15
"Centre-ville",27,"2022-04-02",14
"Est",28,"2022-04-02",14
"Nord",26,"2022-04-02",14
"Ouest",27,"2022-04-02",14
"Centre-ville",27,"2022-04-02",13
"Est",29,"2022-04-02",13
"Nord",26,"2022-04-02",13
"Ouest",27,"2022-04-02",13
"Centre-ville",27,"2022-04-02",12
"Est",28,"2022-04-02",12
"Nord",27,"2022-04-02",12
"Ouest",27,"2022-04-02",12
"Centre-ville",26,"2022-04-02",11
"Est",28,"2022-04-02",11
"Nord",26,"2022-04-02",11
"Ouest",27,"2022-04-02",11
"Centre-ville",26,"2022-04-02",10
"Est",27,"2022-04-02",10
"Nord",26,"2022-04-02",10
"Ouest",27,"2022-04-02",10
"Centre-ville",26,"2022-04-02",9
"Est",27,"2022-04-02",9
"Nord",25,"2022-04-02",9
"Ouest",27,"2022-04-02",9
"Centre-ville",25,"2022-04-02",8
"Est",27,"2022-04-02",8
"Nord",25,"2022-04-02",8
"Ouest",27,"2022-04-02",8
"Centre-ville",24,"2022-04-02",7
"Est",26,"2022-04-02",7
"Nord",25,"2022-04-02",7
"Ouest",26,"2022-04-02",7
"Centre-ville",25,"2022-04-02",6
"Est",26,"2022-04-02",6
"Nord",25,"2022-04-02",6
"Ouest",26,"2022-04-02",6
"Centre-ville",25,"2022-04-02",5
"Est",27,"2022-04-02",5
"Nord",26,"2022-04-02",5
"Ouest",26,"2022-04-02",5
"Centre-ville",24,"2022-04-02",4
"Est",27,"2022-04-02",4
"Nord",27,"2022-04-02",4
"Ouest",26,"2022-04-02",4
"Centre-ville",23,"2022-04-02",3
"Est",25,"2022-04-02",3
"Nord",24,"2022-04-02",3
"Ouest",25,"2022-04-02",3
"Centre-ville",23,"2022-04-02",2
"Est",24,"2022-04-02",2
"Nord",24,"2022-04-02",2
"Ouest",25,"2022-04-02",2
"Centre-ville",22,"2022-04-02",1
"Est",23,"2022-04-02",1
"Nord",23,"2022-04-02",1
"Ouest",24,"2022-04-02",1
"Centre-ville",21,"2022-04-02",0
"Est",23,"2022-04-02",0
"Nord",23,"2022-04-02",0
"Ouest",23,"2022-04-02",0
"Centre-ville",20,"2022-04-01",23
"Est",22,"2022-04-01",23
"Nord",21,"2022-04-01",23
"Ouest",22,"2022-04-01",23
"Centre-ville",19,"2022-04-01",22
"Est",21,"2022-04-01",22
"Nord",20,"2022-04-01",22
"Ouest",21,"2022-04-01",22
"Centre-ville",18,"2022-04-01",21
"Est",20,"2022-04-01",21
"Nord",19,"2022-04-01",21
"Ouest",20,"2022-04-01",21
"Centre-ville",17,"2022-04-01",20
"Est",19,"2022-04-01",20
"Nord",18,"2022-04-01",20
"Ouest",19,"2022-04-01",20
"Centre-ville",18,"2022-04-01",19
"Est",19,"2022-04-01",19
"Nord",19,"2022-04-01",19
"Ouest",19,"2022-04-01",19
"Centre-ville",18,"2022-04-01",18
"Est",19,"2022-04-01",18
"Nord",19,"2022-04-01",18
"Ouest",20,"2022-04-01",18
"Centre-ville",17,"2022-04-01",17
"Est",18,"2022-04-01",17
"Nord",18,"2022-04-01",17
"Ouest",19,"2022-04-01",17
"Centre-ville",18,"2022-04-01",16
"Ouest",35,"2022-03-05",6
"Centre-ville",28,"2022-03-05",5
"Est",43,"2022-03-05",5
"Nord",33,"2022-03-05",5
"Ouest",34,"2022-03-05",5
"Centre-ville",27,"2022-03-05",4
"Est",52,"2022-03-05",4
"Nord",40,"2022-03-05",4
"Ouest",29,"2022-03-05",4
"Centre-ville",26,"2022-03-05",3
"Est",53,"2022-03-05",3
"Nord",42,"2022-03-05",3
"Ouest",24,"2022-03-05",3
"Centre-ville",22,"2022-03-05",2
"Est",50,"2022-03-05",2
"Nord",36,"2022-03-05",2
"Ouest",20,"2022-03-05",2
"Centre-ville",20,"2022-03-05",1
"Est",36,"2022-03-05",1
"Nord",25,"2022-03-05",1
"Ouest",18,"2022-03-05",1
"Centre-ville",18,"2022-03-05",0
"Est",30,"2022-03-05",0
"Nord",19,"2022-03-05",0
"Ouest",16,"2022-03-05",0
"Centre-ville",17,"2022-03-04",23
"Est",27,"2022-03-04",23
"Nord",19,"2022-03-04",23
"Ouest",20,"2022-03-04",23
"Centre-ville",21,"2022-03-04",22
"Est",28,"2022-03-04",22
"Nord",21,"2022-03-04",22
"Ouest",21,"2022-03-04",22
"Centre-ville",22,"2022-03-04",21
"Est",26,"2022-03-04",21
"Nord",22,"2022-03-04",21
"Ouest",23,"2022-03-04",21
"Centre-ville",19,"2022-03-04",20
"Est",17,"2022-03-04",20
"Nord",20,"2022-03-04",20
"Ouest",20,"2022-03-04",20
"Centre-ville",18,"2022-03-04",19
"Est",21,"2022-03-04",19
"Nord",19,"2022-03-04",19
"Ouest",22,"2022-03-04",19
"Centre-ville",21,"2022-03-04",18
"Est",23,"2022-03-04",18
"Nord",23,"2022-03-04",18
"Ouest",24,"2022-03-04",18
"Centre-ville",25,"2022-03-04",17
"Est",25,"2022-03-04",17
"Nord",26,"2022-03-04",17
"Ouest",27,"2022-03-04",17
"Centre-ville",26,"2022-03-04",16
"Est",25,"2022-03-04",16
"Nord",26,"2022-03-04",16
"Ouest",28,"2022-03-04",16
"Centre-ville",26,"2022-03-04",15
"Est",25,"2022-03-04",15
"Nord",26,"2022-03-04",15
"Ouest",28,"2022-03-04",15
"Centre-ville",25,"2022-03-04",14
"Est",24,"2022-03-04",14
"Nord",25,"2022-03-04",14
"Ouest",27,"2022-03-04",14
"Centre-ville",25,"2022-03-04",13
"Est",23,"2022-03-04",13
"Nord",25,"2022-03-04",13
"Ouest",26,"2022-03-04",13
"Centre-ville",25,"2022-03-04",12
"Est",22,"2022-03-04",12
"Nord",24,"2022-03-04",12
"Ouest",26,"2022-03-04",12
"Centre-ville",23,"2022-03-04",11
"Est",21,"2022-03-04",11
"Nord",25,"2022-03-04",11
"Ouest",24,"2022-03-04",11
"Centre-ville",22,"2022-03-04",10
"Est",20,"2022-03-04",10
"Nord",25,"2022-03-04",10
"Ouest",22,"2022-03-04",10
"Centre-ville",20,"2022-03-04",9
"Est",17,"2022-03-04",9
"Nord",23,"2022-03-04",9
"Ouest",21,"2022-03-04",9
"Centre-ville",16,"2022-03-04",8
"Est",15,"2022-03-04",8
