secteur,valeur,date,heure
"Ouest",20,"2025-01-14",9
"Centre-ville",16,"2025-01-14",8
"Est",17,"2025-01-14",8
"Nord",16,"2025-01-14",8
"Ouest",19,"2025-01-14",8
"Centre-ville",16,"2025-01-14",7
"Est",16,"2025-01-14",7
"Nord",15,"2025-01-14",7
"Ouest",18,"2025-01-14",7
"Centre-ville",15,"2025-01-14",6
"Est",15,"2025-01-14",6
"Nord",16,"2025-01-14",6
"Ouest",18,"2025-01-14",6
"Centre-ville",16,"2025-01-14",5
"Nord",18,"2025-01-10",9
"Ouest",20,"2025-01-10",9
"Centre-ville",15,"2025-01-10",8
"Est",18,"2025-01-10",8
"Nord",19,"2025-01-10",8
"Ouest",19,"2025-01-10",8
"Centre-ville",16,"2025-01-10",7
"Est",18,"2025-01-10",7
"Nord",19,"2025-01-10",7
"Ouest",20,"2025-01-10",7
"Centre-ville",18,"2025-01-10",6
"Est",20,"2025-01-10",6
"Nord",20,"2025-01-10",6
"Ouest",21,"2025-01-10",6
"Centre-ville",20,"2025-01-10",5
"Est",22,"2025-01-10",5
"Nord",21,"2025-01-10",5
"Ouest",21,"2025-01-10",5
"Centre-ville",21,"2025-01-10",4
"Est",23,"2025-01-10",4
"Nord",21,"2025-01-10",4
"Ouest",21,"2025-01-10",4
"Centre-ville",21,"2025-01-10",3
"Est",23,"2025-01-10",3
"Nord",21,"2025-01-10",3
"Ouest",21,"2025-01-10",3
"Centre-ville",21,"2025-01-10",2
"Est",23,"2025-01-10",2
"Nord",21,"2025-01-10",2
"Ouest",21,"2025-01-10",2
"Centre-ville",21,"2025-01-10",1
"Est",22,"2025-01-10",1
"Nord",20,"2025-01-10",1
"Ouest",21,"2025-01-10",1
"Centre-ville",20,"2025-01-10",0
"Est",23,"2025-01-10",0
"Nord",20,"2025-01-10",0
"Ouest",20,"2025-01-10",0
"Centre-ville",20,"2025-01-09",23
"Est",22,"2025-01-09",23
"Nord",20,"2025-01-09",23
"Ouest",21,"2025-01-09",23
"Centre-ville",20,"2025-01-09",22
"Est",22,"2025-01-09",22
"Nord",20,"2025-01-09",22
"Ouest",23,"2025-01-09",22
"Centre-ville",20,"2025-01-09",21
"Est",21,"2025-01-09",21
"Nord",20,"2025-01-09",21
"Ouest",23,"2025-01-09",21
"Centre-ville",20,"2025-01-09",20
"Est",21,"2025-01-09",20
"Nord",20,"2025-01-09",20
"Ouest",23,"2025-01-09",20
"Centre-ville",20,"2025-01-09",19
"Est",21,"2025-01-09",19
"Nord",20,"2025-01-09",19
"Ouest",24,"2025-01-09",19
"Centre-ville",20,"2025-01-09",18
"Est",21,"2025-01-09",18
"Nord",20,"2025-01-09",18
"Ouest",24,"2025-01-09",18
"Centre-ville",20,"2025-01-09",17
"Est",21,"2025-01-09",17
"Nord",20,"2025-01-09",17
"Ouest",23,"2025-01-09",17
"Centre-ville",20,"2025-01-09",16
"Est",22,"2025-01-09",16
"Nord",20,"2025-01-09",16
"Ouest",23,"2025-01-09",16
"Centre-ville",20,"2025-01-09",15
"Est",21,"2025-01-09",15
"Nord",20,"2025-01-09",15
"Ouest",23,"2025-01-09",15
"Centre-ville",21,"2025-01-09",14
"Est",21,"2025-01-09",14
"Nord",20,"2025-01-09",14
"Ouest",23,"2025-01-09",14
"Centre-ville",21,"2025-01-09",13
"Est",21,"2025-01-09",13
"Nord",20,"2025-01-09",13
"Ouest",23,"2025-01-09",13
"Centre-ville",20,"2025-01-09",12
"Est",21,"2025-01-09",12
"Nord",20,"2025-01-09",12
"Ouest",23,"2025-01-09",12
"Centre-ville",20,"2025-01-09",11
"Est",21,"2025-01-09",11
"Nord",19,"2025-01-09",11
"Ouest",22,"2025-01-09",11
"Centre-ville",19,"2025-01-09",10
"Est",21,"2025-01-09",10
"Nord",19,"2025-01-09",10
"Ouest",22,"2025-01-09",10
"Centre-ville",19,"2025-01-09",9
"Est",20,"2025-01-09",9
"Nord",19,"2025-01-09",9
"Ouest",20,"2025-01-09",9
"Centre-ville",19,"2025-01-09",8
"Est",20,"2025-01-09",8
"Nord",18,"2025-01-09",8
"Ouest",21,"2025-01-09",8
"Centre-ville",19,"2025-01-09",7
"Est",21,"2025-01-09",7
"Nord",19,"2025-01-09",7
"Ouest",22,"2025-01-09",7
"Centre-ville",20,"2025-01-09",6
"Est",22,"2025-01-09",6
"Nord",19,"2025-01-09",6
"Ouest",22,"2025-01-09",6
"Centre-ville",20,"2025-01-09",5
"Est",22,"2025-01-09",5
"Nord",20,"2025-01-09",5
"Ouest",22,"2025-01-09",5
"Centre-ville",20,"2025-01-09",4
"Est",23,"2025-01-09",4
"Nord",20,"2025-01-09",4
"Ouest",22,"2025-01-09",4
"Centre-ville",20,"2025-01-09",3
"Est",23,"2025-01-09",3
"Nord",20,"2025-01-09",3
"Ouest",22,"2025-01-09",3
"Centre-ville",20,"2025-01-09",2
"Est",23,"2025-01-09",2
"Nord",20,"2025-01-09",2
"Ouest",22,"2025-01-09",2
"Centre-ville",20,"2025-01-09",1
"Est",22,"2025-01-09",1
"Nord",20,"2025-01-09",1
"Ouest",22,"2025-01-09",1
"Centre-ville",20,"2025-01-09",0
"Est",22,"2025-01-09",0
"Nord",20,"2025-01-09",0
"Ouest",22,"2025-01-09",0
"Centre-ville",20,"2025-01-08",23
"Est",22,"2025-01-08",23
"Nord",20,"2025-01-08",23
"Ouest",22,"2025-01-08",23
"Centre-ville",20,"2025-01-08",22
"Est",22,"2025-01-08",22
"Nord",20,"2025-01-08",22
"Ouest",22,"2025-01-08",22
"Centre-ville",19,"2025-01-08",21
"Est",20,"2025-01-08",21
"Nord",19,"2025-01-08",21
"Ouest",22,"2025-01-08",21
"Centre-ville",19,"2025-01-08",20
"Est",21,"2025-01-08",20
"Nord",19,"2025-01-08",20
"Ouest",22,"2025-01-08",20
"Centre-ville",19,"2025-01-08",19
"Est",20,"2025-01-08",19
"Nord",19,"2025-01-08",19
"Ouest",22,"2025-01-08",19
"Centre-ville",19,"2025-01-08",18
"Est",20,"2025-01-08",18
"Nord",19,"2025-01-08",18
"Ouest",21,"2025-01-08",18
"Centre-ville",18,"2025-01-08",17
"Est",20,"2025-01-08",17
"Nord",18,"2025-01-08",17
"Ouest",21,"2025-01-08",17
"Centre-ville",18,"2025-01-08",16
"Est",20,"2025-01-08",16
"Nord",19,"2025-01-08",16
"Ouest",21,"2025-01-08",16
"Centre-ville",19,"2025-01-08",15
"Est",20,"2025-01-08",15
"Nord",19,"2025-01-08",15
"Ouest",19,"2025-01-08",15
"Centre-ville",19,"2025-01-08",14
"Est",20,"2025-01-08",14
"Nord",18,"2025-01-08",14
"Ouest",19,"2025-01-08",14
"Centre-ville",18,"2025-01-08",13
"Est",20,"2025-01-08",13
"Nord",18,"2025-01-08",13
"Ouest",19,"2025-01-08",13
"Centre-ville",18,"2025-01-08",12
"Est",19,"2025-01-08",12
"Nord",18,"2025-01-08",12
"Ouest",20,"2025-01-08",12
"Centre-ville",18,"2025-01-08",11
"Est",20,"2025-01-08",11
"Nord",18,"2025-01-08",11
"Ouest",20,"2025-01-08",11
"Centre-ville",18,"2025-01-08",10
"Est",19,"2025-01-08",10
"Nord",17,"2025-01-08",10
"Ouest",20,"2025-01-08",10
"Centre-ville",17,"2025-01-08",9
"Est",19,"2025-01-08",9
"Nord",17,"2025-01-08",9
"Ouest",20,"2025-01-08",9
"Centre-ville",17,"2025-01-08",8
"Est",19,"2025-01-08",8
"Nord",17,"2025-01-08",8
"Ouest",20,"2025-01-08",8
"Centre-ville",18,"2025-01-08",7
"Est",19,"2025-01-08",7
"Nord",18,"2025-01-08",7
"Ouest",20,"2025-01-08",7
"Centre-ville",18,"2025-01-08",6
"Est",19,"2025-01-08",6
"Nord",18,"2025-01-08",6
"Ouest",20,"2025-01-08",6
"Centre-ville",18,"2025-01-08",5
"Est",19,"2025-01-08",5
"Nord",19,"2025-01-08",5
"Ouest",20,"2025-01-08",5
"Centre-ville",19,"2025-01-08",4
"Est",19,"2025-01-08",4
"Nord",19,"2025-01-08",4
"Ouest",21,"2025-01-08",4
"Centre-ville",18,"2025-01-08",3
"Est",20,"2025-01-08",3
"Nord",19,"2025-01-08",3
"Ouest",21,"2025-01-08",3
"Centre-ville",18,"2025-01-08",2
"Est",20,"2025-01-08",2
"Nord",19,"2025-01-08",2
"Ouest",21,"2025-01-08",2
"Est",16,"2025-01-14",5
"Nord",16,"2025-01-14",5
"Ouest",18,"2025-01-14",5
"Centre-ville",16,"2025-01-14",4
"Est",16,"2025-01-14",4
"Nord",16,"2025-01-14",4
"Ouest",17,"2025-01-14",4
"Centre-ville",15,"2025-01-14",3
"Est",15,"2025-01-14",3
"Nord",16,"2025-01-14",3
"Ouest",18,"2025-01-14",3
"Centre-ville",15,"2025-01-14",2
"Est",15,"2025-01-14",2
"Nord",15,"2025-01-14",2
"Ouest",18,"2025-01-14",2
"Centre-ville",14,"2025-01-14",1
"Est",25,"2025-01-14",1
"Nord",26,"2025-01-14",1
"Ouest",16,"2025-01-14",1
"Centre-ville",24,"2025-01-14",0
"Est",37,"2025-01-14",0
"Nord",38,"2025-01-14",0
"Ouest",20,"2025-01-14",0
"Centre-ville",34,"2025-01-13",23
"Est",48,"2025-01-13",23
"Nord",47,"2025-01-13",23
"Ouest",28,"2025-01-13",23
"Centre-ville",39,"2025-01-13",22
"Est",47,"2025-01-13",22
"Nord",53,"2025-01-13",22
"Ouest",37,"2025-01-13",22
"Centre-ville",38,"2025-01-13",21
"Est",43,"2025-01-13",21
"Nord",51,"2025-01-13",21
"Ouest",37,"2025-01-13",21
"Centre-ville",35,"2025-01-13",20
"Est",38,"2025-01-13",20
"Nord",48,"2025-01-13",20
"Ouest",39,"2025-01-13",20
"Centre-ville",35,"2025-01-13",19
"Est",34,"2025-01-13",19
"Nord",38,"2025-01-13",19
"Ouest",38,"2025-01-13",19
"Centre-ville",34,"2025-01-13",18
"Est",33,"2025-01-13",18
"Nord",34,"2025-01-13",18
"Ouest",39,"2025-01-13",18
"Centre-ville",30,"2025-01-13",17
"Est",31,"2025-01-13",17
"Nord",34,"2025-01-13",17
"Ouest",38,"2025-01-13",17
"Centre-ville",28,"2025-01-13",16
"Est",30,"2025-01-13",16
"Nord",34,"2025-01-13",16
"Ouest",37,"2025-01-13",16
"Centre-ville",27,"2025-01-13",15
"Est",28,"2025-01-13",15
"Nord",35,"2025-01-13",15
"Ouest",35,"2025-01-13",15
"Centre-ville",27,"2025-01-13",14
"Est",27,"2025-01-13",14
"Nord",35,"2025-01-13",14
"Ouest",32,"2025-01-13",14
"Centre-ville",16,"2025-01-22",2
"Est",47,"2025-01-22",2
"Nord",16,"2025-01-22",2
"Ouest",16,"2025-01-22",2
"Centre-ville",17,"2025-01-22",1
"Est",39,"2025-01-22",1
"Nord",26,"2025-01-22",1
"Ouest",18,"2025-01-22",1
"Centre-ville",18,"2025-01-08",1
"Est",20,"2025-01-08",1
"Nord",19,"2025-01-08",1
"Ouest",21,"2025-01-08",1
"Centre-ville",19,"2025-01-08",0
"Est",19,"2025-01-08",0
"Nord",19,"2025-01-08",0
"Ouest",21,"2025-01-08",0
"Centre-ville",19,"2025-01-07",23
"Est",19,"2025-01-07",23
"Nord",19,"2025-01-07",23
"Ouest",20,"2025-01-07",23
"Centre-ville",18,"2025-01-07",22
"Est",19,"2025-01-07",22
"Nord",18,"2025-01-07",22
"Ouest",21,"2025-01-07",22
"Centre-ville",18,"2025-01-07",21
"Est",19,"2025-01-07",21
"Nord",19,"2025-01-07",21
"Ouest",21,"2025-01-07",21
"Centre-ville",18,"2025-01-07",20
"Est",19,"2025-01-07",20
"Nord",18,"2025-01-07",20
"Ouest",21,"2025-01-07",20
"Centre-ville",18,"2025-01-07",19
"Est",19,"2025-01-07",19
"Nord",19,"2025-01-07",19
"Ouest",20,"2025-01-07",19
"Centre-ville",18,"2025-01-07",18
"Est",19,"2025-01-07",18
"Nord",18,"2025-01-07",18
"Ouest",21,"2025-01-07",18
"Centre-ville",18,"2025-01-07",17
"Est",19,"2025-01-07",17
"Nord",18,"2025-01-07",17
"Ouest",21,"2025-01-07",17
"Centre-ville",17,"2025-01-07",16
"Est",19,"2025-01-07",16
"Nord",18,"2025-01-07",16
"Ouest",21,"2025-01-07",16
"Centre-ville",18,"2025-01-07",15
"Est",19,"2025-01-07",15
"Nord",18,"2025-01-07",15
"Ouest",21,"2025-01-07",15
"Centre-ville",18,"2025-01-07",14
"Est",19,"2025-01-07",14
"Nord",18,"2025-01-07",14
"Ouest",20,"2025-01-07",14
"Centre-ville",17,"2025-01-07",13
"Est",18,"2025-01-07",13
"Nord",17,"2025-01-07",13
"Ouest",20,"2025-01-07",13
"Centre-ville",17,"2025-01-07",12
"Est",18,"2025-01-07",12
"Nord",17,"2025-01-07",12
"Ouest",20,"2025-01-07",12
"Centre-ville",16,"2025-01-07",11
"Est",18,"2025-01-07",11
"Nord",17,"2025-01-07",11
"Ouest",20,"2025-01-07",11
"Centre-ville",17,"2025-01-07",10
"Est",18,"2025-01-07",10
"Nord",17,"2025-01-07",10
"Ouest",20,"2025-01-07",10
"Centre-ville",16,"2025-01-07",9
"Est",18,"2025-01-07",9
"Nord",16,"2025-01-07",9
"Ouest",20,"2025-01-07",9
"Centre-ville",16,"2025-01-07",8
"Est",16,"2025-01-07",8
"Nord",16,"2025-01-07",8
"Ouest",20,"2025-01-07",8
"Centre-ville",17,"2025-01-07",7
"Est",18,"2025-01-07",7
"Nord",17,"2025-01-07",7
"Ouest",20,"2025-01-07",7
"Centre-ville",18,"2025-01-07",6
"Est",19,"2025-01-07",6
"Nord",18,"2025-01-07",6
"Ouest",20,"2025-01-07",6
"Centre-ville",19,"2025-01-07",5
"Est",19,"2025-01-07",5
"Nord",19,"2025-01-07",5
"Ouest",20,"2025-01-07",5
"Centre-ville",19,"2025-01-07",4
"Est",21,"2025-01-07",4
"Nord",19,"2025-01-07",4
"Ouest",20,"2025-01-07",4
"Centre-ville",18,"2025-01-07",3
"Est",21,"2025-01-07",3
"Nord",19,"2025-01-07",3
"Ouest",20,"2025-01-07",3
"Centre-ville",18,"2025-01-07",2
"Est",21,"2025-01-07",2
"Nord",19,"2025-01-07",2
"Ouest",20,"2025-01-07",2
"Centre-ville",19,"2025-01-07",1
"Est",21,"2025-01-07",1
"Nord",19,"2025-01-07",1
"Ouest",20,"2025-01-07",1
"Centre-ville",19,"2025-01-07",0
"Est",21,"2025-01-07",0
"Nord",19,"2025-01-07",0
"Ouest",20,"2025-01-07",0
"Centre-ville",19,"2025-01-06",23
"Est",20,"2025-01-06",23
"Nord",18,"2025-01-06",23
"Ouest",19,"2025-01-06",23
"Centre-ville",18,"2025-01-06",22
"Est",18,"2025-01-06",22
"Nord",17,"2025-01-06",22
"Ouest",19,"2025-01-06",22
"Centre-ville",17,"2025-01-06",21
"Est",18,"2025-01-06",21
"Nord",17,"2025-01-06",21
"Ouest",21,"2025-01-06",21
"Centre-ville",16,"2025-01-06",20
"Est",17,"2025-01-06",20
"Nord",16,"2025-01-06",20
"Ouest",21,"2025-01-06",20
"Centre-ville",17,"2025-01-06",19
"Est",18,"2025-01-06",19
"Nord",17,"2025-01-06",19
"Ouest",21,"2025-01-06",19
"Centre-ville",16,"2025-01-06",18
"Est",18,"2025-01-06",18
"Nord",16,"2025-01-06",18
"Ouest",21,"2025-01-06",18
"Centre-ville",17,"2025-01-06",17
"Est",18,"2025-01-06",17
"Nord",16,"2025-01-06",17
"Ouest",21,"2025-01-06",17
"Centre-ville",17,"2025-01-06",16
"Est",18,"2025-01-06",16
"Nord",18,"2025-01-06",16
"Ouest",20,"2025-01-06",16
"Centre-ville",19,"2025-01-06",15
"Est",18,"2025-01-06",15
"Nord",20,"2025-01-06",15
"Ouest",19,"2025-01-06",15
"Centre-ville",25,"2025-01-06",14
"Est",19,"2025-01-06",14
"Nord",23,"2025-01-06",14
"Ouest",19,"2025-01-06",14
"Centre-ville",22,"2025-01-06",13
"Est",19,"2025-01-06",13
"Nord",22,"2025-01-06",13
"Ouest",19,"2025-01-06",13
"Centre-ville",20,"2025-01-06",12
"Est",18,"2025-01-06",12
"Nord",18,"2025-01-06",12
"Ouest",19,"2025-01-06",12
"Centre-ville",15,"2025-01-06",11
"Est",17,"2025-01-06",11
"Nord",14,"2025-01-06",11
"Ouest",19,"2025-01-06",11
"Centre-ville",14,"2025-01-06",10
"Est",15,"2025-01-06",10
"Nord",12,"2025-01-06",10
"Ouest",19,"2025-01-06",10
"Centre-ville",12,"2025-01-06",9
"Est",15,"2025-01-06",9
"Nord",11,"2025-01-06",9
"Ouest",20,"2025-01-06",9
"Centre-ville",14,"2025-01-06",8
"Est",16,"2025-01-06",8
"Nord",11,"2025-01-06",8
"Ouest",20,"2025-01-06",8
"Centre-ville",16,"2025-01-06",7
"Est",17,"2025-01-06",7
"Nord",14,"2025-01-06",7
"Ouest",20,"2025-01-06",7
"Centre-ville",17,"2025-01-06",6
"Est",18,"2025-01-06",6
"Nord",17,"2025-01-06",6
"Ouest",20,"2025-01-06",6
"Centre-ville",17,"2025-01-06",5
"Est",19,"2025-01-06",5
"Nord",18,"2025-01-06",5
"Ouest",20,"2025-01-06",5
"Centre-ville",16,"2025-01-06",4
"Est",20,"2025-01-06",4
"Nord",17,"2025-01-06",4
"Ouest",21,"2025-01-06",4
"Centre-ville",18,"2025-01-06",3
"Est",19,"2025-01-06",3
"Nord",19,"2025-01-06",3
"Ouest",21,"2025-01-06",3
"Centre-ville",18,"2025-01-06",2
"Est",20,"2025-01-06",2
"Nord",18,"2025-01-06",2
"Ouest",21,"2025-01-06",2
"Centre-ville",19,"2025-01-06",1
"Est",20,"2025-01-06",1
"Nord",19,"2025-01-06",1
"Ouest",21,"2025-01-06",1
"Centre-ville",19,"2025-01-06",0
"Est",22,"2025-01-06",0
"Nord",20,"2025-01-06",0
"Ouest",21,"2025-01-06",0
"Centre-ville",20,"2025-01-05",23
"Est",21,"2025-01-05",23
"Nord",20,"2025-01-05",23
"Ouest",21,"2025-01-05",23
"Centre-ville",19,"2025-01-05",22
"Est",21,"2025-01-05",22
"Nord",19,"2025-01-05",22
"Ouest",21,"2025-01-05",22
"Centre-ville",19,"2025-01-05",21
"Est",20,"2025-01-05",21
"Nord",19,"2025-01-05",21
"Ouest",21,"2025-01-05",21
"Centre-ville",20,"2025-01-05",20
"Est",20,"2025-01-05",20
"Nord",17,"2025-01-05",20
"Ouest",21,"2025-01-05",20
"Centre-ville",23,"2025-01-05",19
"Est",20,"2025-01-05",19
"Nord",18,"2025-01-05",19
"Ouest",21,"2025-01-05",19
"Centre-ville",26,"2025-01-05",18
"Est",20,"2025-01-05",18
"Centre-ville",19,"2025-01-21",23
"Est",44,"2025-01-21",23
"Nord",41,"2025-01-21",23
"Ouest",28,"2025-01-21",23
"Centre-ville",23,"2025-01-21",22
"Est",48,"2025-01-21",22
"Nord",46,"2025-01-21",22
"Ouest",26,"2025-01-21",22
"Centre-ville",27,"2025-01-21",21
"Est",44,"2025-01-21",21
"Nord",51,"2025-01-21",21
"Ouest",18,"2025-01-21",21
"Centre-ville",26,"2025-01-21",20
"Est",42,"2025-01-21",20
"Nord",44,"2025-01-21",20
"Ouest",15,"2025-01-21",20
"Centre-ville",22,"2025-01-21",19
"Est",37,"2025-01-21",19
"Nord",37,"2025-01-21",19
"Ouest",18,"2025-01-21",19
"Centre-ville",17,"2025-01-21",18
"Est",31,"2025-01-21",18
"Nord",31,"2025-01-21",18
"Ouest",22,"2025-01-21",18
"Centre-ville",18,"2025-01-21",17
"Est",25,"2025-01-21",17
"Nord",30,"2025-01-21",17
"Ouest",22,"2025-01-21",17
"Centre-ville",20,"2025-01-21",16
"Est",24,"2025-01-21",16
"Nord",29,"2025-01-21",16
"Ouest",23,"2025-01-21",16
"Centre-ville",22,"2025-01-21",15
"Est",27,"2025-01-21",15
"Nord",33,"2025-01-21",15
"Ouest",23,"2025-01-21",15
"Centre-ville",22,"2025-01-21",14
"Est",33,"2025-01-21",14
"Nord",39,"2025-01-21",14
"Ouest",22,"2025-01-21",14
"Centre-ville",21,"2025-01-21",13
"Est",38,"2025-01-21",13
"Nord",47,"2025-01-21",13
"Ouest",22,"2025-01-21",13
"Centre-ville",20,"2025-01-21",12
"Est",33,"2025-01-21",12
"Nord",42,"2025-01-21",12
"Ouest",22,"2025-01-21",12
"Centre-ville",19,"2025-01-21",11
"Est",24,"2025-01-21",11
"Nord",29,"2025-01-21",11
"Ouest",21,"2025-01-21",11
"Centre-ville",21,"2025-01-21",10
"Est",18,"2025-01-21",10
"Nord",20,"2025-01-21",10
"Ouest",21,"2025-01-21",10
"Centre-ville",16,"2025-01-21",9
"Est",18,"2025-01-21",9
"Nord",18,"2025-01-21",9
"Ouest",20,"2025-01-21",9
"Centre-ville",16,"2025-01-21",8
"Est",22,"2025-01-21",8
"Nord",12,"2025-01-21",8
"Ouest",17,"2025-01-21",8
"Centre-ville",17,"2025-01-21",7
"Est",22,"2025-01-21",7
"Nord",14,"2025-01-21",7
"Ouest",19,"2025-01-21",7
"Centre-ville",20,"2025-01-21",6
"Est",19,"2025-01-21",6
"Nord",19,"2025-01-21",6
"Ouest",20,"2025-01-21",6
"Centre-ville",19,"2025-01-21",5
"Est",15,"2025-01-21",5
"Nord",18,"2025-01-21",5
"Ouest",19,"2025-01-21",5
"Centre-ville",18,"2025-01-21",4
"Est",14,"2025-01-21",4
"Nord",16,"2025-01-21",4
"Ouest",17,"2025-01-21",4
"Centre-ville",20,"2025-01-21",3
"Est",16,"2025-01-21",3
"Nord",16,"2025-01-21",3
"Ouest",19,"2025-01-21",3
"Centre-ville",18,"2025-01-21",2
"Est",18,"2025-01-21",2
"Nord",17,"2025-01-21",2
"Ouest",18,"2025-01-21",2
"Centre-ville",18,"2025-01-21",1
"Est",21,"2025-01-21",1
"Nord",17,"2025-01-21",1
"Ouest",18,"2025-01-21",1
"Centre-ville",17,"2025-01-21",0
"Est",20,"2025-01-21",0
"Nord",22,"2025-01-21",0
"Ouest",17,"2025-01-21",0
"Centre-ville",17,"2025-01-20",23
"Est",21,"2025-01-20",23
"Nord",23,"2025-01-20",23
"Ouest",13,"2025-01-20",23
"Centre-ville",17,"2025-01-20",22
"Est",21,"2025-01-20",22
"Nord",26,"2025-01-20",22
"Ouest",12,"2025-01-20",22
"Centre-ville",17,"2025-01-20",21
"Est",21,"2025-01-20",21
"Nord",25,"2025-01-20",21
"Ouest",16,"2025-01-20",21
"Centre-ville",16,"2025-01-20",20
"Est",20,"2025-01-20",20
"Nord",26,"2025-01-20",20
"Ouest",17,"2025-01-20",20
"Centre-ville",18,"2025-01-20",19
"Est",21,"2025-01-20",19
"Nord",22,"2025-01-20",19
"Ouest",18,"2025-01-20",19
"Centre-ville",19,"2025-01-20",18
"Est",22,"2025-01-20",18
"Nord",20,"2025-01-20",18
"Ouest",19,"2025-01-20",18
"Centre-ville",20,"2025-01-20",17
"Est",22,"2025-01-20",17
"Nord",21,"2025-01-20",17
"Ouest",22,"2025-01-20",17
"Centre-ville",21,"2025-01-20",16
"Est",24,"2025-01-20",16
"Nord",21,"2025-01-20",16
"Ouest",23,"2025-01-20",16
"Centre-ville",21,"2025-01-20",15
"Est",23,"2025-01-20",15
"Nord",21,"2025-01-20",15
"Ouest",22,"2025-01-20",15
"Centre-ville",21,"2025-01-20",14
"Est",22,"2025-01-20",14
"Nord",19,"2025-01-20",14
"Ouest",23,"2025-01-20",14
"Nord",18,"2025-01-05",18
"Ouest",21,"2025-01-05",18
"Centre-ville",25,"2025-01-05",17
"Est",21,"2025-01-05",17
"Nord",19,"2025-01-05",17
"Ouest",22,"2025-01-05",17
"Centre-ville",22,"2025-01-05",16
"Est",22,"2025-01-05",16
"Nord",20,"2025-01-05",16
"Ouest",22,"2025-01-05",16
"Centre-ville",21,"2025-01-05",15
"Est",23,"2025-01-05",15
"Nord",20,"2025-01-05",15
"Ouest",22,"2025-01-05",15
"Centre-ville",21,"2025-01-05",14
"Est",23,"2025-01-05",14
"Nord",20,"2025-01-05",14
"Ouest",22,"2025-01-05",14
"Centre-ville",20,"2025-01-05",13
"Est",22,"2025-01-05",13
"Nord",20,"2025-01-05",13
"Ouest",22,"2025-01-05",13
"Centre-ville",20,"2025-01-05",12
"Est",22,"2025-01-05",12
"Nord",20,"2025-01-05",12
"Ouest",22,"2025-01-05",12
"Centre-ville",20,"2025-01-05",11
"Est",23,"2025-01-05",11
"Nord",20,"2025-01-05",11
"Ouest",22,"2025-01-05",11
"Centre-ville",21,"2025-01-05",10
"Est",22,"2025-01-05",10
"Nord",21,"2025-01-05",10
"Ouest",22,"2025-01-05",10
"Centre-ville",21,"2025-01-05",9
"Est",23,"2025-01-05",9
"Nord",20,"2025-01-05",9
"Ouest",22,"2025-01-05",9
"Centre-ville",21,"2025-01-05",8
"Est",22,"2025-01-05",8
"Nord",19,"2025-01-05",8
"Ouest",22,"2025-01-05",8
"Centre-ville",21,"2025-01-05",7
"Est",23,"2025-01-05",7
"Nord",21,"2025-01-05",7
"Ouest",22,"2025-01-05",7
"Centre-ville",21,"2025-01-05",6
"Est",23,"2025-01-05",6
"Nord",21,"2025-01-05",6
"Ouest",22,"2025-01-05",6
"Centre-ville",20,"2025-01-05",5
"Est",24,"2025-01-05",5
"Nord",21,"2025-01-05",5
"Ouest",22,"2025-01-05",5
"Centre-ville",21,"2025-01-05",4
"Est",22,"2025-01-05",4
"Nord",21,"2025-01-05",4
"Ouest",22,"2025-01-05",4
"Centre-ville",20,"2025-01-05",3
"Est",22,"2025-01-05",3
"Nord",21,"2025-01-05",3
"Ouest",22,"2025-01-05",3
"Centre-ville",19,"2025-01-05",2
"Est",22,"2025-01-05",2
"Nord",19,"2025-01-05",2
"Ouest",22,"2025-01-05",2
"Centre-ville",19,"2025-01-05",1
"Est",22,"2025-01-05",1
"Nord",20,"2025-01-05",1
"Ouest",21,"2025-01-05",1
"Centre-ville",19,"2025-01-05",0
"Est",21,"2025-01-05",0
"Nord",20,"2025-01-05",0
"Ouest",21,"2025-01-05",0
"Centre-ville",19,"2025-01-04",23
"Est",21,"2025-01-04",23
"Nord",19,"2025-01-04",23
"Ouest",20,"2025-01-04",23
"Centre-ville",18,"2025-01-04",22
"Est",21,"2025-01-04",22
"Nord",18,"2025-01-04",22
"Ouest",20,"2025-01-04",22
"Centre-ville",17,"2025-01-04",21
"Est",21,"2025-01-04",21
"Nord",19,"2025-01-04",21
"Ouest",21,"2025-01-04",21
"Centre-ville",18,"2025-01-04",20
"Est",21,"2025-01-04",20
"Nord",19,"2025-01-04",20
"Ouest",21,"2025-01-04",20
"Centre-ville",18,"2025-01-04",19
"Est",21,"2025-01-04",19
"Nord",19,"2025-01-04",19
"Ouest",21,"2025-01-04",19
"Centre-ville",19,"2025-01-04",18
"Est",22,"2025-01-04",18
"Nord",19,"2025-01-04",18
"Ouest",21,"2025-01-04",18
"Centre-ville",20,"2025-01-04",17
"Est",22,"2025-01-04",17
"Nord",19,"2025-01-04",17
"Ouest",21,"2025-01-04",17
"Centre-ville",20,"2025-01-04",16
"Est",22,"2025-01-04",16
"Nord",19,"2025-01-04",16
"Ouest",22,"2025-01-04",16
"Centre-ville",20,"2025-01-04",15
"Est",22,"2025-01-04",15
"Nord",20,"2025-01-04",15
"Ouest",22,"2025-01-04",15
"Centre-ville",21,"2025-01-04",14
"Est",22,"2025-01-04",14
"Nord",20,"2025-01-04",14
"Ouest",22,"2025-01-04",14
"Centre-ville",20,"2025-01-04",13
"Est",23,"2025-01-04",13
"Nord",20,"2025-01-04",13
"Ouest",22,"2025-01-04",13
"Centre-ville",20,"2025-01-04",12
"Est",21,"2025-01-04",12
"Nord",20,"2025-01-04",12
"Ouest",21,"2025-01-04",12
