organisme,type_cr,specialite_regroupement,niveau_classe,categorie,internes,vacants,externes 
Centre de services scolaire des Samares,CRTI,2. SystÃ¨mes et solutions dâaffaires,,Technicien,0,2,0
Centre de services scolaire des Samares,CRTI,3. Technologies et infrastructures technologiques,,Professionnel,1,0,0
Centre de services scolaire des Samares,CRTI,3. Technologies et infrastructures technologiques,,Technicien,18,5,0
Centre de services scolaire des Samares,CRTI,4. Architecture et exploitation de donnÃ©es,,Professionnel,2,0,0
Centre de services scolaire des Samares,CRTI,6. SÃ©curitÃ© de lâinformation,,Technicien,3,0,0
Centre de services scolaire des Samares,CRTI,7. Soutien aux utilisateurs,,OpÃ©rateur,1,0,0
Centre de services scolaire des Samares,CRTI,7. Soutien aux utilisateurs,,Personnel de bureau,0,1,0
Centre de services scolaire des Samares,CRTI,8. Soutien aux ressources informationnelles,,Personnel de bureau,2,0,0
Centre de services scolaire des Samares,CRTI,9. Personnel d'encadrement en TI,,Personnel d'encadrement,3,2,0
Centre de services scolaire des Sommets,CRTI,3. Technologies et infrastructures technologiques,,Technicien,3,0,0
Centre de services scolaire des Sommets,CRTI,4. Architecture et exploitation de donnÃ©es,,Professionnel,1,0,0
Centre de services scolaire des Sommets,CRTI,5. Gestion de projet,,Technicien,0,0,1
Centre de services scolaire des Sommets,CRTI,7. Soutien aux utilisateurs,,Technicien,12,0,0
Centre de services scolaire des Sommets,CRTI,8. Soutien aux ressources informationnelles,,Personnel de bureau,1,0,0
Centre de services scolaire des Sommets,CRTI,9. Personnel d'encadrement en TI,,Personnel d'encadrement,4,0,0
Centre de services scolaire des Trois-Lacs,CRTI,2. SystÃ¨mes et solutions dâaffaires,,Technicien,4,0,0
Centre de services scolaire des Trois-Lacs,CRTI,3. Technologies et infrastructures technologiques,,OpÃ©rateur,1,0,0
Centre de services scolaire des Trois-Lacs,CRTI,3. Technologies et infrastructures technologiques,,Professionnel,1,0,0
Centre de services scolaire des Trois-Lacs,CRTI,3. Technologies et infrastructures technologiques,,Technicien,2,0,0
Centre de services scolaire des Trois-Lacs,CRTI,7. Soutien aux utilisateurs,,OpÃ©rateur,7,1,0
Centre de services scolaire des Trois-Lacs,CRTI,7. Soutien aux utilisateurs,,Technicien,5,3,0
Centre de services scolaire des Trois-Lacs,CRTI,8. Soutien aux ressources informationnelles,,Personnel de bureau,1,0,0
Centre de services scolaire des Trois-Lacs,CRTI,9. Personnel d'encadrement en TI,,Personnel d'encadrement,6,1,0
Centre de services scolaire du Chemin-du-Roy,CRTI,2. SystÃ¨mes et solutions dâaffaires,,Professionnel,2,0,0
Centre de services scolaire du Chemin-du-Roy,CRTI,2. SystÃ¨mes et solutions dâaffaires,,Technicien,2,1,0
Centre de services scolaire du Chemin-du-Roy,CRTI,3. Technologies et infrastructures technologiques,,OpÃ©rateur,1,0,0
Centre de services scolaire du Chemin-du-Roy,CRTI,3. Technologies et infrastructures technologiques,,Professionnel,2,0,0
Centre de services scolaire du Chemin-du-Roy,CRTI,3. Technologies et infrastructures technologiques,,Technicien,2,1,0
Centre de services scolaire du Chemin-du-Roy,CRTI,6. SÃ©curitÃ© de lâinformation,,Professionnel,1,0,0
Centre de services scolaire du Chemin-du-Roy,CRTI,7. Soutien aux utilisateurs,,OpÃ©rateur,4,5,0
Centre de services scolaire du Chemin-du-Roy,CRTI,7. Soutien aux utilisateurs,,Technicien,12,0,0
Centre de services scolaire du Chemin-du-Roy,CRTI,8. Soutien aux ressources informationnelles,,Personnel de bureau,1,0,0
Centre de services scolaire du Chemin-du-Roy,CRTI,9. Personnel d'encadrement en TI,,Personnel d'encadrement,3,0,0
Centre de services scolaire du Chemin-du-Roy,Hors CRTI,3. Technologies et infrastructures technologiques,,OpÃ©rateur,1,0,0
Centre de services scolaire du Chemin-du-Roy,Hors CRTI,7. Soutien aux utilisateurs,,Technicien,1,0,0
Centre de services scolaire du Fer,CRTI,2. SystÃ¨mes et solutions dâaffaires,,Personnel de bureau,1,0,0
Centre de services scolaire du Fer,CRTI,3. Technologies et infrastructures technologiques,,Technicien,1,0,0
Centre de services scolaire du Fer,CRTI,7. Soutien aux utilisateurs,,OpÃ©rateur,1,0,0
Centre de services scolaire du Fer,CRTI,7. Soutien aux utilisateurs,,Technicien,4,0,0
Centre de services scolaire du Fer,CRTI,8. Soutien aux ressources informationnelles,,Personnel de bureau,1,0,0
Centre de services scolaire du Fer,CRTI,9. Personnel d'encadrement en TI,,Personnel d'encadrement,1,0,0
Centre de services scolaire du Fleuve-et-des-Lacs,CRTI,2. SystÃ¨mes et solutions dâaffaires,,Professionnel,1,0,0
Centre de services scolaire du Fleuve-et-des-Lacs,CRTI,3. Technologies et infrastructures technologiques,,Professionnel,1,0,0
Centre de services scolaire du Fleuve-et-des-Lacs,CRTI,3. Technologies et infrastructures technologiques,,Technicien,1,0,0
Centre de services scolaire du Fleuve-et-des-Lacs,CRTI,7. Soutien aux utilisateurs,,OpÃ©rateur,5,1,0
Centre de services scolaire du Fleuve-et-des-Lacs,CRTI,7. Soutien aux utilisateurs,,Technicien,2,0,0
Centre de services scolaire du Fleuve-et-des-Lacs,CRTI,8. Soutien aux ressources informationnelles,,Personnel de bureau,1,0,0
Centre de services scolaire du Fleuve-et-des-Lacs,CRTI,9. Personnel d'encadrement en TI,,Personnel d'encadrement,3,0,0
Centre de services scolaire du Lac-Abitibi,CRTI,3. Technologies et infrastructures technologiques,,Professionnel,1,0,0
Centre de services scolaire du Lac-Abitibi,CRTI,6. SÃ©curitÃ© de lâinformation,,Professionnel,1,0,0
Centre de services scolaire du Lac-Abitibi,CRTI,6. SÃ©curitÃ© de lâinformation,,Technicien,1,0,0
Centre de services scolaire du Lac-Abitibi,CRTI,7. Soutien aux utilisateurs,,OpÃ©rateur,1,0,0
Centre de services scolaire du Lac-Abitibi,CRTI,7. Soutien aux utilisateurs,,Technicien,6,0,0
Centre de services scolaire du Lac-Abitibi,CRTI,9. Personnel d'encadrement en TI,,Personnel d'encadrement,2,0,0
Centre de services scolaire du Lac-Saint-Jean,CRTI,2. SystÃ¨mes et solutions dâaffaires,,Technicien,2,0,0
Centre de services scolaire du Lac-Saint-Jean,CRTI,3. Technologies et infrastructures technologiques,,Technicien,1,0,0
Centre de services scolaire du Lac-Saint-Jean,CRTI,6. SÃ©curitÃ© de lâinformation,,Technicien,1,0,0
Centre de services scolaire du Lac-Saint-Jean,CRTI,7. Soutien aux utilisateurs,,OpÃ©rateur,5,0,0
Centre de services scolaire du Lac-Saint-Jean,CRTI,7. Soutien aux utilisateurs,,Technicien,8,0,0
Centre de services scolaire du Lac-Saint-Jean,CRTI,9. Personnel d'encadrement en TI,,Personnel d'encadrement,2,0,0
Centre de services scolaire du Lac-TÃ©miscamingue,CRTI,2. SystÃ¨mes et solutions dâaffaires,,Professionnel,1,0,0
Centre de services scolaire du Lac-TÃ©miscamingue,CRTI,2. SystÃ¨mes et solutions dâaffaires,,Technicien,1,0,0
Centre de services scolaire du Lac-TÃ©miscamingue,CRTI,3. Technologies et infrastructures technologiques,,Technicien,4,0,0
Centre de services scolaire du Lac-TÃ©miscamingue,CRTI,7. Soutien aux utilisateurs,,Technicien,2,0,0
Centre de services scolaire du Lac-TÃ©miscamingue,CRTI,9. Personnel d'encadrement en TI,,Personnel d'encadrement,1,0,0
Centre de services scolaire du Littoral,CRTI,3. Technologies et infrastructures technologiques,,Technicien,0,1,0
Centre de services scolaire du Littoral,CRTI,6. SÃ©curitÃ© de lâinformation,,Technicien,0,1,0
Centre de services scolaire du Littoral,CRTI,7. Soutien aux utilisateurs,,OpÃ©rateur,1,0,0
Centre de services scolaire du Littoral,CRTI,7. Soutien aux utilisateurs,,Technicien,1,0,0
Centre de services scolaire du Littoral,CRTI,9. Personnel d'encadrement en TI,,Personnel d'encadrement,0,1,0
Centre de services scolaire du Littoral,Hors CRTI,1. StratÃ©gie et gouvernance,,Personnel de bureau,0,0,1
Centre de services scolaire du Littoral,Hors CRTI,3. Technologies et infrastructures technologiques,,Technicien,0,0,3
Centre de services scolaire du Littoral,Hors CRTI,8. Soutien aux ressources informationnelles,,Personnel de bureau,1,0,0
Centre de services scolaire du Pays-des-Bleuets,CRTI,2. SystÃ¨mes et solutions dâaffaires,,Technicien,2,0,0
Centre de services scolaire du Pays-des-Bleuets,CRTI,3. Technologies et infrastructures technologiques,,Technicien,1,0,0
Centre de services scolaire du Pays-des-Bleuets,CRTI,4. Architecture et exploitation de donnÃ©es,,Professionnel,1,0,0
Centre de services scolaire du Pays-des-Bleuets,CRTI,7. Soutien aux utilisateurs,,Technicien,11,0,0
Centre de services scolaire du Pays-des-Bleuets,CRTI,8. Soutien aux ressources informationnelles,,Personnel de bureau,2,0,0
Centre de services scolaire du Pays-des-Bleuets,CRTI,9. Personnel d'encadrement en TI,,Personnel d'encadrement,3,0,0
Centre de services scolaire du Pays-des-Bleuets,Hors CRTI,4. Architecture et exploitation de donnÃ©es,,Professionnel,0,1,0
Centre de services scolaire du Val-des-Cerfs,CRTI,4. Architecture et exploitation de donnÃ©es,,Professionnel,1,0,0
Centre de services scolaire du Val-des-Cerfs,CRTI,4. Architecture et exploitation de donnÃ©es,,Technicien,4,0,0
Centre de services scolaire du Val-des-Cerfs,CRTI,6. SÃ©curitÃ© de lâinformation,,Professionnel,1,0,0
Centre de services scolaire du Val-des-Cerfs,CRTI,6. SÃ©curitÃ© de lâinformation,,Technicien,3,0,0
Centre de services scolaire du Val-des-Cerfs,CRTI,7. Soutien aux utilisateurs,,OpÃ©rateur,3,0,0
Centre de services scolaire du Val-des-Cerfs,CRTI,7. Soutien aux utilisateurs,,Technicien,17,0,0
Centre de services scolaire du Val-des-Cerfs,CRTI,8. Soutien aux ressources informationnelles,,Personnel de bureau,2,0,0
Centre de services scolaire du Val-des-Cerfs,CRTI,9. Personnel d'encadrement en TI,,Personnel d'encadrement,3,0,0
Centre de services scolaire du Val-des-Cerfs,Hors CRTI,1. StratÃ©gie et gouvernance,,Professionnel,1,0,0
Centre de services scolaire du Val-des-Cerfs,Hors CRTI,2. SystÃ¨mes et solutions dâaffaires,,Professionnel,1,0,0
Centre de services scolaire du Val-des-Cerfs,Hors CRTI,7. Soutien aux utilisateurs,,Professionnel,7,0,0
Centre de services scolaire Harricana,CRTI,1. StratÃ©gie et gouvernance,,Personnel de bureau,2,0,0
Centre de services scolaire Harricana,CRTI,1. StratÃ©gie et gouvernance,,Technicien,0,1,0
Centre de services scolaire Harricana,CRTI,3. Technologies et infrastructures technologiques,,Technicien,1,0,0
Centre de services scolaire Harricana,CRTI,4. Architecture et exploitation de donnÃ©es,,Professionnel,1,0,0
Centre de services scolaire Harricana,CRTI,4. Architecture et exploitation de donnÃ©es,,Technicien,0,1,0
Centre de services scolaire Harricana,CRTI,7. Soutien aux utilisateurs,,Technicien,3,2,0
Centre de services scolaire Harricana,CRTI,9. Personnel d'encadrement en TI,,Personnel d'encadrement,2,0,0
Centre de services scolaire Marguerite-Bourgeoys,CRTI,2. SystÃ¨mes et solutions dâaffaires,,Professionnel,14,0,0
Centre de services scolaire Marguerite-Bourgeoys,CRTI,2. SystÃ¨mes et solutions dâaffaires,,Technicien,5,2,0
Centre de services scolaire Marguerite-Bourgeoys,CRTI,3. Technologies et infrastructures technologiques,,OpÃ©rateur,1,1,0
Centre de services scolaire Marguerite-Bourgeoys,CRTI,3. Technologies et infrastructures technologiques,,Professionnel,2,0,0
Centre de services scolaire Marguerite-Bourgeoys,CRTI,3. Technologies et infrastructures technologiques,,Technicien,6,1,0
Centre de services scolaire Marguerite-Bourgeoys,CRTI,4. Architecture et exploitation de donnÃ©es,,Professionnel,2,1,0
Centre de services scolaire Marguerite-Bourgeoys,CRTI,4. Architecture et exploitation de donnÃ©es,,Technicien,9,0,0
Centre de services scolaire Marguerite-Bourgeoys,CRTI,5. Gestion de projet,,Professionnel,5,0,0
Centre de services scolaire Marguerite-Bourgeoys,CRTI,6. SÃ©curitÃ© de lâinformation,,Professionnel,1,0,0
Centre de services scolaire Marguerite-Bourgeoys,CRTI,6. SÃ©curitÃ© de lâinformation,,Technicien,2,0,0
Centre de services scolaire Marguerite-Bourgeoys,CRTI,7. Soutien aux utilisateurs,,OpÃ©rateur,48,7,0
Centre de services scolaire Marguerite-Bourgeoys,CRTI,7. Soutien aux utilisateurs,,Personnel de bureau,0,1,0
Centre de services scolaire Marguerite-Bourgeoys,CRTI,7. Soutien aux utilisateurs,,Professionnel,1,1,0
Centre de services scolaire Marguerite-Bourgeoys,CRTI,7. Soutien aux utilisateurs,,Technicien,12,0,0
Centre de services scolaire Marguerite-Bourgeoys,CRTI,8. Soutien aux ressources informationnelles,,Personnel de bureau,4,0,0
Centre de services scolaire Marguerite-Bourgeoys,CRTI,8. Soutien aux ressources informationnelles,,Professionnel,2,0,0
Centre de services scolaire Marguerite-Bourgeoys,CRTI,8. Soutien aux ressources informationnelles,,Technicien,4,0,0
Centre de services scolaire Marguerite-Bourgeoys,CRTI,9. Personnel d'encadrement en TI,,Personnel d'encadrement,10,1,0
Centre de services scolaire Marie-Victorin,CRTI,1. StratÃ©gie et gouvernance,,Professionnel,3,0,0
Centre de services scolaire Marie-Victorin,CRTI,2. SystÃ¨mes et solutions dâaffaires,,Professionnel,6,1,0
Centre de services scolaire Marie-Victorin,CRTI,3. Technologies et infrastructures technologiques,,Professionnel,3,3,0
Centre de services scolaire Marie-Victorin,CRTI,3. Technologies et infrastructures technologiques,,Technicien,4,0,0
Centre de services scolaire Marie-Victorin,CRTI,4. Architecture et exploitation de donnÃ©es,,Professionnel,5,1,0
Centre de services scolaire Marie-Victorin,CRTI,4. Architecture et exploitation de donnÃ©es,,Technicien,5,0,0
Centre de services scolaire Marie-Victorin,CRTI,7. Soutien aux utilisateurs,,Personnel de bureau,2,0,0
Centre de services scolaire Marie-Victorin,CRTI,7. Soutien aux utilisateurs,,Professionnel,4,0,0
Centre de services scolaire Marie-Victorin,CRTI,7. Soutien aux utilisateurs,,Technicien,32,6,0
Centre de services scolaire Marie-Victorin,CRTI,9. Personnel d'encadrement en TI,,Personnel d'encadrement,5,2,0
Centre de services scolaire RenÃ©-LÃ©vesque,CRTI,2. SystÃ¨mes et solutions dâaffaires,,Professionnel,1,0,0
Centre de services scolaire RenÃ©-LÃ©vesque,CRTI,6. SÃ©curitÃ© de lâinformation,,Technicien,1,0,0
Centre de services scolaire RenÃ©-LÃ©vesque,CRTI,7. Soutien aux utilisateurs,,OpÃ©rateur,7,0,0
Centre de services scolaire RenÃ©-LÃ©vesque,CRTI,8. Soutien aux ressources informationnelles,,Technicien,3,0,0
Centre de services scolaire RenÃ©-LÃ©vesque,CRTI,9. Personnel d'encadrement en TI,,Personnel d'encadrement,1,0,0
ComitÃ© de gestion de la taxe scolaire de l'Ã®le de MontrÃ©al,CRTI,3. Technologies et infrastructures technologiques,,Professionnel,2,1,0
ComitÃ© de gestion de la taxe scolaire de l'Ã®le de MontrÃ©al,CRTI,3. Technologies et infrastructures technologiques,,Technicien,1,0,0
ComitÃ© de gestion de la taxe scolaire de l'Ã®le de MontrÃ©al,CRTI,9. Personnel d'encadrement en TI,,Personnel d'encadrement,1,0,0
Commission scolaire Central QuÃ©bec,CRTI,2. SystÃ¨mes et solutions dâaffaires,,Professionnel,1,0,0
Commission scolaire Central QuÃ©bec,CRTI,3. Technologies et infrastructures technologiques,,Technicien,1,0,0
Commission scolaire Central QuÃ©bec,CRTI,4. Architecture et exploitation de donnÃ©es,,Technicien,1,0,0
Commission scolaire Central QuÃ©bec,CRTI,7. Soutien aux utilisateurs,,OpÃ©rateur,3,0,0
Commission scolaire Central QuÃ©bec,CRTI,7. Soutien aux utilisateurs,,Technicien,2,0,0
Commission scolaire Central QuÃ©bec,CRTI,9. Personnel d'encadrement en TI,,Personnel d'encadrement,1,0,0
Commission scolaire Central QuÃ©bec,Hors CRTI,7. Soutien aux utilisateurs,,Professionnel,1,0,0
Commission scolaire Crie,CRTI,2. SystÃ¨mes et solutions dâaffaires,,Professionnel,1,0,0
Commission scolaire Crie,CRTI,3. Technologies et infrastructures technologiques,,OpÃ©rateur,2,0,0
Commission scolaire Crie,CRTI,3. Technologies et infrastructures technologiques,,Professionnel,0,1,0
Commission scolaire Crie,CRTI,7. Soutien aux utilisateurs,,Technicien,15,4,0
Commission scolaire Crie,CRTI,8. Soutien aux ressources informationnelles,,Personnel de bureau,1,0,0
Commission scolaire Crie,CRTI,9. Personnel d'encadrement en TI,,Personnel d'encadrement,6,0,0
Commission scolaire Crie,Hors CRTI,3. Technologies et infrastructures technologiques,,Professionnel,0,0,2
Commission scolaire Eastern Shores,CRTI,3. Technologies et infrastructures technologiques,,Technicien,1,0,0
Commission scolaire Eastern Shores,CRTI,6. SÃ©curitÃ© de lâinformation,,Professionnel,0,1,0
Commission scolaire Eastern Shores,CRTI,7. Soutien aux utilisateurs,,Technicien,1,0,0
