NOM_BATIMENT,USAGE,ADRESSE,SUPERFICIE,DATE_CREATION,LONGITUDE,LATITUDE 
,Résidentiel et commercial,124 Rue Fortin,133.17,2013-01-01,-73.46289467372931,45.73281261607772
,Résidentiel et commercial,67 Rue Cherrier,131.72,2013-01-01,-73.46287682543196,45.73242394755981
,Résidentiel et commercial,63 Rue Cherrier,113.29,2013-01-01,-73.46243079800145,45.73225226353225
,Résidentiel et commercial,130 Rue Fabre,107.4,2013-01-01,-73.46296710474935,45.73376532989599
,Résidentiel et commercial,128 Rue Fabre,136.62,2013-01-01,-73.46279617236272,45.733686440890175
,Résidentiel et commercial,353 Rue Gélinas,136.35,2013-01-01,-73.46397441802796,45.738751153676624
,Résidentiel et commercial,357 Rue Gélinas,128.65,2013-01-01,-73.46383293099099,45.73891013333092
,Résidentiel et commercial,363 Rue Gélinas,153.06,2013-01-01,-73.46349007086944,45.73931097324687
,Résidentiel et commercial,365 Rue Gélinas,97.19,2013-01-01,-73.46339421985147,45.73941886614537
,Résidentiel et commercial,369 Rue Gélinas,97.15,2013-01-01,-73.4631689848467,45.73968248298029
,Résidentiel et commercial,375 Rue Gélinas,108.81,2013-01-01,-73.46282122225286,45.74007686992879
,Résidentiel et commercial,314 Rue Gélinas,157.53,2013-01-01,-73.4661173315459,45.736054801839764
,Résidentiel et commercial,158 Rue Fortin,127.43,2013-01-01,-73.46699045136846,45.73390260436291
,Résidentiel et commercial,40 Rue Lucie,134.62,2013-01-01,-73.45912419838712,45.736929034558955
,Résidentiel et commercial,44 Rue Lucie,131.1,2013-01-01,-73.4593845869805,45.73703835330419
,Résidentiel et commercial,56 Rue Lucie,177.31,2013-01-01,-73.46018191561734,45.73737099989087
,Résidentiel et commercial,76 Rue Lucie,186.76,2013-01-01,-73.46094296356105,45.73825116041722
,Résidentiel et commercial,80 Rue Lucie,173.41,2013-01-01,-73.460797850349,45.738402429649916
,Résidentiel et commercial,84 Rue Lucie,189.41,2013-01-01,-73.46060615311707,45.73862778635627
,Résidentiel et commercial,88 Rue Lucie,136.25,2013-01-01,-73.46045312813555,45.738789242859085
,Résidentiel et commercial,92 Rue Lucie,137.44,2013-01-01,-73.46028212193077,45.73897611640222
,Résidentiel et commercial,96 Rue Lucie,182.4,2013-01-01,-73.46013623561491,45.73914711586769
,Résidentiel et commercial,98 Rue Lucie,173.5,2013-01-01,-73.45996200452281,45.739337631375705
,Résidentiel et commercial,374 Rue Godbout,127.06,2013-01-01,-73.46071951995098,45.73914447322601
,Résidentiel et commercial,372 Rue Godbout,119.72,2013-01-01,-73.46084641497859,45.73900144609437
,Résidentiel et commercial,389 Rue Sauvé,109.63,2013-01-01,-73.45792965267259,45.739484734985616
,Résidentiel et commercial,391 Rue Sauvé,133.17,2013-01-01,-73.45778860889634,45.73963364723141
,Résidentiel et commercial,393 Rue Sauvé,136.45,2013-01-01,-73.45766988594168,45.739775581201016
,Résidentiel et commercial,394 Rue Gervais,200.79,2013-01-01,-73.45797102694904,45.740061372221966
,Résidentiel et commercial,398 Rue Gervais,197.56,2013-01-01,-73.45772184604415,45.74032458656421
,Résidentiel et commercial,85 Boulevard Aubert,121.32,2013-01-01,-73.45548418319072,45.741027529771955
,Résidentiel et commercial,83 Boulevard Aubert,126.64,2013-01-01,-73.45528939547984,45.74093485417803
,Résidentiel et commercial,81 Boulevard Aubert,136.63,2013-01-01,-73.45507724337459,45.740846674874234
,Résidentiel et commercial,79 Boulevard Aubert,118.83,2013-01-01,-73.45487895247308,45.74075854278838
,Résidentiel et commercial,77 Boulevard Aubert,127.05,2013-01-01,-73.45467643538575,45.74067378384902
,Résidentiel et commercial,75 Boulevard Aubert,118.49,2013-01-01,-73.45447619329872,45.740583534019216
,Résidentiel et commercial,73 Boulevard Aubert,141.84,2013-01-01,-73.45426996935106,45.74048665588384
,Résidentiel et commercial,21 Rue Normand,259.02,2013-01-01,-73.4558856428453,45.73747896760948
,Résidentiel et commercial,19 Rue Normand,130.2,2013-01-01,-73.455674818156,45.737250015841525
,Résidentiel et commercial,25 Rue Normand,150.81,2013-01-01,-73.45620398969074,45.73759551146499
,Résidentiel et commercial,23 Rue Sarto,287.55,2013-01-01,-73.45203079759202,45.73575464509955
,Résidentiel et commercial,33 Rue Forget,164.47,2013-01-01,-73.45197917010708,45.73822768437786
,Résidentiel et commercial,   ,67.31,2018-08-09,-73.44740914877977,45.740504048474946
,Résidentiel et commercial,467 Rue Notre-Dame,2164.18,2013-01-01,-73.44631658880131,45.73971217435038
,Résidentiel et commercial,55 Boulevard Brien,212.95,2013-01-01,-73.44940120224918,45.74216879114197
,Résidentiel et commercial,56 Rue Gilbert,229.59,2013-01-01,-73.44897134591194,45.74264845953342
,Résidentiel et commercial,476 Rue Robillard,223.19,2018-08-09,-73.44833548233264,45.74172332414947
,Résidentiel et commercial,484 Rue Saint-François,162.63,2013-01-01,-73.44665661519183,45.74193031351414
,Résidentiel et commercial,486 Rue Saint-François,133.28,2013-01-01,-73.44651993921671,45.74210774619901
,Résidentiel et commercial,482 Rue Saint-François,165.34,2013-01-01,-73.4468379322624,45.74173366916129
,Résidentiel et commercial,   ,41.13,2018-08-09,-73.44528125913432,45.7424851378403
,Résidentiel et commercial,38 Rue Jolicoeur,111,2013-01-01,-73.4418171466686,45.743021929373995
,Résidentiel et commercial,51 Rue Jalobert,107.67,2013-01-01,-73.44524832374063,45.74390927368031
,Résidentiel et commercial,55 Rue Jalobert,143.69,2013-01-01,-73.44535378733055,45.74402878230649
,Résidentiel et commercial,127 Rue Jauron,108.28,2013-01-01,-73.44617359360757,45.74365842160309
,Résidentiel et commercial,123 Rue Jauron,110.93,2013-01-01,-73.44608238789974,45.7435557357697
,Résidentiel et commercial,119 Rue Jauron,109.42,2013-01-01,-73.44596011479169,45.74341786137908
,Résidentiel et commercial,115 Rue Jauron,124.78,2013-01-01,-73.44580678353566,45.74328406974475
,Résidentiel et commercial,56 Rue Jalobert,108.46,2013-01-01,-73.4457528984047,45.74383948265899
,Résidentiel et commercial,52 Rue Jalobert,124.98,2013-01-01,-73.44565227833671,45.7436913291249
,Résidentiel et commercial,48 Rue Jalobert,114.06,2013-01-01,-73.44553784528755,45.74357570769958
,Résidentiel et commercial,44 Rue Jalobert,172.4,2013-01-01,-73.44536696085636,45.7434602178144
,Résidentiel et commercial,40 Rue Jalobert,145.75,2013-01-01,-73.44514248719396,45.74337660158222
,Résidentiel et commercial,36 Rue Jalobert,144.06,2013-01-01,-73.44494058414828,45.743289250391335
,Résidentiel et commercial,32 Rue Jalobert,123.46,2013-01-01,-73.44478588031798,45.743207769120474
,Résidentiel et commercial,111 Rue Jauron,104.78,2013-01-01,-73.445615251068,45.74317851001618
,Résidentiel et commercial,107 Rue Jauron,124.37,2013-01-01,-73.44542067878974,45.74310453434627
,Résidentiel et commercial,103 Rue Jauron,108.26,2013-01-01,-73.4452214818208,45.74300530347047
,Résidentiel et commercial,99 Rue Jauron,131.61,2013-01-01,-73.44502190530953,45.74294093785322
,Résidentiel et commercial,543 Rue Notre-Dame,2685.81,2013-01-01,-73.43971214846631,45.744252074110136
,Résidentiel et commercial,537 Rue Notre-Dame,104.27,2013-01-01,-73.44037273317323,45.74339560047304
,Résidentiel et commercial,535 Rue Notre-Dame,474.93,2013-01-01,-73.44078133367059,45.743148113660354
,Résidentiel et commercial,529 Rue Notre-Dame,271.36,2013-01-01,-73.44112370413423,45.742842150907045
,Résidentiel et commercial,527 Rue Notre-Dame,360.84,2013-01-01,-73.44139828527031,45.74274336694087
,Résidentiel et commercial,515 Rue Notre-Dame,189.81,2013-01-01,-73.44215020304293,45.742118984883675
,Résidentiel et commercial,477 Rue Notre-Dame,993.24,2013-01-01,-73.44524077407289,45.74053419128063
,Résidentiel et commercial,554 Boulevard Iberville,1001.7,2013-01-01,-73.44578041942859,45.74663564356879
,Résidentiel et commercial,55 Rue Laurier,205.9,2013-01-01,-73.44563864322332,45.746304868619035
,Résidentiel et commercial,559 Rue Montcalm,170.47,2013-01-01,-73.44524494836986,45.746603758109686
,Résidentiel et commercial,566 Boulevard Iberville,498.93,2013-01-01,-73.44474711829832,45.74775825161768
,Résidentiel et commercial,568 Boulevard Iberville,632.84,2013-01-01,-73.44434659231081,45.74821062260307
,Résidentiel et commercial,73 Rue Renaud,119.94,2013-01-01,-73.44139635526221,45.7477888346787
,Résidentiel et commercial,72 Rue Ritchot,151.28,2013-01-01,-73.4408929218415,45.74797573638166
,Résidentiel et commercial,74 Rue Ritchot,148.27,2013-01-01,-73.44110969829381,45.74806535428586
,Résidentiel et commercial,575 Rue Notre-Dame,1044.02,2013-01-01,-73.43795605233338,45.74599056157723
,Résidentiel et commercial,   ,38.69,2018-08-09,-73.4396687915674,45.749286884676614
,Résidentiel et commercial,   ,59.65,2018-08-09,-73.44127203123564,45.749944788919706
,Résidentiel et commercial,95 Rue Jasmin,227.5,2013-01-01,-73.43961099243437,45.75028750173152
,Résidentiel et commercial,55 Rue Jasmin,94.52,2013-01-01,-73.43599879136929,45.74897973465401
,Résidentiel et commercial,53 Rue Jasmin,156.28,2013-01-01,-73.43581832240702,45.749134848203056
,Résidentiel et commercial,11 Rue Sauriol,207.13,2013-01-01,-73.43562576187404,45.749941224805774
,Résidentiel et commercial,12 Rue Sauriol,222.5,2013-01-01,-73.43583960387281,45.75033208729577
,Résidentiel et commercial,10 Rue Sauriol,143.38,2013-01-01,-73.43554522017179,45.75030783389692
,Résidentiel et commercial,8 Rue Sauriol,180.83,2013-01-01,-73.43524553214763,45.750376531534876
,Résidentiel et commercial,6 Rue Sauriol,188.04,2013-01-01,-73.43510864903128,45.75057153586116
,Résidentiel et commercial,   ,74.7,2018-08-09,-73.43780453162698,45.75119198401445
,Résidentiel et commercial,   ,60.33,2018-08-09,-73.43802147417897,45.751276303894784
,Résidentiel et commercial,629 Rue Notre-Dame,430.68,2013-01-01,-73.43396314597456,45.75041157731761
,Résidentiel et commercial,7 Rue Camille,203.9,2013-01-01,-73.43405010187068,45.75085315264196
,Résidentiel et commercial,6 Rue Denis,264.83,2013-01-01,-73.4342327898068,45.75075059699576
,Résidentiel et commercial,   ,42.32,2018-08-09,-73.43422815465978,45.75093046908968
,Résidentiel et commercial,9 Rue Camille,132.27,2013-01-01,-73.43433739751255,45.75100581814243
,Résidentiel et commercial,11 Rue Camille,192.2,2013-01-01,-73.43463348579706,45.75112366956797
,Résidentiel et commercial,10 Rue Denis,186.24,2013-01-01,-73.4346418044837,45.75087191945097
,Résidentiel et commercial,14 Rue Denis,183.99,2013-01-01,-73.4353132164567,45.75111084366355
,Résidentiel et commercial,12 Rue Denis,187.14,2013-01-01,-73.43501716703145,45.75103764931986
,Résidentiel et commercial,15 Rue Camille,174.74,2013-01-01,-73.43523855273504,45.75138679469519
,Résidentiel et commercial,643 Rue Notre-Dame,497.15,2013-01-01,-73.43285638079281,45.75166844125371
,Résidentiel et commercial,694 Rue Maurice,172.07,2013-01-01,-73.43148515574029,45.75542619102171
,Résidentiel et commercial,692 Rue Maurice,130.98,2013-01-01,-73.43116719923017,45.75530107823552
,Résidentiel et commercial,25 Rue Alain,202.61,2013-01-01,-73.430640144506,45.75547950957095
,Résidentiel et commercial,27 Rue Alain,179.4,2013-01-01,-73.43088698755285,45.755595875297196
,Résidentiel et commercial,29 Rue Alain,196.54,2013-01-01,-73.43117833847509,45.75573231664885
,Résidentiel et commercial,23 Rue Alain,252.46,2013-01-01,-73.43037183221774,45.75536226021758
,Résidentiel et commercial,52 Rue Louis-Joseph-Pigeon,157.99,2013-01-01,-73.43674146026434,45.75377625108729
,Résidentiel et commercial,50 Rue Louis-Joseph-Pigeon,204.2,2013-01-01,-73.4366021734494,45.75360904633681
,Résidentiel et commercial,48 Rue Louis-Joseph-Pigeon,192.38,2013-01-01,-73.43640331193417,45.753477554468674
,Résidentiel et commercial,46 Rue Louis-Joseph-Pigeon,148.26,2013-01-01,-73.43620008949038,45.753359743269556
,Résidentiel et commercial,54 Rue Louis-Joseph-Pigeon,175.32,2013-01-01,-73.4368725020061,45.75393059522764
,Résidentiel et commercial,56 Rue Louis-Joseph-Pigeon,167.64,2013-01-01,-73.43697788745865,45.75410192583409
,Résidentiel et commercial,21 Rue Royale,242.41,2013-01-01,-73.43712465529222,45.75337395282097
,Résidentiel et commercial,15 Rue Royale,139.55,2013-01-01,-73.43648600500578,45.75305931967672
,Résidentiel et commercial,17 Rue Royale,183.34,2013-01-01,-73.43669913449374,45.75314351663919
,Résidentiel et commercial,19 Rue Royale,153.98,2013-01-01,-73.4369237207537,45.75324021373641
,Résidentiel et commercial,23 Rue Royale,139.21,2013-01-01,-73.43736694540384,45.753442568100255
,Résidentiel et commercial,25 Rue Royale,153.75,2013-01-01,-73.43756640577905,45.7535176281291
,Résidentiel et commercial,58 Rue Louis-Joseph-Pigeon,182.3,2013-01-01,-73.43706245075613,45.75430364036801
,Résidentiel et commercial,37 Rue Royale,175.35,2013-01-01,-73.4375121075288,45.75439779127018
,Résidentiel et commercial,35 Rue Royale,133.75,2013-01-01,-73.43765245566495,45.75423500649834
,Résidentiel et commercial,33 Rue Royale,159.56,2013-01-01,-73.43781876699197,45.75406000500645
,Résidentiel et commercial,69 Rue Jacques-Cartier,413.61,2013-01-01,-73.43733209520083,45.755077635236034
,Résidentiel et commercial,666 Rue Saint-Émile,146.58,2013-01-01,-73.43366380983203,45.754267177423195
,Résidentiel et commercial,668 Rue Saint-Émile,204.85,2013-01-01,-73.43351570847726,45.754425421562
,Résidentiel et commercial,670 Rue Saint-Émile,164.08,2013-01-01,-73.433369072852,45.754595051133464
,Résidentiel et commercial,665 Rue Maurice,136.56,2013-01-01,-73.43328196802501,45.75411486247388
,Résidentiel et commercial,671 Rue Maurice,214.38,2013-01-01,-73.43302126505279,45.75444443041392
,Résidentiel et commercial,674 Rue Saint-Émile,177.97,2013-01-01,-73.43320504677226,45.754737145524054
,Résidentiel et commercial,676 Rue Saint-Émile,174.8,2013-01-01,-73.43310286431974,45.754891046110004
,Résidentiel et commercial,680 Rue Saint-Émile,146.92,2013-01-01,-73.43295489621455,45.755035588826274
,Résidentiel et commercial,675 Rue Maurice,138.15,2013-01-01,-73.43286436619586,45.75458362691779
,Résidentiel et commercial,63 Rue de Lorraine,139.79,2013-01-01,-73.43451997533161,45.755537259112145
,Résidentiel et commercial,61 Rue de Lorraine,196.1,2013-01-01,-73.43426495953624,45.755541749993625
,Résidentiel et commercial,72 Rue de la Loire,216.87,2013-01-01,-73.43420662813845,45.75520033037085
,Résidentiel et commercial,57 Rue de Lorraine,186.46,2013-01-01,-73.43371125188548,45.755381454995764
,Résidentiel et commercial,59 Rue de Lorraine,147.79,2013-01-01,-73.43395025728448,45.75548819635128
,Résidentiel et commercial,54 Rue du Curé-Martineau,147.1,2013-01-01,-73.43523866514005,45.75420572629599
,Résidentiel et commercial,70 Rue du Curé-Martineau,141.29,2013-01-01,-73.43579872862999,45.75531367222412
,Résidentiel et commercial,67 Rue de la Loire,211.83,2013-01-01,-73.43540954738619,45.75538820435591
,Résidentiel et commercial,76 Rue du Curé-Martineau,187.43,2013-01-01,-73.43593993626062,45.75572384916515
,Résidentiel et commercial,67 Rue de Lucerne,133.07,2013-01-01,-73.43492384079137,45.75621272849657
,Résidentiel et commercial,62 Rue de Lorraine,207,2013-01-01,-73.434401782958,45.755953109284185
,Résidentiel et commercial,56 Rue de Lorraine,107.94,2013-01-01,-73.4339512518536,45.75588535488622
,Résidentiel et commercial,33 Rue de Lucerne,132.85,2013-01-01,-73.43402665622664,45.756151869986596
,Résidentiel et commercial,39 Rue de Lucerne,142.53,2013-01-01,-73.43422311186681,45.756242082706066
,Résidentiel et commercial,27 Rue de Lucerne,123.08,2013-01-01,-73.43381875505047,45.75607119014886
,Résidentiel et commercial,678 Boulevard Iberville,120.31,2013-01-01,-73.4361686612947,45.75726507596907
,Résidentiel et commercial,676 Boulevard Iberville,106.85,2013-01-01,-73.43629138782487,45.7571275269017
,Résidentiel et commercial,680 Boulevard Iberville,172.44,2013-01-01,-73.43601846044547,45.757424747378664
,Résidentiel et commercial,682 Boulevard Iberville,142.47,2013-01-01,-73.43587574032739,45.75757898028775
,Résidentiel et commercial,60 Rue de Lucerne,133.65,2013-01-01,-73.43585872848412,45.75684021350582
,Résidentiel et commercial,58 Rue de Lucerne,116.74,2013-01-01,-73.43583440102702,45.75699374446186
,Résidentiel et commercial,56 Rue de Lucerne,164.25,2013-01-01,-73.43568334582572,45.7571542059643
,Résidentiel et commercial,59 Rue Alain,195.71,2013-01-01,-73.43533092095103,45.75755745913648
,Résidentiel et commercial,40 Rue de Lucerne,155.79,2013-01-01,-73.43402559250234,45.75655955330773
,Résidentiel et commercial,42 Rue de Lucerne,122.32,2013-01-01,-73.43426708583668,45.756666496397706
,Résidentiel et commercial,38 Rue de Lucerne,179.92,2013-01-01,-73.43381073121925,45.756470871901435
,Résidentiel et commercial,685 Rue Saint-Émile,94.88,2013-01-01,-73.43304282655626,45.75566764326478
,Résidentiel et commercial,24 Rue de Lucerne,108.73,2013-01-01,-73.43355318417709,45.75571054755706
,Résidentiel et commercial,26 Rue de Lucerne,108.23,2013-01-01,-73.43343449948142,45.75584142700444
,Résidentiel et commercial,688 Boulevard Iberville,184.68,2013-01-01,-73.43522562053361,45.75826509392962
,Résidentiel et commercial,686 Boulevard Iberville,213.57,2013-01-01,-73.4354092950512,45.75809069041468
,Résidentiel et commercial,692 Boulevard Iberville,185.03,2013-01-01,-73.4349106021348,45.75861267502533
,Résidentiel et commercial,690 Boulevard Iberville,194.76,2013-01-01,-73.43505381517251,45.758451166541576
,Résidentiel et commercial,64 Rue Alain,181.94,2013-01-01,-73.43521926618973,45.75795144854814
,Résidentiel et commercial,62 Rue Alain,145.01,2013-01-01,-73.43502343706797,45.75786543167
,Résidentiel et commercial,60 Rue Alain,199.9,2013-01-01,-73.43477225519595,45.757746276712446
,Résidentiel et commercial,40 Rue Alain,165.51,2013-01-01,-73.43231483731415,45.75666403529306
,Résidentiel et commercial,30 Rue Alain,204.8,2013-01-01,-73.43119287156817,45.75619432391067
,Résidentiel et commercial,697 Rue Notre-Dame,283.01,2013-01-01,-73.4296335178522,45.7554819891886
,Résidentiel et commercial,775 Rue Saint-Vallier,92.57,2013-01-01,-73.42768672719136,45.75958931109635
,Résidentiel et commercial,777 Rue Saint-Vallier,162.86,2013-01-01,-73.42752533841823,45.75973781507436
,Résidentiel et commercial,779 Rue Saint-Vallier,107.57,2013-01-01,-73.4273958145578,45.759913048926144
,Résidentiel et commercial,781 Rue Saint-Vallier,107.87,2013-01-01,-73.42725415349705,45.76005976882596
,Résidentiel et commercial,780 Rue Vaudreuil,116.68,2013-01-01,-73.42779452476138,45.76007568717167
,Résidentiel et commercial,782 Rue Vaudreuil,171.49,2013-01-01,-73.42766632181912,45.7602160861235
,Résidentiel et commercial,784 Rue Vaudreuil,136.74,2013-01-01,-73.42751589084918,45.76037499598717
,Résidentiel et commercial,786 Rue Vaudreuil,135.13,2013-01-01,-73.42738963658168,45.760513611820905
,Résidentiel et commercial,783 Rue Saint-Vallier,106.29,2013-01-01,-73.4271160228071,45.76021241374658
,Résidentiel et commercial,785 Rue Saint-Vallier,155.32,2013-01-01,-73.42701227726849,45.76034701431404
,Résidentiel et commercial,776 Rue Vaudreuil,135.62,2013-01-01,-73.42804303949205,45.75974058558216
,Résidentiel et commercial,780 Rue Saint-Vallier,115.55,2013-01-01,-73.42684501820699,45.7598767426784
,Résidentiel et commercial,782 Rue Saint-Vallier,113.13,2013-01-01,-73.42670977729394,45.76002814398134
,Résidentiel et commercial,784 Rue Saint-Vallier,114.89,2013-01-01,-73.42657362250634,45.76017890263341
,Résidentiel et commercial,778 Rue Saint-Vallier,115.55,2013-01-01,-73.42698037014333,45.759725379340495
,Résidentiel et commercial,776 Rue Saint-Vallier,149.64,2013-01-01,-73.42712608460863,45.75955864648121
,Résidentiel et commercial,786 Rue Saint-Vallier,160.74,2013-01-01,-73.42644579141586,45.760309236369146
,Résidentiel et commercial,788 Rue Saint-Vallier,170,2013-01-01,-73.42628113866833,45.76047669487649
,Résidentiel et commercial,790 Rue Saint-Vallier,168.91,2013-01-01,-73.42617465771727,45.76060449070637
,Résidentiel et commercial,787 Rue Saint-Vallier,107.93,2013-01-01,-73.42685117106488,45.76051481071514
,Résidentiel et commercial,789 Rue Saint-Vallier,108.8,2013-01-01,-73.42671495240788,45.76066506032226
,Résidentiel et commercial,791 Rue Saint-Vallier,130.39,2013-01-01,-73.42659852670465,45.76078879830244
,Résidentiel et commercial,793 Rue Saint-Vallier,133.93,2013-01-01,-73.42647039588138,45.76093585794078
,Résidentiel et commercial,795 Rue Saint-Vallier,131.02,2013-01-01,-73.42633517324688,45.76108674253371
,Résidentiel et commercial,792 Rue Saint-Vallier,174.35,2013-01-01,-73.42603150108934,45.760766366051556
,Résidentiel et commercial,794 Rue Saint-Vallier,103.79,2013-01-01,-73.42592688311613,45.7609008423884
,Résidentiel et commercial,796 Rue Saint-Vallier,160.36,2013-01-01,-73.42579057861481,45.761057921664204
,Résidentiel et commercial,788 Rue Vaudreuil,196.62,2013-01-01,-73.42723074818484,45.760670718348926
,Résidentiel et commercial,796 Rue Vaudreuil,123.39,2013-01-01,-73.42671757340075,45.76127427507076
,Résidentiel et commercial,794 Rue Vaudreuil,137.71,2013-01-01,-73.42683855744392,45.76112179525517
,Résidentiel et commercial,792 Rue Vaudreuil,138.44,2013-01-01,-73.42698901528414,45.760968607683445
,Résidentiel et commercial,790 Rue Vaudreuil,135.27,2013-01-01,-73.4271130277075,45.760829903788924
,Résidentiel et commercial,800 Rue Vaudreuil,126.96,2013-01-01,-73.42639491344602,45.76154877742173
,Résidentiel et commercial,798 Rue Vaudreuil,126.38,2013-01-01,-73.4265395043558,45.761387723534966
,Résidentiel et commercial,799 Rue Saint-Vallier,160.2,2013-01-01,-73.42607100050773,45.76139884566674
,Résidentiel et commercial,801 Rue Saint-Vallier,114.79,2013-01-01,-73.42597104388386,45.761533823246474
,Résidentiel et commercial,800 Rue Saint-Vallier,184.25,2013-01-01,-73.42549777312638,45.76135143199877
,Résidentiel et commercial,798 Rue Saint-Vallier,135.62,2013-01-01,-73.42564974690008,45.761204771115295
,Résidentiel et commercial,806 Rue Saint-Vallier,149.16,2013-01-01,-73.42567979835594,45.76183096978393
,Résidentiel et commercial,38 Rue Valmont,125.9,2013-01-01,-73.42560613874971,45.76220124794042
,Résidentiel et commercial,40 Rue Valmont,127.2,2013-01-01,-73.42579033057088,45.76228132522238
,Résidentiel et commercial,41 Rue Saint-Vallier,125.88,2013-01-01,-73.42605526043329,45.76200863535131
,Résidentiel et commercial,39 Rue Saint-Vallier,125.9,2013-01-01,-73.42587267227225,45.76192833449261
,Résidentiel et commercial,30 Rue Valmont,131.24,2013-01-01,-73.42480334799296,45.761846186122355
,Résidentiel et commercial,32 Rue Valmont,126.15,2013-01-01,-73.42500636778124,45.761934985627356
,Résidentiel et commercial,34 Rue Valmont,130.22,2013-01-01,-73.4252311899745,45.76198638683474
,Résidentiel et commercial,36 Rue Valmont,130.18,2013-01-01,-73.42542980467972,45.76207466900319
,Résidentiel et commercial,804 Rue Saint-Vallier,296.59,2013-01-01,-73.4253291361832,45.76172205901136
,Résidentiel et commercial,802 Rue Saint-Vallier,150.06,2013-01-01,-73.42537982563937,45.76153199947375
,Résidentiel et commercial,20 Rue Valmont,1415.42,2013-01-01,-73.42457997451845,45.761477515119935
,Résidentiel et commercial,801 Rue Notre-Dame,237.02,2013-01-01,-73.42475326943756,45.76100061715087
,Résidentiel et commercial,803 Rue Notre-Dame,170.7,2013-01-01,-73.42461968236184,45.76113936932983
,Résidentiel et commercial,783 Rue Notre-Dame,467.75,2013-01-01,-73.42553081878368,45.76018682041577
Cégep régional de Lanaudière,Institutionnel,781 Rue Notre-Dame,1882.56,2013-01-01,-73.42597154575859,45.75983228238894
,Résidentiel et commercial,741 Rue Notre-Dame,344.14,2013-01-01,-73.426976204557,45.758313967711615
,Résidentiel et commercial,745 Rue Notre-Dame,360.79,2013-01-01,-73.42676364690053,45.758562366336555
,Résidentiel et commercial,780 Rue Viau,111.8,2013-01-01,-73.4288213749558,45.76026372272323
,Résidentiel et commercial,782 Rue Viau,116.96,2013-01-01,-73.42871203029864,45.760388565333095
,Résidentiel et commercial,784 Rue Viau,121.31,2013-01-01,-73.42860315399449,45.76051146855821
,Résidentiel et commercial,776 Rue Viau,116.42,2013-01-01,-73.42904566100653,45.760019113109884
,Résidentiel et commercial,778 Rue Viau,113.48,2013-01-01,-73.42893983704136,45.760137571228185
,Résidentiel et commercial,786 Rue Viau,128.39,2013-01-01,-73.42850188215323,45.76063476955686
,Résidentiel et commercial,788 Rue Viau,113.57,2013-01-01,-73.42838568837143,45.760756432657814
,Résidentiel et commercial,790 Rue Viau,110.16,2013-01-01,-73.42827272805668,45.76087888198495
,Résidentiel et commercial,792 Rue Viau,113.21,2013-01-01,-73.42816371498218,45.76100208684921
,Résidentiel et commercial,777 Rue Vaudreuil,147.78,2013-01-01,-73.42846990669332,45.76008967245086
,Résidentiel et commercial,779 Rue Vaudreuil,127.93,2013-01-01,-73.42832648649492,45.760217582694686
,Résidentiel et commercial,781 Rue Vaudreuil,125.41,2013-01-01,-73.42818865660882,45.760362974763304
,Résidentiel et commercial,783 Rue Vaudreuil,138.68,2013-01-01,-73.4280320897476,45.76050893653078
,Résidentiel et commercial,787 Rue Vaudreuil,266.75,2013-01-01,-73.42784030794691,45.760726066103096
,Résidentiel et commercial,791 Rue Vaudreuil,120.58,2013-01-01,-73.42761476533194,45.7609828343224
,Résidentiel et commercial,793 Rue Vaudreuil,91.94,2013-01-01,-73.42747141617608,45.76116186203917
,Résidentiel et commercial,795 Rue Vaudreuil,144.01,2013-01-01,-73.42733868243222,45.76130510607016
,Résidentiel et commercial,797 Rue Vaudreuil,118.27,2013-01-01,-73.42717658520448,45.761489083298656
,Résidentiel et commercial,799 Rue Vaudreuil,128.38,2013-01-01,-73.42704973673631,45.76162566918283
,Résidentiel et commercial,801 Rue Vaudreuil,143.6,2013-01-01,-73.42693637413595,45.76174863047941
,Résidentiel et commercial,805 Rue Vaudreuil,273.83,2013-01-01,-73.42678126330114,45.761972884775496
,Résidentiel et commercial,807 Rue Vaudreuil,176.36,2013-01-01,-73.42652370153716,45.76224039036511
,Résidentiel et commercial,811 Rue Vaudreuil,163.33,2013-01-01,-73.42629280077927,45.76246990161455
,Résidentiel et commercial,74 Rue Valmont,123.19,2013-01-01,-73.43012494314952,45.76240961580289
,Résidentiel et commercial,72 Rue Valmont,158.08,2013-01-01,-73.4298832435131,45.762316927239134
,Résidentiel et commercial,70 Rue Valmont,111.46,2013-01-01,-73.42964772545,45.76221182135552
,Résidentiel et commercial,42 Rue Vinet,178.4,2013-01-01,-73.42900793516336,45.76079845368587
,Résidentiel et commercial,44 Rue Vinet,117.27,2013-01-01,-73.42926055938419,45.76090616728029
,Résidentiel et commercial,48 Rue Vinet,118.69,2013-01-01,-73.42961472302385,45.76105764256548
,Résidentiel et commercial,46 Rue Vinet,132.14,2013-01-01,-73.42943364769546,45.76098384501734
,Résidentiel et commercial,54 Rue Valois,138.54,2013-01-01,-73.4287288319301,45.761048098185924
,Résidentiel et commercial,56 Rue Valois,139.76,2013-01-01,-73.42892956181574,45.7611375536179
,Résidentiel et commercial,58 Rue Valois,113.35,2013-01-01,-73.42911679118426,45.76122000794674
,Résidentiel et commercial,60 Rue Valois,117.42,2013-01-01,-73.42931366028547,45.761305919683466
,Résidentiel et commercial,62 Rue Valois,198.4,2013-01-01,-73.42957444257705,45.761414874109605
,Résidentiel et commercial,66 Rue Valois,200.02,2013-01-01,-73.42989725173659,45.761545431763
