ï»¿ID,LONGUEUR,TYPE,DATE_CREATION,DATE_MODIFICATION,MUNICIPALITE,GEOM
1002588,279,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002589,52,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002590,14,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002595,13,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002596,7,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002597,8,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002600,130,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002601,4,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002602,7,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002603,48,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002604,140,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002605,14,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002606,78,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002614,160,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002615,36,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002616,47,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002617,15,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002618,153,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002619,36,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002620,15,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002622,43,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002623,68,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002624,112,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002625,15,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002626,121,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002627,13,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002628,40,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002635,20,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002638,36,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002640,40,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002642,9,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002643,10,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002648,9,1,2013-11-18,2023-04-05,Repentigny,Ligne
1002650,58,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002666,29,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002667,20,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002668,10,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002671,26,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002672,89,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002679,10,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002680,13,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002682,7,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002683,7,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002684,6,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002685,8,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002686,6,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002687,9,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002691,8,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002697,42,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002698,175,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002699,7,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002700,29,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002701,44,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002703,7,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002704,51,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002705,54,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002706,9,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002707,11,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002708,120,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002709,86,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002710,8,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002711,60,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002712,8,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002713,48,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002714,8,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002720,212,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002721,97,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002722,35,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002723,7,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002724,11,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002725,119,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002730,106,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002732,4,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002733,69,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002742,6,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002752,9,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002753,10,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002755,5,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002756,14,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002757,16,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002758,9,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002759,14,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002799,6,1,2013-11-18,2023-04-05,Repentigny,Ligne
1002800,10,1,2013-11-18,2023-04-05,Repentigny,Ligne
1002801,4,1,2013-11-18,2023-04-05,Repentigny,Ligne
1002802,7,1,2013-11-18,2023-04-05,Repentigny,Ligne
1002803,7,1,2013-11-18,2023-04-05,Repentigny,Ligne
1002804,11,1,2013-11-18,2023-04-05,Repentigny,Ligne
1002805,28,1,2013-11-18,2023-04-05,Repentigny,Ligne
1002807,65,1,2013-11-18,2023-04-05,Repentigny,Ligne
1002808,12,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002809,9,1,2013-11-18,2023-04-05,Repentigny,Ligne
1002814,21,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002815,21,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002816,19,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002817,167,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002828,14,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002829,41,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002833,3,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002839,17,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002840,77,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002841,60,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002845,3,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002846,8,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002847,10,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002850,54,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002852,27,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002853,4,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002855,37,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002856,65,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002857,81,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002858,4,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002859,3,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002864,15,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002867,181,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002868,65,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002871,76,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002872,339,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002878,4,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002880,3,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002882,30,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002887,4,1,2013-11-18,2023-04-05,Repentigny,Ligne
1002888,4,1,2013-11-18,2023-04-05,Repentigny,Ligne
1002890,6,1,2013-11-18,2023-04-05,Repentigny,Ligne
1002891,7,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002892,3,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002894,9,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002895,5,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002896,9,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002897,5,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002900,80,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002901,5,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002902,12,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002903,39,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002905,6,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002906,4,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002907,24,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002908,28,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002909,8,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002911,11,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002912,2,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002913,4,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002914,4,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002919,13,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002920,14,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002921,12,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002922,3,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002923,4,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002924,11,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002925,44,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002926,10,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002927,4,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002929,10,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002930,8,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002931,7,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002932,52,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002933,8,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002934,55,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002935,12,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002936,12,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002937,13,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002938,14,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002939,9,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002940,14,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002943,10,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002944,2,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002945,7,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002946,8,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002947,53,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002948,4,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002949,5,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002950,127,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002951,58,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002953,5,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002954,56,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002955,3,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002957,67,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002958,34,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002959,70,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002960,116,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002961,100,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002963,45,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002964,132,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002965,6,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002966,6,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002967,39,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002968,12,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002969,6,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002970,46,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002971,9,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002972,277,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002973,8,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002974,50,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002975,109,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002976,4,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002977,5,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002978,4,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002979,10,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002981,164,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002982,25,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002983,6,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002984,9,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002985,9,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002986,53,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002987,3,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002988,5,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002989,9,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002991,6,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002992,4,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002993,54,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002994,4,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002995,3,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002996,11,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002997,3,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003000,3,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003002,3,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003003,27,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003004,12,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003005,14,1,2013-11-18,2023-04-05,Repentigny,Ligne
1003006,2,1,2013-11-18,2023-04-05,Repentigny,Ligne
1003009,10,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003011,8,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003012,8,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003014,9,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003015,9,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003016,11,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003021,21,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003023,9,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003024,22,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003030,11,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003031,83,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003033,14,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003034,27,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003035,36,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003036,34,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003037,108,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003038,49,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003039,6,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003042,27,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003043,169,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003044,12,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003045,164,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003048,127,1,2013-11-18,2016-01-14,Repentigny,Ligne
1003050,40,1,2013-11-18,2023-04-05,Repentigny,Ligne
1003051,14,1,2013-11-18,2023-04-05,Repentigny,Ligne
1003052,24,1,2013-11-18,2023-04-05,Repentigny,Ligne
1003053,8,1,2013-11-18,2023-04-05,Repentigny,Ligne
1003054,19,1,2013-11-18,2023-04-05,Repentigny,Ligne
1003057,48,1,2013-11-18,2023-04-05,Repentigny,Ligne
1003058,6,1,2013-11-18,2023-04-05,Repentigny,Ligne
1003059,15,1,2013-11-18,2023-04-05,Repentigny,Ligne
1003060,15,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003061,97,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003062,16,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003063,147,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003064,6,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003065,6,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003067,42,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003068,92,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003070,5,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003071,50,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003072,63,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003073,63,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003075,81,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003077,64,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003091,37,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003092,33,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003103,27,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003104,14,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003105,18,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003106,7,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003107,12,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003108,12,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003109,14,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003110,14,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003111,13,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003112,13,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003113,39,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003114,58,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003115,39,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003116,13,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003117,13,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003118,7,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003119,50,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003120,31,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003121,35,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003122,87,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003123,8,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003124,5,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003125,2,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003126,51,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003127,14,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003128,90,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003129,29,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003130,13,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003131,139,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003132,74,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003133,67,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003134,65,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003135,97,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003136,171,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003137,162,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003138,47,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003139,175,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003140,431,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003141,20,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003142,11,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003143,196,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003144,6,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003145,8,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003146,45,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003147,7,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003148,13,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003149,14,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003150,10,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003151,12,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003152,13,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003154,83,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003156,11,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003157,34,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003158,8,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003159,10,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003160,6,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003161,75,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003163,13,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003164,249,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003165,14,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003168,10,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003170,205,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003171,120,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003172,141,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003173,16,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003174,27,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003175,270,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003176,200,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003177,14,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003178,11,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003180,3,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003181,4,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003183,8,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003187,46,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003188,43,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003189,13,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003190,9,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003192,13,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003193,24,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003194,38,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003195,13,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003196,2,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003197,98,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003198,268,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003199,3,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003200,13,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003201,10,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003202,191,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003205,38,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003206,12,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003210,18,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003213,16,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003214,60,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003215,14,1,2013-11-18,2023-04-05,Repentigny,Ligne
1003216,13,1,2013-11-18,2023-04-05,Repentigny,Ligne
1003217,196,1,2013-11-18,2023-04-05,Repentigny,Ligne
1003218,14,1,2013-11-18,2023-04-05,Repentigny,Ligne
1003219,62,1,2013-11-18,2023-04-05,Repentigny,Ligne
1003220,13,1,2013-11-18,2023-04-05,Repentigny,Ligne
1003221,21,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003222,12,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003223,342,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003224,13,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003225,2,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003226,8,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003227,5,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003228,45,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003229,198,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003230,3,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003231,7,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003232,8,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003233,5,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003234,7,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003235,126,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003236,47,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003237,126,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003238,45,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003239,5,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003240,2,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003241,126,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003242,28,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003243,4,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003244,3,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003245,53,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003246,4,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003247,3,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003248,4,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003249,54,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003250,5,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003251,8,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003252,46,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003253,59,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003254,135,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003256,42,1,2013-11-18,2023-04-05,Repentigny,Ligne
1003257,362,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003258,169,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003260,10,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003261,6,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003262,42,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003263,16,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003265,46,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003266,67,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003267,6,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003268,13,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003269,5,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003270,4,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003271,5,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003272,4,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003273,4,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003274,9,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003276,46,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003277,29,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003279,144,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003280,41,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003282,164,1,2013-11-18,2023-03-29,Repentigny,Ligne
