ï»¿OBJECTID,MUNICIPALITE,HYDRONYME,SUPERFICIE,SHAPE.STArea(),SHAPE.STLength() 
1839,86042,,3914.5,3914.5,290.009201278386
1840,86042,,5574.00005,5574.00005,376.509571146494
1841,86042,,817,817,135.801157644585
1842,86042,,27245.5,27245.5,787.310033963539
1843,86042,,37029.5,37029.5,1248.64366336187
1844,86042,,2560.5,2560.5,205.507592454121
1845,86042,,1258,1258,198.931314256184
1846,86042,,2824.99975,2824.99975,320.435221700507
1847,86042,,1152,1152,144.241897132719
1848,86042,,13790.5,13790.5,715.018166069045
1849,86042,,5366.37783927,5366.377839265,485.33005230384
1850,86042,,613.5,613.5,125.302710129418
1851,86042,,664,664,119.614174583717
1852,86042,,2716,2716,235.939759672466
1853,86042,,67288.05076182,67288.050761825,2712.23712594505
1854,86042,,7543.5,7543.5,592.594667449036
1855,86042,,863,863,136.629277904163
1856,86042,,1709.5,1709.5,183.82894603942
1857,86042,,2203.5,2203.5,250.777277482769
1858,86042,,869,869,129.569155795536
1859,86042,,6060.99975,6060.99975,400.938376589333
1860,86042,Lac Brunet,120635,120635,2339.37389695933
1861,86042,,2494.5,2494.5,257.593915186373
1862,86042,,668,668,106.963796854986
1863,86042,,208917.9991,208917.9991,3226.70638505044
1864,86042,,6700.5,6700.5,439.687381518648
1865,86042,,2142.00005,2142.00005,174.562578046442
1866,86042,,1049,1049,130.38415125817
1867,86042,,1620.5,1620.5,248.105744419313
1868,86042,,1265.5,1265.5,196.14103522112
1869,86042,,1710.5,1710.5,201.209977026112
1870,86042,,1586.5200005,1586.5200005,190.927685641081
1871,86042,,2358,2358,260.936783162187
1872,86042,,741.5,741.5,136.899516278318
1873,86042,,4171.4994,4171.4994,253.214194465643
1874,86042,,1413,1413,164.038993486371
1875,86042,,918,918,121.216490998056
1876,86042,,1024.5,1024.5,140.441935085612
1877,86042,,3409.5,3409.5,292.370886005
1878,86042,,609.5,609.5,98.4291729291212
1879,86042,,1023,1023,146.713188677455
1880,86042,,2076.5,2076.5,294.919481228548
1881,86042,,9901,9901,993.051045515154
1882,86042,,1668.5,1668.5,157.256153191794
1883,86042,,1532,1532,168.676843858969
1884,86042,,3011,3011,278.135266696312
1885,86042,,3552.5,3552.5,238.369811641257
1886,86042,,1924,1924,247.329615406232
1887,86042,,4327,4327,529.227019885518
1888,86042,,4248.5,4248.5,359.072872297422
1889,86042,,3945,3945,373.804089717745
1890,86042,,2414,2414,190.884626411727
1891,86042,,1141.5,1141.5,163.287929118773
1892,86042,,3483,3483,367.037670557333
1893,86042,,6102.5,6102.5,352.733520939879
1894,86042,Lac Flavrian,3271109.70080028,3271109.70080028,14854.422284001
1895,86042,,1010.5,1010.5,122.758111312996
1896,86042,,17318.49985,17318.49985,2258.64278579684
1897,86042,,730.5,730.5,112.047255263647
1898,86042,,870.5,870.5,116.584450610842
1899,86042,,844.5,844.5,124.314891914543
1900,86042,Ruisseau Duval,30025.77127698,30025.77127698,1814.17979664193
1901,86042,,675.5,675.5,98.5680983329616
1902,86042,,9910.5,9910.5,485.821849964377
1903,86042,,1135.5,1135.5,131.511033526709
1904,86042,,124293.5006,124293.5006,2864.39402126614
1905,86042,,3694,3694,373.287511855771
1906,86042,,1402,1402,157.933380836805
1907,86042,,17527.5,17527.5,796.25577255834
1908,86042,,1503.5,1503.5,190.303991213055
1909,86042,,1383,1383,234.098920656315
1910,86042,,20783.99965,20783.99965,1174.75765142183
1911,86042,,3765.5,3765.5,300.672024363383
1912,86042,,1505.5,1505.5,214.622530327423
1913,86042,,1141,1141,182.303877357288
1914,86042,,1538,1538,163.001785067381
1915,86042,,20522,20522,637.616613640324
1916,86042,,2975,2975,320.389390569712
1917,86042,,9510,9510,764.566066386248
1918,86042,,2407.5,2407.5,289.701995184623
1919,86042,,1673,1673,181.912294481884
1920,86042,,1437.5,1437.5,167.158322524349
1921,86042,,1555,1555,173.952858686926
1922,86042,,976.5,976.5,145.984109527891
1923,86042,,1672.5,1672.5,237.827905340158
1924,86042,,2229.5,2229.5,202.806838910793
1925,86042,,1101,1101,153.280214486898
1926,86042,,948.5,948.5,134.066541050048
1927,86042,,1031,1031,137.361600004784
1928,86042,,920,920,134.257443166721
1929,86042,,1004,1004,127.571580673067
1930,86042,,2348.36407203,2348.364072035,351.228938728377
1931,86042,,1857,1857,206.156641866504
1932,86042,,10075.001,10075.001,449.811543630392
1933,86042,,1467,1467,212.471977356691
1934,86042,,845.00969957,845.009699565,156.906926165361
1935,86042,,1247,1247,148.442588303262
1936,86042,,3614.99975,3614.99975,330.395090764175
1937,86042,,2119.5,2119.5,230.970065716478
1938,86042,,2444.50005,2444.50005,293.58831337935
1939,86042,,1118.5,1118.5,155.952996459742
1940,86042,,634,634,101.372700883098
1941,86042,,3655.5,3655.5,280.685159398208
1942,86042,,3058.5,3058.5,252.735191637117
1943,86042,,698.4927998,698.4927998,112.564423951801
1944,86042,Lac Basserode,10063012.3764612,10063012.3764612,25251.0650163425
1945,86042,,969.5,969.5,140.935598659641
1946,86042,,2867.5,2867.5,257.719092992293
1947,86042,,4004,4004,383.963146883881
1948,86042,,10460.9997,10460.9997,784.718277048017
1949,86042,,640.5,640.5,111.988034710193
1950,86042,,730.5,730.5,120.179545444056
1951,86042,,1776,1776,179.039669117546
1952,86042,,9474,9474,537.80684184114
1953,86042,,3455.00434955,3455.00434955,323.801760903863
1954,86042,,6875.5,6875.5,336.325446856076
1955,86042,,8789.5,8789.5,551.570792199928
1956,86042,,3963.5,3963.5,393.629980402516
1957,86042,,1968.5,1968.5,180.777802038195
1958,86042,,5246.5,5246.5,369.507044136102
1959,86042,,903.5,903.5,147.000744554173
1960,86042,,786.5,786.5,123.68935548061
1961,86042,,9249.50005,9249.50005,479.622575341959
1962,86042,,796.5,796.5,129.692060933975
1963,86042,,1064.5,1064.5,144.115548459325
1964,86042,,2823.5,2823.5,275.094130367153
1965,86042,,748.49905015,748.499050155,108.545173612749
1966,86042,,3003.5,3003.5,243.85040796719
1967,86042,,718.5,718.5,120.500841531345
1968,86042,,640.5,640.5,105.263401356841
1969,86042,,1466,1466,226.124615585476
1970,86042,,1174,1174,178.799341485487
1971,86042,,2188,2188,237.660860389949
1972,86042,,8876.5,8876.5,565.754423216099
1973,86042,,1470,1470,177.546445277685
1974,86042,,700.5,700.5,119.579124763222
1975,86042,,2245,2245,211.801566291413
1976,86042,Marais Thiballier,132359.49985,132359.49985,3656.68547621442
1977,86042,,2327.5,2327.5,248.413502616071
1978,86042,Baie Ã  Levasseur,13283.00065,13283.00065,513.921699240088
1979,86042,,892,892,136.26595089352
1980,86042,,2365,2365,191.237815799023
1981,86042,,872.4999,872.4999,147.969307681793
1982,86042,,5886.5,5886.5,750.042549846275
1983,86042,,7142.5,7142.5,469.402960072849
1984,86042,,1747.5,1747.5,258.250567896826
1985,86042,,2710,2710,366.245045350993
1986,86042,,15115.5156,15115.5156,665.926528491117
1987,86042,,1213.5,1213.5,199.656669708594
1988,86042,,893.5,893.5,133.212706790511
1989,86042,,1502.5,1502.5,185.411346062092
1990,86042,,8455,8455,393.503291831368
1991,86042,,1640.5,1640.5,199.848014024694
1992,86042,Lac de l'Indien,174266.5,174266.5,3930.82883957801
1993,86042,,4056,4056,291.828477647779
1994,86042,,4193.5,4193.5,320.137649574644
1995,86042,,958.5,958.5,133.074473264274
1996,86042,,1560,1560,161.742164781657
1997,86042,,1102.5,1102.5,143.810001476592
1998,86042,,2452,2452,188.691915543081
1999,86042,,10088.5,10088.5,718.817382742404
2000,86042,,1369,1369,181.538785829949
2001,86042,,671,671,105.798301626343
2002,86042,,1027,1027,133.125626248738
2003,86042,,1941.5,1941.5,240.760741213705
2004,86042,,6397.5,6397.5,478.790261242971
2005,86042,,3780,3780,292.68072632348
2006,86042,,1294.5,1294.5,143.627790615994
2007,86042,,18345.4998,18345.4998,1175.43185028933
2008,86042,,2193.5,2193.5,195.646481054679
2009,86042,,803.5,803.5,127.614704221396
2010,86042,,2199,2199,191.075069816145
2011,86042,,8440,8440,683.153959777641
2012,86042,,882.5,882.5,115.063829468067
2013,86042,,667.50414287,667.504142875,106.797302971321
2014,86042,,1089,1089,177.001089874244
2015,86042,,57554.49845,57554.49845,1876.78370730363
2016,86042,,2994.5,2994.5,363.685972969579
2017,86042,,11669.5,11669.5,510.672763795943
2018,86042,,4534.5,4534.5,862.884909045844
2019,86042,Lac Brousseau,57315,57315,1293.1364656261
2020,86042,,14500.5,14500.5,633.280247985537
2021,86042,,1669,1669,198.725453355315
2022,86042,,892,892,146.141320941778
2023,86042,,3104.5,3104.5,237.524846783995
2024,86042,,2830.5,2830.5,221.304018681568
2025,86042,,1053,1053,138.241855200576
2026,86042,,1699.5,1699.5,200.736428452517
2027,86042,,1321.5,1321.5,155.96518729503
2028,86042,,15227.5,15227.5,802.330266946425
2029,86042,,2451,2451,217.745065104925
2030,86042,,5161.5,5161.5,363.178542553113
2031,86042,,1352.5,1352.5,159.72177471905
2032,86042,,1213.5,1213.5,141.24862664329
2033,86042,,1728.5,1728.5,206.723325851469
2034,86042,Lac Jadis,4667.5,4667.5,408.533793622522
2035,86042,,19458.5,19458.5,912.931708414293
2036,86042,,2703,2703,246.608127452544
2037,86042,,794,794,109.740206272524
2038,86042,,1520,1520,165.372244009459
2039,86042,,733,733,144.883895291219
2040,86042,,1207,1207,160.574654273365
2041,86042,,22716.5,22716.5,759.577992909128
2042,86042,,3285.5,3285.5,283.385082377535
2043,86042,,1081,1081,123.82102870762
2044,86042,,6102,6102,359.452520257055
2045,86042,,1536,1536,193.112005172016
2046,86042,,818,818,137.174904940949
2047,86042,,742,742,103.367504515453
2048,86042,,2397.5,2397.5,269.626792452891
2049,86042,Lac aux Rochers,22745,22745,836.894652425749
2050,86042,,2887.5,2887.5,223.236659767493
2051,86042,,6627.5,6627.5,568.414655047138
2052,86042,,919.5,919.5,128.428326148046
2053,86042,Lac Simson,635936.5,635936.5,4596.63551073487
2054,86042,,963.5,963.5,212.257746113232
2055,86042,,5011.5,5011.5,417.939514839611
2056,86042,,3495,3495,289.287098363501
2057,86042,,24030.50025,24030.50025,920.739552824098
2058,86042,RiviÃ¨re FrÃ©ville,38764.09152411,38764.09152411,16964.6568935243
2059,86042,,8590,8590,561.165312252872
2060,86042,,1470.5,1470.5,211.752839096856
2061,86042,,1077,1077,155.594666732631
2062,86042,,7220,7220,443.311010339547
2063,86042,,5013.5,5013.5,357.194841308279
2064,86042,,1110.5,1110.5,173.230610961233
2065,86042,,6131.5,6131.5,303.237656034658
2066,86042,,24805.5,24805.5,1915.23767924883
2067,86042,,1019.5,1019.5,141.734688833021
2068,86042,,8610,8610,666.587535282322
2069,86042,,2591,2591,203.722869729385
2070,86042,,1578,1578,177.595917091715
2071,86042,,1001,1001,134.141142488769
2072,86042,,2827.50005,2827.50005,374.083649186974
2073,86042,,1069.5,1069.5,142.760852610753
2074,86042,,1133.5,1133.5,146.971662353931
2075,86042,,723,723,108.839921080464
2076,86042,,4538.5,4538.5,321.330168894443
2077,86042,,1657.5,1657.5,210.884983343775
2078,86042,,800,800,112.633667662211
2079,86042,Cours d'eau Milot,6587.9998,6587.9998,489.252723046046
2080,86042,Ruisseau Caste,19978.41709028,19978.41709028,2824.42719577194
2081,86042,,2765.00717381,2765.007173815,297.803202118243
2082,86042,Baie McCormick,588082.02571685,588082.02571685,5301.55887955623
2083,86042,Lac Ross,21248.26088549,21248.260885485,649.413966918743
2084,86042,,12052,12052,502.944465880124
2085,86042,,3260,3260,270.551511852199
2086,86042,Lac Jane,62238.5,62238.5,1316.20576373805
2087,86042,,1005.5,1005.5,174.103341767821
2088,86042,,2915,2915,228.544975419817
2089,86042,,831,831,168.806242504311
2090,86042,,3827,3827,382.535275857276
2091,86042,,1223.5,1223.5,180.862126192067
2092,86042,,11406,11406,675.40807863322
2093,86042,,8548.5,8548.5,531.315968275167
2094,86042,,1958.5,1958.5,212.157368321706
2095,86042,,1032,1032,133.694878077141
2096,86042,,3580.49955,3580.49955,646.022104021468
2097,86042,,3081,3081,315.054573734812
2098,86042,,975.5,975.5,137.072397000015
2099,86042,,601.5,601.5,111.264508052885
2100,86042,,910,910,156.521267389213
2101,86042,,3507.5,3507.5,309.887921365734
2102,86042,,1409,1409,153.112357039164
2103,86042,,4023,4023,293.137432923926
2104,86042,,4745.5,4745.5,398.951641448961
2105,86042,,1095.02643506,1095.026435055,134.466922522637
2106,86042,,3539.97225055,3539.972250555,227.820899713274
2107,86042,,1601,1601,195.167147659431
2108,86042,,8070,8070,727.197464360378
2109,86042,,1243.5,1243.5,194.274345577466
2110,86042,,1086.5,1086.5,140.536438991738
2111,86042,,2563.5,2563.5,210.168734623098
2112,86042,,4135,4135,387.987983942339
2113,86042,,1013.5,1013.5,130.56377654631
2114,86042,,1045.5,1045.5,122.675634831118
2115,86042,,3941,3941,324.892062621481
2116,86042,Cours d'eau Milot,9126.01869944,9126.018699445,598.343512762816
2117,86042,Lac Mowgli,242135,242135,2423.53162664302
2118,86042,,12805.9999,12805.9999,546.245517223299
2119,86042,,1543,1543,156.110117897241
2120,86042,,2034.5,2034.5,211.682912168414
2121,86042,,1285,1285,154.993202320994
2122,86042,,1682.5,1682.5,190.289065303032
2123,86042,,30884.0001,30884.0001,1416.46000348152
2124,86042,,2508.5,2508.5,218.378567714436
2125,86042,,1505,1505,202.264888698176
2126,86042,,1175,1175,171.291928976581
2127,86042,,832.5,832.5,125.096494074557
2128,86042,,17521.5,17521.5,653.334512280621
2129,86042,Baie Brennan,825848.4998,825848.4998,14579.632314934
2130,86042,,2652,2652,276.214534408706
2131,86042,,1992.46685192,1992.466851925,311.327557279575
2132,86042,,1034.99689823,1034.996898235,142.109292167069
2133,86042,,2030.014649,2030.014648995,200.699457727304
2134,86042,,1066,1066,146.708093815072
2135,86042,,1698,1698,184.562194007787
2136,86042,,3887,3887,299.517047337218
2137,86042,,865.5,865.5,112.91511650853
2138,86042,,62717,62717,1856.04993677669
2139,86042,,32572,32572,1886.09997108648
2140,86042,,1175,1175,144.15140872846
2141,86042,,1334.5,1334.5,156.407844729023
2142,86042,,11297.5,11297.5,441.868869684575
2143,86042,,7977.50195,7977.50195,817.650580958589
2144,86042,,14358.99975,14358.99975,954.350284555219
2145,86042,,2175,2175,233.591948493642
2146,86042,,2191,2191,197.050369207116
2147,86042,,1125.5,1125.5,180.760085498109
2148,86042,,4723,4723,422.926511907384
2149,86042,,876,876,138.35606887069
2150,86042,,3822,3822,258.086603044899
2151,86042,,5816.5,5816.5,523.869753281409
2152,86042,Lac Rond,11876.5,11876.5,391.467908858728
2153,86042,,3450.5,3450.5,311.703899530607
2154,86042,,1530,1530,179.619405653079
2155,86042,,691.5,691.5,101.148605919527
2156,86042,,2860.5,2860.5,259.999306261841
2157,86042,,9455.5,9455.5,468.111980234786
2158,86042,,891.5,891.5,117.768734583039
2159,86042,,1173.5,1173.5,144.371295989669
2160,86042,,1720.5,1720.5,214.528866509537
2161,86042,Lac des Corises,35569,35569,1188.1341792509
2162,86042,,603.5,603.5,114.137298689219
2163,86042,,1889,1889,241.225372253221
2164,86042,,1077,1077,186.82368996993
2165,86042,,4730,4730,399.061109989465
2166,86042,,1785.5,1785.5,177.795568036384
2167,86042,,6039,6039,343.353259546839
2168,86042,,2981,2981,251.750993093032
2169,86042,,4026.5,4026.5,464.864100448716
2170,86042,,944.5,944.5,152.033383733882
2171,86042,,2091,2091,276.416990825417
2172,86042,,3690,3690,302.697135976349
2173,86042,,768,768,111.887979579374
2174,86042,,1030.5,1030.5,149.05722889795
2175,86042,,2312,2312,234.51334492047
2176,86042,,36873.5,36873.5,1064.1657291116
2177,86042,,1587,1587,203.574995497901
2178,86042,,919,919,123.177999239526
2179,86042,,3712.5,3712.5,333.969609914616
2180,86042,,1291.5,1291.5,136.996398765092
2181,86042,,806,806,117.811975432161
2182,86042,,1286.0002,1286.0002,247.078900991494
2183,86042,,3724.9999,3724.9999,261.374425951044
2184,86042,,960,960,135.299105233134
2185,86042,,2628,2628,220.024343478071
2186,86042,,1834.5,1834.5,250.621334747745
2187,86042,,1983.5,1983.5,196.997643544051
2188,86042,,1373.5,1373.5,168.671304595964
2189,86042,,1610.5,1610.5,186.301522751431
2190,86042,,1428,1428,160.991549168935
2191,86042,,1400,1400,144.129346398912
2192,86042,,12604.71622453,12604.716224525,619.631193260886
2193,86042,,75640.50065,75640.50065,3542.27004386944
2194,86042,Ruisseau du Chasseur,18903.92851463,18903.92851463,2559.25243538938
2195,86042,,759.5,759.5,141.275796684376
2196,86042,,19690.9997,19690.9997,1032.69449675881
2197,86042,,2559,2559,252.031371879033
2198,86042,Lac Calant,70358,70358,1487.94222209011
2199,86042,,912.5,912.5,154.765788156626
2200,86042,,1302,1302,180.235352041274
2201,86042,Cours d'eau Samuel,1116.50064088,1116.500640875,278.721372804004
2202,86042,,1651,1651,175.368976876513
2203,86042,,5411.5,5411.5,287.792525686136
2204,86042,,1353.5,1353.5,140.803484859053
2205,86042,,4363,4363,338.190920466319
2206,86042,,7616.5,7616.5,701.974826654694
2207,86042,,2480,2480,241.115428814092
2208,86042,,2836.5,2836.5,297.240307012046
2209,86042,,4255.9994,4255.9994,352.188082224846
2210,86042,,2131.5,2131.5,228.194618908428
2211,86042,,3128.5,3128.5,303.230647340397
2212,86042,,696,696,126.920746730955
2213,86042,,2743.5,2743.5,219.615599003576
2214,86042,,3493.5,3493.5,366.397080204608
2215,86042,,1388.5,1388.5,196.038803325861
2216,86042,,10797.5,10797.5,870.787381804419
2217,86042,,15752.5396997,15752.539699695,522.435652126304
2218,86042,,1933.46159997,1933.46159997,302.123894901883
2219,86042,,4568.50015,4568.50015,308.812888791981
2220,86042,,2594,2594,343.474562341062
2221,86042,,2946,2946,259.548813416912
2222,86042,,4422.5,4422.5,304.316078871573
2223,86042,,2174.5,2174.5,255.240197848099
2224,86042,,5679.5,5679.5,444.710416028154
2225,86042,,727.9999,727.9999,107.393891505221
2226,86042,,8085,8085,404.944800436236
2227,86042,Cours d'eau Milot,8738.5000183,8738.500018295,763.171993385659
2228,86042,,18704,18704,951.052658467005
2229,86042,,3346.5,3346.5,336.640515779794
2230,86042,,1379,1379,217.495846139113
2231,86042,,10812.5,10812.5,871.843688440948
2232,86042,,1446,1446,161.1901534176
2233,86042,,1022.5,1022.5,133.534184109364
2234,86042,,2374.5,2374.5,179.489704007224
2235,86042,,21158.0002,21158.0002,981.986486209792
2236,86042,,19776,19776,607.436024776138
2237,86042,,7191,7191,520.018214670635
2238,86042,,4.11114069,4.11114069,11.4878276113734
2239,86042,,3232,3232,213.227040444465
2240,86042,,18927.5,18927.5,818.230692519458
2241,86042,,12005.4998,12005.4998,899.390964686715
2242,86042,,3013,3013,273.586188639808
2243,86042,,830.5,830.5,118.702006098462
2244,86042,,705,705,126.966474814208
2245,86042,,930,930,122.832246001871
2246,86042,,7156.5,7156.5,436.165663442193
2247,86042,,1196,1196,164.074474193496
2248,86042,,1933,1933,252.835787704197
2249,86042,,2252,2252,234.286456182394
2250,86042,,4564.5,4564.5,271.144563285459
2251,86042,,244953.5,244953.5,2707.33809399184
2252,86042,,6960,6960,875.255875977782
2253,86042,,1428.0001,1428.0001,195.64204634736
2254,86042,,1729,1729,229.399032448107
2255,86042,,2617.5,2617.5,313.881247034487
2256,86042,,29432.00005,29432.00005,1045.15145101471
2257,86042,,1150,1150,166.197163078123
2258,86042,,2793.5,2793.5,262.52318211371
2259,86042,,965.5,965.5,139.03979640821
2260,86042,,2485.5,2485.5,224.680141686088
2261,86042,,5765.5,5765.5,466.743192526922
2262,86042,,820,820,128.209987004933
2263,86042,,2989.5,2989.5,240.353786851556
2264,86042,Lac Loynes,95724,95724,2409.0194823639
2265,86042,,603.5,603.5,120.953691569675
2266,86042,,1179.5,1179.5,169.009818481261
2267,86042,,3.6851819,3.685181905,18.3804546272287
2268,86042,,2.34344016,2.34344016,17.4658383948251
2269,86042,,8752.81656352,8752.81656352,436.147808084548
2270,86042,,4481,4481,428.934047980444
2271,86042,,3625.5,3625.5,330.737085050457
2272,86042,,3131,3131,308.740095831245
2273,86042,,2747,2747,262.731928036151
2274,86042,,5950,5950,343.013367651241
2275,86042,,1391.5,1391.5,169.95172086256
2276,86042,,2617.5,2617.5,220.731898570256
2277,86042,,9043,9043,639.006461989478
2278,86042,,1627.0008082,1627.0008082,239.282167518948
2279,86042,,1520,1520,157.695983337136
2280,86042,,2207.5,2207.5,238.120990485953
2281,86042,,27001.9985,27001.9985,1129.2664659758
2282,86042,,876.5,876.5,125.376516656651
2283,86042,,1098.5,1098.5,135.668246554581
2284,86042,,2218,2218,280.312156841328
2285,86042,,906,906,119.265177011633
2286,86042,,2520,2520,267.3975465522
2287,86042,,918.5,918.5,113.410261005867
2288,86042,,13555,13555,649.505159162726
2289,86042,,5674.5,5674.5,352.06698875206
2290,86042,,7719.0001,7719.0001,651.349995329042
2291,86042,,12437.5,12437.5,726.91020982768
2292,86042,Lac ClÃ©ricy,945329.88137963,945329.88137963,7927.31300290475
2293,86042,,2088,2088,223.971393986209
2294,86042,,55453,55453,1593.33716594809
2295,86042,,681,681,103.862136901481
2296,86042,,688,688,103.35196484512
2297,86042,,4075.5,4075.5,348.315989106801
2298,86042,,3215,3215,235.087712903614
2299,86042,,900,900,130.227047710686
2300,86042,,4420.5,4420.5,291.907984763124
2301,86042,,781,781,113.676272245684
2302,86042,,860.5,860.5,144.787492713223
2303,86042,Baie Sergius,1232382.70876185,1232382.70876185,10111.3508858502
2304,86042,,4074,4074,392.105681347494
2305,86042,,891.5,891.5,156.544124189967
2306,86042,,30765.99985,30765.99985,778.382626166563
2307,86042,,21.23800792,21.23800792,21.7356474825994
2308,86042,,3303.5,3303.5,283.833197462348
2309,86042,,6902,6902,414.152163942339
2310,86042,,2454.99995,2454.99995,301.913423189931
2311,86042,,3596,3596,282.072818096187
2312,86042,,3104,3104,233.437485365121
2313,86042,,2520,2520,309.135378640359
2314,86042,,806.5,806.5,120.040512688719
2315,86042,,4440,4440,387.854924036896
2316,86042,,1925.99975,1925.99975,181.514861778232
2317,86042,,1702,1702,250.670982487665
2318,86042,,3766.5,3766.5,278.954228264289
2319,86042,,2915.5,2915.5,293.338633223072
2320,86042,,2142.5,2142.5,229.447104951877
2321,86042,,2863.5,2863.5,276.03807070965
2322,86042,,15079.00015,15079.00015,824.714326753138
2323,86042,,987,987,153.2403029752
2324,86042,,6721,6721,568.184231716999
2325,86042,,1734,1734,171.70608515178
2326,86042,,4198.5,4198.5,383.968048421748
2327,86042,,5510,5510,409.081925539973
2328,86042,,9072.5,9072.5,480.268124113139
2329,86042,,2446,2446,259.477507642138
2330,86042,,7304.49985,7304.49985,538.799257607986
2331,86042,,3696,3696,290.13317789217
2332,86042,,1126,1126,146.969754962287
2333,86042,,761.5,761.5,122.65690155003
2334,86042,,952,952,169.28058879286
2335,86042,,5642,5642,609.519509968638
2336,86042,,1067.5,1067.5,144.595027950439
2337,86042,,1471,1471,156.29309899346
2338,86042,,1505.5,1505.5,185.624843770229
2339,86042,,4016,4016,301.768086837752
2340,86042,,1087,1087,133.270788513045
2341,86042,,8275.5,8275.5,413.197690539525
2342,86042,,2543,2543,275.483894831088
2343,86042,,2994,2994,258.787463700361
2344,86042,,1321.5,1321.5,147.421644049258
2345,86042,,9232.99995,9232.99995,773.404642294729
2346,86042,,3178.5,3178.5,230.128339877046
2347,86042,,1602,1602,226.035139005494
2348,86042,,1098.5,1098.5,144.608511301455
2349,86042,Ruisseau Sault,968.5,968.5,119.388855628133
2350,86042,,5417.5,5417.5,363.982443612904
2351,86042,,1440.5,1440.5,193.674603714034
2352,86042,,999.5,999.5,134.952724441579
2353,86042,Baie Lamy,5303806.82993612,5303806.82993612,16439.9168937669
2354,86042,Lac Vauze,137118.5001537,137118.5001537,2275.85707843318
2355,86042,,2210,2210,233.309401621736
2356,86042,,840,840,106.726801009083
2357,86042,,2150,2150,217.425864577554
2358,86042,,1114,1114,136.463235653975
2359,86042,,663,663,101.259186649508
2360,86042,,1233.5,1233.5,133.95265460261
2361,86042,,1461.5,1461.5,164.117249244559
2362,86042,,1039.00015,1039.00015,129.350122058209
2363,86042,Ruisseau Patrice,16584.5,16584.5,2870.6904160705
2364,86042,,1190,1190,140.989975645872
2365,86042,,3458.5,3458.5,286.268917775775
2366,86042,,3472.5,3472.5,274.6048395092
2367,86042,,1677.502,1677.502,207.657456190128
2368,86042,,3550.012,3550.012,283.208163192317
2369,86042,,9706.5,9706.5,531.538718655848
2370,86042,,839.5,839.5,128.778258793686
2371,86042,,636,636,100.177056572359
2372,86042,,2157.5,2157.5,280.043689171444
2373,86042,,7197.5,7197.5,569.295740405101
2374,86042,,1478.5,1478.5,179.305195589089
2375,86042,,1336.5,1336.5,183.086542105074
2376,86042,,23472,23472,877.503743569018
2377,86042,,1133,1133,162.205802198897
2378,86042,,2992.99965,2992.99965,689.023136407125
2379,86042,,1383,1383,170.69066840273
2380,86042,,3759,3759,273.596609588836
2381,86042,,7654,7654,473.06779108829
2382,86042,,2713.5,2713.5,252.885686627148
2383,86042,,9140.50005,9140.50005,866.605825829239
2384,86042,,2261.5,2261.5,210.308339982508
2385,86042,,4972,4972,300.292176433837
2386,86042,,2831.00015,2831.00015,360.871073158907
2387,86042,,3042,3042,264.266084951518
2388,86042,,734,734,117.337508597847
2389,86042,,2046,2046,232.768901156471
2390,86042,,3024,3024,279.791110216189
2391,86042,,872.5,872.5,186.264296807888
2392,86042,,644.5,644.5,117.004772718859
2393,86042,,8737.5,8737.5,462.582692358164
2394,86042,,2263,2263,253.623642504821
2395,86042,,5528.5,5528.5,486.912599507971
2396,86042,,3064,3064,366.616012720992
2397,86042,,884.5,884.5,136.229221922685
2398,86042,,689.5,689.5,133.703496407321
2399,86042,,5010,5010,343.99803354083
2400,86042,,3708,3708,237.301183369679
2401,86042,,4756,4756,573.126793004636
2402,86042,,45582.4999,45582.4999,1209.16881565642
2403,86042,,836.5,836.5,117.373808689357
2404,86042,,76778.9997,76778.9997,2034.70644471295
2405,86042,,1304.5,1304.5,151.812458342094
2406,86042,,2599,2599,320.942952626062
2407,86042,,3647.5,3647.5,317.370485618737
2408,86042,,3725,3725,433.77167391081
2409,86042,,2525,2525,193.718083869153
2410,86042,,1893.5,1893.5,168.117492398549
2411,86042,,1803,1803,208.777318802018
2412,86042,,525.5911912,525.5911912,98.3337821602782
2413,86042,,977,977,153.124230644714
2414,86042,,1782.50940326,1782.50940326,249.671317057076
2415,86042,,6794.5,6794.5,578.938799557261
2416,86042,,725,725,111.245105355921
2417,86042,,1027.01250043,1027.012500425,149.275451416556
2418,86042,,626.02005899,626.02005899,107.912279283285
2419,86042,,3767.5,3767.5,283.001988593303
2420,86042,,6450.5,6450.5,409.252458425152
2421,86042,,2015.52135063,2015.52135063,281.166211129532
2422,86042,,3142.5,3142.5,451.221012487481
2423,86042,Lac Noranda,158302.28685421,158302.286854205,1789.94093465356
2424,86042,,3675.5,3675.5,304.799513804091
2425,86042,,21548.5,21548.5,886.223149195806
2426,86042,,9101.5,9101.5,683.885903571423
2427,86042,,6886.5,6886.5,534.8120226042
2428,86042,,3060.5,3060.5,305.382504014881
2429,86042,,793.5,793.5,115.296917096062
2430,86042,,2373,2373,215.846330079376
2431,86042,,1329.9994,1329.9994,227.947742689093
2432,86042,,15625.5,15625.5,538.160223520568
2433,86042,,747.5,747.5,111.556135159175
2434,86042,,1173,1173,153.620504678298
2435,86042,,1319.5,1319.5,152.326706670314
2436,86042,,1240,1240,154.682010499295
2437,86042,,2052.00005,2052.00005,236.856498850896
2438,86042,,1152.99310043,1152.99310043,124.37657154693
2439,86042,,3279.98305015,3279.98305015,360.385577735198
