ï»¿Date,Nb_Cas_Cumulatif,Nb_Nvx_Cas,Nb_Deces_Cumulatif_Total,Nb_Nvx_Deces_Total
2024-05-15,1456633,123,20082,2
2024-05-16,1456722,89,20082,0
2024-05-17,1456818,96,20083,1
2024-05-18,1456887,69,20086,3
2024-05-19,1456952,65,20086,0
2024-05-20,1457027,75,20087,1
2024-05-21,1457144,117,20087,0
2024-05-22,1457252,108,20087,0
2024-05-23,1457348,96,20088,1
2024-05-24,1457433,85,20090,2
2024-05-25,1457505,72,20092,2
2024-05-26,1457579,74,20093,1
2024-05-27,1457694,115,20097,4
2024-05-28,1457802,108,20099,2
2024-05-29,1457910,108,20099,0
2024-05-30,1458020,110,20102,3
2024-05-31,1458130,110,20103,1
2024-06-01,1458211,81,20104,1
2024-06-02,1458280,69,20105,1
2024-06-03,1458409,129,20106,1
2024-06-04,1458546,137,20110,4
2024-06-05,1458696,150,20112,2
2024-06-06,1458820,124,20115,3
2024-06-07,1458933,113,20117,2
2024-06-08,1459008,75,20117,0
2024-06-09,1459085,77,20120,3
2024-06-10,1459217,132,20122,2
2024-06-11,1459376,159,20123,1
2024-06-12,1459528,152,20124,1
2024-06-13,1459651,123,20127,3
2024-06-14,1459780,129,20127,0
2024-06-15,1459852,72,20128,1
2024-06-16,1459936,84,20129,1
2024-06-17,1460124,188,20132,3
2024-06-18,1460303,179,20134,2
2024-06-19,1460474,171,20136,2
2024-06-20,1460667,193,20137,1
2024-06-21,1460821,154,20142,5
2024-06-22,1460941,120,20145,3
2024-06-23,1461037,96,20146,1
2024-06-24,1461128,91,20147,1
2024-06-25,1461336,208,20148,1
2024-06-26,1461564,228,20148,0
2024-06-27,1461741,177,20149,1
2024-06-28,1461904,163,20152,3
2024-06-29,1462012,108,20155,3
2024-06-30,1462132,120,20155,0
2024-07-01,1462294,162,20157,2
2024-07-02,1462561,267,20159,2
2024-07-03,1462769,208,20165,6
2024-07-04,1462971,202,20169,4
2024-07-05,1463142,171,20175,6
2024-07-06,1463313,171,20177,2
2024-07-07,1463470,157,20179,2
2024-07-08,1463702,232,20181,2
2024-07-09,1463943,241,20183,2
2024-07-10,1464189,246,20185,2
2024-07-11,1464405,216,20186,1
2024-07-12,1464602,197,20188,2
2024-07-13,1464745,143,20194,6
2024-07-14,1464910,165,20197,3
2024-07-15,1465236,326,20201,4
2024-07-16,1465534,298,20204,3
2024-07-17,1465845,311,20210,6
2024-07-18,1466134,289,20213,3
2024-07-19,1466403,269,20217,4
2024-07-20,1466599,196,20220,3
2024-07-21,1466823,224,20225,5
2024-07-22,1467121,298,20229,4
2024-07-23,1467448,327,20235,6
2024-07-24,1467769,321,20238,3
2024-07-25,1468066,297,20241,3
2024-07-26,1468385,319,20244,3
2024-07-27,1468585,200,20246,2
2024-07-28,1468821,236,20251,5
2024-07-29,1469236,415,20254,3
2024-07-30,1469662,426,20257,3
2024-07-31,1470068,406,20264,7
2024-08-01,1470385,317,20268,4
2024-08-02,1470708,323,20273,5
2024-08-03,1470924,216,20277,4
2024-08-04,1471167,243,20280,3
2024-08-05,1471513,346,20285,5
2024-08-06,1471891,378,20287,2
2024-08-07,1472259,368,20289,2
2024-08-08,1472596,337,20296,7
2024-08-09,1472886,290,20303,7
2024-08-10,1473096,210,20308,5
2024-08-11,1473368,272,20316,8
2024-08-12,1473772,404,20320,4
2024-08-13,1474221,449,20321,1
2024-08-14,1474632,411,20327,6
2024-08-15,1474963,331,20334,7
2024-08-16,1475325,362,20337,3
2024-08-17,1475590,265,20342,5
