"Point d'échantillonnage","Date","%OD","O2 (mg/L)","Conductivité (µs/cm2)","pH","Température (oC)","Signe COLI","COLI","MÉTÉO","Ag (µg/L)","Al (µg/L)","As (µg/L)","Ba (µg/L)","Be (µg/L)","Ca (µg/L)","Cd (µg/L)","Co (µg/L)","COT (µg/L)","Cr (µg/L)","Cu (µg/L)","Fe (µg/L)","K (µg/L)","Mg (µg/L)","Mn (µg/L)","Mo (µg/L)","Na (µg/L)","NH3 (µg/L)","Ni (µg/L)","Ptot (µg/L)","Pb (µg/L)","MES  (mg/L)","Sb (µg/L)","Se (µg/L)","Sn2 ug/L","Tl ug/L","U (µg/L)","V (µg/L)","Zn (µg/L)"
"EMIS-MS72",2012-08-13 09:48,95,"8,0",304,"8,2","23,6","=",3800,-1,"0,1",121,"0,9",25,"0,1",33200,"0,1","0,1",,"0,4","0,8",153,1618,8406,"7,9","1,0",12902,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","3,0"
"EMIS-MS72",2012-09-19 10:54,101,"9,3",297,"8,5","19,4","=",5000,-1,"0,1",100,"0,9",23,"0,1",31120,"0,1","0,1",,"0,5","0,9",151,1626,8432,"8,5","1,0",13008,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,4","3,0"
"EMIS-MS72",2012-09-26 10:31,97,"9,3",292,"8,3","17,5","=",1400,1,"0,1",114,"0,9",24,"0,1",32500,"0,1","0,1",,"0,3","1,0",135,1698,8860,"7,5","1,0",13256,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,4","0,5","3,0"
"EMIS-MS72",2012-10-17 10:45,125,"13,3",294,"8,2","12,3","=",5100,-2,"0,1",88,"0,8",24,"0,1",30260,"0,1","0,1",,"0,6","0,8",115,1560,8042,"5,4","1,0",12148,,"0,6",,"0,2",,"0,5","0,5","1,0","0,2","0,4","0,4","3,0"
"EMIS-MS72P1",2012-06-27 10:44,104,"9,4",217,"8,2","20,6","=",90,0,"0,1",327,"0,6",25,"0,1",24520,"0,1","0,1",,"0,9","1,5",362,1333,6628,"15,2","1,0",10614,,"0,9",,"0,3",,"0,5","0,5","1,0","0,2","0,3","1,0","6,6"
"EMIS-MS72P1",2012-07-18 10:57,104,"8,7",238,"8,5","24,9","=",1500,-1,"0,1",214,"0,8",22,"0,1",24900,"0,1","0,1",,"0,5","1,4",230,1365,6650,"11,0","1,0",10362,,"0,8",,"0,3",,"0,5","0,5","1,0","0,2","0,3","0,8","6,7"
"EMIS-MS72P1",2012-07-31 11:30,107,"8,9",292,"8,5","24,7","=",18,1,"0,1",87,"1,0",23,"0,1",31060,"0,1","0,1",,"0,4","1,2",100,1548,8424,"7,0","1,0",13404,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,7","3,0"
"EMIS-MS72P1",2012-08-13 09:55,97,"8,2",297,"8,3","23,7","=",160,-1,"0,1",94,"0,9",24,"0,1",32220,"0,1","0,1",,"0,5","0,9",119,1599,8264,"7,0","1,0",12908,,"0,5",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","3,0"
"EMIS-MS72P1",2012-09-19 11:25,101,"9,3",285,"8,5","19,3","=",1500,-1,"0,1",106,"0,8",23,"0,1",28680,"0,1","0,1",,"0,6","1,1",156,1568,8106,"9,1","1,0",12780,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","3,0"
"EMIS-MS72P1",2012-09-26 10:38,99,"9,5",282,"8,4","17,3","<",10,1,"0,1",145,"0,8",24,"0,1",30840,"0,1","0,1",,"0,7","1,3",157,1654,8504,"8,9","1,0",12940,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","3,0"
"EMIS-MS72P1",2012-10-17 10:49,120,"13,5",285,"8,2","12,0","=",36,-2,"0,1",119,"0,8",23,"0,1",29300,"0,1","0,1",,"0,6","1,0",165,1548,7788,"7,0","1,0",12188,,"0,7",,"0,5",,"0,5","0,5","1,3","0,2","0,4","0,5","3,0"
"EMIS-MS72P2",2012-07-18 08:35,,,311,"8,2",,"=",320000,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-MS72P2",2012-07-31 11:21,96,"8,0",309,"8,3","24,5",">",60000,1,"0,1",186,"0,9",25,"0,1",31640,"0,1","0,8",,"0,5","1,9",233,1820,8632,"12,0","1,0",14480,,"1,0",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,7","3,0"
"EMIS-MS72P2",2012-08-13 09:51,93,"7,9",307,"8,2","23,7","=",25000,-1,"0,1",168,"0,9",25,"0,1",33320,"0,1","0,2",,"0,6","1,2",213,1711,8546,"10,0","2,0",13470,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,4","0,6","3,0"
"EMIS-MS72P2",2012-09-19 11:22,101,"9,3",301,"8,6","19,4","=",140000,-1,"0,1",144,"0,9",24,"0,1",29520,"0,1","0,4",,"0,7","1,4",199,1728,8386,"10,6","1,0",13668,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","3,0"
"EMIS-MS72P2",2012-09-26 10:44,95,"9,0",294,"8,3","17,5","=",27000,1,"0,1",171,"0,9",25,"0,1",33040,"0,1","0,2",,"0,9","1,5",184,1813,9112,"9,8","1,0",13904,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,4","0,5","3,0"
"EMIS-MS72P2",2012-10-17 10:53,128,"13,7",296,"8,2","12,3","=",34000,-2,"0,1",116,"0,8",23,"0,1",29840,"0,1","0,3",,"0,6","1,1",150,1651,7960,"6,8","1,0",12442,,"0,6",,"0,2",,"0,5","0,5","1,0","0,2","0,4","0,4","3,0"
"EMIS-MT23",2012-06-27 09:52,97,"8,8",289,"8,3","20,1","=",36,0,"0,1",122,"0,8",26,"0,1",33800,"0,1","0,1",,"0,4","1,5",134,1537,8858,"7,2","1,0",13694,,"0,7",,"0,3",,"0,5","0,5","1,0","0,2","0,4","0,5","7,9"
"EMIS-MT23",2012-07-18 09:42,103,"8,6",300,"8,8","24,5","=",1200,-1,"0,1",78,"0,9",25,"0,1",32600,"0,1","0,1",,"0,3","1,1",88,1606,8710,"6,9","1,0",13090,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","6,0"
"EMIS-MT23",2012-07-31 09:12,109,"9,0",302,"8,7","24,6","<",10,1,"0,1",49,"0,9",24,"0,1",31820,"0,1","0,1",,"0,3","0,9",65,1606,8840,"6,2","1,0",13610,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","3,0"
"EMIS-MT23",2012-08-13 09:04,102,"8,6",311,"8,9","23,9","<",10,-1,"0,1",58,"0,9",24,"0,1",33580,"0,1","0,1",,"0,3","0,8",80,1623,8704,"6,3","1,0",13540,,"0,5",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","3,0"
"EMIS-MT23",2012-09-19 09:16,102,"9,5",303,"8,9","19,0","=",1600,-1,"0,1",61,"0,8",23,"0,1",30080,"0,1","0,1",,"0,5","1,0",99,1657,8492,"7,0","1,0",13342,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,4","3,0"
"EMIS-MT23",2012-09-26 09:10,103,"9,9",300,"8,5","17,4","=",150,1,"0,1",83,"0,9",24,"0,1",33080,"0,1","0,1",,"0,4","1,1",93,1732,9122,"7,6","1,0",13724,,"0,6",,"0,2",,"0,5","0,5","1,0","0,2","0,4","0,4","3,5"
"EMIS-MT23",2012-10-17 09:12,127,"13,7",304,"8,3","11,9","=",27,-2,"0,1",63,"0,8",23,"0,1",31360,"0,1","0,1",,"0,5","0,7",86,1618,8416,"4,4","1,0",12648,,"0,6",,"0,2",,"0,5","0,5","1,0","0,2","0,4","0,3","3,0"
"EMIS-MU4",2012-07-31 11:35,108,"8,9",292,"8,6","24,7","=",18,1,"0,1",95,"0,9",23,"0,1",32120,"0,1","0,1",,"0,4","1,1",113,1648,8828,"7,7","1,0",14198,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","3,0"
"EMIS-MU4",2012-08-13 10:00,97,"8,2",292,"8,4","23,7","=",81,-1,"0,1",129,"0,9",24,"0,1",32520,"0,1","0,1",,"0,5","1,0",161,1620,8206,"9,3","1,0",12914,,"0,6",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","3,0"
"EMIS-MU4",2012-09-19 11:30,101,"9,4",267,"8,5","19,1","=",1400,-1,"0,1",142,"0,8",23,"0,1",27180,"0,1","0,1",,"0,4","1,3",199,1523,7536,"10,6","1,0",12060,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","3,0"
"EMIS-MU4",2012-09-26 10:49,98,"9,4",266,"8,4","17,2","=",27,1,"0,1",188,"0,8",24,"0,1",29240,"0,1","0,1",,"0,6","1,3",200,1625,8118,"10,5","1,0",12518,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","7,6"
"EMIS-MU4",2012-10-17 10:58,127,"13,7",274,"8,2","11,9","=",54,-2,"0,1",161,"0,7",23,"0,1",27860,"0,1","0,1",,"0,4","1,2",197,1525,7422,"9,5","1,0",11782,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","3,0"
"FSL-69R",2012-06-27 09:27,,,286,"8,6","20,0","=",27,0,"0,1",162,"0,7",27,"0,1",34020,"0,1","0,1",,"0,5","1,4",197,1592,8802,"9,8","1,0",14496,,"0,8",,"0,3",,"0,5","0,5","1,0","0,2","0,4","0,6","7,0"
"FSL-69R",2012-07-18 09:24,97,"8,1",297,"9,1","24,5","=",250,-1,"0,1",114,"0,8",24,"0,1",31600,"0,1","0,1",,"0,3","1,1",134,1569,8404,"7,9","1,0",12900,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","6,5"
"FSL-69R",2012-07-31 08:57,107,"8,9",300,"8,6","24,6","<",10,1,"0,1",95,"0,9",24,"0,1",31480,"0,1","0,1",,"0,4","1,2",123,1586,8468,"7,8","1,0",13946,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","3,0"
"FSL-69R",2012-08-13 08:51,95,"8,0",308,"9,3","23,7","=",210,-1,"0,1",136,"0,9",24,"0,1",32220,"0,1","0,2",,"0,5","1,2",178,1616,8252,"9,5","1,0",13968,,"0,9",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","3,0"
"FSL-69R",2012-09-19 09:01,101,"9,3",298,"9,3","19,4","=",640,-1,"0,1",96,"0,8",23,"0,1",29380,"0,1","0,1",,"0,6","1,3",138,1585,8192,"8,3","1,0",13710,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,4","3,0"
"FSL-69R",2012-09-26 08:55,102,"9,7",288,"8,6","17,3","=",18,1,"0,1",132,"1,0",24,"0,1",30940,"0,1","0,1",,"0,8","1,3",165,1657,8600,"8,5","2,0",13028,,"0,7",,"0,2",,"0,5","0,5","1,1","0,2","0,4","0,4","3,7"
"FSL-69R",2012-10-17 09:00,129,"13,3",290,"8,3","12,1","<",10,-2,"0,1",115,"0,7",23,"0,1",29820,"0,1","0,1",,"0,6","2,0",147,1563,7842,"7,1","1,0",12312,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,4","3,0"
"OER-MTL",2012-06-27 10:12,93,"8,4",343,"7,8","20,0","=",80000,0,"0,1",270,"0,7",28,"0,1",36300,"0,1","2,4",,"0,9","5,8",392,3020,9122,"21,5","2,0",24320,,"1,3",,"0,5",,"0,5","0,5","1,0","0,2","0,3","0,7","13,2"
"OER-MTL",2012-07-18 10:17,95,"7,9",354,"8,0","24,3","=",92000,-1,"0,1",193,"0,9",25,"0,1",33000,"0,1","0,7",,"0,5","2,1",234,1894,8816,"12,0","1,0",14776,,"0,9",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,7","5,6"
"OER-MTL",2012-07-31 10:00,92,"7,7",408,"7,9","24,6","=",280000,1,"0,1",288,"0,9",27,"0,1",35400,"0,1","4,9",,"1,1","5,5",435,3094,9376,"28,0","2,0",22620,,"1,5",,"0,4",,"0,5","0,5","1,0","0,2","0,3","0,7","5,1"
"OER-MTL",2012-08-13 09:28,73,"6,1",418,"7,8","23,8","=",2100000,-1,"0,1",220,"1,0",27,"0,1",37420,"0,1","4,5",,"0,6","6,8",306,3274,9396,"23,9","2,0",23920,,"1,0",,"0,3",,"0,5","2,6","1,0","0,2","0,3","0,6","8,1"
"OER-MTL",2012-09-19 09:52,97,"8,9",338,"8,3","19,6","=",600000,-1,"0,1",134,"0,9",24,"0,1",29800,"0,1","1,3",,"0,6","2,4",170,2076,8276,"12,2","1,0",15928,,"0,9",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,4","3,2"
"OER-MTL",2012-09-26 09:39,83,"7,8",392,"7,8","18,3","=",1700000,1,"0,1",213,"0,8",27,"0,1",34520,"0,1","6,2",,"0,7","6,6",206,4160,9446,"25,3","2,0",25620,,"1,6",,"0,3",,"0,5","0,5","1,0","0,2","0,3","0,4","11,3"
"OER-MTL",2012-10-17 09:44,,"13,7",365,"7,9","13,0","=",410000,-2,"0,1",178,"0,8",25,"0,1",32400,"0,1","3,5",,"1,1","4,7",172,3400,8510,"14,9","2,0",20320,,"1,1",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,4","4,3"
"RDP-58L",2012-06-27 11:13,109,"9,7",116,"8,0","21,4","=",550,0,"0,1",599,"0,4",21,"0,1",16420,"0,1","0,3",,"1,3","2,3",607,1107,3028,"23,4","1,0",6746,,"1,3",,"0,5",,"0,5","0,5","1,0","0,2","0,1","1,4","9,2"
"RDP-58L",2012-07-18 11:30,104,"8,5",109,"8,2","25,9","=",1600,-1,"0,1",496,"0,5",19,"0,1",10940,"0,1","0,3",,"1,1","2,2",512,1028,2610,"21,2","1,0",5816,,"1,1",,"0,5",,"0,5","0,5","1,0","0,2","0,1","1,4","8,8"
"RDP-58R",2012-06-27 11:06,110,"9,8",101,"8,3","21,1","=",200,0,"0,1",688,"0,4",23,"0,1",11904,"0,1","0,3",,"1,5","2,3",712,1036,3094,"26,1","1,0",6012,,"1,3",,"0,6",,"0,5","0,5","1,0","0,2","0,1","1,6","8,1"
"RDP-58R",2012-07-18 11:24,104,"8,5",104,"8,5","25,5","=",26000,-1,"0,1",381,"0,6",19,"0,1",10560,"0,1","0,2",,"0,9","2,2",401,952,2512,"16,6","1,0",5312,,"1,0",,"0,5",,"0,5","0,5","1,0","0,2","0,1","1,1","9,3"
"RLA-62C",2012-06-27 11:39,106,"9,4",192,"8,0","21,0","=",550,0,"0,1",684,"0,2",21,"0,1",18254,"0,1","0,4",,"1,5","2,1",764,1689,4460,"32,8","1,0",16560,,"1,4",,"0,4",,"0,5","0,5","1,0","0,2","0,1","2,0","9,1"
"RLA-62C",2012-07-18 11:59,98,"8,0",264,"8,2","25,6","=",6000,-1,"0,1",1456,"0,5",29,"0,1",21660,"0,1","0,9",,"3,4","3,7",1508,2354,5298,"71,2","1,0",20540,,"3,0",,"0,7",,"0,5","0,5","1,0","0,2","0,2","3,7","11,5"
"RMI-58C",2012-06-27 11:21,110,"9,8",203,"7,8","21,3","=",540,0,"0,1",515,"0,4",28,"0,1",19386,"0,1","0,2",,"1,0","2,2",524,1713,5654,"29,3","1,0",14482,,"1,2",,"0,4",,"0,5","0,5","1,0","0,2","0,2","1,6","8,2"
"RMI-58C",2012-07-18 11:40,87,"7,2",267,"7,7","25,0","=",9000,-1,"0,1",384,"0,6",31,"0,1",21400,"0,1","0,3",,"0,8","2,1",417,2250,6248,"30,7","1,0",18868,,"1,4",,"0,4",,"0,5","0,5","1,0","0,2","0,2","1,5","8,5"
