NUM_DISTRICT,ARRONDISSEMENT,NOM_DISTRICT,NOM_BASSIN,NOM_SECTION
131,"Rosemont-La Petite-Patrie","Saint-Édouard","ÉGLISE SAINT-AMBROISE-Salle paroissiale - sous-sol","131-051"
123,"Rivière-des-Prairies-Pointe-aux-Trembles","Rivière-des-Prairies","CENTRE SALÉSIEN DES JEUNES-Salle - 2e étage","123-025"
123,"Rivière-des-Prairies-Pointe-aux-Trembles","Rivière-des-Prairies","CENTRE SALÉSIEN DES JEUNES-Salle - 2e étage","123-024"
123,"Rivière-des-Prairies-Pointe-aux-Trembles","Rivière-des-Prairies","CENTRE RÉCRÉATIF RIVIÈRE-DES-PRAIRIES-Salle polyvalente","123-023"
172,"Verdun","Desmarchais-Crawford","ÉCOLE NOTRE-DAME-DE-LOURDES-Gymnase","172-042"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE SAINTE-MARGUERITE-BOURGEOYS-Gymnase","122-081"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE MARC-LAFLAMME/LE PRÉLUDE-Gymnase","122-047"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE FRANÇOIS-LA BERNARDE-Gymnase","122-058"
171,"Verdun","Champlain–L’Île-des-Sœurs","CENTRE COMMUNAUTAIRE ELGAR-Salle des Chênes, des Ormes et des Peupliers","171-045"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE SAINTE-MARGUERITE-BOURGEOYS-Gymnase","122-076"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE SAINT-MARCEL-Gymnase","122-062"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE MARC-LAFLAMME/LE PRÉLUDE-Gymnase","122-051"
123,"Rivière-des-Prairies-Pointe-aux-Trembles","Rivière-des-Prairies","CEGEP MARIE-VICTORIN-Gymnase double","123-055"
123,"Rivière-des-Prairies-Pointe-aux-Trembles","Rivière-des-Prairies","ACADÉMIE LEONARDO DA VINCI-Gymnase","123-033"
123,"Rivière-des-Prairies-Pointe-aux-Trembles","Rivière-des-Prairies","ÉCOLE FERNAND-GAUTHIER-Gymnase","123-066"
123,"Rivière-des-Prairies-Pointe-aux-Trembles","Rivière-des-Prairies","ÉCOLE MARC-AURÈLE-FORTIN-Gymnase","123-052"
123,"Rivière-des-Prairies-Pointe-aux-Trembles","Rivière-des-Prairies","CEGEP MARIE-VICTORIN-Gymnase double","123-015"
123,"Rivière-des-Prairies-Pointe-aux-Trembles","Rivière-des-Prairies","COMPLEXE SPORTIF MARIE-VICTORIN-Gymnase 2","123-013"
123,"Rivière-des-Prairies-Pointe-aux-Trembles","Rivière-des-Prairies","COMPLEXE SPORTIF MARIE-VICTORIN-Gymnase 2","123-012"
123,"Rivière-des-Prairies-Pointe-aux-Trembles","Rivière-des-Prairies","COMPLEXE SPORTIF MARIE-VICTORIN-Gymnase 2","123-006"
123,"Rivière-des-Prairies-Pointe-aux-Trembles","Rivière-des-Prairies","COMPLEXE SPORTIF MARIE-VICTORIN-Gymnase 2","123-003"
123,"Rivière-des-Prairies-Pointe-aux-Trembles","Rivière-des-Prairies","CENTRE SALÉSIEN DES JEUNES-Salle - 2e étage","123-030"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE DANIEL-JOHNSON-Gymnase A","122-036"
102,"Pierrefonds-Roxboro","Cap-Saint-Jacques","ERMITAGE SAINTE-CROIX-Cafétéria","102-055"
111,"Le Plateau-Mont-Royal","Mile-End","ÉCOLE DE L'ÉTINCELLE-Gymnase","111-027"
102,"Pierrefonds-Roxboro","Cap-Saint-Jacques","ÉCOLE ST. CHARLES-Gymnase","102-022"
111,"Le Plateau-Mont-Royal","Mile-End","YMCA DU PARC-Gymnase","111-009"
102,"Pierrefonds-Roxboro","Cap-Saint-Jacques","ÉCOLE ST. ANTHONY-Gymnase","102-039"
102,"Pierrefonds-Roxboro","Cap-Saint-Jacques","ÉCOLE ST. ANTHONY-Gymnase","102-038"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","ITHQ (Institut de tourisme et d'hôtellerie du Québec)-La Relève Gourmande","113-004"
101,"Pierrefonds-Roxboro","Bois-de-Liesse","ÉCOLE LALANDE-Gymnase","101-026"
102,"Pierrefonds-Roxboro","Cap-Saint-Jacques","ÉCOLE ST. ANTHONY-Gymnase","102-030"
102,"Pierrefonds-Roxboro","Cap-Saint-Jacques","ÉCOLE SAINT-GÉRARD-Gymnase","102-004"
111,"Le Plateau-Mont-Royal","Mile-End","YMCA DU PARC-Gymnase","111-008"
102,"Pierrefonds-Roxboro","Cap-Saint-Jacques","ÉCOLE DE L'ODYSSÉE-Gymnase","102-016"
101,"Pierrefonds-Roxboro","Bois-de-Liesse","PIERREFONDS COMMUNITY HIGH SCHOOL-Cafétéria","101-061"
111,"Le Plateau-Mont-Royal","Mile-End","CENTRE ST-DENIS - RELANCE DES LOISIRS TOUT 9 INC.-Gymnase","111-074"
111,"Le Plateau-Mont-Royal","Mile-End","CENTRE ST-DENIS - RELANCE DES LOISIRS TOUT 9 INC.-Gymnase","111-072"
111,"Le Plateau-Mont-Royal","Mile-End","CENTRE ST-DENIS - RELANCE DES LOISIRS TOUT 9 INC.-Gymnase","111-067"
111,"Le Plateau-Mont-Royal","Mile-End","CENTRE CHAMPAGNAT-Cafétéria","111-057"
102,"Pierrefonds-Roxboro","Cap-Saint-Jacques","PARC-NATURE DU CAP-SAINT-JACQUES-Centre d'accueil","102-059"
102,"Pierrefonds-Roxboro","Cap-Saint-Jacques","PARC-NATURE DU CAP-SAINT-JACQUES-Centre d'accueil","102-057"
112,"Le Plateau-Mont-Royal","De Lorimier","CENTRE DE RÉADAPTATION LUCIE-BRUNEAU-Gymnase","112-024"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE DANIEL-JOHNSON-Gymnase B","122-041"
131,"Rosemont-La Petite-Patrie","Saint-Édouard","ÉCOLE SAINT-ÉTIENNE-Gymnase","131-036"
91,"Outremont","Claude-Ryan","ÉCOLE PAUL-GÉRIN-LAJOIE-D'OUTREMONT-Gymnase","091-012"
91,"Outremont","Claude-Ryan","ÉCOLE PAUL-GÉRIN-LAJOIE-D'OUTREMONT-Gymnase","091-011"
82,"Montréal-Nord","Ovide-Clermont","ÉCOLE SECONDAIRE HENRI-BOURASSA-Gymnase","082-045"
82,"Montréal-Nord","Ovide-Clermont","ÉCOLE SECONDAIRE HENRI-BOURASSA-Gymnase","082-043"
91,"Outremont","Claude-Ryan","ÉCOLE PAUL-GÉRIN-LAJOIE-D'OUTREMONT-Gymnase","091-006"
82,"Montréal-Nord","Ovide-Clermont","PAVILLON COMMUNAUTAIRE DU PARC HENRI-BOURASSA-Salle A","082-053"
101,"Pierrefonds-Roxboro","Bois-de-Liesse","ÉCOLE HARFANG-DES-NEIGES / ÉDIFICE GOUIN-Gymnase","101-007"
101,"Pierrefonds-Roxboro","Bois-de-Liesse","ÉCOLE HARFANG-DES-NEIGES / ÉDIFICE GOUIN-Gymnase","101-004"
101,"Pierrefonds-Roxboro","Bois-de-Liesse","ÉCOLE HARFANG-DES-NEIGES / ÉDIFICE GOUIN-Gymnase","101-001"
101,"Pierrefonds-Roxboro","Bois-de-Liesse","ÉCOLE DU GRAND-CHÊNE-Gymnase","101-046"
101,"Pierrefonds-Roxboro","Bois-de-Liesse","ÉCOLE CHARLES-PERRAULT-Cafétéria","101-032"
101,"Pierrefonds-Roxboro","Bois-de-Liesse","ÉCOLE CHARLES-PERRAULT-Cafétéria","101-029"
94,"Outremont","Jeanne-Sauvé","CENTRE COMMUNAUTAIRE INTERGÉNÉRATIONNEL D'OUTREMONT-Salle de banquet 3","094-008"
94,"Outremont","Jeanne-Sauvé","CENTRE COMMUNAUTAIRE INTERGÉNÉRATIONNEL D'OUTREMONT-Salle de banquet 3","094-005"
94,"Outremont","Jeanne-Sauvé","CENTRE COMMUNAUTAIRE INTERGÉNÉRATIONNEL D'OUTREMONT-Salle de banquet 2","094-003"
92,"Outremont","Joseph-Beaubien","COLLÈGE STANISLAS-Grand gymnase","092-008"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE SAINT-JUSTIN-Gymnase","071-013"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE PHILIPPE-LABARRE-Gymnase","071-029"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE LA VÉRENDRYE-Gymnase","071-037"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE LA VÉRENDRYE-Gymnase","071-036"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE LA VÉRENDRYE-Gymnase","071-030"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE IRÉNÉE-LUSSIER ANNEXE LE CARON-Gymnase","071-055"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE LA VÉRENDRYE-Gymnase","071-035"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE LA VÉRENDRYE-Gymnase","071-034"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE LA VÉRENDRYE-Gymnase","071-032"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE PHILIPPE-LABARRE-Gymnase","071-027"
82,"Montréal-Nord","Ovide-Clermont","ÉCOLE JULES-VERNE-Gymnase","082-056"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE LOUISE-TRICHET-Gymnase","071-064"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE LOUISE-TRICHET-Gymnase","071-063"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE LOUISE-TRICHET-Gymnase","071-061"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE LOUISE-TRICHET-Gymnase","071-060"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE LOUISE-TRICHET-Gymnase","071-058"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE LOUISE-TRICHET-Gymnase","071-057"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE SAINT-JUSTIN-Gymnase","071-015"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","MISSION DOMINIC-SAVIO-Grande Salle","071-043"
161,"Le Sud-Ouest","Saint-Henri-Est–Petite-Bourgogne–Pointe-Saint-Charles–Griffintown","CÉDA-Grande salle","161-071"
62,"L'Île-Bizard-Sainte-Geneviève","Denis-Benjamin-Viger","ÉCOLE JACQUES-BIZARD (HORS-DISTRICT)-Gymnase","062-009"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","DOMAINE BONNEVILLE-Salle communautaire","122-030"
93,"Outremont","Robert-Bourassa","ÉCOLE VINCENT D'INDY-Gymnase","093-004"
161,"Le Sud-Ouest","Saint-Henri-Est–Petite-Bourgogne–Pointe-Saint-Charles–Griffintown","CENTRE SPORTIF DE LA PETITE BOURGOGNE-Gymnase","161-067"
93,"Outremont","Robert-Bourassa","ÉCOLE VINCENT D'INDY-Gymnase","093-002"
92,"Outremont","Joseph-Beaubien","ÉCOLE GUY-DRUMMOND-Gymnase","092-006"
92,"Outremont","Joseph-Beaubien","COLLÈGE STANISLAS-Grand gymnase","092-011"
92,"Outremont","Joseph-Beaubien","COLLÈGE STANISLAS-Grand gymnase","092-010"
92,"Outremont","Joseph-Beaubien","COLLÈGE STANISLAS-Grand gymnase","092-009"
92,"Outremont","Joseph-Beaubien","ÉCOLE GUY-DRUMMOND-Gymnase","092-005"
92,"Outremont","Joseph-Beaubien","ÉCOLE GUY-DRUMMOND-Gymnase","092-004"
92,"Outremont","Joseph-Beaubien","COLLÈGE STANISLAS-Grand gymnase","092-012"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE IRÉNÉE-LUSSIER ANNEXE LE CARON-Gymnase","071-054"
73,"Mercier-Hochelaga-Maisonneuve","Hochelaga","LE CHIC RESTO POP-Salle de la popotte","073-019"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE IRÉNÉE-LUSSIER ANNEXE LE CARON-Gymnase","071-051"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE SECONDAIRE D'ANJOU-Salle de combat","071-001"
64,"L'Île-Bizard-Sainte-Geneviève","Sainte-Geneviève","ÉCOLE SAINTE-GENEVIÈVE (OUEST)-Gymnase 2","064-003"
64,"L'Île-Bizard-Sainte-Geneviève","Sainte-Geneviève","ÉCOLE SAINTE-GENEVIÈVE (OUEST)-Gymnase 2","064-002"
64,"L'Île-Bizard-Sainte-Geneviève","Sainte-Geneviève","ÉCOLE SAINTE-GENEVIÈVE (OUEST)-Gymnase 2","064-001"
63,"L'Île-Bizard-Sainte-Geneviève","Jacques-Bizard","CENTRE SOCIOCULTUREL-Salle Boileau","063-008"
63,"L'Île-Bizard-Sainte-Geneviève","Jacques-Bizard","CENTRE SOCIOCULTUREL-Salle Boileau","063-006"
63,"L'Île-Bizard-Sainte-Geneviève","Jacques-Bizard","CENTRE SOCIOCULTUREL-Salle Boileau","063-005"
91,"Outremont","Claude-Ryan","ÉCOLE NOUVELLE-QUERBES-Grande salle","091-004"
91,"Outremont","Claude-Ryan","ÉCOLE NOUVELLE-QUERBES-Grande salle","091-003"
82,"Montréal-Nord","Ovide-Clermont","ÉCOLE SECONDAIRE HENRI-BOURASSA-Cafétéria","082-038"
82,"Montréal-Nord","Ovide-Clermont","ÉCOLE SECONDAIRE HENRI-BOURASSA-Cafétéria","082-037"
91,"Outremont","Claude-Ryan","ÉCOLE PAUL-GÉRIN-LAJOIE-D'OUTREMONT-Gymnase","091-013"
82,"Montréal-Nord","Ovide-Clermont","ÉCOLE SAINTE-COLETTE ANNEXE-Gymnase","082-027"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","CENTRE DE LOISIRS MULTIETHNIQUE SAINT-LOUIS-Gymnase","113-056"
82,"Montréal-Nord","Ovide-Clermont","ÉCOLE SAINTE-COLETTE-Gymnase","082-022"
82,"Montréal-Nord","Ovide-Clermont","ÉCOLE SAINTE-COLETTE ANNEXE-Gymnase","082-028"
91,"Outremont","Claude-Ryan","ÉCOLE NOUVELLE-QUERBES-Grande salle","091-001"
82,"Montréal-Nord","Ovide-Clermont","PAVILLON COMMUNAUTAIRE DU PARC HENRI-BOURASSA-Salle B","082-049"
82,"Montréal-Nord","Ovide-Clermont","PAVILLON COMMUNAUTAIRE DU PARC HENRI-BOURASSA-Salle A","082-052"
82,"Montréal-Nord","Ovide-Clermont","PAVILLON COMMUNAUTAIRE DU PARC HENRI-BOURASSA-Salle A","082-051"
82,"Montréal-Nord","Ovide-Clermont","PAVILLON COMMUNAUTAIRE DU PARC HENRI-BOURASSA-Salle A","082-050"
82,"Montréal-Nord","Ovide-Clermont","ÉCOLE SECONDAIRE HENRI-BOURASSA-Gymnase","082-042"
82,"Montréal-Nord","Ovide-Clermont","ÉCOLE SECONDAIRE HENRI-BOURASSA-Gymnase","082-041"
91,"Outremont","Claude-Ryan","ÉCOLE PAUL-GÉRIN-LAJOIE-D'OUTREMONT-Gymnase","091-009"
91,"Outremont","Claude-Ryan","ÉCOLE PAUL-GÉRIN-LAJOIE-D'OUTREMONT-Gymnase","091-007"
91,"Outremont","Claude-Ryan","ÉCOLE NOUVELLE-QUERBES-Grande salle","091-005"
182,"Ville-Marie","Saint-Jacques","ÉDIFICE LOUIS-CHARLAND-Salle des écluses - 1103","182-004"
182,"Ville-Marie","Saint-Jacques","ÉDIFICE CHAUSSEGROS-DE-LÉRY-Hall d'entrée","182-020"
182,"Ville-Marie","Saint-Jacques","ÉDIFICE CHAUSSEGROS-DE-LÉRY-Hall d'entrée","182-018"
182,"Ville-Marie","Saint-Jacques","ÉDIFICE CHAUSSEGROS-DE-LÉRY-Hall d'entrée","182-017"
131,"Rosemont-La Petite-Patrie","Saint-Édouard","ÉGLISE SAINT-ÉDOUARD-Salle paroissiale - sous-sol","131-043"
152,"Saint-Léonard","Saint-Léonard-Ouest","ÉCOLE SECONDAIRE ANTOINE-DE-ST-EXUPÉRY ANNEXE-","152-026"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE FRANÇOIS-LA BERNARDE-Gymnase","122-053"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE DANIEL-JOHNSON-Gymnase B","122-040"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE DANIEL-JOHNSON-Gymnase A","122-038"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE MONTMARTRE-Gymnase A","121-075"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE EAST HILL-Gymnase","121-038"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE MONTMARTRE-Gymnase B","121-042"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE DE LA BELLE-RIVE PAVILLON DE LA POINTE-Gymnase","121-057"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","CENTRE COMMUNAUTAIRE SAINTE-MARIA-GORETTI-Grande salle","121-068"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","CENTRE COMMUNAUTAIRE SAINTE-MARIA-GORETTI-Grande salle","121-067"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","CENTRE COMMUNAUTAIRE SAINTE-MARIA-GORETTI-Grande salle","121-065"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","CENTRE COMMUNAUTAIRE SAINTE-MARIA-GORETTI-Grande salle","121-063"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","MISSION SANTA CRUZ-Sous-sol de l'église","113-043"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","MISSION SANTA CRUZ-Sous-sol de l'église","113-042"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","MISSION SANTA CRUZ-Sous-sol de l'église","113-039"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","MISSION SANTA CRUZ-Sous-sol de l'église","113-037"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","ITHQ (Institut de tourisme et d'hôtellerie du Québec)-La Relève Gourmande","113-003"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","ITHQ (Institut de tourisme et d'hôtellerie du Québec)-La Relève Gourmande","113-002"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","ITHQ (Institut de tourisme et d'hôtellerie du Québec)-La Relève Gourmande","113-001"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","CENTRE D'ÉDUCATION DES ADULTES DU HIGH SCHOOL DE MONTREAL-Gymnase","113-054"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","CENTRE D'ÉDUCATION DES ADULTES DU HIGH SCHOOL DE MONTREAL-Gymnase","113-051"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","CENTRE D'ÉDUCATION DES ADULTES DU HIGH SCHOOL DE MONTREAL-Gymnase","113-048"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","CENTRE D'ÉDUCATION DES ADULTES DU HIGH SCHOOL DE MONTREAL-Gymnase","113-047"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","CENTRE D'ÉDUCATION DES ADULTES DU HIGH SCHOOL DE MONTREAL-Gymnase","113-044"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","ÉCOLE ESPACE-JEUNESSE-Gymnase","113-021"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","ÉCOLE AU PIED-DE-LA-MONTAGNE - PAVILLON SAINT-JEAN-BAPTISTE-Gymnase","113-033"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","ÉCOLE AU PIED-DE-LA-MONTAGNE - PAVILLON SAINT-JEAN-BAPTISTE-Gymnase","113-027"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","ÉCOLE AU PIED-DE-LA-MONTAGNE - PAVILLON SAINT-JEAN-BAPTISTE-Gymnase","113-024"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","ÉCOLE AU PIED-DE-LA-MONTAGNE - PAVILLON SAINT-JEAN-BAPTISTE-Gymnase","113-023"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","CENTRE DE LOISIRS MULTIETHNIQUE SAINT-LOUIS-Gymnase","113-063"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","CENTRE DE LOISIRS MULTIETHNIQUE SAINT-LOUIS-Gymnase","113-057"
112,"Le Plateau-Mont-Royal","De Lorimier","ÉCOLE SAINT-LOUIS-DE-GONZAGUE-Gymnase","112-046"
112,"Le Plateau-Mont-Royal","De Lorimier","ÉCOLE SAINT-LOUIS-DE-GONZAGUE-Gymnase","112-044"
112,"Le Plateau-Mont-Royal","De Lorimier","ÉCOLE SAINT-LOUIS-DE-GONZAGUE-Gymnase","112-043"
112,"Le Plateau-Mont-Royal","De Lorimier","ÉCOLE JEANNE-MANCE-Cafétéria","112-060"
112,"Le Plateau-Mont-Royal","De Lorimier","ÉCOLE JEANNE-MANCE-Cafétéria","112-055"
112,"Le Plateau-Mont-Royal","De Lorimier","ÉCOLE ÉLAN-Gymnase","112-051"
162,"Le Sud-Ouest","Saint-Paul–Émard–Saint-Henri-Ouest","L'ARCHE MONTRÉAL-Salle - 2e étage","162-064"
162,"Le Sud-Ouest","Saint-Paul–Émard–Saint-Henri-Ouest","L'ARCHE MONTRÉAL-Salle - 2e étage","162-063"
112,"Le Plateau-Mont-Royal","De Lorimier","ÉCOLE SAINT-LOUIS-DE-GONZAGUE-Gymnase","112-039"
112,"Le Plateau-Mont-Royal","De Lorimier","ÉCOLE SAINT-LOUIS-DE-GONZAGUE-Gymnase","112-038"
112,"Le Plateau-Mont-Royal","De Lorimier","ÉCOLE ÉLAN-Gymnase","112-050"
112,"Le Plateau-Mont-Royal","De Lorimier","ÉCOLE ÉLAN-Gymnase","112-048"
112,"Le Plateau-Mont-Royal","De Lorimier","ÉCOLE ÉLAN-Gymnase","112-047"
162,"Le Sud-Ouest","Saint-Paul–Émard–Saint-Henri-Ouest","L'ARCHE MONTRÉAL-Salle - 2e étage","162-062"
171,"Verdun","Champlain–L’Île-des-Sœurs","CENTRE COMMUNAUTAIRE ELGAR-Salle des Chênes, des Ormes et des Peupliers","171-043"
112,"Le Plateau-Mont-Royal","De Lorimier","ANNEXE SAINT-LOUIS-DE-GONZAGUE-Gymnase","112-036"
112,"Le Plateau-Mont-Royal","De Lorimier","ANNEXE SAINT-LOUIS-DE-GONZAGUE-Gymnase","112-030"
112,"Le Plateau-Mont-Royal","De Lorimier","CENTRE DU PLATEAU-Salle communautaire - Sous-sol 1","112-018"
112,"Le Plateau-Mont-Royal","De Lorimier","CENTRE DU PLATEAU-Salle communautaire - Sous-sol 1","112-017"
112,"Le Plateau-Mont-Royal","De Lorimier","CENTRE DU PLATEAU-Salle communautaire - Sous-sol 1","112-016"
162,"Le Sud-Ouest","Saint-Paul–Émard–Saint-Henri-Ouest","ÉGLISE SAINT-JEAN-DE-MATHA-Grande salle","162-059"
162,"Le Sud-Ouest","Saint-Paul–Émard–Saint-Henri-Ouest","ÉGLISE SAINT-JEAN-DE-MATHA-Grande salle","162-056"
112,"Le Plateau-Mont-Royal","De Lorimier","ÉCOLE PAUL-BRUCHÉSI-Nouveau gymnase","112-074"
112,"Le Plateau-Mont-Royal","De Lorimier","ÉCOLE PAUL-BRUCHÉSI-Nouveau gymnase","112-075"
112,"Le Plateau-Mont-Royal","De Lorimier","CENTRE DU PLATEAU-Salle communautaire - Sous-sol 1","112-014"
171,"Verdun","Champlain–L’Île-des-Sœurs","AUDITORIUM DE VERDUN-Hall 2e étage","171-106"
162,"Le Sud-Ouest","Saint-Paul–Émard–Saint-Henri-Ouest","ÉGLISE SAINT-JEAN-DE-MATHA-Grande salle","162-053"
162,"Le Sud-Ouest","Saint-Paul–Émard–Saint-Henri-Ouest","ÉGLISE SAINT-JEAN-DE-MATHA-Grande salle","162-052"
162,"Le Sud-Ouest","Saint-Paul–Émard–Saint-Henri-Ouest","ÉCOLE SAINT-ZOTIQUE-Gymnase","162-010"
112,"Le Plateau-Mont-Royal","De Lorimier","ÉCOLE LANAUDIÈRE-Gymnase","112-084"
112,"Le Plateau-Mont-Royal","De Lorimier","ÉCOLE LANAUDIÈRE-Gymnase","112-082"
112,"Le Plateau-Mont-Royal","De Lorimier","ÉCOLE LANAUDIÈRE-Gymnase","112-081"
171,"Verdun","Champlain–L’Île-des-Sœurs","AUDITORIUM DE VERDUN-Hall 2e étage","171-105"
171,"Verdun","Champlain–L’Île-des-Sœurs","AUDITORIUM DE VERDUN-Hall 2e étage","171-104"
171,"Verdun","Champlain–L’Île-des-Sœurs","CENTRE COMMUNAUTAIRE ELGAR-Salle des Chênes, des Ormes et des Peupliers","171-044"
162,"Le Sud-Ouest","Saint-Paul–Émard–Saint-Henri-Ouest","ÉCOLE SAINT-ZOTIQUE-Gymnase","162-009"
162,"Le Sud-Ouest","Saint-Paul–Émard–Saint-Henri-Ouest","ÉCOLE SAINT-ZOTIQUE-Gymnase","162-008"
162,"Le Sud-Ouest","Saint-Paul–Émard–Saint-Henri-Ouest","ÉCOLE SAINT-ZOTIQUE-Gymnase","162-006"
162,"Le Sud-Ouest","Saint-Paul–Émard–Saint-Henri-Ouest","ÉCOLE SAINT-ZOTIQUE-Gymnase","162-004"
112,"Le Plateau-Mont-Royal","De Lorimier","ÉCOLE LANAUDIÈRE-Gymnase","112-079"
112,"Le Plateau-Mont-Royal","De Lorimier","ÉCOLE LANAUDIÈRE-Gymnase","112-078"
112,"Le Plateau-Mont-Royal","De Lorimier","ÉCOLE JEANNE-MANCE-Cafétéria","112-063"
162,"Le Sud-Ouest","Saint-Paul–Émard–Saint-Henri-Ouest","L'ARCHE MONTRÉAL-Salle - 2e étage","162-069"
162,"Le Sud-Ouest","Saint-Paul–Émard–Saint-Henri-Ouest","L'ARCHE MONTRÉAL-Salle - 2e étage","162-068"
162,"Le Sud-Ouest","Saint-Paul–Émard–Saint-Henri-Ouest","L'ARCHE MONTRÉAL-Salle - 2e étage","162-067"
162,"Le Sud-Ouest","Saint-Paul–Émard–Saint-Henri-Ouest","ÉCOLE SAINT-ZOTIQUE-Gymnase","162-002"
162,"Le Sud-Ouest","Saint-Paul–Émard–Saint-Henri-Ouest","ÉCOLE NOTRE-DAME-DU-PERPÉTUEL-SECOURS-Gymnase 2","162-043"
162,"Le Sud-Ouest","Saint-Paul–Émard–Saint-Henri-Ouest","ÉCOLE NOTRE-DAME-DU-PERPÉTUEL-SECOURS-Gymnase 1","162-050"
12,"Ahuntsic-Cartierville","Saint-Sulpice","ÉCOLE SAINT-ISAAC-JOGUES-Gymnase","012-021"
12,"Ahuntsic-Cartierville","Saint-Sulpice","COLLÈGE ANDRÉ-GRASSET-Salle L'Escale","012-014"
12,"Ahuntsic-Cartierville","Saint-Sulpice","COLLÈGE ANDRÉ-GRASSET-Salle L'Escale","012-009"
182,"Ville-Marie","Saint-Jacques","COMITÉ SOCIAL CENTRE-SUD-","182-051"
