NUM_DISTRICT,ARRONDISSEMENT,NOM_DISTRICT,NOM_BASSIN,NOM_SECTION
172,"Verdun","Desmarchais-Crawford","ÉCOLE NOTRE-DAME-DE-LOURDES-Gymnase","172-045"
172,"Verdun","Desmarchais-Crawford","ÉCOLE NOTRE-DAME-DE-LOURDES-Gymnase","172-041"
182,"Ville-Marie","Saint-Jacques","MARCHÉ BONSECOURS-Salle Ville-Marie","182-011"
182,"Ville-Marie","Saint-Jacques","MARCHÉ BONSECOURS-Salle Vieux-Montréal","182-010"
181,"Ville-Marie","Peter-McGill","ÉCOLE DE TECHNOLOGIE SUPÉRIEURE, PAVILLON B-Hall d'entrée","181-042"
181,"Ville-Marie","Peter-McGill","ÉCOLE DE TECHNOLOGIE SUPÉRIEURE, PAVILLON B-Hall d'entrée","181-040"
181,"Ville-Marie","Peter-McGill","COLLÈGE LASALLE-Salle Jean-Paul-Morin","181-004"
181,"Ville-Marie","Peter-McGill","COLLÈGE LASALLE-Salle Jean-Paul-Morin","181-003"
172,"Verdun","Desmarchais-Crawford","ÉCOLE NOTRE-DAME-DE-LOURDES-Gymnase","172-040"
172,"Verdun","Desmarchais-Crawford","ÉCOLE NOTRE-DAME-DE-LOURDES-Gymnase","172-039"
43,"Lachine","Fort-Rolland","ÉCOLE CATHERINE-SOUMILLARD-Gymnase","043-023"
43,"Lachine","Fort-Rolland","COLLÈGE SAINT-LOUIS-Cafétéria","043-008"
73,"Mercier-Hochelaga-Maisonneuve","Hochelaga","ÉCOLE NOTRE-DAME-DE-L'ASSOMPTION-Gymnase","073-034"
73,"Mercier-Hochelaga-Maisonneuve","Hochelaga","ÉCOLE IRÉNÉE-LUSSIER-Gymnase","073-055"
182,"Ville-Marie","Saint-Jacques","ÉDIFICE LOUIS-CHARLAND-Salle des écluses - 1103","182-003"
182,"Ville-Marie","Saint-Jacques","CENTRE COMMUNAUTAIRE DE LOISIRS SAINTE-CATHERINE D'ALEXANDRIE-Salle Catherine d'Alexandrie","182-044"
191,"Villeray-Saint-Michel-Parc-Extension","Saint-Michel","CENTRE DE LOISIRS RENÉ-GOUPIL-La Grande Salle","191-038"
183,"Ville-Marie","Sainte-Marie","ÉCOLE PIERRE-DUPUY-Hall d'entrée","183-020"
183,"Ville-Marie","Sainte-Marie","ÉCOLE PIERRE-DUPUY-Hall d'entrée","183-017"
41,"Lachine","du Canal","ÉCOLE MARTIN-BÉLANGER-Gymnase","041-010"
41,"Lachine","du Canal","ÉCOLE MARTIN-BÉLANGER-Gymnase","041-002"
41,"Lachine","du Canal","ÉCOLE MARTIN-BÉLANGER-Gymnase","041-001"
42,"Lachine","J.-Émery-Provost","ÉCOLE DALBÉ-VIAU-Place publique","042-019"
42,"Lachine","J.-Émery-Provost","ÉCOLE DALBÉ-VIAU-Place publique","042-018"
73,"Mercier-Hochelaga-Maisonneuve","Hochelaga","ÉCOLE BARIL-Gymnase","073-023"
73,"Mercier-Hochelaga-Maisonneuve","Hochelaga","LE CHIC RESTO POP-Salle de la popotte","073-013"
182,"Ville-Marie","Saint-Jacques","CENTRE COMMUNAUTAIRE DE LOISIRS SAINTE-CATHERINE D'ALEXANDRIE-Salle Catherine d'Alexandrie","182-037"
52,"LaSalle","Cecil-P.-Newman","ÉCOLE TERRE-DES-JEUNES-Grand Gymnase","052-065"
33,"Côte-des-Neiges-Notre-Dame-de-Grâce","Snowdon","CENTRE SPORTIF CÔTE-DES-NEIGES-Gymnase 2","033-013"
33,"Côte-des-Neiges-Notre-Dame-de-Grâce","Snowdon","CEGEP MARIE-VICTORIN - CENTRE D'ÉDUCATION MULTICULTUREL-Pavillon Namur - Gymnase","033-027"
33,"Côte-des-Neiges-Notre-Dame-de-Grâce","Snowdon","CEGEP MARIE-VICTORIN - CENTRE D'ÉDUCATION MULTICULTUREL-Pavillon Namur - Gymnase","033-024"
33,"Côte-des-Neiges-Notre-Dame-de-Grâce","Snowdon","ACADÉMIE INTERNATIONALE MARYMOUNT-Gymnase","033-008"
32,"Côte-des-Neiges-Notre-Dame-de-Grâce","Côte-des-Neiges","LES APPARTEMENTS ROCKHILL-Galerie commerciale - Sous-sol 1","032-033"
42,"Lachine","J.-Émery-Provost","ÉCOLE TRÈS-SAINT-SACREMENT-Gymnase","042-007"
41,"Lachine","du Canal","ÉGLISE DES SAINTS-ANGES-Salle Albert-Simard","041-014"
21,"Anjou","Ouest","ÉCOLE JACQUES-ROUSSEAU-Gymnase","021-018"
73,"Mercier-Hochelaga-Maisonneuve","Hochelaga","LE CHIC RESTO POP-Salle de la popotte","073-011"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","LES TOITS DE MERCIER VOLET 2-Salle à manger","071-045"
192,"Villeray-Saint-Michel-Parc-Extension","François-Perrault","ÉCOLE SAINT-GRÉGOIRE-LE-GRAND (HORS-DISTRICT)-Gymnase B","192-038"
41,"Lachine","du Canal","CHALET DU PARC LASALLE-Grande salle","041-025"
152,"Saint-Léonard","Saint-Léonard-Ouest","ÉCOLE SECONDAIRE ANTOINE-DE-ST-EXUPÉRY ANNEXE-","152-025"
152,"Saint-Léonard","Saint-Léonard-Ouest","ÉCOLE SECONDAIRE ANTOINE-DE-ST-EXUPÉRY ANNEXE-","152-020"
32,"Côte-des-Neiges-Notre-Dame-de-Grâce","Côte-des-Neiges","ÉGLISE SAINT-KEVIN-Sous-sol","032-019"
32,"Côte-des-Neiges-Notre-Dame-de-Grâce","Côte-des-Neiges","ÉGLISE SAINT-KEVIN-Sous-sol","032-018"
193,"Villeray-Saint-Michel-Parc-Extension","Villeray","ÉCOLE MARIE-FAVERY-Gymnase","193-021"
21,"Anjou","Ouest","ÉCOLE JACQUES-ROUSSEAU-Gymnase","021-017"
21,"Anjou","Ouest","COLLÈGE D'ANJOU-Salle Place publique","021-029"
21,"Anjou","Ouest","COLLÈGE D'ANJOU-Salle Place publique","021-026"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE SECONDAIRE D'ANJOU-Salle de combat","071-008"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE SECONDAIRE D'ANJOU-Salle de combat","071-003"
171,"Verdun","Champlain–L’Île-des-Sœurs","CENTRE DE FORMATION PROFESSIONNELLE DE VERDUN-Cafétéria","171-102"
171,"Verdun","Champlain–L’Île-des-Sœurs","CENTRE DE FORMATION PROFESSIONNELLE DE VERDUN-Cafétéria","171-100"
193,"Villeray-Saint-Michel-Parc-Extension","Villeray","ÉCOLE JOSEPH-CHARBONNEAU-Gymnase","193-033"
193,"Villeray-Saint-Michel-Parc-Extension","Villeray","ÉCOLE JOSEPH-CHARBONNEAU-Gymnase","193-031"
21,"Anjou","Ouest","COLLÈGE D'ANJOU-Salle Place publique","021-023"
14,"Ahuntsic-Cartierville","Bordeaux-Cartierville","ÉCOLE SAINTE-ODILE-Gymnase 2","014-015"
71,"Mercier-Hochelaga-Maisonneuve","Tétreaultville","ÉCOLE SAINT-JUSTIN-Gymnase","071-021"
13,"Ahuntsic-Cartierville","Ahuntsic","ÉCOLE SOPHIE-BARAT (HORS-DISTRICT)-Gymnase 1-B","013-038"
41,"Lachine","du Canal","CHALET DU PARC LASALLE-Grande salle","041-021"
192,"Villeray-Saint-Michel-Parc-Extension","François-Perrault","CENTRE SPORTIF JEAN-ROUGEAU (HORS-DISTRICT)-","192-050"
193,"Villeray-Saint-Michel-Parc-Extension","Villeray","ÉCOLE JOSEPH-CHARBONNEAU-Gymnase","193-030"
193,"Villeray-Saint-Michel-Parc-Extension","Villeray","ÉCOLE HENRI-JULIEN-Gymnase","193-003"
74,"Mercier-Hochelaga-Maisonneuve","Louis-Riel","ÉCOLE NOTRE-DAME-DES-VICTOIRES-Gymnase","074-010"
74,"Mercier-Hochelaga-Maisonneuve","Louis-Riel","ÉCOLE LOUIS-RIEL-Cafétéria","074-036"
74,"Mercier-Hochelaga-Maisonneuve","Louis-Riel","ÉCOLE GUILLAUME-COUTURE-Gymnase","074-032"
13,"Ahuntsic-Cartierville","Ahuntsic","ÉCOLE SAINT-ANDRÉ-APÔTRE-Gymnase","013-057"
13,"Ahuntsic-Cartierville","Ahuntsic","ÉCOLE FRANÇOIS-DE-LAVAL-Gymnase","013-061"
192,"Villeray-Saint-Michel-Parc-Extension","François-Perrault","ÉCOLE SAINT-GRÉGOIRE-LE-GRAND (HORS-DISTRICT)-Gymnase B","192-042"
72,"Mercier-Hochelaga-Maisonneuve","Maisonneuve–Longue-Pointe","ÉGLISE SAINT-FRANÇOIS-D'ASSISE-Salle paroissiale","072-008"
72,"Mercier-Hochelaga-Maisonneuve","Maisonneuve–Longue-Pointe","ÉCOLE SAINT-CLÉMENT-Gymnase","072-064"
72,"Mercier-Hochelaga-Maisonneuve","Maisonneuve–Longue-Pointe","ÉCOLE SAINT-CLÉMENT-Gymnase","072-060"
193,"Villeray-Saint-Michel-Parc-Extension","Villeray","ÉCOLE HÉLÈNE-BOULLÉ-Gymnase","193-057"
193,"Villeray-Saint-Michel-Parc-Extension","Villeray","ÉCOLE HÉLÈNE-BOULLÉ-Gymnase","193-056"
193,"Villeray-Saint-Michel-Parc-Extension","Villeray","ÉCOLE HÉLÈNE-BOULLÉ-Gymnase","193-055"
74,"Mercier-Hochelaga-Maisonneuve","Louis-Riel","ÉCOLE GUILLAUME-COUTURE-Gymnase","074-029"
74,"Mercier-Hochelaga-Maisonneuve","Louis-Riel","ÉCOLE GUILLAUME-COUTURE-Gymnase","074-026"
13,"Ahuntsic-Cartierville","Ahuntsic","ÉCOLE AHUNTSIC-Gymnase","013-052"
13,"Ahuntsic-Cartierville","Ahuntsic","ÉCOLE AHUNTSIC-Gymnase","013-047"
12,"Ahuntsic-Cartierville","Saint-Sulpice","ÉCOLE SAINT-ISAAC-JOGUES-Gymnase","012-017"
72,"Mercier-Hochelaga-Maisonneuve","Maisonneuve–Longue-Pointe","ÉCOLE LOUIS-DUPIRE-Gymnase 3","072-030"
72,"Mercier-Hochelaga-Maisonneuve","Maisonneuve–Longue-Pointe","ÉCOLE LOUIS-DUPIRE-Gymnase 2","072-024"
193,"Villeray-Saint-Michel-Parc-Extension","Villeray","ÉCOLE HÉLÈNE-BOULLÉ-Gymnase","193-053"
193,"Villeray-Saint-Michel-Parc-Extension","Villeray","ÉCOLE GADBOIS-Gymnase","193-038"
193,"Villeray-Saint-Michel-Parc-Extension","Villeray","ÉCOLE GADBOIS-Gymnase","193-035"
73,"Mercier-Hochelaga-Maisonneuve","Hochelaga","ÉCOLE SAINT-NOM-DE-JÉSUS-Gymnase","073-003"
73,"Mercier-Hochelaga-Maisonneuve","Hochelaga","ÉCOLE SAINT-JEAN-BAPTISTE-DE-LA-SALLE-Gymnase","073-042"
12,"Ahuntsic-Cartierville","Saint-Sulpice","COLLÈGE AHUNTSIC (CEGEP)-Cafétéria du Bloc G (G1510)","012-031"
12,"Ahuntsic-Cartierville","Saint-Sulpice","CENTRE COMMUNAUTAIRE ET CULTUREL BOIS-DE-BOULOGNE-Salle Chalhoub 1-A","012-055"
72,"Mercier-Hochelaga-Maisonneuve","Maisonneuve–Longue-Pointe","ÉCOLE LOUIS-DUPIRE-Gymnase 1","072-021"
72,"Mercier-Hochelaga-Maisonneuve","Maisonneuve–Longue-Pointe","ÉCOLE LOUIS-DUPIRE-Gymnase 1","072-017"
72,"Mercier-Hochelaga-Maisonneuve","Maisonneuve–Longue-Pointe","ÉCOLE BOUCHER-DE LA BRUÈRE-Gymnase","072-016"
111,"Le Plateau-Mont-Royal","Mile-End","YMCA DU PARC-Gymnase","111-005"
111,"Le Plateau-Mont-Royal","Mile-End","YMCA DU PARC-Le Studio","111-018"
141,"Saint-Laurent","Côte-de-Liesse","COMPLEXE SPORTIF DE SAINT-LAURENT-Gymnase 1","141-031"
134,"Rosemont-La Petite-Patrie","Marie-Victorin","ÉCOLE SAINTE-BERNADETTE-SOUBIROUS-Gymnase","134-014"
134,"Rosemont-La Petite-Patrie","Marie-Victorin","ÉCOLE SAINTE-BERNADETTE-SOUBIROUS-Annexe","134-022"
51,"LaSalle","Sault-Saint-Louis","LASALLE COMMUNITY COMPREHENSIVE HIGH SCHOOL-Palestre","051-063"
142,"Saint-Laurent","Norman-McLaren","ÉCOLE JEAN-GROU-Gymnase","142-032"
51,"LaSalle","Sault-Saint-Louis","LASALLE COMMUNITY COMPREHENSIVE HIGH SCHOOL-Palestre","051-062"
51,"LaSalle","Sault-Saint-Louis","LASALLE COMMUNITY COMPREHENSIVE HIGH SCHOOL-Gymnase B","051-061"
51,"LaSalle","Sault-Saint-Louis","ÉCOLE NOTRE-DAME-DES-RAPIDES-Gymnase","051-011"
51,"LaSalle","Sault-Saint-Louis","ÉCOLE DE L'ORÉE-DU-PARC-Gymnase 2","051-096"
51,"LaSalle","Sault-Saint-Louis","ÉCOLE DE L'ORÉE-DU-PARC-Gymnase 2","051-093"
51,"LaSalle","Sault-Saint-Louis","ÉCOLE DE L'ORÉE-DU-PARC-Gymnase 2","051-092"
51,"LaSalle","Sault-Saint-Louis","ÉCOLE DE L'ORÉE-DU-PARC-Gymnase 2","051-091"
51,"LaSalle","Sault-Saint-Louis","ÉCOLE DU GRAND-HÉRON-Gymnase","051-074"
51,"LaSalle","Sault-Saint-Louis","ÉCOLE DES DÉCOUVREURS-Gymnase","051-053"
142,"Saint-Laurent","Norman-McLaren","ÉCOLE JEAN-GROU-Gymnase","142-029"
51,"LaSalle","Sault-Saint-Louis","ÉCOLE DES DÉCOUVREURS-Gymnase","051-052"
51,"LaSalle","Sault-Saint-Louis","ÉCOLE DES DÉCOUVREURS-Gymnase","051-051"
51,"LaSalle","Sault-Saint-Louis","ÉCOLE DES DÉCOUVREURS-Gymnase","051-049"
51,"LaSalle","Sault-Saint-Louis","ÉCOLE DES DÉCOUVREURS-Gymnase","051-048"
51,"LaSalle","Sault-Saint-Louis","ÉCOLE DU GRAND-HÉRON-Gymnase","051-072"
51,"LaSalle","Sault-Saint-Louis","COMPLEXE SPORTIF CEGEP ANDRÉ-LAURENDEAU-Gymnase","051-078"
51,"LaSalle","Sault-Saint-Louis","COMPLEXE SPORTIF CEGEP ANDRÉ-LAURENDEAU-Gymnase","051-076"
51,"LaSalle","Sault-Saint-Louis","CENTRE D'ÉDUCATION DES ADULTES DE LASALLE-Cafétéria","051-009"
51,"LaSalle","Sault-Saint-Louis","CENTRE D'ÉDUCATION DES ADULTES DE LASALLE-Cafétéria","051-007"
51,"LaSalle","Sault-Saint-Louis","CENTRE D'ÉDUCATION DES ADULTES DE LASALLE-Cafétéria","051-006"
51,"LaSalle","Sault-Saint-Louis","CENTRE CULTUREL ET COMMUNAUTAIRE HENRI-LEMIEUX-Théâtre du Grand Sault","051-068"
51,"LaSalle","Sault-Saint-Louis","CEGEP ANDRÉ-LAURENDEAU-Cafétéria B","051-029"
51,"LaSalle","Sault-Saint-Louis","CEGEP ANDRÉ-LAURENDEAU-Cafétéria B","051-028"
51,"LaSalle","Sault-Saint-Louis","CEGEP ANDRÉ-LAURENDEAU-Cafétéria B","051-027"
51,"LaSalle","Sault-Saint-Louis","CEGEP ANDRÉ-LAURENDEAU-Cafétéria B","051-026"
51,"LaSalle","Sault-Saint-Louis","CEGEP ANDRÉ-LAURENDEAU-Cafétéria B","051-025"
51,"LaSalle","Sault-Saint-Louis","CEGEP ANDRÉ-LAURENDEAU-Cafétéria B","051-024"
72,"Mercier-Hochelaga-Maisonneuve","Maisonneuve–Longue-Pointe","CENTRE PIERRE-CHARBONNEAU (HORS-DISTRICT)-Hall d'entrée 1","072-047"
152,"Saint-Léonard","Saint-Léonard-Ouest","ÉCOLE ALPHONSE-PESANT-Gymnase","152-054"
194,"Villeray-Saint-Michel-Parc-Extension","Parc-Extension","STADE IGA-Salle 2","194-012"
194,"Villeray-Saint-Michel-Parc-Extension","Parc-Extension","STADE IGA-Salle 2","194-009"
194,"Villeray-Saint-Michel-Parc-Extension","Parc-Extension","ÉCOLE SINCLAIR-LAIRD-Gymnase","194-032"
194,"Villeray-Saint-Michel-Parc-Extension","Parc-Extension","ÉCOLE SINCLAIR-LAIRD-Gymnase","194-031"
194,"Villeray-Saint-Michel-Parc-Extension","Parc-Extension","ÉCOLE SINCLAIR-LAIRD-Gymnase","194-030"
194,"Villeray-Saint-Michel-Parc-Extension","Parc-Extension","ÉCOLE SINCLAIR-LAIRD-Gymnase","194-029"
194,"Villeray-Saint-Michel-Parc-Extension","Parc-Extension","ÉCOLE LUCIEN-PAGÉ-Gymnase vert","194-008"
194,"Villeray-Saint-Michel-Parc-Extension","Parc-Extension","ÉCOLE LUCIEN-PAGÉ-Gymnase vert","194-007"
194,"Villeray-Saint-Michel-Parc-Extension","Parc-Extension","ÉCOLE LUCIEN-PAGÉ-Gymnase vert","194-006"
194,"Villeray-Saint-Michel-Parc-Extension","Parc-Extension","ÉCOLE LUCIEN-PAGÉ-Gymnase vert","194-005"
194,"Villeray-Saint-Michel-Parc-Extension","Parc-Extension","ÉCOLE LUCIEN-PAGÉ-Gymnase vert","194-004"
194,"Villeray-Saint-Michel-Parc-Extension","Parc-Extension","ÉCOLE LUCIEN-PAGÉ-Gymnase vert","194-002"
192,"Villeray-Saint-Michel-Parc-Extension","François-Perrault","ÉCOLE LÉONARD-DE VINCI, PAVILLON DE LA 22E AVENUE-Gymnase","192-004"
192,"Villeray-Saint-Michel-Parc-Extension","François-Perrault","ÉCOLE LÉONARD-DE VINCI, PAVILLON DE LA 22E AVENUE-Gymnase","192-003"
192,"Villeray-Saint-Michel-Parc-Extension","François-Perrault","CENTRE YVES-THÉRIAULT-Cafétéria","192-009"
192,"Villeray-Saint-Michel-Parc-Extension","François-Perrault","CENTRE YVES-THÉRIAULT-Cafétéria","192-007"
194,"Villeray-Saint-Michel-Parc-Extension","Parc-Extension","ÉCOLE CAMILLE-LAURIN-Gymnase","194-042"
194,"Villeray-Saint-Michel-Parc-Extension","Parc-Extension","ÉCOLE CAMILLE-LAURIN-Gymnase","194-039"
192,"Villeray-Saint-Michel-Parc-Extension","François-Perrault","ÉCOLE LÉONARD-DE VINCI, PAVILLON DE LA 22E AVENUE-Gymnase","192-001"
192,"Villeray-Saint-Michel-Parc-Extension","François-Perrault","ÉCOLE JOHN F. KENNEDY-Salle La Place","192-027"
192,"Villeray-Saint-Michel-Parc-Extension","François-Perrault","ÉCOLE JOHN F. KENNEDY-Salle La Place","192-026"
192,"Villeray-Saint-Michel-Parc-Extension","François-Perrault","CENTRE YVES-THÉRIAULT-Cafétéria","192-005"
191,"Villeray-Saint-Michel-Parc-Extension","Saint-Michel","MAISON DES SOURDS-Salle communautaire","191-005"
194,"Villeray-Saint-Michel-Parc-Extension","Parc-Extension","ÉCOLE BARCLAY-Gymnase","194-033"
194,"Villeray-Saint-Michel-Parc-Extension","Parc-Extension","CHALET OGILVY-Salle communautaire","194-045"
192,"Villeray-Saint-Michel-Parc-Extension","François-Perrault","ÉCOLE JOHN F. KENNEDY-Salle La Place","192-025"
192,"Villeray-Saint-Michel-Parc-Extension","François-Perrault","ÉCOLE JOHN F. KENNEDY-Salle La Place","192-023"
191,"Villeray-Saint-Michel-Parc-Extension","Saint-Michel","MAISON DES SOURDS-Salle communautaire","191-003"
191,"Villeray-Saint-Michel-Parc-Extension","Saint-Michel","MAISON DES SOURDS-Salle communautaire","191-001"
191,"Villeray-Saint-Michel-Parc-Extension","Saint-Michel","ÉCOLE SOPHIE-BARAT, PAVILLON ST. DOROTHY-Gymnase","191-027"
192,"Villeray-Saint-Michel-Parc-Extension","François-Perrault","MAISON DU CITOYEN DE VILLERAY - SAINT-MICHEL - PARC-EXTENSION-Salle de réunion - 2e étage","192-014"
192,"Villeray-Saint-Michel-Parc-Extension","François-Perrault","ÉCOLE SAINT-MATHIEU-Gymnase","192-019"
192,"Villeray-Saint-Michel-Parc-Extension","François-Perrault","ÉCOLE JOHN F. KENNEDY-Le Bistro  salle 2","192-031"
193,"Villeray-Saint-Michel-Parc-Extension","Villeray","ÉCOLE GADBOIS-Gymnase","193-039"
191,"Villeray-Saint-Michel-Parc-Extension","Saint-Michel","ÉCOLE SAINT-NOËL-CHABANEL, PAVILLON DES DÉCOUVREURS-Vieux gymnase","191-045"
191,"Villeray-Saint-Michel-Parc-Extension","Saint-Michel","ÉCOLE SAINT-NOËL-CHABANEL, PAVILLON DES DÉCOUVREURS-Vieux gymnase","191-042"
192,"Villeray-Saint-Michel-Parc-Extension","François-Perrault","ÉCOLE SAINT-BARTHÉLÉMY - PAVILLON SAGARD-Gymnase","192-034"
192,"Villeray-Saint-Michel-Parc-Extension","François-Perrault","ÉCOLE SAINT-BARTHÉLÉMY - PAVILLON SAGARD-Gymnase","192-033"
192,"Villeray-Saint-Michel-Parc-Extension","François-Perrault","ÉCOLE JOHN F. KENNEDY-Le Bistro  salle 2","192-030"
192,"Villeray-Saint-Michel-Parc-Extension","François-Perrault","ÉCOLE JOHN F. KENNEDY-Le Bistro  salle 2","192-029"
191,"Villeray-Saint-Michel-Parc-Extension","Saint-Michel","COLLÈGE REINE-MARIE-Gymnase A","191-031"
191,"Villeray-Saint-Michel-Parc-Extension","Saint-Michel","CENTRE GABRIELLE-ROY-Gymnase","191-009"
43,"Lachine","Fort-Rolland","ÉCOLE MAPLE GROVE-Gymnase","043-037"
43,"Lachine","Fort-Rolland","ÉCOLE MAPLE GROVE-Gymnase","043-034"
43,"Lachine","Fort-Rolland","ÉCOLE CATHERINE-SOUMILLARD-Gymnase","043-025"
192,"Villeray-Saint-Michel-Parc-Extension","François-Perrault","ÉCOLE LÉONARD-DE VINCI, PAVILLON DE LA 19E AVENUE-Gymnase 110-1","192-011"
192,"Villeray-Saint-Michel-Parc-Extension","François-Perrault","ÉCOLE LÉONARD-DE VINCI, PAVILLON DE LA 19E AVENUE-Gymnase 110-1","192-010"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","ÉCOLE ESPACE-JEUNESSE-Gymnase","113-022"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","ÉCOLE ESPACE-JEUNESSE-Gymnase","113-020"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","ÉCOLE ESPACE-JEUNESSE-Gymnase","113-018"
111,"Le Plateau-Mont-Royal","Mile-End","YMCA DU PARC-Le Studio","111-013"
111,"Le Plateau-Mont-Royal","Mile-End","ÉCOLE SAINT-ENFANT-JÉSUS-Gymnase","111-053"
134,"Rosemont-La Petite-Patrie","Marie-Victorin","ÉCOLE SAINTE-BERNADETTE-SOUBIROUS-Gymnase","134-016"
134,"Rosemont-La Petite-Patrie","Marie-Victorin","ÉCOLE NOTRE-DAME-DU-FOYER-Gymnase Rosemont","134-043"
51,"LaSalle","Sault-Saint-Louis","LASALLE COMMUNITY COMPREHENSIVE HIGH SCHOOL-Gymnase B","051-058"
51,"LaSalle","Sault-Saint-Louis","LASALLE COMMUNITY COMPREHENSIVE HIGH SCHOOL-Gymnase B","051-057"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","ÉCOLE ESPACE-JEUNESSE-Gymnase","113-017"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","ÉCOLE AU PIED-DE-LA-MONTAGNE - PAVILLON SAINT-JEAN-BAPTISTE-Gymnase","113-028"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","CENTRE DE LOISIRS MULTIETHNIQUE SAINT-LOUIS-Gymnase","113-062"
111,"Le Plateau-Mont-Royal","Mile-End","ÉCOLE SAINT-ENFANT-JÉSUS-Gymnase","111-050"
111,"Le Plateau-Mont-Royal","Mile-End","ÉCOLE SAINT-ENFANT-JÉSUS-Gymnase","111-049"
161,"Le Sud-Ouest","Saint-Henri-Est–Petite-Bourgogne–Pointe-Saint-Charles–Griffintown","CENTRE SPORTIF DE LA PETITE BOURGOGNE-Gymnase","161-068"
111,"Le Plateau-Mont-Royal","Mile-End","ÉCOLE ROBERT-GRAVEL-Gymnase","111-043"
111,"Le Plateau-Mont-Royal","Mile-End","ÉCOLE ROBERT-GRAVEL-Gymnase","111-042"
134,"Rosemont-La Petite-Patrie","Marie-Victorin","ÉCOLE NOTRE-DAME-DU-FOYER-Gymnase Bellechasse","134-031"
134,"Rosemont-La Petite-Patrie","Marie-Victorin","ÉCOLE MARGUERITE-DE LAJEMMERAIS-Salle de sport","134-058"
134,"Rosemont-La Petite-Patrie","Marie-Victorin","ÉCOLE MARGUERITE-DE LAJEMMERAIS-Salle de sport","134-057"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE DE LA BELLE-RIVE PAVILLON DE LA POINTE-Gymnase","121-059"
51,"LaSalle","Sault-Saint-Louis","LASALLE COMMUNITY COMPREHENSIVE HIGH SCHOOL-Gymnase B","051-056"
142,"Saint-Laurent","Norman-McLaren","ÉCOLE JEAN-GROU-Gymnase","142-031"
51,"LaSalle","Sault-Saint-Louis","LASALLE COMMUNITY COMPREHENSIVE HIGH SCHOOL-Gymnase B","051-054"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","CENTRE DE LOISIRS MULTIETHNIQUE SAINT-LOUIS-Gymnase","113-061"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","ATELIERS D'ÉDUCATION POPULAIRE DU PLATEAU-Salle communautaire","113-011"
111,"Le Plateau-Mont-Royal","Mile-End","ÉCOLE ROBERT-GRAVEL-Gymnase","111-041"
111,"Le Plateau-Mont-Royal","Mile-End","ÉCOLE LAMBERT-CLOSSE-Gymnase et Salle polyvalente","111-037"
111,"Le Plateau-Mont-Royal","Mile-End","ÉCOLE LAMBERT-CLOSSE-Gymnase et Salle polyvalente","111-032"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","MISSION SANTA CRUZ-Sous-sol de l'église","113-040"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","MISSION SANTA CRUZ-Sous-sol de l'église","113-035"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","MISSION SANTA CRUZ-Sous-sol de l'église","113-034"
51,"LaSalle","Sault-Saint-Louis","LASALLE COMMUNITY COMPREHENSIVE HIGH SCHOOL-Gymnase A","051-042"
51,"LaSalle","Sault-Saint-Louis","ÉCOLE PIERRE-RÉMY (HORS-DISTRICT)-Gymnase","051-005"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","ATELIERS D'ÉDUCATION POPULAIRE DU PLATEAU-Salle communautaire","113-010"
112,"Le Plateau-Mont-Royal","De Lorimier","ÉCOLE SAINT-LOUIS-DE-GONZAGUE-Gymnase","112-045"
111,"Le Plateau-Mont-Royal","Mile-End","ÉCOLE LAMBERT-CLOSSE-Gymnase et Salle polyvalente","111-030"
61,"L'Île-Bizard-Sainte-Geneviève","Pierre-Foretier","ÉCOLE JONATHAN-WILSON (HORS-DISTRICT)-Gymnase","061-010"
61,"L'Île-Bizard-Sainte-Geneviève","Pierre-Foretier","ÉCOLE JONATHAN-WILSON (HORS-DISTRICT)-Gymnase","061-009"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","ITHQ (Institut de tourisme et d'hôtellerie du Québec)-La Relève Gourmande","113-006"
172,"Verdun","Desmarchais-Crawford","ÉCOLE LÉVIS-SAUVÉ-Petit gymnase","172-016"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","ÉCOLE ESPACE-JEUNESSE-Gymnase","113-019"
51,"LaSalle","Sault-Saint-Louis","ÉCOLE PIERRE-RÉMY (HORS-DISTRICT)-Gymnase","051-004"
51,"LaSalle","Sault-Saint-Louis","ÉCOLE PIERRE-RÉMY (HORS-DISTRICT)-Gymnase","051-003"
51,"LaSalle","Sault-Saint-Louis","ÉCOLE PIERRE-RÉMY (HORS-DISTRICT)-Gymnase","051-001"
