record,SEXE,AGE,LANGU,Q0QC,Q0QCP,Q1Ar1,Q1Ar2,Q1Ar3,Q1Ar4,Q1Ar5,Q1Ar6,Q1Ar7,Q1Ar8,Q1Ar9,Q1Ar96,Q1C,Q1B,Q2,Q3,Q4r1,Q4r2,Q5,Q6,Q7,Q8r1,Q8r2,Q8r3,Q8r4,Q9r1,Q9r2,Q9r3,Q9r4,Q9r5,Q9r6,Q10,N_BARRIERES,pond
6392,2,4,2,6,22,0,0,0,0,1,0,0,0,0,0,3,2,3,1,3,5,7,9,1,3,1,4,2,1,2,2,2,2,2,1,9,1.41986
6396,2,2,1,6,12,1,0,0,0,0,0,0,0,0,0,3,1,5,1,4,3,6,10,3,3,4,3,3,1,2,2,1,2,1,2,4,0.7034
6397,2,2,2,6,7,1,0,0,0,0,0,0,0,0,0,1,,3,1,3,5,3,3,4,3,3,5,4,1,2,1,2,1,1,1,7,1.41986
6398,2,3,5,6,15,0,0,0,0,0,0,1,0,0,0,2,1,5,1,5,5,6,8,1,4,4,3,5,1,2,1,1,1,1,1,2,1.41986
6406,2,4,1,6,15,0,0,1,0,0,0,0,0,0,0,3,1,5,1,5,5,7,11,1,4,5,4,3,1,2,1,2,2,1,2,3,0.7034
6409,1,6,1,6,14,0,0,0,0,0,1,0,0,0,0,1,,4,3,5,4,5,10,1,3,3,2,5,1,1,1,2,2,1,2,4,1.24685
6411,2,2,2,6,8,1,0,0,0,0,0,0,0,0,0,3,1,3,1,3,4,6,7,2,4,4,4,3,1,2,2,1,1,1,1,4,1.41986
6417,1,3,1,6,1,0,0,0,0,1,0,0,0,0,0,98,98,6,1,5,4,6,1,3,2,2,3,2,1,2,2,2,2,1,1,10,1.95482
6440,1,6,4,6,26,0,1,1,0,0,0,0,0,0,0,1,,6,2,5,4,4,9,1,3,2,2,2,1,2,1,2,1,1,2,5,2.0818
6441,2,4,1,6,16,0,0,0,0,0,1,0,0,0,0,1,,6,1,5,3,6,3,3,4,3,4,4,2,2,1,2,2,1,2,6,0.53204
6448,1,11,1,6,26,0,0,0,0,0,0,0,0,1,0,2,1,4,2,5,4,7,7,3,3,5,4,5,1,1,1,1,2,1,2,2,0.51389
6451,1,7,1,6,24,0,0,0,0,0,1,0,0,0,0,3,2,5,1,5,3,7,11,1,3,3,2,4,1,1,1,1,1,1,2,1,0.88544
6457,2,3,1,6,32,0,0,1,0,0,0,0,0,0,0,3,1,6,1,5,5,6,10,1,2,4,4,3,1,2,1,2,2,1,2,4,0.7034
6469,2,2,7,6,27,1,0,0,0,0,0,0,0,0,0,2,1,2,1,5,5,5,8,1,3,3,5,3,2,1,2,2,1,1,1,5,1.41986
6472,1,2,1,6,30,0,0,1,0,0,0,0,0,0,0,1,,3,1,5,5,6,6,2,1,1,3,1,2,2,2,2,2,2,1,10,1.95482
6476,1,9,2,6,26,0,0,0,0,1,0,0,0,0,0,2,98,2,1,3,4,7,8,2,3,4,4,4,2,2,1,2,2,2,1,8,1.1766
6479,2,4,2,6,15,0,0,0,0,1,0,0,0,0,0,1,,5,1,4,5,6,2,2,1,2,4,3,1,2,2,2,2,2,1,9,1.41986
6484,1,7,4,6,7,0,0,1,0,0,0,0,0,0,0,3,1,3,1,5,5,7,8,1,4,4,5,4,1,2,1,1,2,1,2,2,1.92289
6497,2,4,1,6,12,0,0,1,0,0,0,0,0,0,0,2,1,3,1,5,5,7,6,2,3,3,4,3,1,1,1,1,1,1,2,0,0.7034
6512,2,2,5,6,7,0,0,1,0,0,0,0,0,0,0,1,,5,1,5,4,6,6,1,4,4,4,4,1,2,1,1,1,1,2,1,1.41986
6513,2,2,1,6,5,1,0,0,1,0,0,0,0,0,0,3,1,3,1,5,5,6,5,3,2,4,4,4,1,2,2,2,2,1,1,8,0.90491
6516,1,2,4,6,30,0,0,1,0,0,0,0,0,0,0,3,1,5,1,2,5,4,5,2,5,4,4,3,1,1,2,2,2,1,1,6,3.26386
6521,1,7,4,6,32,0,0,0,0,1,0,0,0,0,0,3,2,3,1,4,5,7,8,4,3,1,5,1,2,2,2,2,2,2,1,10,1.92289
6522,1,6,1,6,16,0,0,1,0,0,0,0,0,0,0,1,,2,1,5,4,7,11,1,2,3,3,1,2,2,2,2,2,1,2,8,0.94309
6525,1,6,1,6,15,0,0,0,0,1,0,0,1,0,0,1,,4,1,5,5,7,4,4,4,3,5,4,1,2,2,1,1,2,1,6,1.24685
6535,2,13,1,6,12,0,0,1,0,0,0,0,0,0,0,1,,6,1,5,3,7,8,2,4,3,4,4,1,2,1,1,1,1,2,1,0.77268
6546,2,2,4,6,2,0,0,0,0,1,0,0,0,0,0,1,,2,1,5,5,6,3,3,2,3,3,5,1,1,1,2,2,2,1,8,1.41986
6563,1,6,1,6,18,0,0,1,0,0,0,0,0,0,0,2,98,4,1,5,4,7,8,4,2,2,5,2,1,2,2,1,1,1,1,7,1.24685
6571,2,4,7,6,7,0,0,1,0,0,0,0,0,0,0,3,1,3,1,4,5,6,7,2,2,2,3,2,1,2,2,2,2,2,1,9,1.41986
6581,2,6,1,6,24,0,1,1,0,1,0,0,0,0,0,1,,4,1,5,4,7,8,1,3,4,4,4,1,1,2,1,2,1,1,3,0.63248
6582,1,10,1,6,1,0,0,0,0,0,1,0,0,0,0,3,2,6,1,5,4,7,11,1,4,5,4,3,1,2,1,2,1,1,2,2,0.7047
6583,1,7,1,6,26,0,0,0,0,0,1,0,0,0,0,3,2,6,1,5,4,7,11,1,5,4,4,5,2,1,1,2,2,1,2,3,1.15168
6585,2,4,1,6,24,1,0,0,0,1,0,0,0,0,0,3,2,6,1,5,5,6,7,2,4,3,2,4,1,2,2,1,1,1,1,4,0.54079
6586,2,3,1,6,14,0,0,0,0,0,1,0,0,0,0,1,,6,1,5,4,3,8,3,1,5,4,5,1,1,1,2,2,2,2,6,0.7034
6587,2,9,6,6,8,0,0,0,1,0,0,0,0,0,0,2,1,2,1,3,5,7,11,2,5,4,3,5,1,2,1,2,2,1,2,5,1.16856
6589,2,5,1,6,16,0,0,1,0,0,0,0,0,0,0,2,1,5,1,5,4,7,9,1,4,4,4,4,1,2,1,1,1,1,2,1,0.62223
6595,1,1,4,6,19,1,0,0,0,0,0,0,0,0,0,1,,5,1,5,5,5,4,2,3,3,5,3,2,2,1,1,1,1,2,3,3.26386
6596,1,8,1,6,23,1,0,0,0,0,0,0,0,0,0,1,,3,1,5,5,7,4,2,4,5,5,4,1,2,1,1,1,2,1,4,1.15168
6598,2,5,1,6,32,0,0,0,0,1,0,0,0,0,0,1,,6,1,5,4,7,7,2,1,3,3,2,2,1,2,2,2,1,1,7,0.82266
6609,1,3,4,6,24,0,0,0,0,1,0,0,0,0,0,1,,7,1,5,5,6,11,1,5,5,5,5,1,1,1,1,1,1,1,1,2.50932
6615,2,6,1,6,17,1,0,0,0,0,0,0,0,0,0,1,,6,2,5,4,4,6,1,4,5,5,5,1,2,1,1,1,1,2,1,0.82266
6617,2,4,1,6,30,0,0,0,0,0,0,0,1,0,0,1,,4,1,5,5,7,6,4,4,3,4,4,1,1,1,1,2,1,1,3,0.7034
6621,1,9,1,6,29,0,0,0,0,0,1,0,0,0,0,1,,6,1,5,4,7,11,1,3,5,4,5,1,1,1,2,1,2,2,2,0.5133
6622,2,3,1,6,17,0,0,1,0,0,0,0,0,0,0,3,1,2,1,4,5,6,4,3,2,2,5,3,1,2,2,2,2,1,1,10,0.7034
6623,1,6,2,6,30,0,0,1,0,0,0,0,0,0,0,1,,6,1,3,5,5,9,1,2,5,4,4,1,1,2,2,2,1,2,5,2.0818
6629,2,3,1,6,5,0,0,1,0,0,0,0,0,0,0,3,1,5,1,5,4,7,9,1,2,4,4,4,1,2,1,1,2,1,2,3,0.90491
6630,1,7,1,6,8,0,0,1,0,0,1,0,0,0,0,3,2,3,1,4,5,7,6,2,3,3,3,2,1,2,1,2,2,1,1,5,1.15168
6634,2,2,1,6,26,1,0,0,1,0,0,0,0,0,0,1,,3,1,5,5,6,11,2,2,3,3,2,1,1,2,2,2,1,1,6,0.7034
6639,1,5,4,6,5,0,0,1,0,0,0,0,0,0,0,3,1,2,2,3,5,5,9,1,4,3,5,3,1,2,1,1,1,1,1,4,2.67818
6640,2,5,2,6,5,0,0,0,0,0,1,0,0,0,0,3,2,7,1,2,5,4,10,1,2,2,4,4,1,2,2,1,1,1,2,5,2.13629
6711,2,8,1,6,1,0,0,1,0,0,0,0,0,0,0,1,,4,1,5,4,7,7,1,3,4,3,3,2,2,2,2,2,1,2,5,0.77652
6712,2,9,1,6,1,0,0,1,0,0,0,0,0,0,0,2,1,3,1,5,3,7,6,1,3,3,3,3,2,2,2,2,1,1,1,5,0.57891
6717,1,6,1,6,12,0,0,1,0,0,1,0,0,0,0,3,98,5,1,5,5,7,11,2,4,4,3,4,1,1,1,2,2,1,2,2,1.24685
6731,1,2,1,6,14,1,0,1,0,0,0,0,0,0,0,1,,5,1,5,5,6,7,1,1,5,3,2,1,2,1,1,1,2,2,4,1.95482
6734,2,11,1,6,14,0,0,0,0,1,0,0,0,0,0,1,,3,1,4,2,7,4,1,4,2,4,2,2,2,1,2,2,1,1,8,0.77268
6738,2,10,1,6,5,0,0,0,0,1,0,0,0,0,0,3,2,5,1,5,3,7,10,1,5,4,4,5,1,1,1,1,1,1,1,1,0.74475
6740,2,5,1,6,13,0,0,0,1,0,0,0,0,0,0,3,1,3,1,5,5,7,8,2,2,5,4,3,1,2,1,2,2,1,1,5,0.82266
6768,2,4,2,6,16,1,0,0,0,0,0,0,0,0,0,1,,3,1,5,4,7,5,2,4,4,4,4,1,2,1,1,1,1,1,3,1.07394
6777,2,3,1,6,24,0,0,1,0,0,0,0,0,0,0,3,1,3,1,4,2,6,7,1,2,1,3,1,1,2,2,2,2,1,1,8,0.54079
6778,1,9,7,6,15,0,0,1,0,0,0,0,0,0,0,3,1,6,2,4,5,6,11,1,5,5,5,4,1,1,1,2,2,1,1,3,1.1766
6782,1,3,1,6,15,0,0,0,0,0,1,0,0,0,0,1,,6,2,5,3,3,9,1,5,5,2,5,1,1,1,1,1,1,2,2,1.95482
6789,1,8,7,6,2,0,0,1,0,0,0,0,0,0,0,3,1,5,2,5,4,5,8,1,4,3,4,4,1,2,1,1,1,1,1,2,1.92289
6816,2,13,2,6,30,0,0,0,0,1,0,0,0,1,0,3,2,6,1,3,5,7,11,1,4,4,3,4,1,2,1,2,2,1,1,5,1.55969
6821,2,6,1,6,5,0,0,1,0,0,0,0,0,0,0,1,,5,1,5,5,7,8,1,3,4,3,3,1,2,1,1,2,1,1,3,1.05833
6827,1,2,1,6,17,1,0,0,0,0,0,0,0,0,0,3,1,6,1,5,4,2,4,1,4,3,5,2,1,2,1,2,2,2,1,8,1.95482
6832,2,6,7,6,23,0,0,1,0,0,0,0,0,0,0,2,98,5,1,5,4,6,8,1,4,1,4,4,1,2,2,2,2,2,1,7,1.66058
6865,1,1,2,6,25,1,0,0,0,0,0,0,0,0,0,1,,3,2,2,5,1,1,3,1,2,5,3,1,2,2,2,2,1,1,11,3.26386
6937,2,2,1,6,32,1,0,1,0,0,0,0,0,0,0,3,1,3,1,5,4,6,7,2,4,4,4,3,1,2,2,2,2,1,2,4,0.7034
6941,2,2,6,6,15,1,0,0,1,0,0,0,0,0,0,3,1,3,1,5,5,6,9,1,2,1,3,3,1,2,2,2,2,1,2,6,1.41986
6945,1,4,4,6,16,0,0,0,0,1,0,0,0,0,0,3,2,5,1,5,5,7,3,2,1,3,5,3,1,2,2,2,2,1,1,7,2.46869
6946,2,9,1,6,5,0,0,0,0,1,0,0,0,0,0,3,2,6,1,5,5,6,11,2,2,2,3,3,2,2,1,2,1,1,1,6,0.74475
6951,1,7,7,6,4,0,0,0,0,1,0,0,0,0,0,2,98,6,1,3,4,7,10,2,4,3,3,3,2,2,2,2,2,2,1,8,1.92289
6959,1,8,1,6,32,0,0,0,0,0,0,0,1,0,0,1,,4,1,5,5,7,6,4,3,2,4,2,1,2,2,2,2,1,1,8,1.15168
6967,1,4,1,6,1,0,0,0,0,0,1,0,0,0,0,3,1,6,1,5,5,7,6,2,2,2,2,2,1,2,1,2,2,1,2,7,1.95482
6973,2,4,7,6,18,0,0,1,0,0,0,0,0,0,0,1,,5,1,5,5,6,7,1,3,3,2,3,1,2,2,2,1,1,2,4,1.41986
6980,1,2,1,6,18,0,0,0,0,0,0,0,1,0,0,3,1,2,1,4,3,6,1,3,1,5,2,1,2,2,2,1,1,2,1,11,1.95482
6982,2,8,4,6,7,0,0,0,0,1,0,0,0,0,0,3,2,3,1,4,5,7,11,1,5,3,5,5,1,2,1,1,1,2,1,3,1.56745
6985,2,2,1,6,7,0,0,1,0,0,0,0,0,0,0,3,1,5,1,5,5,6,4,1,1,2,3,2,1,2,2,2,1,1,1,8,0.7034
6988,1,11,1,6,1,0,0,0,0,1,0,0,0,0,0,3,2,6,1,5,4,7,9,1,3,3,3,4,1,1,1,1,1,1,1,1,0.51389
6989,1,9,1,6,26,1,0,0,0,0,0,0,0,0,0,3,1,3,3,5,5,5,8,1,2,1,3,2,1,2,1,2,2,1,2,7,0.7047
6993,1,9,5,6,24,0,0,1,0,0,0,0,0,0,0,2,1,4,3,5,5,7,5,3,1,2,4,2,1,1,1,2,2,2,1,10,0.9046
6996,1,7,1,6,24,0,0,0,0,1,0,0,0,0,0,3,2,6,1,5,4,7,11,1,4,2,5,3,1,1,2,2,2,1,1,5,0.88544
7002,2,3,2,6,1,1,0,0,0,0,0,0,0,0,0,1,,3,1,5,5,6,7,3,3,4,4,5,1,2,1,2,1,1,1,4,1.41986
7004,1,7,1,6,24,0,0,0,0,1,0,0,0,0,0,1,,4,1,5,4,7,7,3,5,4,5,5,1,1,1,1,1,1,2,1,0.88544
7008,2,1,1,6,1,1,0,0,1,0,1,1,0,0,0,1,,3,1,5,5,5,5,1,4,3,5,4,1,1,1,1,1,1,2,1,0.7034
7022,1,5,4,6,31,0,0,0,0,0,0,0,0,0,1,98,1,3,1,5,5,7,1,4,3,3,5,2,2,1,2,2,2,1,2,7,2.0818
7023,2,3,4,6,32,0,0,1,0,0,0,0,0,0,0,3,1,2,1,5,5,6,6,2,3,1,4,2,2,2,2,2,2,2,1,10,1.41986
7064,1,2,7,6,30,1,0,0,1,0,0,0,0,0,0,3,1,3,1,5,5,5,7,1,4,2,4,3,2,2,2,2,1,1,1,6,3.26386
7065,1,6,1,6,24,0,0,0,1,0,0,0,0,0,0,3,1,5,1,5,4,7,7,3,3,4,4,3,1,2,1,1,1,1,1,3,0.95861
7072,2,3,7,6,26,0,0,1,0,0,0,0,0,0,0,1,,4,1,5,5,5,7,3,5,4,5,5,1,1,1,1,1,1,1,2,1.41986
7079,1,4,7,6,15,0,1,1,0,0,0,0,0,0,0,1,,6,1,4,5,6,6,2,4,4,5,4,1,2,2,2,2,2,1,6,3.26386
7081,2,3,1,6,16,0,1,1,0,1,0,0,0,0,0,1,,5,1,5,4,6,6,1,2,4,4,3,1,2,1,1,1,1,1,3,0.53204
7086,1,11,1,6,24,0,0,0,0,1,0,0,0,0,0,3,2,5,1,5,3,7,8,1,3,3,4,4,1,1,1,1,2,1,1,2,0.39509
7102,1,8,1,6,16,0,0,0,0,1,0,0,0,0,0,3,2,6,1,5,4,7,11,1,4,3,5,2,2,2,2,2,2,2,1,8,0.8711
7109,1,12,2,6,7,0,0,0,0,1,0,0,0,0,0,3,2,5,1,3,5,7,11,1,3,2,3,3,1,2,1,2,2,1,1,6,0.85801
7114,1,8,4,6,1,0,0,0,0,1,0,0,0,0,0,1,,7,1,5,5,7,7,2,4,3,5,4,2,1,2,2,2,2,1,6,1.92289
7136,2,6,1,6,16,0,0,0,0,0,0,0,1,0,0,2,98,5,1,5,3,7,3,1,2,2,4,2,1,1,2,1,1,1,1,6,0.62223
7137,2,8,1,6,16,0,0,0,0,1,0,0,0,0,0,3,2,2,1,5,1,7,10,2,2,2,2,3,2,2,1,2,2,1,1,9,0.58734
7144,1,7,4,6,5,0,0,0,0,1,0,0,0,0,0,3,1,3,1,4,5,7,5,1,5,5,4,4,1,2,2,2,2,1,1,6,2.47375
7149,2,1,2,6,13,1,0,0,1,0,0,0,0,0,0,3,1,2,1,5,5,5,8,3,2,3,4,2,1,2,2,2,2,1,1,9,1.41986
7157,1,10,1,6,13,0,0,0,1,1,0,0,0,0,0,3,2,6,1,4,3,7,10,1,3,3,3,3,1,2,1,2,2,1,1,4,0.7047
7159,2,2,4,6,20,1,0,0,0,0,0,0,0,0,0,1,,5,2,5,4,3,3,2,2,2,3,2,2,2,1,2,2,2,2,10,1.41986
7171,2,10,2,6,7,0,0,0,0,1,0,0,0,0,0,1,,5,1,4,5,7,9,2,2,2,4,2,1,2,2,2,2,1,1,8,1.16856
7175,1,13,1,6,16,0,0,0,1,0,0,0,0,1,0,2,1,3,1,5,4,7,6,2,2,2,4,2,1,2,1,2,2,1,1,7,0.38869
7178,2,6,1,6,30,0,0,0,0,0,0,0,1,0,0,2,2,3,1,5,5,7,4,3,5,4,4,4,2,2,2,2,1,1,1,7,0.82266
7183,2,4,2,6,15,0,0,1,0,0,0,0,0,0,0,2,1,5,1,3,5,7,5,1,1,2,4,2,2,2,2,2,2,1,1,11,1.41986
7201,2,9,2,6,16,0,0,0,0,0,0,0,0,0,1,3,1,3,1,5,5,7,6,3,4,3,4,1,1,2,1,2,2,1,1,6,0.88387
7207,1,10,2,6,22,0,0,0,0,1,0,0,0,0,0,3,2,5,1,3,5,7,9,1,5,5,2,5,2,2,2,2,2,1,1,8,1.1766
7224,1,9,1,6,29,0,0,1,0,0,0,0,0,0,0,3,1,5,1,5,4,7,9,1,4,3,3,3,1,1,1,2,2,1,1,3,0.5133
7227,2,2,1,6,20,1,0,0,0,0,0,0,0,0,0,3,1,6,1,5,3,6,10,1,4,3,4,3,1,2,2,1,1,1,1,3,0.7034
7233,2,4,4,6,24,0,0,0,1,0,0,0,0,0,0,98,1,5,1,5,5,7,8,1,3,2,4,2,1,1,1,2,2,2,1,6,1.09162
7244,1,9,7,6,15,0,0,0,0,1,0,0,0,0,0,2,1,6,1,4,4,7,3,2,1,1,1,1,2,2,2,2,1,2,1,11,1.1766
7248,2,7,1,6,23,0,0,0,1,0,1,0,0,0,0,3,2,3,1,5,5,7,4,1,3,2,3,1,1,2,2,1,1,1,2,5,0.77652
7255,1,9,1,6,13,0,0,1,0,0,0,0,0,0,0,1,,2,1,5,4,7,7,1,4,4,4,3,1,2,1,2,2,1,1,5,0.7047
7256,1,5,1,6,14,0,0,1,0,0,0,0,0,0,0,3,1,5,1,4,3,7,9,2,3,5,4,2,1,2,2,2,1,2,1,6,1.24685
7327,1,9,4,6,29,0,0,0,0,1,0,0,0,0,0,3,2,5,1,5,5,7,11,1,2,2,3,1,1,2,2,2,2,1,1,8,0.85703
7329,1,6,1,6,1,1,0,1,0,0,0,0,0,0,0,3,1,6,1,5,3,5,9,1,3,4,5,4,1,2,2,1,1,1,2,2,1.24685
7333,2,7,1,6,15,0,0,0,0,1,0,0,0,0,0,3,2,5,1,5,5,7,3,2,4,3,2,3,1,1,1,1,2,1,1,4,0.77652
7334,1,3,1,6,12,0,0,1,0,0,0,0,0,0,0,3,1,2,1,3,4,6,7,1,3,3,4,3,2,1,2,1,1,1,2,4,1.95482
7344,1,11,1,6,2,0,0,0,0,1,0,0,0,0,0,1,,6,1,5,4,7,9,1,5,3,4,5,1,1,1,1,1,1,1,1,0.51389
7346,1,5,2,6,7,0,0,1,0,0,0,0,0,0,0,1,,3,1,4,5,7,8,1,5,3,5,3,1,2,1,1,1,2,2,2,2.0818
7351,1,2,4,6,24,1,0,0,1,0,0,0,0,0,0,1,,5,1,5,5,5,3,2,5,3,4,4,1,2,1,1,2,1,1,4,2.50932
7355,1,13,1,6,1,0,0,0,0,1,0,0,0,0,0,3,1,5,1,5,3,7,8,1,4,2,3,5,1,1,1,1,2,1,1,3,0.51389
7356,1,3,1,6,30,0,0,0,0,1,0,0,0,0,0,3,1,5,1,5,4,4,9,2,3,4,1,5,2,2,1,1,1,1,1,4,1.95482
7362,2,1,1,6,5,1,0,0,0,0,0,0,0,0,0,1,,5,1,5,3,2,1,1,2,4,3,4,1,1,2,1,2,1,2,5,0.90491
7363,2,5,4,6,8,0,0,0,0,1,0,0,0,0,0,3,1,2,1,5,5,6,5,1,3,4,5,3,1,1,1,1,1,1,2,2,1.66058
7368,1,9,2,6,10,0,0,1,0,0,0,0,0,0,0,3,1,4,1,3,5,7,10,1,4,3,5,4,1,2,2,2,2,1,1,6,1.1766
7371,1,7,1,6,32,0,0,0,0,1,0,0,0,0,0,3,2,3,1,5,3,7,5,2,5,5,5,5,1,2,1,1,1,1,1,3,1.15168
7374,2,8,4,6,31,0,0,0,0,0,1,0,0,0,0,3,2,5,2,4,5,7,9,1,4,2,4,3,1,2,1,2,2,1,2,4,1.56745
7375,1,11,2,6,8,0,0,0,0,1,0,0,0,0,0,3,2,3,1,2,5,7,8,1,4,2,5,3,1,2,2,2,2,2,1,8,0.85801
7427,2,5,2,6,96,0,0,1,0,0,0,0,0,0,0,3,1,6,2,5,5,7,9,1,3,4,5,3,2,2,2,1,1,1,1,4,1.66058
7429,2,2,5,6,14,0,0,1,0,0,0,0,0,0,0,3,1,3,1,5,5,3,4,2,2,4,4,4,2,2,2,2,2,2,1,10,1.41986
7435,2,9,1,6,24,0,0,0,0,1,0,0,0,0,0,3,2,3,1,5,1,7,5,3,1,1,3,1,1,2,1,2,1,1,1,8,0.44508
7461,2,2,1,6,16,1,0,0,0,0,0,0,0,0,0,1,,6,1,5,3,6,7,3,5,4,4,5,1,1,1,2,2,1,2,3,0.53204
7464,2,3,1,6,16,0,0,1,0,0,0,0,0,0,0,3,1,5,1,5,4,6,9,1,1,5,3,2,1,2,2,1,2,1,2,5,0.53204
7465,1,3,4,6,19,0,0,1,0,0,0,0,0,0,0,1,,4,1,5,5,6,5,2,2,2,5,2,1,2,1,2,2,2,1,9,3.26386
7529,1,3,1,6,15,1,0,0,1,0,0,0,0,0,0,2,98,5,1,5,4,6,3,2,2,3,3,4,1,2,1,1,2,2,1,6,1.95482
7534,1,3,6,6,19,0,0,1,0,0,0,0,0,0,0,1,,6,1,1,5,3,9,2,2,3,5,4,1,2,1,1,2,1,2,5,3.26386
7542,2,3,1,6,17,0,0,1,0,0,0,0,0,0,0,2,1,5,1,5,4,5,8,1,2,5,2,2,1,2,1,1,1,1,1,5,0.7034
7543,1,3,1,6,24,0,0,1,0,0,0,0,0,0,0,3,1,3,1,5,4,6,5,3,4,4,4,3,1,1,2,2,1,1,1,5,1.50291
7546,2,6,1,6,16,0,0,1,0,0,0,0,0,0,0,1,,3,1,5,5,7,8,3,2,1,4,2,1,2,1,2,2,2,1,9,0.62223
7551,1,6,1,6,24,0,0,0,0,1,0,0,0,0,0,1,,5,1,5,4,7,11,1,4,2,2,4,1,2,1,2,2,1,1,6,0.95861
7552,2,3,2,6,30,1,1,0,0,1,0,0,0,0,0,1,,3,1,3,5,6,11,3,4,3,4,3,1,2,2,1,2,1,1,6,1.41986
7554,2,11,1,6,18,0,0,0,1,0,0,0,0,0,0,1,,2,1,5,4,7,1,1,3,2,2,1,2,2,2,2,2,2,1,12,0.77268
7555,2,9,1,6,24,0,0,1,0,0,0,0,0,0,0,1,,6,1,5,4,7,9,1,4,1,4,2,2,2,2,1,2,2,2,7,0.44508
7565,1,7,5,6,14,0,0,1,0,0,0,0,0,0,0,3,1,5,1,5,5,6,10,1,5,5,5,2,2,2,1,2,2,1,2,5,1.92289
7566,2,7,7,6,23,0,0,0,0,1,0,0,0,0,0,3,2,4,1,4,5,7,11,1,4,4,3,4,1,2,1,2,2,1,2,3,1.56745
7567,2,5,1,6,20,0,0,1,0,0,0,0,0,0,0,1,,5,2,5,4,5,7,2,4,4,4,4,1,2,1,1,2,1,1,3,0.82266
7568,2,3,4,6,15,0,0,1,0,0,0,0,0,0,0,3,1,2,1,5,5,6,3,2,5,5,5,5,1,1,1,1,2,1,1,4,1.41986
7569,2,5,5,6,23,0,0,1,0,0,0,0,0,0,0,2,2,3,1,5,5,7,4,1,4,3,3,2,1,2,2,1,2,2,1,7,1.66058
7574,2,6,4,6,29,0,0,1,0,0,0,0,0,0,0,1,,5,1,5,5,7,7,4,3,4,5,2,1,1,1,2,2,1,1,5,1.20956
7577,2,6,1,6,27,0,0,0,0,0,0,0,1,0,0,1,,5,2,5,5,5,7,2,2,2,3,3,2,2,2,2,2,1,2,7,0.82266
7591,1,13,7,6,10,0,0,0,0,0,1,0,0,0,0,3,2,4,1,5,5,7,8,1,4,4,4,4,1,1,1,2,2,1,1,3,0.85801
7672,1,3,7,6,12,0,0,1,0,0,0,0,0,0,0,1,,3,1,2,5,6,5,2,4,3,4,2,1,2,2,2,2,2,1,9,3.26386
7674,2,5,2,6,32,1,0,0,0,0,0,0,0,0,0,1,,6,1,3,5,4,4,3,1,1,5,3,2,2,2,2,2,2,1,12,1.66058
7677,2,6,2,6,30,0,0,1,0,0,0,0,0,0,0,3,1,6,1,2,5,7,11,2,3,2,4,2,1,2,2,2,2,2,1,9,1.66058
7693,2,6,6,6,21,0,0,1,0,0,0,0,0,0,0,1,,6,1,4,5,7,9,1,4,3,4,3,1,2,2,2,2,1,2,4,1.66058
7694,2,2,1,6,24,0,0,1,0,0,0,0,0,0,0,2,1,6,1,5,4,6,5,2,3,4,3,3,1,2,2,1,2,2,2,5,0.54079
7695,2,2,1,6,1,1,0,1,0,0,0,0,0,0,0,3,1,5,1,5,5,6,9,2,3,5,3,4,1,2,1,1,2,1,2,2,0.7034
7711,1,8,1,6,23,0,0,0,1,0,0,0,0,0,0,1,,2,1,5,4,7,7,2,2,3,3,1,1,2,1,2,2,1,1,7,1.15168
7713,2,6,1,6,16,0,1,1,0,0,0,0,0,0,0,3,1,6,2,5,4,4,8,2,1,2,5,3,1,2,1,1,1,1,2,3,0.62223
10033,1,7,1,6,29,0,0,0,0,0,1,0,0,0,0,3,2,5,1,5,3,7,9,1,3,3,2,5,2,1,2,1,2,1,2,4,
10034,2,3,1,6,30,0,0,1,0,0,0,0,0,0,0,2,98,4,3,5,4,3,5,2,3,4,2,3,1,1,1,1,1,1,2,4,
10036,2,8,1,6,4,0,0,0,0,0,1,0,0,0,0,3,2,6,1,5,3,7,11,4,3,3,3,4,1,1,1,1,1,1,2,1,
10037,1,6,1,6,24,0,0,0,0,1,0,0,0,0,0,3,2,6,2,5,5,5,10,3,2,3,3,3,1,2,1,2,2,1,1,6,
10067,2,9,7,6,18,0,1,0,0,1,0,0,0,0,0,1,,6,1,5,3,6,5,3,1,1,3,4,1,2,2,1,2,1,1,8,
10101,2,7,1,6,31,0,0,0,0,0,1,0,0,0,0,3,2,6,1,5,4,7,11,1,3,4,3,4,1,1,1,2,1,1,1,2,
10102,1,7,1,6,30,0,0,0,0,1,0,0,0,0,0,1,,5,1,5,2,7,10,1,4,5,5,5,1,2,2,1,1,1,1,3,
10103,2,7,1,6,5,0,0,0,0,1,0,0,0,0,0,1,,4,1,5,4,7,11,1,3,5,3,4,1,1,1,1,2,1,1,2,
10104,2,7,2,6,33,0,0,0,0,0,1,0,0,0,0,3,2,5,1,5,5,7,11,1,3,3,3,4,1,1,1,1,2,1,1,2,
10117,2,10,1,6,24,0,0,0,0,1,0,0,0,0,0,3,2,4,1,5,4,7,4,1,4,4,4,4,1,1,2,2,2,1,1,5,
10118,1,3,1,6,24,0,0,0,0,1,1,0,0,0,0,1,,4,1,5,4,6,3,2,2,2,5,2,2,1,2,1,1,1,2,6,
10120,2,7,7,6,24,0,0,0,0,1,0,0,0,0,0,2,1,5,2,5,1,5,9,1,4,2,1,1,2,2,2,2,2,1,1,9,
