ï»¿id,municipalite,arrondissement,secteur,nom_rue,type,longueur,geom 
2781874,94068,Chicoutimi,Chicoutimi,Rue Jean-Langevin,Rue,261,"LINESTRING (-71.03123685188844 48.42554694993215,-71.03168199389448 48.42636003039498,-71.0318631498261 48.42664747172295,-71.03202843514771 48.42683849457841,-71.03234037586286 48.4271239129503,-71.03285340977772 48.42761428513822)"
2778995,94068,Chicoutimi,Chicoutimi,Rue Price Ouest,Rue,167,"LINESTRING (-71.07820274285947 48.42912433092635,-71.07868988962447 48.42954777590993,-71.07960633678773 48.4303009920874)"
2778999,94068,Chicoutimi,Chicoutimi,Rue DrÃ©an,Rue,96,"LINESTRING (-71.08075404236232 48.42567965418653,-71.08118447644684 48.42525604697398,-71.08146884049495 48.42495699139644)"
2778973,94068,Chicoutimi,Chicoutimi,Rue des Oblats Ouest,Collectrice,43,"LINESTRING (-71.07486499329966 48.41682973136992,-71.07534039906227 48.41704809221701)"
37245,94068,Chicoutimi,Chicoutimi,Rue de la Gaillarde,Rue,85,"LINESTRING (-71.10803821448019 48.45753471637833,-71.10832308904725 48.45679474018152)"
2779158,94068,Chicoutimi,Chicoutimi,Rue ValliÃ¨res,Rue,70,"LINESTRING (-71.08562424427214 48.44741229738054,-71.08657315812857 48.447388376108734)"
2779982,94068,Chicoutimi,Chicoutimi,Rue D'Argenson,Rue,139,"LINESTRING (-71.04003367102659 48.415758108305596,-71.04042508540907 48.41538526852023,-71.04054642262872 48.415319964211385,-71.04067314334635 48.415293512331594,-71.0408263604884 48.41528691658621,-71.04098779472852 48.41531662088512,-71.04148874668755 48.41552193597386)"
2778833,94068,Chicoutimi,Chicoutimi,Rue Monseigneur-Martel,Rue,314,"LINESTRING (-71.08112990718023 48.442905942092025,-71.08418204177234 48.44420561664923,-71.08441352534705 48.44428681235631,-71.0847491265862 48.444372936959844)"
2778892,94068,Chicoutimi,Chicoutimi,Rue des Clairons,Rue,223,"LINESTRING (-71.09267502121845 48.42618840648875,-71.09421283166125 48.42689290382419,-71.09429358541243 48.42694535727914,-71.09434641576713 48.427029759042334,-71.09434518192366 48.42711771560537,-71.09429588285965 48.42718945533116,-71.09392069153738 48.427543055569274)"
2778748,94068,Chicoutimi,Chicoutimi,Rue Langlois,Rue,175,"LINESTRING (-71.08695752052935 48.42561280989599,-71.08782045556272 48.425655682144615,-71.0884420923309 48.42568890942395,-71.08852901632633 48.42567686188439,-71.08859408856662 48.42563665740736,-71.0889618126174 48.42524540314561)"
35487,94068,Chicoutimi,Chicoutimi,Boulevard Barrette,Collectrice,11,"LINESTRING (-71.10780984567364 48.4132292013283,-71.10775764735519 48.413132624460864)"
36311,94068,Chicoutimi,Chicoutimi,Boulevard Barrette,ArtÃ¨re Principale,167,"LINESTRING (-71.07046114408868 48.394031736687985,-71.07229774642148 48.39490485105271)"
35543,94068,Chicoutimi,Chicoutimi,Rang Saint-Martin,Route Rurale,2955,"LINESTRING (-70.91526405985216 48.4178359960583,-70.9157359208891 48.41794737470013,-70.91681568434875 48.41817661810139,-70.9168309162975 48.41817985197931,-70.91712379743831 48.41825731693358,-70.9174298358625 48.41834573380061,-70.91803748373417 48.41855794143361,-70.91834152502994 48.418681824112035,-70.91859908913047 48.41879193728918,-70.91902944128104 48.41899598042023,-70.9192600196771 48.41910383488974,-70.92184649604017 48.42034941249233,-70.92277599994931 48.420797007939974,-70.92406068345664 48.42139727486224,-70.92543198055519 48.4220379808468,-70.92583232727365 48.42222946223604,-70.92623620023194 48.422417616730634,-70.92870458085697 48.42356750640979,-70.92920300060406 48.42382100906213,-70.9300441096105 48.42423057138616,-70.93079073556088 48.424649639734064,-70.9315553542345 48.425079079397854,-70.93181901474497 48.42519004482632,-70.93183915616503 48.425198521493286,-70.93222531359257 48.42533603385082,-70.93264927186252 48.42545823736428,-70.93417690853767 48.42583620886301,-70.9353083058953 48.42610742502397,-70.93573361923852 48.4262159584806,-70.93656000086861 48.426414008825944,-70.93770800259738 48.4267000735748,-70.93814467515283 48.4267918434396,-70.93856500185653 48.426866008229666,-70.93901012290024 48.42691567748513,-70.93902743549961 48.42691760896864,-70.93922149635478 48.42692213881464,-70.93953691359944 48.42691829926624,-70.93990275353136 48.426898298429236,-70.94303056414574 48.426553494951975,-70.94410867733286 48.42643462439898,-70.94508997388185 48.42635144519976,-70.94574900042562 48.426322008937085,-70.94690999462225 48.42636034980264,-70.94830391206276 48.42643210038353,-70.94897411524364 48.42652484021976,-70.94932091894458 48.42658974877253,-70.94966588094002 48.42667188669916,-70.94999696327797 48.42676982250262,-70.95031959354304 48.426882369459236,-70.95096779742549 48.42715953160218)"
2774345,94068,Chicoutimi,Chicoutimi,Rue D'Youville,Rue,238,"LINESTRING (-71.06685103306307 48.414000904889654,-71.06715701556242 48.41413934200811,-71.06721854784725 48.41417470486194,-71.06726351496697 48.41421124570436,-71.06730334111575 48.414255522336205,-71.06732921165396 48.41430226103692,-71.06751046067048 48.41471148494088,-71.06754028422995 48.41477286413109,-71.06754203615188 48.41484457095096,-71.06751605013582 48.41490816358802,-71.06745955085667 48.41497127263376,-71.06740082745603 48.41500583342882,-71.06730681039755 48.415038664201695,-71.06718256317934 48.415053232526375,-71.06703312653994 48.41503239809763,-71.06693300124296 48.41499147731218,-71.0661522384203 48.41469021559396)"
2779409,94068,Chicoutimi,Chicoutimi,Rue Sainte-Anne,Collectrice,74,"LINESTRING (-71.06872866773465 48.42606755553256,-71.06880175653984 48.42540132764915)"
2778735,94068,Chicoutimi,Chicoutimi,Rue Gendron,Rue,37,"LINESTRING (-71.09965094441779 48.42107635500739,-71.09993357445994 48.42080254518256)"
2779445,94068,Chicoutimi,Chicoutimi,Rue BÃ©gin,ArtÃ¨re Principale,24,"LINESTRING (-71.05420352931 48.426626227693596,-71.05437337166732 48.4264372057147)"
2780173,94068,Chicoutimi,Chicoutimi,Rue du Bon-Conseil,Rue,76,"LINESTRING (-71.04341924339766 48.429257886427166,-71.04344552678107 48.42871324516496,-71.04341243643495 48.428576111034076)"
2774432,94068,Chicoutimi,Chicoutimi,Rue Boileau,Rue,222,"LINESTRING (-71.05416458141936 48.442148709454415,-71.05344986841999 48.443721807194976,-71.05340257288208 48.44376647230679,-71.05333837958644 48.443800547458544,-71.05325643601267 48.44381872316012,-71.05317296566602 48.44382626912785,-71.05307746621078 48.44382428541477,-71.05298442746826 48.44380453326016)"
2779154,94068,Chicoutimi,Chicoutimi,Rue Giffard,Rue,98,"LINESTRING (-71.09234125293663 48.448444955393924,-71.0936530496571 48.448307246489)"
34913,94068,Chicoutimi,Chicoutimi,Boulevard Talbot,ArtÃ¨re Principale,114,"LINESTRING (-71.08041315599087 48.38488338596713,-71.07949595687712 48.38570233928751)"
35086,94068,Chicoutimi,Chicoutimi,Boulevard du Saguenay Est,ArtÃ¨re Principale,182,"LINESTRING (-71.06295633627042 48.42911664269899,-71.06539137490974 48.42933408556322)"
2779607,94068,Chicoutimi,Chicoutimi,Rue Cabot,Rue,124,"LINESTRING (-71.06601761138494 48.44846043450978,-71.06760104333357 48.44881288823238)"
2774455,94068,Chicoutimi,Chicoutimi,Rue Henri-Martin,Rue,61,"LINESTRING (-71.0335238431784 48.42730142017057,-71.03348188255707 48.427300704532264,-71.03285340977772 48.42761428513822)"
35082,94068,Chicoutimi,Chicoutimi,Boulevard du Saguenay Est,ArtÃ¨re Principale,624,"LINESTRING (-71.04530204300758 48.42966886076934,-71.04600147662933 48.42988601429381,-71.04657229476777 48.43005141947485,-71.04711071541013 48.4301709659711,-71.04778375267266 48.430210234874515,-71.04911056221793 48.43018975395551,-71.04992424423364 48.43018940739568,-71.05103032434481 48.43017969213157,-71.05140653918991 48.43017523591127,-71.05179665898193 48.43016391692295,-71.05210822110696 48.4301703523879,-71.05266687638232 48.4302027871897,-71.05310430608112 48.430200685490746,-71.05357577179846 48.4301919868883)"
2781563,94068,Chicoutimi,Chicoutimi,Rue du Bois-de-Boulogne,Rue,66,"LINESTRING (-71.11203863882331 48.43275549650175,-71.11232480102639 48.43277314007317,-71.11248340162697 48.43275980983593,-71.11271920778933 48.43271190330957,-71.11290026350406 48.43265733746084)"
2779246,94068,Chicoutimi,Chicoutimi,Rue Roussel,Collectrice,49,"LINESTRING (-71.08214881362358 48.44134597632215,-71.08245334600834 48.441440245946325,-71.08275054580781 48.44153399877466)"
2779923,94068,Chicoutimi,Chicoutimi,Rue des Ãtudiants,Rue,295,"LINESTRING (-71.05094800275957 48.41758609087615,-71.05133168130402 48.417181152818735,-71.05147141681189 48.417054822494315,-71.05166598465112 48.41693676701718,-71.0518277055349 48.416852565214604,-71.05202975054065 48.41677935722477,-71.05243145607274 48.416652696792646,-71.05249266017276 48.41663923229532,-71.05251233392028 48.41663704585277,-71.05253898532806 48.416635918657526,-71.0525738836196 48.416638769420125,-71.05261144815411 48.41664578502561,-71.05264682308876 48.416653220356814,-71.05268072861735 48.416664945621555,-71.05276123468595 48.41672679837247,-71.05305488801176 48.416981186819484,-71.05312659525335 48.41704564485889,-71.053189407241 48.41708658254795,-71.05386910977768 48.41738339457542)"
2774436,94068,Chicoutimi,Chicoutimi,Rue Cyprien,Rue,77,"LINESTRING (-71.05379300834066 48.4382346029755,-71.05350276002734 48.438899579895214)"
2774641,94068,Chicoutimi,Chicoutimi,Rue Lavoie,Rue,92,"LINESTRING (-70.98100808673357 48.39030173907943,-70.98107379391665 48.39026752133672,-70.9817325049027 48.389637840968014)"
2779323,94068,Chicoutimi,Chicoutimi,Rue Caron,Rue,64,"LINESTRING (-71.07326901521989 48.42059092278882,-71.07331352408225 48.42051504901735,-71.07370566898086 48.42009979695266)"
2778167,94068,Chicoutimi,Chicoutimi,Rue des ÃperviÃ¨res,Rue,166,"LINESTRING (-71.10631164052019 48.45405619403175,-71.10619999247592 48.45432795796613,-71.10611448167627 48.45446816533406,-71.10602729287181 48.454575687988175,-71.10590357609406 48.45469609768958,-71.1058217316795 48.45480172042861,-71.10573667096571 48.45495286523079,-71.10556171675404 48.45545296521672)"
2779603,94068,Chicoutimi,Chicoutimi,Rue Cabot,Rue,191,"LINESTRING (-71.06018375531461 48.447192236125694,-71.06029701492434 48.447197827543384,-71.06040751869699 48.447215273554015,-71.06263935564152 48.44770311249408)"
2779543,94068,Chicoutimi,Chicoutimi,Rue Constantin,Rue,142,"LINESTRING (-71.06793453489338 48.44603098530008,-71.06699575289933 48.44714319482216)"
2780191,94068,Chicoutimi,Chicoutimi,Rue Diana,Rue,89,"LINESTRING (-71.03663333411909 48.44008830385018,-71.0361798366558 48.43988479777935,-71.03563088131341 48.439637753474116)"
2779804,94068,Chicoutimi,Chicoutimi,Rue de l'HÃ´tel-Dieu,Rue,90,"LINESTRING (-71.05289776748664 48.4274033130652,-71.05169045666156 48.427455029417324)"
2780053,94068,Chicoutimi,Chicoutimi,Rue de Java,Rue,106,"LINESTRING (-71.0414661933354 48.44418558301154,-71.04156888115942 48.444659857472324,-71.04168478963845 48.4451274348228)"
2778847,94068,Chicoutimi,Chicoutimi,Rue Sainte-Ãlisabeth,Rue,83,"LINESTRING (-71.07994874128072 48.43936609286744,-71.0809717072964 48.43967419057779)"
2780771,94068,Chicoutimi,Chicoutimi,Rue des Tilleuls,Rue,79,"LINESTRING (-71.01976461515403 48.42826601321619,-71.02029530357368 48.42765361816886)"
2781846,94068,Chicoutimi,Chicoutimi,Rang Saint-Paul,Rue,121,"LINESTRING (-71.15380545958209 48.36048297704779,-71.15362736745294 48.360418715209505,-71.15348229537857 48.360385292089276,-71.15340329542693 48.36040133910578,-71.15321323546002 48.36049252925002,-71.15251425003547 48.360928487307)"
2780742,94068,Chicoutimi,Chicoutimi,Rue du Languedoc,Rue,72,"LINESTRING (-71.0234658533894 48.41907442209651,-71.02304390323123 48.41890025520881,-71.02260951615217 48.41876406232787)"
36305,94068,Chicoutimi,Chicoutimi,Rue des SaguenÃ©ens,Collectrice,99,"LINESTRING (-71.05860092393537 48.40251680284253,-71.05890162119078 48.402612939055125,-71.05977090136327 48.40294997166182)"
34973,94068,Chicoutimi,Chicoutimi,Rue des Actionnaires,Rue,12,"LINESTRING (-71.10168156283704 48.39982032826136,-71.1018218648833 48.39988161743171)"
2778954,94068,Chicoutimi,Chicoutimi,Rue Saint-Paul,Rue,89,"LINESTRING (-71.07586058969856 48.42083309286283,-71.07653679311437 48.42016918542766)"
2779710,94068,Chicoutimi,Chicoutimi,Rue des Maristes,Rue,86,"LINESTRING (-71.06497864550882 48.404307139945566,-71.0653893228741 48.40358701248477)"
2779779,94068,Chicoutimi,Chicoutimi,Rue du Carrousel,Rue,154,"LINESTRING (-71.06223191753878 48.41162521562878,-71.06307102009922 48.412051771484855,-71.06310332522389 48.4120952895271,-71.06307419534173 48.41213978905119,-71.06304070201767 48.41217219514816,-71.06304052036019 48.41224200751707,-71.06309922882161 48.41229249253678,-71.06318333962793 48.4123123899895,-71.06326337166007 48.41230205189897,-71.06332109924921 48.41226982839143,-71.06334352798838 48.41222910127397,-71.06334400501478 48.41218594265247,-71.06331788090888 48.41215116436108,-71.06327179542781 48.41212156173307,-71.0632163533285 48.41210787010963,-71.06315984068192 48.41210855863509)"
2774564,94068,Chicoutimi,Chicoutimi,Rue des FrÃªnes,Rue,62,"LINESTRING (-71.02752815338485 48.43100252398575,-71.02750756088216 48.43094230739017,-71.0274206307938 48.43076248337793,-71.027353270794 48.43063102670859,-71.02727551399255 48.43047392398858)"
2779088,94068,Chicoutimi,Chicoutimi,Rue des Presses,Rue,142,"LINESTRING (-71.09381879546817 48.40943336596435,-71.09441704799187 48.409804966414235,-71.0945943910705 48.40989446939272,-71.09479975689335 48.40998399272834,-71.09535538697153 48.41019105114873)"
2779555,94068,Chicoutimi,Chicoutimi,Rue Saint-Ambroise,Rue,64,"LINESTRING (-71.06448304867432 48.44099066105593,-71.06424865012933 48.44154469197622)"
2780106,94068,Chicoutimi,Chicoutimi,Rue Sainte-HÃ©lÃ¨ne,Rue,305,"LINESTRING (-71.04931056981935 48.444403051184814,-71.04931049851871 48.44400268720373,-71.0492979254381 48.443961952963605,-71.04927908182117 48.44391725089003,-71.049240024386 48.443871015605495,-71.04919247436847 48.44383174429404,-71.04914526489056 48.443804117460076,-71.04908970353178 48.443779705282275,-71.04903075296548 48.44376166249514,-71.04895408929973 48.44374696174288,-71.048813869849 48.44375024684129,-71.04809543427086 48.44388704764342,-71.04737699480876 48.444023844870884,-71.04727674204493 48.44405505902158,-71.04719882450961 48.4440945212604,-71.04712835718499 48.4441437207302,-71.04708120635466 48.444198509608455,-71.04705907046083 48.44424433321608,-71.04682781983645 48.444781567540076)"
2779291,94068,Chicoutimi,Chicoutimi,Rue Cimon,Rue,22,"LINESTRING (-71.0802896299181 48.41775954704152,-71.08056082902975 48.41784185815066)"
3985851,94068,Chicoutimi,Chicoutimi,Boulevard Saint-Paul,ArtÃ¨re Principale,139,"LINESTRING (-71.0719161808579 48.425600135467796,-71.07200203101925 48.42599951420962,-71.0720341411242 48.42631160289597,-71.07206107245734 48.426842035399694)"
2778955,94068,Chicoutimi,Chicoutimi,Rue Saint-Paul,Rue,161,"LINESTRING (-71.07653679311437 48.42016918542766,-71.07773008546881 48.4189546429426)"
34977,94068,Chicoutimi,Chicoutimi,Boulevard Saint-Paul,ArtÃ¨re Principale,11,"LINESTRING (-71.09710169379395 48.4039192725525,-71.09701517227911 48.403994920505376)"
3659103,94068,Chicoutimi,Chicoutimi,Rue Georges-Vanier,Rue,83,"LINESTRING (-71.06263934986481 48.41533800324051,-71.06200270221005 48.41594947351028)"
2779570,94068,Chicoutimi,Chicoutimi,Rue Saint-Ãphrem,Rue,90,"LINESTRING (-71.06295339379416 48.437974094078776,-71.06309281752611 48.43815862859645,-71.06312453819177 48.438214277520416,-71.06311943551162 48.438273696978335,-71.06292619344161 48.43874398648787)"
2779870,94068,Chicoutimi,Chicoutimi,Rue des Roitelets,Collectrice,53,"LINESTRING (-71.04832843721329 48.40953188657779,-71.04857646988879 48.409088816378436)"
2779780,94068,Chicoutimi,Chicoutimi,Rue du Carrousel,Rue,136,"LINESTRING (-71.06223191753878 48.41162521562878,-71.06167831609986 48.41138447628198,-71.06150963458849 48.411392825660016,-71.06050855602851 48.411489270679496)"
34595,94068,Chicoutimi,Chicoutimi,Boulevard du Royaume Ouest,ArtÃ¨re Principale,888,"LINESTRING (-71.13018937416591 48.39131721409341,-71.13068438159432 48.39129236130106,-71.1316050311942 48.39127845545787,-71.13179059793016 48.391274608008004,-71.13205070244462 48.3912941253755,-71.13233189483597 48.39131982291252,-71.13290836375447 48.39140746136122,-71.1334440472744 48.39150440265892,-71.13375302737407 48.391571716068,-71.13424558150658 48.39170884676162,-71.13466387284488 48.39184956348185,-71.13537097407162 48.392134431744836,-71.1359114554432 48.39239660672408,-71.13622318909299 48.39257468467767,-71.13644725832683 48.392720554700674,-71.13689562729697 48.39303045450701,-71.1371465121921 48.3932132845897,-71.137799271855 48.393726220095175,-71.13919409930296 48.394957377546774,-71.13967604440728 48.395386494131884)"
2774367,94068,Chicoutimi,Chicoutimi,Rue Hector-Champagne,Rue,293,"LINESTRING (-71.06325865454428 48.41466445031693,-71.06192392441609 48.41405051945073,-71.06075435593655 48.413511862881926,-71.0605037105388 48.41343371663427,-71.06032906461544 48.41342563181121,-71.05986773250804 48.413474481064576)"
35069,94068,Chicoutimi,Chicoutimi,Boulevard du Saguenay Ouest,ArtÃ¨re Principale,213,"LINESTRING (-71.0901075389702 48.43416641560571,-71.08875600427281 48.43401778148057,-71.08827172781722 48.433934507096,-71.0877738080152 48.4337928987201,-71.08738711972038 48.43362057934037)"
2778893,94068,Chicoutimi,Chicoutimi,Rue Victor-Guimond,Rue,61,"LINESTRING (-71.08718594821545 48.40757500372534,-71.08724374011311 48.40742811716553,-71.08727581756683 48.407233749899106,-71.08725526252275 48.407029889275286)"
2779206,94068,Chicoutimi,Chicoutimi,Rue Saint-Roch,Rue,68,"LINESTRING (-71.0809717072964 48.43967419057779,-71.08090133401684 48.439855807916956,-71.08085675439756 48.43995001149116,-71.08081124381773 48.44002540910603,-71.08065484252454 48.440248758407584)"
2774396,94068,Chicoutimi,Chicoutimi,Rue de Sainte-Foy,Rue,197,"LINESTRING (-71.05285568190455 48.44264069229968,-71.05223161694164 48.44253367782933,-71.05214165974245 48.442525729910926,-71.05206031529084 48.44253255616062,-71.05198403113036 48.442550918764894,-71.05190671163491 48.44258302257808,-71.05117964092159 48.442963165702146,-71.0511277416469 48.44299724459757,-71.05108952899747 48.443029189344514,-71.05104492392367 48.44309251991475,-71.0510253052383 48.44315223402407,-71.05095211349683 48.443423397084445)"
2780267,94068,Chicoutimi,Chicoutimi,Rue de Normandie,Collectrice,81,"LINESTRING (-71.0201620479772 48.42927406839619,-71.02071067376797 48.42864593305486)"
2779215,94068,Chicoutimi,Chicoutimi,Rue Roussel,Collectrice,104,"LINESTRING (-71.04916127859357 48.437590832788345,-71.05017897794674 48.43781508728913,-71.05049215807922 48.437886151027975)"
2774456,94068,Chicoutimi,Chicoutimi,Rue Perron,Rue,151,"LINESTRING (-71.0335238431784 48.42730142017057,-71.03355940624172 48.42731244454265,-71.03358582076599 48.42733174880403,-71.03433069093651 48.42805143039588,-71.03472736479688 48.42838908444247)"
36323,94068,Chicoutimi,Chicoutimi,AllÃ©e AccÃ¨s,AccÃ¨s,33,"LINESTRING (-71.05292974431455 48.407052468790425,-71.05325396082162 48.4068498427385)"
2779440,94068,Chicoutimi,Chicoutimi,Rue Racine Est,Rue,145,"LINESTRING (-71.0553103549114 48.428313883481465,-71.05499865570943 48.42843260517897,-71.05480764682167 48.42849381753406,-71.05457643625024 48.42854126125106,-71.05404700825068 48.428612988752455,-71.0534494254048 48.428663237809126)"
2777921,94068,Chicoutimi,Chicoutimi,Boulevard du Saguenay Est,ArtÃ¨re Principale,69,"LINESTRING (-71.02328040964652 48.426965216362305,-71.02255142859387 48.426573313606134)"
37103,94068,Chicoutimi,Chicoutimi,Rue J.-R.-ThÃ©berge,Collectrice,10,"LINESTRING (-71.08855240293948 48.43077822130244,-71.08855280581709 48.43069245462784)"
34858,94068,Chicoutimi,Chicoutimi,Rue Jacques-Cartier Est,ArtÃ¨re Principale,12,"LINESTRING (-71.04246186240768 48.42395187091801,-71.04246056588003 48.42394507946398,-71.04245874901306 48.423938278770876,-71.04245640532851 48.4239314949514,-71.04245353376244 48.42392475499218,-71.0424501359534 48.423918085867044,-71.04244621895425 48.42391151542369,-71.04244179114042 48.42390506880542,-71.04243686767198 48.42389877382168,-71.04243146636361 48.423892653772555,-71.04242561045388 48.4238867337312,-71.04241932449428 48.42388103516713,-71.04241263842192 48.42387557772568,-71.04240558216436 48.423870380152806,-71.04239818965489 48.42386545667872,-71.04239049616834 48.42386082062784,-71.0423825383021 48.42385648262027)"
2780043,94068,Chicoutimi,Chicoutimi,Rue Isabelle,Rue,106,"LINESTRING (-71.05235011164253 48.458119532734564,-71.05246044537138 48.458234144692,-71.05250441172026 48.45830791227232,-71.05251013980065 48.4583844392451,-71.05249514739965 48.45844954820875,-71.05244917320914 48.45852073731711,-71.05237520294635 48.458587058419425,-71.05230078135834 48.458623384562486,-71.05183897994341 48.45883043308203)"
2779708,94068,Chicoutimi,Chicoutimi,Rue des Maristes,Rue,85,"LINESTRING (-71.06375547257232 48.40542663506853,-71.064357831601 48.40515072711926,-71.06448425887741 48.4050895518949,-71.06457409661427 48.40502501157596,-71.06464365773654 48.40494998397012)"
5749057,94068,Chicoutimi,Chicoutimi,Rue des Roitelets,Collectrice,76,"LINESTRING (-71.0628876840987 48.39362858948522,-71.06186459728742 48.393601712185216)"
2779270,94068,Chicoutimi,Chicoutimi,Rue Pouliot,Rue,63,"LINESTRING (-71.08113194344097 48.41412535376263,-71.08095101674476 48.41396622558997,-71.08082074991725 48.413807686846305,-71.08074047517829 48.413624714670064)"
2779786,94068,Chicoutimi,Chicoutimi,Rue Labrecque,Rue,60,"LINESTRING (-71.0571632985822 48.42576009411617,-71.05722645740043 48.42522403429849)"
2779613,94068,Chicoutimi,Chicoutimi,Rue de Boulogne,Rue,213,"LINESTRING (-71.0644134234979 48.45189571882981,-71.06463152446344 48.4514618550947,-71.06480322290987 48.45109689554403,-71.06483525669552 48.45105992027998,-71.0648820410069 48.45102833545799,-71.06493381994984 48.45100568575285,-71.06498447021114 48.4509915920004,-71.06504255127058 48.45098519913428,-71.06509947524378 48.45098491963111,-71.06515220082841 48.45099239721072,-71.06520129528319 48.45100355758567,-71.06524804854006 48.45102450213546,-71.06529109081171 48.451050215436176,-71.0659104198884 48.451603677463446)"
34975,94068,Chicoutimi,Chicoutimi,Boulevard Saint-Paul,ArtÃ¨re Principale,568,"LINESTRING (-71.10168156283704 48.39982032826136,-71.09754592096171 48.40352168850402,-71.09710169379395 48.4039192725525)"
34971,94068,Chicoutimi,Chicoutimi,Boulevard Saint-Paul,ArtÃ¨re Principale,185,"LINESTRING (-71.10168156283704 48.39982032826136,-71.10227351383217 48.3992966299402,-71.10318259502266 48.39849233797596)"
36360,94068,Chicoutimi,Chicoutimi,Rue Newton,Rue,125,"LINESTRING (-71.05186116722666 48.422041462863525,-71.05279479012597 48.421100628328844)"
36338,94068,Chicoutimi,Chicoutimi,Rue Jogues,Rue,381,"LINESTRING (-71.0462395481526 48.44137096080187,-71.04561229602552 48.441287586568926,-71.04471020432332 48.441229850201935,-71.04374380461789 48.44126532692025,-71.04292373779394 48.44119228525981,-71.0428855857156 48.44119411831767,-71.04286003041952 48.441199754795925,-71.04280262064958 48.44121571445897,-71.04277119664584 48.44123611950595,-71.04274621872199 48.441256113703176,-71.042730336152 48.44128431235307,-71.04234268067125 48.44212128106501,-71.0423298980472 48.44215362289795,-71.04232429018067 48.44218593001816,-71.04234270716339 48.442224205551355,-71.04238212909786 48.44226424830616)"
