TYPE_RES,STAT_RES,WKT
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283441.49749202 5047224.41907463, 283429.98283863 5047219.65861505, 283408.35574612 5047210.69774992, 283387.77619011 5047202.37694660, 283367.08115764 5047193.80611914, 283346.50984996 5047185.00526947, 283338.20379269 5047181.65494602)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284256.10148033 5047438.39973318, 284195.69904000 5047517.69738888)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283341.29691233 5046969.99451148, 283290.89968299 5047038.80115434)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284195.69904000 5047517.69738888, 284052.79691265 5047703.20529855)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 280510.04490547 5046390.86860036, 280352.60099165 5046599.30872400)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283295.90641265 5047053.30255437, 283242.78723804 5047124.52943089)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284259.19459997 5047458.10163528, 284113.40556095 5047647.79994950)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283290.89968299 5047038.80115434, 283234.40694590 5047111.89821142)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 281084.91974923 5046247.81478938, 281007.17109397 5046218.41195072, 280989.18151014 5046210.33117057, 280970.54855743 5046201.27029579, 280951.53618205 5046192.16941715, 280932.52380666 5046183.44857522, 280913.48668632 5046174.95775548, 280894.69701555 5046166.47693670, 280876.13004939 5046158.24614207, 280857.93425759 5046149.79532619, 280840.28285485 5046142.31460397, 280831.15196567 5046138.68425349)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283366.50377531 5046961.90373036, 283337.79962505 5046997.79719566, 283295.90641265 5047053.30255437)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 280269.30946600 5046580.05686535, 280052.13947401 5046866.97456552)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284116.13575455 5047603.90571178, 284109.98250855 5047600.39537288, 284104.51387303 5047597.32507646)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284148.30419880 5047622.68752505, 284145.03786447 5047620.69733291, 284128.21129362 5047610.76637413, 284116.13575455 5047603.90571178)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284442.48049734 5047845.99908444, 284436.50871435 5047840.66856980, 284421.62874681 5047827.23727309, 284405.84146417 5047813.29592715, 284390.59032226 5047799.97464105, 284375.35567700 5047786.77336655, 284359.75810569 5047773.56209108, 284343.34395081 5047760.06078761, 284328.40624503 5047747.93961739, 284311.85186871 5047734.79834868, 284295.73465331 5047722.38715045, 284279.60918959 5047710.45599857, 284263.34350444 5047698.63485731, 284246.96234283 5047687.05373922, 284230.09453040 5047675.33260762, 284213.34219443 5047663.96150981, 284196.34240889 5047652.82043420, 284179.09517378 5047641.79937018, 284162.41707268 5047631.25835252, 284148.30419880 5047622.68752505)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283242.78723804 5047124.52943089, 283174.91182067 5047215.88825104)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283054.29665136 5047376.80378646, 282969.70189129 5047489.70468636)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283229.07853180 5047119.13891047, 283161.92896650 5047210.27770937)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283097.86427252 5047166.31346489, 283044.25844709 5047143.95130595, 283026.49156787 5047136.71060691, 283008.82366849 5047129.58991945, 282991.27949389 5047122.35922137, 282973.87554072 5047115.01851267, 282959.15229124 5047108.93792563)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282744.19284876 5046934.80111377, 282740.44811192 5046933.19095831, 282719.28292526 5046924.73014147, 282699.28899991 5046916.42934008, 282678.83316869 5046907.86851359, 282658.36908916 5046899.43769964, 282637.78953315 5046890.99688473, 282617.33370193 5046882.43605824, 282596.87787072 5046873.87523174, 282576.41379118 5046865.32440622, 282555.83423518 5046856.87359033, 282535.38665228 5046848.32276480, 282514.93082106 5046839.76193831, 282494.46674152 5046831.21111277, 282474.12638678 5046822.78029884, 282453.90150849 5046814.35948586, 282433.80035499 5046805.93867288, 282413.67445654 5046797.73788114, 282393.69702782 5046789.44708072, 282373.81033062 5046781.27629187, 282354.05560652 5046773.10550303, 282334.53183536 5046764.83470454, 282314.89258772 5046756.67391666, 282295.37706488 5046748.52312975, 282275.85329371 5046740.35234091, 282256.32952254 5046732.32156559, 282236.79750306 5046724.29079027, 282217.28198021 5046716.13000239, 282197.64273258 5046707.84920293, 282177.75603538 5046699.78842471, 282157.76211002 5046691.49762428, 282137.76818467 5046683.19682289, 282117.89798411 5046675.02603405, 282097.90405876 5046666.73523362, 282095.54503951 5046665.74513804)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283535.10766479 5047263.61285856, 283511.82266014 5047253.77190847, 283498.83980597 5047248.41139095)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282858.95995987 5046982.49571840, 282843.67582469 5046976.25511590, 282822.06522880 5046967.05422761, 282802.30225639 5046958.89343973, 282781.73094870 5046950.32261227, 282776.11384344 5046947.92238054)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284209.97688026 5047558.62133985, 284204.46700314 5047555.39102798, 284200.74701125 5047553.24082039)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284200.74701125 5047553.24082039, 284183.80496395 5047543.48987899, 284167.45679562 5047534.46900808)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284167.45679562 5047534.46900808, 284164.99054822 5047533.09887581, 284153.39341165 5047526.91827911, 284126.46264999 5047513.12694764, 284107.24406663 5047503.55602362, 284088.37191267 5047494.46514596, 284068.64193352 5047485.47427794, 284049.01918253 5047477.07346690, 284029.14898196 5047468.66265488, 284009.38600955 5047460.38185542, 283989.51580898 5047451.97104341, 283970.23123907 5047443.93026711, 283949.76715953 5047435.61946476, 283930.00418711 5047427.44867592, 283910.13398655 5047419.15787549, 283890.37926245 5047410.87707603, 283870.63278667 5047402.46626402, 283850.76258610 5047394.17546359, 283831.34604309 5047386.39471241, 283819.72416156 5047381.58424799)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283878.82336748 5047490.98480995, 283873.94861092 5047489.10462843, 283858.87068372 5047482.81402111, 283843.90823298 5047476.54341572, 283829.40768811 5047470.51283350, 283816.19388101 5047465.15231598, 283802.87284576 5047459.54177431, 283790.93752811 5047454.58129541, 283780.31369319 5047450.06085899, 283771.08382418 5047446.17048340, 283763.01696816 5047442.72015029, 283754.23250839 5047439.32982297, 283746.05842422 5047435.74947731, 283737.16673630 5047432.11912682, 283728.28329669 5047428.61878888, 283718.92145458 5047424.74841522, 283709.22143139 5047420.60801550, 283699.17497880 5047416.33760321, 283688.54289556 5047411.80716582, 283677.30868503 5047407.23672457, 283665.86826652 5047402.31624953, 283653.70199594 5047397.46578125, 283641.18929596 5047392.37528979, 283628.19819347 5047387.01477227, 283614.75343343 5047381.52424219, 283601.54787465 5047376.02371115, 283588.21859108 5047370.53318107, 283573.01693910 5047364.13256313)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 281979.18600283 5046617.49047934, 281977.25589617 5046616.68040113, 281957.14649435 5046608.25958816, 281937.15256900 5046599.96878773, 281917.04316719 5046591.64798440, 281896.92551705 5046583.34718301, 281876.82436355 5046575.04638162, 281856.83043820 5046566.75558119, 281836.95198931 5046558.46478076, 281817.08178875 5046550.17398034, 281804.99800136 5046545.21350143)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282959.15229124 5047108.93792563, 282956.33136613 5047107.78781459, 282938.67171506 5047100.54711555, 282921.02031232 5047093.18640491, 282903.25343311 5047085.71568366, 282885.36282911 5047078.34497206, 282874.54928285 5047073.69452309)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284421.07610943 5047702.04518655, 284415.38476930 5047697.70476751, 284401.23065382 5047686.93372764, 284385.90527705 5047675.63263659, 284370.43967885 5047664.44155615, 284354.86685251 5047653.38048827)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284461.44338281 5047863.36076061, 284451.39693022 5047853.96985397, 284442.48049734 5047845.99908444)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284287.05742169 5047606.79599082, 284274.34676204 5047598.48518846, 284257.20675508 5047587.57413506, 284239.48936578 5047576.64307974, 284222.80301637 5047566.11206303, 284209.97688026 5047558.62133985)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283234.40694590 5047111.89821142, 283229.07853180 5047119.13891047)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282032.65160684 5046639.81263440, 282017.45820317 5046633.52202709, 281997.34880135 5046625.10121411, 281979.18600283 5046617.49047934)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284509.97649204 5047906.66494136, 284502.76746120 5047900.26432341, 284495.33572574 5047893.49366975, 284480.44750988 5047880.30239622, 284465.56754233 5047867.12112364, 284461.44338281 5047863.36076061)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 281989.73560288 5046706.16904072, 281975.10308490 5046700.20846526, 281955.70303852 5046692.16768898, 281936.17101904 5046684.13691366, 281916.76272434 5046676.22614992, 281897.23895317 5046668.07536300, 281877.72343032 5046659.78456257, 281858.19965916 5046651.75378726, 281838.79136446 5046643.72301193, 281819.49854623 5046635.58222599, 281800.09025153 5046627.54144970, 281780.69020515 5046619.39066279, 281761.16643398 5046611.34988650, 281741.75813928 5046603.32911214, 281722.23436812 5046595.16832427, 281702.83432173 5046587.00753639, 281683.31055057 5046578.97676107, 281663.77028277 5046570.93598479, 281644.13103513 5046562.78519787, 281624.02988163 5046554.36438489, 281604.39063400 5046546.19359605, 281584.62766158 5046538.02280722, 281564.98841395 5046529.86201934, 281545.46464278 5046521.71123243, 281526.99665646 5046514.07049476, 281507.01097942 5046505.54967212, 281487.48720826 5046497.49889487, 281468.19439003 5046489.59813210, 281429.50977373 5046475.80680064, 281410.57163322 5046467.90603786, 281392.09539857 5046460.28530213, 281372.81907698 5046452.12451426, 281354.81299651 5046444.76380362, 281331.76719312 5046435.36289602, 281283.58876161 5046413.04074095)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283178.66480583 5047199.94671197, 283097.86427252 5047166.31346489)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282617.88633931 5046966.99422182, 282602.80841211 5046960.75361932, 282583.86202327 5046952.97286814, 282564.92388276 5046945.09210731, 282546.10121871 5046937.20134549, 282527.04760173 5046929.30058272, 282507.63105871 5046921.26980740, 282488.69291820 5046913.49905718, 282469.86200583 5046905.72830696, 282450.93211363 5046897.84754612, 282448.01220870 5046896.63742930)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283763.38814252 5047358.06197705, 283751.96422065 5047353.22150974, 283731.97854362 5047344.93070930, 283710.34320278 5047335.95984322, 283690.47300221 5047327.66904279, 283670.47907686 5047319.36824140, 283650.47690319 5047311.19745256, 283631.89344040 5047303.44670427, 283611.77579026 5047295.25591350, 283592.13654263 5047287.21513721, 283570.14652407 5047278.23427016, 283550.62275290 5047270.19349388, 283535.10766479 5047263.61285856)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283229.87037042 5047136.68060402, 283198.15558372 5047123.44932661, 283176.99039707 5047114.61847405, 283155.70148563 5047105.91763403, 283134.66002376 5047097.08678147, 283113.74228667 5047088.38594146, 283092.69257648 5047079.80511303, 283071.88206755 5047071.11427398, 283051.07980693 5047062.43343590, 283030.26929799 5047053.85260747, 283009.57426552 5047045.17176939, 282989.59683681 5047036.51093324, 282968.78632788 5047027.94010578, 282947.97581894 5047019.24926672, 282927.40451126 5047010.68844023, 282906.70947879 5047002.12761373, 282885.18136609 5046993.39677083, 282864.37910548 5046984.70593178, 282858.95995987 5046982.49571840)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284104.51387303 5047597.32507646, 284092.44658227 5047590.54442183, 284075.47979001 5047581.19351906, 284056.75610579 5047571.17255159, 284039.30266270 5047562.27169227, 284021.93170281 5047553.74086867, 284009.17155325 5047547.56027197)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284354.86685251 5047653.38048827, 284338.84036861 5047641.91938177, 284323.13556916 5047630.95832355, 284307.07609199 5047619.98726436, 284291.00011819 5047609.36623896, 284287.05742169 5047606.79599082)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283619.10029757 5046806.10868929, 283604.59975270 5046814.39948972, 283564.24072764 5046835.07148547)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283564.24072764 5046835.07148547, 283542.10223934 5046847.00263736, 283508.10266826 5046864.49432607, 283462.49771229 5046887.60655742, 283438.60233203 5046901.10786089, 283414.89666311 5046916.79937581, 283391.19924251 5046937.50137446, 283366.50377531 5046961.90373036)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283573.01693910 5047364.13256313, 283558.75559548 5047358.23199347, 283544.27154724 5047351.98139001, 283534.68700052 5047348.00100572)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 280352.60099165 5046599.30872400, 280292.65220887 5046678.14633530)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 282189.79033285 5046789.37707396, 282186.48275692 5046787.98693975, 282167.42089162 5046780.09617794, 282148.25179817 5046772.18541420, 282129.18993287 5046764.29465240, 282109.89711464 5046756.26387708, 282090.84349766 5046748.36311431, 282071.78163236 5046740.47235250, 282052.62078723 5046732.45157814, 282033.44344547 5046724.54081440, 282013.93617094 5046716.15000433, 281994.51962792 5046708.11922900, 281989.73560288 5046706.16904072)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 280044.78197343 5045806.70220262, 279986.26839816 5045777.21935623, 279916.88353840 5045739.26569203, 279900.33741041 5045729.52475160, 279867.78129516 5045713.56321061)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284556.92592401 5047948.35896667, 284539.86015192 5047933.28751161, 284524.98018437 5047919.97622648, 284509.97649204 5047906.66494136)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283801.09727645 5049640.10314843, 283748.29863748 5049597.60530478)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283967.60043585 5049801.69029031, 283793.49513979 5049653.49800063)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 280821.29895878 5048786.60120871, 280648.39713219 5048689.90169098, 280580.60412226 5048650.49999982, 280563.79682955 5048639.29609411, 280523.69989352 5048609.70097936)"
