TYPE,TENS_EX,WKT
aérien,120,"LINESTRING  ( 287272.62080000 5048498.05280000, 287186.26420000 5048428.94830000, 287080.95520000 5048558.15950000, 286965.30960000 5048700.96010000, 286856.20070000 5048835.40920000, 286751.44210000 5048961.29060000, 286628.19460000 5048926.52910000, 286506.27650000 5048893.21090000, 286380.06210000 5048858.90750000, 286286.22310000 5048953.09160000, 286113.41490000 5049178.98280000, 285959.27360000 5049380.37340000, 285811.36250000 5049574.41420000, 285663.22650000 5049768.45930000, 285528.15650000 5049945.68670000, 285409.18300000 5050102.75200000, 285298.60560000 5050248.12460000, 285159.66200000 5050427.48370000, 285147.83220000 5050436.85610000, 285266.04420000 5050589.85000000, 285573.37260000 5050846.83850000, 285883.56460000 5051104.61140000, 285992.36510000 5051302.98990000, 285947.97290000 5051327.46170000, 285907.94240000 5051349.58690000, 285876.47880000 5051366.90770000, 285949.04170000 5051500.93780000, 285763.26650000 5051770.44340000, 285539.92550000 5052095.41490000, 285311.93780000 5052423.52090000, 285063.33310000 5052784.92950000, 284834.85910000 5053115.94460000, 284636.52560000 5053403.08420000, 284624.69280000 5053530.37070000, 284716.88350000 5053583.52930000, 284832.90460000 5053651.61620000, 284922.82960000 5053704.56270000, 285056.18780000 5053782.15610000, 285182.43440000 5053855.88490000, 285323.07200000 5053944.35230000, 285438.06440000 5054011.89790000, 285569.61410000 5054088.84090000, 285698.73970000 5054164.57170000, 285831.53020000 5054241.40540000, 285970.49000000 5054322.44640000, 286089.92140000 5054392.88000000, 286212.08110000 5054463.97460000, 286333.77050000 5054535.18410000, 286460.21710000 5054607.71560000, 286584.63430000 5054680.47780000, 286712.01490000 5054754.45640000, 286839.31760000 5054829.54910000, 286955.13620000 5054897.56470000, 287080.37510000 5055044.23850000, 287192.48770000 5055127.49430000, 287292.01610000 5055200.22960000, 287410.44900000 5055287.47240000, 287506.64120000 5055367.88870000, 287614.00530000 5055457.83320000, 287730.35550000 5055556.64570000, 287846.46350000 5055653.68290000, 287962.26020000 5055752.27900000, 288078.91190000 5055851.31940000, 288195.94930000 5055950.24990000, 288304.86130000 5056043.53620000, 288428.06240000 5056147.34460000, 288545.47710000 5056245.72500000, 288671.16940000 5056351.42100000, 288803.48810000 5056398.31260000, 288947.04460000 5056451.29090000, 289090.05350000 5056504.49620000, 289233.06100000 5056558.14920000, 289375.67480000 5056611.13970000, 289518.83310000 5056664.68780000, 289662.61190000 5056718.01530000, 289803.03620000 5056771.13200000, 289946.96620000 5056824.57690000, 290079.81080000 5056871.49430000, 290201.94500000 5056938.66590000, 290318.92620000 5057003.07350000, 290442.30330000 5057070.69150000, 290568.72110000 5057139.97200000, 290697.47880000 5057211.36130000, 290824.20460000 5057281.53530000, 290954.28120000 5057352.81580000, 291083.88640000 5057423.76670000, 291212.24080000 5057494.27840000, 291340.35470000 5057563.01510000, 291468.78300000 5057634.30990000, 291521.29080000 5057662.64830000, 291587.29590000 5057698.40460000, 291630.44030000 5057721.65150000, 291660.63670000 5057813.49580000)"
aérien,120,"LINESTRING  ( 284579.84400000 5053768.78690000, 284559.99020000 5053754.29260000)"
aérien,120,"LINESTRING  ( 284716.88350000 5053583.52930000, 284671.06730000 5053643.57790000, 284579.84400000 5053768.78690000)"
aérien,120,"LINESTRING  ( 290883.49130000 5051879.64640000, 290934.25490000 5051872.31000000)"
aérien,120,"LINESTRING  ( 291638.59460000 5057893.00300000, 291685.00640000 5057840.11670000)"
aérien,120,"LINESTRING  ( 287272.62080000 5048498.05280000, 287284.57810000 5048476.01510000)"
aérien,120,"LINESTRING  ( 291612.98340000 5057868.94100000, 291660.63670000 5057813.49580000)"
aérien,120,"LINESTRING  ( 284579.84400000 5053768.78690000, 284555.79910000 5053760.41850000)"
aérien,120,"LINESTRING  ( 283847.91630000 5049341.74220000, 284178.69260000 5049621.36640000, 284482.75800000 5049878.31240000, 284732.11010000 5050088.88340000, 285024.45810000 5050331.11240000, 285101.67500000 5050397.32660000, 285122.87610000 5050415.48580000, 285147.83220000 5050436.85610000)"
aérien,120,"LINESTRING  ( 291602.97440000 5057852.73660000, 291637.34830000 5057819.32380000)"
aérien,120,"LINESTRING  ( 283742.66970000 5056482.68320000, 283890.14060000 5056410.27330000, 283901.76160000 5056086.16620000, 283934.30540000 5055910.90950000, 283965.48350000 5055746.32650000, 284000.12430000 5055567.61810000, 284031.58200000 5055392.25460000, 284058.20330000 5055239.02310000, 284092.37490000 5055058.20540000, 284114.73990000 5054937.21720000, 284148.73770000 5054749.95470000, 284184.06160000 5054562.24360000, 284217.31240000 5054383.65250000, 284250.16990000 5054203.39600000, 284280.37380000 5054045.59750000, 284312.40190000 5053872.90120000, 284383.29890000 5053805.65540000, 284521.36790000 5053867.66330000, 284586.16070000 5053792.99370000, 284722.57310000 5053606.84920000, 284782.49460000 5053640.99740000, 284914.45690000 5053720.03700000, 285034.06110000 5053788.33840000, 285162.96860000 5053865.05910000, 285304.61670000 5053952.52260000, 285424.06420000 5054023.38800000, 285557.81080000 5054104.76940000, 285678.72480000 5054172.63460000, 285823.22890000 5054255.21120000, 285959.69470000 5054336.70400000, 286083.57340000 5054408.12430000, 286205.57990000 5054480.21950000, 286316.41060000 5054544.45950000, 286455.03960000 5054623.51180000, 286578.12940000 5054695.72210000, 286704.80840000 5054769.81370000, 286829.76590000 5054842.80150000, 286943.31880000 5054909.26750000, 287059.10470000 5055049.07760000, 287171.60700000 5055132.22080000, 287291.60560000 5055220.67940000, 287412.85060000 5055310.02590000, 287508.49860000 5055391.11050000, 287613.43970000 5055478.95020000, 287720.57070000 5055570.45310000, 287836.98880000 5055666.93360000, 287953.17700000 5055766.19520000, 288069.66970000 5055864.12460000, 288184.05340000 5055961.83950000, 288292.81010000 5056055.34820000, 288416.01110000 5056159.15640000, 288534.28670000 5056258.86790000, 288652.94940000 5056359.02520000, 288833.72460000 5056426.12990000, 289010.90770000 5056492.13760000, 289182.39090000 5056555.71970000, 289347.78560000 5056617.09880000, 289514.03900000 5056680.36940000, 289658.05290000 5056734.36310000, 289796.52380000 5056785.59510000, 289941.85810000 5056839.70330000, 290083.28890000 5056892.15700000, 290193.79490000 5056953.02130000, 290306.87280000 5057014.77060000, 290434.62170000 5057085.60110000, 290559.47870000 5057154.10710000, 290689.79710000 5057226.38180000, 290817.06770000 5057296.33210000, 290947.14480000 5057367.94590000, 291076.51450000 5057438.23030000, 291204.71410000 5057509.29790000, 291357.95350000 5057592.76110000, 291507.59990000 5057674.34650000, 291546.42350000 5057717.71740000, 291574.93540000 5057749.55240000, 291637.34830000 5057819.32380000)"
aérien,120,"LINESTRING  ( 284586.16070000 5053792.99370000, 284542.20820000 5053777.57720000)"
aérien,120,"LINESTRING  ( 291608.20680000 5057858.06000000, 291637.34830000 5057819.32380000)"
aérien,120,"LINESTRING  ( 291645.93360000 5057899.54450000, 291714.60610000 5057871.06100000)"
aérien,120,"LINESTRING  ( 294728.26310000 5059384.11750000, 294735.67680000 5059343.43040000)"
aérien,120,"LINESTRING  ( 281268.49680000 5047005.99280000, 281197.15480000 5046946.24920000)"
aérien,120,"LINESTRING  ( 278887.31050000 5049759.10800000, 279194.74880000 5049689.11480000, 279473.21890000 5049625.19110000, 279645.67350000 5049373.55540000, 279813.89350000 5049132.83260000, 279959.30710000 5048923.54480000, 280056.10870000 5048714.11890000, 280252.53640000 5048433.40010000, 280268.17930000 5048322.42750000, 280457.23800000 5048047.85670000, 280666.60360000 5047751.98710000, 280875.89460000 5047451.79080000, 281041.41650000 5047214.44680000, 281177.05590000 5047309.28610000, 281217.07430000 5047260.68120000, 281239.45370000 5047233.48050000, 281280.01700000 5047184.20720000, 281268.49680000 5047005.99280000)"
aérien,120,"LINESTRING  ( 281245.64970000 5047012.85780000, 281186.43260000 5046959.73680000)"
aérien,120,"LINESTRING  ( 281245.64970000 5047012.85780000, 281258.85320000 5047181.84170000, 281225.51460000 5047221.75280000, 281202.90010000 5047248.73220000, 281175.46800000 5047281.50880000, 281038.96760000 5047186.22830000, 280856.35580000 5047445.53090000, 280647.84490000 5047745.39140000, 280438.31860000 5048039.92870000, 280250.74040000 5048313.71630000, 280232.52000000 5048424.14340000, 280038.82130000 5048704.07410000, 279941.01040000 5048914.72670000, 279811.26680000 5049100.39200000, 279646.31540000 5049339.10130000, 279476.57020000 5049585.61380000, 279184.63910000 5049659.37220000, 278880.97500000 5049736.36800000)"
aérien,120,"LINESTRING  ( 281237.54340000 5046891.64190000, 281325.44030000 5046952.65740000)"
aérien,120,"LINESTRING  ( 289278.31430000 5045429.43150000, 289252.27700000 5045588.04690000, 289228.75620000 5045737.80020000, 289098.05190000 5045925.16170000, 288960.20830000 5046126.65790000, 288821.74560000 5046326.82520000, 288692.63070000 5046515.52500000, 288568.10800000 5046695.88080000, 288430.21870000 5046896.72240000, 288252.57880000 5047087.89230000, 288151.64290000 5047234.52120000, 288052.57740000 5047378.25740000, 287955.30670000 5047520.10110000, 287872.64770000 5047521.54640000, 287751.82910000 5047670.23610000, 287641.74960000 5047805.00720000, 287524.20910000 5047949.69160000, 287385.67390000 5048120.77510000, 287246.52530000 5048293.08600000, 287110.65010000 5048461.05660000, 286985.04370000 5048614.88710000, 286857.42460000 5048772.28230000, 286744.19980000 5048912.52410000, 286551.36410000 5048859.62830000, 286361.33950000 5048808.39710000, 286229.64980000 5048981.26470000, 286092.06050000 5049162.15440000, 285938.15550000 5049364.21160000, 285789.85290000 5049557.69840000, 285642.03000000 5049751.96530000, 285507.81370000 5049927.63460000, 285388.21960000 5050085.81360000, 285282.61890000 5050225.72550000, 285162.17000000 5050381.35550000, 285101.67500000 5050397.32660000, 285078.98940000 5050403.28810000, 284871.83180000 5050228.79830000, 284596.98890000 5049998.30000000, 284327.36290000 5049770.57490000, 284042.22310000 5049529.68800000, 283761.99290000 5049293.35400000, 283610.09250000 5049165.50740000, 283450.74830000 5049030.68850000, 283173.98300000 5048793.70210000, 282869.66790000 5048540.48770000, 282571.72930000 5048287.59880000, 282293.82240000 5048055.43390000, 281990.05510000 5047800.81540000, 281705.58360000 5047557.14260000, 281445.45200000 5047336.28520000, 281347.18690000 5047256.41420000, 281337.11070000 5047108.86700000, 281325.44030000 5046952.65740000)"
aérien,120,"LINESTRING  ( 281209.42780000 5046929.97760000, 281292.58430000 5046996.78940000)"
aérien,120,"LINESTRING  ( 281292.58430000 5046996.78940000, 281312.61490000 5047258.87750000, 281430.53510000 5047355.23350000, 281691.27780000 5047572.53170000, 281976.30840000 5047819.75810000, 282281.08690000 5048073.48330000, 282555.08440000 5048303.77230000, 282856.54030000 5048558.20390000, 283159.37610000 5048812.53410000, 283437.38790000 5049048.95990000, 283734.70120000 5049299.55810000, 284028.39500000 5049548.29320000, 284321.43250000 5049794.37690000, 284583.62840000 5050016.90240000, 284864.02400000 5050251.60550000, 285072.82760000 5050428.64600000, 285122.87610000 5050415.48580000, 285159.51600000 5050405.81320000, 285288.74280000 5050237.93100000, 285396.35940000 5050093.90110000, 285516.96860000 5049935.94140000, 285651.80740000 5049759.71470000, 285799.55210000 5049565.33710000, 285947.22860000 5049371.18560000, 286101.60320000 5049169.57180000, 286239.19000000 5048987.79330000, 286365.67270000 5048822.27600000, 286553.66390000 5048872.17960000, 286747.90780000 5048926.40500000, 286866.80930000 5048779.14560000, 286993.88410000 5048622.41900000, 287120.66120000 5048468.58530000, 287256.30400000 5048301.17130000, 287394.20600000 5048129.64200000, 287533.59620000 5047957.22270000, 287650.51620000 5047813.98490000, 287760.82820000 5047678.54650000, 287879.00220000 5047533.30930000, 287961.82040000 5047533.08610000, 288060.33200000 5047388.23860000, 288161.80820000 5047241.05100000, 288262.66820000 5047095.20040000, 288439.76380000 5046904.81010000, 288576.79590000 5046704.52660000, 288700.85200000 5046524.83900000, 288833.54690000 5046331.68500000, 288967.96040000 5046135.64000000, 289107.05830000 5045936.14130000, 289244.76130000 5045737.31590000, 289266.36550000 5045601.68120000, 289292.81710000 5045437.76820000)"
aérien,120,"LINESTRING  ( 281203.29170000 5046938.22450000, 281292.58430000 5046996.78940000)"
aérien,120,"LINESTRING  ( 281374.27210000 5046963.58800000, 281394.39820000 5047273.01870000, 281602.84540000 5047447.94490000, 281850.66410000 5047655.74010000, 282117.81460000 5047882.59000000, 282419.85570000 5048137.22080000, 282730.24860000 5048399.06040000, 283035.05790000 5048656.15600000, 283319.25950000 5048896.33360000, 283523.45200000 5049068.11510000, 283847.91630000 5049341.74220000)"
aérien,120,"LINESTRING  ( 285154.31930000 5046410.82110000, 285184.30020000 5046361.38430000)"
aérien,120,"LINESTRING  ( 283319.25950000 5048896.33360000, 283425.80670000 5048811.17430000, 283587.44680000 5048677.48690000, 283740.78800000 5048464.37150000, 283892.04020000 5048253.60070000, 284041.58630000 5048043.06170000, 284193.41040000 5047833.85250000, 284344.06840000 5047622.98390000, 284520.70260000 5047379.47290000, 284545.93280000 5047191.57680000, 284705.05950000 5046983.91270000, 284859.99610000 5046780.93380000, 285010.14740000 5046592.19880000, 285154.31930000 5046410.82110000)"
aérien,120,"LINESTRING  ( 281247.17040000 5046877.49180000, 281374.27210000 5046963.58800000)"
aérien,120,"LINESTRING  ( 285154.31930000 5046410.82110000, 285199.48910000 5046375.11720000)"
aérien,120,"LINESTRING  ( 281260.38350000 5046861.99460000, 281374.27210000 5046963.58800000)"
aérien,120,"LINESTRING  ( 281268.49680000 5047005.99280000, 281186.63410000 5046951.06760000)"
aérien,120,"LINESTRING  ( 281245.64970000 5047012.85780000, 281178.28190000 5046971.99220000)"
aérien,120,"LINESTRING  ( 291873.17300000 5058051.10120000, 291828.27560000 5057970.28870000, 291797.91110000 5057945.79130000, 291764.11170000 5057918.52280000, 291726.17480000 5057887.92910000, 291654.46300000 5057916.30780000)"
aérien,120,"LINESTRING  ( 291586.79930000 5057831.98870000, 291616.44960000 5057812.81100000)"
aérien,120,"LINESTRING  ( 291616.44960000 5057812.81100000, 291571.07210000 5057765.23050000, 291541.39280000 5057734.06480000, 291518.74260000 5057710.33020000, 291367.69680000 5057666.08860000, 291167.25600000 5057843.11510000, 290955.69630000 5058026.06290000, 290917.64080000 5058399.11370000, 291238.13470000 5058758.92850000, 291526.01210000 5059076.37580000, 291693.44820000 5059262.28300000, 291730.20150000 5059661.62270000, 291771.84240000 5060128.07780000, 291805.09010000 5060569.32350000, 291820.33650000 5061045.83670000, 291838.10160000 5061444.79440000)"
aérien,120,"LINESTRING  ( 291596.48100000 5057840.74780000, 291616.44960000 5057812.81100000)"
souterrain,120,"LINESTRING  ( 290925.10110000 5051824.76530000, 290925.94830000 5051819.87360000, 290926.02480000 5051819.20660000, 290926.25730000 5051818.53930000, 290926.49010000 5051817.98310000, 290926.80090000 5051817.42680000, 290927.11160000 5051816.87040000, 290927.50070000 5051816.42500000, 290927.88950000 5051815.86850000, 290928.35650000 5051815.42290000, 290928.90180000 5051815.08830000, 290929.36880000 5051814.64270000, 290929.99240000 5051814.41910000, 290930.53760000 5051814.08450000, 290997.71790000 5051787.37510000, 290999.35430000 5051786.59350000, 291000.91240000 5051785.70100000, 291002.31420000 5051784.69780000, 291003.71580000 5051783.58330000, 291004.96120000 5051782.35810000, 291006.12830000 5051781.02190000, 291007.13920000 5051779.57500000, 291007.99380000 5051778.01720000, 291008.77040000 5051776.45970000, 291009.39080000 5051774.79130000, 291009.85510000 5051773.12330000, 291010.16320000 5051771.34450000, 291010.31530000 5051769.56600000, 291010.31140000 5051767.78790000, 291010.15170000 5051766.12130000, 291009.83580000 5051764.34380000, 291009.36410000 5051762.67790000, 291008.73630000 5051761.01230000, 291004.50180000 5051750.90850000, 290983.66610000 5051711.72450000, 290982.88260000 5051710.17040000, 290982.33310000 5051708.61570000, 290981.86140000 5051706.94980000, 290981.54570000 5051705.28350000, 290981.38600000 5051703.61680000, 290981.38230000 5051701.94990000, 290981.53470000 5051700.28250000, 290981.76500000 5051698.61500000, 290982.15130000 5051696.94720000, 290982.77190000 5051695.38990000, 290983.47050000 5051693.83250000, 290984.24720000 5051692.27500000, 290985.18030000 5051690.93930000, 290986.26940000 5051689.60330000, 290987.43680000 5051688.37830000, 290988.76040000 5051687.26400000, 290990.08430000 5051686.26090000, 290991.56440000 5051685.36860000, 291094.95420000 5051629.13010000, 291096.82420000 5051628.12580000, 291098.53740000 5051626.78850000, 291100.09460000 5051625.45150000, 291114.72970000 5051611.75010000, 291116.36420000 5051610.07950000, 291117.84220000 5051608.18700000, 291119.16390000 5051606.18370000, 291120.25140000 5051604.06980000, 291122.50310000 5051599.28620000, 291123.35780000 5051597.72850000, 291124.29040000 5051596.17060000, 291125.37960000 5051594.83460000, 291126.54680000 5051593.49840000, 291132.61690000 5051586.92830000, 291138.45260000 5051580.13650000, 291143.89770000 5051573.12320000, 291253.17920000 5051426.30120000, 291256.05560000 5051421.73850000, 291257.22210000 5051420.06900000, 291260.80190000 5051416.06040000, 291267.95800000 5051406.48750000, 291269.12500000 5051405.04030000, 291270.44820000 5051403.70380000, 291271.84970000 5051402.47830000, 291273.32970000 5051401.47490000, 291290.00000000 5051390.54790000, 291291.40200000 5051389.54470000, 291292.72550000 5051388.31930000, 291293.97100000 5051387.09420000, 291295.06030000 5051385.75820000, 291380.23400000 5051270.99690000, 291383.88950000 5051265.87690000, 291387.31050000 5051260.53520000, 291390.49700000 5051254.97170000, 291391.04070000 5051253.85920000, 291391.50640000 5051252.74690000, 291391.97180000 5051251.52350000, 291393.90870000 5051245.29590000, 291396.31470000 5051239.51180000, 291399.50020000 5051233.50380000, 291400.04390000 5051232.39130000, 291400.50940000 5051231.16780000, 291400.89700000 5051230.05570000, 291401.74870000 5051227.05330000, 291402.52240000 5051224.05100000, 291403.21830000 5051221.16010000, 291403.37340000 5051220.71520000, 291403.45050000 5051220.27050000, 291403.52750000 5051219.82580000, 291405.91330000 5051204.59550000, 291405.99010000 5051204.03970000, 291406.06710000 5051203.59500000, 291406.06620000 5051203.15050000, 291406.52190000 5051197.37060000, 291406.66550000 5051191.59130000, 291406.49710000 5051185.81280000, 291404.27110000 5051129.91770000, 291404.31610000 5051114.47020000, 291405.76550000 5051099.13070000, 291408.54150000 5051084.01070000, 291412.56630000 5051069.11030000, 291417.91830000 5051054.65160000, 291424.51970000 5051040.74580000, 291432.37050000 5051027.39310000, 291441.23720000 5051014.81610000, 291907.37920000 5050414.16570000, 291908.54680000 5050412.82970000, 291909.79260000 5050411.60470000, 291911.19440000 5050410.37930000, 291922.10020000 5050402.02190000, 291923.58050000 5050401.01870000, 291925.13910000 5050400.12640000, 291926.77600000 5050399.34510000, 291928.49110000 5050398.67480000, 291930.20660000 5050398.22670000, 291932.00040000 5050397.88960000, 291933.79470000 5050397.77480000, 291935.58910000 5050397.77110000, 291956.50220000 5050399.39520000, 291977.18480000 5050402.79790000, 291997.55870000 5050407.86830000, 292017.39010000 5050414.71790000, 292036.52260000 5050423.23610000, 292054.95610000 5050433.31160000, 292072.37840000 5050444.94510000, 292088.78930000 5050458.02540000, 292089.80520000 5050458.80120000, 292090.89880000 5050459.46580000, 292091.99240000 5050460.13040000, 292093.16390000 5050460.68370000, 292094.41290000 5050461.01450000, 292095.66190000 5050461.34540000, 292096.91070000 5050461.56510000, 292098.15920000 5050461.67370000, 292099.48550000 5050461.67100000, 292100.73360000 5050461.55740000, 292101.98150000 5050461.33260000, 292103.22920000 5050460.99660000, 292104.47640000 5050460.43850000, 292105.64550000 5050459.88040000, 292106.73670000 5050459.32250000, 292107.74940000 5050458.54260000, 292108.76210000 5050457.76260000, 292109.69630000 5050456.76050000, 292110.47470000 5050455.86980000, 292111.01950000 5050455.20190000, 292111.56400000 5050454.42290000, 292112.03080000 5050453.75520000, 292112.41930000 5050452.97650000, 292112.80780000 5050452.19770000, 292113.19660000 5050451.53020000, 292113.66310000 5050450.75130000, 292114.20790000 5050450.08340000, 292118.09860000 5050444.96340000, 292118.64340000 5050444.29550000, 292119.26620000 5050443.62740000, 292119.88920000 5050443.07050000, 292120.43420000 5050442.51370000, 292121.05700000 5050441.84570000, 292121.68010000 5050441.28870000, 292122.22490000 5050440.62080000, 292123.31420000 5050439.17390000, 292124.01440000 5050438.17230000, 292124.63650000 5050437.17080000, 292125.25870000 5050436.16940000, 292126.50200000 5050433.72200000, 292127.04620000 5050432.72070000, 292127.66830000 5050431.71920000, 292128.36870000 5050430.82870000, 292133.50450000 5050424.15040000, 292142.22350000 5050414.57530000, 292365.87600000 5050122.62590000, 292366.96570000 5050121.29010000, 292368.13360000 5050120.06540000, 292369.45780000 5050118.95140000, 292370.78230000 5050117.94860000, 292372.26300000 5050117.05660000, 292373.82190000 5050116.27560000, 292384.34570000 5050111.47600000, 292386.52860000 5050110.58260000, 292388.71200000 5050109.91140000, 292391.05190000 5050109.46230000, 292393.39190000 5050109.12420000, 292395.73250000 5050109.00850000, 292398.07340000 5050109.11500000, 292400.33680000 5050109.44390000, 292402.67860000 5050109.99490000, 292404.86460000 5050110.65740000, 292407.05110000 5050111.54210000, 292425.24790000 5050120.17440000, 292428.52830000 5050121.83490000, 292431.65270000 5050123.60690000, 292434.69990000 5050125.71240000, 292445.56060000 5050133.47020000, 292446.73250000 5050134.24580000, 292447.90440000 5050135.02140000, 292449.07610000 5050135.68590000, 292476.02750000 5050152.41380000, 292502.43410000 5050169.92080000, 292528.37400000 5050188.20680000, 292555.17390000 5050207.49140000, 292566.35100000 5050217.58260000, 292577.06080000 5050228.11930000, 292587.30310000 5050238.99030000, 292589.57070000 5050241.54190000, 292590.19620000 5050242.20750000, 292590.89930000 5050242.65060000, 292591.68060000 5050243.20480000, 292592.46150000 5050243.53660000, 292593.24240000 5050243.86850000, 292594.10130000 5050244.20020000, 292594.95970000 5050244.30970000, 292595.81820000 5050244.41910000, 292596.67670000 5050244.52860000, 292597.53470000 5050244.41580000, 292598.47080000 5050244.30280000, 292599.32880000 5050244.19000000, 292600.10840000 5050243.85510000, 292600.96600000 5050243.52010000, 292601.74560000 5050243.18510000, 292602.44670000 5050242.62810000, 292603.14800000 5050242.18220000, 292603.77090000 5050241.51420000, 292604.39380000 5050240.84620000, 292604.93870000 5050240.17830000, 292605.40550000 5050239.51060000, 292605.79410000 5050238.73190000, 292606.10450000 5050237.84230000, 292606.41500000 5050237.06370000, 292606.56930000 5050236.17440000, 292606.72370000 5050235.28500000, 292606.72190000 5050234.39600000, 292606.72020000 5050233.50690000, 292606.56260000 5050232.72930000, 292606.40480000 5050231.84050000, 292606.16900000 5050230.95190000, 292605.77740000 5050230.17480000, 292605.38580000 5050229.39760000, 292604.91610000 5050228.62060000, 292604.36870000 5050227.95480000, 292603.82120000 5050227.28910000, 292549.88020000 5050173.71740000, 292545.42410000 5050169.28080000, 292544.25120000 5050167.94950000, 292543.15600000 5050166.50700000, 292542.21690000 5050165.06410000, 292541.27780000 5050163.62120000, 292540.33890000 5050162.28940000, 292539.24420000 5050161.06910000, 292538.07160000 5050159.96010000, 292526.89500000 5050150.20230000, 292526.50400000 5050149.75860000, 292526.03520000 5050149.42610000, 292525.64450000 5050149.09350000, 292521.42500000 5050145.99000000, 292520.80000000 5050145.54670000, 292520.17470000 5050144.99230000, 292519.54940000 5050144.43780000, 292494.45650000 5050120.48250000, 292493.59650000 5050119.59510000, 292492.81420000 5050118.59650000, 292492.11010000 5050117.59770000, 292491.48390000 5050116.59870000, 292490.93530000 5050115.37730000, 292490.54300000 5050114.26680000, 292490.22850000 5050113.04490000, 292489.75750000 5050111.60110000, 292489.20850000 5050110.15750000, 292488.58150000 5050108.71400000, 292487.79860000 5050107.38190000, 292486.85990000 5050106.16130000)"
