Fonds_gestion,Cofinancement,Annee_financiere,Debut_financement,Titulaire,Dossier,Etablissement,Pays_etablissement,Province_etablissement,Categorie_de_financement,Programme,Code_programme,Programme_volet,Code_volet,Montant_recherche,Frais_indirects,Montant_total,Domaine_de_recherche,Objet_de_recherche_1,Objet_de_recherche_2,Champs_application_1,Champs_application_2,Mots_cles 
FRQNT,,2018-2019,2018-2019,"SAUVÉ, RACHELLE",267083,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Environnement,,,,,communauté bactérienne // extraction ADN et ARN // analyses génétiques // cycle biogéochimique // nutriments // échantillonnage
FRQNT,,2018-2019,2018-2019,"HUNTER, MIRANDA",267085,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Environnement,,,,,climate change // wetlands // ombrotrophic bog  // carbon storage // Plant biomass // vascular plants and mosses
FRQNT,,2018-2019,2018-2019,"MONGEAU, PHILIPPE",267086,Université Laval,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,Pêche électrique // Saumon juvénile // Granulométrie // Montaison // Abondance // Température
FRQNT,,2018-2019,2018-2019,"VANIER, NOÉMIE",267087,Institut national de la recherche scientifique [INRS],CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,Saumon d'atlantique // ADN environmentale // Tributaires // Montaison // Abondance // Connectivité
FRQNT,,2018-2019,2018-2019,"GAUVREAU, DOMINIC",267088,Université Laval,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,"Techniques, mesures et systèmes",,,,,Électromagnétisme // Électronique Analogique // Contrôle non destructif // Intégrité du signal // Décharges électrostatiques // Immunité au émissions
FRQNT,,2018-2019,2018-2019,"COUTURE, CHARLES-WILLIAM",267089,Institut national de la recherche scientifique [INRS],CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Environnement,,,,,Saumon // Hydrologie // Environnement // Tributaires // Granulométrie // Gaspésie
FRQNT,,2018-2019,2018-2019,"LALIBERTE, SAMUEL",267093,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Nature et interactions de la matière,,,,,Cosmologie // Physique des particules // Univers primordial // Ligne d'émission 21 cm // Détection // Cordes cosmiques
FRQNT,,2018-2019,2018-2019,"MASSICOTTE, ÈVE",267094,Université du Québec à Trois-Rivières [UQTR],CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,Infertilité féminine // endomètre // décidualisation // utérus // cellules stromales // métabolisme énergétique
FRQNT,,2018-2019,2018-2019,"MARAOUCH, GHASSAN",267096,Université Concordia,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,Coeur // Ventricule // Stent // Membrane // Actuateur // Vecteur
FRQNT,,2018-2019,2018-2019,"ROBERT-SCOTT, GABRIELLE",267097,Université Laval,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Nature et interactions de la matière,,,,,Chimie biooganique // Chimie médicinale // Produits naturels // Synthèse // Glucides // Glycopeptides
FRQNT,,2018-2019,2018-2019,"RABY, JOANNY",267098,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Nature et interactions de la matière,,,,,Particle Physics // ATLAS Experiment // Liquid Argon Calorimeter // Signal processing // Signal reconstruction // Data Analysis
FRQNT,,2018-2019,2018-2019,"TSYVIAN-DZYABKO, ASSIA",267099,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,vision // mammifère // électrode // cortex // stimulus // potentiel d'action
FRQNT,,2018-2019,2018-2019,"ZALLA , ADAMA",267103,Université du Québec en Abitibi-Témiscamingue [UQAT],CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Ressources naturelles ,,,,,"Valorisation des résidus miniers // Enlèvement des contaminants  // Récupération des métaux d""intérêt // Évaluation du potentiel // Coût // Restauration des sites"
FRQNT,,2018-2019,2018-2019,"VUILLEUMIER-KAUFMANN, BÉATRICE",267115,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Matériaux,,,,,Nanotechnology // Protein loading // Halloysite clay // Vaccine delivery // Protein delivery // Porous silica
FRQNT,,2018-2019,2018-2019,"LAROCHELLE, ALEXANDRE",267116,Université de Sherbrooke,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,"Techniques, mesures et systèmes",,,,,Ultrasons // Système embarqué // Profilage de performance // Conception et analyse de problèmes info. // Implémentation nouvelles fonctionnalités // Rapport quotidien des avancements
FRQNT,,2018-2019,2018-2019,"GILBERT, GENEVIÈVE",267117,Université Laval,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,"Techniques, mesures et systèmes",,,,,Analyse et résolution de problème // Analyse et conception logicielle // Développement logiciel // Méthodes d'analyse avec des ultrasons // Profilage des performances // Systèmes embarqués
FRQNT,,2018-2019,2018-2019,"YOAN, GAUTHIER",267118,École Polytechnique de Montréal,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,"Techniques, mesures et systèmes",,,,,Ultrasons // Système embarqué // Profilage de performance // Conception et analyse de problèmes info. // Implémentation nouvelles fonctionnalités // Rapport quotidien des avancements
FRQNT,,2018-2019,2018-2019,"COULOMBE, CHRISTOPHER",267121,Université Laval,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,"Techniques, mesures et systèmes",,,,,Ultrasons // Système embarqué // Profilage de performance // Conceptionet analyse de problèmes info. // Implémentation nouvelles fonctionnalités // Rapport quotidien des avancements
FRQNT,,2018-2019,2018-2019,"BEAUCHEMIN, GABRIEL",267122,Université de Sherbrooke,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,Technologie de l'information et des communications ,,,,,programmation // test non-destructif // physique // visualisation // optimisation // gestion de la mémoire
FRQNT,,2018-2019,2018-2019,"NAUD-LEPAGE, XAVIER",267132,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,microbiome // intestin // bactériophage // xénobiotique // prophage // induction
FRQNT,,2018-2019,2018-2019,"TREMBLAY, MAXENCE",267138,École Polytechnique de Montréal,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,"Techniques, mesures et systèmes",,,,,Aéronautique // Avion // Compresseur // Centrifuge // Rendement // Analyse
FRQNT,,2018-2019,2018-2019,"AUBÉ, CAMILLE",267154,Université du Québec à Rimouski [UQAR],CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Environnement,,,,,Golfe du St-Laurent // Écologie // Benthos // Plumes de mer // Nutriments // Isotopes stables
FRQNT,,2018-2019,2018-2019,"BOS, NATHANIEL",267160,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,,,,,,Logique mathématique // Preuve // Programmation fonctionnel // Typage statique // Vérification de programmes // Calcul des Constructions
FRQNT,,2018-2019,2018-2019,"MEZIANE, MIRAM",267163,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,Cell Biology // Fluorescence Microscopy // Image Analysis // Mitosis // Spindle Alignment // Pole Inheritance
FRQNT,,2018-2019,2018-2019,"GAREAU-LÉONARD, AUDRÉE",267166,Université Laval,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,acides gras // épigénétique // développement embryonnaire // modèle porcin // suralimentation // génome nucléaire et mitochondrial
FRQNT,,2018-2019,2018-2019,"SIMARD, PHILIPPE",267172,Université Laval,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,Lésion neurologique // Apprentissage moteur // Orthèse robotisée // Locomotion // Proprioception // Analyse psychophysique
FRQNT,,2018-2019,2018-2019,"BEAULAC, ÉTIENNE",267176,Université du Québec à Trois-Rivières [UQTR],CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Structures abstraites,,,,,Analyse mathématique // Dynamique tricomplexe // Fractales // Ensemble de Mandelbrot // Visualisation 3D // Lancer de rayon
FRQNT,,2018-2019,2018-2019,"LEGAULT, JULIE",267177,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,,,,,,Psychologie // Neuropsychologie // Plasticité cérébrale // Réserve cognitive // Vieillissement // Trouble cognitif léger
FRQNT,,2018-2019,2018-2019,"WANG, MENG YU",267183,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Environnement,,,,,Microplastiques // Transfert trophique // Les moules zébrées // Chaînes alimentaires  // Les animaux benthiques  // Les écrevisses
FRQNT,,2018-2019,2018-2019,"FERRANDEZ, ROXANNE",267184,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,encodage visuel  // temporel  // objets  // reconnaissance  // objets familiers  // fréquences spatiales
FRQNT,,2018-2019,2018-2019,"RAMIREZ-CÔTÉ, ANDY",267191,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Nature et interactions de la matière,,,,,Astronomie // Sursaut gamma // Étoiles à Neutron // Ondes gravitationelle // Kilonova // Photométrie
FRQNT,,2018-2019,2018-2019,"BORGIA, ALEXANDRE",267192,Université Laval,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Nature et interactions de la matière,,,,,Produits naturels  // Synthèse peptidique // Peptides cycliques // Activité biologique // Macrocyclisation // Résine oxime
FRQNT,,2018-2019,2018-2019,"GRAVEL, MAXIME",267198,École Polytechnique de Montréal,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,Ressources naturelles ,,,,,Minerai // Flottation // Lixiviation // Minéralurgie // Broyage // Extraction
FRQNT,,2018-2019,2018-2019,"BRAITHWAITE, SCOTT",267207,Université Bishop's,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,biologie // écologie // comportement // terrain // échantillonnage // tamia rayé
FRQNT,,2018-2019,2018-2019,"GUIMONT-MARTIN, WILLIAM",267210,Université Laval,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,"Techniques, mesures et systèmes",,,,,Analyse non-destructive // Programmation // Création d'algorithmes // Analyse de données ultrason // Outils de visualisation des données // Vision par ordinateur
FRQNT,,2018-2019,2018-2019,"BOULIANE, LUDOVIC",267224,Université du Québec en Abitibi-Témiscamingue [UQAT],CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,,,,,,Foresterie // Plantation/Milieux naturels // Sol // Racine // Greffes racinaires // Échanges
FRQNT,,2018-2019,2018-2019,"LING, SI DA",267228,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,Type 1 diabetes // Surface coating // 3D printing carbohydrate glass // Transplantation // Oxygen & water permeability // Stem cells
FRQNT,,2018-2019,2018-2019,"PELLERIN, GENEVIÈVE",267244,Université Laval,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,Science des aliments // Valorisation de sous-produits // Peptides bioactifs // Antimicrobien // Électrodialyse // Laitance
FRQNT,,2018-2019,2018-2019,"GARCEAU, CAROLINE",267248,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,Biochimie // Peptides // Nanoparticules // Amyloïdes // Immunologie // Nanovaccins
FRQNT,,2018-2019,2018-2019,"ROLLIN, MARIE-ÈVE",267250,École Polytechnique de Montréal,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,"Techniques, mesures et systèmes",,,,,Fantôme optique // Diagnostique médical // Résolution d'un système d'imagerie // Traitement d'image // Imagerie hyperspectral et oxymétrie // Tomographie en cohérence optique
FRQNT,,2018-2019,2018-2019,"BEARD, STACEY",267256,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Technologie de l'information et des communications ,,,,,software development // data aggregation // data tagging // multi-institutional data // central login server // mobile health app
FRQNT,,2018-2019,2018-2019,"TURGEON, ROXANNE",267261,Université du Québec à Rimouski [UQAR],CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,Fous de Bassan // Suivi de l'état de santé // Suivi de reproduction // Île Bonaventure // Suivi de la croissance // Suivi de la quête alimentaire
FRQNT,,2018-2019,2018-2019,"WAGNER, VICTORIA",267264,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,,,,,,immunologie // médecine porcine // thérapie par helminthes // immunomodulation // infections parasitaires // Trichuris suis
FRQNT,,2018-2019,2018-2019,"BLAIS, ÉDOUARD",267266,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Nature et interactions de la matière,,,,,géologie // Terre // géochimie // isotopie // spectrométrie de masse // géochronologie
FRQNT,,2018-2019,2018-2019,"LIGEZ, RÉMI",267269,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Nature et interactions de la matière,,,,,Physique // Matière condensée // Spectroscopie quantique // Laser // Semi-conducteur // Interférence quantique
FRQNT,,2018-2019,2018-2019,"GIRARD, CAMILLE",267271,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Environnement,,,,,tourbière // carbone // flux // CO2 // CH4 // NEE
FRQNT,,2018-2019,2018-2019,"LEMAY-ST-DENIS, CLAUDÈLE",267277,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Nature et interactions de la matière,,,,,Enzymologie // Purification de protéines // Résistance aux antibiotiques // Dynamisme et fonction // Cinétique enzymatique // Beta-lactamase
FRQNT,,2018-2019,2018-2019,"PERRIER, LÉONIE",267283,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Environnement,,,,,tourbière // carbone // fuvial // CO2 dissous // Matière organique dissoute // pH
FRQNT,,2018-2019,2018-2019,"GIBBS, ISAAC",267292,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Structures abstraites,,,,,Probability // Statistics //  Nonparametric // Voronoi Diagrams // Density Estimation // Random Tesselations
FRQNT,,2018-2019,2018-2019,"POZZI, ALESSANDRO",267294,Université Laval,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,Psychophysiologie // Mémoire // Perception auditive // Mouvements des yeux // Pupillométrie // Distraction auditive
FRQNT,,2018-2019,2018-2019,"MOLANI, SHAYAN",267297,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,neurosciences // neuroanatomie // locomotion // lamproie // mlr // mrrn
FRQNT,,2018-2019,2018-2019,"GAGNON-ST-PIERRE, ÉMILIE",267299,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,Raisonnement // Logique // heuristiques // Préjugés // Stratégie par contres-exemples  // Stratégie statistique 
FRQNT,,2018-2019,2018-2019,"WONG, WILLIAM",267307,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Environnement,,,,,Geochemistry // Chemostratigraphy // Carbon-13 and Oxygen-18 Isotopes // Borden Basin // Mesoproterozoic-Neoproterozoic boundary // Bangiomorpha pubescens
FRQNT,,2018-2019,2018-2019,"LABRECQUE-FOY, JULIE-PASCALE",267315,Université du Québec à Chicoutimi [UQAC],CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Environnement,,,,,Aménagement du territoire // Écologie // Écosystèmes // Perturbations // Occupation du territoire // Castor du Canada
FRQNT,,2018-2019,2018-2019,"LALLA, KRISTEN",267316,Université Laval,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Environnement,,,,,biodiversity // species assemblage // climate change // latitudinal gradient // functional traits // ecological succession
FRQNT,,2018-2019,2018-2019,"HAMEL, LOUIS",267317,Université du Québec à Trois-Rivières [UQTR],CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Technologie de l'information et des communications ,,,,,Aspect Mining // Analyse de code // Apprentissage Machine Supervisé // Métriques // Cohésion // Couplage entrant/sortant
FRQNT,,2018-2019,2018-2019,"GAGNON, FÉLIX",267320,Université Laval,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Matériaux,,,,,Synthèse organique // Matériaux pi-conjugués // Photovoltaïque organique // Électronique organique // Ingénierie moléculaire // Colorant de cuve
FRQNT,,2018-2019,2018-2019,"LIRETTE, FRÉDÉRIC",267322,Université Laval,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Matériaux,,,,,synthèse organique // hydrocarbure polycyclique aromatique // polymère // photovotaïque organique // colorant de cuve // pile solaire
FRQNT,,2018-2019,2018-2019,"DAI, DAVID",267324,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Environnement,,,,,Structural Biology // Proteins // Enzymes // Non-ribosomal peptide synthetase // X-ray crystallography // Mass spectroscopy
FRQNT,,2018-2019,2018-2019,"GRENIER, GABRIELLE",267327,Université de Sherbrooke,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,Imagerie par résonance magnétique  // Matière blanche cérébrale // Géométrie différentielle // Neuroanatomie // Faisceaux de fibres // Analyse de forme
FRQNT,,2018-2019,2018-2019,"GODBOUT, MATHIEU",267331,Université Laval,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,Apprentissage machine // Apprentissage supervisé // Données massives // Antibiotiques // Algorithmes // Biologie computationnelle
FRQNT,,2018-2019,2018-2019,"GIRARD-LACHANCE, YANN",267333,Université du Québec à Chicoutimi [UQAC],CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Matériaux,,,,,Glace // Pluie // materiaux // glaciophobe // antigivre // optimisation
FRQNT,,2018-2019,2018-2019,"BUFFARD, TONY",267336,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,Ribosome // système double hybride // mutations génétiques // Kre33 // Tan1 // Bfr2
FRQNT,,2018-2019,2018-2019,"RIVARD, ALEXANDRE",267340,Université Laval,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,Fabrication et construction,,,,,Moteur d'avion // Systèmes de contrôle // Programmation // Logiciel de contrôle // Développement du logiciel // Construction du logiciel
FRQNT,,2018-2019,2018-2019,"LÉGARÉ, OPHÉLIE",267345,Université Laval,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Nature et interactions de la matière,,,,,Laser de type supercontinuum // Caractérisation complète de ce laser // Traitement de données // Rédaction d'un rapport // Programmation légère // Imagerie hyperspectrale
FRQNT,,2018-2019,2018-2019,"WRIGHT, WYATT",267360,Université Concordia,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,,,,,,graphene // bilayer // NEMS // mixing // resonance // dissipation
FRQNT,,2018-2019,2018-2019,"BOURASSA, FRANÇOIS",267365,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Nature et interactions de la matière,,,,,Biophysique // Dynamique non linéaire // Réseaux de gènes // Système immunitaire // Décision collective // Évolution in silico
