Fonds_gestion,Cofinancement,Annee_financiere,Debut_financement,Titulaire,Dossier,Etablissement,Pays_etablissement,Province_etablissement,Categorie_de_financement,Programme,Code_programme,Programme_volet,Code_volet,Montant_recherche,Frais_indirects,Montant_total,Domaine_de_recherche,Objet_de_recherche_1,Objet_de_recherche_2,Champs_application_1,Champs_application_2,Mots_cles 
FRQNT,,2018-2019,2018-2019,"OTOMO-LAUZON, KENTO",265918,Université Laval,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Technologie de l'information et des communications ,,,,,itinéraire // optimisation // véhicule électrique // prise de décision // modèle informatisé // apprentissage automatique
FRQNT,,2018-2019,2018-2019,"BOIVIN, JEAN-FRANÇOIS",265920,Université de Sherbrooke,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,Organismes vivants ,,,,,entomologie  // agronomie // modèle // lutte // charançon  // pesticide
FRQNT,,2018-2019,2018-2019,"CARON, YANNICK",265930,Université de Sherbrooke,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,Fabrication et construction,,,,,Actionneur // Force // Embrayage // Fluide // Magnéto-rhéologiqe // Moteur
FRQNT,,2018-2019,2018-2019,"HOJJAT JODAYLAMI, MARYAM",265934,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Matériaux,,,,,Chimie physique // Spectroscopie // Polymères // Électrofilage // Orientation // Nanofibres
FRQNT,,2018-2019,2018-2019,"MORIER-GXOYIYA, CÉSARÉE ",265936,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Environnement,,,,,fraise // phytohormone // fertilization // fruit // fleur // azote
FRQNT,,2018-2019,2018-2019,"GRAND-MAISON, WILLIAM",265937,Université de Sherbrooke,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,"Techniques, mesures et systèmes",,,,,Fluide Magnéto-rhéologique // Intégration de systèmes // Prototype // Actionneurs // Caractérisation de composants // Validation électrique
FRQNT,,2018-2019,2018-2019,"PILLE, ANN",265938,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Matériaux,,,,,super-absorbent polymers // canola protein // Compresive strength // PEGDA // Ion adsorption // Swelling Capacity
FRQNT,,2018-2019,2018-2019,"LAMONTAGNE, SOPHIE",265939,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,Interaction protéine protéique // Clonage moléculaire (assemblage Gibson) // Purification de protéines // Thermophorèse à l'échelle microscopique // FABP (fatty acid binding protein) // Calnexin
FRQNT,,2018-2019,2018-2019,"RINGUETTE, FRANÇOIS",265940,Université de Sherbrooke,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,,,,,,Développement d'applications // Logiciel // Optimisation // Ajout de fonctionnalités // Corrections de bogues // Programmation C++
FRQNT,,2018-2019,2018-2019,"SUN, ALICE",265941,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,marine ecosystems // seabirds // Rhinoceros Auklet // biologging // movement behaviour // tag effects
FRQNT,,2018-2019,2018-2019,"BÉRUBÉ, MICHAEL",265942,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,souris // testicule // effecteurs // expression génique // gène 17 Wnt // gène 10 Fzd
FRQNT,,2018-2019,2018-2019,"LIANG, JEFFREY",265943,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,Genetics // Experimental evolution // Transcriptomics // Legionella pneumophila // Water systems // Control strategies
FRQNT,,2018-2019,2018-2019,"PAQUET, ANTOINE",265944,Université Laval,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Environnement,,,,,Environnements aquatiques // Milieux polaires // Lacs // Sédiments lacustres // Diatomées // Paléolimnologie
FRQNT,,2018-2019,2018-2019,"BOZZO, ISABELLA",265947,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,Dynamique non linéaire // Aorte thoracique descendante // Viscoélasticité // Hyperélasticité // Prothèse en Dacron // Perturbation pulsatile
FRQNT,,2018-2019,2018-2019,"MARTIN, ELLA",265948,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Environnement,,,,,Écologie // agriculture // paysage // biodiversité // Services écosystémiques // pollinisation
FRQNT,,2018-2019,2018-2019,"VOYER-BOUTET, STÉPHANE",265950,Université Laval,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Technologie de l'information et des communications ,,,,,Géomatique // Informatique // Données massives // Données spatiales // Bases de données spatiales // Tests fonctionnels et de performance
FRQNT,,2018-2019,2018-2019,"CARDINAL, ANNE MARIE",265952,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,Microbiote // Infarctus // mémoire // Sommeil // comportement // Diète
FRQNT,,2018-2019,2018-2019,"MORIN-BERNARD, ALEXANDRE",265953,Université Laval,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Ressources naturelles ,,,,,Sylviculture // Forêt feuillue // Coupe partielle // Réaction de croissance // Allocation des ressources // Stimuli biomécanique
FRQNT,,2018-2019,2018-2019,"RAHMAN, SHATIL",265954,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,"Techniques, mesures et systèmes",,,,,Robotics // Localization // Mapping // Navigation // SLAM // Engineering
FRQNT,,2018-2019,2018-2019,"DUMONT, SÉBASTIEN",265955,Université Laval,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Ressources naturelles ,,,,,changements climatiques // forêt boréale // traitements sylvicoles // biomasse // séquestration du carbone // végétation de sous-bois
FRQNT,,2018-2019,2018-2019,"FRÉCHETTE-VIENS, JOËLLE",265958,Université de Sherbrooke,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,"Techniques, mesures et systèmes",,,,,Acoustique // Caractérisation // Procédé de mesure // Instrument de mesure // Tortuosité // Tortuosimètre à deux gaz
FRQNT,,2018-2019,2018-2019,"BRIAND, JENNY",265959,Université de Sherbrooke,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,Environnement,,,,,Compostage // Décontamination // Sols // Environnement // Amélioration de la qualité  // Déchets
FRQNT,,2018-2019,2018-2019,"BRENNAN, LAURA",265960,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Ressources naturelles ,,,,,Microbiology // Life Detection // DNA // Astrobiology // Mars // Axel Heiberg Island
FRQNT,,2018-2019,2018-2019,"RAHMAN, ISMATUL",265973,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,Hepatitis C Virus // miR-122 // DOM3Z // DUSP11 // pyrophosphatase // Xrn1
FRQNT,,2018-2019,2018-2019,"NADEAU, SIMON",265974,École Polytechnique de Montréal,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,"Techniques, mesures et systèmes",,,,,Internet des objets // Réseaux de capteurs // Bâtiment intelligent // Nuage et conteneurs // Analyse de performances // Analyse économique
FRQNT,,2018-2019,2018-2019,"ALAGA, LAYO",265975,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,Cerveau // IRM // Immunohistochimie // Cortex // Couches Corticales // Connexions cortico-corticales
FRQNT,,2018-2019,2018-2019,"FORTIN, MAXIME",265976,Université Laval,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Nature et interactions de la matière,,,,,LiDAR // Hydrographie // Validation terrain // Modèle numérique de terrain // Zones de contrainte  // Modélisation
FRQNT,,2018-2019,2018-2019,"ALIVODEJ, NENSI",265978,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,Cellules cérébrales  // Vascularisation cérébrale // Astrocytes périvasculaire // Mitochondrie et réticulum endoplasmique // Microscopie électronique (à électrons) // Analyse quantitative tridimensionnelle 
FRQNT,,2018-2019,2018-2019,"SOLOMON BAIRD, ZOE",265980,École Polytechnique de Montréal,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,"Techniques, mesures et systèmes",,,,,Microfabrication // Lab-on-a-chip // Cleanroom // Photolithography // Microfluidics // CAD
FRQNT,,2018-2019,2018-2019,"ROULEAU, VÉRONIQUE",265981,Université Laval,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Nature et interactions de la matière,,,,,microbiome // décomposition // récolte de biomasse // Tea Bag Index // stabilisation // sol
FRQNT,,2018-2019,2018-2019,"FRIGON, ÈVE-MARIE",265983,Université du Québec à Trois-Rivières [UQTR],CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,cortex // visuel // souris // communication // anatomie // cerveau
FRQNT,,2018-2019,2018-2019,"DESROCHERS-GOYETTE, JUSTINE",265986,Université du Québec à Trois-Rivières [UQTR],CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,Cellules // Mitochondries // Lysosomes // Dynamique mitochondriale // Protéines // DRP1 et TOM20
FRQNT,,2018-2019,2018-2019,"BERTRAND MALTAIS, NATHANIEL",265987,Université du Québec à Rimouski [UQAR],CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,changement globaux // physiologie // effets combinés // crevette nordique // métabolisme // calorimétrie
FRQNT,,2018-2019,2018-2019,"LEMIRE, MÉLISSA",265988,Université de Sherbrooke,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),PCE,Suppléments aux bourses de 1er cycle du CRSNG / Expérience (industriel),BPCI,2000,0,2000,Matériaux,,,,,Encrassement // Traitement d'image // Recette de caoutchouc // Oxyde de zinc // Suivi en production // Viscosité
FRQNT,,2018-2019,2018-2019,"KIM, IRIS",265993,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,Dépression // Microbiome intestinal // Stress infantil // Neuroinflammation // Cytokines // Interaction cerveau-immunitaire
FRQNT,,2018-2019,2018-2019,"HUO, LIA",265995,Université McGill,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,,,,,,Maladie neurodégénérative // Biologie moléculaire // Histologie // Hybridation in situ // Immunohistochimie // Stéreologie
FRQNT,,2018-2019,2018-2019,"BROUILLETTE, MAXENCE",265997,Université du Québec à Trois-Rivières [UQTR],CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,4E-BP2 // apprentissage moteur // comportement animal // mTOR // Rotarod // mémoire
FRQNT,,2018-2019,2018-2019,"CLARK, MARIE-EVE",265998,Université Laval,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Organismes vivants ,,,,,Écologie  // Comportement animal // Populations // Interactions // Caribous // Chèvres de montagne
FRQNT,,2018-2019,2018-2019,"LEBLANC, BENJAMIN",266004,Université Bishop's,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Nature et interactions de la matière,,,,,kepler // pulsations // oscillations // ice giants // Uranus // astroseismology
FRQNT,,2018-2019,2018-2019,"CÔTÉ, JEREMY",266005,Université Bishop's,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Nature et interactions de la matière,,,,,General relativity // Cosmology // Scalar tensor gravity // Scalar fields // Fluid dynamics // Imperfect fluid
FRQNT,,2018-2019,2018-2019,"JOSHUA AIKEN, JOSHUA",266007,Université Bishop's,CANADA,Québec,Bourses et stages de formation,Suppléments aux bourses de 1er cycle du CRSNG / Académique,PCA,Suppléments aux bourses de 1er cycle du CRSNG / Académique,BPCA,2000,0,2000,Nature et interactions de la matière,,,,,Close Binaries // Observations  // Algol-Like Binaries // Stellar Evolution // Type B Sub-Dwarf // Stellar Simulation
