IDENT_INTRT;NO_SEQ_DOCUM;DATE_ANC_COMMI;COD_MUNI_LIEU;TYP_DOCUM_INTRT;CODE_LOI_REGLEMENT;NO_ARTCL_L_R;COD_TYP_RESP_INFRA;COD_TYP_VEH_INFRA;DESC_TYP_VEH_INFRA;DESCN_CAT_INFRA;VL_CONF_PRMSE;VL_NCONF_CNTT 
DI9999XNT6N300;1;2022-11-02;;ANC;c.C-24.2;646;PR;VL;Véhicule lourd;Matières dangereuses;;
DI9999XNZ2N300;1;2022-10-17;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XNZ2N300;2;2022-10-17;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XNZ2N300;3;2022-10-17;;ANC;c.C-24.2;225;EX;VL;Véhicule lourd;Équipement;;
DI9999XNZ2N300;4;2022-10-17;;ANC;c.C-24.2;213;EX;VL;Véhicule lourd;Équipement;;
DI9999XNZEN300;1;2022-12-08;;ANC;c.C-24.2;443.1;CO;VR;Véhicule routier;Règles de circulation;;
DI9999XO1RL300;2;2022-01-19;;ANC;c.C-24.2;474;CO;VO;Véhicule outil;Règles de circulation;;
DI9999XO1RL300;3;2022-01-19;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XO4PL300;1;2022-01-10;;ANC;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;
DI9999XO69N300;2;2022-11-14;;ANC;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;
DI9999XO8LM300;1;2022-07-08;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XOAXL300;2;2022-02-16;;ANC;c.T-11.2;69;PR;AQ;;Règlement concernant le tr. rémunéré de pers. par automobile;;
DI9999XOBJM300;1;2022-06-29;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XOETM300;1;2022-08-30;;ANC;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;
DI9999XOGTL300;1;2022-02-01;;ANC;c.C-24.2;379;CO;VR;Véhicule routier;Règles de circulation;;
DI9999XOHRM300;3;2022-08-18;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999XOI1N300;4;2022-10-10;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999XOI1N300;5;2022-10-10;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999XOIDN300;1;2022-12-02;;ANC;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;
DI9999XOKPM300;4;2022-08-05;;ANC;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XOKPM300;6;2022-08-05;;ANC;c.T-12;4;EX;VL;Véhicule lourd;Documents d'expédition;;
DI9999XOMPL300;2;2022-01-12;;ANC;c.C-24.2;443.1;CO;VR;Véhicule routier;Règles de circulation;;
DI9999XOU5N300;1;2022-10-28;;ANC;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;
DI9999XOWTM300;1;2022-09-01;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI9999XOX3N300;2;2022-10-20;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999XOX3N300;3;2022-10-20;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999XOX3N300;4;2022-10-20;;ANC;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;
DI9999XP30M300;1;2022-03-01;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999XP30M300;2;2022-03-01;;ANC;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XP3CM300;1;2022-05-19;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999XP6MM300;1;2022-07-15;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI9999XP8YL300;1;2022-02-18;;ANC;c.C-24.2;473;PR;VR;Véhicule routier;Dimension;;
DI9999XPA6N300;1;2022-10-31;;ANC;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;
DI9999XPCIM300;1;2022-06-22;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XPCUM300;4;2022-09-06;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XPD4N300;1;2022-10-21;;ANC;c.C-24.2;31.1;PR;VR;Véhicule routier;Immatriculation;;
DI9999XPFSM300;3;2022-08-24;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999XPFSM300;4;2022-08-24;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XPHSL300;1;2022-01-26;;ANC;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;
DI9999XPI2M300;1;2022-03-24;;ANC;c.C-24.2;646;XP;VL;Véhicule lourd;Matières dangereuses;;
DI9999XPIQM300;6;2022-08-12;;ANC;c.C-24.2;213;PR;VL;Véhicule lourd;Équipement;;
DI9999XPIQM300;7;2022-08-12;;ANC;c.C-24.2;272;PR;VL;Véhicule lourd;Équipement;;
DI9999XPJ0N300;1;2022-10-04;;ANC;c.C-24.2;471;EX;VL;Véhicule lourd;Arrimage;;
DI9999XPJ0N300;2;2022-10-04;;ANC;c.T-12;3;CO;VL;Véhicule lourd;Documents d'expédition;;
DI9999XPS6N300;3;2022-11-02;;ANC;c.C-24.2;30;PR;VR;Véhicule routier;Immatriculation;;
DI9999XPUUM300;1;2022-09-07;;ANC;c.C-24.2;646;CD;VL;Véhicule lourd;Matières dangereuses;;
DI9999XPXSM300;3;2022-08-26;;ANC;c.T-1;50.0.8;;;;Permis IFTA;;
DI9999XPXSM300;4;2022-08-26;;ANC;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;
DI9999XPY2N300;4;2022-10-17;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XQ1PM300;1;2022-08-03;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999XQ4NM300;1;2022-07-20;;ANC;c.C-24.2;225;PR;VL;Véhicule lourd;Équipement;;
DI9999XQ4NM300;2;2022-07-20;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XQ4NM300;3;2022-07-20;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999XQ87N300;2;2022-11-03;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XQB5N300;1;2022-10-26;;ANC;c.C-24.2;430;AU;VR;Véhicule routier;Règles de circulation;;
DI9999XQBHN300;1;2022-12-20;;ANC;c.C-24.2;329;CO;VR;Véhicule routier;Règles de circulation;;
DI9999XQGFM300;2;2022-06-08;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XQGFM300;3;2022-06-08;;ANC;c.C-24.2;27;AU;VR;Véhicule routier;Immatriculation;;
DI9999XQGRM300;2;2022-08-18;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999XQGRM300;3;2022-08-18;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999XQHDN300;2;2022-12-02;;ANC;c.C-24.2;471;EX;VL;Véhicule lourd;Arrimage;;
DI9999XQJDM300;1;2022-05-31;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999XQJDM300;2;2022-05-31;;ANC;c.C-24.2;519.5;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XQJPM300;1;2022-08-05;;ANC;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;
DI9999XQJPM300;2;2022-08-05;;ANC;c.C-24.2;30;PR;VR;Véhicule routier;Immatriculation;;
DI9999XQMNM300;1;2022-07-22;;ANC;c.C-24.2;463;EX;VL;Véhicule lourd;Dimension;14,65;16,15
DI9999XQSJM300;1;2022-06-30;;ANC;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;
DI9999XQZDN300;2;2022-12-05;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XQZDN300;3;2022-12-05;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XR1QL300;1;2022-01-13;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999XR3AN300;1;2022-11-18;;ANC;c.C-24.2;646;CD;VL;Véhicule lourd;Matières dangereuses;;
DI9999XR5AM300;3;2022-05-10;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XR5AM300;4;2022-05-10;;ANC;c.C-24.2;519.15.1;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XR5AM300;5;2022-05-10;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XR5AM300;6;2022-05-10;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XR5AM300;7;2022-05-10;;ANC;c.P-30.3;5;PR;VL;Véhicule lourd;Règlement sur les PEVL;;
DI9999XR5AM300;8;2022-05-10;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XR5AM300;9;2022-05-10;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XR5AM300;10;2022-05-10;;ANC;c.C-24.2;518;PR;VR;Véhicule routier;Immatriculation;;
DI9999XR68N300;1;2022-11-08;;ANC;c.T-12;4;EX;VL;Véhicule lourd;Documents d'expédition;;
DI9999XR7YL300;1;2022-02-18;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XR7YL300;2;2022-02-18;;ANC;c.C-24.2;423;CO;VR;Véhicule routier;Règles de circulation;;
DI9999XR8KM300;4;2022-07-04;;ANC;c.C-24.2;370;CO;VR;Véhicule routier;Règles de circulation;;
DI9999XR8KM300;5;2022-07-04;;ANC;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XR8KM300;6;2022-07-04;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XR8KM300;7;2022-07-04;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999XRBIM300;2;2022-06-22;;ANC;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;
DI9999XRESM300;4;2022-08-24;;ANC;c.C-24.2;463;EX;VL;Véhicule lourd;Dimension;2,6;3
DI9999XRESM300;5;2022-08-24;;ANC;c.P-30.3;48;AU;VL;Véhicule lourd;Règlement sur les PEVL;;
DI9999XRF2N300;3;2022-10-13;;ANC;c.C-24.2;30;PR;VR;Véhicule routier;Immatriculation;;
DI9999XRK0M300;1;2022-03-03;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999XRKOM300;3;2022-07-29;;ANC;c.C-24.2;27;AU;VR;Véhicule routier;Immatriculation;;
DI9999XRKOM300;4;2022-07-29;;ANC;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XRLAN300;1;2022-11-21;;ANC;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;
DI9999XRMOL300;2;2022-01-05;;ANC;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XRX2N300;3;2022-10-17;;ANC;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XRZ2M300;2;2022-03-28;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XRZ2M300;3;2022-03-28;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999XS1BN300;1;2022-11-22;;ANC;c.C-24.2;310;CO;VR;Véhicule routier;Signalisation routière;;
DI9999XSCHM300;1;2022-06-16;;ANC;c.C-24.2;240.1;EX;VL;Véhicule lourd;Équipement;;
DI9999XSD3N300;1;2022-10-18;;ANC;c.C-24.2;30;PR;VR;Véhicule routier;Immatriculation;;
DI9999XSDFN300;3;2022-12-12;;ANC;c.C-24.2;471;CO;VR;Véhicule routier;Arrimage;;
DI9999XSDFN300;4;2022-12-12;;ANC;c.C-24.2;513;AU;VR;Véhicule routier;Permis spécial;;
DI9999XSDFN300;5;2022-12-12;;ANC;c.C-24.2;513;CO;VR;Véhicule routier;Permis spécial;;
DI9999XSLNM300;1;2022-07-22;;ANC;c.C-24.2;303.2;CO;VR;Véhicule routier;Signalisation routière;;
DI9999XSNZL300;3;2022-02-28;;ANC;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;
DI9999XSO9M300;1;2022-05-06;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XSO9M300;2;2022-05-06;;ANC;c.C-24.2;519.15.1;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XSO9M300;3;2022-05-06;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XSO9M300;4;2022-05-06;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XSRJM300;1;2022-06-30;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XSRJM300;2;2022-06-30;;ANC;c.C-24.2;257.1;PR;VL;Véhicule lourd;Équipement;;
DI9999XSRJM300;3;2022-06-30;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XSTVL300;1;2022-02-15;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XSTVL300;2;2022-02-15;;ANC;c.C-24.2;463;PR;VL;Véhicule lourd;Dimension;2,6;2,7
DI9999XSUHM300;2;2022-06-20;;ANC;c.C-24.2;406.1;CO;VR;Véhicule routier;Règles de circulation;;
DI9999XSUHM300;3;2022-06-20;;ANC;c.C-24.2;406.1;CO;VR;Véhicule routier;Règles de circulation;;
DI9999XSUHM300;5;2022-06-20;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XT2AN300;1;2022-11-17;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XT58N300;2;2022-11-08;;ANC;c.C-24.2;471;EX;VL;Véhicule lourd;Arrimage;;
DI9999XT58N300;3;2022-11-08;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999XTB4N300;1;2022-10-21;;ANC;c.C-24.2;464;CO;HN;Véhicule hors normes;Permis spécial;;
DI9999XTFSL300;1;2022-01-26;;ANC;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;
DI9999XTH0N300;1;2022-10-04;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI9999XTH0N300;2;2022-10-04;;ANC;c.C-24.2;299;CO;VR;Véhicule routier;Signalisation routière;;
DI9999XTJOM300;1;2022-07-28;;ANC;c.C-24.2;531;AU;VR;Véhicule routier;Vérification mécanique;;
DI9999XTSIM300;4;2022-06-27;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XTSIM300;5;2022-06-27;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999XTYQM300;1;2022-08-16;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI9999XUHDM300;1;2022-05-30;;ANC;c.C-24.2;326.1;CO;VR;Véhicule routier;Règles de circulation;;
DI9999XUL9N300;1;2022-11-16;;ANC;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;
DI9999XUVTL300;1;2022-02-03;;ANC;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;
DI9999XUVTL300;2;2022-02-03;;ANC;c.C-24.2;30;PR;VR;Véhicule routier;Immatriculation;;
DI9999XUX1N300;2;2022-10-12;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XUX1N300;3;2022-10-12;;ANC;c.C-24.2;37;AU;VR;Véhicule routier;Immatriculation;;
DI9999XV00M300;1;2022-03-01;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI9999XV0OM300;2;2022-07-26;;ANC;c.C-24.2;32;CO;VR;Véhicule routier;Immatriculation;;
DI9999XV3MM300;2;2022-07-14;;ANC;c.C-24.2;370;CO;VR;Véhicule routier;Règles de circulation;;
DI9999XV3MM300;3;2022-07-14;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XVA4N300;1;2022-10-21;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999XVAGN300;2;2022-12-14;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999XVAGN300;3;2022-12-14;;ANC;c.T-12;4;EX;VL;Véhicule lourd;Documents d'expédition;;
DI9999XVD2N300;1;2022-10-13;;ANC;c.C-24.2;470.1;CO;VR;Véhicule routier;Règles de circulation;;
DI9999XVD2N300;2;2022-10-13;;ANC;c.C-24.2;519.27;EX;VL;Véhicule lourd;Règles de circulation;;
DI9999XVESL300;2;2022-01-26;;ANC;c.C-24.2;519.5;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XVESL300;3;2022-01-26;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999XVJAN300;2;2022-11-21;;ANC;c.C-24.2;513;CO;VR;Véhicule routier;Permis spécial;;
DI9999XVKOL300;1;2022-01-05;;ANC;c.C-24.2;370;CO;VR;Véhicule routier;Règles de circulation;;
DI9999XVLMM300;1;2022-07-18;;ANC;c.C-24.2;32;PR;VR;Véhicule routier;Immatriculation;;
DI9999XVOWM300;1;2022-09-16;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XVP6N300;1;2022-11-02;;ANC;c.C-24.2;32;CO;VR;Véhicule routier;Immatriculation;;
DI9999XVP6N300;2;2022-11-02;;ANC;c.C-24.2;464;CO;HN;Véhicule hors normes;Permis spécial;;
DI9999XVTUL300;1;2022-02-09;;ANC;c.C-24.2;513;CO;EN;Ensemble de véhicules routiers;Permis spécial;;
DI9999XVVEN300;1;2022-12-08;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XVWSL300;1;2022-01-28;;ANC;c.C-24.2;474;CO;VR;Véhicule routier;Dimension;;
DI9999XVWSL300;2;2022-01-28;;ANC;c.C-24.2;473;PR;VR;Véhicule routier;Dimension;;
DI9999XVWSL300;3;2022-01-28;;ANC;c.C-24.2;32;PR;VR;Véhicule routier;Immatriculation;;
DI9999XVWSL300;4;2022-01-28;;ANC;c.C-24.2;32;CO;VR;Véhicule routier;Immatriculation;;
DI9999XVXQM300;3;2022-08-16;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XW1NM300;3;2022-07-20;;ANC;c.C-24.2;513;AU;VR;Véhicule routier;Permis spécial;;
DI9999XW1NM300;4;2022-07-20;;ANC;c.C-24.2;513;CO;EN;Ensemble de véhicules routiers;Permis spécial;;
DI9999XW1NM300;5;2022-07-20;;ANC;c.C-24.2;513;CO;EN;Ensemble de véhicules routiers;Permis spécial;;
DI9999XW29N300;1;2022-11-13;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XW29N300;2;2022-11-13;;ANC;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;
DI9999XW4XM300;1;2022-09-20;;ANC;c.C-24.2;646;CD;VL;Véhicule lourd;Matières dangereuses;;
DI9999XW9VL300;1;2022-02-11;;ANC;c.C-24.2;474;CO;VR;Véhicule routier;Dimension;;
DI9999XWATM300;1;2022-08-30;;ANC;c.C-24.2;37;AU;VR;Véhicule routier;Immatriculation;;
DI9999XWB3N300;3;2022-10-18;;ANC;c.C-24.2;257.1;PR;VL;Véhicule lourd;Équipement;;
DI9999XWCTL300;2;2022-02-01;;ANC;c.P-30.3;48;EX;VL;Véhicule lourd;Règlement sur les PEVL;;
DI9999XWCTL300;3;2022-02-01;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XWFRL300;2;2022-01-20;;ANC;c.C-24.2;474;CO;EN;Ensemble de véhicules routiers;Dimension;;
DI9999XWFRL300;3;2022-01-20;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XWFRL300;4;2022-01-20;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XWGPM300;1;2022-08-05;;ANC;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;
DI9999XWHBN300;2;2022-11-24;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XWJNM300;2;2022-07-22;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XWMLM300;2;2022-07-12;;ANC;c.C-24.2;470.1;CO;VR;Véhicule routier;Règles de circulation;;
DI9999XWMLM300;3;2022-07-12;;ANC;c.C-24.2;519.27;EX;VL;Véhicule lourd;Règles de circulation;;
DI9999XWMXM300;1;2022-09-21;;ANC;c.C-24.2;30;PR;VR;Véhicule routier;Immatriculation;;
DI9999XWMXM300;2;2022-09-21;;ANC;c.C-24.2;274;PR;VR;Véhicule routier;Équipement;;
DI9999XWMXM300;3;2022-09-21;;ANC;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;
DI9999XWUTL300;1;2022-02-03;;ANC;c.T-12;11;PR;AB;Autobus;Transport des écoliers;;
DI9999XWUTL300;2;2022-02-03;;ANC;c.T-12;11;PR;AB;Autobus;Transport des écoliers;;
DI9999XX2MM300;3;2022-07-14;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XX8UM300;2;2022-09-04;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999XX8UM300;3;2022-09-04;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999XX8UM300;4;2022-09-04;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XXC2N300;2;2022-10-13;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XXC2N300;3;2022-10-13;;ANC;c.C-24.2;471;CO;VR;Véhicule routier;Arrimage;;
DI9999XXIAN300;1;2022-11-21;;ANC;c.C-24.2;423;CO;VR;Véhicule routier;Règles de circulation;;
DI9999XXJOL300;1;2022-01-05;;ANC;c.C-24.2;442;CO;VR;Véhicule routier;Règles de circulation;;
DI9999XXKYM300;1;2022-09-26;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XXKYM300;2;2022-09-26;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XXNKM300;5;2022-07-06;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XXNWM300;2;2022-09-16;;ANC;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;
DI9999XXQIM300;3;2022-06-26;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XXQIM300;4;2022-06-26;;ANC;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;
DI9999XXRGN300;1;2022-12-16;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XXWQM300;1;2022-08-16;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI9999XY0ZM300;1;2022-09-27;;ANC;c.C-24.2;37;AU;VR;Véhicule routier;Immatriculation;;
DI9999XY0ZM300;2;2022-09-27;;ANC;c.T-1;50.0.8;;;;Permis IFTA;;
DI9999XY6JM300;3;2022-06-28;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999XY6JM300;4;2022-06-28;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999XY6JM300;5;2022-06-28;;ANC;c.C-24.2;646;CD;VL;Véhicule lourd;Matières dangereuses;;
DI9999XY7HN300;1;2022-12-20;;ANC;c.C-24.2;518;PR;VR;Véhicule routier;Immatriculation;;
DI9999XY7HN300;2;2022-12-20;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XY7HN300;3;2022-12-20;;ANC;c.C-24.2;262;PR;VL;Véhicule lourd;Équipement;;
DI9999XY7HN300;4;2022-12-20;;ANC;c.C-24.2;262;PR;VL;Véhicule lourd;Équipement;;
DI9999XY9TM300;1;2022-08-30;;ANC;c.C-24.2;272;PR;VL;Véhicule lourd;Équipement;;
DI9999XYBTL300;2;2022-02-01;;ANC;c.C-24.2;368;CO;VR;Véhicule routier;Règles de circulation;;
DI9999XYD1N300;3;2022-10-07;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XYHPL300;1;2022-01-11;;ANC;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;
DI9999XYLXM300;3;2022-09-21;;ANC;c.C-24.2;646;EX;VL;Véhicule lourd;Matières dangereuses;;
DI9999XYTTL300;1;2022-02-03;;ANC;c.C-24.2;423;CO;VR;Véhicule routier;Règles de circulation;;
DI9999XYTTL300;2;2022-02-03;;ANC;c.C-24.2;473;PR;VR;Véhicule routier;Dimension;;
DI9999XYTTL300;3;2022-02-03;;ANC;c.C-24.2;239;PR;VR;Véhicule routier;Équipement;;
DI9999XYTTL300;4;2022-02-03;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XYVDN300;2;2022-12-05;;ANC;c.C-24.2;441;CO;VR;Véhicule routier;Équipement;;
DI9999XYYBN300;3;2022-11-27;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999XYYBN300;4;2022-11-27;;ANC;c.C-24.2;519.4;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XYYBN300;5;2022-11-27;;ANC;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XZ1AM300;1;2022-05-03;;ANC;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;
DI9999XZ1AM300;2;2022-05-03;;ANC;c.C-24.2;474;CO;VR;Véhicule routier;Dimension;;
DI9999XZ1MM300;1;2022-07-14;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XZ1MM300;2;2022-07-14;;ANC;c.C-24.2;646;CD;VL;Véhicule lourd;Matières dangereuses;;
DI9999XZ28N300;1;2022-11-08;;ANC;c.C-24.2;30;PR;VR;Véhicule routier;Immatriculation;;
DI9999XZ4KM300;5;2022-07-04;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XZ7IM300;5;2022-06-22;;ANC;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XZ7IM300;6;2022-06-22;;ANC;c.C-24.2;519.4.1;CD;VL;Véhicule lourd;Ronde de sécurité;;
