IDENT_INTRT;NO_SEQ_DOCUM;DATE_ANC_COMMI;COD_MUNI_LIEU;TYP_DOCUM_INTRT;COD_TYP_RESP_INFRA;COD_TYP_VEH_INFRA;VL_CONF_PRMSE;VL_NCONF_CNTT;NO_ARTCL_L_R;CODE_LOI_REGLEMENT;DESCR_TYPE_VEH_INFRA;DESCN_CAT_INFRA 
DI9999QVCFL300;3;2021-11-03;;ANC;EX;VL;;;519.25;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999QVCFL300;4;2021-11-03;;ANC;PR;VL;;;519.20;c.C-24.2;Véhicule lourd;Autres
DI9999QVDTJ300;1;2021-01-06;;ANC;CD;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI9999QVDTJ300;2;2021-01-06;;ANC;CO;VR;;;98;c.C-24.2;Véhicule routier;Permis de conduire
DI9999QVF1L300;1;2021-08-18;;ANC;CO;VR;;;471;c.C-24.2;Véhicule routier;Arrimage
DI9999QVH1K300;1;2021-02-12;;ANC;;;;;50.0.6;c.T-1;;Permis IFTA
DI9999QVH1K300;2;2021-02-12;;ANC;PR;VL;;;519.36;c.C-24.2;Véhicule lourd;Immatriculation
DI9999QVH1K300;3;2021-02-12;;ANC;PR;VL;;;239;c.C-24.2;Véhicule lourd;Équipement
DI9999QVHPK300;1;2021-06-07;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999QVKBK300;1;2021-03-30;;ANC;CD;VL;;;519.8.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999QVKZK300;2;2021-08-05;;ANC;CO;VR;;;350;c.C-24.2;Véhicule routier;Règles de circulation
DI9999QVN9K300;1;2021-03-23;;ANC;AU;VR;;;37;c.C-24.2;Véhicule routier;Immatriculation
DI9999QVN9K300;2;2021-03-23;;ANC;CD;VL;;;223;c.C-24.2;Véhicule lourd;Équipement
DI9999QVO7L300;1;2021-09-23;;ANC;CO;VR;;;474;c.C-24.2;Véhicule routier;Dimension
DI9999QVO7L300;2;2021-09-23;;ANC;CO;VR;;;471;c.C-24.2;Véhicule routier;Arrimage
DI9999QVPXJ300;1;2021-01-27;;ANC;CO;VR;;;359;c.C-24.2;Véhicule routier;Règles de circulation
DI9999QVQVK300;2;2021-07-13;;ANC;CO;VR;;;97;c.C-24.2;Véhicule routier;Permis de conduire
DI9999QVQVK300;3;2021-07-13;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI9999QVR5L300;2;2021-09-14;;ANC;EX;VL;4,15;4,3;463;c.C-24.2;Véhicule lourd;Dimension
DI9999QVUFL300;2;2021-11-05;;ANC;CU;AQ;;;63;c.T-11.2;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile
DI9999QVVTJ300;1;2021-01-08;;ANC;AU;VR;79000;79320;513;c.C-24.2;Véhicule routier;Permis spécial
DI9999QVVTJ300;2;2021-01-08;;ANC;CO;VR;;;471;c.C-24.2;Véhicule routier;Arrimage
DI9999QW3AK300;1;2021-03-24;;ANC;;;;;50.0.8;c.T-1;;Permis IFTA
DI9999QW48L300;1;2021-09-27;;ANC;PR;VA;;;265;c.C-24.2;Véhicule automobile;Équipement
DI9999QW48L300;2;2021-09-27;;ANC;CO;VR;;;471;c.C-24.2;Véhicule routier;Arrimage
DI9999QW76L300;1;2021-09-16;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999QWD2L300;2;2021-08-25;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999QWD2L300;3;2021-08-25;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999QWD2L300;4;2021-08-25;;ANC;CO;VR;;;636;c.C-24.2;Véhicule routier;Autres
DI9999QWJML300;1;2021-12-14;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI9999QWLAK300;1;2021-03-25;;ANC;EX;VL;8000;8630;463;c.C-24.2;Véhicule lourd;Surcharge axiale
DI9999QWLMK300;1;2021-05-20;;ANC;PR;VL;;;5;c.P-30.3;Véhicule lourd;Règlement sur les PEVL
DI9999QWLMK300;4;2021-05-20;;ANC;EX;VL;;;519.21.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999QWLMK300;5;2021-05-20;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999QWOKK300;1;2021-05-12;;ANC;PR;VR;;;30;c.C-24.2;Véhicule routier;Immatriculation
DI9999QWOKK300;2;2021-05-12;;ANC;CO;VR;;;97;c.C-24.2;Véhicule routier;Permis de conduire
DI9999QWOKK300;3;2021-05-12;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999QWOWK300;3;2021-07-19;;ANC;TR;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI9999QWOWK300;4;2021-07-19;;ANC;XP;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI9999QWS4L300;1;2021-09-09;;ANC;CD;VL;;;519.2;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999QWU4K300;1;2021-03-02;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI9999QWU4K300;2;2021-03-02;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999QX1BK300;1;2021-03-27;;ANC;PR;VR;;;270;c.C-24.2;Véhicule routier;Équipement
DI9999QX1ZK300;2;2021-08-03;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999QX1ZK300;3;2021-08-03;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999QX1ZK300;4;2021-08-03;;ANC;CO;VR;;;471;c.C-24.2;Véhicule routier;Arrimage
DI9999QX29L300;1;2021-09-30;;ANC;EX;VL;18000;18670;463;c.C-24.2;Véhicule lourd;Surcharge axiale
DI9999QX3ZJ300;1;2021-02-02;;ANC;EX;VL;49500;49930;463;c.C-24.2;Véhicule lourd;Surcharge totale
DI9999QXCTJ300;1;2021-01-06;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999QXCTJ300;2;2021-01-06;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999QXCTJ300;3;2021-01-06;;ANC;EX;VL;;;519.21.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999QXJZK300;1;2021-08-05;;ANC;PR;VR;;;30;c.C-24.2;Véhicule routier;Immatriculation
DI9999QXJZK300;2;2021-08-05;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999QXM9K300;3;2021-03-23;;ANC;AU;VR;;;37;c.C-24.2;Véhicule routier;Immatriculation
DI9999QXMLK300;1;2021-05-17;;ANC;CO;VR;;;359;c.C-24.2;Véhicule routier;Règles de circulation
DI9999QXMXK300;1;2021-07-23;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI9999QXRVJ300;1;2021-01-19;;ANC;CO;VR;;;310;c.C-24.2;Véhicule routier;Signalisation routière
DI9999QXT3L300;2;2021-09-01;;ANC;AU;VR;;;396;c.C-24.2;Véhicule routier;Règles de circulation
DI9999QXT3L300;3;2021-09-01;;ANC;CO;VR;;;98;c.C-24.2;Véhicule routier;Permis de conduire
DI9999QXV3K300;2;2021-02-25;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI9999QY4YJ300;3;2021-01-28;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999QY58K300;1;2021-03-17;;ANC;CO;VR;;;471;c.C-24.2;Véhicule routier;Arrimage
DI9999QY6IL300;3;2021-11-18;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999QY7WJ300;1;2021-01-20;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999QYF0L300;1;2021-08-12;;ANC;AU;VR;;;396;c.C-24.2;Véhicule routier;Règles de circulation
DI9999QYH0K300;1;2021-02-09;;ANC;AU;VR;;;28;c.C-24.2;Véhicule routier;Immatriculation
DI9999QYMYJ300;1;2021-02-01;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999QYMYJ300;2;2021-02-01;;ANC;EX;VL;;;519.15.1;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999QYPWJ300;1;2021-01-21;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999QYSUJ300;1;2021-01-14;;ANC;AU;VL;;;513;c.C-24.2;Véhicule lourd;Permis spécial
DI9999QYWEK300;3;2021-04-15;;ANC;EX;VL;;;519.15.1;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999QYZCK300;2;2021-04-07;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999QYZOK300;1;2021-06-03;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999QZ0BK300;1;2021-03-27;;ANC;AU;VR;;;513;c.C-24.2;Véhicule routier;Permis spécial
DI9999QZ3XK300;3;2021-07-20;;ANC;CO;VR;;;98;c.C-24.2;Véhicule routier;Permis de conduire
DI9999QZ3XK300;4;2021-07-20;;ANC;AU;VR;;;28;c.C-24.2;Véhicule routier;Immatriculation
DI9999QZ5XJ300;2;2021-01-25;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999QZ95K300;2;2021-03-04;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999QZ95K300;3;2021-03-04;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999QZ95K300;4;2021-03-04;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999QZ9TK300;2;2021-06-28;;ANC;CO;VR;;;97;c.C-24.2;Véhicule routier;Permis de conduire
DI9999QZ9TK300;5;2021-06-28;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999QZA3L300;1;2021-08-30;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999QZFPK300;1;2021-06-07;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999QZL9K300;1;2021-03-23;;ANC;CO;VR;;;97;c.C-24.2;Véhicule routier;Permis de conduire
DI9999QZLXK300;1;2021-07-22;;ANC;CD;VL;;;310;c.C-24.2;Véhicule lourd;Signalisation routière
DI9999QZM7L300;3;2021-09-23;;ANC;CD;VL;;;519.5;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999QZRTK300;2;2021-06-30;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999QZTTJ300;1;2021-01-08;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999QZXPK300;2;2021-06-09;;ANC;PR;VL;;;225;c.C-24.2;Véhicule lourd;Équipement
DI9999QZXPK300;3;2021-06-09;;ANC;PR;VR;;;30;c.C-24.2;Véhicule routier;Immatriculation
DI9999R02ZJ300;1;2021-02-02;;ANC;CO;VR;;;361;c.C-24.2;Véhicule routier;Règles de circulation
DI9999R067K300;1;2021-03-12;;ANC;CO;VR;;;443.1;c.C-24.2;Véhicule routier;Règles de circulation
DI9999R06VK300;3;2021-07-09;;ANC;CD;VL;;;519.2;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R075L300;1;2021-09-10;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI9999R08VJ300;3;2021-01-15;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999R08VJ300;4;2021-01-15;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999R08VJ300;5;2021-01-15;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R08VJ300;7;2021-01-15;;ANC;CO;VR;;;98;c.C-24.2;Véhicule routier;Permis de conduire
DI9999R09HK300;1;2021-04-27;;ANC;AU;VR;;;37;c.C-24.2;Véhicule routier;Immatriculation
DI9999R09TK300;1;2021-06-28;;ANC;CO;VR;;;368;c.C-24.2;Véhicule routier;Règles de circulation
DI9999R0AFL300;2;2021-11-03;;ANC;CD;VL;;;519.5;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R0CFK300;2;2021-04-18;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999R0CFK300;3;2021-04-18;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999R0CRK300;6;2021-06-16;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999R0GBL300;1;2021-10-14;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999R0INK300;3;2021-05-26;;ANC;CO;VA;;;498.1;c.C-24.2;Véhicule automobile;Autres
DI9999R0KZJ300;1;2021-02-04;;ANC;CO;VR;;;470.1;c.C-24.2;Véhicule routier;Règles de circulation
DI9999R0KZJ300;2;2021-02-04;;ANC;PR;VL;;;257.1;c.C-24.2;Véhicule lourd;Équipement
DI9999R0QVJ300;3;2021-01-18;;ANC;CD;VL;;;519.6;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R0R5K300;3;2021-03-06;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R0R5K300;4;2021-03-06;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R0R5K300;5;2021-03-06;;ANC;CD;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI9999R0RTK300;4;2021-06-30;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999R0U3K300;1;2021-02-25;;ANC;PR;VR;;;225;c.C-24.2;Véhicule routier;Équipement
DI9999R0U3K300;2;2021-02-25;;ANC;PR;VR;;;213;c.C-24.2;Véhicule routier;Équipement
DI9999R0X1K300;1;2021-02-16;;ANC;CO;VA;;;498.1;c.C-24.2;Véhicule automobile;Autres
DI9999R0X1K300;2;2021-02-16;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R0X1K300;3;2021-02-16;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R11MK300;6;2021-05-19;;ANC;CD;VL;;;519.2;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R11MK300;7;2021-05-19;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R11YK300;1;2021-07-27;;ANC;CO;VR;;;97;c.C-24.2;Véhicule routier;Permis de conduire
DI9999R11YK300;2;2021-07-27;;ANC;PR;VR;;;30;c.C-24.2;Véhicule routier;Immatriculation
DI9999R11YK300;3;2021-07-27;;ANC;PR;VR;;;274;c.C-24.2;Véhicule routier;Équipement
DI9999R16WJ300;1;2021-01-20;;ANC;PR;VL;;;213;c.C-24.2;Véhicule lourd;Équipement
DI9999R17IK300;2;2021-05-02;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999R1A4K300;2;2021-02-26;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999R1A4K300;3;2021-02-26;;ANC;CD;VL;;;519.2;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R1A4K300;4;2021-02-26;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999R1E0L300;1;2021-08-11;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R1E0L300;2;2021-08-11;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R1ECL300;1;2021-10-19;;ANC;CD;VL;;;519.4.1;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R1ECL300;2;2021-10-19;;ANC;PR;VL;;;225;c.C-24.2;Véhicule lourd;Équipement
DI9999R1ECL300;3;2021-10-19;;ANC;PR;VL;;;257.1;c.C-24.2;Véhicule lourd;Équipement
DI9999R1G0K300;1;2021-02-09;;ANC;AU;VR;;;513;c.C-24.2;Véhicule routier;Permis spécial
DI9999R1G0K300;2;2021-02-09;;ANC;AU;VR;;;513;c.C-24.2;Véhicule routier;Permis spécial
DI9999R1GCK300;2;2021-04-02;;ANC;CO;VR;;;361;c.C-24.2;Véhicule routier;Règles de circulation
DI9999R1GOK300;2;2021-06-01;;ANC;CO;EN;;;513;c.C-24.2;Ensemble de véhicules routiers;Permis spécial
DI9999R1GOK300;3;2021-06-01;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999R1GOK300;4;2021-06-01;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999R1GOK300;5;2021-06-01;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999R1JAK300;3;2021-03-25;;ANC;CO;VR;;;93.1;c.C-24.2;Véhicule routier;Permis de conduire
DI9999R1JAK300;4;2021-03-25;;ANC;EX;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI9999R1K8L300;1;2021-09-29;;ANC;AU;VR;;;386;c.C-24.2;Véhicule routier;Règles de circulation
DI9999R1P6K300;1;2021-03-10;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R1P6K300;2;2021-03-10;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999R1RUJ300;1;2021-01-13;;ANC;CD;VL;;;310;c.C-24.2;Véhicule lourd;Signalisation routière
DI9999R1V2K300;1;2021-02-21;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999R1VEK300;3;2021-04-15;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999R1W0L300;1;2021-08-16;;ANC;CD;VL;;;519.2.1;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R1W0L300;2;2021-08-16;;ANC;EX;VL;;;519.21.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999R1W0L300;3;2021-08-16;;ANC;AU;VR;;;37;c.C-24.2;Véhicule routier;Immatriculation
DI9999R1W0L300;5;2021-08-16;;ANC;EX;VL;;;519.15.1;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R1YOK300;4;2021-06-03;;ANC;;;;;50.0.8;c.T-1;;Vignette IFTA
DI9999R1YOK300;5;2021-06-03;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999R1YOK300;6;2021-06-03;;ANC;EX;VL;;;225;c.C-24.2;Véhicule lourd;Équipement
DI9999R209L300;2;2021-09-30;;ANC;EX;VL;;;519.15.1;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R209L300;4;2021-09-30;;ANC;CD;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI9999R209L300;6;2021-09-30;;ANC;CO;VR;;;97;c.C-24.2;Véhicule routier;Permis de conduire
DI9999R25JK300;3;2021-05-05;;ANC;AU;VR;;;37;c.C-24.2;Véhicule routier;Immatriculation
DI9999R25VK300;1;2021-07-08;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI9999R25VK300;2;2021-07-08;;ANC;CD;VL;;;519.2;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R265L300;1;2021-09-10;;ANC;EX;VL;;;519.21.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999R285K300;1;2021-03-03;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R293L300;3;2021-08-30;;ANC;EX;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999R2BFK300;3;2021-04-17;;ANC;EX;VL;;;474;c.C-24.2;Véhicule lourd;Dimension
DI9999R2BFK300;4;2021-04-17;;ANC;EX;VL;19;24,05;463;c.C-24.2;Véhicule lourd;Dimension
DI9999R2CDL300;2;2021-10-25;;ANC;PR;VR;;;6;c.C-24.2;Véhicule routier;Immatriculation
DI9999R2FBL300;3;2021-10-13;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R2HBK300;1;2021-03-30;;ANC;CD;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI9999R2HBK300;2;2021-03-30;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999R2HBK300;3;2021-03-30;;ANC;EX;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI9999R2I9L300;4;2021-10-04;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R2K9K300;1;2021-03-22;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R2KXK300;1;2021-07-22;;ANC;AU;VR;;;37;c.C-24.2;Véhicule routier;Immatriculation
DI9999R2L7L300;1;2021-09-23;;ANC;CO;VR;;;470.1;c.C-24.2;Véhicule routier;Règles de circulation
DI9999R2PVJ300;1;2021-01-18;;ANC;CO;VA;;;498.1;c.C-24.2;Véhicule automobile;Autres
DI9999R2PVJ300;2;2021-01-18;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999R2QTK300;3;2021-06-30;;ANC;CD;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI9999R2QTK300;4;2021-06-30;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R2QTK300;5;2021-06-30;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999R2STJ300;1;2021-01-07;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999R2STJ300;2;2021-01-07;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999R2TRK300;3;2021-06-17;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R2TRK300;4;2021-06-17;;ANC;CO;VR;;;97;c.C-24.2;Véhicule routier;Permis de conduire
DI9999R2TRK300;6;2021-06-17;;ANC;CD;VL;;;519.2;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R2TRK300;7;2021-06-17;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R2TRK300;8;2021-06-17;;ANC;EX;VL;;;519.21.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999R2TRK300;9;2021-06-17;;ANC;EX;VL;;;519.15.1;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R33WK300;3;2021-07-14;;ANC;CO;HN;;;464;c.C-24.2;Véhicule hors normes;Permis spécial
DI9999R35WJ300;2;2021-01-20;;ANC;AU;VR;;;28;c.C-24.2;Véhicule routier;Immatriculation
DI9999R35WJ300;3;2021-01-20;;ANC;PR;RM;;;244;c.C-24.2;Remorque;Équipement
DI9999R374L300;1;2021-09-03;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R38UJ300;1;2021-01-12;;ANC;CO;VR;;;97;c.C-24.2;Véhicule routier;Permis de conduire
DI9999R3AEL300;1;2021-10-28;;ANC;EX;VL;18000;21010;463;c.C-24.2;Véhicule lourd;Surcharge axiale
DI9999R3GAL300;2;2021-10-07;;ANC;PR;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999R3IYK300;1;2021-07-29;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R3KYJ300;2;2021-01-29;;ANC;CO;VR;;111;328;c.C-24.2;Véhicule routier;Règles de circulation
DI9999R3M6L300;1;2021-09-20;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI9999R3M6L300;2;2021-09-20;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R3O6K300;1;2021-03-10;;ANC;EX;VL;19;20,4;463;c.C-24.2;Véhicule lourd;Dimension
DI9999R3PGL300;2;2021-11-10;;ANC;AU;VR;;;396;c.C-24.2;Véhicule routier;Règles de circulation
DI9999R3PGL300;3;2021-11-10;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R3PGL300;4;2021-11-10;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R3QUJ300;1;2021-01-13;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI9999R3RGK300;1;2021-04-23;;ANC;CD;VL;;;519.8.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999R3RSK300;2;2021-06-23;;ANC;EX;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI9999R3SEL300;1;2021-11-01;;ANC;CO;VR;;;326.1;c.C-24.2;Véhicule routier;Règles de circulation
DI9999R3UQK300;2;2021-06-14;;ANC;CD;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI9999R3VCL300;2;2021-10-21;;ANC;CQ;AQ;;;58;c.T-11.2;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile
DI9999R3VCL300;3;2021-10-21;;ANC;PR;;;;82;c.T-11.2;;Règlement concernant le tr. rémunéré de pers. par automobile
DI9999R3XCK300;1;2021-04-06;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999R419K300;1;2021-03-20;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI9999R41XK300;3;2021-07-20;;ANC;PR;VL;19;23;463;c.C-24.2;Véhicule lourd;Dimension
DI9999R447K300;2;2021-03-11;;ANC;TR;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI9999R46VJ300;1;2021-01-15;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI9999R48FL300;2;2021-11-02;;ANC;PR;VL;;;216;c.C-24.2;Véhicule lourd;Équipement
DI9999R48FL300;3;2021-11-02;;ANC;PR;VL;;;216;c.C-24.2;Véhicule lourd;Équipement
DI9999R4A3K300;2;2021-02-23;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999R4D1K300;1;2021-02-12;;ANC;CO;VR;;;310;c.C-24.2;Véhicule routier;Signalisation routière
DI9999R4ENL300;1;2021-12-17;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI9999R4J9K300;1;2021-03-22;;ANC;CO;VR;;;470.1;c.C-24.2;Véhicule routier;Règles de circulation
DI9999R4K7L300;2;2021-09-23;;ANC;CO;AB;;;48.12;c.T-12;Autobus;Loi des transports
DI9999R4MVK300;2;2021-07-13;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI9999R4MVK300;3;2021-07-13;;ANC;PR;VR;;;30;c.C-24.2;Véhicule routier;Immatriculation
DI9999R4OVJ300;1;2021-01-18;;ANC;CO;VA;;;498.1;c.C-24.2;Véhicule automobile;Autres
DI9999R4S3K300;2;2021-02-25;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI9999R4T1L300;1;2021-08-20;;ANC;PR;VR;;;518;c.C-24.2;Véhicule routier;Immatriculation
