code_alea,alea,code_municipalite,municipalite,precision_localisation,info_compl_localisation,severite,date_signalement,date_debut,date_debut_imprecise,commentaire_date_debut,date_fin,coord_x,coord_y
"101",Mouvement de terrain,"60028",L'Assomption,Très précise,Mouvement de sol,Menace possible à la vie ou à la propriété,2022-11-14,,Oui,,2022-11-17,-73.415072,45.838088
"101",Mouvement de terrain,"60028",L'Assomption,Très précise,Mouvement de sol,Menace faible ou non-existante à la vie ou la propriété,2022-11-09,2022-09-23,Oui,Découvert le 23 septembre 2022.,2023-02-09,-73.445888,45.83489
"156",Accident de voiture,"60028",L'Assomption,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2023-02-28,2023-02-28,Non,,2023-02-28,-73.367651,45.866429
"101",Mouvement de terrain,"60028",L'Assomption,Très précise,Mouvement de sol,Menace possible à la vie ou à la propriété,2022-11-17,,Oui,,2023-01-25,-73.409547,45.84758
"101",Mouvement de terrain,"60028",L'Assomption,Très précise,Amorce de mouvement de sol,Menace faible ou non-existante à la vie ou la propriété,2023-04-05,2023-04-04,Non,,2023-08-14,-73.446466,45.841385
"25",Panne d'électricité,"60028",L'Assomption,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-04-06,2023-04-06,Non,,2023-07-18,-73.42725,45.848084
"101",Mouvement de terrain,"60028",L'Assomption,Très précise,Mouvement de sol,Menace faible ou non-existante à la vie ou la propriété,2023-10-16,,Oui,,2023-11-23,-73.436383,45.899301
"8",Inondation,"60028",L'Assomption,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-04-17,2023-04-17,Non,,2023-05-11,-73.42725,45.848084
"101",Mouvement de terrain,"60028",L'Assomption,Très précise,Mouvement de sol,Menace faible ou non-existante à la vie ou la propriété,2023-04-11,2023-04-04,Oui,,2023-08-31,-73.445453,45.87093
"101",Mouvement de terrain,"60028",L'Assomption,Très précise,Mouvement de sol,Menace faible ou non-existante à la vie ou la propriété,2023-08-03,,Oui,Info à venir,2023-10-16,-73.44223,45.860334
"101",Mouvement de terrain,"60028",L'Assomption,Très précise,Mouvement de sol,Menace possible à la vie ou à la propriété,2023-07-17,2023-07-13,Non,,2024-03-20,-73.434672,45.89432
"101",Mouvement de terrain,"60028",L'Assomption,Très précise,Mouvement de sol,Menace possible à la vie ou à la propriété,2023-04-05,2023-04-04,Non,,2024-03-20,-73.441053,45.861808
"101",Mouvement de terrain,"60028",L'Assomption,Très précise,Mouvement de sol superficiel,Menace faible ou non-existante à la vie ou la propriété,2023-07-17,2023-07-13,Non,,2024-03-20,-73.436383,45.899301
"101",Mouvement de terrain,"60028",L'Assomption,Très précise,Glissement de terrain,Menace faible ou non-existante à la vie ou la propriété,2024-04-04,2023-12-18,Non,,2024-07-05,-73.422188,45.816775
"101",Mouvement de terrain,"60028",L'Assomption,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2023-12-20,2023-12-18,Non,,2024-07-05,-73.42204,45.81657
"101",Mouvement de terrain,"60028",L'Assomption,Très précise,,Menace importante à la vie ou à la propriété,2023-12-20,,Oui,Fissures et affaissement de la chaussée depuis au moins juillet 2023,2024-07-25,-73.44933,45.847982
"101",Mouvement de terrain,"60028",L'Assomption,Très précise,,Menace possible à la vie ou à la propriété,2024-03-21,,Oui,Les propriétaires ont remarqué au mois de mars 2023.,2024-04-25,-73.411521,45.834699
"101",Mouvement de terrain,"60028",L'Assomption,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2024-04-05,,Oui,Au printemps 2024,2024-04-05,-73.426193,45.810721
"101",Mouvement de terrain,"60028",L'Assomption,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2024-03-28,,Oui,Inconnue,,-73.425712,45.810925
"101",Mouvement de terrain,"60028",L'Assomption,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2024-04-05,,Oui,Pendant ou suite aux pluies abondantes de juillet 2023,,-73.426873,45.810436
"101",Mouvement de terrain,"60028",L'Assomption,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2024-03-08,,Oui,Pendant ou à la suite du redoux hivernal du 18 décembre 2023,2024-04-05,-73.429204,45.809612
"9",Érosion,"60028",L'Assomption,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2023-07-03,,Oui,lors de la crue vers début mai 2023,2024-07-25,-73.417487,45.826314
"101",Mouvement de terrain,"60028",L'Assomption,Très précise,Mouvement de sol,Menace faible ou non-existante à la vie ou la propriété,2021-12-09,,Oui,A été signalé le 6 décembre à la municipalité. Serait survenu entre le 4 et le 6 décembre 2021.,2024-07-25,-73.422013,45.81651
"101",Mouvement de terrain,"60028",L'Assomption,Très précise,localisation approximative,Menace faible ou non-existante à la vie ou la propriété,2024-08-09,2024-08-09,Non,,,-73.425262,45.81078
"101",Mouvement de terrain,"60028",L'Assomption,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2024-08-11,2024-08-09,Non,,,-73.422478,45.813946
"25",Panne d'électricité,"53020",Saint-Robert,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-04-06,2023-04-05,Non,,2023-06-26,-73.002401,45.972817
"58",Écrasement d'avion,"79097",Ferme-Neuve,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-09-24,,,,2021-09-27,-75.452528,46.698181
"9",Érosion,"79097",Ferme-Neuve,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2022-06-21,2022-06-21,Non,,2022-08-03,-75.485801,46.836957
"154",Fermeture de pont,"79097",Ferme-Neuve,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2022-09-08,2022-09-07,Non,,2022-09-19,-75.657865,46.886891
"8",Inondation,"79097",Ferme-Neuve,Précise,,Menace possible à la vie ou à la propriété,2023-05-05,,Oui,Crues de la semaine du 1er mai 2023,2023-05-09,-75.37343,46.680063
"158",Fermeture de route,"79097",Ferme-Neuve,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2024-04-13,2024-04-13,Non,,2024-04-16,-75.452528,46.698181
"8",Inondation,"88070",Berry,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2024-04-13,2024-04-13,Non,,2024-05-21,-78.255998,48.720872
"158",Fermeture de route,"76052",Grenville-sur-la-Rouge,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-11-01,2023-11-01,Non,,2023-11-07,-74.750566,45.64975
"138",Orage violent,"76052",Grenville-sur-la-Rouge,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-22,,,,2022-06-08,-74.750566,45.64975
"25",Panne d'électricité,"76052",Grenville-sur-la-Rouge,Imprécise,,Menace possible à la vie ou à la propriété,2023-04-06,2023-04-05,Non,,2023-07-18,-74.750566,45.64975
"8",Inondation,"76052",Grenville-sur-la-Rouge,Précise,,Menace faible ou non-existante à la vie ou la propriété,2023-04-13,,Oui,Possible conséquences 17-18 avril,2023-05-09,-74.671606,45.714524
"8",Inondation,"34115",Saint-Léonard-de-Portneuf,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-07-11,2023-07-11,Non,,2024-01-26,-71.911608,46.894129
"8",Inondation,"34115",Saint-Léonard-de-Portneuf,Imprécise,,Menace possible à la vie ou à la propriété,2023-12-18,2023-12-18,Non,,2024-01-30,-71.911608,46.894129
"101",Mouvement de terrain,"34115",Saint-Léonard-de-Portneuf,Très précise,,Menace possible à la vie ou à la propriété,2024-08-10,2024-08-10,Non,,2024-08-10,-72.022533,46.907535
"158",Fermeture de route,"34115",Saint-Léonard-de-Portneuf,Imprécise,,Menace possible à la vie ou à la propriété,2024-08-10,2024-08-09,Non,,2024-08-11,-71.911608,46.894129
"0",Autre,"51030",Saint-Sévère,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-11-25,,,,2022-12-29,-72.900131,46.347202
"101",Mouvement de terrain,"51030",Saint-Sévère,Très précise,Sur le talus situé l'autre côté de la rue,Menace possible à la vie ou à la propriété,2023-10-26,2023-04-19,Non,,2023-10-26,-72.890302,46.36825
"101",Mouvement de terrain,"51030",Saint-Sévère,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2024-08-10,2024-08-10,Non,,,-72.921068,46.392456
"158",Fermeture de route,"93012",Métabetchouan–Lac-à-la-Croix,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-28,0202-05-27,Non,,2023-11-08,-71.870681,48.427249
"25",Panne d'électricité,"93012",Métabetchouan–Lac-à-la-Croix,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-12-24,2022-12-23,Non,,2023-01-23,-71.870681,48.427249
"8",Inondation,"93012",Métabetchouan–Lac-à-la-Croix,Imprécise,,Menace possible à la vie ou à la propriété,2022-05-22,2022-05-22,Non,,2023-11-08,-71.870681,48.427249
"142",Tempête hivernale,"51070",Saint-Mathieu-du-Parc,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-12-23,2022-12-23,Non,,2023-03-07,-72.922495,46.575366
"158",Fermeture de route,"51070",Saint-Mathieu-du-Parc,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-10-07,2023-10-07,Non,,2024-05-21,-72.922495,46.575366
"8",Inondation,"51070",Saint-Mathieu-du-Parc,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-05-02,2023-05-01,Non,,2024-05-21,-72.922495,46.575366
"8",Inondation,"51070",Saint-Mathieu-du-Parc,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2024-08-10,2024-08-09,Non,,,-72.922495,46.575366
"101",Mouvement de terrain,"51070",Saint-Mathieu-du-Parc,Très précise,,Menace possible à la vie ou à la propriété,2024-08-12,2024-08-09,Non,,,-72.971346,46.663994
"156",Accident de voiture,"71040",Coteau-du-Lac,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-02-25,2022-02-25,Non,,2022-03-02,-74.212862,45.268965
"25",Panne d'électricité,"71040",Coteau-du-Lac,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-04-06,2023-04-05,Non,,2023-06-26,-74.212862,45.268965
"101",Mouvement de terrain,"71040",Coteau-du-Lac,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2023-05-16,,Oui,Entre 2018 et 2020,2023-05-23,-74.173777,45.297877
"8",Inondation,"71040",Coteau-du-Lac,Imprécise,,Gravité inconnue,2024-08-10,2024-08-09,Non,,2024-08-12,-74.212862,45.268965
"158",Fermeture de route,"88902",Lac-Despinassy,Précise,,Menace faible ou non-existante à la vie ou la propriété,2024-04-12,2024-04-12,Non,,2024-05-21,-77.328417,48.882409
"142",Tempête hivernale,"35005",Notre-Dame-de-Montauban,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-12-25,,,,2023-03-07,-72.309862,46.875414
"158",Fermeture de route,"35005",Notre-Dame-de-Montauban,Imprécise,,Menace possible à la vie ou à la propriété,2023-07-11,,,,2024-05-21,-72.309862,46.875414
"101",Mouvement de terrain,"35005",Notre-Dame-de-Montauban,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2023-07-11,,,,2023-10-18,-72.30726,46.87942
"0",Autre,"35005",Notre-Dame-de-Montauban,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-12-20,,,,2024-05-22,-72.309862,46.875414
"158",Fermeture de route,"35005",Notre-Dame-de-Montauban,Imprécise,,Menace importante à la vie ou à la propriété,2024-08-09,2024-08-09,Non,,,-72.309862,46.875414
"248",Alimentation publique en eau potable,"35005",Notre-Dame-de-Montauban,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2024-08-11,2024-08-11,Non,,2024-08-13,-72.309862,46.875414
"101",Mouvement de terrain,"35005",Notre-Dame-de-Montauban,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2024-08-13,,,,,-72.305565,46.883048
"8",Inondation,"18015",Saint-Fabien-de-Panet,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2024-07-06,2024-07-06,Non,,2024-07-06,-70.140072,46.659314
"138",Orage violent,"52090",Saint-Didace,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-25,2022-05-21,Non,,2022-06-08,-73.275266,46.33061
"154",Fermeture de pont,"52090",Saint-Didace,Imprécise,,Menace possible à la vie ou à la propriété,2023-05-03,2023-05-03,Non,,2023-06-27,-73.275266,46.33061
"8",Inondation,"52090",Saint-Didace,Précise,,Menace possible à la vie ou à la propriété,2023-04-25,2023-04-25,Non,,2023-05-04,-73.214476,46.394781
"8",Inondation,"52090",Saint-Didace,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2024-08-09,2024-08-09,Non,,,-73.275266,46.33061
"25",Panne d'électricité,"57075",Saint-Antoine-sur-Richelieu,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-04-06,2023-04-06,Non,,2023-06-26,-73.173423,45.781845
"101",Mouvement de terrain,"57075",Saint-Antoine-sur-Richelieu,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2024-03-13,2024-03-07,Oui,,2024-03-22,-73.195531,45.731888
"101",Mouvement de terrain,"57075",Saint-Antoine-sur-Richelieu,Très précise,,Menace possible à la vie ou à la propriété,2023-12-18,2023-12-18,Non,,,-73.173161,45.781486
"101",Mouvement de terrain,"57075",Saint-Antoine-sur-Richelieu,Très précise,,Menace possible à la vie ou à la propriété,2023-12-19,2023-12-18,Non,,,-73.173005,45.781322
"142",Tempête hivernale,"10060",Saint-Valérien,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-12-26,2022-12-24,Non,,2023-09-14,-68.661453,48.339624
"25",Panne d'électricité,"09065",Price,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-12-24,2022-12-24,Non,,2023-09-14,-68.12345,48.600565
"101",Mouvement de terrain,"61005",Saint-Paul,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2020-06-19,2020-06-19,Non,,2021-11-11,-73.417546,45.936576
"101",Mouvement de terrain,"61005",Saint-Paul,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2021-04-01,2021-04-01,Non,,2021-10-26,-73.388308,45.942177
"8",Inondation,"61005",Saint-Paul,Précise,,Menace possible à la vie ou à la propriété,2021-03-28,2021-03-27,Non,,2021-10-26,-73.421292,45.988723
"101",Mouvement de terrain,"61005",Saint-Paul,Très précise,Glissement de terrain et évolution des signes d'amorce de glissement,Menace faible ou non-existante à la vie ou la propriété,2021-11-09,,Oui,La municipalité croit que c'est au courant de l'automne 2021.,2022-04-20,-73.391454,45.937524
"101",Mouvement de terrain,"61005",Saint-Paul,Très précise,"562, chemin Brassard",Menace faible ou non-existante à la vie ou la propriété,2022-04-22,,Oui,La municipalité a constaté le glissement le 14 avril 2022.,2022-12-07,-73.40922,45.93819
"101",Mouvement de terrain,"61005",Saint-Paul,Très précise,Glissement de terrain,Menace faible ou non-existante à la vie ou la propriété,2022-04-13,,Oui,Mars-avril 2022,2022-12-07,-73.423929,45.931363
"8",Inondation,"61005",Saint-Paul,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-09-13,2022-09-13,Non,,2022-10-11,-73.4468,45.984589
"101",Mouvement de terrain,"61005",Saint-Paul,Très précise,Glissement de terrain (50 mètres de long),Menace faible ou non-existante à la vie ou la propriété,2022-06-03,2022-05-10,Non,,2022-10-14,-73.422714,45.965285
"101",Mouvement de terrain,"61005",Saint-Paul,Très précise,"Affaissement du sol (sans signes précurseurs), sur un site où un glissement est survenu en 2016.",Menace faible ou non-existante à la vie ou la propriété,2022-11-30,,Oui,"Selon le propriétaire, le sol s'affaisse depuis plusieurs années, à la suite du glissement survenu en 2016.",2022-12-14,-73.416726,45.941171
"0",Autre,"61005",Saint-Paul,Imprécise,,Menace importante à la vie ou à la propriété,2023-05-05,,Oui,Toute la durée de la crue printanière 2023,2023-09-22,-73.4468,45.984589
"0",Autre,"61005",Saint-Paul,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-04-17,2023-04-17,Non,,2023-04-18,-73.4468,45.984589
"101",Mouvement de terrain,"61005",Saint-Paul,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2023-08-24,2023-07-31,Oui,"La municipalité s'est aperçue du glissement le 18 août, en circulant sur le pont situé à proximité.",2024-01-09,-73.403638,45.945226
"101",Mouvement de terrain,"61005",Saint-Paul,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2023-08-30,2023-08-26,Oui,Printemps 2023,2024-01-30,-73.412082,45.940785
"101",Mouvement de terrain,"61005",Saint-Paul,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2023-07-04,2023-07-01,Non,,2023-10-06,-73.416957,45.955426
"8",Inondation,"61005",Saint-Paul,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-04-18,2023-04-18,Non,,2023-06-27,-73.4468,45.984589
"101",Mouvement de terrain,"61005",Saint-Paul,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2023-05-16,2023-05-04,Non,,2023-10-06,-73.411446,45.939151
"8",Inondation,"61005",Saint-Paul,Précise,,Menace possible à la vie ou à la propriété,2023-07-21,2023-07-21,Non,,2023-11-23,-73.449434,45.990987
"101",Mouvement de terrain,"61005",Saint-Paul,Très précise,"Glissement sur le terrain où est survenu un glissement en 2018 et pour lequel des signes précurseurs avaient été signalés en 2021. La section de 2021 y est toujours; c'est une nouvelle section qui a glissée.",Menace faible ou non-existante à la vie ou la propriété,2023-05-01,2023-04-24,Non,,2023-05-08,-73.391454,45.937524
"101",Mouvement de terrain,"61005",Saint-Paul,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2024-04-25,2024-04-25,Non,,2024-05-09,-73.391454,45.937524
"101",Mouvement de terrain,"61005",Saint-Paul,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2024-04-25,2024-04-24,Non,,,-73.403638,45.945226
