code_alea,alea,code_municipalite,municipalite,precision_localisation,info_compl_localisation,severite,date_signalement,date_debut,date_debut_imprecise,commentaire_date_debut,date_fin,coord_x,coord_y
"101",Mouvement de terrain,"19105",Beaumont,Très précise,Derrière la résidence,Menace faible ou non-existante à la vie ou la propriété,2022-04-25,2022-04-25,Non,,2022-08-02,-70.985529,46.833863
"101",Mouvement de terrain,"19105",Beaumont,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2023-08-08,2023-08-08,Non,,2023-12-12,-71.005732,46.831946
"8",Inondation,"21025",Beaupré,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-01-08,2020-12-25,Non,,2021-03-26,-70.909113,47.042923
"101",Mouvement de terrain,"21025",Beaupré,Très précise,,Gravité inconnue,2022-04-13,,Oui,autour du 11 avril dernier,2022-11-07,-70.892502,47.048428
"8",Inondation,"21025",Beaupré,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-07-11,2023-07-10,Non,,2024-01-26,-70.909113,47.042923
"101",Mouvement de terrain,"21025",Beaupré,Très précise,,Menace possible à la vie ou à la propriété,2023-08-24,2023-07-10,Non,,2024-01-26,-70.887295,47.057828
"101",Mouvement de terrain,"21025",Beaupré,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2023-08-01,2023-05-01,Oui,Entre le 1er mai et 11 juillet,2024-01-26,-70.887166,47.057623
"39",Feu de forêt,"83804",Lac-Rapide,Imprécise,,Menace possible à la vie ou à la propriété,2023-06-03,2023-06-02,Non,,2023-07-17,-76.707077,47.25301
"8",Inondation,"13095",Pohénégamook,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-07-17,2023-07-15,Non,,2023-09-14,-69.260004,47.475331
"101",Mouvement de terrain,"48015",Roxton,Très précise,,Menace possible à la vie ou à la propriété,2020-06-08,2020-06-05,Oui,"Remarqué par un citoyen durant la fin de semaine, peut s'être produit avant car la visibilité en bordure de route était faible en raison de la végétation.",2021-03-15,-72.543163,45.590104
"101",Mouvement de terrain,"92050",Saint-Edmond-les-Plaines,Très précise,,Menace possible à la vie ou à la propriété,2023-06-15,,Oui,Printemps 2023,2024-02-13,-72.588986,48.930294
"25",Panne d'électricité,"08030",Saint-Adelme,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-12-24,,,,2023-09-14,-67.317454,48.823857
"39",Feu de forêt,"99055",Chisasibi,Imprécise,,Menace possible à la vie ou à la propriété,2023-07-15,2023-07-15,Non,,2024-07-31,-78.338498,53.607308
"39",Feu de forêt,"89045",Senneterre,Imprécise,,Menace importante à la vie ou à la propriété,2023-06-09,2023-06-09,Non,,2024-07-31,-77.274202,48.365217
"25",Panne d'électricité,"67045",Mercier,Imprécise,,Menace possible à la vie ou à la propriété,2023-04-06,2023-04-05,Non,,2023-06-26,-73.742797,45.310054
"25",Panne d'électricité,"67045",Mercier,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-04-06,,,,2023-06-26,-73.742797,45.310054
"174",Panne de télécommunication,"99115",Quaqtaq,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-02-23,2022-02-23,Non,,2022-02-24,-69.632369,61.046539
"39",Feu de forêt,"99035",Waskaganish,Imprécise,,Menace possible à la vie ou à la propriété,2023-07-10,2023-07-09,Non,,2024-07-31,-78.76658,51.177987
"142",Tempête hivernale,"45060",Sainte-Catherine-de-Hatley,Précise,,Menace faible ou non-existante à la vie ou la propriété,2022-12-27,2022-12-27,Non,,2023-01-17,-72.025932,45.220475
"158",Fermeture de route,"45060",Sainte-Catherine-de-Hatley,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-07-21,2023-07-16,Non,,2024-01-30,-72.047741,45.249624
"39",Feu de forêt,"92060",Notre-Dame-de-Lorette,Précise,,Menace possible à la vie ou à la propriété,2023-06-01,2023-06-01,Non,,2023-07-14,-72.359794,49.12617
"8",Inondation,"78060",Arundel,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-04-18,,,,2023-04-26,-74.61673,45.967781
"138",Orage violent,"13090",Saint-Honoré-de-Témiscouata,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-07-10,2023-07-09,Non,,2023-09-14,-69.135544,47.70664
"8",Inondation,"53052",Sorel-Tracy,Précise,,Menace faible ou non-existante à la vie ou la propriété,2023-02-03,,,,2023-06-26,-73.145143,45.963082
"101",Mouvement de terrain,"53052",Sorel-Tracy,Très précise,Glissement de terrain,Menace faible ou non-existante à la vie ou la propriété,2024-08-12,2024-08-09,Non,,,-73.141974,45.996265
"138",Orage violent,"53052",Sorel-Tracy,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-07-13,2023-07-13,Non,,2024-01-30,-73.13883,46.008359
"101",Mouvement de terrain,"53052",Sorel-Tracy,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2024-08-09,2024-08-09,Non,,,-73.146791,45.963515
"101",Mouvement de terrain,"53052",Sorel-Tracy,Très précise,,Menace possible à la vie ou à la propriété,2024-08-11,2024-08-09,Non,,,-73.14844,45.989922
"101",Mouvement de terrain,"53052",Sorel-Tracy,Très précise,glissement de terrain,Menace faible ou non-existante à la vie ou la propriété,2024-08-12,2024-08-09,Non,,,-73.1744,45.992299
"101",Mouvement de terrain,"53052",Sorel-Tracy,Très précise,Glissement de terrain,Menace importante à la vie ou à la propriété,2024-08-12,2024-08-09,Non,,2024-08-13,-73.136217,45.999321
"101",Mouvement de terrain,"53052",Sorel-Tracy,Très précise,Glissement de terrain,Menace importante à la vie ou à la propriété,2024-08-12,2024-08-09,Non,,2024-08-13,-73.135069,46.019488
"101",Mouvement de terrain,"53052",Sorel-Tracy,Très précise,Glissement de terrain,Menace faible ou non-existante à la vie ou la propriété,2024-08-12,2024-08-09,Non,,,-73.13181,46.021233
"101",Mouvement de terrain,"53052",Sorel-Tracy,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2024-08-14,2024-08-10,Non,,,-73.145793,45.999802
"101",Mouvement de terrain,"53052",Sorel-Tracy,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2024-08-14,2024-08-09,Non,,,-73.139054,46.00023
"101",Mouvement de terrain,"53052",Sorel-Tracy,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2022-10-06,2022-10-06,Non,,2023-02-16,-73.130653,46.02033
"8",Inondation,"66127",Senneville,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-05-05,2023-05-05,Oui,"Info reçu ce jour, possible inondations avant la date de ce jour.",2023-11-20,-73.973839,45.421476
"39",Feu de forêt,"99045",Eastmain,Imprécise,,Menace possible à la vie ou à la propriété,2023-07-07,2023-07-07,Non,,2024-07-31,-78.055465,52.157705
"25",Panne d'électricité,"59015",Saint-Amable,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-04-06,2023-04-05,Non,,2023-06-26,-73.299851,45.644104
"25",Panne d'électricité,"59015",Saint-Amable,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-04-06,2023-04-06,Non,,2023-06-26,-73.299851,45.644104
"25",Panne d'électricité,"67025",Delson,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-04-07,2023-04-05,Non,,2023-06-26,-73.54126,45.376698
"25",Panne d'électricité,"11010",Saint-Jean-de-Dieu,Imprécise,,Gravité inconnue,2023-12-19,2023-12-18,Non,,2024-04-15,-69.044999,48.006206
"142",Tempête hivernale,"96035",Chute-aux-Outardes,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-12-25,2022-12-25,Non,,2024-05-02,-68.394664,49.120535
"101",Mouvement de terrain,"49130",Saint-Pie-de-Guire,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2021-10-20,,Oui,,2022-09-08,-72.77242,45.98569
"101",Mouvement de terrain,"49130",Saint-Pie-de-Guire,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2022-08-29,,Oui,Été 2022,2023-03-07,-72.738782,46.008936
"8",Inondation,"76008",Saint-André-d'Argenteuil,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-03-29,2021-03-29,Non,,2021-10-26,-74.343601,45.555597
"248",Alimentation publique en eau potable,"76008",Saint-André-d'Argenteuil,Précise,,Menace faible ou non-existante à la vie ou la propriété,2022-02-19,2022-02-19,Non,,2022-04-07,-74.340375,45.582427
"25",Panne d'électricité,"76008",Saint-André-d'Argenteuil,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-04-06,2023-04-05,Non,,2023-07-18,-74.343601,45.555597
"88",Incendie industriel,"76008",Saint-André-d'Argenteuil,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2023-04-06,2023-04-06,Non,,2023-07-18,-74.334595,45.556095
"8",Inondation,"76008",Saint-André-d'Argenteuil,Précise,,Menace faible ou non-existante à la vie ou la propriété,2023-04-11,2023-04-11,Non,,2023-05-25,-74.296977,45.525097
"25",Panne d'électricité,"76008",Saint-André-d'Argenteuil,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2024-04-04,2024-04-04,Non,,2024-04-25,-74.343601,45.555597
"248",Alimentation publique en eau potable,"51075",Saint-Élie-de-Caxton,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2020-11-04,2020-11-03,Non,,2020-12-25,-72.963939,46.494874
"158",Fermeture de route,"51075",Saint-Élie-de-Caxton,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-10-07,2023-10-07,Non,,2024-05-21,-72.963939,46.494874
"158",Fermeture de route,"51075",Saint-Élie-de-Caxton,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2024-08-10,2024-08-09,Non,,,-72.963939,46.494874
"8",Inondation,"51008",Maskinongé,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-03-30,2021-03-30,Non,,2021-08-18,-73.013967,46.225303
"8",Inondation,"51008",Maskinongé,Précise,,Menace faible ou non-existante à la vie ou la propriété,2023-04-17,2023-04-17,Non,,2024-05-21,-73.029944,46.163937
"101",Mouvement de terrain,"51008",Maskinongé,Très précise,Mouvement de sol,Menace possible à la vie ou à la propriété,2023-11-15,,Oui,Désordres apparaissent progressivement depuis 4 ans,,-73.013962,46.227737
"158",Fermeture de route,"51008",Maskinongé,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2024-08-10,2024-08-10,Non,,,-73.013967,46.225303
"101",Mouvement de terrain,"51008",Maskinongé,Très précise,,Menace possible à la vie ou à la propriété,2024-08-10,2024-08-10,Non,,2024-08-14,-73.079238,46.226616
"8",Inondation,"93005",Desbiens,Imprécise,,Menace possible à la vie ou à la propriété,2022-05-31,,Oui,,2023-11-08,-71.947967,48.415782
"101",Mouvement de terrain,"91042",Saint-Félicien,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2021-04-15,,Oui,Propriétaire absent tout l'hiver.  Glissement survenu ce printemps mais la date précise est inconnue.,2021-06-15,-72.46896,48.683586
"101",Mouvement de terrain,"91042",Saint-Félicien,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2022-08-23,,Oui,,2023-01-23,-72.439615,48.648504
"101",Mouvement de terrain,"91042",Saint-Félicien,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2024-01-09,2024-01-04,Non,,2024-07-17,-72.516675,48.730193
"8",Inondation,"91042",Saint-Félicien,Imprécise,,Menace possible à la vie ou à la propriété,2022-05-18,2022-05-18,Non,,2023-11-08,-72.455019,48.650622
"39",Feu de forêt,"91042",Saint-Félicien,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-06-07,2023-06-07,Non,,2023-07-14,-72.455019,48.650622
"8",Inondation,"91042",Saint-Félicien,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-07-29,2023-07-28,Non,,2023-08-23,-72.455019,48.650622
"10",Matières dangereuses,"78010",Val-David,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2022-10-20,2022-10-20,Non,,2022-11-15,-74.240864,46.044338
"138",Orage violent,"78010",Val-David,Imprécise,,Menace possible à la vie ou à la propriété,2022-05-21,,,,2022-06-08,-74.207787,46.029472
"8",Inondation,"78010",Val-David,Précise,,Menace faible ou non-existante à la vie ou la propriété,2023-04-17,,,,2023-05-15,-74.209377,46.034623
"92",Débordement de barrage,"78010",Val-David,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2024-06-24,2024-06-24,Non,,,-74.207787,46.029472
"101",Mouvement de terrain,"37240",Saint-Narcisse,Très précise,,Menace possible à la vie ou à la propriété,2021-03-30,2021-03-29,Non,,2021-08-18,-72.497274,46.523099
"158",Fermeture de route,"37240",Saint-Narcisse,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2024-08-12,2024-08-09,Non,,,-72.472809,46.563435
"101",Mouvement de terrain,"37240",Saint-Narcisse,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2024-08-13,,,,,-72.50806,46.550984
"101",Mouvement de terrain,"37240",Saint-Narcisse,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2024-08-13,,,,,-72.468286,46.564683
"158",Fermeture de route,"40047",Danville,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-07-11,2023-07-11,Non,,2023-11-24,-72.014495,45.789869
"138",Orage violent,"78005",Val-Morin,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-24,2022-05-21,Non,,2022-06-08,-74.18927,46.007633
"130",Pluie verglaçante,"78005",Val-Morin,Imprécise,,Menace possible à la vie ou à la propriété,2021-11-18,,,,2021-12-06,-74.18927,46.007633
"248",Alimentation publique en eau potable,"78005",Val-Morin,Imprécise,,Menace possible à la vie ou à la propriété,2023-10-27,2023-10-27,Non,,2023-11-08,-74.18927,46.007633
"8",Inondation,"78005",Val-Morin,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-04-17,,,,2023-05-12,-74.18927,46.007633
"8",Inondation,"78005",Val-Morin,Précise,,Menace faible ou non-existante à la vie ou la propriété,2024-04-12,2024-04-12,Non,,2024-04-17,-74.197799,46.009833
"158",Fermeture de route,"78005",Val-Morin,Imprécise,,Menace possible à la vie ou à la propriété,2024-08-10,2024-08-10,Non,,,-74.18927,46.007633
"25",Panne d'électricité,"34090",Saint-Ubalde,Imprécise,,Menace possible à la vie ou à la propriété,2022-12-29,2022-12-23,Non,,2024-05-21,-72.264108,46.750693
"8",Inondation,"34090",Saint-Ubalde,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-07-11,2023-07-11,Non,,2024-01-26,-72.264108,46.750693
"158",Fermeture de route,"34090",Saint-Ubalde,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-07-11,2023-07-11,Non,,2024-01-26,-72.264108,46.750693
"8",Inondation,"34090",Saint-Ubalde,Imprécise,,Menace possible à la vie ou à la propriété,2023-12-18,2023-12-18,Non,,2024-01-30,-72.264108,46.750693
"25",Panne d'électricité,"72020",Pointe-Calumet,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-04-06,2023-04-05,Non,,2023-07-18,-73.973273,45.499567
"8",Inondation,"72020",Pointe-Calumet,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-04-18,2023-04-18,Non,,2023-05-17,-73.973273,45.499567
"25",Panne d'électricité,"08035",Saint-René-de-Matane,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-04-23,2021-04-23,Non,,2021-04-26,-67.389662,48.713436
"101",Mouvement de terrain,"13065",Saint-Michel-du-Squatec,Très précise,,Menace possible à la vie ou à la propriété,2023-04-25,,Oui,"Glissement «lent», mais qui s'est accéléré ce printemps",2023-09-14,-68.726986,47.88085
"101",Mouvement de terrain,"13065",Saint-Michel-du-Squatec,Très précise,,Menace possible à la vie ou à la propriété,2023-04-25,,Oui,,2023-10-23,-68.727052,47.880892
"8",Inondation,"34025",Donnacona,Précise,,Menace possible à la vie ou à la propriété,2021-03-27,2021-03-27,Non,,2021-04-19,-71.689399,46.696359
"138",Orage violent,"77065",Saint-Adolphe-d'Howard,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-22,,,,2022-06-08,-74.327192,45.966298
"139",Tornade,"77065",Saint-Adolphe-d'Howard,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-07-23,2022-07-23,Non,,2022-12-12,-74.327192,45.966298
"8",Inondation,"77065",Saint-Adolphe-d'Howard,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2024-06-24,2024-06-23,Non,,2024-07-02,-74.327192,45.966298
"8",Inondation,"77065",Saint-Adolphe-d'Howard,Imprécise,,Menace possible à la vie ou à la propriété,2023-05-01,2023-05-01,Non,,2024-02-20,-74.327192,45.966298
"8",Inondation,"34097",Saint-Alban,Imprécise,,Menace possible à la vie ou à la propriété,2020-12-26,2020-12-25,Non,,2021-03-26,-72.080268,46.717355
"101",Mouvement de terrain,"34097",Saint-Alban,Très précise,,Menace possible à la vie ou à la propriété,2022-04-14,2022-04-13,Non,,2022-08-02,-72.091701,46.726349
"8",Inondation,"34097",Saint-Alban,Précise,,Menace possible à la vie ou à la propriété,2023-12-18,2023-12-18,Non,,2024-01-30,-72.068419,46.721866
"142",Tempête hivernale,"34097",Saint-Alban,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-12-25,2022-12-25,Non,,2024-05-21,-72.080268,46.717355
"111",Effondrement de structure,"34097",Saint-Alban,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2024-08-01,2024-07-31,Non,,2024-08-06,-72.080268,46.717355
"25",Panne d'électricité,"89008",Val-d'Or,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2020-11-03,2020-11-03,Non,,2020-11-19,-77.813548,48.081427
"158",Fermeture de route,"89008",Val-d'Or,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-04-28,2021-04-28,Non,,2021-04-30,-77.813548,48.081427
"101",Mouvement de terrain,"89008",Val-d'Or,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2021-07-08,2021-07-08,Non,,2021-07-21,-77.885411,48.05372
"158",Fermeture de route,"89008",Val-d'Or,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-02-22,2022-02-22,Non,,2022-03-07,-77.813548,48.081427
"174",Panne de télécommunication,"89008",Val-d'Or,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-07-23,2022-07-23,Non,,2022-09-30,-77.813548,48.081427
"0",Autre,"89008",Val-d'Or,Imprécise,,Gravité inconnue,2022-10-13,2022-10-13,Non,,2022-10-13,-77.813548,48.081427
"154",Fermeture de pont,"89008",Val-d'Or,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2023-04-24,2023-04-24,Non,,2023-09-21,-77.340255,48.034184
"39",Feu de forêt,"89008",Val-d'Or,Imprécise,,Menace importante à la vie ou à la propriété,2023-06-20,2023-06-20,Non,,2024-07-31,-77.813548,48.081427
"158",Fermeture de route,"89008",Val-d'Or,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2024-01-16,2024-01-16,Non,,2024-01-17,-77.813548,48.081427
"8",Inondation,"89008",Val-d'Or,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2024-04-13,2024-04-13,Non,,2024-05-21,-77.813548,48.081427
"39",Feu de forêt,"89008",Val-d'Or,Imprécise,,Menace possible à la vie ou à la propriété,2023-06-03,2023-06-03,Non,,2024-07-31,-77.813548,48.081427
"158",Fermeture de route,"88012",La Morandière-Rochebaucourt,Précise,,Menace faible ou non-existante à la vie ou la propriété,2023-04-17,2023-04-17,Non,,2023-09-21,-77.46127,48.671494
"39",Feu de forêt,"88012",La Morandière-Rochebaucourt,Imprécise,,Menace possible à la vie ou à la propriété,2023-05-30,2023-05-30,Non,,2024-07-31,-77.499486,48.678492
"8",Inondation,"88012",La Morandière-Rochebaucourt,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2024-04-12,2024-04-12,Non,,2024-05-21,-77.499486,48.678492
"8",Inondation,"79065",Chute-Saint-Philippe,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-28,2022-05-28,Non,,2022-12-07,-75.238642,46.65656
"0",Autre,"79065",Chute-Saint-Philippe,Précise,,Gravité inconnue,2023-12-02,2023-12-02,Oui,Observation faite depuis plusieurs jours et développement incertain,2024-01-18,-75.128294,46.630246
"25",Panne d'électricité,"67055",Léry,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-04-06,2023-04-05,Non,,2023-06-26,-73.807381,45.345039
"8",Inondation,"67055",Léry,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-05-08,2023-05-08,Non,,2023-06-26,-73.807381,45.345039
"8",Inondation,"39025",Tingwick,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-03-22,2022-03-21,Non,,2023-03-07,-71.942893,45.881827
"8",Inondation,"39025",Tingwick,Imprécise,,Menace possible à la vie ou à la propriété,2023-07-11,2023-07-11,Non,,2024-05-21,-71.942893,45.881827
"0",Autre,"39025",Tingwick,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-06-02,2023-06-02,Non,,2023-06-06,-71.942893,45.881827
"101",Mouvement de terrain,"79088",Mont-Laurier,Très précise,,Menace faible ou non-existante à la vie ou la propriété,2020-11-06,,Oui,Érosion des dernières années,2022-12-16,-75.509123,46.551618
"154",Fermeture de pont,"79088",Mont-Laurier,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-04-14,2022-04-14,Non,,2022-12-07,-75.50628,46.553061
"8",Inondation,"79088",Mont-Laurier,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-04-18,,,,2023-04-26,-75.50628,46.553061
"0",Autre,"79088",Mont-Laurier,Imprécise,,Menace possible à la vie ou à la propriété,2023-12-03,2023-12-02,Non,,2024-01-18,-75.50628,46.553061
"8",Inondation,"22005",Sainte-Catherine-de-la-Jacques-Cartier,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2020-12-25,2020-12-25,Non,,2021-03-26,-71.617882,46.846527
"8",Inondation,"22005",Sainte-Catherine-de-la-Jacques-Cartier,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-05-17,2022-05-17,Non,,2022-08-02,-71.617882,46.846527
"8",Inondation,"22005",Sainte-Catherine-de-la-Jacques-Cartier,Imprécise,,Menace possible à la vie ou à la propriété,2023-12-18,2023-12-18,Non,,2024-01-30,-71.617882,46.846527
"142",Tempête hivernale,"22005",Sainte-Catherine-de-la-Jacques-Cartier,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-12-25,2022-12-25,Non,,2024-05-21,-71.617882,46.846527
"158",Fermeture de route,"39010",Ham-Nord,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-08-30,,,,2024-05-21,-71.647229,45.904392
"142",Tempête hivernale,"38070",Deschaillons-sur-Saint-Laurent,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-12-24,2022-12-24,Non,,2023-03-07,-72.113647,46.553481
"101",Mouvement de terrain,"38070",Deschaillons-sur-Saint-Laurent,Très précise,Mouvement de sol,Menace faible ou non-existante à la vie ou la propriété,2023-08-02,2023-08-02,Non,,2023-11-02,-72.062572,46.557835
"101",Mouvement de terrain,"38070",Deschaillons-sur-Saint-Laurent,Très précise,Mouvement de sol,Menace faible ou non-existante à la vie ou la propriété,2023-08-02,2023-08-02,Non,,2023-11-02,-72.062492,46.558762
"101",Mouvement de terrain,"38070",Deschaillons-sur-Saint-Laurent,Très précise,Mouvement de sol,Menace faible ou non-existante à la vie ou la propriété,2023-11-02,2023-08-02,Non,,2023-11-02,-72.142517,46.544864
"25",Panne d'électricité,"71095",L'Île-Cadieux,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-04-06,2023-04-06,Non,,2023-06-26,-74.022639,45.431168
"8",Inondation,"71095",L'Île-Cadieux,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-04-24,2023-04-19,Non,,2023-06-26,-74.022639,45.431168
"101",Mouvement de terrain,"73030",Bois-des-Filion,Très précise,Mouvement de sol (ravinement),Menace faible ou non-existante à la vie ou la propriété,2021-10-28,,Oui,depuis les 3 dernières années environ,2022-01-27,-73.771885,45.674993
"25",Panne d'électricité,"73030",Bois-des-Filion,Imprécise,,Gravité inconnue,2023-04-06,2023-04-06,Non,,2023-07-18,-73.755905,45.668442
"142",Tempête hivernale,"56010",Clarenceville,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-12-24,2022-12-24,Non,,2023-01-17,-73.172635,45.03609
"158",Fermeture de route,"40025",Saint-Camille,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-07-11,2023-07-10,Non,,2023-11-24,-71.703286,45.683549
"39",Feu de forêt,"96010",Godbout,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2024-07-14,2024-07-13,Non,,,-67.598625,49.319959
"142",Tempête hivernale,"96010",Godbout,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-12-24,2022-12-24,Non,,2024-05-02,-67.598625,49.319959
"25",Panne d'électricité,"09020",Sainte-Jeanne-d'Arc,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-04-23,2021-04-23,Non,,2021-04-26,-67.960478,48.494914
"25",Panne d'électricité,"09020",Sainte-Jeanne-d'Arc,Imprécise,,Gravité inconnue,2023-12-19,2023-12-19,Non,,2024-04-15,-67.960478,48.494914
"142",Tempête hivernale,"09020",Sainte-Jeanne-d'Arc,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-12-24,2022-12-24,Non,,2023-09-14,-67.960478,48.494914
"248",Alimentation publique en eau potable,"97007",Sept-Îles,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2020-07-24,2020-07-24,Non,,2020-09-22,-66.371158,50.220961
"158",Fermeture de route,"97007",Sept-Îles,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2021-03-02,2021-03-02,Non,,2021-03-10,-66.371158,50.220961
"8",Inondation,"97007",Sept-Îles,Précise,,Menace possible à la vie ou à la propriété,2020-12-27,2020-12-26,Non,,2021-06-22,-66.127944,50.313106
"101",Mouvement de terrain,"97007",Sept-Îles,Très précise,,Menace possible à la vie ou à la propriété,2020-11-16,2020-10-17,Non,,2022-01-25,-66.531932,50.22598
"101",Mouvement de terrain,"97007",Sept-Îles,Très précise,Mouvement de terrain,Menace faible ou non-existante à la vie ou la propriété,2021-04-20,2021-01-01,Non,,2022-01-25,-66.53205,50.225684
"174",Panne de télécommunication,"97007",Sept-Îles,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-09-24,2022-09-24,Non,,2023-01-10,-66.371158,50.220961
"25",Panne d'électricité,"97007",Sept-Îles,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-09-16,2022-09-15,Non,,2022-10-05,-66.371158,50.220961
"154",Fermeture de pont,"97007",Sept-Îles,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-10-20,2022-10-20,Non,,2023-01-10,-66.371158,50.220961
"142",Tempête hivernale,"97007",Sept-Îles,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2022-12-24,2022-12-23,Non,,2024-05-02,-66.371158,50.220961
"158",Fermeture de route,"97007",Sept-Îles,Précise,,Menace faible ou non-existante à la vie ou la propriété,2022-10-20,2022-10-19,Non,,2023-01-10,-66.708197,50.174773
"154",Fermeture de pont,"97007",Sept-Îles,Imprécise,,Menace faible ou non-existante à la vie ou la propriété,2023-05-30,2023-05-30,Non,,2023-09-28,-66.371158,50.220961
"39",Feu de forêt,"97007",Sept-Îles,Imprécise,,Menace possible à la vie ou à la propriété,2024-06-21,2024-06-21,Non,,,-66.371158,50.220961
"39",Feu de forêt,"97007",Sept-Îles,Imprécise,,Menace importante à la vie ou à la propriété,2023-06-01,2023-05-31,Non,,2024-01-09,-66.371158,50.220961
