no_demande,date_inspection,fondation,structure,enveloppe,ouvertures,saillies,interieur,moy_composants_inspectes,constat_signifie,indicateur_insp_integrale,adresse,arrondissement,nombre_unite_logement,statut_dem,code_type_demande,no_ident_uev,longitude,latitude,X,Y
3003430454,2024-07-23,2,,2,2,3,3,2.4,"non","oui","12520 boul. Langelier","Montréal-Nord",8,"ET","PX","02081283",-73.62102127944189,45.62255827674545,295362.6979530828,5053635.883207101
3003350010,2024-03-19,2,2,2,2,2,2,2,"non","non"," 5457 ch. Queen-Mary","Côte-des-Neiges - Notre-Dame-de-Grâce",156,"FR","PX","03034792",-73.63121886173762,45.48194228029519,294541.93605531834,5038010.274692216
3003350015,2024-03-20,2,2,2,2,2,3,2.2,"non","oui"," 5775 ch. de la Côte-des-Neiges","Côte-des-Neiges - Notre-Dame-de-Grâce",102,"FR","PX","03007920",-73.62838818571353,45.49949600013827,294766.3420748969,5039960.666484277
3003342314,2024-02-20,2,2,2,2,3,2,2.2,"non","non"," 4850 ch. de la Côte-des-Neiges","Côte-des-Neiges - Notre-Dame-de-Grâce",150,"FR","PX","03007720",-73.61499201062054,45.49441069419059,295812.4568450098,5039393.948605544
3003342316,2024-02-22,2,2,2,2,3,2,2.2,"non","non"," 4858 ch. de la Côte-des-Neiges","Côte-des-Neiges - Notre-Dame-de-Grâce",150,"FR","PX","03007720",-73.61499201062054,45.49441069419059,295812.4568450098,5039393.948605544
3003342317,2024-02-21,2,2,2,2,3,2,2.2,"non","non"," 4866 ch. de la Côte-des-Neiges","Côte-des-Neiges - Notre-Dame-de-Grâce",150,"FR","PX","03007720",-73.61499201062054,45.49441069419059,295812.4568450098,5039393.948605544
3003342318,2024-02-22,2,2,2,2,2,2,2,"non","non"," 4870 ch. de la Côte-des-Neiges","Côte-des-Neiges - Notre-Dame-de-Grâce",150,"FR","PX","03007720",-73.61499201062054,45.49441069419059,295812.4568450098,5039393.948605544
3003342320,2024-02-22,2,2,2,2,2,2,2,"non","non"," 4874 ch. de la Côte-des-Neiges","Côte-des-Neiges - Notre-Dame-de-Grâce",150,"FR","PX","03007720",-73.61499201062054,45.49441069419059,295812.4568450098,5039393.948605544
3003342321,2024-02-27,2,2,2,2,2,2,2,"non","oui"," 6280 pl. Northcrest","Côte-des-Neiges - Notre-Dame-de-Grâce",182,"ET","PX","03074228",-73.62538366340608,45.51163919393299,295003.2548598086,5041309.7752719475
3003342334,2024-02-27,2,2,2,2,2,2,2,"non","non"," 6275 pl. Northcrest","Côte-des-Neiges - Notre-Dame-de-Grâce",149,"FR","PX","03074232",-73.62418113265437,45.51251864526271,295097.3646839721,5041407.363302973
3003342335,2024-02-28,2,2,2,2,2,2,2,"non","non"," 3210 av. Forest Hill","Côte-des-Neiges - Notre-Dame-de-Grâce",153,"FR","PX","03075799",-73.60748373469323,45.49481873960906,296399.34917492705,5039438.482286422
3003342336,2024-02-28,,2,2,2,2,2,2,"non","non"," 3250 av. Forest Hill","Côte-des-Neiges - Notre-Dame-de-Grâce",208,"FR","PX","03075797",-73.60812250511854,45.49417027309211,296349.3275434613,5039366.484985077
3003342339,2024-02-29,2,2,2,2,2,2,2,"non","non"," 5599 ch. de la Côte-St-Luc","Côte-des-Neiges - Notre-Dame-de-Grâce",118,"FR","PX","03076680",-73.62943271881979,45.47862355511471,294680.97412882827,5037641.238148417
3003342343,2024-02-29,2,2,2,2,2,2,2,"non","non"," 6950 av. Fielding","Côte-des-Neiges - Notre-Dame-de-Grâce",104,"FR","PX","03066722",-73.64596869845593,45.46354948186505,293385.1518897808,5035968.2736790525
3003393002,2024-06-04,2,2,2,2,3,2,2.2,"non","non"," 5555 rue Dudemaine","Ahuntsic - Cartierville",20,"ET","PX","03070729",-73.70504814868472,45.52563314688607,288782.709804562,5042877.738841626
3003393005,2024-05-31,2,,2,3,3,2,2.4,"non","non","11830 rue Grenet","Ahuntsic - Cartierville",23,"ET","PX","03029258",-73.709569132617,45.5251459633296,288429.4128761256,5042824.509477476
3003393010,2024-05-30,2,2,2,2,3,2,2.2,"non","non"," 1745 boul. H.-Bourassa E","Ahuntsic - Cartierville",36,"ET","PX","03051828",-73.6595854541124,45.56927000477234,292343.65960709593,5047719.098393633
3003422175,2024-07-10,3,,3,2,3,2,2.6,"non","non","12225 boul. Langelier","Montréal-Nord",8,"ET","PX","02081229",-73.61632088905144,45.61899398919384,295728.6620545558,5053239.231367266
3003393013,2024-06-27,2,2,2,2,2,3,2.2,"non","non"," 5400 rue De Salaberry","Ahuntsic - Cartierville",28,"ET","PX","03122787",-73.70938158874655,45.52996191422624,288445.4586168744,5043359.672507254
3003393014,2024-05-30,2,2,2,2,1,4,2.2,"non","oui","  660 av. d' Anvers","Villeray - Saint-Michel - Parc-Extension",26,"ET","PX","03082435",-73.63872599446579,45.53180081649425,293964.63407583954,5043552.0676871715
3003393016,2024-05-30,2,2,2,2,2,2,2,"non","non","  955 av. d' Anvers","Villeray - Saint-Michel - Parc-Extension",29,"ET","PX","03082485",-73.64076005755769,45.52941759251185,293805.2967284971,5043287.49408526
3003422176,,2,,2,2,2,2,2,"non","non","12233 boul. Langelier","Montréal-Nord",8,"ET","PX","02081231",-73.61666202037827,45.619316647965015,295702.1109541337,5053275.127983979
3003422177,2024-07-10,2,,3,2,2,2,2.2,"oui","non","12251 boul. Langelier","Montréal-Nord",14,"ET","PX","02081235",-73.61697874191648,45.61961620457429,295677.4599994922,5053308.454530715
3003342217,2024-02-08,2,2,2,2,4,2,2.3,"non","non"," 5995 av. de l' Authion","Mercier - Hochelaga-Maisonneuve",172,"FR","PX","02054082",-73.54674832293166,45.594653531408234,301152.7334627738,5050528.696721284
3003342296,2024-02-07,2,2,2,2,2,2,2,"non","non"," 2000 rue St-Marc","Ville-Marie",160,"FR","PX","01037293",-73.58213910954242,45.49350441486594,298380.07019359723,5039290.083209494
3003342297,2024-02-07,2,2,2,2,2,2,2,"non","non"," 1407 rue du Fort","Ville-Marie",270,"FR","PX","01002657",-73.58091141243008,45.49183493185157,298475.8392089502,5039104.455706388
3003342298,2024-02-08,2,2,2,2,2,2,2,"non","non","  945 boul. De Maisonneuve E","Ville-Marie",209,"FR","PX","01040659",-73.55969947002063,45.51771686684499,300135.9350776106,5041979.277934256
3003342302,2024-02-08,2,2,2,2,2,2,2,"non","non"," 1825 rue Ste-Rose","Ville-Marie",237,"FR","PX","01022070",-73.55121877512201,45.52257411612192,300798.8398787502,5042518.610503623
3003384554,2024-05-07,2,2,2,2,2,2,2,"non","non"," 2300 rue St-Mathieu","Ville-Marie",176,"FR","PX","01037197",-73.58191806510219,45.49509113077518,298397.52665691485,5039466.397818513
3003384557,2024-05-09,2,2,2,2,,2,2,"non","non"," 1650 av. Lincoln","Ville-Marie",284,"FR","PX","01037919",-73.580594939327,45.49547308394964,298500.9808304746,5039508.739810014
3003384559,2024-05-09,2,2,2,2,2,2,2,"non","non"," 2100 boul. De Maisonneuve O","Ville-Marie",274,"FR","PX","01037780",-73.58323298865308,45.49188976668751,298294.38754569495,5039110.734883122
3003384543,2024-05-07,2,2,2,2,,1,1.8,"non","non"," 2121 rue St-Mathieu","Ville-Marie",146,"FR","PX","01037203",-73.58103762517051,45.49509611427701,298466.3397922085,5039466.881847183
3003413058,2024-06-26,2,2,2,2,2,2,2,"non","non"," 1709 rue St-Denis","Ville-Marie",22,"ET","PX","01002899",-73.56409451545478,45.51568857754927,299792.38902970165,5041754.137257762
3003423658,2024-07-11,2,2,3,2,2,2,2.2,"non","non","12229 boul. Langelier","Montréal-Nord",8,"ET","PX","02081230",-73.61649550928547,45.6191591599434,295715.0708898829,5053257.607022073
3003423661,2024-07-11,2,2,3,2,4,3,2.7,"non","non","12237 boul. Langelier","Montréal-Nord",8,"ET","PX","02081232",-73.61682038047348,45.61946642665932,295689.78549651644,5053291.79128816
3003423674,2024-07-11,2,,3,2,3,3,2.6,"oui","oui","12253 boul. Langelier","Montréal-Nord",14,"ET","PX","02081236",-73.61713710358674,45.61976598319419,295665.1345506878,5053325.117876465
3003423683,2024-07-11,2,,3,3,2,2,2.4,"non","non","12281 boul. Langelier","Montréal-Nord",8,"ET","PX","02081240",-73.61758959845473,45.620193944304276,295629.91677921836,5053372.730043057
3003423696,2024-07-11,2,2,4,2,3,2,2.5,"non","non","12291 boul. Langelier","Montréal-Nord",8,"ET","PX","02081245",-73.61785276469944,45.62044283889373,295609.43474129745,5053400.420528102
3003423714,2024-07-11,2,,2,2,3,2,2.2,"non","oui","12303 boul. Langelier","Montréal-Nord",7,"ET","PX","02081250",-73.61824577315632,45.62081452794704,295578.8475156025,5053441.7725002775
