ID,Lieu,Type,Arrondissement,Zone active,Latitude,Longitude,X,Y
341,12100 Avenue François Laroque,Parc,Rivière-des-Prairies–Pointe-aux-Trembles,X,45.638664,-73.58452,298210.974016982,5055422.11112506
343,11770 PLACE GILLES TROTTIER,Parc,Rivière-des-Prairies–Pointe-aux-Trembles,X,45.635784,-73.57629,298852.265210149,5055101.40404058
348,12275 avenue Pierre-Blanchet,Parc,Rivière-des-Prairies–Pointe-aux-Trembles,X,45.62857,-73.604225,296673.349184816,5054302.14318301
423,13600 rue FORSYTH,Piscine,Rivière-des-Prairies–Pointe-aux-Trembles,X,45.664677,-73.505264,304389.818031003,5058309.56312176
549,11630 RUE NOTRE-DAME EST,Parc,Rivière-des-Prairies–Pointe-aux-Trembles,X,45.63468,-73.492516,305383.480423242,5054975.90951028
566,3220 AVENUE APPLETON,Parc,Côte-des-Neiges–Notre-Dame-de-Grâce,X,45.5052,-73.631714,294507.465954654,5040594.9754901
698,1048 bl. Saint Jean Baptiste,Parc,Rivière-des-Prairies–Pointe-aux-Trembles,X,45.640972,-73.499214,304861.272619898,5055675.1322072
764,488 85e Avenue,Parc,Rivière-des-Prairies–Pointe-aux-Trembles,X,45.69158,-73.4878,305750.194241053,5061299.45775346
776,13050 Rue Prince Albert,Piscine,Rivière-des-Prairies–Pointe-aux-Trembles,X,45.653854,-73.49253,305382.190290367,5057106.77841059
850,2727 Boulevard Thimens,Bibliotheque,Saint-Laurent,X,45.502766,-73.705536,288738.097704121,5040336.59422563
979,4581 rue Sherbrooke E,Insectarium,Rosemont–La Petite-Patrie,X,45.56098,-73.5579,300279.987721008,5046787.05900869
986,14001 Rue Notre-Dame Est,Maison de la culture,Rivière-des-Prairies–Pointe-aux-Trembles,X,45.667965,-73.49488,305198.937829451,5058674.96994878
996,4801 AVENUE PIERRE-DE COUBERTIN,Planetarium,Mercier–Hochelaga-Maisonneuve,X,45.559605,-73.549706,300919.564581811,5046633.82416129
1707,14100 Rue Notre-Dame Est,Parc,Rivière-des-Prairies–Pointe-aux-Trembles,X,45.669395,-73.493935,305272.557875991,5058833.89632428
1752,12535 Bd Armand-Bombardier,Parc,Rivière-des-Prairies–Pointe-aux-Trembles,X,45.63957,-73.59808,297153.984245284,5055524.00207977
2075,10905 Rue Basile-Routhier,Parc,Ahuntsic-Cartierville,X,45.557476,-73.672554,291328.5896296,5046410.5061695
2175,4581 Rue Sherbrooke Est,Insectarium,Rosemont–La Petite-Patrie,X,45.56062,-73.55724,300331.482639504,5046747.01466129
2176,4581 Rue Sherbrooke Est,Insectarium,Rosemont–La Petite-Patrie,X,45.560997,-73.55675,300369.764775377,5046788.8841141
2413,4777 Avenue Pierre-De Coubertin,Biodome,Mercier–Hochelaga-Maisonneuve,X,45.559791,-73.55055,300853.68842462,5046654.53579726
2416,4500 Boul Rosemont,Parc,Rosemont–La Petite-Patrie,X,45.564669,-73.5700996,299327.973813922,5047197.78325877
2441,4101 rue Sherbrooke Est,Parc,Rosemont–La Petite-Patrie,X,45.559097,-73.55868,300218.943345624,5046577.84242393
3054,1800 CHEMIN DES IROQUOIS,Parc,Lachine,X,45.429558,-73.67615,291016.678695848,5032195.5504269
3087,10400 avenue De Belleville,Bibliotheque,Montréal-Nord,X,45.581947,-73.64229,293696.143834054,5049125.37744616
3211,12000 Boulevard Rolland,Aréna,Montréal-Nord,X,45.616253,-73.62134,295336.783344326,5052935.1979542
3726,6100 rue Pascal,Parc,Montréal-Nord,X,45.614643,-73.62634,294946.555103341,5052756.87668282
3854,1875 RUE NOTRE-DAME,Café,Lachine,X,45.43498,-73.68049,290678.436212577,5032798.84536026
3876,11481 avenue P.M.Favier,Parc,Montréal-Nord,X,45.60993,-73.61584,295764.708979539,5052231.8717751
3878,12576 Boul Lacordaire,Parc,Montréal-Nord,X,45.61614,-73.63201,294504.61730355,5052923.95480379
3881,11612 avenue Salk,Centre communautaire,Montréal-Nord,X,45.605587,-73.62867,294763.219857207,5051750.74903544
3883,10660 boul. St-Michel,Parc,Montréal-Nord,X,45.582287,-73.64829,293227.992906844,5049164.01037701
3885,11614 avenue Salk,Parc,Montréal-Nord,X,45.606087,-73.628784,294754.416640867,5051806.32955969
6015,1442 RUE CLARK,Parc,Ville-Marie,X,45.50992,-73.565186,299706.592613604,5041113.13992964
8700,4777 Avenue Pierre-De Coubertin,Biodome,Mercier–Hochelaga-Maisonneuve,X,45.55979,-73.55055,300853.688354616,5046654.42466565
9699,1635 boul. du Tricentenaire,Parc,Rivière-des-Prairies–Pointe-aux-Trembles,X,45.65187,-73.50273,304587.224148101,5056886.26618692
A10004,3776 Ontario Est,Café,Mercier–Hochelaga-Maisonneuve,X,45.54676,-73.543473,301405.387619964,5045206.0578872
A10118,12030 rue Bellerive,Parc,Rivière-des-Prairies–Pointe-aux-Trembles,X,45.639343,-73.48795,305739.384816527,5055494.16659207
A10119,5250 avenue Gatineau,Parc,Côte-des-Neiges–Notre-Dame-de-Grâce,X,45.49642,-73.62064,295371.356736749,5039617.89081157
A10120,1225 rue Alexandre DeSeve,Parc,Ville-Marie,X,45.520664,-73.552055,300733.37721155,5042306.37967102
A10125,7950 rue Jacques-Rousseau,Parc,Rivière-des-Prairies–Pointe-aux-Trembles,X,45.638058,-73.59947,297045.415550206,5055356.10232593
1714,"4815 RUE BUCHAN, H4P 1S4",Chalet,Côte-des-Neiges–Notre-Dame-de-Grâce,X,45.498978,-73.64971,293099.914931752,5039905.98523209
3444,7560 Boul. Lacordaire Saint-Léonard H1S 2A6,Chalet,Saint-Léonard,X,45.58278,-73.58266,298349.573483497,5049211.42589844
499,"6100 Ave. Pierre-de-Coubertin, Montréal, H1N 1S4",Piscine,Mercier–Hochelaga-Maisonneuve,X,45.576336,-73.537575,301867.475145896,5048492.65465964
315,10560 Rue Saint-Hubert H2C 2H7,Aréna,Ahuntsic-Cartierville,X,45.5572,-73.663994,291996.812049846,5046378.43257533
482,11301 Boulevard de l' Acadie H3M 2T1,Aréna,Ahuntsic-Cartierville,X,45.536633,-73.68508,290345.335127277,5044096.37457149
608,850 Avenue Emile-Journault H2M 2E7,Aréna,Ahuntsic-Cartierville,X,45.551357,-73.63767,294050.841088022,5045725.22866572
8091,8200 Avenue Chénier H1K 1A7,Aréna,Anjou,X,45.601574,-73.5414,301570.402344592,5051297.555355
3035,8750 Avenue Chaumont H1K 4E8,Aréna,Anjou,X,45.610912,-73.54567,301237.892396925,5052335.49156978
297,4985 Avenue West Hill H4V 2W6,Aréna,Côte-des-Neiges–Notre-Dame-de-Grâce,X,45.471367,-73.63867,293957.413742258,5036836.02228373
610,4988 Rue Vézina H3W 1C1,Aréna,Côte-des-Neiges–Notre-Dame-de-Grâce,X,45.49488,-73.64469,293491.41601368,5039449.85408986
3130,183 Rue des Érables  H8R 1N3,Aréna,Lachine,X,45.445747,-73.65152,292947.307734134,5033990.69533843
3207,1925 Rue Saint-Antoine H8S 1V5,Aréna,Lachine,X,45.43936,-73.68187,290571.565635782,5033285.83450408
3073,8681 Boulevard Champlain H8P 1B8,Aréna,LaSalle,X,45.418476,-73.62249,295213.57138385,5030956.22410356
450,2800 Rue Viau H1V 3J3,Aréna,Mercier–Hochelaga-Maisonneuve,X,45.562687,-73.54784,301065.443187272,5046976.24330364
481,3175 Rue de Rouen H1W 1K8,Aréna,Mercier–Hochelaga-Maisonneuve,X,45.541615,-73.55132,300792.284885991,5044634.64917921
276,6750 Rue de Marseille H1N 1M5,Aréna,Mercier–Hochelaga-Maisonneuve,X,45.583035,-73.53788,301844.023088179,5049237.13906254
480,8780 Avenue Dubuisson H1L 2W6,Aréna,Mercier–Hochelaga-Maisonneuve,X,45.601505,-73.51655,303508.939449492,5051289.18677538
3089,11212 Avenue Garon H1H 1M6,Aréna,Montréal-Nord,X,45.5947285,-73.6376267,294062.49008471,5050545.17815684
3211,12000 Boulevard Rolland H1G 3W1,Aréna,Montréal-Nord,X,45.616253,-73.62134,295336.783344326,5052935.1979542
3088,3700 Rue Fleury H1H 5P9,Aréna,Montréal-Nord,X,45.58308,-73.63715,294097.46824531,5049250.59141255
479,4355-4365 Rue Cartier H2H 2N9,Aréna,Le Plateau-Mont-Royal,X,45.533234,-73.571815,299190.94271844,5043704.48644016
609,5633 Rue Saint-Dominique H2T 1V7,Aréna,Le Plateau-Mont-Royal,X,45.527367,-73.59944,297032.50509678,5043054.78193956
763,1515 Boulevard du Tricentenaire H1B 3A9,Aréna,Rivière-des-Prairies–Pointe-aux-Trembles,X,45.65146,-73.499794,304816.055730883,5056840.69788941
528,9175 Boulevard Perras H1V 3J3,Aréna,Rivière-des-Prairies–Pointe-aux-Trembles,X,45.651707,-73.57769,298744.833780543,5056871.0834914
3112,2345 Boulevard Thimens H4R 1T4,Aréna,Saint-Laurent,X,45.507698,-73.70097,289096.285576475,5040883.7871122
3148,5300 Boulevard Robert H1R 1P9,Aréna,Saint-Léonard,X,45.58546,-73.59892,297081.081183189,5049510.69596781
3149,7755 Rue Colbert H1R 2B6,Aréna,Saint-Léonard,X,45.574074,-73.595245,297366.346201107,5048245.00004844
3234,4110 Boulevard LaSalle H4G 2A5,Aréna,Verdun,X,45.462368,-73.565216,299699.959367688,5035828.6803348
601,1696 Rue Montcalm H2L 3H4,Aréna,Ville-Marie,X,45.519817,-73.55968,300137.629635303,5042212.66628188
196,3440 Rue Jarry E H1Z 2E9,Aréna,Villeray–Saint-Michel–Parc-Extension,X,45.565605,-73.6075,296408.610568562,5047305.03342075
64,8650 Avenue Querbes H3N 2X4,Aréna,Villeray–Saint-Michel–Parc-Extension,X,45.534313,-73.64431,293528.990232513,5043832.01811639
8142,555 Rue Chabanel O H2N 2H8,BAM,Ahuntsic-Cartierville,X,45.53813,-73.65528,292673.023425509,5044257.80428354
8064,5160 Boulevard Décarie,BAM,Côte-des-Neiges–Notre-Dame-de-Grâce,X,45.483864,-73.63085,294571.119670525,5038223.78856537
3018,1800 Boulevard Saint-Joseph H8S 2N4,BAM,Lachine,X,45.433315,-73.681,290638.117302179,5032613.905023
3068,55 Avenue Dupras H8R 4A8,BAM,LaSalle,X,45.42832,-73.66123,292183.85760685,5032055.52403646
8163,6854 Rue Sherbrooke E H1N 1E1,BAM,Mercier–Hochelaga-Maisonneuve,X,45.585342,-73.54174,301542.940265836,5049493.67025736
3084,4243 Rue de Charleroi H1H 5R5,BAM,Montréal-Nord,X,45.594112,-73.6378,294048.851658332,5050476.68832698
3100,13665 Boulevard de Pierrefonds H9A 2Z4,BAM,Pierrefonds-Roxboro,X,45.4955,-73.84816,277589.044977178,5039567.53459236
8061,201 Avenue Laurier E H2T 3E6,BAM,Le Plateau-Mont-Royal,X,45.525127,-73.59116,297678.992960172,5042805.08096653
1043,12090 Rue Notre-Dame E H1B 2Z1,BAM,Rivière-des-Prairies–Pointe-aux-Trembles,X,45.640568,-73.48938,305627.887913383,5055630.28895664
8634,8910 Boulevard Maurice-Duplessis H1E 6X5,BAM,Rivière-des-Prairies–Pointe-aux-Trembles,X,45.641273,-73.57608,298869.216371695,5055711.39827916
8619,5650 Rue d'Iberville H2G 2B3,BAM,Rosemont–La Petite-Patrie,X,45.54433,-73.58167,298422.479772897,5044938.33388618
3144,8400 Boulevard Lacordaire H1R 3B1,BAM,Saint-Léonard,X,45.586353,-73.59682,297245.068028046,5049609.73700358
8124,815 Rue Bel-Air H4C 1H2,BAM,Le Sud-Ouest,X,45.482735,-73.5844,298202.103550159,5038093.45912978
8062,800 Boulevard de Maisonneuve E H2L 4L8,BAM,Ville-Marie,X,45.516518,-73.559733,300133.216424975,5041846.04888889
8140,405 Avenue Ogilvy H3N 1M3,BAM,Villeray–Saint-Michel–Parc-Extension,X,45.530724,-73.62521,295020.130939136,5043430.66471027
409,4170 Rue De Salaberry  H4J 1H1,Bibliothèque,Ahuntsic-Cartierville,X,45.534496,-73.703926,288872.867841194,5043862.45342642
8080,5900 Rue De Salaberry H4J 1J8,Bibliothèque,Ahuntsic-Cartierville,X,45.527256,-73.71284,288174.529194426,5043059.67188856
3034,7070 Rue Jarry E H1J 1G3,Bibliothèque,Anjou,X,45.601135,-73.57625,298851.7212379,5051250.76251255
1033,6400 Avenue de Monkland H4B 1H3,Bibliothèque,Côte-des-Neiges–Notre-Dame-de-Grâce,X,45.467464,-73.6302,294618.979100251,5036401.17476808
3342,500 Montée de l' Église    H9C 1G9,Bibliothèque,L'Île-Bizard–Sainte-Geneviève,X,45.488613,-73.8823,274917.141893973,5038814.31134403
3129,183 Rue des Érables    H8R 1N3,Bibliothèque,Lachine,X,45.445747,-73.65152,292947.307734134,5033990.69533843
3052,183 Rue des Érables  H8R 1N3,Bibliothèque,Lachine,X,45.445747,-73.65152,292947.307734134,5033990.69533843
3029,3100 Rue Saint-Antoine H8S 4E3,Bibliothèque,Lachine,X,45.440086,-73.69183,289792.546581073,5033368.32491639
3071,1080 Avenue Dollard  H8N 2T9,Bibliothèque,LaSalle,X,45.424294,-73.62374,295116.737290666,5031602.92173802
1758,2101 avenue Dollard  J3V 5J5,Bibliothèque,LaSalle,X,45.43262,-73.63397,294317.730764752,5032529.46452359
712,1870 Rue Davidson H1W 2Y6,Bibliothèque,Mercier–Hochelaga-Maisonneuve,X,45.54253,-73.54532,301260.898230123,5044736.05223401
8786,4115 rue Ontario Est,Bibliothèque,Mercier–Hochelaga-Maisonneuve,X,45.55073,-73.54175,301540.158484235,5045647.17806676
8512,6473 Rue Sherbrooke E H1N 1C5,Bibliothèque,Mercier–Hochelaga-Maisonneuve,X,45.581635,-73.54422,301349.193563536,5049081.80738335
3087,10400 Avenue de Belleville H1H 4Z7,Bibliothèque,Montréal-Nord,X,45.581947,-73.64229,293696.143834054,5049125.37744616
3878,"12576 Boulevard Lacordaire, Montréal, H1G 4L8 ",Bibliothèque,Montréal-Nord,X,45.61614,-73.63201,294504.61730355,5052923.95480379
3086,4740 Rue de Charleroi H1H 1V2,Bibliothèque,Montréal-Nord,X,45.596466,-73.631386,294549.700137486,5050737.45393732
3085,5400 Boulevard Henri-Bourassa H1G 2W8,Bibliothèque,Montréal-Nord,X,45.604626,-73.62513,295039.187500318,5051643.51371337
3094,41 Avenue Saint-Just H2V 4T7,Bibliothèque,Outremont,X,45.51791,-73.60841,296330.418195453,5042004.72416053
3101,13555 Boulevard de Pierrefonds    H9A 1A6,Bibliothèque,Pierrefonds-Roxboro,X,45.496117,-73.84749,277641.706386986,5039635.8752792
3108,110 Rue Cartier H8Y 1G8,Bibliothèque,Pierrefonds-Roxboro,X,45.50262,-73.81463,280212.729888302,5040347.97273258
3225,13850 Boul. Gouin O.,Bibliothèque,Pierrefonds-Roxboro,X,45.49678,-73.84934,277497.438933087,5039710.18177209
2369,5434 Avenue du Parc H2V 4G7,Bibliothèque,Le Plateau-Mont-Royal,X,45.52172,-73.601654,296858.769820005,5042427.44224977
2459,9001 Boulevard Perras H1E 3J7,Bibliothèque,Rivière-des-Prairies–Pointe-aux-Trembles,X,45.64998,-73.578964,298645.348946918,5056679.25321534
183,3131 Boulevard Rosemont H1Y 1M4,Bibliothèque,Rosemont–La Petite-Patrie,X,45.55184,-73.58225,298378.043457261,5045772.97673647
240,500 Boulevard Rosemont H2S 0C4,Bibliothèque,Rosemont–La Petite-Patrie,X,45.531723,-73.59573,297322.879195451,5043538.51640697
3111,1380 Rue de l'Eglise H4L 2H2,Bibliothèque,Saint-Laurent,X,45.512463,-73.67651,291008.743723847,5041408.83325352
850,2727 Boulevard Thimens H4R 1T4,Bibliothèque,Saint-Laurent,X,45.502766,-73.705536,288738.097704121,5040336.59422563
3150,8420 Boulevard Lacordaire H1R 3G5,Bibliothèque,Saint-Léonard,X,45.58676,-73.597496,297192.374256037,5049655.03167051
266,1050 Rue d'Hibernia H3K 2V3,Bibliothèque,Le Sud-Ouest,X,45.479164,-73.56367,299822.338786059,5037695.12057556
353,2450 Rue Workman / 530 rue Vinet H3J 1L8,Bibliothèque,Le Sud-Ouest,X,45.48357,-73.57511,298928.427935829,5038185.53194504
8134,4707 Rue Notre-Dame O H4C 1S9,Bibliothèque,Le Sud-Ouest,X,45.472713,-73.59156,297641.107844425,5036980.32714391
8135,2093 Rue de la Visitation H2L 3C9,Bibliothèque,Ville-Marie,X,45.52287,-73.562836,299891.339482472,5042552.13684951
194,7601 Rue François-Perrault H2A 3L6,Bibliothèque,Villeray–Saint-Michel–Parc-Extension,X,45.562283,-73.60195,296841.371381669,5046935.28854964
142,6767 Chemin de la Cote-des-Neiges H3S 2B6,"Bibliothèque, Centre communautaire",Côte-des-Neiges–Notre-Dame-de-Grâce,X,45.503334,-73.63693,294099.518298846,5040388.28756006
8742,419 - 421 Rue Saint-Roch H3N 1K2,"Bibliothèque, Centre communautaire",Villeray–Saint-Michel–Parc-Extension,X,45.53138,-73.62886,294735.154733319,5043504.01775605
575,7355 Avenue Christophe-Colomb H2R 2S5,"Bibliothèque, Centre communautaire",Villeray–Saint-Michel–Parc-Extension,X,45.543957,-73.61472,295841.582532229,5044900.03909803
3134,5955 Rue Bannantyne H4H 1H6,"Bibliothèque, Maison de la culture",Verdun,X,45.44855,-73.5779,298706.553522775,5034293.97506159
978,10300 Rue Lajeunesse H3L 2E5,"Bibliothèque, Maison de la culture",Ahuntsic-Cartierville,X,45.55348,-73.662766,292091.844877683,5045964.82818651
03031B,7500 Goncourt  Édifice Caserne 28,"Bibliothèque, Maison de la culture",Anjou,X,45.602902,-73.558411,300243.488459289,5051445.96507349
00151B,3755 Rue Botrel H4A 3G8,"Bibliothèque, Maison de la culture",Côte-des-Neiges–Notre-Dame-de-Grâce,X,45.475571,-73.61437,295858.09187027,5037300.22139498
709,5290 Chemin de la Côte-des-Neiges H3T 1Y3,"Bibliothèque, Maison de la culture",Côte-des-Neiges–Notre-Dame-de-Grâce,X,45.495956,-73.6222,295249.356192805,5039566.51060119
3284,12004 Boulevard Rolland  H1G 3W1,"Bibliothèque, Maison de la culture",Montréal-Nord,X,45.61645,-73.62096,295366.452293771,5052957.04631239
8609,465 Avenue du Mont-Royal E H2J 1W4,"Bibliothèque, Maison de la culture",Le Plateau-Mont-Royal,X,45.524887,-73.5825,298355.445594141,5042777.67801629
986,14001 Rue Notre-Dame E H1A 1T9,"Bibliothèque, Maison de la culture",Rivière-des-Prairies–Pointe-aux-Trembles,X,45.667965,-73.49488,305198.937829451,5058674.96994878
104,6707 avenue De Lorimier H2G 2P8,"Bibliothèque, Maison de la culture",Rosemont–La Petite-Patrie,X,45.54742,-73.598139,297136.853600005,5045283.17010522
317,6052 Boulevard Monk H4E 3H6,"Bibliothèque, Maison de la culture",Le Sud-Ouest,X,45.45794,-73.59578,297309.19824149,5035338.99184131
864,10851 Avenue Saint-Charles   H1B 1A4,Centre communautaire,Ahuntsic-Cartierville,X,45.56134,-73.66745,291727.958456337,5046839.0745073
373,"9300 rue Saint-Denis, Montréal Québec, H2M 1P1",Centre communautaire,Ahuntsic-Cartierville,X,45.54775,-73.64939,293135.007192496,5045326.01418934
3036,7501 Avenue Rondeau    H3N 2G6,Centre communautaire,Anjou,X,45.616,-73.55064,300850.606128997,5052901.16731482
1062,7800 Boulevard Métropolitain  E  H3N 2G6,Centre communautaire,Anjou,X,45.606346,-73.5638,299823.409143399,5051829.0256661
566,"3220 avenue Appleton, Montréal H3S 2T3",Centre communautaire,Côte-des-Neiges–Notre-Dame-de-Grâce,X,45.5052,-73.631714,294507.465954654,5040594.9754901
164,"3501 av. Marcil, Montréal, H4A 1W4",Centre communautaire,Côte-des-Neiges–Notre-Dame-de-Grâce,X,45.4729,-73.61482,295822.484972424,5037003.44352668
8616,4410 avenue West Hill,Centre communautaire,Côte-des-Neiges–Notre-Dame-de-Grâce,X,45.46791,-73.63224,294459.542351494,5036450.99908669
152,5311 Chemin de la Côte-Saint-Antoine   H4A 1P9,Centre communautaire,Côte-des-Neiges–Notre-Dame-de-Grâce,X,45.476128,-73.613686,295911.657315002,5037362.04490301
8490,5347 Chemin de la Côte-des-Neiges,Centre communautaire,Côte-des-Neiges–Notre-Dame-de-Grâce,X,45.49663,-73.62229,295242.43618594,5039641.42316607
256,5600 Chemin Upper Lachine   H4A 2A7,Centre communautaire,Côte-des-Neiges–Notre-Dame-de-Grâce,X,45.469646,-73.608185,296340.773776801,5036641.10717792
1102,6600  Avenue  Victoria CENTRE COMMUNAUTAIRE ABE LIMONCHIK,Centre communautaire,Côte-des-Neiges–Notre-Dame-de-Grâce,X,45.49834,-73.646095,293382.304230608,5039834.56387778
8029,6650 Chemin de la Côte-Saint-Luc   CENTRE COMMUNAUTAIRE WALKLEY,Centre communautaire,Côte-des-Neiges–Notre-Dame-de-Grâce,X,45.470226,-73.64912,293140.094590592,5036710.68603105
8538,7405 Avenue Harley,Centre communautaire,Côte-des-Neiges–Notre-Dame-de-Grâce,X,45.4548,-73.63884,293940.941419756,5034994.95935193
3126,69 Avenue Saint-Pierre    H8S 1H2,Centre communautaire,Lachine,X,45.4441,-73.64878,293161.30628553,5033807.26503685
1745,"8700 Rue Hardy, Montréal, H8N 1S2 ",Centre communautaire,LaSalle,X,45.436653,-73.635155,294225.765548557,5032977.80353263
465,1855 rue de Ville-Marie  H1V 3K3,Centre communautaire,Mercier–Hochelaga-Maisonneuve,X,45.55975,-73.5335,302184.737208741,5046649.28234709
8073,1884 Rue Saint-Germain,Centre communautaire,Mercier–Hochelaga-Maisonneuve,X,45.5412,-73.54648,301170.226636176,5044588.2994665
8312,1905 Rue de Cadillac H1N 2T4,Centre communautaire,Mercier–Hochelaga-Maisonneuve,X,45.570435,-73.52712,302683.209485525,5047836.5365057
890,4240 Rue Ontario E  H1V 1K1,Centre communautaire,Mercier–Hochelaga-Maisonneuve,X,45.55162,-73.54014,301665.916808071,5045746.02091269
84,4375 Rue Ontario E  H1V 1K5,Centre communautaire,Mercier–Hochelaga-Maisonneuve,X,45.553772,-73.54041,301644.955945839,5045985.1864015
8023,5055 Rue Joffre   H1K 2V8,Centre communautaire,Mercier–Hochelaga-Maisonneuve,X,45.60729,-73.53281,302240.764769092,5051932.47851903
640,5900 Avenue Pierre-De Coubertin   H1N 1R8,Centre communautaire,Mercier–Hochelaga-Maisonneuve,X,45.573357,-73.53943,301722.539752966,5048161.66222021
8647,7958 Rue Hochelaga   H1L 2K8,Centre communautaire,Mercier–Hochelaga-Maisonneuve,X,45.594193,-73.52381,302942.347762452,5050476.72958051
8161,8695 Rue Hochelaga   H1L 6J5,Centre communautaire,Mercier–Hochelaga-Maisonneuve,X,45.601265,-73.52035,303212.495817693,5051262.58319855
3191,11121 Avenue Salk  H1G 4Y3,Centre communautaire,Montréal-Nord,X,45.601723,-73.623314,295180.349135049,5051320.6767732
3185,4251 Boulevard Gouin E  H1H 5L9,Centre communautaire,Montréal-Nord,X,45.599575,-73.64346,293608.344822843,5051084.57851163
3096,999 Avenue McEachran H2V 3E6,Centre communautaire,Outremont,X,45.52002,-73.6195,295464.355729836,5042240.43960109
3975,17760 Rue Meloche  H9J 3P9,Centre communautaire,Pierrefonds-Roxboro,X,45.45798,-73.884155,274755.871533147,5035410.76147304
3974,14068 Boul. Gouin O.,Centre communautaire,Pierrefonds-Roxboro,X,45.495487,-73.85075,277386.613463466,5039566.97043436
230,1115 avenue Laurier Est,Centre communautaire,Le Plateau-Mont-Royal,X,45.532333,-73.58676,298023.566393796,5043605.51011283
976,2275 Boulevard Saint-Joseph E  H2H 1G4,Centre communautaire,Le Plateau-Mont-Royal,X,45.539764,-73.575966,298867.418635248,5044430.47121338
65,3819 Avenue Calixa-Lavallée   H2L 3A7,Centre communautaire,Le Plateau-Mont-Royal,X,45.527065,-73.56943,299376.628526732,5043018.75530336
159,5115 Rue Rivard   H1X 2X2,Centre communautaire,Le Plateau-Mont-Royal,X,45.527817,-73.589325,297822.66742716,5043103.86212253
868,12085 - 12125 Rue Notre-Dame E  H1B 2Y9,Centre communautaire,Rivière-des-Prairies–Pointe-aux-Trembles,X,45.641125,-73.49042,305546.806744125,5055692.1799236
8070,14115 Rue Prince-Arthur   H1A 1A8,Centre communautaire,Rivière-des-Prairies–Pointe-aux-Trembles,X,45.671562,-73.50914,304087.879255978,5059074.74593502
8618,"15912 Rue Notre-Dame E, Montréal, H1A 1X6",Centre communautaire,Rivière-des-Prairies–Pointe-aux-Trembles,X,45.645096,-73.48976,305598.200502414,5056133.49634585
321,7650 Boulevard Maurice-Duplessis   H1E 7R8,Centre communautaire,Rivière-des-Prairies–Pointe-aux-Trembles,X,45.62701,-73.595,297392.437086927,5054127.88190153
8707,9140 Boulevard Perras   H1E 1P6,Centre communautaire,Rivière-des-Prairies–Pointe-aux-Trembles,X,45.650295,-73.57739,298768.064242345,5056714.14052626
795,5350 Rue Lafond   H2J 3C6,Centre communautaire,Rosemont–La Petite-Patrie,X,45.55211,-73.57118,299242.399043979,5045802.15606632
3110,1375 Rue Grenet,Centre communautaire,Saint-Laurent,X,45.514133,-73.6907,289900.477159936,5041596.95612965
3180,"5555, rue Jean-Talon Saint-Léonard H1S 1L8",Centre communautaire,Saint-Léonard,X,45.58212,-73.58093,298484.501150775,5049137.94109174
3179,"8181-8180 , rue Collerette Saint-Léonard H1P 2V5",Centre communautaire,Saint-Léonard,X,45.585773,-73.59354,297500.933539475,5049544.97667618
1710,"2401 Rue Mullins, Montréal, H3K 1P1 ",Centre communautaire,Le Sud-Ouest,X,45.47822,-73.56493,299723.748398269,5037590.29265937
1094,"3558 Rue St-Patrick, H4E 1A2",Centre communautaire,Le Sud-Ouest,X,45.472157,-73.57883,298636.380312574,5036917.48380972
869,"5550 Rue Angers, Montréal, QC H4E 4A5",Centre communautaire,Le Sud-Ouest,X,45.4628,-73.58421,298214.635353921,5035878.06897672
3235,260 Rue Elgar H3E 1C9 ,Centre communautaire,Verdun,X,45.45718,-73.54724,301105.384938855,5035251.15637973
3236,4501 Rue Bannantyne  H4G 1E3,Centre communautaire,Verdun,X,45.459385,-73.57644,298821.901623394,5035497.95394581
3241,"1550 Rue Metcalfe, 11E et 14E    H3A 1X6",Centre communautaire,Ville-Marie,X,45.50092,-73.57371,299039.639067138,5040113.54098346
365,1552 Rue Dufresne H2K 3J5,Centre communautaire,Ville-Marie,X,45.528954,-73.54889,300981.193187393,5043227.49957879
8496,1700 rue Atateken,Centre communautaire,Ville-Marie,X,45.518684,-73.56062,300064.099129537,5042086.81008029
569,2040 Rue Alexandre-DeSève   H2L 2W4,Centre communautaire,Ville-Marie,X,45.524544,-73.56128,300013.034000245,5042738.07603043
2390,2633 Rue Ontario E  H2K 1W8,Centre communautaire,Ville-Marie,X,45.534023,-73.55225,300719.109580699,5043790.98816738
431,"1196 VOIE CAMILLIEN-HOUDE, MONTREAL, H3H1A1",Centre communautaire,Ville-Marie,X,45.503902,-73.587456,297965.764073014,5040446.00970356
8375,215 Rue De Castelnau E  H2R 1P6,Centre communautaire,Villeray–Saint-Michel–Parc-Extension,X,45.53756,-73.61855,295541.450212812,5044189.56721687
2483,2235 Rue Michel-Jurdant H1Z 4N1,Centre communautaire,Villeray–Saint-Michel–Parc-Extension,X,45.557964,-73.62112,295344.159377867,5046457.39116876
8542,4121 Rue 42e   H2V 2B6,Centre communautaire,Villeray–Saint-Michel–Parc-Extension,X,45.579212,-73.62067,295382.84217364,5048818.66609932
867,660 Rue Villeray   H1J 1G4,Centre communautaire,Villeray–Saint-Michel–Parc-Extension,X,45.54327,-73.62149,295312.80166688,5044824.4697578
24,821 Avenue Ogilvy   H3N 1N9,Centre communautaire,Villeray–Saint-Michel–Parc-Extension,X,45.526608,-73.62703,294877.251185331,5042973.47285985
86,"4920 RUE VÉZINA, MONTREAL, H3W 1C1","Centre communautaire, Chalet",Côte-des-Neiges–Notre-Dame-de-Grâce,X,45.49488,-73.64469,293491.41601368,5039449.85408986
