cod_geo_n,an_profil,an_donnee,RFU3000,RFU3001,RFU0700,RFU0702,PRR0202,PRR0203,RFU0400,RFU0401,RFU0500,RFU0501,RFU0600,RFU0601,PRC1400,PRC1401,PRC1500,PRC1501,PRC1600,PRC1601,PRC2200,PRC2201,PRC2300,PRC2000,RAT0130,RAT0131,RAT0200,RAT0201,PRC3300,PRC3302,PRC3301,PRC3400,PRC3402,PRC3401,IND0102,IND0200,IND0400,nom_mun,classe_population,designation,cod_mrc,nom_mrc,cod_ra,nom_ra,population 
76055,2015,2015,130151126.4,0,125308320,0,96977760,0,23657040,0,119520,0,4554000,0,0.7739,0,0.1888,0,0.001,0,0.0363,0,150999,114504,164125,0,1.3744,0,2090,0,0,1585,0,0,137,127,101,Grenville,1 @ 1 999,VL,AR760,Argenteuil,15,Laurentides,1674
76065,2015,2015,289687997.2,0,289686492,0,234205907,0,5059934,0,12111228,0,38309423,0,0.8085,0,0.0175,0,0.0418,0,0.1322,0,219968,211245,100586,0,0.7406,0,1640,0,0,1575,0,0,84,68,61,Harrington,1 @ 1 999,CT,AR760,Argenteuil,15,Laurentides,850
77011,2015,2015,291639915,0,291639915,0,223110825,0,49514325,0,0,0,19014765,0,0.765,0,0.1698,0,0,0,0.0652,0,600812,591174,323685,0,1.1107,1.1107,6673,0,6673,6566,0,6566,269,103,86,Esterel,1 @ 1 999,V,AR770,Les Pays-d'en-Haut,15,Laurentides,204
77012,2015,2015,557120147.9,0,555544656,0,476917740,0,17581428,0,1073628,0,59971860,0,0.8585,0,0.0316,0,0.0019,0,0.108,0,241920,219423,129292,0,1.0165,1.0165,2486,0,2486,2255,0,2255,71,99,103,Sainte-Marguerite-du-Lac-Masson,2 000 @ 9 999,V,AR770,Les Pays-d'en-Haut,15,Laurentides,2845
77022,2015,2015,1851680030.8,0,1817641300,0,1543369200,0,132128100,0,712900,0,141431100,0,0.8491,0,0.0727,0,0.0004,0,0.0778,0,244463,200782,184854,0,1.1386,0,2783,0,0,2286,0,0,73,104,99,Sainte-Adele,10 000 @ 24 999,V,AR770,Les Pays-d'en-Haut,15,Laurentides,12627
77030,2015,2015,656477086.34,0,651162704,0,537928418,0,76517258,0,2132409,0,34584619,0,0.8261,0,0.1175,0,0.0033,0,0.0531,0,259357,243683,236143,0,0.798,0,2074,0,0,1949,0,0,129,78,74,Piedmont,2 000 @ 9 999,M,AR770,Les Pays-d'en-Haut,15,Laurentides,2978
77035,2015,2015,772795080,0,772795080,0,706071600,0,12597012,0,168264,0,53958204,0,0.9137,0,0.0163,0,0.0002,0,0.0698,0,368851,336314,234749,0,0.6051,0,2246,0,0,2048,0,0,128,59,46,Sainte-Anne-des-Lacs,2 000 @ 9 999,P,AR770,Les Pays-d'en-Haut,15,Laurentides,3599
77043,2015,2015,2251441132.3,0,2245370748,0,1782249376,0,320577200,0,405923,0,142138249,0,0.7937,0,0.1428,0,0.0002,0,0.0633,0,318341,267615,262988,0,0.6461,0,2074,0,0,1744,0,0,104,59,63,Saint-Sauveur,10 000 @ 24 999,V,AR770,Les Pays-d'en-Haut,15,Laurentides,10208
77050,2015,2015,856803630.65,0,854260061,0,736369763,0,42327541,0,264298,0,75298459,0,0.862,0,0.0495,0,0.0003,0,0.0881,0,333998,294922,195707,0,0.8211,0,2749,0,0,2428,0,0,107,80,73,Morin-Heights,2 000 @ 9 999,M,AR770,Les Pays-d'en-Haut,15,Laurentides,4074
77055,2015,2015,87945795,0,87945795,0,82489785,0,838845,0,0,0,4617165,0,0.938,0,0.0095,0,0,0,0.0525,0,207140,192995,149061,0,1.0478,0,2176,0,0,2027,0,0,124,97,81,Lac-des-Seize-Iles,1 @ 1 999,M,AR770,Les Pays-d'en-Haut,15,Laurentides,205
77060,2015,2015,490430400,0,490429700,0,405224100,0,9578500,0,266400,0,75360700,0,0.8263,0,0.0195,0,0.0005,0,0.1537,0,270800,261732,103619,0,0.8361,0,2338,0,0,2260,0,0,86,77,57,Wentworth-Nord,1 @ 1 999,M,AR770,Les Pays-d'en-Haut,15,Laurentides,1473
77065,2015,2015,980414068.92,0,979808544,0,852587840,0,20307352,0,727376,0,106185976,0,0.8702,0,0.0207,0,0.0007,0,0.1084,0,296926,279936,124056,0,0.9927,0,2951,0,0,2782,0,0,68,97,86,Saint-Adolphe-d'Howard,2 000 @ 9 999,M,AR770,Les Pays-d'en-Haut,15,Laurentides,3663
78005,2015,2015,438545662.3,0,435304200,0,391972100,0,19454400,0,510400,0,23367300,0,0.9005,0,0.0447,0,0.0012,0,0.0537,0,219394,179347,146475,0,1.1668,0,2559,0,0,2092,0,0,80,114,101,Val-Morin,2 000 @ 9 999,M,AR780,Les Laurentides,15,Laurentides,2773
78010,2015,2015,627819753.1,0,623395500,0,528688100,0,55665900,0,4338700,0,34702800,0,0.8481,0,0.0893,0,0.007,0,0.0557,0,206902,161991,150304,0,1.065,0,2204,0,0,1725,0,0,82,104,99,Val-David,2 000 @ 9 999,VL,AR780,Les Laurentides,15,Laurentides,4639
78015,2015,2015,230520386,0,230520386,0,210488843,0,3826553,0,220420,0,15984570,0,0.9131,0,0.0166,0,0.001,0,0.0693,0,197875,189282,169251,0,0.7612,0,1509,0,0,1443,0,0,141,70,62,Lantier,1 @ 1 999,M,AR780,Les Laurentides,15,Laurentides,838
78020,2015,2015,194399597.3,0,194398000,0,166412600,0,6504000,0,880200,0,20601200,0,0.856,0,0.0335,0,0.0045,0,0.106,0,170910,164596,80764,0,1.031,0,1762,0,0,1697,0,0,67,95,75,Sainte-Lucie-des-Laurentides,1 @ 1 999,M,AR780,Les Laurentides,15,Laurentides,1276
78032,2015,2015,1603594250.2,0,1523297152,0,1185763176,0,230999496,0,696072,0,105838408,0,0.7784,0,0.1516,0,0.0005,0,0.0695,0,216997,158341,183520,0,1.0398,1.217,2281,389,2670,1664,284,1948,72,111,108,Sainte-Agathe-des-Monts,10 000 @ 24 999,V,AR780,Les Laurentides,15,Laurentides,10582
78042,2015,2015,267007728,0,267007728,0,237006744,0,2565888,0,0,0,27435096,0,0.8876,0,0.0096,0,0,0,0.1028,0,309631,292169,338842,0,0.4366,0.6138,1369,555,1924,1292,524,1816,282,57,49,Ivry-sur-le-Lac,1 @ 1 999,M,AR780,Les Laurentides,15,Laurentides,444
78047,2015,2015,615294579,0,611665000,0,488804900,0,57175800,0,2093900,0,63590400,0,0.7991,0,0.0935,0,0.0034,0,0.104,0,192194,160748,164738,0,0.8209,0,1612,0,0,1348,0,0,90,80,81,Saint-Faustin--Lac-Carre,2 000 @ 9 999,M,AR780,Les Laurentides,15,Laurentides,3583
78050,2015,2015,84866644,0,84866644,0,73254012,0,80340,0,772603,0,10759689,0,0.8632,0,0.0009,0,0.0091,0,0.1268,0,210496,200060,238389,0,0.5311,0,1117,0,0,1062,0,0,198,49,44,Barkmere,1 @ 1 999,V,AR780,Les Laurentides,15,Laurentides,53
78055,2015,2015,129079600,0,129079600,0,112423100,0,4184100,0,2399300,0,10073100,0,0.871,0,0.0324,0,0.0186,0,0.078,0,171503,165250,110230,0,0.558,0,958,0,0,923,0,0,92,52,67,Montcalm,1 @ 1 999,M,AR780,Les Laurentides,15,Laurentides,663
78060,2015,2015,95654493.855,0,94464675,0,63823565,0,5229180,0,16378190,0,9033740,0,0.6756,0,0.0554,0,0.1734,0,0.0956,0,174581,173439,152074,0,0.9233,0,1694,0,0,1683,0,0,127,85,73,Arundel,1 @ 1 999,CT,AR780,Les Laurentides,15,Laurentides,563
78065,2015,2015,108996344.18,0,99997802,0,85692072,0,3772696,0,5370062,0,5162972,0,0.8569,0,0.0377,0,0.0537,0,0.0516,0,186682,154951,158195,0,0.9172,0,1719,0,0,1427,0,0,132,85,79,Huberdeau,1 @ 1 999,M,AR780,Les Laurentides,15,Laurentides,893
78070,2015,2015,338788222.08,0,337720950,0,299070240,0,9980460,0,4457040,0,24213210,0,0.8856,0,0.0296,0,0.0132,0,0.0717,0,179896,163326,128572,0,0.726,0,1306,0,0,1186,0,0,107,67,66,Amherst,1 @ 1 999,CT,AR780,Les Laurentides,15,Laurentides,1492
78075,2015,2015,106964500,0,106964500,0,85700900,0,3620000,0,13428800,0,4214800,0,0.8012,0,0.0338,0,0.1255,0,0.0394,0,176761,147202,143963,0,1.0721,0,1894,0,0,1577,0,0,120,99,82,Brebeuf,1 @ 1 999,P,AR780,Les Laurentides,15,Laurentides,1053
78095,2015,2015,525491935,0,522897200,0,380532000,0,68350500,0,480400,0,73534300,0,0.7277,0,0.1307,0,0.0009,0,0.1406,0,209807,185939,135471,0,0.7635,0,1618,0,0,1434,0,0,113,71,72,Lac-Superieur,1 @ 1 999,M,AR780,Les Laurentides,15,Laurentides,1912
78100,2015,2015,210393248,0,210393248,0,162908408,0,4477616,0,342056,0,42665168,0,0.7743,0,0.0213,0,0.0016,0,0.2028,0,173913,161655,98085,0,0.9589,0,1668,0,0,1550,0,0,82,89,68,Val-des-Lacs,1 @ 1 999,M,AR780,Les Laurentides,15,Laurentides,717
78102,2015,2015,3638089093.6,0,3603704700,0,2132653100,0,1104950000,0,21223800,0,344877800,0,0.5918,0,0.3066,0,0.0059,0,0.0957,0,298096,228790,304596,0,0.3937,0.7637,1173,1102,2275,900,846,1746,166,74,86,Mont-Tremblant,2 000 @ 9 999,V,AR780,Les Laurentides,15,Laurentides,9620
78115,2015,2015,295585600,0,295585600,0,255225200,0,5097300,0,15760600,0,19502500,0,0.8635,0,0.0172,0,0.0533,0,0.066,0,212579,188470,149739,0,0.9402,0,1999,0,0,1772,0,0,125,87,74,La Conception,1 @ 1 999,M,AR780,Les Laurentides,15,Laurentides,1301
78120,2015,2015,398882993.9,0,394917300,0,327129300,0,33558800,0,9945200,0,24284000,0,0.8283,0,0.085,0,0.0252,0,0.0615,0,172737,140386,147625,0,1.0034,0,1733,0,0,1409,0,0,81,98,104,Labelle,2 000 @ 9 999,M,AR780,Les Laurentides,15,Laurentides,2521
78127,2015,2015,165501900,0,165501900,0,130548900,0,1192200,0,438600,0,33322200,0,0.7888,0,0.0072,0,0.0027,0,0.2013,0,740044,739324,540856,0,0.16,0.53,1177,2737,3914,1176,2734,3910,450,49,51,Lac-Tremblant-Nord,1 @ 1 999,M,AR780,Les Laurentides,15,Laurentides,51
78130,2015,2015,378138495.6,0,377358100,0,329855600,0,7636200,0,8768800,0,31097500,0,0.8741,0,0.0202,0,0.0232,0,0.0824,0,213220,191725,145943,0,0.8893,0,1896,0,0,1705,0,0,121,82,81,La Minerve,1 @ 1 999,M,AR780,Les Laurentides,15,Laurentides,1144
79005,2015,2015,366266007.6,0,364549700,0,307207500,0,17407900,0,3622700,0,36311600,0,0.8427,0,0.0478,0,0.0099,0,0.0996,0,153426,135352,129882,0,0.7296,0,1119,0,0,987,0,0,108,67,71,Notre-Dame-du-Laus,1 @ 1 999,M,AR790,Antoine-Labelle,15,Laurentides,1595
79010,2015,2015,160868570.8,0,160231400,0,131737700,0,7648200,0,192800,0,20652700,0,0.8222,0,0.0477,0,0.0012,0,0.1289,0,177661,160510,123936,0,0.7883,0,1401,0,0,1265,0,0,103,73,78,Notre-Dame-de-Pontmain,1 @ 1 999,M,AR790,Antoine-Labelle,15,Laurentides,726
79015,2015,2015,109119200,0,109119200,0,91911800,0,3698600,0,4581200,0,8927600,0,0.8423,0,0.0339,0,0.042,0,0.0818,0,179737,168363,149889,0,0.8534,0,1534,0,0,1437,0,0,125,79,87,Lac-du-Cerf,1 @ 1 999,M,AR790,Antoine-Labelle,15,Laurentides,416
79022,2015,2015,91554516,0,91463904,0,69465600,0,5881248,0,6122412,0,9994644,0,0.7595,0,0.0643,0,0.0669,0,0.1093,0,152965,134893,109909,0,0.878,0.878,1344,0,1344,1185,0,1185,91,81,94,Saint-Aime-du-Lac-des-Iles,1 @ 1 999,M,AR790,Antoine-Labelle,15,Laurentides,802
79025,2015,2015,96262731,0,95752900,0,68465800,0,5254400,0,15315800,0,6716900,0,0.715,0,0.0549,0,0.16,0,0.0701,0,140646,126549,129734,0,0.9835,0,1383,0,0,1245,0,0,108,91,108,Kiamika,1 @ 1 999,M,AR790,Antoine-Labelle,15,Laurentides,778
79030,2015,2015,445466953.4,0,444665230,0,378815100,0,16869400,0,4267700,0,44713030,0,0.8519,0,0.0379,0,0.0096,0,0.1006,0,177530,157256,120040,0,0.8827,0,1570,0,0,1391,0,0,66,86,80,Nominingue,2 000 @ 9 999,M,AR790,Antoine-Labelle,15,Laurentides,2025
79037,2015,2015,575157769.08,0,526759339,0,412196049,0,55875927,0,9203928,0,49483435,0,0.7825,0,0.1061,0,0.0175,0,0.0939,0,155678,123536,145315,0,1.1334,1.1334,1772,0,1772,1406,0,1406,79,110,103,Riviere-Rouge,2 000 @ 9 999,V,AR790,Antoine-Labelle,15,Laurentides,4537
79047,2015,2015,219115900,0,192429500,0,175852600,0,6223800,0,638600,0,9714500,0,0.9139,0,0.0323,0,0.0033,0,0.0505,0,167090,158708,161590,0,0.816,0.816,1363,0,1363,1295,0,1295,134,75,80,La Macaza,1 @ 1 999,M,AR790,Antoine-Labelle,15,Laurentides,1036
79050,2015,2015,114840880.6,0,113945100,0,99338100,0,3789500,0,1481700,0,9335800,0,0.8718,0,0.0333,0,0.013,0,0.0819,0,117189,105762,83521,0,1.2283,0,1441,0,0,1300,0,0,69,114,122,L'Ascension,1 @ 1 999,M,AR790,Antoine-Labelle,15,Laurentides,829
79060,2015,2015,81635700,0,81635700,0,61305000,0,3589800,0,145000,0,16595900,0,0.751,0,0.044,0,0.0018,0,0.2033,0,137336,124224,88928,0,0.8179,0,1123,0,0,1016,0,0,74,76,70,Lac-Saguay,1 @ 1 999,VL,AR790,Antoine-Labelle,15,Laurentides,438
79065,2015,2015,144732454.2,0,144324000,0,129434700,0,2938900,0,784100,0,11166300,0,0.8968,0,0.0204,0,0.0054,0,0.0774,0,153431,142709,121318,0,0.8842,0,1357,0,0,1262,0,0,101,82,96,Chute-Saint-Philippe,1 @ 1 999,M,AR790,Antoine-Labelle,15,Laurentides,913
79078,2015,2015,239830458.77,0,237295872,0,195118416,0,17263800,0,7814880,0,17098776,0,0.8223,0,0.0728,0,0.0329,0,0.0721,0,141497,118681,108619,0,1.1218,0,1587,0,0,1331,0,0,59,109,118,Lac-des-Ecorces,2 000 @ 9 999,M,AR790,Antoine-Labelle,15,Laurentides,2736
79088,2015,2015,1253764121,0,1141037766,0,822697020,0,232406550,0,32894856,0,53039340,0,0.721,0,0.2037,0,0.0288,0,0.0465,0,162348,116510,178803,0,1.1968,1.1968,1984,0,1984,1424,0,1424,70,109,116,Mont-Laurier,10 000 @ 24 999,V,AR790,Antoine-Labelle,15,Laurentides,13919
79097,2015,2015,251420505.63,0,248605038,0,155981430,0,36545454,0,25945128,0,30133026,0,0.6274,0,0.147,0,0.1044,0,0.1212,0,126531,101583,122346,0,1.2323,0,1565,0,0,1256,0,0,67,120,128,Ferme-Neuve,2 000 @ 9 999,M,AR790,Antoine-Labelle,15,Laurentides,2790
79105,2015,2015,76911601,0,76888775,0,61038340,0,654480,0,4667715,0,10528240,0,0.7939,0,0.0085,0,0.0607,0,0.1369,0,143191,134614,90272,0,1.0067,0,1442,0,0,1355,0,0,75,93,88,Lac-Saint-Paul,1 @ 1 999,M,AR790,Antoine-Labelle,15,Laurentides,490
79110,2015,2015,57471749.2,0,56981200,0,39925500,0,1076600,0,8967700,0,7011400,0,0.7007,0,0.0189,0,0.1574,0,0.123,0,100808,91385,94838,0,1.0732,0,1085,0,0,984,0,0,79,99,99,Mont-Saint-Michel,1 @ 1 999,M,AR790,Antoine-Labelle,15,Laurentides,591
79115,2015,2015,74072426.52,0,73131450,0,50830170,0,3593562,0,9448464,0,9259254,0,0.6951,0,0.0491,0,0.1292,0,0.1266,0,129970,107383,92130,0,1.0487,0,1361,0,0,1125,0,0,77,97,135,Sainte-Anne-du-Lac,1 @ 1 999,M,AR790,Antoine-Labelle,15,Laurentides,588
80005,2015,2015,46250300,0,46227600,0,36084200,0,4052700,0,5235300,0,855400,0,0.7806,0,0.0877,0,0.1133,0,0.0185,0,144484,130987,129191,0,1.1418,0,1650,0,0,1496,0,0,107,106,80,Fassett,1 @ 1 999,M,AR800,Papineau,07,Outaouais,462
80010,2015,2015,108591347.17,0,106015428,0,73423344,0,25565012,0,1129807,0,5897265,0,0.6926,0,0.2411,0,0.0107,0,0.0556,0,164299,130214,144020,0,1.9711,0,3245,0,0,2572,0,0,120,182,149,Montebello,1 @ 1 999,M,AR800,Papineau,07,Outaouais,977
80015,2015,2015,87680528,0,87662848,0,61433944,0,9416472,0,4654104,0,12158328,0,0.7008,0,0.1074,0,0.0531,0,0.1387,0,215466,209146,296218,0,0.9748,0,2100,0,0,2039,0,0,246,90,77,Notre-Dame-de-Bonsecours,1 @ 1 999,M,AR800,Papineau,07,Outaouais,260
80020,2015,2015,72547713,0,72507087,0,54032580,0,3949269,0,11463636,0,3061602,0,0.7452,0,0.0545,0,0.1581,0,0.0422,0,150863,136116,129549,0,0.9281,0,1400,0,0,1263,0,0,108,86,82,Notre-Dame-de-la-Paix,1 @ 1 999,M,AR800,Papineau,07,Outaouais,722
80027,2015,2015,323727431,0,309787600,0,245337600,0,34966700,0,21326400,0,8156900,0,0.792,0,0.1129,0,0.0688,0,0.0263,0,158188,129179,144135,0,1.156,0,1829,0,0,1493,0,0,79,113,122,Saint-Andre-Avellin,2 000 @ 9 999,M,AR800,Papineau,07,Outaouais,3763
80037,2015,2015,204890529.32,0,188350332,0,144948810,0,27127522,0,9144855,0,7129145,0,0.7696,0,0.144,0,0.0486,0,0.0379,0,161170,128623,175721,0,1.4029,0,2261,0,0,1804,0,0,96,137,112,Papineauville,2 000 @ 9 999,M,AR800,Papineau,07,Outaouais,2158
80045,2015,2015,95938134.992,0,92651888,0,75416432,0,6693680,0,8428560,0,2113216,0,0.814,0,0.0722,0,0.091,0,0.0228,0,165880,139579,143620,0,1.2611,0,2096,0,0,1763,0,0,119,117,111,Plaisance,1 @ 1 999,M,AR800,Papineau,07,Outaouais,1098
80050,2015,2015,262631512.91,0,257688860,0,171313610,0,83810350,0,240890,0,2324010,0,0.6648,0,0.3252,0,0.0009,0,0.009,0,169714,133701,230379,0,1.0641,0,1806,0,0,1423,0,0,126,104,121,Thurso,2 000 @ 9 999,V,AR800,Papineau,07,Outaouais,2673
80055,2015,2015,44754684,0,44754684,0,23015144,0,996612,0,20092300,0,650628,0,0.5143,0,0.0223,0,0.4489,0,0.0145,0,170219,158892,177598,0,1.0774,0,1842,0,0,1720,0,0,148,100,91,Lochaber,1 @ 1 999,CT,AR800,Papineau,07,Outaouais,445
80060,2015,2015,100063700,0,99738800,0,63814300,0,14466200,0,18440100,0,3018200,0,0.6398,0,0.145,0,0.1849,0,0.0303,0,256480,215583,235999,0,0.91,0,2343,0,0,1969,0,0,196,84,82,Lochaber-Partie-Ouest,1 @ 1 999,CT,AR800,Papineau,07,Outaouais,704
80065,2015,2015,95161044,0,94804908,0,83014686,0,1896960,0,4082568,0,5810694,0,0.8756,0,0.02,0,0.0431,0,0.0613,0,236981,223025,161839,0,0.5939,0,1416,0,0,1332,0,0,135,55,58,Mayo,1 @ 1 999,M,AR800,Papineau,07,Outaouais,616
80070,2015,2015,51336000,0,51336000,0,37254825,0,1650940,0,6737160,0,5693075,0,0.7257,0,0.0322,0,0.1312,0,0.1109,0,202548,178616,154162,0,0.7646,0,1549,0,0,1366,0,0,128,71,93,Saint-Sixte,1 @ 1 999,M,AR800,Papineau,07,Outaouais,489
80078,2015,2015,196273830.78,0,193328208,0,164661876,0,7631496,0,9597204,0,11437632,0,0.8517,0,0.0395,0,0.0496,0,0.0592,0,180735,164088,142227,0,1.0819,0,1972,0,0,1790,0,0,118,100,95,Ripon,1 @ 1 999,M,AR800,Papineau,07,Outaouais,1560
80085,2015,2015,142069453.35,0,142067509,0,115254231,0,1012222,0,2943746,0,22857310,0,0.8113,0,0.0071,0,0.0207,0,0.1609,0,207613,186568,147375,0,0.699,0,1451,0,0,1304,0,0,123,65,74,Mulgrave-et-Derry,1 @ 1 999,M,AR800,Papineau,07,Outaouais,342
80090,2015,2015,119351902,0,119351902,0,107351991,0,4396025,0,47672,0,7556214,0,0.8995,0,0.0368,0,0.0004,0,0.0633,0,121033,114660,87309,0,1.2918,0,1564,0,0,1481,0,0,73,119,114,Montpellier,1 @ 1 999,M,AR800,Papineau,07,Outaouais,1002
80095,2015,2015,395203380,0,395203380,0,357110292,0,14668236,0,950796,0,22474056,0,0.9036,0,0.0371,0,0.0024,0,0.0569,0,261330,238157,170053,0,0.7144,0,1867,0,0,1701,0,0,141,66,51,Lac-Simon,1 @ 1 999,M,AR800,Papineau,07,Outaouais,995
80103,2015,2015,79528459.78,0,78209230,0,54470240,0,17370980,0,2269740,0,4098270,0,0.6965,0,0.2221,0,0.029,0,0.0524,0,130448,113298,92475,0,1.5922,0,2077,0,0,1804,0,0,77,147,147,Cheneville,1 @ 1 999,M,AR800,Papineau,07,Outaouais,795
80110,2015,2015,51774092.79,0,50711493,0,41855751,0,4046833,0,1286033,0,3522876,0,0.8254,0,0.0798,0,0.0254,0,0.0695,0,119711,108830,89730,0,1.1588,0,1387,0,0,1261,0,0,75,107,113,Namur,1 @ 1 999,M,AR800,Papineau,07,Outaouais,570
80115,2015,2015,82127430,0,82127430,0,68723130,0,2265795,0,1687980,0,9450525,0,0.8368,0,0.0276,0,0.0206,0,0.1151,0,177121,165492,103565,0,0.8592,0,1522,0,0,1422,0,0,86,79,104,Boileau,1 @ 1 999,M,AR800,Papineau,07,Outaouais,374
80125,2015,2015,67756860,0,67756860,0,56895926,0,2737403,0,538229,0,7585302,0,0.8397,0,0.0404,0,0.0079,0,0.1119,0,118478,111546,90342,0,0.9515,0,1141,0,0,1074,0,0,75,88,78,Saint-Emile-de-Suffolk,1 @ 1 999,M,AR800,Papineau,07,Outaouais,553
80130,2015,2015,134739520,0,134738370,0,117850390,0,3289575,0,0,0,13598405,0,0.8747,0,0.0244,0,0,0,0.1009,0,173836,158608,125573,0,0.8696,0,1539,0,0,1404,0,0,104,80,83,Lac-des-Plages,1 @ 1 999,M,AR800,Papineau,07,Outaouais,520
80135,2015,2015,251167719,0,251025365,0,218390220,0,11443583,0,361008,0,20830554,0,0.87,0,0.0456,0,0.0014,0,0.083,0,191447,194326,179920,0,0.9225,0,1619,0,0,1644,0,0,150,85,73,Duhamel,1 @ 1 999,M,AR800,Papineau,07,Outaouais,419
80140,2015,2015,166220797.58,0,165949189,0,145651835,0,10070137,0,827883,0,9399334,0,0.8777,0,0.0607,0,0.005,0,0.0566,0,181368,163419,115914,0,0.6394,0,1187,0,0,1069,0,0,96,59,63,Val-des-Bois,1 @ 1 999,M,AR800,Papineau,07,Outaouais,906
80145,2015,2015,107252730,0,107252730,0,90953633,0,5500794,0,1044547,0,9753756,0,0.848,0,0.0513,0,0.0097,0,0.0909,0,169006,157026,103626,0,0.655,0,1121,0,0,1042,0,0,86,61,59,Bowman,1 @ 1 999,M,AR800,Papineau,07,Outaouais,653
81017,2015,2015,32962261852,0,29764426668,0,23941644280,0,4997835488,0,99165300,0,725781600,0,0.8044,0,0.1679,0,0.0033,0,0.0244,0,249169,194505,343676,0,1.2072,0,2806,0,0,2191,0,0,104,106,91,Gatineau,100 000 et plus,V,AR811,Hors MRC - Gatineau,07,Outaouais,276577
82005,2015,2015,611899544,0,610404900,0,497684800,0,30875400,0,47677200,0,34167500,0,0.8153,0,0.0506,0,0.0781,0,0.056,0,270681,249437,199771,0,0.7752,0,2140,0,0,1972,0,0,109,76,84,L'Ange-Gardien,2 000 @ 9 999,M,AR820,Les Collines-de-l'Outaouais,07,Outaouais,5470
82010,2015,2015,94403530.8,0,93509000,0,70802200,0,5480100,0,11649500,0,5577200,0,0.7572,0,0.0586,0,0.1246,0,0.0596,0,175804,160979,114986,0,1.0322,0,1815,0,0,1662,0,0,96,95,96,Notre-Dame-de-la-Salette,1 @ 1 999,M,AR820,Les Collines-de-l'Outaouais,07,Outaouais,735
82015,2015,2015,1787866243.3,0,1777658500,0,1582186800,0,27090500,0,31158500,0,137222700,0,0.89,0,0.0152,0,0.0175,0,0.0772,0,272749,248681,166747,0,0.956,0,2609,0,0,2378,0,0,66,87,76,Val-des-Monts,10 000 @ 24 999,M,AR820,Les Collines-de-l'Outaouais,07,Outaouais,11451
82020,2015,2015,1277468517.2,0,1266248170,0,1166217250,0,26404510,0,10882410,0,62744000,0,0.921,0,0.0209,0,0.0086,0,0.0496,0,323894,291043,243792,0,0.7868,0,2641,0,0,2373,0,0,96,72,69,Cantley,10 000 @ 24 999,M,AR820,Les Collines-de-l'Outaouais,07,Outaouais,10752
82025,2015,2015,1433362797.5,0,1294144100,0,1180120600,0,52772800,0,5862400,0,55388300,0,0.9119,0,0.0408,0,0.0045,0,0.0428,0,414713,388188,364075,0,0.7791,0,3271,0,0,3062,0,0,199,76,77,Chelsea,2 000 @ 9 999,M,AR820,Les Collines-de-l'Outaouais,07,Outaouais,7129
82030,2015,2015,796040686.54,0,732283860,0,590463940,0,12874510,0,97511040,0,31434370,0,0.8063,0,0.0176,0,0.1332,0,0.0429,0,260185,238646,205908,0,0.7136,0,1894,0,0,1737,0,0,112,70,68,Pontiac,2 000 @ 9 999,M,AR820,Les Collines-de-l'Outaouais,07,Outaouais,5946
82035,2015,2015,1317131561,0,1282132464,0,1069043322,0,67703688,0,64279698,0,81105756,0,0.8338,0,0.0528,0,0.0501,0,0.0633,0,260809,235610,166304,0,0.7689,0,2059,0,0,1860,0,0,91,75,68,La Peche,2 000 @ 9 999,M,AR820,Les Collines-de-l'Outaouais,07,Outaouais,7976
83005,2015,2015,100588830,0,100588830,0,91411992,0,551922,0,3334992,0,5289924,0,0.9088,0,0.0055,0,0.0332,0,0.0526,0,130988,126412,115619,0,1.2396,0,1665,0,0,1607,0,0,96,115,115,Denholm,1 @ 1 999,M,AR830,La Vallee-de-la-Gatineau,07,Outaouais,580
83010,2015,2015,165958893.06,0,165400731,0,117505016,0,5175846,0,21637735,0,21082134,0,0.7104,0,0.0313,0,0.1308,0,0.1275,0,116822,107732,108612,0,0.8712,0,1018,0,0,939,0,0,90,81,88,Low,1 @ 1 999,CT,AR830,La Vallee-de-la-Gatineau,07,Outaouais,929
83015,2015,2015,148643029.62,0,147803715,0,118938387,0,5985453,0,7515033,0,15364842,0,0.8047,0,0.0405,0,0.0508,0,0.104,0,109210,101661,94377,0,0.7991,0,873,0,0,812,0,0,79,74,73,Kazabazua,1 @ 1 999,M,AR830,La Vallee-de-la-Gatineau,07,Outaouais,874
83020,2015,2015,248014484.78,0,247551282,0,200432430,0,5857830,0,6730713,0,34530309,0,0.8097,0,0.0237,0,0.0272,0,0.1395,0,159186,139652,130328,0,0.8569,0,1364,0,0,1197,0,0,108,79,81,Lac-Sainte-Marie,1 @ 1 999,M,AR830,La Vallee-de-la-Gatineau,07,Outaouais,617
83032,2015,2015,472941054.4,0,466948588,0,378530513,0,19712541,0,25106515,0,43599019,0,0.8106,0,0.0422,0,0.0538,0,0.0934,0,124340,108741,139552,0,0.9315,0,1167,0,0,1021,0,0,76,91,96,Gracefield,2 000 @ 9 999,V,AR830,La Vallee-de-la-Gatineau,07,Outaouais,2307
83040,2015,2015,153770754.66,0,153581564,0,139489768,0,1149328,0,1330636,0,11611832,0,0.9082,0,0.0075,0,0.0087,0,0.0756,0,117310,107636,95332,0,1.0891,0,1287,0,0,1181,0,0,79,101,84,Cayamant,1 @ 1 999,M,AR830,La Vallee-de-la-Gatineau,07,Outaouais,842
