cod_geo_n,an_profil,an_donnee,RFU3000,RFU3001,POSTE_3171,RF35010601,POSTE_3163,POSTE_9615,RF01010601,RF31010601,RF01010102,POSTE_9061,POSTE_5428,POSTE_9682,RF01010201,POSTE_9641,RF01010525,RF31010501,POSTE_3181,RF35021001,POSTE_1443,POSTE_1508,POSTE_8978,POSTE_8958,POSTE_8938,RF05021002,RF06010101,POSTE_3022,RF12010101,PRC0300,PRC0301,PRC0100,PRC0102,PRC0101,PRC3200,PRC3202,PRC3201,PRC3203,PRC3100,PRC3102,PRC3101,PRC3103,PRC3000,PRC3002,PRC3001,PRC3003,PRC2400,PRC2500,PRC2600,PRC0200,PRC2100,PRC2700,PRC2800,PRC2900,PRN0300,PRN0200,PRN0100,POSTE_6805,POSTE_6833,POSTE_6825,POSTE_6827,nom_mun,classe_population,designation,cod_mrc,nom_mrc,cod_ra,nom_ra,population 
22005,2015,2014,780829205.18,0,11536554,0,8118161,0,10770804,0,8118161,0,588454,0,145008,0,319696,0,10956121,0,18354423,0,0,0,0,2399423,52682483,21399867,1056766,0.0133,0,0.0235,0,0,2197,0,0,0,2687,0,0,0,4756,0,0,0,2.4618,0.0981,0.2228,0.2315,0.7291,0.7537,0.0135,0.0297,0,0,0,0,0,0,0,Sainte-Catherine-de-la-Jacques-Cartier,2 000 @ 9 999,V,AR220,La Jacques-Cartier,03,Capitale-Nationale,7200
22010,2015,2014,359004500,0,5935896,0,5040320,0,5708817,0,5040320,0,3667,0,190,0,262401,0,5640078,0,17070225,0,0,0,0,2053894,39479213,22995562,1643999,0.0157,0,0.0475,0,0,3007,0,0,0,3226,0,0,0,9771,0,0,0,1.7168,0.288,0.3598,0.3468,0.7324,0.8829,0,0.046,0,0,0,0,0,0,0,Fossambault-sur-le-Lac,1 @ 1 999,V,AR220,La Jacques-Cartier,03,Capitale-Nationale,1757
22015,2015,2014,313996057.2,0,1646089,0,1008138,0,1271578,0,1008138,0,0,0,3948,0,180415,0,1251242,0,1431148,0,0,0,0,143690,2520108,1254958,600842,0.004,0,0.0046,0,0,2533,0,0,0,2896,0,0,0,3313,0,0,0,2.0081,0.4725,0.113,0.1179,0.6488,0.7928,0.0031,0.1419,0,0,0,0,0,0,0,Lac-Saint-Joseph,1 @ 1 999,V,AR220,La Jacques-Cartier,03,Capitale-Nationale,237
22020,2015,2014,567382567.01,0,8659234,0,2943519,0,7244856,0,2943519,0,39955,0,1767269,0,567943,0,10074557,0,1676866,0,0,0,0,196556,60854514,4867327,468699,0.0177,0,0.003,0,0,1514,0,0,0,4893,0,0,0,818,0,0,0,12.5027,0.0647,0.0271,0.0249,0.74,0.4063,0.2439,0.0784,0,0,0,0,0,0,0,Shannon,2 000 @ 9 999,M,AR220,La Jacques-Cartier,03,Capitale-Nationale,5589
22025,2015,2014,722646300.59,0,4947433,0,1435145,0,4520592,0,1435145,0,0,0,2547407,0,113414,0,4125003,0,0,0,0,0,0,7492,17165783,567902,2857067,0.0057,0,0,0,0,904,0,0,0,2479,0,0,0,0,0,0,0,30.2267,0.632,0.0017,0.0022,0.6264,0.3175,0.5635,0.0251,0,0,0,0,0,0,0,Saint-Gabriel-de-Valcartier,2 000 @ 9 999,M,AR220,La Jacques-Cartier,03,Capitale-Nationale,3038
22030,2015,2014,86391600,0,1109036,0,911713,0,1012605,0,911713,0,0,0,0,0,22812,0,959223,0,503461,0,0,0,0,85751,4190141,601962,183529,0.0111,0,0.0058,0,0,3155,0,0,0,3166,0,0,0,1662,0,0,0,6.9608,0.1812,0.0847,0.1057,0.466,0.9004,0,0.0225,0,0,0,0,0,0,0,Lac-Delage,1 @ 1 999,V,AR220,La Jacques-Cartier,03,Capitale-Nationale,639
22035,2015,2014,1134556514.7,0,15044478,0,8589674,0,11011593,0,8589674,0,71732,0,159345,0,248805,0,11542301,0,19611015,0,0,0,0,1533594,47798545,20777462,1236728,0.0101,0,0.0173,0,0,1555,0,0,0,2005,0,0,0,3427,0,0,0,2.3005,0.1123,0.1393,0.1431,0.6816,0.7801,0.0145,0.0226,0,0,0,0,0,0,0,Stoneham-et-Tewkesbury,2 000 @ 9 999,CU,AR220,La Jacques-Cartier,03,Capitale-Nationale,7643
22040,2015,2014,1206939147.6,0,14265071,0,9852984,0,13843780,0,9852984,0,7507,0,129454,0,347609,0,13923619,0,18610360,0,0,0,0,1901044,37327242,22732215,-811888,0.0115,0,0.0154,0,0,2575,0,0,0,3482,0,0,0,4656,0,0,0,1.642,-0.0586,0.1373,0.1371,0.6405,0.7117,0.0094,0.0251,0,0,0,0,0,0,0,Lac-Beauport,2 000 @ 9 999,M,AR220,La Jacques-Cartier,03,Capitale-Nationale,7654
22045,2015,2014,722191784.71,0,10893966,0,8241476,0,9720119,0,8241476,0,0,0,35782,0,243382,0,10853895,0,27904562,0,0,0,0,2072422,56902770,29090871,667328,0.015,0,0.0386,0,0,2324,0,0,0,2960,0,0,0,7610,0,0,0,1.956,0.0687,0.2132,0.2102,0.7665,0.8479,0.0037,0.025,0,0,0,0,0,0,0,Sainte-Brigitte-de-Laval,2 000 @ 9 999,V,AR220,La Jacques-Cartier,03,Capitale-Nationale,6638
23027,2015,2014,63813443038,0,1491161512,0,937872280,935118477,1462092111,0,937872280,935118477,5561031,1682275,107277869,108304859,129544823,0,1390605304,0,0,1816731795,1865380317,773746257,1091634060,361886638,5442463300,2857013441,84841873,0.0211,0,0.0285,0,0,5804,0,0,0,8184,0,0,0,11028,0,0,0,1.9049,0.058,0.2475,0.2523,0.6418,0.6415,0.0734,0.0886,0,0,0,0,0,0,0,Quebec,100 000 et plus,V,AR231,Hors MRC - Quebec,03,Capitale-Nationale,530163
23057,2015,2014,1846390291,0,29812002,0,25713142,0,29793702,0,25713142,0,0,0,301983,0,1372100,0,30028945,0,47086817,0,0,0,0,2832316,65697464,31252810,5616287,0.0163,0,0.0255,0,0,4473,0,0,0,5168,0,0,0,8104,0,0,0,2.1021,0.1885,0.0951,0.0983,0.5908,0.863,0.0101,0.0461,0,0,0,0,0,0,0,L'Ancienne-Lorette,10 000 @ 24 999,V,AR231,Hors MRC - Quebec,03,Capitale-Nationale,16902
23072,2015,2014,2746286267.1,0,50334831,0,35640660,0,38625939,0,35640660,0,5323,0,1469826,0,467657,0,50017055,0,129446107,0,0,0,0,8902828,194906214,138610947,-2676228,0.0182,0,0.0471,0,0,4835,0,0,0,6620,0,0,0,17134,0,0,0,1.4061,-0.0693,0.2305,0.1803,0.832,0.9227,0.0381,0.0121,0,0,0,0,0,0,0,Saint-Augustin-de-Desmaures,10 000 @ 24 999,V,AR231,Hors MRC - Quebec,03,Capitale-Nationale,18612
25213,2015,2014,16046664136,0,278580048,0,192775943,0,251022970,0,192775943,0,1542651,0,7057536,0,12923660,0,265892063,0,366968914,0,0,0,0,51429370,1090148342,504780653,19226214,0.0165,0,0.0229,0,0,3680,0,0,0,4762,0,0,0,6611,0,0,0,2.1596,0.0766,0.2049,0.1987,0.5951,0.768,0.0281,0.0515,0,0,0,0,0,0,0,Levis,100 000 et plus,V,AR251,Hors MRC - Levis,12,Chaudiere-Appalaches,142210
26005,2015,2014,130541146.26,0,2184710,0,1404196,0,2022248,0,1404196,0,74594,0,7816,0,308938,0,2078411,0,825620,0,0,0,0,140396,5304131,857091,731979,0.0154,0,0.0063,0,0,1135,0,0,0,1564,0,0,0,645,0,0,0,6.1885,0.362,0.0694,0.0767,0.4154,0.6944,0.0039,0.1528,0,0,0,0,0,0,0,Frampton,1 @ 1 999,M,AR260,La Nouvelle-Beauce,12,Chaudiere-Appalaches,1420
26010,2015,2014,108007267.54,0,1424026,0,1148416,0,1398235,0,1148416,0,0,0,6862,0,149418,0,1459690,0,552532,0,0,0,0,98170,4715750,520691,420334,0.0135,0,0.0051,0,0,1401,0,0,0,1734,0,0,0,656,0,0,0,9.0567,0.3006,0.0702,0.0741,0.5575,0.8213,0.0049,0.1069,0,0,0,0,0,0,0,Saints-Anges,1 @ 1 999,P,AR260,La Nouvelle-Beauce,12,Chaudiere-Appalaches,1183
26015,2015,2014,143380696.16,0,3576213,0,2023018,0,3554213,0,2023018,0,0,0,23209,0,491678,0,3399247,0,3955805,0,0,0,0,574836,17922901,5311604,522219,0.0237,0,0.0276,0,0,2005,0,0,0,3204,0,0,0,3728,0,0,0,3.3743,0.1469,0.1617,0.1882,0.6331,0.5692,0.0065,0.1383,0,0,0,0,0,0,0,Vallee-Jonction,1 @ 1 999,M,AR260,La Nouvelle-Beauce,12,Chaudiere-Appalaches,1980
26022,2015,2014,206278247.99,0,2944054,0,2420585,0,2944054,0,2420585,0,14364,0,21382,0,189935,0,2793616,0,4601451,0,0,0,0,806000,19327540,5962004,993928,0.0135,0,0.0223,0,0,1820,0,0,0,2002,0,0,0,3315,0,0,0,3.2418,0.3376,0.2738,0.2839,0.6904,0.8222,0.0073,0.0645,0,0,0,0,0,0,0,Saint-Elzear,2 000 @ 9 999,M,AR260,La Nouvelle-Beauce,12,Chaudiere-Appalaches,2229
26030,2015,2014,1154492626.5,0,26182984,0,18424110,0,23473210,0,17329505,0,522895,0,618669,0,1646381,0,22747189,0,24867743,0,0,0,0,4564885,119407076,34934562,3941507,0.0193,0,0.0215,0,0,3347,0,0,0,3918,0,0,0,4384,0,0,0,3.418,0.1679,0.1945,0.2167,0.6436,0.7383,0.0264,0.0701,0,0,0,0,0,0,0,Sainte-Marie,10 000 @ 24 999,V,AR260,La Nouvelle-Beauce,12,Chaudiere-Appalaches,13509
26035,2015,2014,122301362.4,0,1933579,0,1450767,0,1915021,0,1450767,0,63025,0,11452,0,234734,0,2003579,0,3911909,0,0,0,0,808588,12868648,5519656,195045,0.0159,0,0.032,0,0,1782,0,0,0,2327,0,0,0,4691,0,0,0,2.3314,0.1019,0.4222,0.3659,0.7094,0.7576,0.006,0.1226,0,0,0,0,0,0,0,Sainte-Marguerite,1 @ 1 999,P,AR260,La Nouvelle-Beauce,12,Chaudiere-Appalaches,1131
26040,2015,2014,121240869.7,0,1718917,0,1337884,0,1668225,0,1337884,0,17248,0,41911,0,29676,0,1580784,0,1577627,0,0,0,0,87767,8763120,901522,1094518,0.0129,0,0.013,0,0,1970,0,0,0,2234,0,0,0,2254,0,0,0,9.7204,0.6561,0.0526,0.0687,0.6367,0.802,0.0251,0.0178,0,0,0,0,0,0,0,Sainte-Henedine,1 @ 1 999,P,AR260,La Nouvelle-Beauce,12,Chaudiere-Appalaches,1252
26048,2015,2014,217307901.48,0,4304687,0,2654381,0,4162845,0,2654381,0,7743,0,22231,0,178517,0,3692019,0,13534017,0,0,0,0,1018593,24287463,14950516,1008643,0.017,0,0.0623,0,0,2107,0,0,0,2802,0,0,0,10292,0,0,0,1.6245,0.2423,0.2447,0.2785,0.7625,0.6376,0.0053,0.0429,0,0,0,0,0,0,0,Scott,2 000 @ 9 999,M,AR260,La Nouvelle-Beauce,12,Chaudiere-Appalaches,2260
26055,2015,2014,245018787.29,0,3820977,0,2620124,0,3361239,0,2578288,0,16152,0,28959,0,71630,0,3762977,0,2502847,0,0,0,0,239346,14771915,2745757,781903,0.0153,0,0.0102,0,0,2096,0,0,0,2745,0,0,0,1834,0,0,0,5.3799,0.2326,0.0712,0.0777,0.5563,0.7671,0.0086,0.0213,0,0,0,0,0,0,0,Saint-Bernard,2 000 @ 9 999,M,AR260,La Nouvelle-Beauce,12,Chaudiere-Appalaches,2125
26063,2015,2014,318480002.65,0,4308700,0,3163270,0,3918458,0,3163270,0,7629,0,44887,0,361599,0,3564770,0,7191053,0,0,0,0,583243,20418957,7317697,949288,0.0112,0,0.0226,0,0,2019,0,0,0,2219,0,0,0,4486,0,0,0,2.7904,0.2423,0.1488,0.1786,0.7212,0.8073,0.0115,0.0923,0,0,0,0,0,0,0,Saint-Isidore,2 000 @ 9 999,M,AR260,La Nouvelle-Beauce,12,Chaudiere-Appalaches,3017
26070,2015,2014,662718941.09,0,8118218,0,6490132,0,8096117,0,6490132,0,178860,0,76788,0,335831,0,7900578,0,12399476,0,0,0,0,1630516,30918505,13860352,611241,0.0117,0,0.0187,0,0,2016,0,0,0,2350,0,0,0,3773,0,0,0,2.2307,0.0755,0.2014,0.2124,0.674,0.8016,0.0095,0.0415,0,0,0,0,0,0,0,Saint-Lambert-de-Lauzon,2 000 @ 9 999,M,AR260,La Nouvelle-Beauce,12,Chaudiere-Appalaches,6566
27008,2015,2014,221275338.14,0,4060423,0,3430284,0,4045423,0,3430284,0,46055,0,31447,0,368941,0,3728291,0,3331058,0,0,0,0,906461,16809728,5263209,263028,0.0166,0,0.0151,0,0,2021,0,0,0,2138,0,0,0,1934,0,0,0,3.1938,0.065,0.2241,0.2412,0.666,0.8479,0.0078,0.0912,0,0,0,0,0,0,0,Saint-Victor,2 000 @ 9 999,M,AR270,Robert-Cliche,12,Chaudiere-Appalaches,2509
27015,2015,2014,45514260,0,523692,0,358639,0,506858,0,358639,0,7528,0,0,0,85396,0,510747,0,9856,0,0,0,0,78155,1364093,86503,32949,0.0111,0,0.0002,0,0,806,0,0,0,1099,0,0,0,22,0,0,0,15.7693,0.065,0.1542,0.1474,0.697,0.7076,0,0.1685,0,0,0,0,0,0,0,Saint-Alfred,1 @ 1 999,M,AR270,Robert-Cliche,12,Chaudiere-Appalaches,507
27028,2015,2014,474887729.09,0,11605054,0,7829226,0,11536588,0,7829226,0,40843,0,575453,0,846287,0,10682588,0,20417618,0,0,0,0,2563438,52805836,22817184,2366101,0.0224,0,0.043,0,0,2318,0,0,0,3069,0,0,0,5889,0,0,0,2.3143,0.2051,0.2222,0.2377,0.6349,0.6786,0.0499,0.0734,0,0,0,0,0,0,0,Beauceville,2 000 @ 9 999,V,AR270,Robert-Cliche,12,Chaudiere-Appalaches,6438
27035,2015,2014,117048325.98,0,2308605,0,1537108,0,2100199,0,1537108,0,12991,0,13118,0,190534,0,2386677,0,705026,0,0,0,0,112286,7440827,1121989,958340,0.0203,0,0.006,0,0,1662,0,0,0,2486,0,0,0,738,0,0,0,6.6318,0.4563,0.0535,0.0529,0.4836,0.7319,0.0062,0.0907,0,0,0,0,0,0,0,Saint-Odilon-de-Cranbourne,1 @ 1 999,P,AR270,Robert-Cliche,12,Chaudiere-Appalaches,1462
27043,2015,2014,359303567.44,0,9374051,0,5188264,0,8920840,0,5188264,0,1136686,0,348946,0,565004,0,8345183,0,10266252,0,0,0,0,860676,35577016,12090417,1892185,0.0201,0,0.0286,0,0,2218,0,0,0,2931,0,0,0,4175,0,0,0,2.9426,0.2121,0.0965,0.1306,0.6121,0.5816,0.0391,0.0633,0,0,0,0,0,0,0,Saint-Joseph-de-Beauce,2 000 @ 9 999,V,AR270,Robert-Cliche,12,Chaudiere-Appalaches,4884
27050,2015,2014,42713685,0,624333,0,461385,0,624333,0,461385,0,0,0,734,0,135268,0,613875,0,8307,0,0,0,0,0,1261945,27671,271225,0.0144,0,0.0002,0,0,1678,0,0,0,2200,0,0,0,30,0,0,0,45.6053,0.4344,0,0,0.6215,0.739,0.0012,0.2167,0,0,0,0,0,0,0,Saint-Joseph-des-Erables,1 @ 1 999,M,AR270,Robert-Cliche,12,Chaudiere-Appalaches,434
27055,2015,2014,48699648,0,955090,0,585736,0,839583,0,585736,0,52201,0,573,0,168297,0,916845,0,547349,0,0,0,0,81592,6115273,1253123,244953,0.0178,0,0.0112,0,0,1388,0,0,0,1992,0,0,0,1261,0,0,0,4.88,0.2918,0.0972,0.1159,0.7348,0.6977,0.0007,0.2005,0,0,0,0,0,0,0,Saint-Jules,1 @ 1 999,P,AR270,Robert-Cliche,12,Chaudiere-Appalaches,588
27060,2015,2014,86110928.4,0,2492637,0,1429098,0,2176315,0,1429098,0,29811,0,25548,0,406924,0,1987186,0,2454565,0,0,0,0,569286,16514966,5411246,882393,0.0227,0,0.0285,0,0,1888,0,0,0,2497,0,0,0,3131,0,0,0,3.052,0.4055,0.2616,0.2926,0.6918,0.6567,0.0117,0.187,0,0,0,0,0,0,0,Tring-Jonction,1 @ 1 999,VL,AR270,Robert-Cliche,12,Chaudiere-Appalaches,1515
27065,2015,2014,90479049.192,0,1590547,0,1200271,0,1590547,0,1200271,0,6939,0,21647,0,268504,0,1409578,0,1947639,0,0,0,0,333563,7116831,2383482,357759,0.0155,0,0.0215,0,0,1653,0,0,0,1863,0,0,0,2587,0,0,0,2.9859,0.2249,0.2097,0.2422,0.6926,0.7546,0.0136,0.1688,0,0,0,0,0,0,0,Saint-Frederic,1 @ 1 999,P,AR270,Robert-Cliche,12,Chaudiere-Appalaches,1101
27070,2015,2014,39679422.491,0,880820,0,463862,0,797137,0,463862,0,45934,0,0,0,208782,0,864985,0,745192,0,0,0,0,166993,5155172,2468652,94761,0.0206,0,0.0188,0,0,1094,0,0,0,1849,0,0,0,1682,0,0,0,2.0883,0.1189,0.2095,0.2202,0.8343,0.5819,0,0.2619,0,0,0,0,0,0,0,Saint-Severin,1 @ 1 999,P,AR270,Robert-Cliche,12,Chaudiere-Appalaches,271
28005,2015,2014,108946106.57,0,2158039,0,1315627,0,2070508,0,1315627,0,17970,0,33005,0,601980,0,1938457,0,3661828,0,0,0,0,306637,23570148,18191878,1678478,0.0176,0,0.0336,0,0,874,0,0,0,1259,0,0,0,2401,0,0,0,1.2956,0.8107,0.1481,0.1725,0.8287,0.6354,0.0159,0.2907,0,0,0,0,0,0,0,Saint-Zacharie,1 @ 1 999,M,AR280,Les Etchemins,12,Chaudiere-Appalaches,1772
28015,2015,2014,74497722.6,0,1328727,0,933104,0,1271040,0,933104,0,25388,0,3867,0,185653,0,1371077,0,762875,0,0,0,0,118071,5083576,1457662,503035,0.0181,0,0.0102,0,0,1016,0,0,0,1429,0,0,0,810,0,0,0,3.4875,0.3958,0.0929,0.0989,0.5212,0.7341,0.003,0.1461,0,0,0,0,0,0,0,Sainte-Aurelie,1 @ 1 999,M,AR280,Les Etchemins,12,Chaudiere-Appalaches,917
28020,2015,2014,205487451.16,0,4310069,0,3111426,0,4248494,0,3111426,0,18553,0,184551,0,528898,0,4436372,0,14378878,0,0,0,0,1149813,26796259,15824119,663002,0.0215,0,0.07,0,0,1560,0,0,0,2175,0,0,0,7080,0,0,0,1.6934,0.1561,0.2706,0.2594,0.6829,0.7324,0.0434,0.1245,0,0,0,0,0,0,0,Saint-Prosper,2 000 @ 9 999,M,AR280,Les Etchemins,12,Chaudiere-Appalaches,3679
28025,2015,2014,75194382.456,0,1400875,0,1010596,0,1333876,0,1010596,0,7504,0,7830,0,146747,0,1383357,0,378880,0,0,0,0,64900,3180234,348787,245841,0.0183,0,0.005,0,0,1203,0,0,0,1600,0,0,0,441,0,0,0,9.118,0.1843,0.0487,0.0503,0.6056,0.7576,0.0059,0.11,0,0,0,0,0,0,0,Saint-Benjamin,1 @ 1 999,M,AR280,Les Etchemins,12,Chaudiere-Appalaches,917
28030,2015,2014,60037835.844,0,1401552,0,734659,0,1359979,0,734659,0,0,0,19403,0,319331,0,1225068,0,888038,0,0,0,0,297408,6177774,1313006,230100,0.0204,0,0.0148,0,0,1110,0,0,0,1783,0,0,0,1293,0,0,0,4.7051,0.1692,0.2187,0.2323,0.7261,0.5402,0.0143,0.2348,0,0,0,0,0,0,0,Sainte-Rose-de-Watford,1 @ 1 999,M,AR280,Les Etchemins,12,Chaudiere-Appalaches,791
28035,2015,2014,38447161.354,0,725811,0,354314,0,696694,0,354314,0,349,0,334,0,283724,0,791537,0,91265,0,0,0,0,21788,2410171,125213,176578,0.0206,0,0.0024,0,0,667,0,0,0,1460,0,0,0,168,0,0,0,19.2486,0.2535,0.0313,0.031,0.7058,0.5086,0.0005,0.4072,0,0,0,0,0,0,0,Saint-Louis-de-Gonzague,1 @ 1 999,M,AR280,Les Etchemins,12,Chaudiere-Appalaches,432
28040,2015,2014,40202005.44,0,1293271,0,486173,0,1040716,0,486173,0,14186,0,7562,0,490429,0,943047,0,524702,0,0,0,0,120739,3753283,779887,210197,0.0231,0,0.0131,0,0,953,0,0,0,1756,0,0,0,992,0,0,0,4.8126,0.202,0.116,0.1384,0.6353,0.4672,0.0073,0.4712,0,0,0,0,0,0,0,Saint-Cyprien,1 @ 1 999,P,AR280,Les Etchemins,12,Chaudiere-Appalaches,545
28045,2015,2014,118857275.64,0,1837585,0,1390108,0,1823585,0,1390108,0,2911,0,55183,0,295356,0,1979808,0,1578856,0,0,0,0,254780,7231503,1650067,83450,0.0166,0,0.0133,0,0,1292,0,0,0,1796,0,0,0,1434,0,0,0,4.3826,0.0458,0.1397,0.145,0.537,0.7623,0.0303,0.162,0,0,0,0,0,0,0,Sainte-Justine,1 @ 1 999,M,AR280,Les Etchemins,12,Chaudiere-Appalaches,1845
28053,2015,2014,336813603.66,0,5441185,0,4115157,0,5382667,0,4115157,0,92400,0,322356,0,380974,0,5617747,0,3288857,0,0,0,0,791549,22325509,4772348,1100038,0.0164,0,0.0098,0,0,1604,0,0,0,2090,0,0,0,1244,0,0,0,4.6781,0.2044,0.1471,0.1578,0.5337,0.7645,0.0599,0.0708,0,0,0,0,0,0,0,Lac-Etchemin,2 000 @ 9 999,M,AR280,Les Etchemins,12,Chaudiere-Appalaches,4060
28060,2015,2014,49130306,0,1406165,0,602317,0,1223104,0,602317,0,72371,0,38529,0,233361,0,1326018,0,348207,0,0,0,0,134782,5021158,516985,332005,0.0255,0,0.0071,0,0,845,0,0,0,1597,0,0,0,444,0,0,0,9.7124,0.2714,0.1102,0.1169,0.559,0.4924,0.0315,0.1908,0,0,0,0,0,0,0,Saint-Luc-de-Bellechasse,1 @ 1 999,M,AR280,Les Etchemins,12,Chaudiere-Appalaches,488
28065,2015,2014,34595174,0,1234729,0,444323,0,1053159,0,444323,0,0,0,1441,0,479676,0,1074692,0,1122771,0,0,0,0,328746,10853526,8055867,250050,0.0311,0,0.0325,0,0,922,0,0,0,2111,0,0,0,2206,0,0,0,1.3473,0.2374,0.3122,0.3397,0.908,0.4219,0.0014,0.4555,0,0,0,0,0,0,0,Sainte-Sabine,1 @ 1 999,P,AR280,Les Etchemins,12,Chaudiere-Appalaches,380
28070,2015,2014,55117266.8,0,1601127,0,679231,0,1131475,0,679231,0,0,0,122849,0,255067,0,1143767,0,966380,0,0,0,0,139996,6326885,2559795,185021,0.0208,0,0.0175,0,0,767,0,0,0,1245,0,0,0,1052,0,0,0,2.4716,0.1635,0.1237,0.1323,0.7251,0.6003,0.1086,0.2254,0,0,0,0,0,0,0,Saint-Camille-de-Lellis,1 @ 1 999,P,AR280,Les Etchemins,12,Chaudiere-Appalaches,846
28075,2015,2014,66543204.904,0,1282747,0,729021,0,1153792,0,729021,0,9309,0,49736,0,196645,0,1106026,0,193929,0,0,0,0,36617,3832630,292844,495546,0.0165,0,0.0029,0,0,781,0,0,0,1106,0,0,0,195,0,0,0,13.0876,0.4295,0.0317,0.0393,0.5317,0.6318,0.0431,0.1704,0,0,0,0,0,0,0,Saint-Magloire,1 @ 1 999,M,AR280,Les Etchemins,12,Chaudiere-Appalaches,726
29005,2015,2014,91337989.856,0,1545394,0,742164,0,1535146,0,742164,0,14738,0,112579,0,274327,0,1540370,0,606266,0,0,0,0,211376,6153819,1141668,824285,0.0167,0,0.0066,0,0,954,0,0,0,1888,0,0,0,750,0,0,0,5.3902,0.5369,0.1377,0.1462,0.5423,0.4834,0.0733,0.1787,0,0,0,0,0,0,0,Saint-Theophile,1 @ 1 999,M,AR290,Beauce-Sartigan,12,Chaudiere-Appalaches,745
29013,2015,2014,140330419.67,0,2927598,0,1914905,0,2915598,0,1914905,0,64520,0,23356,0,565515,0,3151818,0,5392960,0,0,0,0,760296,17445835,9257136,-79817,0.022,0,0.0384,0,0,1604,0,0,0,2549,0,0,0,4453,0,0,0,1.8846,-0.0274,0.2608,0.2503,0.6926,0.6568,0.008,0.194,0,0,0,0,0,0,0,Saint-Gedeon-de-Beauce,2 000 @ 9 999,M,AR290,Beauce-Sartigan,12,Chaudiere-Appalaches,2286
29020,2015,2014,38404122,0,359013,0,245987,0,303883,0,245987,0,1678,0,0,0,41905,0,291328,0,9085,0,0,0,0,312,1199810,15282,205618,0.0075,0,0.0002,0,0,2016,0,0,0,2228,0,0,0,70,0,0,0,78.5113,0.6766,0.001,0.0013,0.7053,0.8095,0,0.1379,0,0,0,0,0,0,0,Saint-Hilaire-de-Dorset,1 @ 1 999,P,AR290,Beauce-Sartigan,12,Chaudiere-Appalaches,100
29025,2015,2014,81074679.2,0,1364907,0,923155,0,1280832,0,923155,0,14109,0,5016,0,177560,0,1235545,0,503752,0,0,0,0,213989,3262418,715923,12544,0.0151,0,0.0062,0,0,1622,0,0,0,2053,0,0,0,847,0,0,0,4.5569,0.0098,0.1671,0.1672,0.6654,0.7207,0.0039,0.1386,0,0,0,0,0,0,0,Saint-Evariste-de-Forsyth,1 @ 1 999,M,AR290,Beauce-Sartigan,12,Chaudiere-Appalaches,521
29030,2015,2014,105174082.15,0,3071910,0,2236372,0,3071910,0,2236372,0,133338,0,40381,0,462233,0,3186114,0,10058044,0,0,0,0,941637,23456661,12527381,53480,0.029,0,0.0956,0,0,2751,0,0,0,3592,0,0,0,11833,0,0,0,1.8724,0.0174,0.3065,0.3193,0.6588,0.728,0.0131,0.1505,0,0,0,0,0,0,0,La Guadeloupe,1 @ 1 999,VL,AR290,Beauce-Sartigan,12,Chaudiere-Appalaches,1806
29038,2015,2014,145431836.64,0,2657391,0,1986750,0,2609291,0,1986750,0,24752,0,13001,0,282298,0,2407429,0,4451953,0,0,0,0,669732,17814564,6293818,-335485,0.0164,0,0.0306,0,0,2100,0,0,0,2399,0,0,0,4483,0,0,0,2.8305,-0.1286,0.2567,0.3029,0.693,0.7614,0.005,0.1082,0,0,0,0,0,0,0,Saint-Honore-de-Shenley,1 @ 1 999,M,AR290,Beauce-Sartigan,12,Chaudiere-Appalaches,1624
29045,2015,2014,175559904.33,0,2820556,0,1902928,0,2814451,0,1902928,0,91629,0,130042,0,561897,0,2592001,0,3036015,0,0,0,0,577932,15803894,5289508,271981,0.0142,0,0.0173,0,0,1356,0,0,0,1740,0,0,0,2113,0,0,0,2.9878,0.0966,0.2053,0.2472,0.601,0.6761,0.0462,0.1996,0,0,0,0,0,0,0,Saint-Martin,2 000 @ 9 999,P,AR290,Beauce-Sartigan,12,Chaudiere-Appalaches,2486
29050,2015,2014,56104998,0,846897,0,535768,0,817736,0,535768,0,1500,0,0,0,150153,0,820880,0,181944,0,0,0,0,76985,2651014,342482,275426,0.0146,0,0.0032,0,0,943,0,0,0,1418,0,0,0,315,0,0,0,7.7406,0.3368,0.0941,0.0989,0.6823,0.6552,0,0.1836,0,0,0,0,0,0,0,Saint-Rene,1 @ 1 999,P,AR290,Beauce-Sartigan,12,Chaudiere-Appalaches,718
29057,2015,2014,210992484.15,0,3641204,0,2745371,0,3624125,0,2745371,0,72593,0,32394,0,578187,0,3407460,0,5092516,0,0,0,0,600348,19956489,6327346,1153319,0.0158,0,0.0241,0,0,1446,0,0,0,1724,0,0,0,2633,0,0,0,3.154,0.3182,0.1657,0.2047,0.6627,0.7575,0.0089,0.1595,0,0,0,0,0,0,0,Saint-Come--Liniere,2 000 @ 9 999,M,AR290,Beauce-Sartigan,12,Chaudiere-Appalaches,3314
29065,2015,2014,40261529,0,748299,0,319349,0,462736,0,319349,0,1668,0,0,0,102312,0,459901,0,27905,0,0,0,0,5092,1979541,270355,220059,0.0114,0,0.0007,0,0,1001,0,0,0,1410,0,0,0,86,0,0,0,7.322,0.4756,0.011,0.0125,0.8001,0.6901,0,0.2211,0,0,0,0,0,0,0,Saint-Philibert,1 @ 1 999,M,AR290,Beauce-Sartigan,12,Chaudiere-Appalaches,369
