"cod_geo","nom_mun","designation","population","facteur_comparatif","RFU0100","RFU0200","RFU0300","RFU0400","RFU0500","RFU0600","RFU0700","RFU0710","RFU0750","RFU0755","RFU0760","RFU0800","RFU0900","RFU1000","RFU1100","RFU1300","RFU1400","RFU1501","RFU1502","RFU1600","RFU3000","no_classe_population","classe_population","cod_mrc","nom_mrc","cod_cm","nom_cm","no_reg","desc_reg"
9025,"Saint-Gabriel-de-Rimouski","M",1162,"1.05","53735325.00","3655365.00","8973195.00","9217950.00","22658265.00","2442195.00","100682295.00","0.00","100682295.00","0.00","0.00","0.00","0.00","15855.00","63420.00","0.00","0.00","1023422.40","0.00","0.00","101784992.40",1,"1 @ 1 999","AR090","La Mitis",,,1,"Bas-Saint-Laurent"
9030,"Saint-Donat","P",842,"1.11","51128820.00","3325449.00","14241300.00","4000107.00","13286367.00","4094457.00","90076500.00","0.00","90076500.00","0.00","0.00","0.00","0.00","204684.00","53058.00","0.00","0.00","1030633.89","0.00","0.00","91364875.89",1,"1 @ 1 999","AR090","La Mitis",,,1,"Bas-Saint-Laurent"
9035,"Sainte-Angèle-de-Mérici","M",996,"1.00","33619900.00","4509300.00","3754500.00","2920800.00","14439800.00","3066200.00","62310500.00","0.00","62310500.00","0.00","0.00","0.00","0.00","300.00","40300.00","0.00","0.00","698412.00","71.50","0.00","63049583.50",1,"1 @ 1 999","AR090","La Mitis",,,1,"Bas-Saint-Laurent"
9040,"Padoue","M",239,"1.03","7404052.00","171289.00","3207729.00","577624.00","4613164.00","1568175.00","17542033.00","0.00","17542033.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","17542033.00",1,"1 @ 1 999","AR090","La Mitis",,,1,"Bas-Saint-Laurent"
9048,"Métis-sur-Mer","V",559,"1.00","43436600.00","2874500.00","50928300.00","8986500.00","5291000.00","4310500.00","115827400.00","0.00","115827400.00","0.00","0.00","0.00","0.00","8100.00","57200.00","0.00","0.00","5694760.50","0.00","0.00","121587460.50",1,"1 @ 1 999","AR090","La Mitis",,,1,"Bas-Saint-Laurent"
9055,"Saint-Octave-de-Métis","P",504,"1.03","21659561.00","1010842.00","2561301.00","1685698.00","12975631.00","858299.00","40751332.00","206.00","40751126.00","100.00","206.00","0.00","0.00","0.00","36462.00","0.00","0.00","345100.47","0.00","0.00","41132894.47",1,"1 @ 1 999","AR090","La Mitis",,,1,"Bas-Saint-Laurent"
9060,"Grand-Métis","M",215,"1.00","13446300.00","420700.00","7956700.00","5281000.00","3850200.00","441200.00","31396100.00","0.00","31396100.00","0.00","0.00","0.00","0.00","11000.00","0.00","0.00","0.00","0.00","0.00","0.00","31407100.00",1,"1 @ 1 999","AR090","La Mitis",,,1,"Bas-Saint-Laurent"
9065,"Price","VL",1775,"0.99","61045677.00","5706261.00","2078109.00","8163342.00","361152.00","475695.00","77830236.00","0.00","77830236.00","0.00","0.00","0.00","0.00","55737.00","66627.00","0.00","0.00","1160236.94","0.00","0.00","79112836.94",1,"1 @ 1 999","AR090","La Mitis",,,1,"Bas-Saint-Laurent"
9070,"Saint-Joseph-de-Lepage","P",555,"1.00","32567800.00","2706000.00","4878300.00","715500.00","6693300.00","572500.00","48133400.00","0.00","48133400.00","0.00","0.00","0.00","0.00","6300.00","0.00","0.00","0.00","0.00","2074715.50","0.00","50214415.50",1,"1 @ 1 999","AR090","La Mitis",,,1,"Bas-Saint-Laurent"
9077,"Mont-Joli","V",6312,"1.00","237488700.00","76009800.00","17104800.00","97928100.00","3510700.00","5032100.00","437074200.00","0.00","437074200.00","0.00","0.00","0.00","0.00","2225900.00","36535200.00","41257885.50","0.00","6771050.00","16410179.50","0.00","540274415.00",2,"2 000 @ 9 999","AR090","La Mitis",,,1,"Bas-Saint-Laurent"
9085,"Sainte-Flavie","P",837,"1.00","57247800.00","6235800.00","9634900.00","13721900.00","13605000.00","968900.00","101414300.00","0.00","101414300.00","0.00","0.00","0.00","0.00","100.00","101300.00","0.00","0.00","0.00","0.00","0.00","101515700.00",1,"1 @ 1 999","AR090","La Mitis",,,1,"Bas-Saint-Laurent"
9092,"Sainte-Luce","M",2772,"1.05","188324745.00","21719355.00","35712180.00","20541885.00","23967825.00","4668405.00","294934395.00","0.00","294934395.00","0.00","0.00","0.00","0.00","2051805.00","206955.00","599248.65","0.00","2288436.15","0.00","0.00","300080839.80",2,"2 000 @ 9 999","AR090","La Mitis",,,1,"Bas-Saint-Laurent"
10005,"Esprit-Saint","M",335,"1.01","9702969.00","1097062.00","2319162.00","8041519.00","2627818.00","1461773.00","25250303.00","0.00","25250303.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","350603.83","0.00","0.00","25600906.83",1,"1 @ 1 999","AR100","Rimouski-Neigette",,,1,"Bas-Saint-Laurent"
10010,"La Trinité-des-Monts","P",245,"1.20","9920160.00","421920.00","1771080.00","6416760.00","8011560.00","1179960.00","27721440.00","0.00","27721440.00","0.00","0.00","0.00","0.00","0.00","23400.00","0.00","0.00","0.00","0.00","0.00","27744840.00",1,"1 @ 1 999","AR100","Rimouski-Neigette",,,1,"Bas-Saint-Laurent"
10015,"Saint-Narcisse-de-Rimouski","P",1086,"1.10","50726720.00","2927100.00","40360870.00","2509430.00","15277900.00","7260220.00","119062240.00","0.00","119062240.00","0.00","0.00","0.00","0.00","554510.00","0.00","0.00","0.00","788938.15","0.00","0.00","120405688.15",1,"1 @ 1 999","AR100","Rimouski-Neigette",,,1,"Bas-Saint-Laurent"
10025,"Saint-Marcellin","P",376,"1.03","22453794.00","671560.00","20795082.00","434248.00","3945106.00","6781108.00","55080898.00","0.00","55080898.00","0.00","0.00","0.00","0.00","81782.00","0.00","0.00","0.00","0.00","0.00","0.00","55162680.00",1,"1 @ 1 999","AR100","Rimouski-Neigette",,,1,"Bas-Saint-Laurent"
10030,"Saint-Anaclet-de-Lessard","P",3048,"1.00","202880700.00","19564600.00","14342200.00","13813400.00","23829500.00","5246800.00","279677200.00","0.00","279677200.00","0.00","0.00","0.00","0.00","0.00","108400.00","909896.00","0.00","1693477.50","0.00","0.00","282388973.50",2,"2 000 @ 9 999","AR100","Rimouski-Neigette",,,1,"Bas-Saint-Laurent"
10043,"Rimouski","V",49886,"1.03","2945540749.00","905330139.00","193918512.00","848425523.00","61384395.00","60321641.00","5014920959.00","0.00","5014920959.00","0.00","0.00","12875.00","0.00","71516917.00","15788973.00","107051570.41","147637209.40","25376446.81","52001839.18","0.00","5434306789.79",4,"25 000 @ 99 999","AR100","Rimouski-Neigette",,,1,"Bas-Saint-Laurent"
10060,"Saint-Valérien","P",868,"1.04","45804928.00","1947816.00","12541048.00","10267400.00","13503152.00","4138264.00","88202608.00","0.00","88202608.00","0.00","0.00","0.00","0.00","0.00","39000.00","0.00","0.00","491073.44","0.00","0.00","88732681.44",1,"1 @ 1 999","AR100","Rimouski-Neigette",,,1,"Bas-Saint-Laurent"
10070,"Saint-Fabien","P",1799,"0.99","87924771.00","7270065.00","51826500.00","8546571.00","16195311.00","5691213.00","177454431.00","0.00","177454431.00","0.00","0.00","0.00","0.00","72369.00","366894.00","0.00","0.00","976974.57","0.00","0.00","178870668.57",1,"1 @ 1 999","AR100","Rimouski-Neigette",,,1,"Bas-Saint-Laurent"
10075,"Saint-Eugène-de-Ladrière","P",394,"1.01","16415833.00","964146.00","1239573.00","16993250.00","9567629.00","840825.00","46021256.00","0.00","46021256.00","0.00","0.00","0.00","0.00","688113.00","0.00","0.00","0.00","204801.74","0.00","0.00","46914170.74",1,"1 @ 1 999","AR100","Rimouski-Neigette",,,1,"Bas-Saint-Laurent"
11005,"Saint-Clément","M",465,"1.05","15171450.00","1548225.00","1896405.00","6414135.00","16713690.00","909825.00","42653730.00","0.00","42653730.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","311486.18","0.00","0.00","42965216.18",1,"1 @ 1 999","AR110","Les Basques",,,1,"Bas-Saint-Laurent"
11010,"Saint-Jean-de-Dieu","M",1639,"1.02","60908586.00","7017702.00","3804192.00","10287414.00","25882194.00","3390378.00","111290466.00","0.00","111290466.00","0.00","0.00","0.00","0.00","0.00","51102.00","0.00","0.00","365379.30","1360509.15","0.00","113067456.45",1,"1 @ 1 999","AR110","Les Basques",,,1,"Bas-Saint-Laurent"
11015,"Sainte-Rita","M",305,"1.25","11328875.00","1068125.00","7154375.00","1274000.00","8702125.00","5092250.00","34619750.00","0.00","34619750.00","0.00","0.00","0.00","0.00","0.00","36625.00","0.00","0.00","841644.38","0.00","0.00","35498019.38",1,"1 @ 1 999","AR110","Les Basques",,,1,"Bas-Saint-Laurent"
11020,"Saint-Guy","M",52,"1.01","3031212.00","440057.00","2022323.00","140087.00","4245535.00","3690742.00","13569956.00","0.00","13569956.00","0.00","0.00","0.00","0.00","93526.00","0.00","0.00","0.00","0.00","0.00","0.00","13663482.00",1,"1 @ 1 999","AR110","Les Basques",,,1,"Bas-Saint-Laurent"
11025,"Saint-Médard","M",200,"0.92","6196292.00","268732.00","2685848.00","176916.00","1326456.00","2376544.00","13030788.00","0.00","13030788.00","0.00","0.00","0.00","0.00","92.00","34776.00","0.00","0.00","0.00","65.78","0.00","13065721.78",1,"1 @ 1 999","AR110","Les Basques",,,1,"Bas-Saint-Laurent"
11030,"Sainte-Françoise","P",376,"1.02","15789702.00","486948.00","3403332.00","3446988.00","11357190.00","2859978.00","37344138.00","0.00","37344138.00","0.00","0.00","0.00","0.00","0.00","31926.00","0.00","0.00","333290.10","0.00","0.00","37709354.10",1,"1 @ 1 999","AR110","Les Basques",,,1,"Bas-Saint-Laurent"
11035,"Saint-Éloi","P",285,"1.16","15756628.00","1647200.00","1047480.00","4644640.00","14846492.00","1816212.00","39758652.00","0.00","39758652.00","0.00","0.00","0.00","0.00","0.00","49416.00","0.00","0.00","568470.76","0.00","0.00","40376538.76",1,"1 @ 1 999","AR110","Les Basques",,,1,"Bas-Saint-Laurent"
11040,"Trois-Pistoles","V",3214,"1.04","114532184.00","29656952.00","25626224.00","29124472.00","616200.00","2239224.00","201795256.00","0.00","201795256.00","0.00","0.00","0.00","0.00","20072.00","196976.00","10665644.08","0.00","3884640.76","13467413.96","0.00","230030002.80",2,"2 000 @ 9 999","AR110","Les Basques",,,1,"Bas-Saint-Laurent"
11045,"Notre-Dame-des-Neiges","M",1066,"1.11","84336801.00","4977240.00","41478813.00","23417115.00","17850909.00","3790095.00","175850973.00","0.00","175850973.00","0.00","0.00","0.00","0.00","20979.00","0.00","0.00","0.00","0.00","0.00","0.00","175871952.00",1,"1 @ 1 999","AR110","Les Basques",,,1,"Bas-Saint-Laurent"
11050,"Saint-Mathieu-de-Rioux","M",687,"1.00","49224400.00","1801000.00","38505300.00","5721200.00","8824200.00","6272100.00","110348200.00","0.00","110348200.00","0.00","0.00","0.00","0.00","0.00","44100.00","0.00","0.00","268125.00","0.00","0.00","110660425.00",1,"1 @ 1 999","AR110","Les Basques",,,1,"Bas-Saint-Laurent"
11055,"Saint-Simon-de-Rimouski","M",439,"1.18","30435622.00","562270.00","22781788.00","3598056.00","9670808.00","5188932.00","72237476.00","0.00","72237476.00","0.00","0.00","0.00","0.00","0.00","37052.00","0.00","0.00","596327.16","0.00","0.00","72870855.16",1,"1 @ 1 999","AR110","Les Basques",,,1,"Bas-Saint-Laurent"
12005,"Saint-Cyprien","M",1095,"0.96","38075520.00","3681504.00","4052448.00","16463040.00","11787264.00","3898848.00","77958624.00","192.00","77958432.00","100.00","192.00","0.00","0.00","0.00","53760.00","2519911.68","0.00","968167.20","0.00","0.00","81500462.88",1,"1 @ 1 999","AR120","Rivière-du-Loup",,,1,"Bas-Saint-Laurent"
12010,"Saint-Hubert-de-Rivière-du-Loup","M",1375,"1.00","76586900.00","4584200.00","74182200.00","5206900.00","24395200.00","10493100.00","195448500.00","1100.00","195447400.00","100.00","1100.00","0.00","0.00","0.00","94600.00","0.00","0.00","2277847.00","0.00","0.00","197820947.00",1,"1 @ 1 999","AR120","Rivière-du-Loup",,,1,"Bas-Saint-Laurent"
12015,"Saint-Antonin","V",4264,"1.01","258219529.00","23442100.00","21754087.00","43133666.00","8018592.00","16363010.00","370930984.00","0.00","370930984.00","0.00","0.00","0.00","0.00","284012.00","205939.00","2323005.56","0.00","2369301.94","0.00","0.00","376113242.49",2,"2 000 @ 9 999","AR120","Rivière-du-Loup",,,1,"Bas-Saint-Laurent"
12020,"Saint-Modeste","M",1162,"1.00","76665900.00","2079700.00","4547400.00","8265900.00","13628800.00","10802600.00","115990300.00","0.00","115990300.00","0.00","0.00","0.00","0.00","8728400.00","0.00","0.00","0.00","1256112.00","0.00","0.00","125974812.00",1,"1 @ 1 999","AR120","Rivière-du-Loup",,,1,"Bas-Saint-Laurent"
12025,"Saint-François-Xavier-de-Viger","M",265,"1.00","9689300.00","478500.00","2786400.00","918100.00","3961900.00","8186300.00","26020500.00","0.00","26020500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","412126.00","0.00","0.00","26432626.00",1,"1 @ 1 999","AR120","Rivière-du-Loup",,,1,"Bas-Saint-Laurent"
12030,"Saint-Épiphane","M",861,"1.08","35620344.00","2451600.00","1607256.00","5186592.00","21786192.00","3396924.00","70048908.00","0.00","70048908.00","0.00","0.00","0.00","0.00","0.00","66636.00","0.00","0.00","1058840.64","0.00","0.00","71174384.64",1,"1 @ 1 999","AR120","Rivière-du-Loup",,,1,"Bas-Saint-Laurent"
12035,"Saint-Paul-de-la-Croix","M",322,"1.18","13645284.00","258066.00","2370856.00","1092090.00","10319808.00","5848080.00","33534184.00","0.00","33534184.00","0.00","0.00","0.00","0.00","1534.00","63720.00","0.00","0.00","374349.69","0.00","0.00","33973787.69",1,"1 @ 1 999","AR120","Rivière-du-Loup",,,1,"Bas-Saint-Laurent"
12043,"L'Isle-Verte","M",1332,"1.01","64082480.00","5407742.00","5212610.00","23243029.00","51528281.00","2694276.00","152168418.00","0.00","152168418.00","0.00","0.00","0.00","0.00","64337.00","1276640.00","483820.81","233333.23","2408875.76","1372.09","0.00","156636796.88",1,"1 @ 1 999","AR120","Rivière-du-Loup",,,1,"Bas-Saint-Laurent"
12045,"Notre-Dame-des-Sept-Douleurs","P",37,"1.00","10021200.00","442700.00","17310400.00","4991800.00","512600.00","6423500.00","39702200.00","0.00","39702200.00","0.00","0.00","0.00","0.00","120200.00","0.00","261696.50","0.00","0.00","0.00","0.00","40084096.50",1,"1 @ 1 999","AR120","Rivière-du-Loup",,,1,"Bas-Saint-Laurent"
12057,"Cacouna","M",1863,"1.05","132024900.00","17865330.00","16306920.00","18869445.00","22258215.00","4015830.00","211340640.00","0.00","211340640.00","0.00","0.00","773535.00","0.00","6388095.00","924105.00","0.00","13131.30","2466814.35","0.00","0.00","221906320.65",1,"1 @ 1 999","AR120","Rivière-du-Loup",,,1,"Bas-Saint-Laurent"
12065,"Saint-Arsène","P",1282,"1.05","65688000.00","4501875.00","2010540.00","5652675.00","37205910.00","859005.00","115918005.00","0.00","115918005.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1370569.20","0.00","0.00","117288574.20",1,"1 @ 1 999","AR120","Rivière-du-Loup",,,1,"Bas-Saint-Laurent"
12072,"Rivière-du-Loup","V",20065,"1.06","1008538060.00","429642592.00","100601632.00","539014028.00","13059942.00","35603068.00","2126459322.00","0.00","2126459322.00","0.00","0.00","0.00","0.00","16745774.00","6023450.00","78958552.53","41108420.21","13781426.23","55888758.64","0.00","2338965703.61",3,"10 000 @ 24 999","AR120","Rivière-du-Loup",,,1,"Bas-Saint-Laurent"
12080,"Notre-Dame-du-Portage","M",1195,"1.04","152924720.00","14687192.00","32302608.00","6747832.00","9465768.00","6840496.00","222968616.00","0.00","222968616.00","0.00","0.00","0.00","0.00","732160.00","123448.00","0.00","0.00","1609299.12","0.00","0.00","225433523.12",1,"1 @ 1 999","AR120","Rivière-du-Loup",,,1,"Bas-Saint-Laurent"
13005,"Dégelis","V",2871,"1.02","107979342.00","23015382.00","19101540.00","41304594.00","11463372.00","8107776.00","210972006.00","0.00","210972006.00","0.00","0.00","0.00","0.00","810390.00","230112.00","543341.76","0.00","439038.60","12762604.14","0.00","225757492.50",2,"2 000 @ 9 999","AR130","Témiscouata",,,1,"Bas-Saint-Laurent"
13010,"Saint-Jean-de-la-Lande","M",236,"1.08","11565396.00","706644.00","7806240.00","360936.00","5993136.00","6297696.00","32730048.00","0.00","32730048.00","0.00","0.00","0.00","0.00","19872.00","0.00","0.00","0.00","0.00","77.22","0.00","32749997.22",1,"1 @ 1 999","AR130","Témiscouata",,,1,"Bas-Saint-Laurent"
13015,"Packington","P",616,"1.00","30626100.00","1448600.00","18705600.00","450700.00","8555400.00","4148800.00","63935200.00","0.00","63935200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","770198.00","16588.00","0.00","64721986.00",1,"1 @ 1 999","AR130","Témiscouata",,,1,"Bas-Saint-Laurent"
13020,"Saint-Marc-du-Lac-Long","P",368,"1.00","14953800.00","1239200.00","9936600.00","3214900.00","4927800.00","10505100.00","44777400.00","0.00","44777400.00","0.00","0.00","0.00","0.00","8600.00","0.00","0.00","0.00","347275.50","1287.00","0.00","45134562.50",1,"1 @ 1 999","AR130","Témiscouata",,,1,"Bas-Saint-Laurent"
13025,"Rivière-Bleue","M",1234,"1.00","41070300.00","5622200.00","13056300.00","8545400.00","8698200.00","9764700.00","86757100.00","0.00","86757100.00","0.00","0.00","0.00","0.00","0.00","86100.00","3071913.00","0.00","1921205.00","1573.00","0.00","91837891.00",1,"1 @ 1 999","AR130","Témiscouata",,,1,"Bas-Saint-Laurent"
13030,"Saint-Eusèbe","P",597,"1.08","26380728.00","1416852.00","3912624.00","6755184.00","10405800.00","6687468.00","55558656.00","0.00","55558656.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","770501.16","0.00","0.00","56329157.16",1,"1 @ 1 999","AR130","Témiscouata",,,1,"Bas-Saint-Laurent"
13040,"Saint-Juste-du-Lac","M",580,"1.00","26124000.00","2592400.00","11480000.00","3918300.00","9681900.00","6458200.00","60254800.00","0.00","60254800.00","0.00","0.00","0.00","0.00","43900.00","0.00","0.00","0.00","986628.50","0.00","0.00","61285328.50",1,"1 @ 1 999","AR130","Témiscouata",,,1,"Bas-Saint-Laurent"
13045,"Auclair","M",448,"1.01","14845182.00","1696396.00","5332699.00","4168876.00","16395734.00","1751441.00","44190328.00","0.00","44190328.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","558944.10","144.43","0.00","44749416.53",1,"1 @ 1 999","AR130","Témiscouata",,,1,"Bas-Saint-Laurent"
13050,"Lejeune","M",257,"1.05","7536795.00","364665.00","4336185.00","1033200.00","14098455.00","2656290.00","30025590.00","0.00","30025590.00","0.00","0.00","0.00","0.00","46410.00","30765.00","0.00","0.00","269819.55","0.00","0.00","30372584.55",1,"1 @ 1 999","AR130","Témiscouata",,,1,"Bas-Saint-Laurent"
13055,"Biencourt","M",448,"0.98","12993134.00","1275960.00","3245466.00","5645290.00","12897584.00","1461278.00","37518712.00","0.00","37518712.00","0.00","0.00","0.00","0.00","0.00","49392.00","0.00","0.00","557897.34","210.21","0.00","38126211.55",1,"1 @ 1 999","AR130","Témiscouata",,,1,"Bas-Saint-Laurent"
13060,"Lac-des-Aigles","M",503,"1.04","17814368.00","1329640.00","1873976.00","6867120.00","10714912.00","2476760.00","41076776.00","0.00","41076776.00","0.00","0.00","0.00","0.00","0.00","45448.00","0.00","0.00","878265.96","0.00","0.00","42000489.96",1,"1 @ 1 999","AR130","Témiscouata",,,1,"Bas-Saint-Laurent"
13065,"Saint-Michel-du-Squatec","M",1056,"1.00","36323000.00","4804700.00","9268800.00","9103500.00","17822800.00","5118000.00","82440800.00","0.00","82440800.00","0.00","0.00","0.00","0.00","131900.00","84600.00","901361.50","0.00","0.00","7467817.50","0.00","91026479.00",1,"1 @ 1 999","AR130","Témiscouata",,,1,"Bas-Saint-Laurent"
13073,"Témiscouata-sur-le-Lac","V",5017,"1.00","268471600.00","44144800.00","67112000.00","81985100.00","24983100.00","22227300.00","508923900.00","0.00","508923900.00","0.00","0.00","0.00","0.00","3698000.00","261100.00","13256022.00","0.00","4535173.50","12665939.00","0.00","543340134.50",2,"2 000 @ 9 999","AR130","Témiscouata",,,1,"Bas-Saint-Laurent"
13075,"Saint-Pierre-de-Lamy","M",114,"1.00","2795500.00","500600.00","4168600.00","1651100.00","6950800.00","2405100.00","18471700.00","0.00","18471700.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","18471700.00",1,"1 @ 1 999","AR130","Témiscouata",,,1,"Bas-Saint-Laurent"
