"cod_geo","nom_mun","designation","population","facteur_comparatif","RFU0100","RFU0200","RFU0300","RFU0400","RFU0500","RFU0600","RFU0700","RFU0710","RFU0750","RFU0755","RFU0760","RFU0800","RFU0900","RFU1000","RFU1100","RFU1300","RFU1400","RFU1501","RFU1502","RFU1600","RFU3000","no_classe_population","classe_population","cod_mrc","nom_mrc","cod_cm","nom_cm","no_reg","desc_reg" 
31056,"Adstock","M",3008,"1.14","228480168.00","13303344.00","139296258.00","53881188.00","81103932.00","10220100.00","526284990.00","0.00","526284990.00","0.00","0.00","114.00","0.00","3421544.70","82536.00","0.00","0.00","958313.07","7009.86","0.00","530754507.63",2,"2 000 @ 9 999","AR310","Les Appalaches",,,12,"Chaudière-Appalaches"
31060,"Sainte-Clotilde-de-Beauce","M",595,"0.99","29412009.00","3457179.00","2700324.00","16480926.00","29109168.00","398871.00","81558477.00","732.60","81557744.40","100.00","732.60","0.00","0.00","0.00","0.00","0.00","0.00","477232.47","1274.13","0.00","82036983.60",1,"1 @ 1 999","AR310","Les Appalaches",,,12,"Chaudière-Appalaches"
31084,"Thetford Mines","V",25799,"1.00","1115522500.00","247809600.00","125246200.00","442725500.00","59867800.00","23104800.00","2014276400.00","44700.00","2014231700.00","100.00","44700.00","515700.00","0.00","11822200.00","228400.00","50784584.50","31909312.50","13542386.00","46310693.00","0.00","2169389676.00",4,"25 000 @ 99 999","AR310","Les Appalaches",,,12,"Chaudière-Appalaches"
31095,"Saint-Adrien-d'Irlande","M",409,"1.15","20566600.00","228850.00","2727455.00","3559365.00","24200255.00","433895.00","51716420.00","0.00","51716420.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","411.13","0.00","51716831.13",1,"1 @ 1 999","AR310","Les Appalaches",,,12,"Chaudière-Appalaches"
31100,"Saint-Jean-de-Brébeuf","M",374,"1.20","18036840.00","0.00","1342200.00","2251920.00","43482120.00","141240.00","65254320.00","0.00","65254320.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","343.20","0.00","65254663.20",1,"1 @ 1 999","AR310","Les Appalaches",,,12,"Chaudière-Appalaches"
31105,"Kinnear's Mills","M",377,"1.01","20425735.00","701445.00","3951726.00","6065959.00","34561796.00","444501.00","66151162.00","0.00","66151162.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","216.65","0.00","66151378.65",1,"1 @ 1 999","AR310","Les Appalaches",,,12,"Chaudière-Appalaches"
31122,"East Broughton","M",2250,"1.00","101912100.00","13595800.00","2758500.00","14057400.00","2908800.00","1918000.00","137150600.00","0.00","137150600.00","0.00","0.00","0.00","0.00","490400.00","78900.00","1672424.00","0.00","1177962.50","0.00","0.00","140570286.50",2,"2 000 @ 9 999","AR310","Les Appalaches",,,12,"Chaudière-Appalaches"
31130,"Sacré-Coeur-de-Jésus","P",544,"1.00","26305200.00","251400.00","7796300.00","9452600.00","48486800.00","408500.00","92700800.00","1819.00","92698981.00","100.00","1819.00","0.00","0.00","10411000.00","0.00","0.00","0.00","0.00","2645.50","0.00","103114445.50",1,"1 @ 1 999","AR310","Les Appalaches",,,12,"Chaudière-Appalaches"
31135,"Saint-Pierre-de-Broughton","M",930,"1.00","52565300.00","2956300.00","6675000.00","14852900.00","51061400.00","1612400.00","129723300.00","27374.00","129695926.00","100.00","27374.00","0.00","0.00","32800.00","100100.00","0.00","0.00","786714.50","17517.50","0.00","130660432.00",1,"1 @ 1 999","AR310","Les Appalaches",,,12,"Chaudière-Appalaches"
31140,"Saint-Jacques-de-Leeds","M",715,"1.11","37542642.00","2915970.00","2091795.00","9259398.00","44674503.00","411033.00","96895341.00","0.00","96895341.00","0.00","0.00","0.00","0.00","222.00","56055.00","0.00","0.00","549047.07","5873.01","0.00","97506538.08",1,"1 @ 1 999","AR310","Les Appalaches",,,12,"Chaudière-Appalaches"
32013,"Saint-Ferdinand","M",2087,"1.12","169611904.00","26665296.00","58672544.00","27092016.00","70423920.00","17930864.00","370396544.00","0.00","370396544.00","0.00","0.00","0.00","0.00","0.00","0.00","2809861.60","0.00","1249087.84","720.72","0.00","374456214.16",2,"2 000 @ 9 999","AR320","L'Érable",,,17,"Centre-du-Québec"
32023,"Sainte-Sophie-d'Halifax","M",604,"1.00","30065000.00","2474600.00","3933900.00","5372500.00","81247400.00","9364600.00","132458000.00","0.00","132458000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","683182.50","0.00","0.00","133141182.50",1,"1 @ 1 999","AR320","L'Érable",,,17,"Centre-du-Québec"
32033,"Princeville","V",6494,"1.00","313961600.00","64026800.00","14930300.00","127231100.00","142968300.00","21860700.00","684978800.00","19194.00","684959606.00","100.00","19194.00","69700.00","0.00","12900.00","306600.00","936344.50","0.00","1932716.50","2792861.50","0.00","691029922.50",2,"2 000 @ 9 999","AR320","L'Érable",,,17,"Centre-du-Québec"
32040,"Plessisville","V",6666,"1.01","263429109.00","83108254.00","26872363.00","136017912.00","7225742.00","2045351.00","518698731.00","0.00","518698731.00","0.00","0.00","0.00","0.00","1691346.00","0.00","7089609.15","0.00","2230721.35","12770067.31","0.00","542480474.81",2,"2 000 @ 9 999","AR320","L'Érable",,,17,"Centre-du-Québec"
32045,"Plessisville","P",2679,"1.05","172872525.00","6641040.00","9099195.00","43731240.00","93290400.00","15591345.00","341225745.00","5363.40","341220381.60","0.00","0.00","0.00","0.00","862260.00","0.00","0.00","0.00","1007206.20","0.00","0.00","343089847.80",2,"2 000 @ 9 999","AR320","L'Érable",,,17,"Centre-du-Québec"
32050,"Saint-Pierre-Baptiste","P",543,"1.09","29613120.00","1962981.00","19612261.00","4461915.00","57011142.00","4673811.00","117335230.00","0.00","117335230.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","564639.08","1013.16","0.00","117900882.23",1,"1 @ 1 999","AR320","L'Érable",,,17,"Centre-du-Québec"
32058,"Inverness","M",918,"1.00","55649900.00","3731600.00","35001500.00","8112000.00","119296200.00","14282700.00","236073900.00","2893.00","236071007.00","100.00","2893.00","0.00","0.00","0.00","58600.00","0.00","0.00","592020.00","4933.50","0.00","236729453.50",1,"1 @ 1 999","AR320","L'Érable",,,17,"Centre-du-Québec"
32065,"Lyster","M",1613,"0.99","71421570.00","8667252.00","13069782.00","34316073.00","93000006.00","15348267.00","235822950.00","2305.71","235820644.29","100.00","2305.71","0.00","0.00","3564.00","124443.00","1575140.00","0.00","519066.41","1061.78","0.00","238046225.18",1,"1 @ 1 999","AR320","L'Érable",,,17,"Centre-du-Québec"
32072,"Laurierville","M",1346,"1.03","65936171.00","4798770.00","7809975.00","19702252.00","72225248.00","10250148.00","180722564.00","8301.80","180714262.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","856417.71","0.00","0.00","181570679.91",1,"1 @ 1 999","AR320","L'Érable",,,17,"Centre-du-Québec"
32080,"Notre-Dame-de-Lourdes","P",782,"1.15","49487950.00","2872355.00","7912345.00","14704360.00","42953765.00","2671910.00","120602685.00","0.00","120602685.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","479453.98","0.00","0.00","121082138.98",1,"1 @ 1 999","AR320","L'Érable",,,17,"Centre-du-Québec"
32085,"Villeroy","M",500,"0.99","27998190.00","2728044.00","2855160.00","26300340.00","24384492.00","4018410.00","88284636.00","0.00","88284636.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","472914.59","0.00","0.00","88757550.59",1,"1 @ 1 999","AR320","L'Érable",,,17,"Centre-du-Québec"
33007,"Saint-Sylvestre","M",1017,"1.01","44779865.00","5066766.00","5194531.00","12248775.00","85625679.00","7242811.00","160158427.00","26203.44","160132223.56","0.00","0.00","0.00","0.00","0.00","0.00","1213264.52","0.00","931068.00","10326.75","0.00","162286882.82",1,"1 @ 1 999","AR330","Lotbinière",,,12,"Chaudière-Appalaches"
33017,"Sainte-Agathe-de-Lotbinière","M",1153,"1.09","57869953.00","4018067.00","4372862.00","10505747.00","92516475.00","8255551.00","177538655.00","0.00","177538655.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","693543.57","1480.77","0.00","178233679.33",1,"1 @ 1 999","AR330","Lotbinière",,,12,"Chaudière-Appalaches"
33025,"Saint-Patrice-de-Beaurivage","M",1078,"1.00","52227400.00","3314400.00","2623300.00","9715200.00","65478800.00","4949800.00","138308900.00","7700.00","138301200.00","100.00","7700.00","0.00","0.00","0.00","65400.00","0.00","0.00","926711.50","0.00","0.00","139301011.50",1,"1 @ 1 999","AR330","Lotbinière",,,12,"Chaudière-Appalaches"
33030,"Saint-Narcisse-de-Beaurivage","P",1123,"1.00","67529700.00","3513900.00","597900.00","12401500.00","78268500.00","1482700.00","163794200.00","41800.00","163752400.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","801658.00","0.00","0.00","164554058.00",1,"1 @ 1 999","AR330","Lotbinière",,,12,"Chaudière-Appalaches"
33035,"Saint-Gilles","M",2786,"1.03","187693604.00","14223579.00","15748700.00","31234544.00","42499139.00","15035631.00","306435197.00","0.00","306435197.00","0.00","0.00","0.00","0.00","0.00","0.00","485568.27","0.00","1780441.52","0.00","0.00","308701206.79",2,"2 000 @ 9 999","AR330","Lotbinière",,,12,"Chaudière-Appalaches"
33040,"Dosquet","M",984,"0.99","50443866.00","4093749.00","1518660.00","19597347.00","24452109.00","4819815.00","104925546.00","0.00","104925546.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","430302.02","4813.38","0.00","105360661.40",1,"1 @ 1 999","AR330","Lotbinière",,,12,"Chaudière-Appalaches"
33045,"Saint-Agapit","M",4530,"1.02","278941542.00","37251012.00","7632660.00","46907760.00","50409420.00","8053002.00","429195396.00","31255.86","429164140.14","100.00","31255.86","0.00","0.00","0.00","121686.00","0.00","0.00","2062679.19","9218570.79","0.00","440598331.98",2,"2 000 @ 9 999","AR330","Lotbinière",,,12,"Chaudière-Appalaches"
33052,"Saint-Flavien","M",1596,"1.00","85993700.00","13802900.00","6020700.00","16226000.00","58849500.00","3804400.00","184697200.00","0.00","184697200.00","0.00","0.00","0.00","0.00","0.00","0.00","1715857.00","0.00","541398.00","0.00","0.00","186954455.00",1,"1 @ 1 999","AR330","Lotbinière",,,12,"Chaudière-Appalaches"
33060,"Laurier-Station","VL",2653,"1.03","168821635.00","31522429.00","9123843.00","64679262.00","6726930.00","7015227.00","287889326.00","0.00","287889326.00","0.00","0.00","0.00","0.00","1839992.00","141625.00","5612800.12","0.00","2000419.14","0.00","0.00","297484162.25",2,"2 000 @ 9 999","AR330","Lotbinière",,,12,"Chaudière-Appalaches"
33065,"Saint-Janvier-de-Joly","M",1078,"1.05","66328290.00","5385450.00","5145840.00","4559730.00","35877450.00","4333560.00","121630320.00","0.00","121630320.00","0.00","0.00","0.00","0.00","0.00","84525.00","0.00","0.00","547897.35","0.00","0.00","122262742.35",1,"1 @ 1 999","AR330","Lotbinière",,,12,"Chaudière-Appalaches"
33070,"Val-Alain","M",998,"1.00","67595300.00","4438200.00","6409000.00","15545000.00","20844500.00","7275500.00","122107500.00","10800.00","122096700.00","100.00","10800.00","0.00","0.00","0.00","0.00","0.00","0.00","763834.50","0.00","0.00","122871334.50",1,"1 @ 1 999","AR330","Lotbinière",,,12,"Chaudière-Appalaches"
33080,"Saint-Édouard-de-Lotbinière","P",1205,"1.00","65914800.00","5798400.00","5936100.00","15425100.00","95170000.00","4671300.00","192915700.00","53917.00","192861783.00","100.00","53917.00","0.00","0.00","0.00","102100.00","0.00","0.00","524095.00","0.00","0.00","193541895.00",1,"1 @ 1 999","AR330","Lotbinière",,,12,"Chaudière-Appalaches"
33085,"Notre-Dame-du-Sacré-Coeur-d'Issoudun","P",893,"1.00","57852800.00","2066900.00","2616000.00","3008500.00","50697100.00","7332800.00","123574100.00","100.00","123574000.00","100.00","100.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","123574100.00",1,"1 @ 1 999","AR330","Lotbinière",,,12,"Chaudière-Appalaches"
33090,"Saint-Apollinaire","M",7813,"1.00","585236900.00","82613400.00","23438900.00","118971500.00","44237700.00","38909600.00","893408000.00","0.00","893408000.00","0.00","0.00","0.00","0.00","0.00","403000.00","1918403.50","0.00","7522872.50","0.00","0.00","903252276.00",2,"2 000 @ 9 999","AR330","Lotbinière",,,12,"Chaudière-Appalaches"
33095,"Saint-Antoine-de-Tilly","M",1722,"1.04","192089768.00","20081464.00","20811856.00","20787312.00","54852616.00","10898264.00","319521280.00","0.00","319521280.00","0.00","0.00","0.00","0.00","0.00","385528.00","0.00","0.00","1201880.68","0.00","0.00","321108688.68",1,"1 @ 1 999","AR330","Lotbinière",,,12,"Chaudière-Appalaches"
33102,"Sainte-Croix","M",2589,"1.00","162983100.00","23033600.00","24484400.00","47933300.00","62272700.00","8691000.00","329398100.00","0.00","329398100.00","0.00","0.00","0.00","0.00","0.00","289200.00","2866240.00","579078.50","1297868.00","13767468.00","0.00","348197954.50",2,"2 000 @ 9 999","AR330","Lotbinière",,,12,"Chaudière-Appalaches"
33115,"Lotbinière","M",844,"1.00","72872000.00","7179700.00","20498000.00","4571300.00","89390700.00","7413700.00","201925400.00","88968.00","201836432.00","100.00","88968.00","0.00","0.00","0.00","66300.00","0.00","0.00","335764.00","0.00","0.00","202327464.00",1,"1 @ 1 999","AR330","Lotbinière",,,12,"Chaudière-Appalaches"
33123,"Leclercville","M",491,"1.00","30570600.00","2042500.00","1227800.00","2571200.00","58986800.00","1537600.00","96936500.00","72969.00","96863531.00","100.00","72969.00","0.00","0.00","0.00","12500.00","0.00","0.00","272486.50","0.00","0.00","97221486.50",1,"1 @ 1 999","AR330","Lotbinière",,,12,"Chaudière-Appalaches"
34007,"Neuville","V",4567,"1.02","469172664.00","45867666.00","19339914.00","43743618.00","40085592.00","14904750.00","633114204.00","402903.06","632711300.94","0.00","0.00","0.00","0.00","0.00","263058.00","1327498.38","0.00","3350695.92","0.00","0.00","637652553.24",2,"2 000 @ 9 999","AR340","Portneuf",,,3,"Capitale-Nationale"
34017,"Pont-Rouge","V",10346,"1.02","749298936.00","96140304.00","51417282.00","82534218.00","61343004.00","58614096.00","1099347840.00","0.00","1099347840.00","0.00","0.00","0.00","0.00","0.00","218892.00","10577409.18","0.00","5275318.62","2151143.28","3031147.00","1120601750.08",3,"10 000 @ 24 999","AR340","Portneuf",,,3,"Capitale-Nationale"
34025,"Donnacona","V",7569,"1.04","452662184.00","106060448.00","40397552.00","123610864.00","9523696.00","13769600.00","746024344.00","0.00","746024344.00","0.00","0.00","24336.00","0.00","0.00","79509040.00","12137370.44","0.00","5734940.64","19122417.60","0.00","862552448.68",2,"2 000 @ 9 999","AR340","Portneuf",,,3,"Capitale-Nationale"
34030,"Cap-Santé","V",3559,"1.04","293934264.00","27596400.00","17791280.00","24209744.00","24960104.00","12454208.00","400946000.00","50474.32","400895525.68","0.00","0.00","0.00","0.00","1261520.00","227760.00","1108606.20","0.00","5837408.72","0.00","0.00","409330820.60",2,"2 000 @ 9 999","AR340","Portneuf",,,3,"Capitale-Nationale"
34038,"Saint-Basile","V",2707,"1.00","183810700.00","17209500.00","16747200.00","20029300.00","68766600.00","7329900.00","313893200.00","0.00","313893200.00","0.00","0.00","0.00","0.00","3200.00","128500.00","0.00","0.00","1059129.50","0.00","0.00","315084029.50",2,"2 000 @ 9 999","AR340","Portneuf",,,3,"Capitale-Nationale"
34048,"Portneuf","V",3313,"1.00","221710400.00","33437500.00","29293100.00","37575800.00","17378000.00","16079800.00","355474600.00","89666.00","355384934.00","100.00","89666.00","0.00","0.00","5900.00","114700.00","757542.50","0.00","1418345.50","71.50","0.00","357771159.50",2,"2 000 @ 9 999","AR340","Portneuf",,,3,"Capitale-Nationale"
34058,"Deschambault-Grondines","M",2290,"1.02","169987998.00","22803120.00","12684312.00","185898774.00","45419988.00","13261734.00","450055926.00","0.00","450055926.00","0.00","0.00","0.00","0.00","6850014.00","195942.00","0.00","0.00","1092856.05","0.00","0.00","458194738.05",2,"2 000 @ 9 999","AR340","Portneuf",,,3,"Capitale-Nationale"
34060,"Saint-Gilbert","P",304,"1.25","17598250.00","1137375.00","1822500.00","2915125.00","14381500.00","2848625.00","40703375.00","0.00","40703375.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","40703375.00",1,"1 @ 1 999","AR340","Portneuf",,,3,"Capitale-Nationale"
34065,"Saint-Marc-des-Carrières","V",2999,"1.05","171976245.00","26011020.00","6763470.00","43457085.00","8192520.00","3213210.00","259613550.00","0.00","259613550.00","0.00","0.00","0.00","0.00","0.00","150675.00","6722693.25","0.00","1672520.85","7168611.45","0.00","275328050.55",2,"2 000 @ 9 999","AR340","Portneuf",,,3,"Capitale-Nationale"
34078,"Saint-Casimir","M",1423,"1.08","74670120.00","10149624.00","3775464.00","17338752.00","39502080.00","3228228.00","148664268.00","10938.24","148653329.76","0.00","0.00","0.00","0.00","0.00","111348.00","5203553.94","0.00","1743936.48","1776.06","0.00","155713944.24",1,"1 @ 1 999","AR340","Portneuf",,,3,"Capitale-Nationale"
34085,"Saint-Thuribe","P",316,"1.06","15180048.00","94658.00","1975416.00","244330.00","21023828.00","2987398.00","41505678.00","0.00","41505678.00","0.00","0.00","0.00","0.00","0.00","51834.00","0.00","0.00","0.00","0.00","0.00","41557512.00",1,"1 @ 1 999","AR340","Portneuf",,,3,"Capitale-Nationale"
34090,"Saint-Ubalde","M",1441,"1.00","76713800.00","6541800.00","96257900.00","16015300.00","59602300.00","14361800.00","269492900.00","0.00","269492900.00","0.00","0.00","0.00","0.00","26300.00","68100.00","0.00","0.00","736521.50","0.00","0.00","270323821.50",1,"1 @ 1 999","AR340","Portneuf",,,3,"Capitale-Nationale"
34097,"Saint-Alban","M",1213,"1.02","66551736.00","4072860.00","56725566.00","8569428.00","34632468.00","12318642.00","182870700.00","0.00","182870700.00","0.00","0.00","0.00","0.00","97512.00","98838.00","0.00","0.00","434735.73","656.37","0.00","183502442.10",1,"1 @ 1 999","AR340","Portneuf",,,3,"Capitale-Nationale"
34105,"Sainte-Christine-d'Auvergne","M",653,"1.00","36927700.00","1189000.00","65512700.00","51260400.00","18862500.00","21898900.00","195651200.00","0.00","195651200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","195651200.00",1,"1 @ 1 999","AR340","Portneuf",,,3,"Capitale-Nationale"
34115,"Saint-Léonard-de-Portneuf","M",1171,"1.00","79014000.00","4546900.00","31211500.00","12901100.00","16800000.00","8713400.00","153186900.00","3310.00","153183590.00","0.00","0.00","0.00","0.00","104700.00","0.00","0.00","0.00","628842.50","0.00","0.00","153917132.50",1,"1 @ 1 999","AR340","Portneuf",,,3,"Capitale-Nationale"
34120,"Lac-Sergent","V",533,"1.00","91290600.00","2318500.00","30508900.00","2597200.00","0.00","7367500.00","134082700.00","0.00","134082700.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","134082700.00",1,"1 @ 1 999","AR340","Portneuf",,,3,"Capitale-Nationale"
34128,"Saint-Raymond","V",11176,"1.03","746624855.00","89149796.00","360125183.00","159104718.00","42980561.00","65619240.00","1463604353.00","0.00","1463604353.00","0.00","0.00","0.00","0.00","1132897.00","1855957.00","17582027.39","0.00","6471848.96","13446398.68","0.00","1504093482.02",3,"10 000 @ 24 999","AR340","Portneuf",,,3,"Capitale-Nationale"
34135,"Rivière-à-Pierre","M",578,"1.00","39421400.00","2901700.00","63197000.00","31012400.00","3832700.00","10392700.00","150757900.00","0.00","150757900.00","0.00","0.00","0.00","0.00","142100.00","63400.00","0.00","0.00","1006720.00","0.00","0.00","151970120.00",1,"1 @ 1 999","AR340","Portneuf",,,3,"Capitale-Nationale"
35005,"Notre-Dame-de-Montauban","M",760,"1.09","44939610.00","3318832.00","65501588.00","13100274.00","6395030.00","24819954.00","158075288.00","0.00","158075288.00","0.00","0.00","0.00","0.00","151292.00","51666.00","0.00","0.00","1189443.97","779.35","0.00","159468469.32",1,"1 @ 1 999","AR350","Mékinac",,,4,"Mauricie"
35010,"Lac-aux-Sables","P",1366,"1.11","95138322.00","7482843.00","112280940.00","25567518.00","16764996.00","31063128.00","288297747.00","0.00","288297747.00","0.00","0.00","0.00","0.00","455433.00","47397.00","0.00","0.00","1133967.12","158.73","0.00","289934702.85",1,"1 @ 1 999","AR350","Mékinac",,,4,"Mauricie"
35015,"Saint-Adelphe","P",972,"1.00","50291400.00","5161100.00","12766200.00","17144900.00","29524500.00","6633000.00","121521100.00","0.00","121521100.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1092305.50","0.00","0.00","122613405.50",1,"1 @ 1 999","AR350","Mékinac",,,4,"Mauricie"
35020,"Saint-Séverin","P",828,"1.00","35181400.00","2530400.00","1943100.00","9550000.00","23068800.00","1175500.00","73449200.00","0.00","73449200.00","0.00","0.00","0.00","0.00","0.00","57600.00","0.00","0.00","770555.50","0.00","0.00","74277355.50",1,"1 @ 1 999","AR350","Mékinac",,,4,"Mauricie"
35027,"Saint-Tite","V",3740,"1.00","181993700.00","31540800.00","52530300.00","58621300.00","36915500.00","6606500.00","368208100.00","700.00","368207400.00","100.00","700.00","0.00","0.00","3875800.00","224100.00","5038481.50","0.00","1973686.00","15214056.00","0.00","394534223.50",2,"2 000 @ 9 999","AR350","Mékinac",,,4,"Mauricie"
35035,"Hérouxville","P",1342,"1.00","80472600.00","4698400.00","9563100.00","9387300.00","15793500.00","2790300.00","122705200.00","0.00","122705200.00","0.00","0.00","0.00","0.00","0.00","37200.00","0.00","0.00","752966.50","4004.00","0.00","123499370.50",1,"1 @ 1 999","AR350","Mékinac",,,4,"Mauricie"
35040,"Grandes-Piles","VL",463,"1.10","50799760.00","5353260.00","22166870.00","21831260.00","716980.00","16817460.00","117685590.00","0.00","117685590.00","0.00","0.00","0.00","0.00","3147980.00","0.00","0.00","0.00","0.00","0.00","0.00","120833570.00",1,"1 @ 1 999","AR350","Mékinac",,,4,"Mauricie"
35045,"Saint-Roch-de-Mékinac","P",305,"1.00","24543400.00","1244900.00","30816200.00","11433600.00","35600.00","9020200.00","77093900.00","0.00","77093900.00","0.00","0.00","0.00","0.00","0.00","6106800.00","0.00","0.00","0.00","0.00","0.00","83200700.00",1,"1 @ 1 999","AR350","Mékinac",,,4,"Mauricie"
35050,"Sainte-Thècle","M",2492,"1.03","124055878.00","12660966.00","60012435.00","14141385.00","25313177.00","13533479.00","249717320.00","0.00","249717320.00","0.00","0.00","124424.00","0.00","0.00","82503.00","2533936.99","0.00","2002996.71","0.00","0.00","254461180.70",2,"2 000 @ 9 999","AR350","Mékinac",,,4,"Mauricie"
35055,"Trois-Rives","M",397,"1.11","40125834.00","2061048.00","97152195.00","42101190.00","1343877.00","19002312.00","201786456.00","0.00","201786456.00","0.00","0.00","0.00","0.00","330225.00","0.00","0.00","0.00","0.00","0.00","0.00","202116681.00",1,"1 @ 1 999","AR350","Mékinac",,,4,"Mauricie"
36033,"Shawinigan","V",50717,"1.00","2041773000.00","721834500.00","332675400.00","591317400.00","37598000.00","99840600.00","3825038900.00","0.00","3825038900.00","0.00","0.00","36200.00","0.00","12250100.00","93258900.00","94002278.50","29243506.50","37586835.00","56745045.50","0.00","4148161765.50",4,"25 000 @ 99 999","AR361","Hors MRC - Shawinigan",,,4,"Mauricie"
37067,"Trois-Rivières","V",141352,"1.00","6441786900.00","3191284400.00","480990400.00","2316656152.00","70622900.00","269166211.00","12770506963.00","23764.00","12770483199.00","100.00","23764.00","43039300.00","0.00","65457600.00","32474401.00","264310254.00","296132785.00","83069915.50","182447408.00","0.00","13737438626.50",5,"100 000 et plus","AR371","Hors MRC - Trois-Rivières",,,4,"Mauricie"
37205,"Sainte-Anne-de-la-Pérade","M",2081,"0.99","107668242.00","13793769.00","14485977.00","21288762.00","64243278.00","7478559.00","228958587.00","0.00","228958587.00","0.00","0.00","0.00","0.00","1016136.00","119196.00","2978201.66","0.00","1236118.46","1840.41","0.00","234310079.52",2,"2 000 @ 9 999","AR372","Les Chenaux",,,4,"Mauricie"
37210,"Batiscan","M",959,"1.02","85511394.00","6056046.00","8585850.00","4956180.00","26819982.00","4981680.00","136911132.00","22440.00","136888692.00","0.00","0.00","0.00","0.00","0.00","54162.00","0.00","0.00","459750.72","1531.53","0.00","137404136.25",1,"1 @ 1 999","AR372","Les Chenaux",,,4,"Mauricie"
37215,"Sainte-Geneviève-de-Batiscan","P",1027,"1.03","69327755.00","4521082.00","8646438.00","11911538.00","51765946.00","6888434.00","153061193.00","0.00","153061193.00","0.00","0.00","0.00","0.00","2884.00","0.00","3043613.95","0.00","484878.68","5315696.10","0.00","161908265.73",1,"1 @ 1 999","AR372","Les Chenaux",,,4,"Mauricie"
37220,"Champlain","M",1949,"1.03","166820036.00","16459297.00","12072115.00","16891794.00","36768734.00","6520930.00","255532906.00","364517.00","255168389.00","0.00","0.00","0.00","0.00","42024.00","126793.00","0.00","121761.97","589086.36","0.00","0.00","256048054.32",1,"1 @ 1 999","AR372","Les Chenaux",,,4,"Mauricie"
37225,"Saint-Luc-de-Vincennes","M",540,"1.01","28318885.00","825372.00","1824767.00","3172006.00","25409479.00","2414405.00","61964914.00","505.00","61964409.00","100.00","505.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","61964914.00",1,"1 @ 1 999","AR372","Les Chenaux",,,4,"Mauricie"
37230,"Saint-Maurice","P",3601,"1.03","208839916.00","21098932.00","6763289.00","19706166.00","62924245.00","5138052.00","324470600.00","6077.00","324464523.00","0.00","0.00","0.00","0.00","0.00","0.00","739884.54","0.00","1404336.51","0.00","0.00","326608744.04",2,"2 000 @ 9 999","AR372","Les Chenaux",,,4,"Mauricie"
37235,"Notre-Dame-du-Mont-Carmel","P",6320,"1.03","369456468.00","22495097.00","13781194.00","28109421.00","25500534.00","21546776.00","480889490.00","0.00","480889490.00","0.00","0.00","21115.00","0.00","0.00","184473.00","875223.96","0.00","1573720.01","0.00","0.00","483544021.97",2,"2 000 @ 9 999","AR372","Les Chenaux",,,4,"Mauricie"
37240,"Saint-Narcisse","P",1887,"1.02","89448594.00","12029880.00","8195598.00","16836936.00","48521400.00","8329014.00","183361422.00","0.00","183361422.00","0.00","0.00","0.00","0.00","2040.00","0.00","2382119.22","0.00","2053708.80","510.51","0.00","187799800.53",1,"1 @ 1 999","AR372","Les Chenaux",,,4,"Mauricie"
37245,"Saint-Stanislas","M",1027,"1.02","53481048.00","4767072.00","7070334.00","11008554.00","63053646.00","4716480.00","144097134.00","0.00","144097134.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1002058.20","0.00","0.00","145099192.20",1,"1 @ 1 999","AR372","Les Chenaux",,,4,"Mauricie"
37250,"Saint-Prosper-de-Champlain","M",520,"0.99","25023537.00","1291356.00","4079790.00","957330.00","42046191.00","6788727.00","80186931.00","0.00","80186931.00","0.00","0.00","0.00","0.00","0.00","52866.00","0.00","0.00","0.00","0.00","0.00","80239797.00",1,"1 @ 1 999","AR372","Les Chenaux",,,4,"Mauricie"
38005,"Saint-Sylvère","M",802,"1.00","42474700.00","3375100.00","1630400.00","2058200.00","81473800.00","2942600.00","133954800.00","0.00","133954800.00","0.00","0.00","0.00","0.00","0.00","0.00","150663.50","0.00","0.00","19376.50","0.00","134124840.00",1,"1 @ 1 999","AR380","Bécancour",,,17,"Centre-du-Québec"
38010,"Bécancour","V",14179,"1.00","856040600.00","148486300.00","52796600.00","641595700.00","409772100.00","75666600.00","2184357900.00","13049.00","2184344851.00","100.00","13049.00","0.00","0.00","1222900.00","5838000.00","983073.00","0.00","7617395.50","71.50","0.00","2200019340.00",3,"10 000 @ 24 999","AR380","Bécancour",,,17,"Centre-du-Québec"
