NUMÉRO,DATE D'APPROBATION,NOM DU FOURNISSEUR,SERVICE,DESCRIPTION,NUMÉRO ENTENTE-CADRE,MONTANT 
1528675,2022-04-14,Drivercheck Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Bon de commande ouvert_services: dépistage alcool et drogues_2022,N/A,"787,41"
1528814,2022-04-19,Association des bibliothèques publiques du Québec,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Formation RENDEZ-VOUS DES BIBLIOTHÈQUES PUBLIQUES DU QUÉBEC 2022, les 4 et 5 mai 2022",N/A,"2 981,64"
1528814,2022-04-19,Association des bibliothèques publiques du Québec,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Formation: Rendez-vous des bibliothèques publiques du Québec 2022,N/A,"1 553,81"
1528832,2022-04-19,Cyclo Nord Sud,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Contribution financière_projet Vélorution CDN NDG_GDD 1225284004,N/A,"98 700,00"
1529026,2022-04-20,Les Pavages Dancar (2009) Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Contrat pour la location d'une rétrocaveuse avec opérateur pour la plantation d'arbres et l'entretien des parcs de l'arrondissement_GDD 1227413002,N/A,"170 079,75"
1529061,2022-04-20,Equiterre,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Projet -Velo,N/A,"1 574,81"
1529088,2022-04-20,Eco-pivot,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Contribution financière_réalisation du Projet de corridor écologique Darlington_2022_GDD 1225284006,N/A,"35 000,00"
1529089,2022-04-20,Les YMCA du Québec,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Contribution financière_programme ""camp de jour""_GDD 1229501003",N/A,"26 000,00"
1529278,2022-04-21,Bourassa sport technologie Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Parc Martin Luther-King_réparation des fissures et nettoyage du terrain,N/A,"14 437,88"
1529290,2022-04-21,Uline Canada corp,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Achat de support à vêtement et crochet pivotant,N/A,"252,07"
1529367,2022-04-21,"Association canadienne pour la santé mentale, filiale de Montréal",Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Conférence du 2 mai pour la semaine de Santé mentale,N/A,"787,41"
1529547,2022-04-22,Construction DJL Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Bon de commande ouvert pour asphalte_saison hivernale 2021-2022_voirie,N/A,"15 748,12"
1529591,2022-04-22,École du yoga du rire,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Le programme Maxi-Riremc,N/A,"1 049,87"
1529615,2022-04-22,Coaching Mélanie Bédard,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Conférence-témoignage sur la santé mentale,N/A,"500,00"
1529693,2022-04-25,Montréal Stencil Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Plaques de nom pour des employés_sports et loisirs,N/A,"98,09"
1529704,2022-04-25,Edifice 5160 Décarie Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Travaux pour adapter la salle de bain commune homme au 6 ième étage pour personne à mobilité réduite,N/A,"755,91"
1529726,2022-04-25,Aquam spécialiste aquatique Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Produits d'entretien_aréna Bill Durnan,N/A,"2 942,17"
1529766,2022-04-25,ISM Art & Design,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Service de démontage avec nacelle,N/A,"5 511,72"
1530181,2022-04-27,P.R. Distribution Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Tendeurs d'arrimage robuste et à cliquet_parcs,N/A,"260,37"
1530218,2022-04-27,Produits Sany,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Produits nettoyants, recharges vadrouille_voirie",1048199,"364,98"
1530238,2022-04-27,Atelier d'usinage Innova Precision 2014,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Réparations et inspection des élingues pour les cages d'aqueduc,N/A,"1 547,31"
1530275,2022-04-27,Acklands-Grainger Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Accessoires (safety pin, axes à épaulement standard et goupilles d'attache)_voirie",N/A,"700,49"
1530291,2022-04-27,Société environnementale Côte-des-Neiges,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Contribution financière_projet temporaire d'agriculture urbaine sur le site de l'ancien Hippodrome_GDD 1226290005,N/A,"30 000,00"
1530329,2022-04-28,P.R. Distribution Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Râteau pour usage multiple_élagage,N/A,"113,07"
1530342,2022-04-28,Ferronnerie Bronx,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Batteries avec connections_parcs,N/A,"213,60"
1530359,2022-04-28,Tenaquip limited,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,ExtInc.teurs acier ABC cap. 2.5 et 5 lbs - Trousses premiers soins et bandages stériles_élagage,N/A,"821,06"
1530370,2022-04-28,Outillages express,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Clé à bougie avec tête plate_élagage,N/A,"73,42"
1530382,2022-04-28,Novafor équipement Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Équipement pour Mathieu Corriveau _élagageur,N/A,"333,80"
1530391,2022-04-28,Gestion Para-médical Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Sacs pour déchets biomédicaux, usage unique_voirie",1474127,"6,30"
1530465,2022-04-28,Location Sauvageau Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Location fourgonnette pour équipe d'aqueduc - 2022,1506811,"13 911,89"
1530491,2022-04-28,La compagnie de location d'autos Enterprise Canada.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Location de voiture pour équipe d'aqueduc - 2022,N/A,"6 606,86"
1530565,2022-04-28,COURT.1 SPORTS,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Parc Somerled_achat de poteaux de filet de tennis,N/A,"1 236,10"
1530566,2022-04-28,Tessier Récréo-Parc Inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Parc Martin Luther King_changer et installer deux panneaux sur le module de jeux,N/A,"2 270,88"
1530646,2022-04-29,Les fondations du quartier,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Contribution financière_10e anniversaire de la FDQ pour les résidents de CDN-NDG_GDD 1227616004,N/A,"150,00"
1530647,2022-04-29,Association des locataires Place Lucy,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Contribution financière pour des activités pour les résidents (activités, nourritures pour la St-Jean et fête du Canada)_GDD 1227616004",N/A,"150,00"
1530648,2022-04-29,Association des locataires Place Lucy,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Contribution financière pour des activités et nourriture pour la fête des mères et la fête des pères_GDD 1227616004,N/A,"150,00"
1530649,2022-04-29,Carrefour jeunesse-emploi de CDN,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Carrefour jeunesse-emploi CDN: contribution pour financer une activité pour la journée du Canada pour les résidents de CDN/NDGH qui aura lieu au parc Martin Luther-King_GDD 1227616004,N/A,"900,00"
1530650,2022-04-29,L'Envol des femmes,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Contribution financière_célébration du 30e anniversaire et la retraite de la directrice exécutive_GDD 1227616004,N/A,"500,00"
1530749,2022-04-29,Notre-Dame-des-Arts,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Contribution financière pour la réalisation d'une murale sur la façade ouest du 5801, chemin Upper-Lachine_GDD1215284016",N/A,"6 000,00"
1507989,2022-05-02,Compugen inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Portable et station d'accueil,N/A,"2 607,31"
1530823,2022-05-02,Association du groupe de femmes,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Contribution financière_Journée internationale des femmes_parc de la Savanne_GDD 1227616004,N/A,"750,00"
1530857,2022-05-02,Le Bottier du cinq enr.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Manteau et dossard,N/A,"323,10"
1530904,2022-05-02,La ferme coopérative Tourne-Sol,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Achat de graines pour la bibliothèque NDG,N/A,"185,49"
1530906,2022-05-02,Brault & Bouthillier ltée,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Matériel pour les animations de la bibliothèque NDG (papier construction et tapis d'évolution),N/A,"1 424,92"
1530929,2022-05-02,Compugen inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Adaptateur secteur pour ordinateur portable dans les installations sportives de l'arrondissement,N/A,"68,24"
1517712,2022-05-03,Groupe de sécurité Garda SENC,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Service de sécurité,N/A,"5 000,00"
1531030,2022-05-03,Compugen inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Deux ordinateurs portables avec station d'accueil pour le bureau de direction de la DCSLDS,1526425,"2 296,11"
1531132,2022-05-03,Créations Taraxacum inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Aménagement paysager du projet de rue piétonne Jean-Brillant,N/A,"22 997,51"
1531357,2022-05-04,9028-6733 Québec inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Bon de commande ouvert pour divers achats de quincaillerie Bibliothèque interculturelle,N/A,"209,97"
1531390,2022-05-04,Installations Techni-Pro-Vac,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Matériel et main-d'oeuvre pour installation et raccordement d'un dépoussiéreur pour le clos Darlington,N/A,"314,96"
1531438,2022-05-04,Techniparc,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Service d'ouverture de 6 terrains de balle,N/A,"5 505,54"
1529077,2022-05-05,Arboriculture de Beauce inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Contrat d'élagage systématique et rabattage d'arbres publics_GDD 1229477001,N/A,"328 762,06"
1531621,2022-05-05,Les YMCA du Québec,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Contribution financière_programme animation de loisirs_GDD 1229501003,N/A,"40 000,00"
1531647,2022-05-05,Loisirs sportifs Côte-des-Neiges - Notre-Dame-de-Grâce,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Offre de service_accueil et la surveillance du Pavillon NDG_3 mai 2022 au 2 mai 2023_GDD 1229501006,N/A,"39 286,29"
1531653,2022-05-05,NSS Entreprise inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Formation TMD, RDD, IATA, IMDG, SIMDUT",N/A,"997,38"
1531682,2022-05-05,Mathieu Labrecque,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Illustrations pour la Campagne de participation citoyenne,N/A,"4 199,50"
1531816,2022-05-05,Compugen inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Ordinateur (Adaptateur, stylus, station d'accueil)",1526425,"1 398,40"
1531826,2022-05-05,Compugen inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Ordinateur portable et station d'accueil_communications,N/A,"1 176,75"
1531859,2022-05-05,Solution Groupe DC inc,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Location de clôtures temporaires au 5771 Déom de juillet 2020 à avril 2022 inclusivement,N/A,"6 936,10"
1531867,2022-05-05,Échafauds plus (Laval) inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"2184-5010 rue Paré: Achat de clôture de chantier temporaires et stabilisateur, attache et pied pour clôture",N/A,"15 564,40"
1531871,2022-05-05,Bourassa sport technologie inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Parc Somerled : Achat de deux sets poteaux de tennis,N/A,"1 784,79"
1531880,2022-05-05,Cloture Secur,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Parc Martin Luther King (matériaux, installation de clôture, réparation d'un poteau et ajustement de la porte)",N/A,"2 283,48"
1531904,2022-05-05,Taxi Diamond,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Frais de taxi,N/A,"209,97"
1532041,2022-05-06,Solutions Graffiti - 9181-5084 Québec inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Services d'enlèvement de graffitis sur le domaine privé et public_GDD 1229454002,N/A,"64 042,37"
1532101,2022-05-06,XYZ technologie culturelle inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Équipement de scène,N/A,"582,01"
1532103,2022-05-06,HEC Montréal,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Formation: Habileté politique dans les organisations: soyez un acteur stratégique,N/A,"1 779,54"
1532121,2022-05-06,Solotech inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Équipement de scène (lecteur multimédia),N/A,"973,43"
1532214,2022-05-06,Tanha Gomes,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Médiation culturelle_projet Petit guide pour un banquet imaginaire (Nos Maisons),N/A,"2 356,99"
1532214,2022-05-06,Tanha Gomes,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Médiation culturelle : préparation et animation de quatre ateliers_projet Petit guide pour un banquet imaginaire (Nos Maisons),N/A,"1 149,75"
1532225,2022-05-06,Éditions Album inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Projet de médiation culturelle Les bons amis - l'univers de Marianne Dubuc,N/A,"3 500,00"
1478633,2022-05-09,Loisirs sportifs Côte-des-Neiges - Notre-Dame-de-Grâce,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Offre de service_accueil et surveillance du pavillon NDG_14 mars 2020 au 31 mars 2022_GDD 1208775001,N/A,"36 329,32"
1532480,2022-05-09,Givesco inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Accessoires divers pour la voirie (barres de soutien, piquet en acier, contreplaqué, treillis, etc)",N/A,"3 529,63"
1532504,2022-05-09,Produits Sany,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Produits d'entretien pour la piscine MLK,1048199,"1 028,90"
1532591,2022-05-09,Pépinière Abbotsford inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Arbres pour plantation printemps - Budget Forêt urbaine,N/A,"3 380,60"
1532591,2022-05-09,Pépinière Abbotsford inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Arbres - Plantation printemps,N/A,"314,96"
1532594,2022-05-09,Pépinière Dominique Savio ltée,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Arbres pour plantation printemps - Budget Forêt urbaine,N/A,"14 751,82"
1471692,2022-05-10,Sylvaine Chassay,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Animation des activités de médiation culturelle duprojet « pluri.elles, au mitan de la vie »",N/A,"559,00"
1499648,2022-05-10,Dallaire Médical inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Matériel médical AED,N/A,"12,60"
1512766,2022-05-10,Groupe Ameublement Focus inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Remplacement de bases de bureau suite au dégât d'eau et transport de panneaux au 5160 boul. Décarie,N/A,"661,42"
1529082,2022-05-10,Kepasc,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Contrat pour des travaux d'essouchement pour l'arrondissement_GDD 1227413001,N/A,"292 337,69"
1532725,2022-05-10,Coopérative de solidarité Miel Montréal,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Projet temporaire d'agriculture urbaine sur le site de l'ancien hippodrome,N/A,"13 695,73"
1532810,2022-05-10,Sécurité Landry inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,,N/A,"1 968,92"
1532815,2022-05-10,Les Cordages Barry ltée,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Équipement de scène (sangle),N/A,"113,91"
1532820,2022-05-10,Entreprise Ziani inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Nettoyage et entretien paysager du terrain Benny,N/A,"14 567,02"
1532930,2022-05-11,Addison Électronique Montréal,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Commande de fils de recharge pour IPhone,N/A,"251,76"
1532962,2022-05-11,Gestion Para-Médical inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Articles pour trousses de premiers soins,1474127,"101,47"
1533004,2022-05-11,Inolec,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Huile à chaîne et huile à moteur,N/A,"275,53"
1533056,2022-05-11,Voxel Factory inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Divers achats pour Bibliothèque interculturelle (filaments, alcool pour imprimantes 3D)",N/A,"1 074,59"
1533150,2022-05-11,Artesa inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Dessins et assistance pendant la construction_conception des nouveaux bureaux du BAM,N/A,"14 530,27"
1533170,2022-05-11,Wolters Kluwer Canada tlée,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Abonnements annuels: Droit municipal: principes généraux et contentieux et L'Accès à l'information et la protection des renseignements personnels - internet,N/A,"5 079,29"
1533170,2022-05-11,Wolters Kluwer Canada ltée,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Abonnement annuel à divers documents juridiques,N/A,"104,99"
1533172,2022-05-11,Atelier 7HZ inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Soutien technique à la Division des permis et de l'inspection - Impact sonore - portion 2022,N/A,"11 496,13"
1533173,2022-05-11,Couverture Montréal-Nord ltée,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Réfection des toitures des chalets de parc William-Bowie et Notre-Dame-de-Grâce_GDD 1228690001,N/A,"153 273,87"
1533175,2022-05-11,Sanivac,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Location de toilettes chimiques,N/A,"666,67"
1533177,2022-05-11,Les constructions Argozy inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Travaux au parc de la Confédération,N/A,"2 971,84"
1533178,2022-05-11,Solidcad une compagnie Cansel,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Renouvellement de l'abonnement Autocad LT et 3 nouvelles licences,N/A,"2 456,71"
1533179,2022-05-11,Couvreur de toitures Mont-Rose (Québec) limitée,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Réfection urgente de la toiture à la cour du services Madison_GDD 1224921002,N/A,"95 748,60"
1513065,2022-05-12,Telus Communications inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Bon de commande ouvert_frais d'utilisation cellulaire_GDD 1206954008,1408829,"10 498,75"
1527550,2022-05-12,Les services EXP inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Plans et devis pour travaux de remplacement des conduites d'égout et d'aqueduc et réam. de l'Av. Harvard,N/A,"21 469,94"
1533236,2022-05-12,Centre international pour la prévention de la criminalité (CIPC),Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Contrat de service professionnel_diagnostic local de sécurité pour l'arrondissement,N/A,"47 774,00"
