ID_SEANCE,INSTANCE,DATE,TYPE_ASSEMBLEE,TYPE_QUESTION,NOMBRE_QUESTIONS,FRANCAIS,ANGLAIS,BILINGUE,AUTRE_LANGUE,FEMME,HOMME,AUTRE_GENRE,PAS_REPONDRE_GENRE,0_14,15_24,25_34,35_44,45_54,55_64,65_74,75_PLUS,PAS_REPONDRE_AGE,AUTOCHTONE,MIN_VISIBLE,MIN_ETHNIQUE,LGBTQ,NAIS_EXT_CAN,HANDICAP,AUCUN_GROUPE,PAS_REPONDRE_GROUPE,PRIMAIRE,SECONDAIRE,COLLEGIAL,UNI_1,UNI_2,UNI_3,AUCUN_SCOL,PAS_REPONDRE_SCOL,AHU,ANJ,CDN,LAC,LAS,PMR,LSO,IBI,MHM,MTN,OUT,PRF,RDP,RPP,VSL,STL,VER,VIM,VSE,NON_RES_ARROND,PAS_REPONDRE_ARROND ,BU,BEA,CSL,DDO,DOR,HAM,KIR,VMR,MTL,ME,MO,PC,SADB,SEN,WES,NON_RES_VILLE_LIEE,PAS_REPONDRE_VILLE_LIEE,ARCHIVE_MIN_VISIBLE_ET_ETHNIQUE,ARCHIVE_PAS_REPONDRE_MIN,ARCHIVE_HANDICAP_NON
CA_2022-01-27_R,Conseil d'agglomération,2022-01-27,Régulière,Question soumise,3,3,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,3
CA_2022-01-27_R,Conseil d'agglomération,2022-01-27,Régulière,Question répondue,3,3,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,3
CM_2022-02-21_R,Conseil municipal,2022-02-21,Régulière,Question soumise,78,47,30,1,0,35,22,12,9,0,3,19,26,8,7,5,0,10,1,6,6,19,7,3,32,20,0,5,7,27,17,6,1,15,2,1,3,0,3,10,2,1,18,1,5,0,0,13,1,0,2,1,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
CM_2022-02-21_R,Conseil municipal,2022-02-21,Régulière,Question répondue,71,44,26,1,0,33,22,10,6,0,3,15,24,8,6,5,0,10,1,6,6,16,7,3,31,17,0,4,7,23,17,6,0,14,2,1,3,0,3,9,2,1,16,1,4,0,0,12,1,0,1,1,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
CA_2022-02-24_R,Conseil d'agglomération,2022-02-24,Régulière,Question soumise,6,4,2,0,0,1,2,0,3,0,0,0,1,1,1,0,1,2,0,0,0,0,1,0,2,3,0,0,2,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,1,NA,NA,NA
CA_2022-02-24_R,Conseil d'agglomération,2022-02-24,Régulière,Question répondue,6,4,2,0,0,1,2,0,3,0,0,0,1,1,1,0,1,2,0,0,0,0,1,0,2,3,0,0,2,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,1,NA,NA,NA
CA_2022-03-18_E,Conseil d'agglomération,2022-03-18,Extraordinaire,Question soumise,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
CA_2022-03-18_E,Conseil d'agglomération,2022-03-18,Extraordinaire,Question répondue,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
CM_2022-03-21_R,Conseil municipal,2022-03-21,Régulière,Question soumise,83,58,25,0,0,41,27,10,5,0,4,22,23,14,6,7,3,4,0,8,8,19,10,6,31,19,0,5,6,31,21,6,1,13,3,0,5,1,5,9,4,3,22,1,4,0,2,7,1,1,1,2,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
CM_2022-03-21_R,Conseil municipal,2022-03-21,Régulière,Question répondue,68,52,16,0,0,31,26,7,4,0,4,12,21,12,5,7,3,4,0,6,6,13,9,5,26,15,0,5,6,25,15,6,1,10,2,0,5,1,5,6,2,3,18,1,3,0,2,5,1,1,1,2,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
CA_2022-03-24_R,Conseil d'agglomération,2022-03-24,Régulière,Question soumise,3,3,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,NA,NA,NA
CA_2022-03-24_R,Conseil d'agglomération,2022-03-24,Régulière,Question répondue,3,3,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,NA,NA,NA
CM_2022-04-25_R,Conseil municipal,2022-04-25,Régulière,Question soumise,61,52,9,0,0,25,28,2,6,0,0,8,16,8,11,6,2,10,0,2,2,2,2,2,36,15,0,2,13,22,8,3,0,13,1,0,2,0,1,3,0,2,23,0,7,1,2,4,1,2,3,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
CM_2022-04-25_R,Conseil municipal,2022-04-25,Régulière,Question répondue,50,41,9,0,0,17,25,2,6,0,0,6,15,7,6,5,1,10,0,2,2,2,2,2,26,14,0,2,10,16,7,3,0,12,1,0,2,0,1,3,0,2,16,0,3,1,2,4,1,2,3,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
CA_2022-04-28_R,Conseil d'agglomération,2022-04-28,Régulière,Question soumise,7,6,1,0,0,3,2,0,2,0,0,0,0,1,3,0,1,2,0,1,0,0,0,0,3,3,0,0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0,1,NA,NA,NA
CA_2022-04-28_R,Conseil d'agglomération,2022-04-28,Régulière,Question répondue,7,6,1,0,0,3,2,0,2,0,0,0,0,1,3,0,1,2,0,1,0,0,0,0,3,3,0,0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0,1,NA,NA,NA
CM_2022-05-16_R,Conseil municipal,2022-05-16,Régulière,Question soumise,72,51,21,0,0,20,24,17,11,0,4,21,26,5,5,2,0,9,1,7,7,23,7,9,23,20,0,3,9,29,15,5,0,11,1,0,4,0,2,9,2,0,20,1,5,0,0,6,1,0,4,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
CM_2022-05-16_R,Conseil municipal,2022-05-16,Régulière,Question répondue,40,11,29,0,0,11,14,11,4,0,3,14,11,2,3,0,0,7,0,3,4,15,3,7,11,10,0,3,5,13,9,3,0,7,0,0,3,0,1,6,2,0,9,1,1,0,0,4,1,0,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
CA_2022-05-19_R,Conseil d'agglomération,2022-05-19,Régulière,Question soumise,4,3,1,0,0,1,2,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,NA,NA,NA
CA_2022-05-19_R,Conseil d'agglomération,2022-05-19,Régulière,Question répondue,4,3,1,0,0,1,2,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,NA,NA,NA
CM_2022-06-14_R,Conseil municipal,2022-06-14,Régulière,Question soumise,26,21,5,0,0,12,13,1,0,0,1,5,5,6,4,1,2,2,0,0,1,4,5,2,11,7,0,2,3,9,9,2,0,1,0,0,3,0,1,6,1,1,1,0,2,0,0,7,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
CM_2022-06-14_R,Conseil municipal,2022-06-14,Régulière,Question répondue,26,21,5,0,0,12,13,1,0,0,1,5,5,6,4,1,2,2,0,0,1,4,5,2,11,7,0,2,3,9,9,2,0,1,0,0,3,0,1,6,1,1,1,0,2,0,0,7,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
CA_2022-06-16_R,Conseil d'agglomération,2022-06-16,Régulière,Question soumise,1,1,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CA_2022-06-16_R,Conseil d'agglomération,2022-06-16,Régulière,Question répondue,1,1,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CM_2022-08-22_R,Conseil municipal,2022-08-22,Régulière,Question soumise,53,33,20,0,0,19,31,1,2,0,3,11,6,7,15,9,1,1,0,4,3,3,7,0,27,11,0,5,8,17,11,0,1,11,0,1,10,2,1,4,4,1,4,0,1,2,4,2,1,0,1,4,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A
CM_2022-08-22_R,Conseil municipal,2022-08-22,Régulière,Question répondue,23,13,10,0,0,9,11,1,2,0,1,5,1,2,7,7,0,0,0,1,0,1,4,0,13,4,0,2,5,6,3,0,1,6,0,1,4,1,1,2,3,0,2,0,0,0,1,1,0,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A
CA_2022-08-25_R,Conseil d'agglomération,2022-08-25,Régulière,Question soumise,5,4,1,0,0,2,2,1,0,0,0,0,0,2,1,1,1,0,0,1,1,0,1,0,3,1,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,N/A,N/A,N/A
CA_2022-08-25_R,Conseil d'agglomération,2022-08-25,Régulière,Question répondue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
