IDE_STRCT,No structure,Nom route,Nom obstacle,Groupe,Centre de services,Type structure,Année de construction,Superficie du tablier,Superficie du mur,Charg conception,Affichage sur place,Statut,Responsablilté de gestion,Role VM Inspection,ICG,Catégorie ICG,Date Insp Générale Fermee,X,Y,latitude,longitude
6015809,81-05125C,Chemin Upper-Lachine,,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Mur,1966,,177,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,32",4,2016-07-05,"296508,617396857","5036967,70045616","45,4725868511014","-73,6060439635969"
6015821,81-05125D,chemin Upper-Lachine,,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Mur,1966,,207,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,81",4,2016-07-05,"296524,273010052","5036895,3845007","45,4719363043176","-73,6058425159211"
6015823,81-05125E,boulevard De Maisonneuve Ouest,,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Mur,1966,,152,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"98,16",4,2016-07-05,"296488,692452734","5036972,07373077","45,4726259669925","-73,606298870394"
202338,81-05127A,Rue Upper Lachine,Autoroute 15,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Pont à dalle évidée en béton armé,1966,1946,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2015-10-01,"296472,892596186","5036822,31929045","45,4712782188449","-73,6064984069707"
6017281,81-05127B,Chemin Upper-Lachine,Talus à l'Ouest de l'autoroute Décarie,,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Pont à poutres en béton armé,1966,41,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2015-07-16,"296431,613373925","5036808,08493032","45,4711496380268","-73,6070260986145"
6013264,81-05129,chemin de la Côte-des-Neiges,chemin Remembrance,,20 - Arrondissement Ville-Marie,Pont à dalle pleine en béton armé,1959,421,,99-Inconnu,Charges légales,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"60,78",3,2015-06-25,"296579,668385059","5039487,20342757","45,4952593008354","-73,6051774261228"
6018062,81-05130A,autoroute 10,Canal Lachine,P.S. Aut. Bonaventure / Du canal Lachine à Notre-Dame,21 - Arrondissement Le Sud-Ouest,"Pont à pout. béton précont., préfabr.",1966,24962,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"300612,961014714","5039193,70364594","45,4926541191423","-73,5535698189583"
6023384,81-05130B,voie Non-nommée,rue de la Commune Ouest,P.S. Aut. Bonaventure / Du canal Lachine à Notre-Dame,21 - Arrondissement Le Sud-Ouest,"Pont à pout. béton précont., préfabr.",1966,907,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"300566,822421161","5039265,69581169","45,4933016581239","-73,5541607460811"
6014360,81-05131,chemin de la Côte-des-Neiges,chemin Remembrance,,20 - Arrondissement Ville-Marie,Pont à dalle pleine en béton armé,1959,432,,99-Inconnu,Charges légales,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"61,21",3,2015-06-25,"296687,628910519","5039483,18658444","45,495224419069","-73,6037960296432"
6037340,81-05133,Boulevard Crémazie E.,Boulevard Pie-IX dir Nord,,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,Pont à dalle évidée en béton armé,1957,391,,99-Inconnu,Charges légales,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"296996,829348533","5047839,15788928","45,5704180621506","-73,5999730133106"
6030311,81-05134,Boulevard Crémazie E.,Boulevard Pie-IX dir Nord,,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,Pont à dalle évidée en béton armé,1957,391,,99-Inconnu,Charges légales,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"297029,454684823","5047818,54124243","45,5702329122012","-73,5995546954511"
6035585,81-05135,Rosemont - Van Horne,CP,,25 - Arrondissement Rosemont-La Petite-Patrie,Pont à poutres en acier,1971,10581,,13-H20-S16,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"296869,930086987","5043191,00115563","45,5285909210778","-73,6015234981367"
6018066,81-05136,rue Sherbrooke Est,Accès Nord au stade Olympique,,25 - Arrondissement Rosemont-La Petite-Patrie,"Pont à pout. béton préc., coul. place",1975,6620,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"300552,263393379","5046677,32493699","45,5599942905364","-73,5544112789321"
6030326,81-05140,Avenue Oakridge,Ruisseau Bertrand,,24 - Arrondissement Ahuntsic-Cartierville,Pont acier-bois,1965,46,,99-Inconnu,Tonnage réduit,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"90,38",4,2016-11-03,"284842,087428039","5041333,99643121","45,5116403747293","-73,7554314020515"
6034521,81-05141,Rue Notre-Dame Est,Chemin de fer de Canadien Pacifique,,20 - Arrondissement Ville-Marie,Pont à dalle pleine en béton armé,1952,304,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique,Inspections annuelle et générale par la Ville Montréal,,,,"301429,048038831","5043546,94918601","45,5318308403725","-73,5431585705744"
6036521,81-05144,rue Notre-Dame Ouest,"Passage pour piétons, à l'Ouest de St-Augustin",,21 - Arrondissement Le Sud-Ouest,Pont à dalle pleine en béton armé,1999,243,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,69",4,2016-06-15,"298282,993415678","5037599,79203967","45,4782935180704","-73,5833587106941"
6036524,81-05146,"Incinérateur au 1310, rue des Carrières",Accès au garage des Carrières,,25 - Arrondissement Rosemont-La Petite-Patrie,Pont à dalle pleine en béton armé,1967,2122,,13-H20-S16,Pont fermé,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"297718,964001407","5044034,41656159","45,5361894302179","-73,5906660805233"
6018071,81-05147,avenue Pierre-Dupuy Est,Jetée Mackay,,20 - Arrondissement Ville-Marie,Pont à poutres en béton armé,1965,7240,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"69,3",3,2015-09-21,"301392,917396421","5040488,65914952","45,5043109357696","-73,5435998954805"
6041696,81-05155A,CP,Rue Chabanel Ouest dir Est,,24 - Arrondissement Ahuntsic-Cartierville,Pont à dalle pleine en béton armé,1999,462,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique,Inspections annuelle et générale par la Ville Montréal,,,,"292640,257823571","5044087,3150237","45,536595308143","-73,6556953121172"
6041701,81-05155B,"Rue Chabanel Ouest, côté Nord",,,24 - Arrondissement Ahuntsic-Cartierville,Mur,1999,,121,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"292639,986670505","5044126,33339256","45,5369464041012","-73,6556997529409"
6041703,81-05155C,"Rue Chabanel Ouest, côté Sud",,,24 - Arrondissement Ahuntsic-Cartierville,Mur,1999,,127,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"292667,911687254","5044121,81015524","45,5369061892467","-73,6553420835258"
6041705,81-05155D,"Voies du CP, côté Est",,,24 - Arrondissement Ahuntsic-Cartierville,Mur,1999,,236,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"292696,182608131","5044082,26852266","45,5365508717126","-73,654979120005"
6041709,81-05156A,"Rue Chabanel Ouest, côté Sud",,,24 - Arrondissement Ahuntsic-Cartierville,Mur,1999,,476,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"292630,893664108","5044014,4651245","45,5359396161823","-73,6558134014913"
6041714,81-05156B,"Rue Chabanel Ouest, côté Nord",,,24 - Arrondissement Ahuntsic-Cartierville,Mur,1999,,483,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"292605,155506299","5044028,9508969","45,536069514176","-73,6561433127224"
6036527,81-05156C,"Voie de service, à l'Ouest du CP","Rue Chabanel Ouest,dir Est",,24 - Arrondissement Ahuntsic-Cartierville,Pont à dalle pleine en béton armé,1999,354,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"292632,977559389","5044072,44596303","45,5364613841316","-73,6557881600006"
6041716,81-05157A,"Boul. Rodolphe-Forget, côté Ouest",,,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,Mur,1997,,479,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"299522,722065825","5055381,36876594","45,63830860105","-73,5676932692599"
6036536,81-05157B,Tourne-bride au Sud du CN,"Boul. Rodolphe-Forget, dir. Nord",,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,Pont à dalle pleine en béton armé,1997,330,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"299513,340127226","5055414,5550476","45,6386071467996","-73,5678139744054"
6041718,81-05157C,"Boul. Rodolphe-Forget, côté Est",,,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,Mur,1997,,479,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"299581,102628756","5055347,26518176","45,6380021711002","-73,5669440388977"
6041720,81-05158A,"Boul. Rodolphe-Forget, côté Ouest",,,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,Mur,1997,,351,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"299482,677967042","5055433,13488641","45,6387740979321","-73,5682074920291"
6041885,81-05158B,CN,Boul. Rodolphe-Forget dir Nord,,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,Pont à dalle pleine en béton armé,1997,610,,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien National,Inspections annuelle et générale par la Ville Montréal,,,,"299472,389664331","5055471,33975474","45,6391177944473","-73,5683398821656"
6041722,81-05158C,"Boul. Rodolphe-Forget, côté Ouest",,,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,Mur,1997,,768,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"299368,433195378","5055582,32115811","45,6401156226711","-73,5696746197398"
6041724,81-05158D,"Boul. Rodolphe-Forget, côté Est",,,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,Mur,1997,,686,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"299451,288881559","5055519,75027767","45,6395532401762","-73,5686110837609"
6041727,81-05158E,"Boul. Rodolphe-Forget, côté Est",,,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,Mur,1997,,392,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"299501,033158611","5055451,79738155","45,6389421672936","-73,5679722455966"
6013208,81-05159,avenue Van Horne,rue Clark,,22 - Arrondissement Le Plateau-Mont-Royal,Portique en béton armé,1972,1194,,13-H20-S16,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"71,24",3,2015-08-06,"296515,180669736","5043103,59896523","45,527800316794","-73,606063637106"
6041729,81-05161A,"Avenue Atwater, côté Ouest",,T.V. Tunnel Atwater / Sous Canal Lachine,21 - Arrondissement Le Sud-Ouest,Mur,2003,,382,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"298972,279321083","5037388,8593917","45,4764015420675","-73,5745395939762"
6041731,81-05161C,"Avenue Atwater, côté Ouest",,T.V. Tunnel Atwater / Sous Canal Lachine,21 - Arrondissement Le Sud-Ouest,Mur,2003,,425,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"298760,970918033","5037643,88537628","45,4786945881631","-73,5772454719199"
6041738,81-05161D,"Avenue Atwater, côté Est",,T.V. Tunnel Atwater / Sous Canal Lachine,21 - Arrondissement Le Sud-Ouest,Mur,2003,,454,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"298770,568111882","5037675,71652403","45,4789811024324","-73,5771231046814"
6054537,81-05161E,"Avenue Atwater, côté Est",,T.V. Tunnel Atwater / Sous Canal Lachine,21 - Arrondissement Le Sud-Ouest,Mur,2003,,382,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"298983,689744384","5037410,65345328","45,4765977503031","-73,5743939068737"
6059515,81-05162,Rue Notre-Dame Est,Ancienne rue Beaudry,,20 - Arrondissement Ville-Marie,Ponceau voûté en béton armé,1895,,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,7",4,2015-10-30,"300989,168735088","5041740,59448481","45,5155742819366","-73,5487763306782"
6013221,81-05163A,rue Berri,,P.I. Berri / Sherbrooke,20 - Arrondissement Ville-Marie,Mur,1959,,530,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"77,51",4,2016-07-20,"299639,703181927","5041952,86507211","45,5174756972228","-73,5660508964856"
6013217,81-05163B,rue Sherbrooke Est,rue Berri,P.I. Berri / Sherbrooke,20 - Arrondissement Ville-Marie,Portique en béton armé,1959,729,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"94,73",4,2016-07-21,"299566,770147157","5042011,24593231","45,5180004880086","-73,5669850492427"
6013225,81-05163C,rue Berri,,P.I. Berri / Sherbrooke,22 - Arrondissement Le Plateau-Mont-Royal,Mur,1959,,514,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,75,4,2016-07-20,"299506,201547401","5042035,38489803","45,5182172428341","-73,5677605840972"
6013227,81-05163D,Rue Berri,,P.I. Berri / Sherbrooke,22 - Arrondissement Le Plateau-Mont-Royal,Mur,1959,,490,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"75,46",4,2016-07-18,"299470,155374977","5042087,07471807","45,518682093864","-73,5682225366117"
6013229,81-05163E,rue Berri,,P.I. Berri / Sherbrooke,20 - Arrondissement Ville-Marie,Mur,1959,,550,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,75,4,2016-07-18,"299659,964161897","5041966,49103564","45,5175984587702","-73,565791702546"
6013270,81-05164,Piste cyclable,rue De Cadillac,,23 - Arrondissement Mercier-Hochelaga-Maisonneuve,Portique en béton armé,1974,360,,14-H25-S20,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"73,66",3,2015-07-02,"302255,06595625","5048028,92300146","45,5721647214873","-73,5326063110399"
6013800,81-05167,avenue Dubuisson,rue De Cadillac,,23 - Arrondissement Mercier-Hochelaga-Maisonneuve,Portique en béton armé,1974,532,,14-H25-S20,Tonnage réduit,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"70,34",3,2015-06-15,"302345,370801658","5047990,22269035","45,5718168080925","-73,5314491093204"
6009923,81-05168A,boulevard Cavendish,,"P.I. Cavendish / CP, De Maisonneuve",27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Mur,1955,,218,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"295038,739261074","5035767,73102869","45,4617699682744","-73,6248193301504"
6009984,81-05168B,Canadien Pacifique,boulevard Cavendish,"P.I. Cavendish / CP, De Maisonneuve",27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Pont à dalle pleine en béton armé,1955,728,,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique,Inspections annuelle et générale par la Ville Montréal,,,,"294991,523876595","5035810,62627989","45,4621552987321","-73,6254239377811"
6009517,81-05168C,Boulevard de Maisonneuve Ouest,boulevard Cavendish,"P.I. Cavendish / CP, De Maisonneuve",27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Pont à dalle pleine en béton armé,1955,296,,13-H20-S16,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,74,3,2015-09-30,"294975,729421954","5035821,9247442","45,4622567457174","-73,6256261315362"
6009989,81-05168D,boulevard Cavendish,,"P.I. Cavendish / CP, De Maisonneuve",27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Mur,1955,,220,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"294930,972724561","5035835,76444514","45,4623806510292","-73,6261987263786"
