NO,SRCGNR_NO,TYPPLL_CODE,DOM_INTERV,DTHR_ENREGISTRE,PROVENANCE,CDSREGPST_CODE_LIEU_PLN
19990060,1,ODEUR,A,1999-03-17,T,
19990061,1,ODEUR,A,1999-03-17,T,
19990062,1,ODEUR,A,1999-03-17,T,
19990063,1,ODEUR,A,1999-03-17,T,H1A
19990064,1,ODEUR,A,1999-03-17,T,
19990065,1,ODEUR,A,1999-03-17,T,
19990066,1,ODEUR,A,1999-03-17,T,
19990492,1,PART,A,1999-06-21,T,H4R
19990493,1,ODEUR,A,1999-06-21,T,H1E
19990494,8,PART,A,1999-06-21,T,H1M
19990495,9,PART,A,1999-06-21,T,H1M
19990496,1,PART,A,1999-06-21,T,
19990497,9,PART,A,1999-06-21,T,H2W
19990498,9,PART,A,1999-06-21,T,H1M
19990499,2,ODEUR,A,1999-06-22,T,
19990500,2,ODEUR,A,1999-06-22,T,
19990501,1,ODEUR,A,1999-06-22,T,
19990502,2,SOV,A,1999-06-22,T,
19990503,1,ODEUR,A,1999-06-22,T,
19990504,1,ODEUR,A,1999-06-22,T,
19990505,1,PART,A,1999-06-23,T,H4S
19990506,1,PART,A,1999-06-23,T,
19990507,1,ODEUR,A,1999-06-25,T,
19990508,2,PART,A,1999-06-25,T,
19990509,1,ODEUR,A,1999-06-25,T,
19990510,1,PART,A,1999-06-25,T,H4R
19990511,5,FUMÉE,A,1999-06-25,T,
19990512,17,GAZ ECHA,A,1999-06-25,T,
19990513,2,ODEUR,A,1999-06-23,T,H3W
19990514,1,ODEUR,A,1999-06-23,T,
19990515,1,ODEUR,A,1999-06-26,T,
19990516,1,ODEUR,A,1999-06-26,T,H1A
19990517,1,ODEUR,A,1999-06-26,T,H1A
19990518,1,PART,A,1999-06-28,T,
19980258,1,POLLEN,A,1998-05-20,T,H8T
19980259,2,ODEUR,A,1998-05-20,T,
19980260,1,PART,A,1998-05-20,T,
19980261,7,PART,A,1998-05-20,T,
19980262,1,ODEUR,A,1998-05-20,T,
19980263,1,ODEUR,A,1998-05-20,T,
19980264,1,ODEUR,A,1998-05-20,T,
19980265,1,ODEUR,A,1998-05-20,T,
19980266,1,ODEUR,A,1998-05-20,T,
19980267,1,ODEUR,A,1998-05-20,T,
19980268,1,ODEUR,A,1998-05-20,T,
19980269,1,ODEUR,A,1998-05-21,T,
19980270,1,ODEUR,A,1998-05-21,T,
19980271,1,PART,A,1998-05-21,T,H1B
19980272,15,GAZ ECHA,A,1998-05-21,T,
19980273,1,ODEUR,A,1998-05-20,T,
19980274,1,ODEUR,A,1998-05-22,T,
19980275,2,FUMÉE,A,1998-05-22,T,
19980276,5,PART,A,1998-05-22,T,H4J
19980277,1,ODEUR,A,1998-05-22,T,
19980278,1,ODEUR,A,1998-05-25,T,H1N
19980279,1,ODEUR,A,1998-05-25,T,
19980280,1,PART,A,1998-05-25,T,
19980281,7,ODEUR,A,1998-05-25,T,H2W
19980282,1,PART,A,1998-05-25,T,H4C
19980283,1,ODEUR,A,1998-05-25,T,
19980284,1,ODEUR,A,1998-05-25,T,
19980285,2,ODEUR,A,1998-05-22,T,
19980286,1,ODEUR,A,1998-05-25,T,
19980287,13,FUMÉE,A,1998-05-26,T,
19980736,1,ODEUR,A,1998-08-31,T,
19980737,1,PART,A,1998-09-01,T,
19980738,1,FUMÉE,A,1998-08-31,T,
19980739,1,ODEUR,A,1998-09-01,T,
19980740,1,ODEUR,A,1998-09-01,T,
19980741,1,ODEUR,A,1998-09-02,T,
19980742,1,ODEUR,A,1998-09-01,T,
19980743,1,ODEUR,A,1998-09-02,T,
19980744,1,PART,A,1998-09-02,T,
19980745,13,GAZ ECHA,A,1998-09-02,T,
19980746,1,FUMÉE,A,1998-09-02,T,
19980747,1,ODEUR,A,1998-09-02,T,
19980748,1,ODEUR,A,1998-09-03,T,H1A
19980749,1,ODEUR,A,1998-09-03,T,
19980750,14,GAZ ECHA,A,1998-09-03,T,
19980751,1,ODEUR,A,1998-09-03,T,
19980752,1,ODEUR,A,1998-09-03,T,H1N
19980753,1,FUMÉE,A,1998-09-03,T,
19980754,1,FUMÉE,A,1998-09-03,T,
19980755,1,ODEUR,A,1998-09-03,T,
19980756,1,FUMÉE,A,1998-09-03,T,
19980757,1,ODEUR,A,1998-09-03,T,
19980758,1,ODEUR,A,1998-09-03,T,
19980759,1,ODEUR,A,1998-09-03,T,
19980760,1,ODEUR,A,1998-09-03,T,H3P
19980761,12,PART,A,1998-09-04,T,
19980762,1,ODEUR,A,1998-09-04,T,H1N
19980763,1,ODEUR,A,1998-09-04,T,
19980764,1,ODEUR,A,1998-09-04,T,
19980765,1,FUMÉE,A,1998-09-04,T,
19980766,1,PART,A,1998-09-04,T,
19980767,1,ODEUR,A,1998-09-04,T,H1B
19990067,1,ODEUR,A,1999-03-18,T,
19990068,1,ODEUR,A,1999-03-18,T,
19990069,1,ODEUR,A,1999-03-19,T,
19990070,1,ODEUR,A,1999-03-19,T,
19990071,2,FUMÉE,A,1999-03-20,T,
19990072,1,ODEUR,A,1999-03-22,T,H1K
19990073,1,ODEUR,A,1999-03-23,T,H1B
19990074,1,ODEUR,A,1999-03-23,T,
19990075,1,PART,A,1999-03-23,T,
19990076,1,PART,A,1999-03-23,T,
19990077,6,PART,A,1999-03-23,T,
19990078,6,PART,A,1999-03-23,T,
19990079,1,ODEUR,A,1999-03-25,T,
19990080,1,ODEUR,A,1999-03-25,T,
19990081,1,ODEUR,A,1999-03-26,T,
19990082,1,PART,A,1999-03-26,T,
19990083,1,ODEUR,A,1999-03-26,T,
19990084,1,ODEUR,A,1999-03-29,T,
19990085,1,ODEUR,A,1999-03-30,T,
19990086,1,ODEUR,A,1999-03-30,T,
19990087,1,ODEUR,A,1999-03-30,T,
19990088,1,FUMÉE,A,1999-03-30,T,
19990089,16,FUMÉE,A,1999-03-30,T,
19990090,1,ODEUR,A,1999-03-30,T,H1A
19990091,1,PART,A,1999-03-30,T,
19990092,1,ODEUR,A,1999-03-30,T,
19990093,1,ODEUR,A,1999-03-31,T,
19990094,11,FUMÉE,A,1999-04-01,T,
19990095,1,ODEUR,A,1999-04-01,T,
19990096,1,ODEUR,A,1999-04-02,T,
19990097,2,PART,A,1999-04-06,T,
19990519,10,PART,A,1999-06-25,T,
19990520,1,ODEUR,A,1999-06-28,T,
19990521,1,ODEUR,A,1999-06-28,T,H1A
19990522,14,GAZ ECHA,A,1999-06-28,T,
19990523,1,PART,A,1999-06-23,T,H1C
19990524,1,ODEUR,A,1999-06-23,T,H1B
19990525,1,PART,A,1999-06-24,T,H1A
19990526,17,GAZ ECHA,A,1999-06-25,T,
19990527,1,ODEUR,A,1999-06-23,T,H1B
19990528,1,PART,A,1999-06-29,T,
19990529,1,FUMÉE,A,1999-06-29,T,
19990530,1,ODEUR,A,1999-06-23,T,
19990531,2,PART,A,1999-06-29,T,
19990532,13,GAZ ECHA,A,1999-06-29,T,
19990533,1,ODEUR,A,1999-06-29,T,
19990534,1,PART,A,1999-06-29,T,
19990535,1,ODEUR,A,1999-06-29,T,
19990536,1,ODEUR,A,1999-06-29,T,
19990537,1,ODEUR,A,1999-06-29,T,
19990538,1,PART,A,1999-06-30,T,
19990539,20,PART,A,1999-06-30,T,H2W
19990540,2,FUMÉE,A,1999-06-30,T,
19990541,1,ODEUR,A,1999-06-30,T,
19990542,15,GAZ ECHA,A,1999-06-30,T,
19990543,1,PART,A,1999-06-30,T,
19990544,1,ODEUR,A,1999-06-30,T,
19990545,1,ODEUR,A,1999-06-30,T,
19990546,1,ODEUR,A,1999-06-30,T,
19990547,1,ODEUR,A,1999-06-30,T,
19990548,1,ODEUR,A,1999-06-30,T,
19990549,1,ODEUR,A,1999-07-01,T,
19990550,1,ODEUR,A,1999-07-01,T,
19980288,1,ODEUR,A,1998-05-26,T,
19980289,1,PART,A,1998-05-26,T,
19980290,1,PART,A,1998-05-26,T,
19980291,1,PART,A,1998-05-26,T,
19980292,1,PART,A,1998-05-26,T,
19980293,1,PART,A,1998-05-26,T,
19980294,1,ODEUR,A,1998-05-26,T,
19980295,1,ODEUR,A,1998-05-26,T,
19980296,1,ODEUR,A,1998-05-26,T,
19980297,24,ND AIR,A,1998-05-26,T,
19980298,1,ODEUR,A,1998-05-27,T,
19980299,1,ODEUR,A,1998-05-27,T,
19980300,1,ODEUR,A,1998-05-27,T,
19980301,1,ODEUR,A,1998-05-27,T,
19980302,1,ODEUR,A,1998-05-27,T,
19980303,5,PART,A,1998-05-28,T,H2K
19980304,12,PART,A,1998-05-28,T,
19980305,1,ODEUR,A,1998-05-28,T,
19980306,1,ODEUR,A,1998-05-28,T,
19980307,14,GAZ ECHA,A,1998-05-28,T,
19980308,13,ODEUR,A,1998-05-28,T,
19980309,1,ODEUR,A,1998-05-28,T,
19980310,1,ODEUR,A,1998-05-28,T,
19980311,9,PART,A,1998-05-29,T,H3N
19980312,1,ODEUR,A,1998-05-29,T,H9B
19980313,1,ODEUR,A,1998-05-29,T,
19980314,14,FUMÉE,A,1998-05-29,T,
19980315,2,ODEUR,A,1998-05-29,T,
19980768,1,PART,A,1998-09-04,T,
19980769,1,ODEUR,A,1998-09-04,T,
19980770,9,PART,A,1998-09-04,T,
19980771,2,ODEUR,A,1998-09-05,T,
19980772,1,ODEUR,A,1998-09-07,T,
19980773,1,ODEUR,A,1998-09-07,T,
19980774,1,ODEUR,A,1998-09-08,T,
19980775,1,ODEUR,A,1998-09-08,T,
19980776,1,ODEUR,A,1998-09-08,T,
19980777,1,ODEUR,A,1998-09-08,T,H1C
19980778,1,ODEUR,A,1998-09-08,T,
19980779,1,FUMÉE,A,1998-09-08,T,
19980780,1,ODEUR,A,1998-09-09,T,
19980781,1,ODEUR,A,1998-09-09,T,
19980782,1,ODEUR,A,1998-09-09,T,
19980783,2,ODEUR,A,1998-09-10,T,H2G
19980784,2,ODEUR,A,1998-09-10,T,
19980785,1,ODEUR,A,1998-09-10,T,H1E
19980786,1,ODEUR,A,1998-09-11,T,H1A
19980787,7,PART,A,1998-09-11,T,
19980788,1,ODEUR,A,1998-09-11,T,
19980789,1,HC,A,1998-09-16,T,
19980790,1,PART,A,1998-09-11,T,
19980791,1,ODEUR,A,1998-09-11,T,H4G
19980792,1,ODEUR,A,1998-09-11,T,H4G
19980793,4,ODEUR,A,1998-09-11,T,H3K
19980794,4,ODEUR,A,1998-09-11,T,H3K
19980795,1,ODEUR,A,1998-09-14,T,H1B
19980796,1,PART,A,1998-09-14,T,H2N
19990098,1,ODEUR,A,1999-04-06,T,
19990099,1,ODEUR,A,1999-04-06,T,
19990100,1,ODEUR,A,1999-04-06,T,H1C
19990101,13,GAZ ECHA,A,1999-04-08,T,H2T
19990102,2,ODEUR,A,1999-04-08,T,H2G
19990103,1,ODEUR,A,1999-04-08,T,H1B
19990104,1,PART,A,1999-04-08,T,
19990105,1,ODEUR,A,1999-04-09,T,
19990106,9,PART,A,1999-04-10,T,
19990107,1,ODEUR,A,1999-04-13,T,
19990108,1,VAP ACID,A,1999-04-13,T,
19990109,1,FUMÉE,A,1999-04-14,T,H1E
19990110,1,FUMÉE,A,1999-04-14,T,H1L
19990111,1,HC,A,1999-04-13,T,H8T
19990112,1,ODEUR,A,1999-04-13,T,
19990113,1,PART,A,1999-04-13,T,H1A
19990114,1,PART,A,1999-04-14,T,
19990115,1,ODEUR,A,1999-04-14,T,
19990116,1,PART,A,1999-04-15,T,
19990117,1,ODEUR,A,1999-04-15,T,
19990118,1,PART,A,1999-04-16,T,
19990119,14,PART,A,1999-04-16,T,
19990120,15,PART,A,1999-04-16,T,H1B
19990121,21,ODEUR,A,1999-04-16,T,H3R
19990122,1,ODEUR,A,1999-04-16,T,
19990123,1,ODEUR,A,1999-04-16,T,
19990124,1,ODEUR,A,1999-04-16,T,
19990125,1,ODEUR,A,1999-04-16,T,
19990126,1,ODEUR,A,1999-04-16,T,
19990127,1,PART,A,1999-04-16,T,
19990128,1,ODEUR,A,1999-04-16,T,
19990129,1,PART,A,1999-04-16,T,H1P
19990551,9,PART,A,1999-07-01,T,H2W
19990552,1,ODEUR,A,1999-07-01,T,
19990553,1,ODEUR,A,1999-07-01,T,
19990554,1,ODEUR,A,1999-07-01,T,
19990555,1,ODEUR,A,1999-07-01,T,
19990556,1,ODEUR,A,1999-07-02,T,
19990557,4,PART,A,1999-07-02,T,H2W
19990558,1,ODEUR,A,1999-07-02,T,
19990559,1,PART,A,1999-07-02,T,
19990560,1,ODEUR,A,1999-07-03,T,
19990561,1,ODEUR,A,1999-07-03,T,
19990562,1,ODEUR,A,1999-07-03,T,
19990563,1,ODEUR,A,1999-07-03,T,
19990564,1,ODEUR,A,1999-07-03,T,
19990565,1,ODEUR,A,1999-07-03,T,
19990566,2,ODEUR,A,1999-07-05,T,
19990567,1,ODEUR,A,1999-07-05,T,H9H
19990568,17,GAZ ECHA,A,1999-07-05,T,
19990569,2,FUMÉE,A,1999-07-05,T,
19990570,9,PART,A,1999-07-01,T,H2W
19990571,1,ODEUR,A,1999-07-01,T,
19990572,1,ODEUR,A,1999-07-01,T,H3N
19990573,1,ODEUR,A,1999-07-01,T,
19990574,1,ODEUR,A,1999-07-01,T,
19990575,1,ODEUR,A,1999-07-01,T,
19990576,17,GAZ ECHA,A,1999-07-02,T,
19990577,1,ODEUR,A,1999-07-03,T,
19990578,1,ODEUR,A,1999-07-03,T,
19990579,1,PART,A,1999-07-06,T,H1J
19990580,1,ODEUR,A,1999-07-06,T,
19990581,1,ODEUR,A,1999-07-06,T,
19990582,17,GAZ ECHA,A,1999-07-06,T,
19990583,1,ODEUR,A,1999-07-06,T,
19990584,1,ODEUR,A,1999-07-06,T,H1B
19980316,1,ODEUR,A,1998-05-29,T,
19980317,1,ODEUR,A,1998-05-29,T,
19980318,1,ODEUR,A,1998-05-29,T,
19980319,1,ODEUR,A,1998-06-01,T,
19980320,1,ODEUR,A,1998-06-02,T,
19980321,2,ODEUR,A,1998-06-02,T,
19980322,1,FUMÉE,A,1998-06-02,T,
19980323,1,ODEUR,A,1998-06-02,T,
19980324,1,ODEUR,A,1998-06-02,T,
19980325,1,ODEUR,A,1998-06-02,T,
19980326,1,ODEUR,A,1998-06-02,T,
19980327,1,ODEUR,A,1998-06-02,T,
19980328,1,ODEUR,A,1998-06-02,T,
19980329,1,ODEUR,A,1998-06-02,T,
19980330,2,PART,A,1998-06-03,T,H2A
19980331,1,ODEUR,A,1998-06-03,T,
19980332,2,AUCUN,A,1998-06-03,T,
19980333,1,ODEUR,A,1998-06-03,T,
19980334,2,ODEUR,A,1998-06-03,T,
19980335,1,PART,A,1998-06-03,T,
19980336,1,ODEUR,A,1998-06-02,T,
19980337,1,ODEUR,A,1998-06-02,T,
19980338,1,ODEUR,A,1998-06-02,T,
19980339,15,FUMÉE,A,1998-06-03,T,
19980340,1,FUMÉE,A,1998-05-15,T,
19980341,1,FUMÉE,A,1998-06-03,T,
19980342,1,ODEUR,A,1998-06-03,T,H4C
19980343,14,GAZ ECHA,A,1998-06-04,T,
19980344,2,PART,A,1998-06-03,T,
19980797,10,GAZ ECHA,A,1998-09-14,T,
19980798,9,PART,A,1998-09-14,T,H2J
19980799,1,ODEUR,A,1998-09-14,T,
19980800,1,ODEUR,A,1998-09-14,T,
19980801,7,FUMÉE,A,1998-09-14,T,
19980802,1,ODEUR,A,1998-09-15,T,
19980803,1,ODEUR,A,1998-09-15,T,H1A
19980804,1,ODEUR,A,1998-09-15,T,
19980805,6,FUMÉE,A,1998-09-15,T,H4W
19980806,1,ODEUR,A,1998-09-15,T,
19980807,1,ODEUR,A,1998-09-16,T,
19980808,1,ODEUR,A,1998-09-16,T,
19980809,1,ODEUR,A,1998-09-16,T,
19980810,1,ODEUR,A,1998-09-16,T,
19980811,1,ODEUR,A,1998-09-16,T,
19980812,1,ODEUR,A,1998-09-16,T,
19980813,1,ODEUR,A,1998-09-16,T,
19980814,2,PART,A,1998-09-16,T,
19980815,1,ODEUR,A,1998-09-16,T,
19980816,1,ODEUR,A,1998-09-16,T,
19980817,1,ODEUR,A,1998-09-16,T,
19980818,1,ODEUR,A,1998-09-16,T,
19980819,1,ODEUR,A,1998-09-16,T,
19980820,1,ODEUR,A,1998-09-16,T,
19980821,4,FUMÉE,A,1998-09-17,T,H3K
19980822,1,ODEUR,A,1998-09-17,T,
19980823,1,ODEUR,A,1998-09-17,T,H2P
19980824,1,ODEUR,A,1998-09-17,T,
19980825,1,ODEUR,A,1998-09-17,T,H1Z
19980826,1,PART,A,1998-09-17,T,
19980827,1,FUMÉE,A,1998-09-17,T,
19980828,17,ODEUR,A,1998-09-18,T,H1V
19980829,9,ODEUR,A,1998-09-18,T,H2J
19980830,1,ODEUR,A,1998-09-18,T,
19990130,1,ODEUR,A,1999-04-16,T,
19990131,1,ODEUR,A,1999-04-16,T,
19990132,1,ODEUR,A,1999-04-17,T,
19990133,1,ODEUR,A,1999-04-19,T,
19990134,1,ODEUR,A,1999-04-20,T,
19990135,9,PART,A,1999-04-20,T,H2X
19990136,1,ODEUR,A,1999-04-20,T,H1G
19990137,22,ODEUR,A,1999-04-21,T,H2W
19990138,10,PART,A,1999-04-21,T,
19990139,8,PART,A,1999-04-21,T,
19990140,1,ODEUR,A,1999-04-21,T,
19990141,14,GAZ ECHA,A,1999-04-22,T,
19990142,1,ODEUR,A,1999-04-22,T,
19990143,20,PART,A,1999-04-22,T,H2X
19990144,1,ODEUR,A,1999-04-23,T,
19990145,1,ODEUR,A,1999-04-23,T,
19990146,1,PART,A,1999-04-26,T,H3L
19990147,24,ND AIR,A,1999-04-26,T,H9S
19990148,1,ODEUR,A,1999-04-26,T,
19990149,1,ODEUR,A,1999-04-27,T,H2H
19990150,10,ODEUR,A,1999-04-27,T,H4V
19990151,1,ODEUR,A,1999-04-28,T,
19990152,1,ODEUR,A,1999-04-28,T,
19990153,1,ODEUR,A,1999-04-28,T,
19990154,14,PART,A,1999-04-28,T,
19990155,1,PART,A,1999-04-28,T,
19990157,2,ODEUR,A,1999-04-28,T,
19990158,1,ODEUR,A,1999-04-28,T,
19990159,1,ODEUR,A,1999-04-29,T,
19990160,1,FUMÉE,A,1999-04-28,T,
19990585,24,ND AIR,A,1999-07-06,T,
19990586,1,ODEUR,A,1999-07-06,T,
19990587,1,GAZ ECHA,A,1999-07-07,T,
19990588,1,ODEUR,A,1999-07-07,T,H2S
19990589,1,ODEUR,A,1999-07-07,T,
19990590,1,PART,A,1999-07-08,T,H1J
19990591,1,ODEUR,A,1999-07-08,T,
19990592,1,ODEUR,A,1999-07-08,T,
19990593,1,ODEUR,A,1999-07-08,T,H3K
19990594,11,ODEUR,A,1999-07-09,T,
19990595,1,ODEUR,A,1999-07-09,T,
19990596,1,ODEUR,A,1999-07-09,T,
19990597,1,ODEUR,A,1999-07-09,T,
19990598,1,ODEUR,A,1999-07-09,T,
19990599,1,ODEUR,A,1999-07-12,T,
19990600,1,ODEUR,A,1999-07-12,T,H4E
19990601,1,ODEUR,A,1999-07-12,T,
19990602,1,ODEUR,A,1999-07-12,T,
19990603,1,ODEUR,A,1999-07-12,T,
19990604,1,ODEUR,A,1999-07-12,T,
19990605,1,ODEUR,A,1999-07-12,T,H1E
19990606,1,PART,A,1999-07-12,T,H4R
19990607,8,PART,A,1999-07-12,T,H4R
19990608,1,PART,A,1999-07-13,T,H2Y
19990609,2,ODEUR,A,1999-07-13,T,
19990610,1,ODEUR,A,1999-07-13,T,H1A
19990611,1,ODEUR,A,1999-07-13,T,
19990612,1,ODEUR,A,1999-07-13,T,H3K
19990613,1,ODEUR,A,1999-07-13,T,
19990614,1,ODEUR,A,1999-07-13,T,
19980345,2,ODEUR,A,1998-06-04,T,
19980346,1,ODEUR,A,1998-06-05,T,
19980347,1,ODEUR,A,1998-06-05,T,
19980348,1,ODEUR,A,1998-06-08,T,
19980349,1,ODEUR,A,1998-06-08,T,
19980350,1,ODEUR,A,1998-06-08,T,
19980351,1,GAZ ECHA,A,1998-06-09,T,
19980352,1,PART,A,1998-06-09,T,
19980353,1,FUMÉE,A,1998-06-09,T,
19980354,1,FUMÉE,A,1998-06-09,T,
19980355,1,PART,A,1998-06-09,T,
19980356,1,PART,A,1998-06-09,T,H1B
19980357,1,PART,A,1998-06-09,T,H1B
19980358,1,PART,A,1998-06-09,T,H1B
19980359,1,PART,A,1998-06-09,T,H1B
19980360,1,PART,A,1998-06-09,T,H1B
19980361,1,PART,A,1998-06-09,T,H1B
19980362,1,PART,A,1998-06-09,T,H1B
19980363,1,ODEUR,A,1998-06-08,T,
19980364,1,ODEUR,A,1998-06-09,T,H1A
19980365,1,PART,A,1998-06-09,T,H1B
19980366,1,PART,A,1998-06-09,T,H1B
19980367,1,PART,A,1998-06-09,T,H1B
19980368,1,PART,A,1998-06-09,T,H1B
19980369,1,PART,A,1998-06-09,T,H1B
19980370,1,PART,A,1998-06-09,T,H1B
19980371,1,PART,A,1998-06-09,T,H1B
19980372,1,PART,A,1998-06-09,T,H1B
19980373,1,PART,A,1998-06-09,T,H1B
19980374,1,ODEUR,A,1998-06-09,T,H1B
19980831,1,ODEUR,A,1998-09-17,T,H1C
19980832,1,ODEUR,A,1998-09-18,T,
19980833,1,ODEUR,A,1998-09-18,T,
19980834,1,ODEUR,A,1998-09-18,T,
19980835,1,ODEUR,A,1998-09-18,T,
19980836,1,ODEUR,A,1998-09-18,T,
19980837,1,ODEUR,A,1998-09-18,T,
19980838,1,ODEUR,A,1998-09-18,T,
19980839,1,ODEUR,A,1998-09-18,T,H1R
19980840,1,ODEUR,A,1998-09-18,T,
19980841,1,ODEUR,A,1998-09-18,T,H1B
19980842,1,ODEUR,A,1998-09-18,T,
19980843,1,ODEUR,A,1998-09-18,T,
19980844,1,ODEUR,A,1998-09-21,T,
19980845,1,ODEUR,A,1998-09-21,T,
19980846,1,PART,A,1998-09-21,T,H1Y
19980847,1,ODEUR,A,1998-09-21,T,
19980848,1,ODEUR,A,1998-09-22,T,
19980849,1,ODEUR,A,1998-09-22,T,
19980850,1,ODEUR,A,1998-09-22,T,
19980851,1,ODEUR,A,1998-09-22,T,
19980852,17,FUMÉE,A,1998-09-22,T,
19980853,5,PART,A,1998-09-22,T,H2H
19980854,2,ODEUR,A,1998-09-22,T,
19980855,14,GAZ ECHA,A,1998-09-22,T,H2V
19980856,1,ODEUR,A,1998-09-21,T,
19980857,1,ODEUR,A,1998-09-22,T,H1A
19980858,1,PART,A,1998-09-22,T,
19980859,1,PART,A,1998-09-22,T,
19980860,1,PART,A,1998-09-22,T,H2B
19990161,1,ODEUR,A,1999-04-29,T,
19990162,1,ODEUR,A,1999-04-28,T,H3S
19990163,1,ODEUR,A,1999-04-28,T,
19990164,1,ODEUR,A,1999-04-29,T,
19990165,1,ODEUR,A,1999-04-30,T,H1B
19990166,1,ODEUR,A,1999-04-29,T,
19990167,4,ODEUR,A,1999-04-30,T,H2H
19990168,10,ODEUR,A,1999-04-29,T,H2A
19990169,1,ODEUR,A,1999-04-30,T,
19990170,1,FUMÉE,A,1999-04-30,T,H9P
19990171,1,PART,A,1999-04-30,T,H4C
19990172,1,ODEUR,A,1999-04-30,T,H2J
19990173,2,SOV,A,1999-04-30,T,
19990174,1,PART,A,1999-04-30,T,
19990175,1,ODEUR,A,1999-04-30,T,
19990176,1,ODEUR,A,1999-04-30,T,
19990177,1,ODEUR,A,1999-04-30,T,
19990178,1,ODEUR,A,1999-04-30,T,
19990179,8,PART,A,1999-04-30,T,H2G
19990180,1,ODEUR,A,1999-05-03,T,H1E
19990181,1,PART,A,1999-05-03,T,
19990182,1,PART,A,1999-05-03,T,
19990183,1,ODEUR,A,1999-04-29,T,
19990184,1,ODEUR,A,1999-04-29,T,
19990185,1,ODEUR,A,1999-04-30,T,
19990186,8,PART,A,1999-05-01,T,
19990187,1,PART,A,1999-05-01,T,H3L
19990188,1,ODEUR,A,1999-05-02,T,
19990189,1,ODEUR,A,1999-05-02,T,
19990190,3,PART,A,1999-05-03,T,
19990615,1,AUCUN,A,1999-07-13,T,
19990616,2,ODEUR,A,1999-07-13,T,
19990617,1,ODEUR,A,1999-07-14,T,
19990618,1,ODEUR,A,1999-07-14,T,
19990619,1,PART,A,1999-07-14,T,
19990620,2,ODEUR,A,1999-07-14,T,
19990621,11,FUMÉE,A,1999-06-15,T,
19990622,1,ODEUR,A,1999-06-14,T,H3K
19990623,1,ODEUR,A,1999-07-14,T,
19990624,1,ODEUR,A,1999-07-14,T,
19990625,1,ODEUR,A,1999-07-14,T,
19990626,1,ODEUR,A,1999-07-14,T,
19990627,1,ODEUR,A,1999-07-15,T,
19990628,1,PART,A,1999-07-15,T,
19990629,1,PART,A,1999-07-16,T,
19990630,1,ODEUR,A,1999-07-15,T,
19990631,1,ODEUR,A,1999-07-16,T,
19990632,1,ODEUR,A,1999-07-15,T,
19990633,1,PART,A,1999-07-16,T,
19990634,1,ODEUR,A,1999-07-16,T,
19990635,14,GAZ ECHA,A,1999-07-16,T,
19990636,1,ODEUR,A,1999-07-16,T,H1K
19990637,1,ODEUR,A,1999-07-17,T,H1A
19990638,1,ODEUR,A,1999-07-17,T,
19990639,1,ODEUR,A,1999-07-17,T,H1A
19990640,1,PART,A,1999-07-19,T,
19990641,1,ODEUR,A,1999-07-19,T,
19990642,2,ODEUR,A,1999-07-19,T,
19990643,1,ODEUR,A,1999-07-19,T,H1B
19990644,20,PART,A,1999-07-19,T,H2J
19980375,1,PART,A,1998-06-09,T,H1B
19980376,1,PART,A,1998-06-09,T,H1B
19980377,1,PART,A,1998-06-09,T,H1B
19980378,1,PART,A,1998-06-09,T,H1B
19980379,1,ODEUR,A,1998-06-09,T,
19980380,1,FUMÉE,A,1998-06-09,T,
19980381,1,PART,A,1998-06-09,T,H1B
19980382,1,PART,A,1998-06-09,T,H1B
19980383,1,PART,A,1998-06-09,T,H1B
19980384,1,PART,A,1998-06-09,T,H1B
19980385,1,PART,A,1998-06-10,T,H1B
19980386,1,PART,A,1998-06-09,T,H1B
19980387,1,PART,A,1998-06-09,T,H1B
19980388,1,PART,A,1998-06-10,T,H1B
19980389,1,PART,A,1998-06-10,T,H1B
19980390,1,FUMÉE,A,1998-06-10,T,
19980391,1,PART,A,1998-06-10,T,H1B
19980392,1,FUMÉE,A,1998-06-10,T,
19980393,1,PART,A,1998-06-10,T,
19980394,1,PART,A,1998-06-10,T,H1B
19980395,1,ODEUR,A,1998-06-10,T,
19980396,2,ODEUR,A,1998-06-11,T,
19980397,2,ODEUR,A,1998-06-11,T,
19980398,1,PART,A,1998-06-10,T,H1B
19980399,1,ODEUR,A,1998-06-10,T,
19980400,1,PART,A,1998-06-11,T,
19980401,1,PART,A,1998-06-10,T,H1B
19980402,1,ODEUR,A,1998-06-11,T,
19980403,15,GAZ ECHA,A,1998-06-11,T,
19980404,10,ODEUR,A,1998-06-11,T,
19980405,1,ODEUR,A,1998-06-11,T,
19980861,1,ODEUR,A,1998-09-23,T,
19980862,1,ODEUR,A,1998-09-23,T,
19980863,1,ODEUR,A,1998-09-23,T,
19980864,1,ODEUR,A,1998-09-23,T,
19980865,1,ODEUR,A,1998-09-23,T,
19980866,1,ODEUR,A,1998-09-24,T,
19980867,7,ODEUR,A,1998-09-24,T,
19980868,1,ODEUR,A,1998-09-24,T,
19980869,1,ODEUR,A,1998-09-25,T,
19980870,12,ODEUR,A,1998-09-24,T,H2S
19980871,1,ODEUR,A,1998-09-25,T,H4E
19980872,1,ODEUR,A,1998-09-25,T,
19980873,1,ODEUR,A,1998-09-25,T,
19980874,2,FUMÉE,A,1998-09-25,T,
19980875,4,ODEUR,A,1998-09-25,T,H4H
19980876,1,ODEUR,A,1998-09-28,T,
19980877,1,ODEUR,A,1998-09-28,T,H1B
19980878,1,ODEUR,A,1998-09-28,T,
