ï»¿OBJECTID,NOM,CODE,TYPE_ARRET,LATITUDE,LONGITUDE,SEM_SEUL,FDS_SEUL,FDS_VERS_B,SEM_VERS_B,SEM_VERS_T,FDS_VERS_T,SEM_Corr_M,FDS_Corr_M,SEM_DEP_M,FDS_DEP_M,M_VERS_G,TYPE_POINTEUR,GEOM
177,2803,2803,Taxibus - Zone verte,"48,4026701769172","-68,6450056043962","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:10, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
178,2805,2805,Taxibus - Zone verte,"48,4016932462505","-68,6466306970117","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:10, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
170,2807,2807,Taxibus - Zone verte,"48,4007487109505","-68,6487858560062","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:10, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
199,2808,2808,Taxibus - Zone verte,"48,4008918962825","-68,6492581240482","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:10, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
179,2809,2809,Taxibus - Zone verte,"48,3984651108626","-68,6540785325878","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:10, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
200,2811,2811,Taxibus - Zone verte,"48,3965710445195","-68,6584576714368","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:10, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
180,2813,2813,Taxibus - Zone verte,"48,3960599788548","-68,6601734863288","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:10, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
201,2818,2818,Taxibus - Zone verte,"48,3908151124131","-68,6688975625499","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:10, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
181,2820,2820,Taxibus - Zone verte,"48,3890580438597","-68,6714794373317","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:10, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
167,2901,2901,Taxibus - Zone verte,"48,3759226779871","-68,6882215063158","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:10, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
196,2902,2902,Taxibus - Zone verte,"48,3767247639352","-68,6935435205356","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:10, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
203,2903,2903,Taxibus - Zone verte,"48,3766659139886","-68,6965003666624","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:10, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
182,2904,2904,Taxibus - Zone verte,"48,3748055236753","-68,7001025717541","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:10, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
150,2905,2905,Taxibus - Zone verte,"48,375459690181","-68,7132478385773","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:10, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
168,2906,2906,Taxibus - Zone verte,"48,3758222609964","-68,724084178919","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:10, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
195,2910,2910,Taxibus - Zone verte,"48,3740399726959","-68,7066437194121","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:10, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
185,2913,2913,Taxibus - Zone verte,"48,3724516919116","-68,7122327588357","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:10, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
191,2915,2915,Taxibus - Zone verte,"48,3698154839744","-68,7186702277385","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:10, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
187,2917,2917,Taxibus - Zone verte,"48,3671423457864","-68,7233504077023","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:10, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
172,2919,2919,Taxibus - Zone verte,"48,3655346879346","-68,7276575995303","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:10, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
171,2920,2920,Taxibus - Zone verte,"48,3730975602972","-68,7063108936731","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:10, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
183,2922,2922,Taxibus - Zone verte,"48,3727101706719","-68,708366887068","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:10, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
186,2925,2925,Taxibus - Zone verte,"48,3701985019345","-68,7143968815812","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:10, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
192,2932,2932,Taxibus - Zone verte,"48,3709801848374","-68,7108161524673","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:10, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
176,2935,2935,Taxibus - Zone verte,"48,3681221870277","-68,7151387513072","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:10, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
194,2941,2941,Taxibus - Zone verte,"48,3718324178271","-68,7054396681332","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:10, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
173,2942,2942,Taxibus - Zone verte,"48,3700932357964","-68,706266849274","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:10, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
193,2943,2943,Taxibus - Zone verte,"48,3683832539611","-68,7086028360014","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:10, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
184,2945,2945,Taxibus - Zone verte,"48,3641710901817","-68,7132151034379","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:10, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
188,7005,7005,Taxibus - Ligne rouge,"48,4289520168924","-68,5360896271604","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:40, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
159,7006,7006,Taxibus - Ligne rouge,"48,4273746692089","-68,534206905812","06:40, 07:10, 07:40, 07:50, 08:20, 08:40, 11:10, 11:50, 12:20, 12:40, 14:40, 16:10, 16:20, 16:50, 17:10, 17:20, 17:40, 18:20, 21:20","07:40, 08:20, 08:40, 09:20, 10:40, 11:20, 12:40, 13:20, 13:40, 16:20, 16:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40","06:40, 07:10, 07:40, 08:40, 11:10, 12:10, 12:40, 14:40, 16:10, 17:10, 17:40","07:50, 08:20, 11:50, 12:20, 16:20, 16:50, 17:20, 18:20, 21:20, 23:20","08:20, 09:20, 11:20, 13:20, 16:20, 18:20","08:40, 12:40, 14:40, 17:40","07:40, 08:40, 10:40, 12:40, 13:40, 16:40",21:20,"08:20, 09:20, 11:20, 13:20, 16:20, 18:20","12:10, 17:10",,Point
