Instance,Type_assemblee,Publique,Diffusion_web,Date,Heure,Endroit,Salle,Rue,No_civique
Conseil d'agglomération,Régulière,Oui,Oui,2018-06-21,17:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission de la sécurité publique,Consultation publique,Oui,Oui,2018-06-26,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2018-06-27,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Commission de la sécurité publique,Consultation publique,Oui,Oui,2018-06-27,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Oui,2018-06-28,17:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2018-07-04,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2018-08-01,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2018-08-08,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2018-08-15,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Comité exécutif ,Extraordinaire,Non,Oui,2018-08-17,10:00:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Conseil municipal,Régulière,Oui,Oui,2018-08-20,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Conseil d'agglomération,Régulière,Oui,Oui,2018-08-23,17:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2018-08-29,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2018-09-05,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Comité exécutif ,Extraordinaire,Non,Oui,2018-09-07,08:00:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2018-09-12,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Comité exécutif ,Extraordinaire,Non,Oui,2018-09-13,08:00:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Conseil municipal,Régulière,Oui,Oui,2018-09-17,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Conseil d'agglomération,Régulière,Oui,Oui,2018-09-20,17:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission de la sécurité publique,Consultation publique,Oui,Oui,2018-09-24,19:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2018-09-26,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2018-10-03,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2018-10-10,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2018-10-17,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Conseil municipal,Régulière,Oui,Oui,2018-10-22,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Conseil d'agglomération,Régulière,Oui,Oui,2018-10-25,17:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2018-10-31,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2018-11-07,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Comité exécutif ,Extraordinaire,Non,Oui,2018-11-08,07:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Conseil municipal,Extraordinaire,Oui,Oui,2018-11-08,14:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Conseil d'agglomération,Extraordinaire,Oui,Oui,2018-11-08,17:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission de la sécurité publique,Consultation publique,Oui,Oui,2018-11-09,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Oui,2018-11-12,09:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Oui,2018-11-12,14:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Oui,2018-11-13,09:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Oui,2018-11-13,14:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Oui,2018-11-13,19:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2018-11-14,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Oui,2018-11-14,09:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Oui,2018-11-14,14:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Extraordinaire,Non,Oui,2018-11-15,13:45:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Oui,2018-11-15,09:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Oui,2018-11-15,14:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Oui,2018-11-15,18:30:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Oui,2018-11-16,09:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Oui,2018-11-16,14:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Conseil municipal,Régulière,Oui,Oui,2018-11-19,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Oui,2018-11-21,09:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Oui,2018-11-21,13:30:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Oui,2018-11-21,18:30:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Conseil d'agglomération,Régulière,Oui,Oui,2018-11-22,17:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Oui,2018-11-22,09:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Oui,2018-11-23,09:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur les finances et l'administration,Consultation publique,Oui,Oui,2018-11-27,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2018-11-28,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Conseil municipal,Régulière,Oui,Oui,2018-11-28,09:30:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Conseil d'agglomération,Extraordinaire,Oui,Oui,2018-11-29,19:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2018-12-05,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Commission sur la sécurité publique,Consultation publique,Oui,Oui,2018-12-11,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2018-12-12,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Conseil municipal,Extraordinaire,Oui,Oui,2018-12-17,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commissions sur le développement économique et urbain et l'habitation,Consultation publique,Oui,Oui,2018-12-19,14:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Conseil d'agglomération,Régulière,Oui,Oui,2018-12-20,17:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2019-01-09,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Commission sur le développement économique et urbain et l'habitation,Régulière,Oui,Oui,2019-01-09,19:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2019-01-16,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Commission sur le développement économique et urbain et l'habitation,Régulière,Oui,Oui,2019-01-16,14:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur le développement économique et urbain et l'habitation,Régulière,Oui,Oui,2019-01-16,19:00:00,Hôtel Ruby Foo's,-,Boulevard Décarie,7655
Commission sur le développement économique et urbain et l'habitation,Régulière,Oui,Oui,2019-01-17,14:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2019-01-23,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Commission sur le développement économique et urbain et l'habitation,Régulière,Oui,Oui,2019-01-24,17:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Conseil municipal,Régulière,Oui,Oui,2019-01-28,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Conseil d'agglomération,Régulière,Oui,Oui,2019-01-31,17:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission de la sécurité publique,Régulière,Oui,Oui,2019-02-01,09:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2019-02-06,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2019-02-13,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2019-02-20,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Commission de la sécurité publique,Régulière,Oui,Oui,2019-02-21,18:30:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Conseil municipal,Régulière,Oui,Oui,2019-02-25,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2019-02-27,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Conseil d'agglomération,Régulière,Oui,Oui,2019-02-28,17:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission de la sécurité publique,Régulière,Oui,Oui,2019-03-12,09:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2019-03-13,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2019-03-20,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Commission de la présidence du conseil,Régulière,Oui,Oui,2019-03-20,19:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Extraordinaire,Non,Non,2019-03-22,08:45:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Conseil municipal,Régulière,Oui,Oui,2019-03-25,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission sur les finances et l'administration,Régulière,Oui,Oui,2019-03-27,19:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Extraordinaire,Non,Non,2019-03-28,11:15:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Conseil d'agglomération,Régulière,Oui,Oui,2019-03-28,17:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2019-04-03,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Commission sur le développement économique et urbain et l'habitation,Régulière,Oui,Oui,2019-04-03,19:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Commission de la sécurité publique,Régulière,Oui,Oui,2019-04-09,09:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2019-04-10,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Conseil municipal,Régulière,Oui,Oui,2019-04-15,13:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Conseil d'agglomération,Régulière,Oui,Oui,2019-04-18,17:00:00,Hôtel de ville ,Salle du conseil,Notre-Dame est,275
Comité exécutif ,Régulière,Non,Oui,2019-04-24,08:30:00,Hôtel de ville ,Salle Peter-McGill,Notre-Dame est,275
Commission sur le développement économique et urbain et l'habitation,Régulière,Oui,Oui,2019-04-24,19:00:00,Cours Mont-Royal,14e étage,Metcalfe,1550
Commission sur les finances et l'administration,Régulière,Oui,Oui,2019-04-24,19:00:00,Chaussegros-de-Léry,Salle 6A-35,Notre-Dame est,303
Commission de la présidence du conseil,Régulière,Oui,Oui,2019-04-24,14:00:00,Accueil Liaison pour Arrivants,Bureau 309,Pie-IX,2030
Commission sur les finances et l'administration,Régulière,Oui,Oui,2019-04-25,19:00:00,Chaussegros-de-Léry,Salle 6A-35,Notre-Dame est,303
Conseil municipal,Extraordinaire,Oui,Oui,2019-04-28,13:00:00,Pierrefonds Comprehensive High School,- ,de Pierrefonds,13800
Conseil d'agglomération,Extraordinaire,Oui,Oui,2019-04-28,15:00:00,Pierrefonds Comprehensive High School,- ,de Pierrefonds,13800
Commission de la présidence du conseil,Régulière,Oui,Oui,2019-04-30,14:00:00,Cégep Saint-Laurent,Salle du personnel,Sainte-Croix,625
Comité exécutif ,Régulière,Non,Oui,2019-05-01,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Commission de la présidence du conseil,Régulière,Oui,Oui,2019-05-01,14:00:00,Bibliothèque interculturelle de CDN,-,Chemin de la Côte-des-Neiges,6767
Conseil municipal,Extraordinaire,Oui,Oui,2019-05-03,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Extraordinaire,Oui,Oui,2019-05-03,15:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission sur les finances et l'administration,Régulière,Oui,Oui,2019-05-07,19:00:00,Chaussegros-de-Léry,Salle 6A-35,Notre-Dame est,303
Comité exécutif ,Régulière,Non,Oui,2019-05-08,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Commission sur les finances et l'administration,Régulière,Oui,Oui,2019-05-08,19:00:00,Chaussegros-de-Léry,Salle 6A-35,Notre-Dame est,303
Commission sur les finances et l'administration,Régulière,Oui,Oui,2019-05-09,19:00:00,Chaussegros-de-Léry,Salle 6A-35,Notre-Dame est,303
Conseil municipal,Régulière,Oui,Oui,2019-05-13,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2019-05-15,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Conseil d'agglomération,Régulière,Oui,Oui,2019-05-16,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
"Commission sur la culture, le patrimoine et les sports",Régulière,Oui,Oui,2019-05-21,10:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission sur le développement économique et urbain et l'habitation,Régulière,Oui,Oui,2019-05-21,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2019-05-22,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Commission de la présidence du conseil,Régulière,Oui,Oui,2019-05-22,18:30:00,Y des femmes de Montréal,-,Boulevard René-Lévesque Ouest,1355
Comité exécutif ,Régulière,Non,Oui,2019-05-29,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Commission sur le développement social et la diversité montréalaise,Régulière,Oui,Oui,2019-05-29,13:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission sur les finances et l'administration,Régulière,Oui,Oui,2019-06-04,18:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission de la sécurité publique,Régulière,Oui,Oui,2019-06-04,09:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2019-06-05,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
"Commission sur la culture, le patrimoine et les sports",Régulière,Oui,Oui,2019-06-11,09:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission de la sécurité publique,Régulière,Oui,Oui,2019-06-11,19:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2019-06-12,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
"Commission sur la culture, le patrimoine et les sports",Régulière,Oui,Oui,2019-06-12,15:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
"Commission sur la culture, le patrimoine et les sports",Régulière,Oui,Oui,2019-06-13,18:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2019-06-17,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2019-06-19,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Commission sur les finances et l'administration,Régulière,Oui,Oui,2019-06-19,19:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission de la présidence du conseil,Régulière,Oui,Oui,2019-06-19,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Régulière,Oui,Oui,2019-06-20,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2019-06-26,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2019-07-03,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2019-07-16,15:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2019-07-31,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2019-08-07,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2019-08-14,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2019-08-19,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Régulière,Oui,Oui,2019-08-22,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2019-08-28,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2019-09-04,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2019-09-11,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
"Commission sur la culture, le patrimoine et les sports",Régulière,Oui,Oui,2019-09-12,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2019-09-13,08:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,
Conseil municipal,Régulière,Oui,Oui,2019-09-16,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Régulière,Oui,Oui,2019-09-19,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2019-09-25,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Commission de la sécurité publique,Régulière,Oui,Oui,2019-10-01,09:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2019-10-02,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
"Commission sur l'eau, l'environnement, le développement durable et les grands parcs",Régulière,Oui,Oui,2019-10-03,19:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission de la sécurité publique,Régulière,Oui,Oui,2019-10-08,09:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2019-10-09,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2019-10-16,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Conseil municipal,Extraordinaire,Oui,Oui,2019-10-16,13:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Extraordinaire,Oui,Oui,2019-10-16,16:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2019-10-22,09:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Régulière,Oui,Oui,2019-10-24,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
"Commission sur l'eau, l'environnement, le développement durable et les grands parcs",Régulière,Oui,Oui,2019-10-25,14:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2019-10-30,07:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
"Commission sur l'eau, l'environnement, le développement durable et les grands parcs",Régulière,Oui,Oui,2019-10-30,19:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
"Commission sur l'eau, l'environnement, le développement durable et les grands parcs",Régulière,Oui,Oui,2019-11-01,14:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2019-11-06,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
"Commission sur l'eau, l'environnement, le développement durable et les grands parcs",Régulière,Oui,Oui,2019-11-07,09:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
"Commission sur l'eau, l'environnement, le développement durable et les grands parcs",Régulière,Oui,Oui,2019-11-12,19:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2019-11-13,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Commission sur le développement social et la diversité montréalaise,Régulière,Oui,Oui,2019-11-13,09:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2019-11-14,16:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Conseil municipal,Régulière,Oui,Oui,2019-11-18,13:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Conseil d'agglomération,Régulière,Oui,Oui,2019-11-21,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2019-11-22,08:00:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Commission de la sécurité publique,Régulière,Oui,Oui,2019-11-22,09:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Extraordinaire,Non,Non,2019-11-25,07:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Conseil d'agglomération,Extraordinaire,Oui,Oui,2019-11-25,17:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2019-11-27,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Commission sur les finances et l'administration,Régulière,Oui,Oui,2019-11-27,13:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
"Commission sur l'eau, l'environnement, le développement durable et les grands parcs",Régulière,Oui,Oui,2019-11-27,19:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission sur les finances et l'administration,Régulière,Oui,Oui,2019-11-28,09:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission sur les finances et l'administration,Régulière,Oui,Oui,2019-11-28,13:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission sur les finances et l'administration,Régulière,Oui,Oui,2019-11-29,09:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission sur les finances et l'administration,Régulière,Oui,Oui,2019-11-29,13:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission sur les finances et l'administration,Régulière,Oui,Oui,2019-12-02,09:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission sur les finances et l'administration,Régulière,Oui,Oui,2019-12-02,13:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission sur les finances et l'administration,Régulière,Oui,Oui,2019-12-02,19:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission sur les finances et l'administration,Régulière,Oui,Oui,2019-12-03,09:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission sur les finances et l'administration,Régulière,Oui,Oui,2019-12-03,13:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission sur les finances et l'administration,Régulière,Oui,Oui,2019-12-03,19:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Comité exécutif ,Régulière,Non,Oui,2019-12-04,08:30:00,Édifice Lucien-Saulnier,Salle Peter-McGill,Notre-Dame est,155
Commission sur les finances et l'administration,Régulière,Oui,Oui,2019-12-04,09:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission sur les finances et l'administration,Régulière,Oui,Oui,2019-12-04,13:30:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
"Commission sur l'eau, l'environnement, le développement durable et les grands parcs",Régulière,Oui,Oui,2019-12-05,19:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission sur les finances et l'administration,Régulière,Oui,Oui,2019-12-05,09:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission sur les finances et l'administration,Régulière,Oui,Oui,2019-12-05,14:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
Commission sur les finances et l'administration,Régulière,Oui,Oui,2019-12-06,09:00:00,Édifice Lucien-Saulnier,Salle du conseil,Notre-Dame est,155
