Nom Bibliothèque	Secteur	Titre	Nombre de prêt	Nombre de document	Lien au catalogue
Bibliothèque de Notre-Dame-de-Grâce	Jeunes - Romans enfants	Le chien de Max et Lili est mort /[texte de] Dominique de Saint Mars ; [illustrations de] Serge Bloch.	4	3	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1398714
Bibliothèque de Notre-Dame-de-Grâce	Jeunes - DVD	Bugs Bunny[enregistrement vidéo].	4	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1983582
Bibliothèque Père-Ambroise	Jeunes - Jeux	3 little pigs [jeu] 	9	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2320118
Bibliothèque Père-Ambroise	Jeunes - Jeux	Uno[jeu] 	8	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2321718
Bibliothèque Père-Ambroise	Jeunes - Jeux	Choco[jeu] :essayez de vous rappeler où se trouvent les cerises et les cacahouètes : try to keep track of the cherries and the peanuts! : 3 ans et plus, 2 à 4 joueurs.	7	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1323045
Bibliothèque Père-Ambroise	Jeunes - Mangas	Inu Yasha.43 /Rumiko Takahashi ; [traduit et adapté en français par Sébastien Gesell].	7	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2116535
Bibliothèque Père-Ambroise	Jeunes - DVD	Fanfreluche me raconte--[enregistrement vidéo].	6	3	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1395168
Bibliothèque Père-Ambroise	Jeunes - Livres avec document audio	Le peuple migrateur :les contes /Jacques Perrin ; textes de Stéphane Durand et Guillaume Poyet.	6	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1298457
Bibliothèque Père-Ambroise	Jeunes - Jeux	King of Tokyo [jeu] 	6	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2353757
Bibliothèque Père-Ambroise	Jeunes - Mangas	Inu Yasha.52 /Rumiko Takahashi ; [traduit et adapté en français par Sébastien Gesell].	6	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2417107
Bibliothèque Père-Ambroise	Adultes - DVD	Nebraska[enregistrement vidéo] /réalisation, Alexander Payne ; scénario, Bob Nelson.	5	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2442017
Bibliothèque Père-Ambroise	Jeunes - Élagage	Monopoly junior[jeu]	5	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1174723
Bibliothèque Père-Ambroise	Jeunes - DVD	Mary Poppins[enregistrement vidéo] /réalisation, Robert Stevenson ; scénario, Bill Walsh, Don DaGradi.	5	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1392329
Bibliothèque Père-Ambroise	Jeunes - Mangas	Inu Yasha.36 /Rumiko Takahashi ; [traduit et adapté en français par Sébastien Gesell].	5	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1817844
Bibliothèque Père-Ambroise	Jeunes - Mangas	Inu Yasha.53 /Rumiko Takahashi ; [traduit et adapté en français par Sébastien Gesell].	5	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2437289
Bibliothèque Père-Ambroise	Adultes - DVD	Le zodiaque[enregistrement vidéo] =Zodiac /réalisation, David Fincher ; scénario, James Vanderbilt.	4	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1466053
Bibliothèque Père-Ambroise	Jeunes - Jeux	Action station [jouet] = gare en bois aimantée	4	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1451654
Bibliothèque Père-Ambroise	Jeunes - Jeux	Mon premier Corolle : poupée [jeu] 	4	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2322379
Bibliothèque Père-Ambroise	Jeunes - BD	Bone.7,Les cercles fantômes /par Jeff Smith ; traduit de l'américain par Guy Delcourt Productions.	4	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1747842
Bibliothèque Père-Ambroise	Jeunes - Romans pré-ado	Journal d'un dégonflé.4,Ça fait suer! /de Jeff Kinney ; traduit de l'anglais (États-Unis) par Natalie Zimmermann.	4	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2118548
Bibliothèque Père-Ambroise	Jeunes - Livres-jeux	Caillou autour de moi :des objets à trouver et à compter /[texte, Anne Paradis ; illustrations, Eric Sévigny]	4	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2393901
Bibliothèque Père-Ambroise	Jeunes - DVD	Les Aristochats[enregistrement vidéo] =The aristochats /réalisation, Wolfgang Reitherman ; scénario, Larry Clemmons ... [et al.] ; directeurs d'animation, Milt Kahl ... [et al.].	4	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2343712
Bibliothèque Frontenac	Jeunes - Jeux vidéo sur console	PlayStation 3 : manette sans fil Dualshock  [jeu] 	46	4	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2339402
Bibliothèque Frontenac	Jeunes - Jeux vidéo sur console	Xbox 360 : manette sans fil  [jeu] 	36	4	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2339567
Bibliothèque Frontenac	Jeunes - Jeux vidéo sur console	FIFA soccer 14[ressource électronique (PlayStation 3)].	17	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2417795
Bibliothèque Frontenac	Jeunes - Jeux vidéo sur console	FIFA soccer 14[ressource électronique (Xbox 360)].	14	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2416219
Bibliothèque Frontenac	Inconnu	Balzac et la petite tailleuse chinoise :roman /Dai Sijie.	8	16	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1255353
Bibliothèque Frontenac	Adultes - DVD	Matchs mémorables dans l'histoire des Canadiens[enregistrement vidéo].	7	10	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1771041
Bibliothèque Frontenac	Jeunes - DVD	Lady Oscar.1[enregistrement vidéo] =[Berusaiyu no bara.1] /direction, Tadao Nagahama, Osamu Dezaki ; screenplay, Yoshimi Shinozaki, Masahiro Yamada, Keiko Sugie.	6	6	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1474780
Bibliothèque Frontenac	Adultes - DVD	Columbarium[enregistrement vidéo] /un film de Steve Kerr.	5	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2451311
Bibliothèque Frontenac	Adultes - DVD	Solstrom.The complete series[enregistrement vidéo] /Cirque du Soleil ; direction, Pierre Séguin, Mario Rouleau, Pierre Gagnon ; screenplay, Edmond Bensimon, Benoit Chartier, Ève Déziel.	5	5	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1451485
Bibliothèque Frontenac	Jeunes - BD	Monster allergy.7,Monstres en boîte /scénario, Katja Centomo & Bruno Enna ; dessin, Graziano Barbaro ; [traduction, Axelle Klein].	5	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1384976
Bibliothèque Frontenac	Jeunes - Documentaires	Guinness world records 2013 :[le mondial des records] directeur de la publication, Craig Glenday ; traduction, Stéphanie Alglave ... et al.].	5	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2350339
Bibliothèque Frontenac	Adultes - DVD	Lance et compte.La reconquête[enregistrement vidéo] /réalisation, Jean-Claude Lord : scénario et dialogues, Réjean Tremblay.	5	5	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1509400
Bibliothèque Frontenac	Adultes - Documentaires	Histoire de la cuisine familiale du Québec /Michel Lambert.	5	5	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1424541
Bibliothèque Frontenac	Jeunes - Jeux vidéo sur console	NHL 14[ressource électronique (Playstation 3)].	5	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2417793
Bibliothèque Frontenac	Adultes - DVD	Enough said[enregistrement vidéo] /written and directed by Nicole Holofcener.	4	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2434918
Bibliothèque Frontenac	Adultes - DVD	Le dernier combat[enregistrement vidéo] =The last stand /réalisation, Kim Jee-Woon ; scénario, Andrew Knauer.	4	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2401118
Bibliothèque Frontenac	Adultes - DVD	Lendemain de veille[enregistrement vidéo] =The hangover /réalisation, Todd Phillips ; scénario, Jon Lucas, Scott Moore.	4	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1919928
Bibliothèque Frontenac	Adultes - DVD	Blink[enregistrement vidéo] =Les yeux de braise /réalisateur, Michael Apted ; scénariste, Dana Stevens.	4	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2431738
Bibliothèque Frontenac	Adultes - DVD	La frontière des ténèbres[enregistrement vidéo] =Edge of darkness /produced by Graham king, Tim Headington and Michael Wearing ; directed by Martin Campbell ; screenplay by William Monahan and Andrew Bovell.	4	3	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1932742
Bibliothèque Frontenac	Jeunes - Documentaires	L'écriture et le livre /par Karen Brookfield en association avec la British Library (Londres) ; photographies originales de Laurence Pordes, Geoff Dann et John Chase.	4	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1365549
Bibliothèque Georges-Vanier	Adultes - DVD	Uranus[enregistrement vidéo] /scénario, Claude Berri, Arlette Langmann ; réalisation, Claude Berri.	5	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1908454
Bibliothèque Georges-Vanier	Jeunes - DVD	Geronimo Stilton.1[enregistrement vidéo] /réalisé par Guy Vasilovich ; idée originale, Elisabetta Dami.	5	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1941850
Bibliothèque Georges-Vanier	Jeunes - Nouveautés	Un coeur à prendre /de Jeff Kinney ; traduit de l'anglais (États-Unis) par Natalie Zimmermann.	4	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2439335
Bibliothèque Georges-Vanier	Adultes - DVD	Witness for the prosecution[enregistrement vidéo] /Metro- Goldwyn-Mayer Studios, Inc. ; produced by Arthur Hornblow ; directed by Billy Wilder ; screenplay by Billy Wilder and Harry Kurnitz ; adaptation by Larry Marcus.	4	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1863947
Bibliothèque Georges-Vanier	Jeunes - DVD	Détestable moi[enregistrement vidéo] =Despicable me /réalisation, Pierre Coffin, Chris Renaud ; scénario, Ken Daurio, Cinco Paul ; histoire de Sergio Pablos.	4	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1986414
Bibliothèque Georges-Vanier	Adultes - DVD	La nana[enregistrement vidéo] =The maid /un film de Sebastián Silva.	4	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1938002
Bibliothèque Georges-Vanier	Jeunes - Nouveautés	L'ABC des filles 2014 /[Catherine Girard-Audet ; dessins de Léa Olivier, Veronic Ly].	4	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2418512
Bibliothèque Georges-Vanier	Adultes - DVD	Elizabeth I[enregistrement vidéo] /direction, Tom Hooper ; screenplay, Nigel Williams.	3	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1451583
Bibliothèque Georges-Vanier	Adultes - DVD	Stay[videorecording] =Reste /directed by Marc Forster.	3	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1868098
Bibliothèque Georges-Vanier	Adultes - DVD	Head-on[enregistrement vidéo] /scénario et réalisation, Fatih Akin.	3	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1510956
Bibliothèque Georges-Vanier	Adultes - DVD	Les règles de Georgia[enregistrement vidéo] =Georgia rule /réalisation, Garry Marshall ; scénario, Mark Andrus.	3	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1510403
Bibliothèque Georges-Vanier	Adultes - DVD	Plus tard tu comprendras[enregistrement vidéo] =One day you'll understand /réalisation, Amos Gitaï ; scénario, Dan Franck ... [et al.].	3	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1837481
Bibliothèque Georges-Vanier	Adultes - DVD	Être Llewyn Davis[enregistrement vidéo] =Inside Llewyn Davis /scénario et réalisation, Joel Coen et Ethan Coen.	3	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2444811
Bibliothèque Georges-Vanier	Adultes - DVD	Hunger games[enregistrement vidéo] :l'embrasement = The Hunger games : catching fire /réalisation, Francis Lawrence ; scénario, Simon Beaufoy, Michael de Bruyn.	3	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2440675
Bibliothèque Georges-Vanier	Adultes - DVD	Le nombre 23[enregistrement vidéo] =The number 23 /réalisation, Joel Schumacher ; scénario, Fernley Phillips.	3	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1510701
Bibliothèque Georges-Vanier	Jeunes - DVD	Fraisinette.Les grandes aventures[enregistrement vidéo] /[réalisé par Karen Hyden]	3	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1989364
Bibliothèque Georges-Vanier	Jeunes - DVD	Barbie et le palais de diamant[enregistrement vidéo] =Barbie & the diamond castle /réalisation, Gino Nichele ; scénario, Cliff Ruby, Elana Lesser.	3	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1933919
Bibliothèque Georges-Vanier	Jeunes - DVD	Clochette et les fées à la rescousse[enregistrement vidéo] =Tinker Bell and the great fairy rescue /réalisation, Bradley Raymond ; scénario, Bob Hilgenberg ... [et al.].	3	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1944797
Bibliothèque Georges-Vanier	Jeunes - DVD	Tout comme Mike[enregistrement vidéo] =Like Mike /réalisation, John Schultz ; scénario, Michael Elliot, Jordan Moffet.	3	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2373435
Bibliothèque Georges-Vanier	Jeunes - DVD	La drôle de vie de Timothy Green[enregistrement vidéo] =The odd life of Timothy Green /scénario et réalisation de Peter Hedges.	3	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2363988
Bibliothèque Marie-Uguay 	Jeunes - Documentaires	Le Règne animal :une histoire, une vie, un avenir /[directeur de l'édition, Christophe Lagrange].	5	8	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1234513
Bibliothèque Marie-Uguay 	Adultes - DVD - Nouveautés	Louis Cyr, l'homme le plus fort du monde[enregistrement vidéo] =Louis Cyr, the strongest man in the world /réalisation, Daniel Roby ; scénario, Sylvain Guy.	4	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2427871
Bibliothèque Marie-Uguay 	Adultes - Nouveautés	Central Park :roman /Guillaume Musso.	4	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2440321
Bibliothèque Marie-Uguay 	Adultes - Romans	Fifty shades.1,Cinquante nuances de Grey :roman /E. L. James ; traduit de l'anglais par Denyse Beaulieu.	4	4	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2339552
Bibliothèque Marie-Uguay 	Adultes - Romans	Le manoir de Tyneford[texte (gros caractères)] /Natasha Solomons ; traduit de l'anglais par Lisa Rosembaum.	4	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2363932
Bibliothèque Marie-Uguay 	Adultes - Romans	Miséréré[texte (gros caractères)]  /Bernard Clavel.	4	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1014416
Bibliothèque Marie-Uguay 	Adultes - Romans	L'or de la terre[texte (gros caractères)]  /Bernard Clavel.	4	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1014418
Bibliothèque Marie-Uguay 	Adultes - Romans	Clinique Valrose.[1],Le rêve de Fabienne /Francine Allard.	4	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2427217
Bibliothèque Marie-Uguay 	Adultes - DVD - Nouveautés	La chasse[enregistrement vidéo] =The hunt = [Jagten] /réalisation, Thomas Vinterberg ; scénario, Thomas Vinterberg, Tobias Lindholm.	4	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2416436
Bibliothèque Marie-Uguay 	Jeunes - Premières lectures	Grouille-toi, Max! /Danielle Simard ; illustrations, Marc Mongeau.	4	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1433441
Bibliothèque Marie-Uguay 	Adultes - DVD	I love Lucy.The complete fifth season[enregistrement vidéo] /Desilu Productions.	4	4	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1471204
Bibliothèque Marie-Uguay 	Jeunes - Jeux	Blokus [jeu] 	4	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2413357
Bibliothèque Marie-Uguay 	Adultes - DVD	Nuit blanche[enregistrement vidéo] =Sleepless night /réalisation, Frédéric Jardin ; scénario, Frédéric Jardin, Nicolas Saada ; adaptation et dialogue, Frédéric Jardin, Olivier Douyère.	3	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2443765
Bibliothèque Marie-Uguay 	Adultes - DVD	Jeff vit chez maman[enregistrement vidéo] =Jeff who lives at home /scénario et réalisation, Jay Duplass, Mark Duplass.	3	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2334353
Bibliothèque Marie-Uguay 	Adultes - DVD - Nouveautés	Hunger games.L'embrasement[enregistrement vidéo] =The Hunger games.Catching fire /réalisation, Francis Lawrence ; scénario, Simon Beaufoy, Michael de Bruyn.	3	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2444855
Bibliothèque Marie-Uguay 	Jeunes - DVD	Les bagnoles[enregistrement vidéo] =Cars /réalisation, John Lasseter, Joe Ranft ; scénario, Dan Fogelman ... [et al.].	3	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1466286
Bibliothèque Marie-Uguay 	Adultes - DVD	Danse latine[enregistrement vidéo] :entraînement aérobique = Latin dance : aerobic workout /animé par Annie Sealy ; réalisation, Ken Gray.	3	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2184032
Bibliothèque Marie-Uguay 	Adultes - DVD - Nouveautés	Wadjda[enregistrement vidéo] /scénario et réalisation, Haifaa Al-Mansour.	3	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2439750
Bibliothèque Marie-Uguay 	Adultes - DVD - Nouveautés	Columbarium[enregistrement vidéo] /un film de Steve Kerr.	3	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2451311
Bibliothèque Marie-Uguay 	Adultes - DVD - Nouveautés	Manigances : notice rouge[enregistrement vidéo] =Shenanigans : red notice /réalisation, Isabel Dréan ; scénario, Ghislain O'Prêtre.	3	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2459368
Bibliothèque de Saint-Henri	Adultes - Nouveautés	La tectonique des plaques /Margaux Motin.	4	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2400736
Bibliothèque de Saint-Henri	Adultes - DVD	L'oubli[enregistrement vidéo] =Oblivion /réalisation, Joseph Kosinski ; scénario, Karl Gadjusek, Michael de Bruyn.	4	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2409212
Bibliothèque de Saint-Henri	Jeunes - Jeux vidéo sur console	LEGO Star wars.III.The clone wars[ressource électronique (Wii)]	4	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2320015
Bibliothèque de Saint-Henri	Adultes - DVD	La voleuse de livres[enregistrement vidéo] =The book thief /réalisation, Brian Percival ; scénario, Michael Petroni.	4	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2444810
Bibliothèque de Saint-Henri	Jeunes - DVD	The adventures of Mickey Matson and the Copperhead treasure[enregistrement vidéo] =[Mickey Matson et l'ordre secret] /screenplay and direction, Harold Cronk.	4	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2439588
Bibliothèque de Saint-Henri	Jeunes - BD	Paddle-- my name is Kid Paddle /scénario et dessin, Midam.	4	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1319330
Bibliothèque de Saint-Henri	Adultes - DVD	The wire.The complete fourth season[enregistrement vidéo] =[Sur écoute.L'intégrale de la quatrième saison] /created by David Simon.	4	4	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1754619
Bibliothèque de Saint-Henri	Adultes - DVD	40 ans :mode d'emploi[enregistrement vidéo] = This is 40 /scénario et réalisation, Judd Apatow.	4	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2392709
Bibliothèque de Saint-Henri	Adultes - DVD	West side story [enregistrement vidéo]	4	2	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1459224
Bibliothèque de Saint-Henri	Adultes - DVD	Elysium[enregistrement vidéo] /scénario et réalisation, Neill Blomkamp.	4	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2431755
Bibliothèque de Saint-Henri	Jeunes - DVD	La chasse aux oeufs[enregistrement vidéo] =Egg hunt.	3	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1597786
Bibliothèque de Saint-Henri	Adultes - DVD	L'ascension du chevalier noir[enregistrement vidéo] =The dark knight rises /réalisation, Christopher Nolan ; histoire, Christopher Nolan, David S. Goyer ; scénario, Jonathan Nolan, Christopher Nolan.	3	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2367113
Bibliothèque de Saint-Henri	Adultes - DVD / Blu-Ray	Gravité[enregistrement vidéo] =Gravity /réalisation, Alfonso Cuarón ; scénario, Alfonso Cuarón, Jonás Cuarón.	3	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2442077
Bibliothèque de Saint-Henri	Jeunes - Premières lectures	Guili-guili /Sophie Morissette ; illustrations, Stéphane Jorisch.	3	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1924845
Bibliothèque de Saint-Henri	Jeunes - Premières lectures	Saperlipopette, Violette! /Robert Soulières ; illustrations, Diane Blais.	3	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1291448
Bibliothèque de Saint-Henri	Jeunes - DVD	La fée pirate[enregistrement vidéo] =The pirate fairy /réalisation, Peggy Holmes.	3	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2449640
Bibliothèque de Saint-Henri	Adultes - DVD	Rock 'n' roll revolution[videorecording] :[the British invade America, America fights back] /Ed Sullivan presents.	3	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2265731
Bibliothèque de Saint-Henri	Adultes - DVD	La Maison du pêcheur[enregistrement vidéo] =Summer crisis /réalisation, Alain Chartrand ; scénario, Jacques Bérubé, Mario Bolduc, Alain Chartrand.	3	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2439078
Bibliothèque de Saint-Henri	Adultes - DVD	Alex Cross[enregistremet vidéo] /director, Rob Cohen ; writers, Marc Moss, Kerry Williamson.	3	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2379041
Bibliothèque de Saint-Henri	Jeunes - Romans pré-ado	Un coeur à prendre /de Jeff Kinney ; traduit de l'anglais (États-Unis) par Natalie Zimmermann.	3	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2439335
Bibliothèque de Saint-Charles	Adultes - DVD	Star trek, the original series.Season 2[enregistrement vidéo] =Star trek, les séries originales.Saison 2 /producers, John Meredyth Lucas, Gene Roddenberry ; directed by Marc Daniels ... [et al.].	14	8	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1815113
Bibliothèque de Saint-Charles	Adultes - DVD	Jazz[videorecording] /a film by Ken Burns ; directed by Ken Burns ; written by Geoffrey C. Ward.	7	10	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b1911605
Bibliothèque de Saint-Charles	Adultes - DVD	Virée à Vegas[enregistrement vidéo] =Last Vegas /réalisation, Jon Turteltaub ; scénario, Dan Fogelman.	4	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2436491
Bibliothèque de Saint-Charles	Adultes - DVD	Mud[enregistrement vidéo] :sur les rives du Mississippi = Mud /scénario et réalisation, Jeff Nichols.	4	1	Lien URL:http://nelligan.ville.montreal.qc.ca/search~S58*frc/?searchtype=.&searcharg=b2410413
