responseid,survc,lang,qa,qx,postal6,sexe,age,q9,q9_99_other,cible,q1_1,q1_2,q1_3,q2_1,q2_2,q2_3,q2_4,q2_5,q2_6,q2_7,q3,q10_1,q10_2,q10_3,q11_1,q11_2,q11_3,q11_4,q11_5,q11_6,q5,q5_7_other,q6,q7,q8,q8_7_other,POND,,
791,MW12000_112D,FR,8, ,g6v4r7,1,5,1, ,1,1,2,3,2,2,2,2,2,2,2,2,8,7,7,2,1,2,2,8,2,1, ,1,4,1, ,.517014980316162,,
792,MW12000_112D,FR,2, ,G6V2Z7,2,4,1, ,1,2,2,3,2,2,2,3,2,3,1,2,5,1,5,2,2,2,2,2,4,4, ,2,2,1, ,.995234429836273,,
793,MW12000_112D,FR,1,18,H2L1M4,2,1,1, ,1,2,4,4,3,3,3,3,2,3,2,3,10,98,10,1,1,1,1,8,8,7,Colocataire,2,4,4, ,.606919944286346,,
794,MW12000_112D,FR,5, ,j4l3y7,1,1,1, ,1,2,3,2,2,2,2,4,2,3,3,2,6,1,10,2,2,2,2,3,4,4, ,1,4,1, ,.582456529140472,,
795,MW12000_112D,FR,9, ,g8y3z2,1,5,1, ,1,1,3,1,2,2,2,2,2,2,1,2,7,5,6,1,1,1,2,1,1,4, ,2,3,2, ,.394760280847549,,
796,MW12000_112D,FR,8, ,g6z2l1,1,6,1, ,1,2,2,3,3,3,2,4,3,3,2,2,7,5,7,8,8,8,8,8,8,4, ,1,2,3, ,.302330136299133,,
797,MW12000_112D,FR,6, ,J1G3N4,2,3,1, ,1,1,2,2,2,2,2,2,2,1,1,1,10,8,10,1,1,2,2,1,8,2, ,1,4,6, ,.477792084217072,,
798,MW12000_112D,FR,8, ,g6v2l2,2,4,1, ,1,2,3,4,2,2,2,2,2,2,2,2,8,1,8,4,3,4,4,3,3,4, ,1,4,2, ,.424308836460114,,
799,MW12000_112D,FR,9, ,G8Z3E5,2,1,1, ,1,2,2,1,2,2,2,2,2,3,3,2,6,5,8,1,1,2,1,2,2,1, ,2,3,4, ,.281199872493744,,
800,MW12000_112D,FR,7, ,G7G0E1,2,2,1, ,1,3,3,2,2,3,2,4,3,2,2,3,9,7,8,2,3,1,3,1,1,2, ,1,3,1, ,.382513821125031,,
801,MW12000_112D,FR,5, ,J3Y9B4,2,1,1, ,1,2,2,2,2,2,2,3,2,2,2,2,5,1,1,2,2,2,3,2,4,4, ,2,2,1, ,.815439224243164,,
802,MW12000_112D,FR,9, ,G8T2H6,2,4,1, ,1,2,3,4,2,2,1,3,2,1,2,1,6,2,7,8,2,8,8,8,8,2, ,1,4,7,Pigiste,.308151513338089,,
803,MW12000_112D,FR,6, ,j1c0n9,1,4,1, ,1,2,2,2,2,3,3,3,2,2,2,2,7,8,8,2,2,2,2,2,2,4, ,2,2,1, ,.502139210700989,,
804,MW12000_112D,FR,6, ,j1h6c2,1,6,1, ,1,2,4,2,3,3,2,3,2,2,3,2,1,1,1,4,4,2,3,2,2,1, ,1,4,3, ,.235627964138985,,
805,MW12000_112D,FR,8, ,G6w0c9,2,2,1, ,1,2,3,2,2,2,2,2,3,2,1,2,8,5,10,2,1,2,1,1,1,3, ,2,2,1, ,.253619134426117,,
806,MW12000_112D,FR,6, ,J1G0B5,2,3,1, ,1,2,3,3,2,2,2,3,2,1,2,2,10,1,10,1,2,2,2,4,4,1, ,1,4,1, ,.477792084217072,,
807,MW12000_112D,FR,8, ,g6v4g6,2,4,1, ,1,2,3,3,2,2,3,2,3,4,2,2,7,3,1,2,2,8,2,2,8,3, ,2,3,1, ,.424308836460114,,
808,MW12000_112D,FR,1,17,h3e1h4,2,6,1, ,1,2,2,2,3,3,3,4,3,2,2,3,8,6,8,2,2,3,3,3,3,7,retraite,2,3,3, ,1.74371886253357,,
809,MW12000_112D,FR,8, ,g6x1h8,1,1,1, ,1,2,2,2,2,2,2,2,2,2,1,2,10,10,10,1,1,1,1,1,4,4, ,2,4,4, ,.731335639953613,,
810,MW12000_112D,FR,1,7,H1X1Z2,1,2,1, ,1,1,2,3,2,2,2,2,2,2,2,2,8,7,5,2,2,3,2,3,2,1, ,2,4,4, ,1.08540105819702,,
811,MW12000_112D,EN,6, ,J1h1s2,1,6,2, ,2,2,2,2,2,2,2,3,2,1,2,2,98,98,1,2,2,2,2,2,4,4, ,1,4,2, ,.235627964138985,,
813,MW12000_112D,EN,1,14,H4L4B4,1,1,5, ,2,2,2,2,1,1,2,1,1,1,1,2,10,10,10,1,1,1,1,1,1,5, ,1,3,4, ,3.41114783287048,,
814,MW12000_112D,FR,9, ,G8t7e4,1,4,1, ,1,2,2,2,2,2,2,2,2,2,2,2,8,6,9,3,3,3,4,2,2,2, ,1,2,1, ,.316120088100433,,
815,MW12000_112D,FR,9, ,G8y7p4,2,2,1, ,1,2,2,2,2,2,2,2,2,1,1,2,4,2,8,1,1,1,1,2,4,1, ,1,4,1, ,.700744032859802,,
816,MW12000_112D,FR,9, ,G8t1g4,1,3,1, ,1,2,2,2,2,2,2,3,2,2,2,2,5,5,6,2,2,2,2,2,2,2, ,1,2,1, ,.215202271938324,,
817,MW12000_112D,FR,8, ,G6v9w6,2,5,1, ,1,2,3,2,2,2,2,3,2,2,2,2,8,1,8,2,2,2,2,2,2,1, ,1,4,3, ,.546345055103302,,
818,MW12000_112D,FR,7, ,G7G4J2,2,3,1, ,1,1,2,1,2,2,2,2,1,1,2,1,3,3,3,2,2,3,2,3,4,2, ,1,3,1, ,.471347510814667,,
819,MW12000_112D,FR,6, ,J1N2J3,1,3,1, ,1,2,3,2,2,2,2,2,2,1,1,2,6,3,8,2,3,4,2,4,4,2, ,1,4,1, ,.475177586078644,,
820,MW12000_112D,FR,9, ,g8v1s4,1,4,1, ,1,3,2,2,2,2,2,2,2,2,2,2,8,7,8,2,2,4,2,4,4,2, ,1,3,1, ,.316120088100433,,
821,MW12000_112D,FR,9, ,G8t1y7,2,4,1, ,1,2,2,2,2,2,2,2,2,2,2,2,8,1,8,2,2,2,2,2,2,2, ,1,4,1, ,.308151513338089,,
822,MW12000_112D,FR,8, ,G6X1N8,1,4,1, ,1,2,2,3,2,2,2,2,1,1,1,2,5,1,8,1,2,1,2,2,1,4, ,2,4,1, ,.263012439012527,,
823,MW12000_112D,FR,8, ,g6z2l2,1,4,1, ,1,1,1,2,1,1,1,2,1,2,1,1,1,1,10,1,1,3,1,4,4,2, ,1,4,1, ,.263012439012527,,
824,MW12000_112D,FR,7, ,g7s5l8,2,3,1, ,1,2,3,2,3,3,3,3,3,3,3,3,98,98,2,3,3,3,3,3,3,4, ,2,4,1, ,.471347510814667,,
825,MW12000_112D,FR,9, ,G8Y5Y2,2,6,1, ,1,2,2,2,2,1,2,2,1,2,1,2,9,9,9,2,2,2,2,3,3,4, ,2,3,3, ,.507809340953827,,
826,MW12000_112D,FR,8, ,G6W3J4,1,4,1, ,1,1,1,1,1,1,1,1,1,1,1,1,8,5,5,1,1,1,2,8,8,1, ,2,2,1, ,.263012439012527,,
827,MW12000_112D,FR,9, ,G8W1P9,2,1,1, ,1,2,2,3,2,2,2,1,2,1,1,2,6,5,7,1,1,1,1,2,2,5, ,2,3,4, ,.281199872493744,,
828,MW12000_112D,FR,9, ,g9a1m5,1,2,1, ,1,3,2,2,3,3,2,1,2,1,1,2,6,3,4,1,1,1,1,1,1,2, ,1,3,2, ,.370421916246414,,
829,MW12000_112D,FR,2, ,G1y1n9,2,2,1, ,1,2,3,3,3,3,3,3,3,3,2,3,9,5,8,2,2,2,2,2,2,2, ,1,4,1, ,1.88308048248291,,
830,MW12000_112D,FR,9, ,G8W2L7,1,4,99,Français,2,2,3,3,2,2,2,3,2,2,2,2,6,4,5,1,1,2,2,2,2,3, ,1,3,1, ,.316120088100433,,
831,MW12000_112D,FR,6, ,j1k2a5,2,5,1, ,1,2,2,2,4,2,3,2,3,2,2,3,98,2,8,2,2,4,2,3,4,1, ,1,4,3, ,.569298148155212,,
832,MW12000_112D,FR,8, ,G6V1V1,2,3,1, ,1,3,2,2,2,3,2,3,2,1,1,2,8,7,6,1,1,1,1,2,2,2, ,1,4,1, ,.564269065856934,,
833,MW12000_112D,FR,1,8,H1H3M8,2,2,1, ,1,3,3,2,3,3,3,3,3,2,2,3,98,98,98,2,2,2,2,2,8,3, ,2,2,1, ,2.52982783317566,,
834,MW12000_112D,FR,9, ,G8Y5T2,2,2,1, ,1,2,3,2,3,2,2,3,2,1,2,2,8,8,9,2,2,2,2,8,8,2, ,2,2,4, ,.700744032859802,,
835,MW12000_112D,FR,3, ,h7a1e9,1,4,1, ,1,2,3,4,2,3,2,3,3,2,2,2,5,5,7,3,3,3,3,3,3,2, ,1,4,1, ,.784232974052429,,
836,MW12000_112D,FR,7, ,g7s1x5,1,2,1, ,1,2,3,2,2,1,2,2,2,1,1,2,8,1,8,1,1,2,1,3,4,1, ,1,4,1, ,.337093740701675,,
837,MW12000_112D,FR,7, ,g7b1m9,1,4,1, ,1,2,2,2,2,2,2,2,3,1,2,2,7,8,7,3,3,3,3,3,3,5, ,1,2,1, ,.322396665811539,,
838,MW12000_112D,FR,5, ,j4l3a3,1,6,1, ,1,1,4,2,2,2,2,3,2,2,2,2,8,3,8,1,1,1,1,1,1,1, ,1,3,3, ,.425261616706848,,
839,MW12000_112D,FR,3, ,h7l3l1,1,3,1, ,1,1,2,2,1,1,2,2,2,2,2,2,8,8,8,1,1,1,1,1,1,2, ,1,4,1, ,.503046870231628,,
840,MW12000_112D,FR,8, ,g7a4b4,1,4,1, ,1,1,1,3,1,1,1,1,1,1,1,1,10,10,10,1,1,1,1,1,2,1, ,1,3,1, ,.263012439012527,,
841,MW12000_112D,FR,9, ,G9B2A9,1,1,1, ,1,3,4,2,2,2,2,3,2,2,1,2,6,98,10,1,1,1,1,2,4,5, ,1,3,4, ,.561397254467011,,
842,MW12000_112D,FR,6, ,J1H4R9,2,4,1, ,1,2,2,2,2,2,2,2,2,2,2,2,5,3,5,2,2,3,2,4,3,4, ,2,2,1, ,.387236773967743,,
843,MW12000_112D,FR,9, ,g8v1g2,2,4,1, ,1,3,2,2,2,3,2,3,2,2,2,2,2,1,5,2,2,9,2,2,9,2, ,1,3,1, ,.308151513338089,,
844,MW12000_112D,EN,6, ,J1E0m7,2,4,2, ,2,2,4,3,3,3,3,3,3,1,2,2,10,3,9,2,2,3,3,4,4,4, ,2,4,1, ,.387236773967743,,
845,MW12000_112D,FR,7, ,G7X7V3,2,5,1, ,1,3,4,2,3,3,3,3,3,2,1,3,8,9,1,3,3,4,3,4,4,4, ,2,3,3, ,.34767347574234,,
846,MW12000_112D,FR,2, ,g2l2h1,2,3,1, ,1,2,2,2,2,2,2,2,2,1,2,2,5,98,3,2,2,2,2,2,2,2, ,1,4,1, ,1.79989194869995,,
847,MW12000_112D,EN,6, ,j1j3t2,2,3,1, ,1,2,3,2,2,2,3,3,3,2,3,2,6,4,7,2,2,2,2,2,8,2, ,2,4,1, ,.477792084217072,,
848,MW12000_112D,FR,8, ,G6V2Y3,2,4,1, ,1,2,2,2,2,2,3,3,2,2,2,2,1,1,1,2,3,2,3,4,4,2, ,1,3,99, ,.424308836460114,,
850,MW12000_112D,FR,8, ,G6X1H4,2,1,1, ,1,2,2,2,2,2,2,2,2,2,2,2,98,1,7,2,2,2,2,2,2,7,chez ses parents,1,3,4, ,.272741228342056,,
851,MW12000_112D,FR,9, ,g8w2j5,1,4,1, ,1,1,2,3,2,2,2,3,2,2,2,2,9,6,6,2,2,8,2,8,8,2, ,1,2,1, ,.316120088100433,,
852,MW12000_112D,FR,1,11,h2L4H7,2,2,1, ,1,2,3,2,2,2,2,2,2,2,2,1,10,98,10,2,2,2,2,2,8,1, ,1,4,6, ,1.35177159309387,,
853,MW12000_112D,FR,1,13,H1x2m4,1,2,1, ,1,2,2,2,2,2,2,2,2,2,1,2,10,9,5,1,3,1,2,3,3,1, ,2,2,1, ,1.34292340278625,,
"""854",MW12000_112D,EN,6, ,J1J3B7,2,2,2, ,2,2,4,3,3,4,3,3,3,4,2,3,10,98,10,1,1,2,1,3,4,1, ,2,4,7,"""""self-employed"," full time""""",".481550395488739""",
855,MW12000_112D,FR,8, ,G7A2V4,2,6,1, ,1,1,1,1,1,2,1,1,2,1,1,1,10,10,10,2,2,2,2,2,2,4, ,2,2,3, ,.389285206794739,,
856,MW12000_112D,FR,1,3,h4a3m2,1,6,1, ,1,1,2,1,2,2,3,2,2,1,1,2,1,1,10,2,2,2,3,1,3,1, ,1,4,3, ,1.78822946548462,,
857,MW12000_112D,FR,2, ,G6x3c6,2,1,1, ,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,3,3,4,2, ,2,4,1, ,.657943844795227,,
858,MW12000_112D,FR,9, ,g8t4v2,2,1,1, ,1,3,3,2,2,2,2,2,3,2,2,2,9,6,7,1,2,2,1,3,4,3, ,2,2,7,Congé maladie,.281199872493744,,
859,MW12000_112D,FR,6, ,j1n4j5,1,2,1, ,1,2,2,3,3,3,3,2,2,2,2,2,6,1,3,2,2,4,2,3,4,1, ,1,3,1, ,.500995397567749,,
860,MW12000_112D,FR,8, ,G6W7Y5,2,4,1, ,1,2,2,3,2,2,2,2,2,1,1,2,5,1,1,2,2,2,2,2,2,5, ,1,3,1, ,.424308836460114,,
861,MW12000_112D,FR,8, ,G6X3S5,2,6,1, ,1,2,2,3,2,2,2,2,2,3,3,3,7,99,6,2,2,2,2,9,2,7,Retraitée seule,1,4,3, ,.389285206794739,,
863,MW12000_112D,FR,8, ,G6V1Y1,2,6,1, ,1,2,2,2,2,2,2,2,2,1,1,2,7,7,7,2,2,2,2,2,2,7,veuve vivant seule,1,2,5, ,.389285206794739,,
864,MW12000_112D,FR,4, ,J9A1T4,1,6,1, ,1,2,3,3,3,3,4,3,3,2,3,3,98,98,98,4,4,4,4,4,4,1, ,2,3,3, ,.320790022611618,,
865,MW12000_112D,FR,6, ,J1E1Z7,2,4,1, ,1,2,2,2,2,2,2,2,2,2,2,2,8,8,8,1,1,1,1,1,1,3, ,2,4,1, ,.387236773967743,,
866,MW12000_112D,FR,6, ,J1G4H4,1,5,1, ,1,3,2,2,2,3,2,3,2,2,2,3,10,1,9,1,1,4,1,4,4,1, ,1,2,3, ,.359161078929901,,
867,MW12000_112D,FR,1,13,H2G2R2,1,2,1, ,1,3,3,2,2,2,3,2,2,1,2,2,1,98,1,2,8,8,3,8,4,1, ,2,3,99, ,1.34292340278625,,
869,MW12000_112D,FR,7, ,G7G4A6,2,5,1, ,1,4,4,3,3,3,4,2,3,2,2,3,8,8,5,2,2,2,2,2,2,1, ,1,2,3, ,.34767347574234,,
870,MW12000_112D,FR,6, ,J1N4C3,2,4,1, ,1,1,4,4,4,4,4,4,4,4,3,4,10,10,10,4,4,8,8,8,8,1, ,1,2,1, ,.387236773967743,,
871,MW12000_112D,FR,9, ,G8W0C5,1,2,1, ,1,3,2,2,2,2,2,4,2,1,1,2,10,1,10,1,1,2,1,2,3,2, ,1,3,1, ,.370421916246414,,
872,MW12000_112D,FR,2, ,G6V2R2,2,4,1, ,1,1,1,2,2,2,2,2,2,1,1,1,7,98,8,1,1,1,1,1,1,2, ,1,4,7,Travailleuse autonome,.995234429836273,,
873,MW12000_112D,FR,1,7,h1w2x3,2,1,1, ,1,2,3,2,2,2,2,2,2,1,1,1,8,3,8,1,1,1,1,1,3,4, ,2,3,1, ,.787787616252899,,
874,MW12000_112D,FR,9, ,G8Z1R1,1,4,1, ,1,2,2,2,2,2,2,2,2,2,2,2,9,5,6,2,2,2,2,2,2,3, ,1,3,1, ,.316120088100433,,
875,MW12000_112D,FR,7, ,G7s2e9,1,4,1, ,1,2,3,3,3,3,3,3,2,2,2,2,8,8,10,4,4,3,3,2,3,4, ,1,4,6, ,.322396665811539,,
876,MW12000_112D,FR,8, ,G6V6Y9,2,2,1, ,1,2,2,2,2,2,2,2,2,1,1,2,9,4,5,2,2,3,2,4,4,2, ,1,4,1, ,.253619134426117,,
877,MW12000_112D,FR,8, ,G6K1M2,1,6,1, ,1,1,2,3,1,1,1,1,2,1,1,1,8,1,9,1,1,1,1,1,1,1, ,1,4,3, ,.302330136299133,,
878,MW12000_112D,FR,6, ,J1N0E5,2,6,1, ,1,1,1,2,1,1,1,1,1,1,1,1,9,9,9,1,1,1,1,2,2,1, ,1,3,3, ,.682291626930237,,
879,MW12000_112D,FR,8, ,g6c1j6,1,6,1, ,1,3,4,4,4,4,4,3,4,3,3,4,9,1,4,4,9,4,4,4,4,4, ,1,2,3, ,.302330136299133,,
880,MW12000_112D,FR,8, ,g6k0c7,2,2,1, ,1,2,2,2,3,2,3,3,2,2,2,2,8,2,8,3,3,3,3,3,3,2, ,1,4,1, ,.253619134426117,,
881,MW12000_112D,FR,8, ,G6J1R2,2,6,1, ,1,2,2,3,2,2,2,2,2,2,1,2,3,98,98,2,2,2,2,2,2,1, ,1,2,3, ,.389285206794739,,
882,MW12000_112D,FR,8, ,g6z7n8,1,2,1, ,1,2,3,2,2,2,2,2,2,1,2,2,98,1,5,2,2,2,2,2,2,1, ,1,3,4, ,.552191853523254,,
884,MW12000_112D,FR,6, ,J1J4E9,2,2,1, ,1,2,3,3,2,2,3,2,2,1,1,2,10,1,10,2,2,2,3,4,4,4, ,2,4,2, ,.481550395488739,,
885,MW12000_112D,FR,6, ,J1N2G3,2,6,1, ,1,1,2,2,2,2,2,2,2,1,1,1,98,98,98,1,1,1,1,2,2,4, ,2,3,3, ,.682291626930237,,
886,MW12000_112D,FR,9, ,G8Y4T1,1,5,1, ,1,2,4,2,3,3,4,4,3,3,3,3,8,9,9,2,2,3,2,4,4,3, ,1,3,1, ,.394760280847549,,
887,MW12000_112D,FR,2, ,G2A2K2,2,1,1, ,1,2,2,2,2,2,1,2,2,1,2,2,6,8,5,1,2,2,1,2,3,5, ,2,2,1, ,.657943844795227,,
888,MW12000_112D,FR,2, ,G7A5J6,2,1,1, ,1,2,2,4,2,2,2,2,2,1,1,2,6,1,10,1,1,1,1,2,3,4, ,1,3,4, ,.657943844795227,,
889,MW12000_112D,FR,9, ,g8y6h8,1,6,1, ,1,1,2,1,2,1,1,2,1,1,1,1,9,1,7,1,3,3,3,4,4,4, ,1,4,3, ,.43664225935936,,
890,MW12000_112D,FR,7, ,G7S1L1,1,4,1, ,1,3,2,2,3,3,2,3,3,2,2,3,9,3,8,2,3,2,2,2,2,2, ,1,3,1, ,.322396665811539,,
891,MW12000_112D,FR,7, ,G7J3M6,1,3,1, ,1,3,3,3,2,2,2,2,2,2,3,2,4,3,8,2,2,2,2,2,2,4, ,2,2,6, ,.407764583826065,,
892,MW12000_112D,FR,6, ,J1G2J3,2,5,1, ,1,1,2,2,2,1,1,1,1,1,1,1,10,5,9,1,1,2,1,2,3,1, ,2,3,3, ,.569298148155212,,
893,MW12000_112D,FR,9, ,g8y4n6,1,4,1, ,1,2,4,3,3,3,2,3,3,4,4,3,10,10,1,2,2,4,1,4,4,1, ,1,4,1, ,.316120088100433,,
894,MW12000_112D,FR,7, ,G7G3N9,2,6,1, ,1,3,2,2,3,3,2,3,2,2,2,2,8,8,8,2,2,2,2,3,3,4, ,2,3,3, ,1.08833110332489,,
895,MW12000_112D,FR,9, ,G8y5x4,1,1,1, ,1,1,2,2,1,1,1,1,1,1,1,1,9,10,10,1,1,1,1,1,1,4, ,2,3,4, ,.561397254467011,,
896,MW12000_112D,FR,8, ,G6Z1N5,2,6,1, ,1,1,1,1,1,1,1,1,1,1,1,1,10,5,10,3,3,3,3,3,4,1, ,1,4,3, ,.389285206794739,,
897,MW12000_112D,FR,9, ,g8t5m8,1,3,1, ,1,2,2,2,2,2,3,3,3,3,3,2,7,1,9,3,2,9,1,3,9,2, ,1,2,6, ,.215202271938324,,
898,MW12000_112D,FR,9, ,G9a1e9,2,5,1, ,1,2,2,2,2,2,2,2,2,1,2,2,9,9,9,2,1,1,2,1,1,1, ,1,4,1, ,.344858318567276,,
899,MW12000_112D,FR,9, ,99,2,6,1, ,1,2,2,2,2,2,2,3,2,1,1,1,1,3,1,2,3,3,3,3,3,4, ,2,3,3, ,.507809340953827,,
900,MW12000_112D,FR,6, ,J1H1E4,2,2,1, ,1,4,2,2,3,3,3,2,2,1,1,3,10,8,10,2,1,3,2,8,4,4, ,2,4,1, ,.481550395488739,,
901,MW12000_112D,FR,7, ,G7s1g6,1,5,1, ,1,2,4,3,3,2,2,3,4,2,3,3,9,1,98,8,8,8,8,8,8,1, ,1,4,1, ,.419397115707397,,
902,MW12000_112D,FR,7, ,G7g5c6,1,5,1, ,1,3,3,3,2,3,3,3,3,3,2,3,3,1,9,2,2,4,2,4,4,2, ,1,4,1, ,.419397115707397,,
903,MW12000_112D,FR,7, ,99,1,5,1, ,1,2,2,2,3,3,3,3,3,2,3,2,7,7,7,2,2,4,4,3,4,2, ,1,2,3, ,.419397115707397,,
904,MW12000_112D,FR,7, ,G7G1B1,2,5,1, ,1,3,4,3,4,4,4,3,4,3,2,4,7,98,7,3,3,4,4,4,3,1, ,1,3,2, ,.34767347574234,,
905,MW12000_112D,FR,8, ,G6V8J8,1,4,1, ,1,3,3,3,2,3,3,3,2,2,1,2,10,1,10,1,1,1,1,1,3,1, ,1,2,1, ,.263012439012527,,
906,MW12000_112D,FR,7, ,G7s4t3,2,6,1, ,1,2,2,2,2,2,2,2,2,2,2,2,98,6,99,9,9,9,9,9,9,4, ,2,3,3, ,1.08833110332489,,
907,MW12000_112D,FR,9, ,G8y0h1,1,2,1, ,1,2,2,2,2,3,2,2,2,1,3,2,4,7,9,2,2,2,4,2,2,1, ,1,4,4, ,.370421916246414,,
908,MW12000_112D,FR,8, ,G7A5A1,2,5,1, ,1,2,3,3,2,2,3,3,2,1,1,3,10,5,10,2,1,2,2,3,3,4, ,1,4,1, ,.546345055103302,,
909,MW12000_112D,FR,6, ,j1g3n1,1,3,1, ,1,3,3,2,2,2,3,3,3,2,2,2,10,1,10,2,2,2,2,2,2,1, ,1,4,1, ,.475177586078644,,
910,MW12000_112D,FR,8, ,g6v6e5,2,3,1, ,1,4,3,3,4,4,4,4,4,1,3,3,10,10,10,2,2,2,2,2,2,4, ,2,2,5, ,.564269065856934,,
911,MW12000_112D,FR,9, ,G9A1G8,1,1,1, ,1,2,3,2,2,2,2,2,2,3,1,2,8,3,10,2,2,2,2,2,2,1, ,2,4,4, ,.561397254467011,,
912,MW12000_112D,FR,1,5,H8n1v5,1,1,1, ,1,2,2,2,2,2,2,2,3,4,2,2,6,7,8,1,2,1,1,1,4,4, ,2,4,1, ,1.06378984451294,,
913,MW12000_112D,FR,1,13,H2S3J3,2,6,1, ,1,2,3,3,3,3,3,3,3,2,2,3,8,98,10,1,1,1,1,1,3,4, ,1,4,3, ,1.45998954772949,,
915,MW12000_112D,FR,9, ,G8Z4N3,1,4,9, ,2,2,2,2,3,2,3,3,2,1,2,2,8,3,8,3,3,2,2,2,4,2, ,2,4,2, ,.316120088100433,,
916,MW12000_112D,FR,3, ,h7p5v5,1,5,1, ,1,1,2,3,2,2,2,3,2,1,2,2,7,7,7,1,1,1,1,4,4,2, ,1,4,1, ,.594921886920929,,
917,MW12000_112D,EN,1,8,H3C3Z7,2,1,3, ,2,3,2,2,2,2,3,3,2,2,3,2,9,7,6,2,2,2,1,2,1,4, ,2,4,4, ,2.17551898956299,,
918,MW12000_112D,FR,1,8,H2A2B1,1,2,1, ,1,2,1,1,1,1,2,1,2,2,1,2,9,10,8,1,2,2,1,2,1,1, ,1,4,1, ,1.59588265419006,,
919,MW12000_112D,FR,1,15,H1T2J6,1,3,9, ,2,2,2,3,1,1,1,1,1,1,1,1,7,9,8,1,1,1,1,1,1,2, ,2,4,1, ,3.58250665664673,,
920,MW12000_112D,EN,1,1,H2M1P8,2,1,1, ,1,3,3,3,2,3,2,1,2,3,3,3,5,5,4,4,1,3,4,3,4,1, ,2,2,2, ,1.24673020839691,,
921,MW12000_112D,FR,4, ,J8t3v2,1,1,99,Serbe,2,2,3,2,2,2,2,2,2,1,2,2,8,6,7,2,2,2,2,2,2,2, ,1,3,4, ,1.56314992904663,,
922,MW12000_112D,FR,7, ,G7H4M7,2,4,1, ,1,2,4,2,2,2,3,3,2,1,2,2,8,7,8,2,2,2,2,2,2,4, ,2,4,2, ,.662930071353912,,
923,MW12000_112D,EN,3, ,H7g1z2,2,2,2, ,2,2,2,2,3,3,3,2,2,2,2,2,7,5,5,3,3,3,3,3,3,1, ,1,4,1, ,1.94129538536072,,
924,MW12000_112D,FR,6, ,j1l1p4,1,2,2, ,2,4,2,3,2,3,3,2,3,2,1,3,4,98,5,2,1,2,2,8,3,4, ,2,3,1, ,.500995397567749,,
925,MW12000_112D,FR,3, ,H7W5H1,1,4,1, ,1,2,2,2,2,2,2,2,2,2,3,2,9,9,8,2,2,2,2,2,2,2, ,1,4,1, ,.784232974052429,,
926,MW12000_112D,EN,1,14,H4K1Z1,1,4,2, ,2,2,3,3,2,2,2,2,2,1,2,2,9,5,8,3,3,4,2,3,4,5, ,1,4,1, ,3.01336359977722,,
927,MW12000_112D,EN,1,10,H9j2w4,1,2,2, ,2,3,2,4,4,3,3,4,4,3,4,3,1,10,1,3,4,3,4,8,3,2, ,2,2,2, ,1.69316554069519,,
928,MW12000_112D,EN,1,18,H2K2P4,1,3,2, ,2,3,4,4,3,2,4,4,4,3,1,4,98,1,1,4,1,1,1,9,4,4, ,99,4,99, ,3.68272876739502,,
929,MW12000_112D,EN,1,5,H8N1W4,1,3,2, ,2,2,2,2,2,2,2,2,2,2,2,2,8,6,98,3,3,3,3,8,4,4, ,1,4,6, ,5.30749702453613,,
932,MW12000_112D,EN,1,10,H2c2p3,2,2,2, ,2,2,2,2,3,2,3,3,2,3,2,2,8,1,8,1,1,1,1,1,1,1, ,2,3,1, ,1.79029583930969,,
933,MW12000_112D,EN,1,16,H4C1X6,2,4,1, ,1,2,2,1,2,2,2,2,2,1,1,1,5,5,4,2,2,8,4,8,4,7,Couple with two adultes children,2,4,1, ,1.33144581317902,,
934,MW12000_112D,FR,3, ,H7n5t8,1,1,1, ,1,3,3,3,3,3,3,3,3,3,3,3,6,7,7,4,3,3,3,3,3,3, ,1,3,4, ,1.01690316200256,,
935,MW12000_112D,EN,4, ,J8T4H1,2,2,2, ,2,1,3,2,2,2,2,1,2,1,2,1,3,5,1,2,2,2,3,4,4,4, ,1,3,1, ,.781999945640564,,
936,MW12000_112D,EN,2, ,H1P1W1,2,5,2, ,2,2,3,2,2,2,1,3,2,2,2,1,7,5,5,2,2,2,2,2,4,1, ,1,4,3, ,1.82636094093323,,
937,MW12000_112D,EN,4, ,J8T2Z7,1,6,1, ,1,2,3,2,3,2,3,3,2,3,2,2,1,1,1,3,3,3,3,4,4,1, ,1,2,3, ,.320790022611618,,
938,MW12000_112D,EN,4, ,J9A3A5,1,5,1, ,1,2,2,2,2,2,2,2,2,1,2,2,8,5,9,1,1,3,1,3,3,1, ,1,4,3, ,.527850091457367,,
939,MW12000_112D,FR,5, ,J3Y7R4,2,2,1, ,1,2,2,2,2,2,3,3,2,2,2,2,10,5,10,2,2,3,2,3,4,1, ,1,3,1, ,.921400189399719,,
940,MW12000_112D,EN,4, ,J8Z2P3,2,1,2, ,2,3,3,3,4,4,3,2,4,2,1,3,6,1,10,2,2,1,1,2,4,1, ,2,4,2, ,.68740713596344,,
941,MW12000_112D,EN,1,12,H1e1s2,1,3,1, ,1,2,2,2,2,2,2,4,2,1,1,2,7,1,6,2,2,2,2,2,4,2, ,1,2,1, ,2.48486113548279,,
943,MW12000_112D,EN,4, ,J8R2G8,2,2,2, ,2,3,3,3,3,3,3,4,4,2,2,3,6,6,7,1,1,1,1,8,8,5, ,2,3,6, ,.781999945640564,,
