OBJECTID,NO_EFE,STATUT,SUPERFICIE,TYPE,NOM_SITE,NO_REG_ADM,DTMAJ,DATE_PUBLI,Shape_Length,Shape_Area
"515","993",EFE classé,19.6,ancien,Forêt ancienne du Ruisseau-Mourier,"11",2022/02/16 00:00:00,2023/11/25 00:00:00,2060.49760433894,193927.64240589
"516","1005",EFE classé,7.5,rare-ancien,Forêt rare du Lac-des-Cèdres,"09",2022/02/16 00:00:00,2023/11/25 00:00:00,1165.30274003936,74100.7364532273
"517","1647",EFE classé,17.2,rare,Forêt rare de la Rivière-du-Portage,"12",2023/02/28 00:00:00,2023/11/25 00:00:00,1944.12416707484,171846.139103341
"518","1148",EFE classé,356.5,ancien,Forêt ancienne du Lac-du-Coulé,"09",2022/02/16 00:00:00,2023/11/25 00:00:00,11698.288232216,3516099.83490662
"519","784",EFE classé,16.4,ancien,Forêt ancienne de Duchesnay,"03",2023/09/13 00:00:00,2023/11/25 00:00:00,1626.21694034824,163857.024004391
"520","1370",EFE classé,35.9,ancien,Forêt ancienne du Lac-Hastel,"14",2022/02/16 00:00:00,2023/11/25 00:00:00,2956.58284283344,357927.114661522
"521","1229",EFE classé,38.2,refuge,Forêt refuge du Lac-Bailey,"07",2022/02/16 00:00:00,2023/11/25 00:00:00,4917.9627343269,382247.343905361
"522","864",EFE classé,1385.2,ancien,Forêt ancienne du Lac-Leblanc,"09",2022/02/16 00:00:00,2023/11/25 00:00:00,26334.6800053525,13682025.1533738
"523","1490",EFE classé,53.2,ancien,Forêt ancienne du Lac-Écho,"07",2022/02/16 00:00:00,2023/11/25 00:00:00,6360.89528811688,532592.695156099
"524","955",EFE classé,381.3,ancien,Forêt ancienne du Lac-Tournemine,"10",2023/03/23 00:00:00,2023/11/25 00:00:00,12477.1588620553,3761696.68796166
"525","1305",EFE classé,378,ancien,Forêt ancienne du Lac-Métabeskéga,"14",2022/02/16 00:00:00,2023/11/25 00:00:00,11580.8051992841,3762055.39731263
"526","1089",EFE classé,27.3,refuge,Forêt refuge du Lac-de-la-Ferme,"11",2022/02/16 00:00:00,2023/11/25 00:00:00,2189.40628761047,270181.435552766
"527","914",EFE classé,261.2,ancien,Forêt ancienne du Lac-aux-Huards,"15",2022/02/16 00:00:00,2023/11/25 00:00:00,10899.9455944857,2597964.48409006
"528","862",EFE classé,64.8,refuge,Forêt refuge du Lac-de-la-Falaise,"11",2022/02/16 00:00:00,2023/11/25 00:00:00,4129.00012053586,641566.131608198
"529","1046",EFE classé,8.3,refuge,"Forêt refuge de la Rivière-Rouge
","05",2023/01/17 00:00:00,2023/11/25 00:00:00,1453.02509138054,82993.4473511285
"530","1306",EFE classé,10.5,ancien,Forêt ancienne de la Montagne-Kaoskiwonatinak,"14",2022/02/16 00:00:00,2023/11/25 00:00:00,1777.26758094262,104429.932152714
"531","786",EFE classé,12.1,rare,Forêt rare de la Baie-Gunn,"10",2023/03/23 00:00:00,2023/11/25 00:00:00,1533.49667224707,119451.011452971
"532","348",EFE classé,15.6,rare,Forêt rare du Lac-Devenyns,"14",2022/02/16 00:00:00,2023/11/25 00:00:00,1774.78045869018,155780.703001966
"533","816",EFE classé,73.6,ancien,Forêt ancienne du Lac-Dasserat,"08",2022/02/16 00:00:00,2023/11/25 00:00:00,4669.64005780952,730613.104914101
"534","840",EFE classé,48.3,ancien-rare,Forêt ancienne de la Petite-Rivière-Godbout,"09",2023/07/18 00:00:00,2023/11/25 00:00:00,3817.80656568396,477798.225659358
"535","1249",EFE classé,200.4,ancien,Forêt ancienne du Lac-Amik,"08",2022/02/16 00:00:00,2023/11/25 00:00:00,6269.23094236205,1992077.20273315
"536","634",EFE classé,112.2,ancien,Forêt ancienne du Lac-Tucker,"07",2022/02/16 00:00:00,2023/11/25 00:00:00,4315.90930797264,1121753.64356506
"537","769",EFE classé,12.7,rare,Forêt rare du Gros-Ruisseau-de-la-Chute,"11",2022/02/16 00:00:00,2023/11/25 00:00:00,1899.37952223006,126409.4143983
"538","33",EFE classé,392.7,ancien,Forêt ancienne Akotekamik,"08",2023/09/07 00:00:00,2023/11/25 00:00:00,16958.8886357688,3893800.97882068
"539","661",EFE classé,45,ancien,Forêt ancienne du Ruisseau-Teed,"01",2022/02/16 00:00:00,2023/11/25 00:00:00,2568.35884949712,447714.753457813
"540","941",EFE classé,40.5,ancien,Forêt ancienne du Lac-Émilie,"05",2023/01/17 00:00:00,2023/11/25 00:00:00,3967.00809831271,405749.13411074
"541","646",EFE classé,31.7,ancien,Forêt ancienne du Lac-Malakisis,"08",2022/02/16 00:00:00,2023/11/25 00:00:00,3364.28454056956,316537.328308716
"542","832",EFE classé,34.6,ancien,Forêt ancienne de la Baie-Amélia,"15",2022/02/16 00:00:00,2023/11/25 00:00:00,3233.486328122,345812.004204525
"543","638",EFE classé,703.4,rare,Forêt rare de la Rivière-Meadow,"11",2022/02/16 00:00:00,2023/11/25 00:00:00,23171.8149805848,6983252.60351726
"544","782",EFE classé,12.3,rare,Forêt rare de la Montagne-de-l'Ours,"03",2023/06/15 00:00:00,2023/11/25 00:00:00,1465.82135376909,121711.044052434
"545","971",EFE classé,72.9,refuge,Forêt refuge du Lac-Hunter,"11",2022/02/16 00:00:00,2023/11/25 00:00:00,4005.67362424241,721556.979056412
"546","36",EFE classé,9.9,rare,Forêt rare du Lac-Duparquet,"08",2023/09/07 00:00:00,2023/11/25 00:00:00,1264.76882362801,98186.4962997907
"547","1074",EFE classé,12.7,ancien,Forêt ancienne de la Rivière-Sainte-Anne,"03",2023/06/15 00:00:00,2023/11/25 00:00:00,2120.89493848705,126318.020850947
"548","868",EFE classé,275.4,ancien,Forêt ancienne du Lac-Lennart-Von Post,"09",2022/02/16 00:00:00,2023/11/25 00:00:00,10081.3817741948,2718416.10199311
"549","277",EFE classé,22.6,ancien,Forêt ancienne du Ruisseau-Beazley,"01",2022/02/16 00:00:00,2023/11/25 00:00:00,1999.23390944572,224316.069356134
"550","1195",EFE classé,37.6,rare,Forêt rare du Lac-Morin,"01",2023/08/24 00:00:00,2023/11/25 00:00:00,2677.9640891157,373450.555455573
"551","572",EFE classé,710.1,ancien,Forêt ancienne des Monts-Chic-Chocs,"01",2022/02/16 00:00:00,2023/11/25 00:00:00,39306.9046860143,7034410.49464759
"552","1070",EFE classé,38.9,ancien,Forêt ancienne du Lac-du-Sauvage,"03",2023/06/15 00:00:00,2023/11/25 00:00:00,2952.90920786974,387795.383557588
"553","779",EFE classé,4.4,rare,Forêt rare du Lac-Vallet,"08",2023/03/27 00:00:00,2023/11/25 00:00:00,1353.57919768391,43598.8570002299
"554","961",EFE classé,738.4,ancien,Forêt ancienne du Lac-Blanot,"02",2022/02/16 00:00:00,2023/11/25 00:00:00,25282.3901198186,7282585.28087107
"555","664",EFE classé,207.5,rare,Forêt rare de la Montagne-à-Fourneau,"01",2022/02/16 00:00:00,2023/11/25 00:00:00,7977.22146853393,2061813.00963472
"556","920",EFE classé,342.2,ancien,Forêt ancienne du Lac-Percival,"08",2022/02/16 00:00:00,2023/11/25 00:00:00,7956.2757575733,3417520.2344019
"557","653",EFE classé,158.5,ancien,Forêt ancienne de la Rivière-du-Portage,"02",2023/06/15 00:00:00,2023/11/25 00:00:00,13594.3567296502,1573341.80866615
"558","1091",EFE classé,17.2,refuge,Forêt refuge du Lac-à-la-Tortue,"07",2022/02/16 00:00:00,2023/11/25 00:00:00,1748.31444714945,171490.222051933
"559","1317",EFE classé,109.2,ancien,Forêt ancienne du Grand-Lac-Macousine,"04",2022/02/16 00:00:00,2023/11/25 00:00:00,6510.24411531799,1085518.60266691
"560","1332",EFE classé,80.8,ancien,Forêt ancienne du Lac-Remo,"15",2022/02/16 00:00:00,2023/11/25 00:00:00,5210.73468822328,804266.77016239
"561","633",EFE classé,762.1,ancien,Forêt ancienne du Lac-de-l'Écluse,"07",2022/02/16 00:00:00,2023/11/25 00:00:00,17729.2586972122,7625222.8558681
"562","1536",EFE classé,127.5,ancien,Forêt ancienne du Lac-Téton,"09",2022/02/16 00:00:00,2023/11/25 00:00:00,7343.09548325489,1263404.42301431
"563","788",EFE classé,782.4,rare,Forêt rare des Monts-Groulx,"09",2022/02/16 00:00:00,2023/11/25 00:00:00,20237.1994785654,7712359.16013145
"564","1092",EFE classé,48.9,ancien,Forêt ancienne de la Rivière-Chézine,"03",2023/06/15 00:00:00,2023/11/25 00:00:00,3032.47192959663,487192.5950075
"565","544",EFE classé,310.6,ancien,Forêt ancienne du Lac-Preston,"15",2022/02/16 00:00:00,2023/11/25 00:00:00,13231.456042043,3104088.00635217
"566","1410",EFE classé,13.9,rare,Forêt rare du Ruisseau-des-Monts,"02",2022/02/16 00:00:00,2023/11/25 00:00:00,1484.21377176431,137476.012701707
"567","1190",EFE classé,20.8,rare,Forêt rare Patewagia,"11",2022/02/16 00:00:00,2023/11/25 00:00:00,2146.93837348859,206052.217948044
"568","34",EFE classé,26.3,rare,Forêt rare de la Pointe-aux-Cabines,"08",2023/09/07 00:00:00,2023/11/25 00:00:00,2850.5687479668,261080.749103926
"569","957",EFE classé,390.2,ancien,Forêt ancienne du Lac-Mercier,"02",2022/02/16 00:00:00,2023/11/25 00:00:00,15899.9734592854,3851267.38471116
"570","651",EFE classé,31.2,rare,Forêt rare de la Rivière-Laval,"09",2022/02/16 00:00:00,2023/11/25 00:00:00,3555.20498776583,308942.872755157
"571","1228",EFE classé,247.5,refuge,Forêt refuge du Lac-Cayamant,"07",2022/02/16 00:00:00,2023/11/25 00:00:00,9543.97688695392,2474253.01729023
"572","1452",EFE classé,33.2,rare,Forêt rare de la Rivière-Matane,"01",2022/02/16 00:00:00,2023/11/25 00:00:00,3589.20868424757,329353.266003551
"573","669",EFE classé,54.8,rare,Forêt rare de la Rivière-Owen,"01",2022/02/16 00:00:00,2023/11/25 00:00:00,4080.23948634192,544993.417809553
"574","746",EFE classé,107.1,ancien,Forêt ancienne du Lac-des-Baies,"01",2022/02/16 00:00:00,2023/11/25 00:00:00,7594.57050093536,1062981.2614691
"575","1062",EFE classé,20.9,ancien,Forêt ancienne de l' Étang-du-Camp,"01",2022/02/16 00:00:00,2023/11/25 00:00:00,1723.44531724474,207593.887651508
"576","1606",EFE classé,22.4,ancien,Forêt ancienne du Lac-Donney,"08",2022/02/16 00:00:00,2023/11/25 00:00:00,2068.39056823582,222787.882852346
"577","1439",EFE classé,12.4,ancien,Forêt ancienne du Lac-Bib,"15",2022/02/16 00:00:00,2023/11/25 00:00:00,1997.03745373003,123780.532403919
"578","691",EFE classé,86.4,rare,Forêt rare de la Petite-Rivière-Touradi,"01",2022/02/16 00:00:00,2023/11/25 00:00:00,5600.58904980108,857735.571508819
"579","1001",EFE classé,51.1,ancien,Forêt ancienne du Ruisseau-Matte,"11",2022/02/16 00:00:00,2023/11/25 00:00:00,3432.02957090958,505765.02510775
"580","1366",EFE classé,101.2,ancien,Forêt ancienne du Lac-Rodgie,"08",2022/02/16 00:00:00,2023/11/25 00:00:00,5176.6345397511,1005609.42786783
"581","668",EFE classé,52.7,rare,Forêt rare du Lac-Morrisson,"01",2022/02/16 00:00:00,2023/11/25 00:00:00,8238.11849954548,523929.476959423
"582","852",EFE classé,74.9,refuge,Forêt refuge du Grand-Lac-Macpès,"01",2023/08/31 00:00:00,2023/11/25 00:00:00,5834.86545612119,742779.979807959
"583","1535",EFE classé,104.9,ancien,Forêt ancienne du Lac-à-Jos,"09",2022/02/16 00:00:00,2023/11/25 00:00:00,4328.7970422054,1038074.69766835
"584","284",EFE classé,45,ancien,Forêt ancienne de la Baie-du-Poste,"10",2023/03/23 00:00:00,2023/11/25 00:00:00,2984.93125012003,444726.987907732
"585","1445",EFE classé,16.1,rare,Forêt rare du Ruisseau-du-Carcajou,"08",2022/02/16 00:00:00,2023/11/25 00:00:00,1573.83044253312,159395.718653099
"586","1646",EFE classé,19.5,ancien,"Forêt ancienne du Lac-Central
","12",2023/02/28 00:00:00,2023/11/25 00:00:00,2862.70620883881,194598.03715217
"587","591",EFE classé,36.2,ancien,Forêt ancienne du Lac-Devlin,"15",2023/10/18 00:00:00,2023/11/25 00:00:00,2761.9221839859,362068.206955158
"588","933",EFE classé,144.3,refuge,Forêt refuge du Ruisseau-aux-Cailloux,"11",2022/02/16 00:00:00,2023/11/25 00:00:00,7530.77856931698,1428382.00901847
"589","890",EFE classé,202.6,ancien,Forêt ancienne de la Rivière-Angers,"11",2022/02/16 00:00:00,2023/11/25 00:00:00,8915.85653651801,2009804.86312943
"590","1459",EFE classé,15.8,ancien,Forêt ancienne Gérald-Landry,"03",2023/09/13 00:00:00,2023/11/25 00:00:00,2092.89869047098,157665.039304581
"591","917",EFE classé,60,ancien,Forêt ancienne de la Rivière-Bonaventure-Ouest,"11",2022/02/16 00:00:00,2023/11/25 00:00:00,3891.65260314612,594157.459059248
"592","942",EFE classé,35.1,ancien,Forêt ancienne de la Tête-du-Lac-Mégantic,"05",2023/01/17 00:00:00,2023/11/25 00:00:00,2991.99347530546,351851.305607809
"593","1570",EFE classé,12.5,rare,Forêt rare du Lac-du-Pasteur,"04",2022/02/16 00:00:00,2023/11/25 00:00:00,1590.65346402408,124745.988502211
"594","1531",EFE classé,64.1,ancien,Forêt ancienne du Lac-Ancelin,"02",2022/02/16 00:00:00,2023/11/25 00:00:00,3374.10921000871,633801.231560279
"595","1580",EFE classé,60.4,ancien,Forêt ancienne du Lac-Malcouronné,"15",2022/02/16 00:00:00,2023/11/25 00:00:00,4546.19544604299,603242.097258346
"596","594",EFE classé,408.1,ancien,Forêt ancienne du Lac-des-Neiges,"03",2023/09/13 00:00:00,2023/11/25 00:00:00,12774.3701502464,4059074.51916592
"597","1234",EFE classé,13,rare,Forêt rare du Lac-Agaçant,"15",2022/02/16 00:00:00,2023/11/25 00:00:00,1862.94367415494,129693.626853078
"598","1487",EFE classé,19.1,rare,Forêt rare Hauts-Versants-de-la-Rivière-Cascapédia,"11",2022/02/16 00:00:00,2023/11/25 00:00:00,3235.75415493616,189515.430603995
"599","419",EFE classé,152.5,ancien,Forêt ancienne du Lac-Cottentré,"08",2022/02/16 00:00:00,2023/11/25 00:00:00,6252.18256914711,1520444.294926
"600","1306",EFE classé,351.7,ancien,Forêt ancienne de la Montagne-Kaoskiwonatinak,"15",2023/09/14 00:00:00,2023/11/25 00:00:00,14600.2850384327,3502102.30781076
"601","648",EFE classé,130.6,rare,Forêt rare des Escoumins,"09",2022/02/16 00:00:00,2023/11/25 00:00:00,6031.18540019299,1294765.5846225
"602","1212",EFE classé,12.4,ancien,Forêt ancienne de la Rivière-Cossette,"01",2022/02/16 00:00:00,2023/11/25 00:00:00,1685.46830323275,123507.947450141
"603","1253",EFE classé,18.8,rare,Forêt rare de la Baie-Vachon,"08",2022/02/16 00:00:00,2023/11/25 00:00:00,2268.59566820483,186204.707755795
"604","1213",EFE classé,69,ancien-rare,Forêt ancienne du Cap-Brûlé,"03",2023/09/13 00:00:00,2023/11/25 00:00:00,6828.88603754788,686935.875456651
"605","1588",EFE classé,44.1,ancien,Forêt ancienne des Hauts-de-la-Grande-Anse,"03",2023/09/13 00:00:00,2023/11/25 00:00:00,3582.28184957464,438637.748156661
"606","1643",EFE classé,17.1,ancien,Forêt ancienne de la Rivière-des-Perdrix,"12",2023/02/28 00:00:00,2023/11/25 00:00:00,1954.40121399205,169983.84345069
"607","842",EFE classé,8.8,rare,Forêt rare du Ruisseau-Couillard,"09",2022/02/16 00:00:00,2023/11/25 00:00:00,1237.51141423289,87182.8165523428
"608","749",EFE classé,323.3,ancien,Forêt ancienne du Ruisseau-Blanchet,"11",2022/02/16 00:00:00,2023/11/25 00:00:00,10204.1651348163,3200928.82355162
"609","1523",EFE classé,143.8,rare,Forêt rare de la Rivière-Pikauba,"02",2022/02/16 00:00:00,2023/11/25 00:00:00,9108.26202915311,1427408.10257882
"610","825",EFE classé,97,ancien,Forêt ancienne du Lac-Després,"08",2022/02/16 00:00:00,2023/11/25 00:00:00,3931.25177335244,962200.685121915
"611","24",EFE classé,39,ancien,Forêt ancienne du Lac-Taggart,"08",2022/02/16 00:00:00,2023/11/25 00:00:00,2678.15079388475,388825.789505968
"612","829",EFE classé,273,ancien,Forêt ancienne du Lac-McMillan,"08",2022/02/16 00:00:00,2023/11/25 00:00:00,19189.2785214502,2716442.60709517
"613","1379",EFE classé,34.6,ancien,Forêt ancienne du Lac-Millan,"15",2022/02/16 00:00:00,2023/11/25 00:00:00,2635.69969440439,344499.783854591
"614","1378",EFE classé,141.2,ancien,Forêt ancienne de la Rivière-Bostonnais,"04",2022/02/16 00:00:00,2023/11/25 00:00:00,7551.31547800675,1402903.88777204
