ï»¿OBJECTID,NBRE_SORTIE,MODELE,PROP,ID_POT_INC,PRISE_SORZ,ANNEE_INSTALL,MUNICIPALITE 
20679,2 sorties,LUDLOW,VILLE,13P0582,2,1960,37067
21343,3 sorties,MCAVITY-BRIGADIERM67,VILLE,42P5224,2,2009,37067
21675,3 sorties,MCAVITY-M67B,VILLE,54P0020,2,2009,37067
18449,3 sorties,CONCORD D67M PREMIER,VILLE,43P9035,2,1970,37067
19445,3 sorties,MCAVITY-M67,VILLE,23P2234,2,1992,37067
21366,2 sorties,DAIGLE-D67M,VILLE,13P0896,2,1920,37067
21698,3 sorties,CONCORD D67M PREMIER,VILLE,25P1150,2,2009,37067
17762,2 sorties,LUDLOW,VILLE,26P0188,2,1995,37067
18426,2 sorties,LUDLOW,VILLE,43P4030,2,1970,37067
21844,3 sorties,MCAVITY-M67B,VILLE,11P0940,2,2009,37067
44111,3 sorties,MUELLER,VILLE,43P5309,1,2017,37067
18904,3 sorties,MCAVITY-M67,VILLE,24P1358,2,1988,37067
19491,3 sorties,MCAVITY-M67,VILLE,23P2384,2,1992,37067
20155,3 sorties,MCAVITY-BRIGADIERM67,VILLE,61P9080,2,2006,37067
21157,3 sorties,AVK 27-80 2018,VILLE,42P2046,1,2018,37067
27649,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,37P0634,1,2014,37067
60945,,,VILLE,12P1131,1,2021,37067
17599,2 sorties,CANRON-CT,VILLE,43P1019,2,1980,37067
18140,2 sorties,AUTRE,VILLE,43P5110,2,1950,37067
18927,2 sorties,CONCORD D67M PREMIER,VILLE,11P0426,2,1985,37067
19468,2 sorties,DAIGLE-D67M,VILLE,13P0738,2,1920,37067
19806,2 sorties,CANRON,VILLE,37P0248,2,1969,37067
21134,2 sorties,CONCORD D67M PREMIER,VILLE,42P2234,2,2003,37067
18950,2 sorties,CONCORD D67M PREMIER,VILLE,23P2134,2,1993,37067
19119,3 sorties,MCAVITY-M67,VILLE,23P2436,2,1987,37067
20201,2 sorties,MCAVITY-M59M,VILLE,54P3036,2,1998,37067
21111,2 sorties,CONCORD-D67M,VILLE,42P2076,2,1995,37067
19096,3 sorties,MCAVITY-M67,VILLE,23P2192,2,1990,37067
19637,2 sorties,CANRON,VILLE,37P0388,2,1976,37067
20178,2 sorties,CANRON-C61A,VILLE,12P0182,2,1960,37067
20424,2 sorties,CANRON-CT,VILLE,12P0080,2,1970,37067
20965,2 sorties,CANRON,VILLE,42P4104,2,1970,37067
21506,3 sorties,CONCORD D67M PREMIER,VILLE,12P1074,2,2010,37067
18077,2 sorties,DROLET-500,VILLE,13P0150,2,1950,37067
18409,2 sorties,CANRON-CT,VILLE,43P3072,2,1970,37067
19405,2 sorties,CONCORD D67M PREMIER,VILLE,11P0521,2,2004,37067
19986,2 sorties,MCAVITY-M67,VILLE,61P0205,2,1990,37067
21907,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,25P1190,2,2012,37067
23235,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,11P1043,1,2013,37067
19013,2 sorties,CONCORD D67M PREMIER,VILLE,11P0705,2,2005,37067
20888,2 sorties,CANRON-CT,VILLE,42P3154,2,1980,37067
21220,3 sorties,MUELLER,VILLE,11P0816,2,2005,37067
18280,2 sorties,LUDLOW,VILLE,24P1546,2,1960,37067
18363,2 sorties,MCAVITY-M67,VILLE,54P2026,2,1964,37067
20284,3 sorties,AUTRE,VILLE,54P7098,2,2003,37067
21280,3 sorties,AUTRE,VILLE,54P7132,2,2003,37067
21612,3 sorties,CONCORD D67M PREMIER,VILLE,42P5258,2,2011,37067
17885,2 sorties,CONCORD-D67M,VILLE,13P0202,2,1950,37067
17971,2 sorties,CONCORD-D67M,VILLE,13P0076,2,1960,37067
18967,3 sorties,MCAVITY-M67,VILLE,24P1032,2,1996,37067
33660,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,54P0053,1,2013,37067
17825,3 sorties,CONCORD D67M PREMIER,VILLE,43P1040,2,1990,37067
19159,2 sorties,CANRON-CT,VILLE,24P1566,2,1971,37067
20487,3 sorties,LUDLOW,VILLE,12P0956,2,1950,37067
20825,2 sorties,CANRON,VILLE,42P5026,2,1970,37067
50540,3 sorties,,VILLE,42P5390,1,2019,37067
17931,2 sorties,MCAVITY-M67,VILLE,26P0100,2,1988,37067
18472,2 sorties,LUDLOW,VILLE,43P4086,2,1970,37067
19597,2 sorties,CANRON,VILLE,37P0432,2,1969,37067
20138,2 sorties,MCAVITY-M67,VILLE,61P0130,2,1988,37067
21761,3 sorties,MCAVITY-M67B,VILLE,11P0996,1,2022,37067
17536,2 sorties,CANRON,VILLE,37P0294,2,1969,37067
18618,2 sorties,LUDLOW,VILLE,11P0778,2,1960,37067
18864,3 sorties,CONCORD D67M PREMIER,VILLE,13P0532,2,1920,37067
19700,2 sorties,CANRON,VILLE,37P0260,2,1969,37067
19946,2 sorties,CANRON-CT,VILLE,61P0116,2,1980,37067
21028,2 sorties,DAIGLE-D67M,VILLE,42P5140,2,1990,37067
19551,3 sorties,CONCORD-D67M,VILLE,25P0116,2,2003,37067
20092,3 sorties,CONCORD D67M PREMIER,VILLE,25P0168,2,2006,37067
20633,3 sorties,AUTRE,VILLE,54P9091,2,2003,37067
21174,3 sorties,CONCORD D67M PREMIER,VILLE,43P1124,2,1950,37067
21715,3 sorties,MCAVITY-M67B,VILLE,15P0054,2,2009,37067
27666,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,42P5349,1,2014,37067
17822,2 sorties,CANRON-CT,VILLE,43P1056,2,1980,37067
19743,2 sorties,CANRON-C61A,VILLE,12P0024,2,1960,37067
21569,2 sorties,MCAVITY-M67,VILLE,24P1090,2,2000,37067
41300,3 sorties,MUELLER,VILLE,61P0293,1,2017,37067
17845,2 sorties,CONCORD D67M PREMIER,VILLE,13P0676,2,1920,37067
18343,2 sorties,CANRON-CT,VILLE,24P1472,2,1983,37067
19554,2 sorties,MCAVITY-M67,VILLE,25P0152,2,1996,37067
20052,2 sorties,LUDLOW,VILLE,12P0818,2,1950,37067
20550,2 sorties,CANRON-CT,VILLE,11P0200,2,1980,37067
21048,2 sorties,LUDLOW,VILLE,42P5012,2,1970,37067
18535,3 sorties,MCAVITY-M67,VILLE,24P1026,2,2000,37067
19362,2 sorties,CANRON-CT,VILLE,12P0378,2,1984,37067
19531,3 sorties,MCAVITY-M67B,VILLE,25P0090,2,2000,37067
17516,2 sorties,CANRON-CT,VILLE,13P0438,2,1984,37067
18057,2 sorties,CANRON-CT,VILLE,13P0450,2,1930,37067
18512,2 sorties,CANRON-CT,VILLE,61P0098,2,1974,37067
19053,3 sorties,MCAVITY-M67,VILLE,23P2054,2,1990,37067
20762,2 sorties,CONCORD-D67M,VILLE,42P5136,2,1990,37067
21758,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,37P0606,1,2011,37067
52140,3 sorties,MUELLER,VILLE,26P0557,1,2020,37067
59345,,,VILLE,43P5330,1,2021,37067
18578,2 sorties,DAIGLE-D67M,VILLE,37P0211,2,1991,37067
18821,2 sorties,CANRON,VILLE,37P0400,2,1969,37067
19076,3 sorties,MCAVITY-M67B,VILLE,23P2346,2,2003,37067
20570,3 sorties,MUELLER,VILLE,54P8050,2,2003,37067
20742,2 sorties,LUDLOW,VILLE,42P4006,2,1970,37067
21240,3 sorties,MCAVITY-BRIGADIERM67,VILLE,54P8168,2,2006,37067
20593,3 sorties,MUELLER,VILLE,64P8020,2,2003,37067
21091,3 sorties,CONCORD D67M PREMIER,VILLE,42P2156,2,1998,37067
17865,2 sorties,LUDLOW,VILLE,26P0212,2,1995,37067
18037,2 sorties,DAIGLE-D67M,VILLE,13P0444,2,1984,37067
20029,2 sorties,CANRON-CT,VILLE,54P2070,2,1987,37067
21283,3 sorties,MCAVITY-BRIGADIERM67,VILLE,13P0972,2,2009,37067
28442,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,12P1098,2,2013,37067
18014,2 sorties,CANRON-CT,VILLE,43P1068,2,1950,37067
18555,2 sorties,LUDLOW,VILLE,12P0600,2,1950,37067
20719,2 sorties,CANADA IRON,VILLE,42P4038,2,1970,37067
21260,3 sorties,MCAVITY-BRIGADIERM67,VILLE,43P5174,2,2007,37067
21801,3 sorties,CONCORD D67M PREMIER,VILLE,25P1168,2,2011,37067
32080,3 sorties,MUELLER,VILLE,26P0492,1,2015,37067
62548,3 sorties,,VILLE,11P1146,1,2022,37067
18492,2 sorties,LUDLOW,VILLE,43P5034,2,1950,37067
18990,3 sorties,MCAVITY-M67,VILLE,23P2046,2,1989,37067
19488,2 sorties,LUDLOW,VILLE,12P0270,2,1960,37067
27646,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,37P0631,1,2012,37067
54539,,,VILLE,54P0066,1,2021,37067
56946,3 sorties,,VILLE,11P1126,1,2021,37067
71353,3 sorties,,VILLE,11P1149,1,2024,37067
18386,2 sorties,AUTRE,VILLE,43P2130,2,1950,37067
18884,2 sorties,CONCORD-D67M,VILLE,11P0440,2,1985,37067
20009,2 sorties,CANRON-CT,VILLE,12P0156,2,1986,37067
20507,2 sorties,CONCORD-D67M,VILLE,11P0324,2,1960,37067
24835,3 sorties,CONCORD D67M PREMIER,VILLE,43P5259,1,2013,37067
19617,2 sorties,CONCORD D67M PREMIER,VILLE,12P0480,2,1960,37067
20613,3 sorties,AUTRE,VILLE,54P7058,2,2003,37067
20699,3 sorties,MCAVITY,VILLE,26P0182,2,1971,37067
21695,3 sorties,MCAVITY-M67B,VILLE,23P2530,2,2009,37067
18598,2 sorties,CANRON-CT,VILLE,12P0936,2,1970,37067
20221,2 sorties,LUDLOW,VILLE,12P0692,2,1960,37067
21303,3 sorties,MCAVITY-BRIGADIERM67,VILLE,11P0007,2,2008,37067
17908,2 sorties,MCAVITY-M67,VILLE,26P0250,2,1992,37067
19574,2 sorties,MCAVITY-M67,VILLE,26P0046,2,1960,37067
20072,2 sorties,DAIGLE-D67M-PREMIER,VILLE,37P0408,2,1975,37067
21738,3 sorties,CONCORD D67M PREMIER,VILLE,42P5264,2,1995,37067
17802,2 sorties,SENTINEL,VILLE,61P0035,2,1995,37067
19425,2 sorties,CONCORD D67M PREMIER,VILLE,11P0670,2,1995,37067
19966,2 sorties,SENTINEL,VILLE,61P0052,2,1990,37067
21589,3 sorties,MCAVITY-M67B,VILLE,35P0011,2,2004,37067
17951,2 sorties,LUDLOW,VILLE,43P2046,2,1960,37067
19033,2 sorties,CANRON-CT,VILLE,11P0608,2,1970,37067
20115,2 sorties,CANRON-CT,VILLE,61P0196,2,1985,37067
21197,2 sorties,CONCORD D67M PREMIER,VILLE,13P0962,2,1920,37067
46922,3 sorties,MUELLER,VILLE,37P0662,1,2024,37067
18100,2 sorties,DAIGLE-D67M,VILLE,13P0182,2,1950,37067
18641,2 sorties,MCAVITY-M67,VILLE,24P1284,2,1988,37067
19182,2 sorties,CANRON-CT,VILLE,24P1236,2,1985,37067
19723,2 sorties,CANRON-CT,VILLE,54P6028,2,1974,37067
20264,2 sorties,CANRON-CT,VILLE,12P0544,2,1960,37067
20805,2 sorties,CANADA IRON,VILLE,42P5028,2,1970,37067
21346,3 sorties,MCAVITY-BRIGADIERM67,VILLE,42P5228,2,2008,37067
22428,3 sorties,,VILLE,26P0461,1,2010,37067
47314,3 sorties,,VILLE,25P1224,1,2020,37067
17502,3 sorties,MCAVITY-M67,VILLE,26P0076,2,1994,37067
17834,2 sorties,MCAVITY-M67,VILLE,26P0192,2,1984,37067
18166,2 sorties,DAIGLE-D67M,VILLE,43P5026,2,1950,37067
18498,2 sorties,CONCORD D67M PREMIER,VILLE,43P9040,2,2005,37067
18830,2 sorties,CONCORD-D67M,VILLE,37P0334,2,1995,37067
19091,2 sorties,MCAVITY-M67,VILLE,23P2238,2,1981,37067
71359,3 sorties,,VILLE,11P1158,1,2023,37067
19162,2 sorties,CANRON-CT,VILLE,24P1502,2,1971,37067
19755,2 sorties,MCAVITY-M67,VILLE,54P2058,2,1990,37067
20419,2 sorties,CANRON-CT,VILLE,54P4054,2,1974,37067
21083,3 sorties,CONCORD D67M PREMIER,VILLE,42P2122,2,2005,37067
21415,4 ou plus,LUDLOW,VILLE,13P0573,2,1950,37067
21747,3 sorties,CONCORD D67M PREMIER,VILLE,42P5268,2,2009,37067
17525,2 sorties,CANRON-CT,VILLE,43P5162,2,1950,37067
17740,3 sorties,MCAVITY-M67,VILLE,26P0315,2,2004,37067
17857,2 sorties,CANRON-CT,VILLE,43P3032,2,1980,37067
18189,2 sorties,CONCORD D67M PREMIER,VILLE,37P0316,2,1996,37067
18404,2 sorties,CANRON-CT,VILLE,43P3056,2,1970,37067
18521,2 sorties,CANRON-CT,VILLE,13P0698,2,1980,37067
20064,2 sorties,CONCORD D67M PREMIER,VILLE,12P0676,2,1960,37067
20396,2 sorties,CONCORD-D67M,VILLE,11P0636,2,1992,37067
20728,2 sorties,CANRON-CT,VILLE,12P1028,2,1940,37067
21060,2 sorties,LUDLOW,VILLE,42P5062,2,1970,37067
21392,2 sorties,CANADA IRON,VILLE,42P3000,2,1995,37067
21724,3 sorties,CONCORD D67M PREMIER,VILLE,13P0476,2,2007,37067
18853,2 sorties,CONCORD-D67M,VILLE,37P0066,2,1988,37067
19068,2 sorties,AUTRE,VILLE,24P1538,2,1976,37067
19185,2 sorties,CANRON-CT,VILLE,24P1312,2,1976,37067
19517,3 sorties,CONCORD D67M PREMIER,VILLE,23P2460,2,1996,37067
19732,2 sorties,MCAVITY-M67,VILLE,54P6010,2,1966,37067
19849,2 sorties,CANRON-CT,VILLE,12P0012,2,1970,37067
17788,2 sorties,CANRON-CT,VILLE,13P0666,2,1920,37067
19801,2 sorties,CANRON-C61A,VILLE,12P0398,2,1960,37067
20465,2 sorties,LUDLOW,VILLE,12P0844,2,1950,37067
21129,2 sorties,DAIGLE-D67M,VILLE,42P2058,2,1990,37067
21793,3 sorties,CONCORD D67M PREMIER,VILLE,11P1010,2,2011,37067
26038,3 sorties,CONCORD D67M PREMIER,VILLE,13P1083,1,2015,37067
30452,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,11P1054,1,2014,37067
17479,3 sorties,MCAVITY-M67B,VILLE,11P0854,2,2007,37067
17811,2 sorties,CANRON-C61A,VILLE,13P0384,2,1940,37067
18143,2 sorties,DAIGLE-D67M,VILLE,43P5100,2,1950,37067
18475,2 sorties,LUDLOW,VILLE,43P4188,2,1950,37067
19114,2 sorties,CANRON-CT,VILLE,61P0066,2,1974,37067
19778,3 sorties,LUDLOW,VILLE,11P0246,2,1960,37067
20442,2 sorties,LUDLOW,VILLE,12P0686,2,1960,37067
21106,2 sorties,DAIGLE-D67M,VILLE,42P2086,2,1995,37067
22434,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,43P5258,1,2013,37067
34459,3 sorties,MUELLER,VILLE,25P1214,1,2015,37067
60144,3 sorties,,VILLE,11P1116,1,2021,37067
17594,3 sorties,MCAVITY-BRIGADIERM67,VILLE,61P9003,2,2006,37067
17665,3 sorties,MCAVITY-M67,VILLE,26P0356,2,2005,37067
17671,2 sorties,CANRON-CT,VILLE,43P1032,2,1970,37067
18258,2 sorties,LUDLOW,VILLE,43P2068,2,1960,37067
18329,2 sorties,CONCORD D67M PREMIER,VILLE,43P2126,2,1995,37067
18335,2 sorties,SENTINEL,VILLE,61P0015,2,1995,37067
21578,2 sorties,CANRON-CT,VILLE,24P1588,2,1976,37067
47718,3 sorties,,VILLE,11P1099,1,2018,37067
66945,3 sorties,MUELLER,VILLE,54P0079,1,2021,37067
68943,3 sorties,,VILLE,13P1206,1,2023,37067
18922,2 sorties,LUDLOW,VILLE,11P0750,2,1960,37067
18999,2 sorties,AUTRE,VILLE,24P1306,2,1966,37067
19586,2 sorties,CONCORD-D67M,VILLE,11P0486,2,1986,37067
19663,2 sorties,CANRON,VILLE,37P0270,2,1996,37067
20327,2 sorties,MCAVITY-M59M,VILLE,54P9095,2,1964,37067
20914,2 sorties,CANRON-CT,VILLE,12P0878,2,1980,37067
17648,2 sorties,DAIGLE-D67M,VILLE,13P0702,2,1920,37067
18281,2 sorties,CONCORD D67M PREMIER,VILLE,43P2178,2,1950,37067
18312,2 sorties,CANRON-CT,VILLE,24P1400,2,1966,37067
18945,3 sorties,CANRON-CT,VILLE,23P2164,2,1986,37067
18976,2 sorties,MCAVITY-M67,VILLE,24P1112,2,1986,37067
19609,2 sorties,CANRON-CT,VILLE,37P0022,2,1969,37067
20273,3 sorties,AUTRE,VILLE,54P7124,2,2003,37067
20937,2 sorties,LUDLOW,VILLE,12P0886,2,1950,37067
21601,2 sorties,CANRON,VILLE,37P0360,2,1994,37067
28437,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,12P1093,2,2013,37067
42116,3 sorties,MUELLER,VILLE,25P1222,1,2017,37067
50944,3 sorties,,VILLE,11P1109,1,2019,37067
17548,3 sorties,CANRON-CT,VILLE,37P0242,2,1996,37067
17717,2 sorties,LUDLOW,VILLE,13P0646,2,1920,37067
18212,2 sorties,LUDLOW,VILLE,12P0780,2,1950,37067
18876,2 sorties,MCAVITY-M67,VILLE,13P0956,2,1960,37067
19045,2 sorties,CANRON-CT,VILLE,11P0738,2,1970,37067
19540,3 sorties,MCAVITY-BRIGADIERM67,VILLE,61P0059,2,1974,37067
19709,2 sorties,CANRON-C61A,VILLE,12P0240,2,1970,37067
20868,2 sorties,CANRON,VILLE,42P3120,2,1975,37067
21037,2 sorties,CANRON,VILLE,42P5108,2,1970,37067
21701,3 sorties,CONCORD D67M PREMIER,VILLE,25P1144,2,2009,37067
59743,,,VILLE,13P1199,1,2021,37067
17571,2 sorties,CANRON-CT,VILLE,61P0162,2,1974,37067
18235,2 sorties,CONCORD-D67M,VILLE,43P5170,2,1950,37067
18358,2 sorties,CANRON-CT,VILLE,54P2116,2,1989,37067
18899,2 sorties,MCAVITY-M67,VILLE,24P1578,2,1974,37067
19022,2 sorties,CANRON-CT,VILLE,11P0580,2,1970,37067
19563,3 sorties,CONCORD-D67M,VILLE,25P1120,2,2004,37067
19686,2 sorties,CANRON-CT,VILLE,54P5008,2,1984,37067
20227,2 sorties,CONCORD D67M PREMIER,VILLE,12P0712,2,1960,37067
20350,2 sorties,LUDLOW,VILLE,13P0334,2,1940,37067
20891,2 sorties,CANRON-CT,VILLE,42P3208,2,1980,37067
21014,2 sorties,CANRON,VILLE,42P1032,2,1970,37067
21555,3 sorties,CONCORD D67M PREMIER,VILLE,11P0950,2,2009,37067
17840,2 sorties,CANRON-CT,VILLE,26P0200,2,1971,37067
18753,3 sorties,MCAVITY-M67B,VILLE,23P2318,2,1976,37067
19168,3 sorties,MCAVITY-M67,VILLE,24P1580,2,1960,37067
19500,2 sorties,MCAVITY-M67,VILLE,13P0052,2,1984,37067
19749,2 sorties,CANRON-C61A,VILLE,12P0210,2,1960,37067
20081,3 sorties,MCAVITY-BRIGADIERM67,VILLE,37P0830,2,2004,37067
21670,3 sorties,CONCORD D67M PREMIER,VILLE,42P5314,2,2010,37067
27658,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,26P0472,1,2014,37067
62543,3 sorties,,VILLE,11P1141,1,2022,37067
20342,2 sorties,LUDLOW,VILLE,12P0345,2,1950,37067
20496,2 sorties,CONCORD-D67M,VILLE,11P0288,2,1960,37067
20828,2 sorties,DAIGLE-D67M,VILLE,42P3024,2,1990,37067
21077,3 sorties,CONCORD D67M PREMIER,VILLE,42P5202,2,2005,37067
21409,3 sorties,CONCORD D67M PREMIER,VILLE,11P0069,2,2004,37067
21421,2 sorties,CONCORD-D67M,VILLE,13P0888,2,1920,37067
18066,2 sorties,CANRON-CT,VILLE,43P5124,2,1950,37067
18527,2 sorties,CONCORD D67M PREMIER,VILLE,11P0122,2,1998,37067
19062,3 sorties,MCAVITY-M67,VILLE,23P2022,2,1960,37067
19394,3 sorties,CONCORD-D67M,VILLE,24P1150,2,1996,37067
19855,2 sorties,CANRON-CT,VILLE,12P0096,2,1970,37067
20187,2 sorties,CANRON-C61A,VILLE,12P0198,2,1960,37067
20390,2 sorties,LUDLOW,VILLE,11P0450,2,1960,37067
20734,2 sorties,LUDLOW,VILLE,42P4030,2,1970,37067
21029,2 sorties,DAIGLE-D67M,VILLE,42P5130,2,1990,37067
21183,2 sorties,CONCORD-D67M,VILLE,13P0668,2,1920,37067
21515,3 sorties,MCAVITY-M67B,VILLE,26P0416,2,2010,37067
17542,3 sorties,MCAVITY-M67B,VILLE,37P0548,2,2000,37067
17625,2 sorties,CONCORD D67M PREMIER,VILLE,43P1100,2,1990,37067
17874,2 sorties,CANRON-CT,VILLE,43P3020,2,1980,37067
17886,2 sorties,LUDLOW,VILLE,13P0048,2,1950,37067
18375,2 sorties,LUDLOW,VILLE,43P2142,2,1960,37067
18621,2 sorties,CONCORD-D67M,VILLE,11P0398,2,1994,37067
21870,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,13P1036,1,2011,37067
21956,3 sorties,CONCORD D67M PREMIER,VILLE,13P0858,2,1920,37067
20296,2 sorties,CONCORD D67M PREMIER,VILLE,13P0790,2,1940,37067
20542,2 sorties,CANRON-CT,VILLE,11P0304,2,1970,37067
20874,2 sorties,CANRON,VILLE,42P3144,2,1980,37067
21375,2 sorties,LUDLOW,VILLE,12P0728,2,1950,37067
21624,3 sorties,CONCORD D67M PREMIER,VILLE,42P5292,1,2016,37067
21707,2 sorties,CONCORD D67M PREMIER,VILLE,43P2168,2,1950,37067
18707,2 sorties,CONCORD-D67M,VILLE,11P0388,2,1994,37067
18719,3 sorties,MCAVITY-M67,VILLE,23P2182,2,1992,37067
18968,2 sorties,MCAVITY-M67,VILLE,24P1054,2,1996,37067
19214,2 sorties,LUDLOW,VILLE,37P0112,2,1980,37067
19703,2 sorties,CANRON-C61A,VILLE,12P0440,2,1970,37067
20047,2 sorties,CONCORD-D67M,VILLE,11P0480,2,1986,37067
17688,2 sorties,MCAVITY-M67,VILLE,26P0312,2,1993,37067
17934,2 sorties,MCAVITY-M59M,VILLE,26P0118,2,1971,37067
18020,2 sorties,CONCORD D67M PREMIER,VILLE,43P2002,2,1950,37067
18032,2 sorties,MCAVITY-M67,VILLE,26P0144,2,1995,37067
18229,2 sorties,MCAVITY-M67,VILLE,54P1006,2,1989,37067
18561,2 sorties,LUDLOW,VILLE,12P0256,2,1960,37067
41295,3 sorties,MUELLER,VILLE,12P1114,1,2015,37067
42918,3 sorties,,VILLE,26P0531,1,2017,37067
47332,3 sorties,,VILLE,26P0541,1,2018,37067
20688,2 sorties,LUDLOW,VILLE,13P0560,1,2017,37067
20983,3 sorties,CONCORD D67M PREMIER,VILLE,42P4182,2,2005,37067
21020,2 sorties,DAIGLE-D67M,VILLE,42P5196,2,1990,37067
21561,2 sorties,MCAVITY-M67,VILLE,24P1020,2,2000,37067
23639,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,25P1198,1,2013,37067
35676,3 sorties,,VILLE,42P5373,1,2015,37067
18573,2 sorties,DAIGLE-D67M,VILLE,37P0210,2,1991,37067
19016,2 sorties,CANRON-CT,VILLE,11P0572,2,1970,37067
19360,2 sorties,CANRON-CT,VILLE,12P0372,2,1984,37067
19557,3 sorties,CONCORD D67M PREMIER,VILLE,25P0140,2,1996,37067
19655,3 sorties,CONCORD D67M PREMIER,VILLE,37P0352,2,1997,37067
19901,2 sorties,CANRON-CT,VILLE,37P0074,2,1999,37067
18080,2 sorties,LUDLOW,VILLE,13P0092,2,1950,37067
18667,2 sorties,CANRON-CT,VILLE,13P0318,2,1995,37067
18916,2 sorties,LUDLOW,VILLE,11P0746,2,1960,37067
19260,2 sorties,CANRON-CT,VILLE,24P1598,2,1976,37067
19995,3 sorties,MCAVITY-BRIGADIERM67,VILLE,24P1430,2,1996,37067
20244,2 sorties,LUDLOW,VILLE,13P0036,1,2013,37067
33661,3 sorties,MUELLER,VILLE,54P0056,1,2015,37067
34064,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,42P5368,1,2015,37067
20333,2 sorties,LUDLOW,VILLE,12P0982,2,1950,37067
20582,3 sorties,AUTRE,VILLE,54P8036,2,2003,37067
20588,3 sorties,MUELLER,VILLE,54P8028,2,2003,37067
21661,3 sorties,CONCORD D67M PREMIER,VILLE,42P5296,2,2010,37067
21910,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,26P0452,1,2011,37067
21916,3 sorties,CONCORD D67M PREMIER,VILLE,42P5290,1,2011,37067
18767,2 sorties,CONCORD D67M PREMIER,VILLE,23P2388,2,2001,37067
19308,2 sorties,CANRON-CT,VILLE,24P1296,2,1983,37067
19603,3 sorties,MCAVITY-M67B,VILLE,37P0008,2,1976,37067
19646,2 sorties,CONCORD-D67M,VILLE,37P0336,2,2005,37067
20488,2 sorties,LUDLOW,VILLE,12P0954,2,1950,37067
20931,3 sorties,CANRON-CT,VILLE,42P4144,2,1950,37067
32095,,,VILLE,11P1059,2,,37067
20974,2 sorties,CONCORD-D67M,VILLE,42P4096,2,2000,37067
21269,3 sorties,MCAVITY-BRIGADIERM67,VILLE,43P5212,2,2007,37067
21275,3 sorties,AUTRE,VILLE,54P7142,2,2003,37067
21810,3 sorties,CONCORD D67M PREMIER,VILLE,25P1170,2,2011,37067
21816,3 sorties,MCAVITY-M67B,VILLE,42P5274,1,2011,37067
32089,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,37P0641,1,2014,37067
18126,2 sorties,DAIGLE-D67M,VILLE,43P2164,2,1950,37067
18959,2 sorties,CANRON-CT,VILLE,23P2126,2,1987,37067
19208,2 sorties,CANRON-CT,VILLE,37P0100,2,2003,37067
19454,3 sorties,MCAVITY-M67,VILLE,23P2400,2,1986,37067
20041,2 sorties,DAIGLE-D67,VILLE,11P0374,2,1970,37067
20287,3 sorties,AUTRE,VILLE,54P7150,2,2003,37067
21962,3 sorties,MCAVITY-BRIGADIERM67B,VILLE,54P0041,1,2011,37067
20290,2 sorties,CANRON-CT,VILLE,54P6046,2,1968,37067
20536,2 sorties,CANRON-CT,VILLE,11P0220,2,1970,37067
20880,2 sorties,CANRON-CT,VILLE,42P3126,2,1980,37067
21123,2 sorties,CONCORD-D67M,VILLE,42P2080,2,1995,37067
21369,3 sorties,MCAVITY-BRIGADIERM67,VILLE,26P0086,1,2012,37067
21618,3 sorties,MCAVITY-M67B,VILLE,11P0968,2,2010,37067
18272,2 sorties,MCAVITY-M67,VILLE,61P0253,2,1990,37067
18813,2 sorties,CANRON-CT,VILLE,12P0438,2,1960,37067
19354,2 sorties,CONCORD D67M PREMIER,VILLE,11P0080,2,2001,37067
19600,2 sorties,CANRON-CT,VILLE,37P0002,2,1976,37067
19895,2 sorties,CANRON-CT,VILLE,61P0103,2,1974,37067
20141,2 sorties,CANRON-CT,VILLE,61P0173,2,1980,37067
41289,3 sorties,MUELLER,VILLE,15P0104,1,2016,37067
62142,,,VILLE,11P1139,1,2022,37067
20436,2 sorties,CANRON-CT,VILLE,12P0102,2,1970,37067
20682,2 sorties,DAIGLE,VILLE,13P0766,2,1920,37067
20977,2 sorties,CONCORD-D67M,VILLE,42P4100,2,2000,37067
21223,3 sorties,MCAVITY-BRIGADIERM67,VILLE,11P0830,2,2004,37067
21567,2 sorties,AUTRE,VILLE,24P1274,2,1966,37067
21764,3 sorties,MCAVITY-M67B,VILLE,11P0998,2,2010,37067
17585,3 sorties,MCAVITY-M67,VILLE,61P0152,2,1991,37067
17917,2 sorties,CONCORD D67M PREMIER,VILLE,11P0430,2,1991,37067
18083,2 sorties,AUTRE,VILLE,13P0120,2,1950,37067
18415,2 sorties,CANRON-CT,VILLE,43P4002,2,1990,37067
18581,3 sorties,MCAVITY-BRIGADIERM67,VILLE,37P0485,2,2004,37067
