ï»¿TYPE_VOIE,TYPE_EQUIPEMENT,REVETEMENT_VOIE,ROUTE_VERTE_NO,ROUTE_CMM,VELO_EXPRESS,CIRCUIT_AGROTOURISTIQUE,TOUR_ILE,WKT 
12103,Piste cyclable,PavÃ©,,,,,Oui,"LINESTRING  ( 290846.49654343 5046708.56116470, 290845.14704343 5046710.62476470, 290841.81344343 5046715.06986470)"
12103,Bande cyclable,PavÃ©,,Sentier mÃ©tropolitain Oka - St-Hilaire,,,Oui,"LINESTRING  ( 282366.57074343 5042134.88336470, 282349.20774343 5042130.60226470)"
12103,Bande cyclable,PavÃ©,1,,,Les Chemins de la Nature,,"LINESTRING  ( 279131.90794343 5048371.78646470, 279136.12204343 5048379.05526470)"
12103,Piste cyclable,PavÃ©,2,,,Les Chemins de la Nature,,"LINESTRING  ( 284604.50664343 5055629.29056470, 284606.31014343 5055630.16236470, 284608.09934343 5055631.22446470, 284609.49884343 5055632.18356470, 284610.77944343 5055633.34846470, 284612.39824343 5055634.91886470, 284615.72754343 5055638.39306470, 284624.46224343 5055646.89606470, 284625.56454343 5055647.89166470, 284626.83904343 5055648.75316470, 284628.22554343 5055649.29916470, 284629.62634343 5055649.65486470, 284631.06504343 5055649.70446470, 284632.45284343 5055649.64716470, 284633.98524343 5055649.23286470, 284635.94134343 5055648.27636470, 284637.94424343 5055647.08796470, 284639.49634343 5055646.21886470, 284641.10824343 5055645.53076470, 284642.66414343 5055645.00046470, 284643.69494343 5055644.79856470, 284645.18954343 5055644.69036470, 284646.59564343 5055644.78166470, 284647.67054343 5055644.90206470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 287965.06934343 5046988.84786470, 287917.15054343 5047059.04096470, 287895.08424343 5047091.50536470, 287894.05234343 5047093.09286470, 287893.17924343 5047094.83906470, 287890.16294343 5047102.22096470, 287889.36914343 5047103.80846470, 287888.49604343 5047105.23726470, 287857.79554343 5047150.60066470, 287857.17894343 5047151.51166470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 287969.67524343 5046982.09926470, 287969.06184343 5046982.99946470, 287965.06934343 5046988.84786470)"
12104,Piste piÃ©tonniÃ¨re,PavÃ©,,,,,,"LINESTRING  ( 284686.65834343 5048707.31146470, 284689.73674343 5048714.04956470, 284693.38794343 5048721.45786470, 284698.91684343 5048732.97936470, 284704.98924343 5048744.22396470, 284711.59134343 5048755.16586470, 284717.28104343 5048764.45466470, 284723.38834343 5048773.47446470, 284729.90054343 5048782.20636470, 284737.62634343 5048792.31346470, 284747.19014343 5048803.36876470, 284757.09974343 5048814.11516470, 284768.78114343 5048825.38506470, 284780.80644343 5048836.28726470, 284804.30154343 5048857.45396470, 284827.00284343 5048878.88526470, 284870.39454343 5048920.53076470, 284886.95754343 5048936.56456470, 284907.91254343 5048957.41376470, 284929.55554343 5048977.04586470, 284950.66934343 5048995.30216470, 284963.04644343 5049005.67696470, 284975.16674343 5049016.35066470, 284987.02314343 5049027.31676470, 284993.61304343 5049033.44296470)"
12103,ChaussÃ©e dÃ©signÃ©e,PavÃ©,,,,,,"LINESTRING  ( 279824.74744343 5042354.91786470, 279824.49954343 5042360.49576470, 279824.27764343 5042362.82616470)"
12103,ChaussÃ©e dÃ©signÃ©e,PavÃ©,,,,,,"LINESTRING  ( 280813.79544343 5042217.27326470, 280816.78114343 5042224.53706470)"
12103,Piste cyclable,Gravier,,,,,,"LINESTRING  ( 286364.94184343 5048775.09396470, 286366.89684343 5048782.26456470, 286368.51744343 5048792.00856470, 286369.55164343 5048796.59396470, 286371.30584343 5048803.00536470, 286374.22134343 5048812.74946470, 286375.92174343 5048817.77136470, 286381.46594343 5048833.16796470, 286383.11944343 5048837.24496470, 286384.32634343 5048839.78286470, 286385.59204343 5048842.03076470, 286387.26324343 5048844.51156470, 286389.54354343 5048846.96476470, 286391.94624343 5048849.26156470, 286394.43674343 5048851.12346470, 286396.94514343 5048852.74746470, 286400.17854343 5048854.51816470, 286405.35344343 5048857.13426470, 286411.87384343 5048859.96216470, 286417.63514343 5048862.36496470, 286422.51044343 5048864.07536470, 286434.76124343 5048867.51916470, 286472.81854343 5048878.11426470, 286516.40754343 5048890.00946470, 286552.37814343 5048899.72986470, 286580.51554343 5048907.44326470, 286584.45254343 5048908.42066470, 286587.54904343 5048909.07726470)"
12103,Piste cyclable,PavÃ©,1,,,,,"LINESTRING  ( 285834.50094343 5051647.48646470, 285836.54384343 5051644.87166470, 285839.98164343 5051640.60026470, 285843.56184343 5051635.22996470, 285848.62744343 5051626.75476470, 285850.96154343 5051622.88326470, 285853.08424343 5051619.67616470, 285878.61834343 5051582.42136470, 285911.34824343 5051535.17036470, 285932.17274343 5051505.14796470, 285967.97524343 5051453.68196470, 285968.89884343 5051452.32326470)"
12103,Piste cyclable,PavÃ©,1,,,,,"LINESTRING  ( 285968.89884343 5051452.32326470, 285983.12494343 5051431.39646470)"
12103,Piste cyclable,PavÃ©,,,,,,"LINESTRING  ( 282810.70004343 5051561.99996470, 282808.66394343 5051563.07256470, 282807.86984343 5051563.61146470, 282807.29574343 5051564.28116470, 282806.96084343 5051565.23796470, 282806.82074343 5051566.76886470, 282806.94644343 5051572.29896470, 282808.05764343 5051584.52276470, 282808.15684343 5051587.67566470, 282808.05764343 5051591.19026470, 282807.91764343 5051593.41656470, 282807.47194343 5051595.63746470, 282806.61834343 5051598.66396470)"
12103,Piste cyclable,PavÃ©,,,,,,"LINESTRING  ( 282806.61834343 5051598.66396470, 282805.12624343 5051601.86306470, 282801.70764343 5051607.70026470, 282800.02814343 5051610.86386470, 282798.57884343 5051614.08576470, 282797.42144343 5051617.38406470, 282796.48614343 5051621.30216470, 282796.18404343 5051623.40496470, 282796.18404343 5051624.78456470, 282796.42054343 5051626.24306470, 282796.77534343 5051627.26786470, 282797.32714343 5051628.25326470, 282797.49244343 5051628.87136470)"
12103,ChaussÃ©e dÃ©signÃ©e,PavÃ©,1,,,Les Chemins de la Nature,Oui,"LINESTRING  ( 282866.62174343 5053704.52076470, 282866.77534343 5053702.96406470, 282866.87964343 5053701.97106470, 282866.82704343 5053700.81996470, 282866.42964343 5053699.05056470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 282615.46544343 5052404.43606470, 282614.98764343 5052405.47706470, 282614.11444343 5052406.78676470, 282612.20744343 5052409.06816470, 282610.89984343 5052410.87456470, 282609.48454343 5052413.31876470, 282607.23664343 5052417.67396470, 282605.78144343 5052421.37816470, 282604.85534343 5052424.55316470, 282602.15854343 5052444.55256470, 282581.83844343 5052553.77276470, 282573.42464343 5052598.69916470, 282566.59834343 5052633.14796470, 282562.51494343 5052653.28976470, 282558.81964343 5052669.18426470, 282557.83954343 5052674.31546470, 282557.38984343 5052678.32896470, 282557.06734343 5052682.60976470, 282556.90754343 5052686.68206470, 282556.41234343 5052690.32426470, 282553.04884343 5052703.82656470, 282548.24884343 5052723.52656470, 282546.60214343 5052730.17006470, 282544.31184343 5052737.61396470, 282541.35714343 5052746.65436470, 282540.02754343 5052749.54396470, 282538.75694343 5052752.24466470, 282536.27764343 5052755.84766470, 282533.87994343 5052759.34646470, 282530.94774343 5052763.09946470, 282527.48144343 5052767.10646470, 282524.45814343 5052770.11646470, 282522.24884343 5052772.12656470, 282519.76714343 5052773.48316470, 282519.09264343 5052773.66106470)"
12103,Piste cyclable,PavÃ©,1,,,,,"LINESTRING  ( 287894.91034343 5048292.11556470, 287893.46564343 5048290.88426470, 287892.09474343 5048289.54476470, 287890.71474343 5048288.13076470, 287889.51594343 5048286.65696470, 287888.37314343 5048285.02536470, 287887.41154343 5048283.33386470, 287886.64014343 5048281.65686470, 287886.21274343 5048279.71126470, 287886.22184343 5048277.63676470, 287888.36174343 5048271.11596470, 287889.27794343 5048268.13836470, 287889.92954343 5048265.15556470, 287890.80404343 5048259.99646470, 287891.39964343 5048257.17136470, 287892.13854343 5048254.59246470, 287905.55294343 5048217.05776470, 287910.94404343 5048202.13706470, 287912.02124343 5048199.85606470, 287913.19034343 5048197.30676470, 287914.15084343 5048195.30376470, 287915.39534343 5048192.85136470, 287916.53854343 5048190.59296470, 287918.18844343 5048187.44986470, 287919.51574343 5048185.36426470, 287921.22834343 5048182.63506470, 287923.90624343 5048178.34796470, 287925.33494343 5048176.11106470, 287926.64854343 5048173.91396470, 287927.69824343 5048171.41006470, 287928.55254343 5048169.15636470, 287929.75084343 5048165.55976470, 287945.79614343 5048117.75476470, 287958.99524343 5048079.49526470, 287979.08514343 5048022.21966470, 287990.80984343 5047988.19876470, 287992.79864343 5047983.23506470, 287993.77194343 5047981.31306470, 287994.69114343 5047979.68546470, 287995.90924343 5047978.14796470, 287996.81224343 5047976.90606470, 287998.16624343 5047975.34496470, 287999.21604343 5047974.32076470, 288001.12824343 5047972.75706470, 288003.59644343 5047971.05906470, 288005.25134343 5047969.80036470, 288006.87904343 5047968.31876470, 288008.68394343 5047966.43836470, 288009.72244343 5047964.76526470, 288010.65044343 5047962.80396470, 288014.85704343 5047953.46606470, 288031.06594343 5047918.45166470, 288033.47164343 5047913.48166470, 288035.37364343 5047910.03056470, 288036.75164343 5047907.65016470, 288038.24654343 5047905.32806470, 288040.20634343 5047902.62686470, 288043.02244343 5047898.85046470, 288044.48454343 5047896.63516470, 288045.68224343 5047894.41466470, 288046.94504343 5047892.11086470, 288048.29254343 5047889.26876470, 288049.68304343 5047885.85596470, 288050.62644343 5047883.10116470, 288051.41624343 5047880.62916470, 288052.08144343 5047877.01276470)"
12103,Piste cyclable,PavÃ©,,,,,,"LINESTRING  ( 285647.85104343 5046504.84896470, 285649.35204343 5046503.43786470, 285651.02424343 5046501.66966470, 285652.29844343 5046500.03216470, 285677.54794343 5046464.26086470, 285682.10854343 5046458.36286470, 285686.94064343 5046452.68526470, 285747.66264343 5046377.34506470, 285837.29044343 5046266.28596470, 285948.73574343 5046128.17446470)"
12103,Piste cyclable,PavÃ©,,,,,,"LINESTRING  ( 291130.26744343 5048167.72546470, 291106.58444343 5048202.23046470, 291085.84884343 5048232.02656470)"
12103,Bande cyclable,PavÃ©,1,,,Les Chemins de la Nature,,"LINESTRING  ( 276659.64774343 5046081.64026470, 276662.33884343 5046083.74276470, 276666.46194343 5046087.52656470, 276667.41574343 5046088.54046470, 276668.81924343 5046089.83826470, 276670.65394343 5046091.27176470, 276679.66224343 5046097.70546470, 276684.35204343 5046100.89946470, 276689.37554343 5046104.35416470, 276695.72944343 5046108.51256470, 276699.00144343 5046110.59896470, 276702.95514343 5046113.01626470, 276707.02474343 5046115.45716470, 276712.84694343 5046118.66286470, 276721.34444343 5046123.08586470, 276727.66214343 5046126.43656470, 276730.86624343 5046127.97236470)"
12103,Bande cyclable,PavÃ©,1,,,Les Chemins de la Nature,Oui,"LINESTRING  ( 275395.44044343 5046541.54816470, 275394.40044343 5046539.17106470, 275393.31364343 5046537.38186470, 275391.91904343 5046535.53856470, 275390.44954343 5046533.39816470, 275389.36274343 5046531.60896470, 275388.06354343 5046529.31806470, 275387.04714343 5046527.18096470, 275386.26284343 5046525.09076470, 275385.61774343 5046522.90796470, 275385.07964343 5046520.67446470, 275384.50634343 5046517.54046470, 275384.17154343 5046513.58546470, 275383.72464343 5046509.94576470, 275383.25954343 5046504.00876470, 275382.47144343 5046460.48596470, 275381.66564343 5046430.35476470, 275381.46164343 5046428.26646470, 275381.10334343 5046426.57636470, 275380.58734343 5046424.83016470, 275380.05174343 5046423.53876470, 275379.49274343 5046422.36326470, 275378.86854343 5046421.27126470, 275378.13764343 5046420.23006470, 275377.26714343 5046419.28146470, 275376.03044343 5046418.11376470, 275374.31174343 5046416.70376470, 275372.51864343 5046415.30296470, 275368.06984343 5046412.23006470, 275361.66014343 5046408.04806470, 275345.52754343 5046397.50566470, 275318.85574343 5046380.15926470, 275300.88744343 5046368.60546470, 275286.84124343 5046359.41416470, 275278.52624343 5046353.82106470, 275275.21764343 5046351.43756470, 275272.89174343 5046349.68746470, 275270.96434343 5046348.11456470, 275269.44504343 5046346.79316470, 275268.07414343 5046345.45366470, 275267.12034343 5046344.43976470, 275266.39834343 5046343.47276470, 275265.92034343 5046342.43346470, 275265.83694343 5046342.02976470)"
12103,Bande cyclable,PavÃ©,1,,,,,"LINESTRING  ( 283832.52474343 5053978.51106470, 283884.75514343 5054001.15236470, 283950.47784343 5054030.20366470, 283992.44524343 5054048.60616470, 284020.52674343 5054060.86956470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 289384.75974343 5047400.30066470, 289383.81854343 5047406.09156470, 289382.63554343 5047411.83796470, 289380.49704343 5047418.35796470, 289377.86854343 5047424.69636470, 289374.76544343 5047430.81626470, 289371.20554343 5047436.68236470, 289367.31614343 5047442.07986470, 289342.97164343 5047473.68386470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 291521.04384343 5049087.40646470, 291522.51034343 5049088.09486470, 291525.55314343 5049089.94686470, 291545.06744343 5049102.82486470, 291556.94604343 5049111.53586470, 291561.85584343 5049115.65376470, 291567.09134343 5049120.04486470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 290975.14204343 5050365.92976470, 290989.10584343 5050364.24136470, 291009.34654343 5050361.79396470, 291017.02534343 5050360.59396470, 291024.59174343 5050358.81806470, 291032.00264343 5050356.47646470, 291039.21564343 5050353.58236470, 291046.18984343 5050350.15226470, 291052.69374343 5050345.94576470, 291058.84474343 5050341.23826470, 291064.60424343 5050336.05906470, 291069.93624343 5050330.44076470, 291099.60774343 5050293.81796470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 291131.21844343 5049603.24186470, 291130.73104343 5049602.66646470, 291130.09614343 5049602.03156470, 291129.54044343 5049601.27746470, 291128.98474343 5049600.32496470, 291128.68234343 5049599.50936470, 291108.56934343 5049535.29406470, 291095.58064343 5049494.66076470, 291087.34484343 5049468.36946470, 291077.52514343 5049436.69316470, 291068.33894343 5049407.55096470, 291066.23594343 5049400.88546470, 291065.30984343 5049398.50416470, 291063.85474343 5049396.51986470, 291061.73804343 5049395.06466470, 291059.35674343 5049394.40316470, 291057.10784343 5049394.27086470, 291052.18414343 5049395.51396470, 291025.89274343 5049406.28386470, 290977.90314343 5049425.44806470, 290919.46034343 5049449.20526470, 290861.49274343 5049472.96246470, 290837.00124343 5049483.85276470, 290814.45344343 5049494.66076470, 290789.27084343 5049507.80646470, 290774.06614343 5049516.67576470, 290759.33664343 5049525.86196470, 290743.65694343 5049536.31516470, 290728.13554343 5049548.35216470, 290714.67304343 5049559.43886470)"
12103,ChaussÃ©e dÃ©signÃ©e,PavÃ©,,,,,,"LINESTRING  ( 287751.55034343 5051216.86156470, 287752.20244343 5051223.87686470)"
12103,ChaussÃ©e dÃ©signÃ©e,PavÃ©,,,,,,"LINESTRING  ( 287752.20244343 5051223.87686470, 287753.79324343 5051240.99006470, 287753.95314343 5051246.48346470, 287753.46204343 5051251.95716470, 287752.32694343 5051257.33436470, 287750.56374343 5051262.53946470, 287748.19714343 5051267.49946470, 287745.26044343 5051272.14476470, 287741.67284343 5051276.86546470, 287741.10814343 5051277.99846470, 287740.72904343 5051279.20626470, 287740.54514343 5051280.45876470, 287740.56114343 5051281.72456470, 287740.77634343 5051282.97206470, 287741.18564343 5051284.16996470, 287741.77874343 5051285.28846470, 287742.54074343 5051286.29936470, 287743.45254343 5051287.17746470, 287752.09624343 5051293.36226470, 287813.51694343 5051338.96726470, 287869.45974343 5051381.36716470, 287961.51574343 5051451.51616470, 288023.63164343 5051497.40456470, 288067.64614343 5051529.88896470, 288106.19774343 5051558.34156470)"
12103,ChaussÃ©e dÃ©signÃ©e,PavÃ©,,,,,,"LINESTRING  ( 288122.80514343 5051574.84036470, 288104.12274343 5051561.00716470)"
12103,ChaussÃ©e dÃ©signÃ©e,PavÃ©,,,,,,"LINESTRING  ( 288106.19774343 5051558.34156470, 288124.87074343 5051572.12296470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 284776.59754343 5054278.95306470, 284774.70114343 5054278.23126470, 284770.53634343 5054276.64606470, 284758.21954343 5054271.95826470, 284688.36944343 5054246.87566470, 284686.79564343 5054246.21896470, 284685.07584343 5054245.42516470, 284683.22374343 5054244.49916470, 284681.10704343 5054242.91166470, 284679.51954343 5054241.32416470, 284678.36814343 5054239.41446470, 284677.57444343 5054237.66816470, 284677.04884343 5054235.32656470, 284676.94884343 5054233.42656470, 284677.41564343 5054229.88946470, 284682.03314343 5054207.06056470, 284688.84574343 5054174.96186470, 284699.09874343 5054123.84886470, 284706.44494343 5054087.48206470, 284707.43314343 5054083.63216470, 284708.37194343 5054079.87036470, 284709.64204343 5054076.21916470, 284711.07074343 5054072.72666470, 284713.13444343 5054068.44036470, 284718.14874343 5054059.95186470, 284739.64584343 5054028.91156470, 284740.24154343 5054027.14346470, 284740.63844343 5054024.89456470, 284740.77074343 5054022.77786470, 284740.24154343 5054020.52886470, 284739.18324343 5054018.27986470, 284737.74084343 5054016.37026470, 284735.61134343 5054014.44346470, 284733.62694343 5054012.85596470, 284729.48574343 5054009.86156470, 284727.27694343 5054007.96116470, 284725.29264343 5054006.37366470, 284722.65944343 5054004.14646470, 284720.27824343 5054001.44776470, 284718.28104343 5053999.22986470, 284716.03214343 5053996.31946470, 284713.76954343 5053993.35146470, 284712.06344343 5053990.63086470, 284709.81434343 5053986.79446470, 284706.46704343 5053979.69896470, 284704.39044343 5053974.49126470, 284702.65694343 5053969.69766470, 284701.48004343 5053964.70166470, 284700.42174343 5053960.46836470, 284699.89254343 5053956.36726470, 284699.36334343 5053951.34026470, 284699.23104343 5053945.65166470, 284699.49564343 5053941.28606470, 284699.89254343 5053937.44946470, 284700.55394343 5053934.00996470, 284701.38704343 5053930.32766470, 284722.38214343 5053827.38266470, 284737.33104343 5053753.03456470, 284753.05214343 5053675.09346470, 284759.90604343 5053641.12086470)"
12103,Bande cyclable,PavÃ©,,Sentier mÃ©tropolitain Oka - St-Hilaire,,,,"LINESTRING  ( 283459.36694343 5042883.56036470, 283446.45594343 5042906.85096470)"
12103,Piste cyclable,Gravier,,,,,,"LINESTRING  ( 283392.29634343 5042894.66166470, 283389.18834343 5042897.13556470, 283386.00804343 5042899.78796470, 283382.74354343 5042902.67686470, 283380.11254343 5042905.65776470, 283376.92244343 5042909.61196470, 283360.34884343 5042933.12656470, 283350.11934343 5042946.90686470, 283347.98654343 5042949.35566470, 283345.46104343 5042951.81466470, 283342.66374343 5042954.36346470, 283339.93704343 5042956.56436470, 283336.77814343 5042958.68256470, 283329.95184343 5042962.65126470, 283327.62624343 5042964.07006470, 283325.21414343 5042965.61026470, 283322.98974343 5042967.29706470, 283321.30874343 5042968.80406470, 283319.11754343 5042971.22196470, 283316.39454343 5042974.83616470, 283287.08924343 5043015.99136470, 283252.32294343 5043065.36266470, 283213.37334343 5043119.92796470, 283210.15274343 5043124.61456470, 283205.29704343 5043130.90976470, 283200.85994343 5043136.89556470, 283177.50884343 5043166.39696470, 283171.81854343 5043173.93796470, 283165.47154343 5043182.57746470, 283158.69054343 5043192.28806470, 283151.11204343 5043203.79316470, 283142.50714343 5043217.00226470, 283132.84804343 5043232.45016470, 283125.21154343 5043243.94356470, 283116.11514343 5043257.29186470, 283102.62184343 5043275.91146470, 283092.27834343 5043290.18456470, 283075.57314343 5043314.40256470, 283066.11804343 5043327.66486470, 283047.92734343 5043353.13966470, 283036.49614343 5043369.18926470, 283019.38234343 5043392.38296470, 283011.03174343 5043403.58696470, 283006.78014343 5043409.02876470, 283000.79094343 5043416.43686470, 282990.08874343 5043430.13496470, 282983.60304343 5043438.56536470, 282978.64584343 5043445.16806470, 282968.87024343 5043458.58286470, 282932.12354343 5043509.86366470, 282925.29724343 5043520.34116470, 282920.53474343 5043527.96116470, 282915.86164343 5043536.22906470, 282913.30284343 5043541.18026470, 282910.57594343 5043546.60436470, 282908.91824343 5043550.14426470, 282901.37474343 5043566.32616470, 282899.55684343 5043569.94226470, 282898.24064343 5043572.27156470, 282896.55644343 5043574.73376470, 282894.77564343 5043577.25816470)"
12103,Piste cyclable,PavÃ©,,,,,,"LINESTRING  ( 283446.45594343 5042906.85096470, 283445.88234343 5042907.81536470, 283445.26764343 5042908.51496470, 283444.54114343 5042909.12246470, 283443.30484343 5042909.41576470, 283441.85514343 5042909.12246470, 283439.44884343 5042908.12656470, 283432.24884343 5042905.12656470, 283403.79964343 5042892.40096470, 283402.15274343 5042892.03766470, 283400.62164343 5042891.84876470, 283399.12464343 5042891.93826470, 283397.16834343 5042892.50836470, 283395.23484343 5042893.26416470, 283392.29634343 5042894.66166470)"
12103,Piste cyclable,Gravier,,,,,,"LINESTRING  ( 282696.33514343 5044317.11486470, 282651.64884343 5044368.92656470, 282608.53474343 5044418.68696470, 282557.63154343 5044478.87556470, 282552.72144343 5044484.75856470, 282546.36024343 5044492.36936470, 282500.82264343 5044547.19536470, 282467.44884343 5044586.92656470, 282448.64884343 5044609.72656470, 282395.09494343 5044670.94116470, 282360.96354343 5044711.89886470, 282343.90624343 5044732.12846470)"
12103,Piste cyclable,PavÃ©,,,,,,"LINESTRING  ( 282894.77564343 5043577.25816470, 282886.74454343 5043599.92746470)"
12103,Bande cyclable,PavÃ©,,Sentier mÃ©tropolitain Oka - St-Hilaire,,,,"LINESTRING  ( 283448.36944343 5042871.69916470, 283459.43104343 5042878.18996470, 283460.36024343 5042878.95206470, 283460.75404343 5042879.94196470, 283460.74744343 5042880.62406470, 283460.62514343 5042881.31136470, 283460.21444343 5042882.05166470, 283459.37164343 5042883.57066470)"
12103,ChaussÃ©e dÃ©signÃ©e,PavÃ©,,,,,,"LINESTRING  ( 288537.42504343 5046510.29306470, 288524.51004343 5046529.12786470, 288488.31494343 5046581.09216470, 288486.60174343 5046583.99466470, 288485.35164343 5046587.12466470, 288480.30824343 5046606.48546470)"
12103,ChaussÃ©e dÃ©signÃ©e,PavÃ©,1,,,Les Chemins de la Nature,,"LINESTRING  ( 276498.78794343 5045961.43456470, 276507.69944343 5045967.98696470, 276522.90134343 5045979.72956470, 276540.13014343 5045992.58516470, 276560.82044343 5046008.49936470, 276597.91964343 5046035.67006470, 276611.25894343 5046045.67316470, 276625.14594343 5046056.24656470, 276659.64774343 5046081.64026470)"
12103,ChaussÃ©e dÃ©signÃ©e,PavÃ©,1,,,Les Chemins de la Nature,,"LINESTRING  ( 276494.69864343 5045958.46106470, 276498.78794343 5045961.43456470)"
12103,ChaussÃ©e dÃ©signÃ©e,PavÃ©,,,,,,"LINESTRING  ( 288474.44564343 5046602.58576470, 288479.95414343 5046585.11376470, 288480.66704343 5046583.31496470, 288481.58864343 5046581.61356470, 288482.70584343 5046580.03376470, 288524.18104343 5046518.43966470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 284642.87364343 5054316.17176470, 284653.64884343 5054322.62656470, 284681.86284343 5054340.64136470, 284695.83554343 5054349.52426470, 284708.00634343 5054356.80026470, 284717.00224343 5054362.35656470, 284726.34884343 5054367.92656470, 284735.65534343 5054373.07216470, 284744.12204343 5054377.70236470, 284751.25404343 5054381.42416470)"
12103,Bande cyclable,PavÃ©,,Sentier mÃ©tropolitain Oka - St-Hilaire,,,Oui,"LINESTRING  ( 280480.35284343 5042313.40676470, 280533.64964343 5042310.01666470, 280547.76684343 5042308.88476470, 280561.81264343 5042307.06936470, 280575.75374343 5042304.57496470, 280589.55744343 5042301.40716470, 280603.19134343 5042297.57366470, 280616.62314343 5042293.08326470, 280636.40504343 5042286.24486470, 280649.05454343 5042281.98816470)"
12103,Bande cyclable,PavÃ©,,Sentier mÃ©tropolitain Oka - St-Hilaire,,,Oui,"LINESTRING  ( 279436.11564343 5042389.01476470, 279429.78704343 5042400.86626470)"
12103,Piste cyclable,PavÃ©,,,,,,"LINESTRING  ( 281961.34464343 5052569.88716470, 281978.91104343 5052576.08506470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 287609.50474343 5051144.12436470, 287616.28494343 5051149.26176470)"
12103,Bande cyclable,PavÃ©,,,VÃ©lo-Express Saint-Martin,La Route des Fleurs,,"LINESTRING  ( 277701.47454343 5044559.19836470, 277683.94454343 5044584.50536470, 277661.84694343 5044616.46346470, 277641.28994343 5044646.38516470, 277620.86594343 5044676.00786470, 277599.98044343 5044706.47866470, 277581.18014343 5044733.65276470, 277561.82114343 5044761.83126470, 277550.24904343 5044778.57676470, 277545.00884343 5044786.83286470, 277542.55894343 5044790.82826470, 277540.48024343 5044794.77796470, 277538.40434343 5044799.66976470, 277537.28874343 5044802.55866470, 277536.14854343 5044806.16696470, 277535.46104343 5044808.75886470, 277534.80494343 5044811.49676470, 277534.53504343 5044813.90486470, 277533.61234343 5044819.89926470, 277533.27604343 5044820.84526470, 277532.76394343 5044821.58676470, 277532.12284343 5044821.89156470, 277531.03214343 5044821.91246470, 277517.52584343 5044819.46786470)"
12103,Bande cyclable,PavÃ©,,,VÃ©lo-Express Saint-Martin,La Route des Fleurs,,"LINESTRING  ( 277517.52584343 5044819.46786470, 277519.30164343 5044814.49356470, 277521.15344343 5044810.23246470, 277524.56864343 5044802.75006470, 277526.01384343 5044799.78296470, 277526.29604343 5044799.16396470, 277527.24664343 5044797.38846470, 277528.36474343 5044795.44166470, 277529.99764343 5044792.62106470, 277531.79994343 5044789.79866470, 277533.81844343 5044786.74216470, 277544.64124343 5044770.95586470, 277554.64424343 5044756.47646470, 277564.24204343 5044742.68776470, 277572.18014343 5044731.19516470, 277580.01614343 5044719.79046470, 277589.80734343 5044705.58216470, 277598.67924343 5044692.63656470, 277607.49054343 5044679.81146470, 277617.58224343 5044665.13276470, 277629.53474343 5044647.61016470, 277646.07704343 5044623.60056470, 277667.00964343 5044593.28406470, 277675.81374343 5044580.55406470, 277690.06514343 5044559.99256470, 277694.18934343 5044554.05816470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 288738.57404343 5047720.92496470, 288740.53074343 5047710.07976470, 288742.00354343 5047703.44326470, 288744.05584343 5047696.96246470, 288746.67174343 5047690.68796470, 288749.83074343 5047684.66856470, 288753.50834343 5047678.95126470, 288757.67574343 5047673.58046470, 288785.61584343 5047638.86706470, 288817.26004343 5047599.17946470, 288852.39674343 5047554.88816470, 288890.65564343 5047506.83966470, 288941.34984343 5047443.02206470, 288967.86114343 5047409.57866470, 289011.83504343 5047354.43936470, 289014.17734343 5047351.02686470, 289016.17424343 5047347.40146470, 289016.91504343 5047345.60226470, 289019.50014343 5047341.28066470, 289022.57714343 5047337.29436470, 289042.68554343 5047311.84136470, 289056.60264343 5047294.43176470, 289060.81634343 5047289.34806470)"
12103,Piste cyclable,PavÃ©,,,,,,"LINESTRING  ( 286680.47574343 5045872.71126470, 286673.81864343 5045880.73866470, 286664.91224343 5045891.32686470, 286651.11744343 5045908.52006470, 286645.87864343 5045915.50496470, 286640.79864343 5045922.01376470, 286636.19494343 5045927.25256470, 286595.55484343 5045978.68756470, 286581.58474343 5045996.78516470, 286552.53354343 5046034.72646470, 286538.08724343 5046053.93526470, 286520.30714343 5046077.27156470, 286511.25844343 5046088.38406470, 286507.44834343 5046091.40036470, 286505.06714343 5046093.30536470, 286503.40934343 5046095.03286470, 286495.10174343 5046105.66616470, 286493.04174343 5046109.05356470, 286492.68454343 5046109.49796470, 286490.46214343 5046113.46666470, 286486.81084343 5046120.13416470, 286483.91844343 5046124.35806470, 286477.44454343 5046132.67546470, 286462.99824343 5046151.24926470, 286440.93204343 5046178.87176470, 286434.26444343 5046186.96806470, 286394.89894343 5046237.29556470, 286393.78314343 5046238.72066470, 286393.46564343 5046240.14946470)"
