ï»¿TYPE_VOIE,TYPE_EQUIPEMENT,REVETEMENT_VOIE,ROUTE_VERTE_NO,ROUTE_CMM,VELO_EXPRESS,CIRCUIT_AGROTOURISTIQUE,TOUR_ILE,WKT
12103,Piste cyclable,PavÃ©,,,,,,"LINESTRING  ( 287363.75284343 5044927.94766470, 287367.62954343 5044930.61816470, 287404.03004343 5044955.69276470, 287450.01464343 5044987.54866470, 287453.18964343 5044989.87696470, 287455.41214343 5044991.72896470, 287457.10544343 5044993.52826470, 287458.37554343 5044995.11576470, 287459.48674343 5044996.17406470, 287460.76314343 5044997.11666470, 287481.02384343 5045011.20246470, 287483.29934343 5045012.52526470, 287484.78094343 5045013.21326470, 287486.42144343 5045013.95406470, 287488.48514343 5045014.74786470, 287490.54884343 5045015.70036470, 287492.50684343 5045016.75866470, 287494.88814343 5045018.45206470, 287506.37104343 5045026.38956470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 287954.58404343 5046970.51626470, 287987.41074343 5046922.15846470, 288020.81444343 5046872.68126470, 288038.27384343 5046847.64596470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 291621.03144343 5051720.06996470, 291621.05104343 5051709.16626470, 291621.61224343 5051696.02806470, 291622.92704343 5051682.94376470, 291624.99124343 5051669.95656470, 291627.79794343 5051657.10936470, 291630.71434343 5051646.87936470, 291633.97884343 5051636.75506470, 291637.58754343 5051626.74836470, 291642.02054343 5051615.87826470, 291647.01634343 5051605.25516470, 291652.56134343 5051594.90806470, 291658.64034343 5051584.86536470, 291665.23654343 5051575.15456470, 291702.93974343 5051525.74346470, 291739.30194343 5051477.56096470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 291621.58694343 5051732.41136470, 291621.03144343 5051720.06996470)"
12103,Piste cyclable,PavÃ©,,,,,,"LINESTRING  ( 287360.82944343 5044925.93396470, 287363.75284343 5044927.94766470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 286707.24494343 5044130.41226470, 286698.88504343 5044130.57926470, 286662.56384343 5044129.59936470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 288056.00384343 5046855.16026470, 288053.30514343 5046859.06146470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 285957.58604343 5048105.30816470, 285970.93574343 5048088.33956470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 285981.91814343 5048074.37996470, 285994.58514343 5048058.27916470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 285603.04104343 5047575.53336470, 285596.29084343 5047589.65036470, 285591.36964343 5047598.51386470, 285585.20484343 5047607.72136470, 285578.82354343 5047616.28136470, 285572.26664343 5047624.70766470, 285563.42554343 5047635.14356470, 285554.16914343 5047645.21296470, 285543.32114343 5047655.45236470, 285534.04274343 5047663.08676470, 285524.42994343 5047670.29546470, 285501.99314343 5047685.48256470, 285498.51594343 5047688.09526470, 285495.21984343 5047690.93306470, 285487.30294343 5047698.43096470, 285479.70924343 5047706.25586470, 285469.48734343 5047716.53416470, 285462.48144343 5047724.66556470, 285455.95564343 5047733.18706470, 285453.86584343 5047736.77656470, 285452.17204343 5047740.56896470, 285450.78654343 5047743.80816470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 285450.78644343 5047743.80816470, 285456.27314343 5047747.68626470, 285458.94544343 5047749.48546470, 285461.61794343 5047751.18546470, 285467.02464343 5047754.31426470, 285488.14514343 5047766.76056470, 285509.45444343 5047778.88066470, 285533.82364343 5047791.96416470, 285558.42894343 5047804.59826470, 285593.31174343 5047822.93696470, 285599.36084343 5047825.99416470, 285671.43274343 5047863.75916470, 285725.17814343 5047892.38616470, 285731.14004343 5047895.61006470, 285744.27264343 5047902.97056470, 285760.01534343 5047912.01926470, 285792.77084343 5047932.07476470, 285803.56004343 5047939.10566470, 285814.12914343 5047946.46336470, 285824.46804343 5047954.14106470, 285844.96784343 5047969.34926470, 285850.38714343 5047973.41966470, 285867.93914343 5047986.73776470, 285890.28404343 5048004.11606470, 285922.79614343 5048028.64606470, 285938.63444343 5048040.55926470, 285959.92584343 5048056.71416470, 285966.54084343 5048061.92006470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 285436.21984343 5047733.51226470, 285450.78654343 5047743.80816470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 285437.64254343 5047761.48906470, 285434.41294343 5047759.17526470, 285425.37304343 5047751.96526470, 285421.45444343 5047748.83986470)"
12103,ChaussÃ©e dÃ©signÃ©e,PavÃ©,,,,,,"LINESTRING  ( 279705.28334343 5042531.68246470, 279690.60654343 5042552.33066470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 285436.21984343 5047733.51226470, 285438.59604343 5047731.03586470, 285441.21824343 5047728.82146470, 285443.47204343 5047726.70726470, 285445.46114343 5047724.34236470, 285451.16664343 5047717.15326470, 285454.62694343 5047712.55356470, 285458.37134343 5047708.18216470, 285462.38494343 5047704.05636470, 285467.25274343 5047698.94436470, 285472.49204343 5047694.21386470, 285478.10124343 5047689.45136470, 285484.57474343 5047684.56656470, 285491.43634343 5047680.24386470, 285511.51824343 5047667.41146470, 285523.77794343 5047658.75666470, 285533.38194343 5047651.27046470, 285542.48424343 5047643.18166470, 285551.04704343 5047634.52376470, 285559.16984343 5047625.41666470, 285566.75254343 5047615.85506470, 285570.82884343 5047610.69646470, 285577.76104343 5047601.62386470, 285585.93264343 5047588.80656470, 285589.30584343 5047582.71826470, 285590.67774343 5047579.09226470, 285591.52834343 5047575.30986470, 285591.98694343 5047572.95556470, 285592.76334343 5047570.68606470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 285957.58604343 5048105.30816470, 285958.76414343 5048101.93056470, 285959.38794343 5048098.40826470, 285959.79434343 5048092.86896470, 285959.72404343 5048089.58496470, 285959.14914343 5048086.35096470, 285958.08314343 5048083.24406470, 285956.55154343 5048080.33826470, 285954.67454343 5048077.25526470, 285952.48874343 5048074.38286470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 285952.48874343 5048074.38286470, 285932.44354343 5048059.18966470, 285888.65604343 5048025.94906470, 285845.49214343 5047993.40276470, 285821.26654343 5047975.22836470, 285803.58594343 5047962.16746470, 285785.52124343 5047949.64316470, 285768.35324343 5047938.75486470, 285751.01954343 5047928.13246470, 285736.12204343 5047919.60406470, 285720.97914343 5047911.51936470, 285715.02884343 5047908.27416470, 285686.40814343 5047892.46656470, 285649.94844343 5047873.39006470, 285604.30774343 5047849.49816470, 285590.24384343 5047842.47576470, 285584.17604343 5047839.45576470, 285570.59974343 5047832.67056470, 285561.73624343 5047828.11976470, 285520.38174343 5047806.87366470, 285511.43184343 5047802.43746470, 285502.36364343 5047798.24826470, 285488.87134343 5047791.79526470, 285480.49504343 5047787.79516470, 285474.84684343 5047784.67506470, 285453.71404343 5047771.75576470, 285442.71634343 5047765.12426470, 285437.64254343 5047761.48906470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 285966.54084343 5048061.92006470, 285972.22194343 5048066.39106470, 285978.31574343 5048071.25776470, 285981.91814343 5048074.37996470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 285992.45414343 5048102.00126470, 285988.54544343 5048099.53356470, 285977.93584343 5048092.83526470, 285970.93574343 5048088.33956470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 279426.64624343 5042384.12346470, 279436.11564343 5042389.01476470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 282335.42414343 5050643.94476470, 282362.08214343 5050649.12016470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 285992.45414343 5048102.00126470, 285990.31904343 5048104.68916470, 285986.35024343 5048109.84856470, 285955.98924343 5048148.80856470, 285948.85374343 5048158.41616470, 285942.04134343 5048168.25556470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 285970.93574343 5048088.33956470, 285964.49024343 5048083.42716470, 285952.48874343 5048074.38286470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 285981.91814343 5048074.37996470, 285985.09334343 5048077.54496470, 285993.89054343 5048086.09346470, 286000.21144343 5048092.23576470)"
12104,Piste piÃ©tonniÃ¨re,PavÃ©,,,,,,"LINESTRING  ( 285778.73234343 5054828.54976470, 285746.06944343 5054811.92066470, 285702.41314343 5054790.88626470, 285643.51904343 5054761.69386470, 285628.57154343 5054754.30876470)"
12104,Piste piÃ©tonniÃ¨re,PavÃ©,,,,,,"LINESTRING  ( 283038.88964343 5050494.81556470, 283063.57534343 5050460.04916470, 283102.23094343 5050405.51846470, 283140.41044343 5050352.01956470, 283173.11304343 5050305.66446470, 283184.06684343 5050289.86886470, 283187.63864343 5050285.10636470, 283190.49624343 5050281.61376470, 283193.11554343 5050278.59756470, 283195.25874343 5050276.21626470, 283197.63994343 5050273.19996470, 283200.81494343 5050269.39006470, 283203.51364343 5050265.81816470, 283213.91184343 5050251.76876470, 283215.10244343 5050249.86376470, 283215.89624343 5050247.95876470, 283216.53124343 5050246.13306470, 283216.82514343 5050244.55666470, 283217.00744343 5050242.32316470, 283217.64254343 5050229.62306470, 283218.03934343 5050216.76426470, 283218.03934343 5050215.33556470, 283217.88054343 5050214.14496470, 283217.72184343 5050213.11306470, 283217.08684343 5050211.92246470, 283215.88974343 5050210.73946470, 283209.30814343 5050205.17546470, 283204.14874343 5050200.80986470, 283197.16364343 5050195.25366470, 283194.06804343 5050192.55486470, 283192.79804343 5050191.36426470, 283191.52804343 5050189.85616470, 283190.25804343 5050188.50676470, 283188.67054343 5050186.99866470, 283186.52744343 5050185.41116470, 283169.69994343 5050173.90176470, 283147.79234343 5050158.74106470, 283131.20294343 5050146.91416470, 283118.74104343 5050137.54786470, 283101.33614343 5050124.00266470, 283098.97654343 5050122.14916470, 283097.62724343 5050120.72036470, 283096.75414343 5050119.60906470, 283095.80154343 5050118.10096470, 283095.16664343 5050116.35466470, 283094.21404343 5050111.19536470, 283093.57914343 5050106.90906470, 283093.10284343 5050104.76596470, 283092.62654343 5050100.47966470, 283092.22974343 5050095.08226470, 283091.99164343 5050087.85906470, 283092.15034343 5050085.16026470, 283092.54714343 5050083.25526470, 283093.10284343 5050081.50906470, 283094.45224343 5050077.93706470, 283098.18284343 5050068.41206470, 283100.48474343 5050062.45896470, 283101.11974343 5050060.47456470, 283101.59604343 5050058.56966470, 283103.89784343 5050046.10776470, 283104.05664343 5050044.28216470, 283104.05664343 5050042.77396470, 283103.81844343 5050039.83706470, 283103.18354343 5050037.69396470, 283102.31034343 5050035.07456470, 283101.43724343 5050031.97886470, 283100.80224343 5050029.51826470, 283100.16724343 5050025.86706470, 283099.92914343 5050023.32706470, 283099.69104343 5050017.21516470, 283099.69104343 5050014.67516470, 283100.24664343 5050010.38886470, 283101.59604343 5050003.80076470, 283102.70724343 5049999.75266470, 283104.29474343 5049995.14886470, 283106.75534343 5049989.67196470, 283108.42224343 5049986.73506470, 283110.00974343 5049984.59196470, 283111.67664343 5049982.60766470, 283114.05794343 5049980.54386470, 283116.28034343 5049979.11506470, 283120.01104343 5049976.97196470, 283121.83664343 5049975.86076470)"
12104,Piste piÃ©tonniÃ¨re,PavÃ©,,,,,,"LINESTRING  ( 283160.47804343 5049876.78466470, 283160.80984343 5049876.48296470, 283161.28614343 5049875.60986470, 283161.20674343 5049873.94296470, 283160.49244343 5049872.43486470, 283159.38114343 5049870.76806470, 283157.95234343 5049869.02176470, 283156.44424343 5049867.51356470, 283154.53924343 5049866.08486470, 283152.23734343 5049864.97366470, 283149.22114343 5049863.30676470, 283145.56984343 5049861.00486470, 283141.83914343 5049858.62366470, 283138.90234343 5049856.48046470, 283135.56854343 5049853.70236470, 283131.83794343 5049850.36856470, 283127.63104343 5049845.92356470, 283124.21784343 5049841.87536470, 283121.28104343 5049838.46226470, 283118.74104343 5049834.89046470, 283116.20094343 5049831.08036470, 283113.42284343 5049826.15916470, 283111.59724343 5049822.42856470, 283108.50164343 5049815.44346470)"
12104,Piste piÃ©tonniÃ¨re,Gravier,,,,,,"LINESTRING  ( 283121.83664343 5049975.86076470, 283123.02724343 5049974.67016470, 283125.09104343 5049971.89186470, 283130.32984343 5049964.03376470, 283137.07664343 5049954.98506470, 283141.60104343 5049948.79376470, 283144.29984343 5049945.06316470, 283145.49044343 5049942.99946470, 283146.36354343 5049941.01506470, 283147.23674343 5049938.87186470, 283147.87174343 5049936.57006470, 283150.81844343 5049920.12686470, 283155.01544343 5049900.93056470, 283158.98424343 5049879.41996470, 283159.30174343 5049878.14986470, 283159.93674343 5049877.27676470, 283160.47804343 5049876.78466470)"
12105,Bande polyvalente cyclable - piÃ©tonniÃ¨re,PavÃ©,,,,,,"LINESTRING  ( 285395.76164343 5050745.08586470, 285376.36124343 5050770.21486470, 285343.39414343 5050812.97156470, 285313.54904343 5050851.49496470, 285285.39734343 5050887.84876470, 285243.01104343 5050942.88226470, 285241.68824343 5050944.56396470)"
12105,Bande polyvalente cyclable - piÃ©tonniÃ¨re,PavÃ©,,,,,,"LINESTRING  ( 285372.82374343 5050727.88686470, 285375.21504343 5050724.80296470, 285418.55384343 5050668.65826470, 285473.58724343 5050597.32646470, 285505.81364343 5050555.73386470, 285543.06704343 5050507.47376470, 285578.09794343 5050462.28286470, 285611.80594343 5050418.67946470, 285634.34844343 5050389.41646470, 285671.91934343 5050340.68016470, 285708.74944343 5050293.00206470, 285722.87824343 5050274.79876470)"
12104,Piste piÃ©tonniÃ¨re,Gravier,,,,,,"LINESTRING  ( 283869.39214343 5050938.84396470, 283871.33314343 5050939.16806470, 283873.01224343 5050939.06136470, 283874.83784343 5050938.82326470, 283879.60034343 5050937.87066470, 283882.14034343 5050937.47386470, 283884.36284343 5050937.47386470, 283886.90284343 5050937.95006470, 283947.37454343 5050949.96306470, 283976.25334343 5050956.69326470, 283979.61304343 5050957.47636470, 283981.75614343 5050958.42886470, 283982.86744343 5050959.46076470, 283983.53964343 5050960.84526470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 279770.30504343 5043307.83666470, 279766.23424343 5043315.89376470)"
12105,Bande polyvalente cyclable - piÃ©tonniÃ¨re,PavÃ©,,,,,,"LINESTRING  ( 285206.27374343 5050948.29356470, 285218.72864343 5050927.53416470, 285219.45354343 5050926.42866470)"
12105,Bande polyvalente cyclable - piÃ©tonniÃ¨re,PavÃ©,,,,,,"LINESTRING  ( 285241.68824343 5050944.56396470, 285225.16394343 5050965.57166470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 279758.71534343 5043312.47066470, 279762.55464343 5043304.24066470)"
12105,Bande polyvalente cyclable - piÃ©tonniÃ¨re,PavÃ©,,,,,,"LINESTRING  ( 285219.45354343 5050926.42866470, 285220.84534343 5050924.30626470, 285222.37694343 5050922.29316470, 285237.79014343 5050902.57686470, 285263.98394343 5050868.60426470, 285300.76114343 5050821.05856470, 285332.45824343 5050779.94226470, 285372.82374343 5050727.88686470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 282604.87504343 5051431.05126470, 282612.99844343 5051430.56036470, 282614.40014343 5051430.33656470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 285450.78654343 5047743.80816470, 285449.54464343 5047745.93016470, 285438.66614343 5047760.15096470, 285437.64254343 5047761.48906470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 285966.54084343 5048061.92006470, 285969.53904343 5048063.56126470, 285972.75744343 5048064.71186470, 285976.11654343 5048065.34346470, 285979.53304343 5048065.44046470, 285982.92254343 5048065.00046470, 285986.20104343 5048064.03426470, 285989.28754343 5048062.56576470, 285992.10544343 5048060.63146470, 285994.58514343 5048058.27916470)"
12103,Piste cyclable,PavÃ©,1,,,Les Chemins de la Nature,Oui,"LINESTRING  ( 275471.72814343 5046561.64506470, 275480.52814343 5046561.77386470, 275485.34434343 5046562.00886470, 275488.54614343 5046562.29436470, 275494.67224343 5046563.34006470, 275500.66814343 5046564.58306470, 275503.96194343 5046565.34006470, 275506.64734343 5046565.76636470, 275510.41104343 5046566.28236470, 275514.45344343 5046566.70746470, 275522.99514343 5046567.45146470, 275530.20154343 5046567.93106470, 275534.39224343 5046568.16326470, 275537.64084343 5046568.21676470, 275540.34224343 5046568.11126470, 275543.56354343 5046567.94186470, 275549.70764343 5046567.13826470, 275553.16094343 5046566.47866470, 275564.34824343 5046564.63136470, 275572.16314343 5046563.22406470, 275578.92954343 5046561.97726470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 286600.62124343 5051014.65246470, 286601.24164343 5051015.52636470, 286633.79674343 5051061.85396470, 286661.68684343 5051100.99566470, 286683.95424343 5051132.46796470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 285960.01974343 5050015.32496470, 285978.73754343 5050031.33826470, 286032.06734343 5050076.76596470, 286103.97424343 5050138.06386470, 286176.24914343 5050199.58106470, 286261.53444343 5050271.00896470, 286309.41794343 5050311.32906470, 286318.16674343 5050318.80966470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 287701.23624343 5052099.06926470, 287709.75994343 5052104.32026470, 287720.50394343 5052111.42966470)"
12103,Bande cyclable,PavÃ©,,,,,,"LINESTRING  ( 286702.00914343 5051171.76536470, 286693.22774343 5051159.34466470, 286633.15324343 5051074.30076470, 286599.59094343 5051026.40116470, 286596.15874343 5051022.12166470, 286592.55304343 5051017.98736470, 286587.72804343 5051012.57686470)"
