ROUTE_CMM,WKT
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 286093.50204343 5043682.55876470, 286093.72154343 5043681.25136470, 286093.72714343 5043679.92576470, 286093.51844343 5043678.61656470, 286093.10104343 5043677.35836470, 286092.48594343 5043676.18396470, 286091.68924343 5043675.12436470, 286090.73194343 5043674.20736470, 286089.63904343 5043673.45706470, 286022.06434343 5043635.30406470, 286019.96854343 5043634.12786470, 286017.98974343 5043632.76406470, 285953.16674343 5043578.10106470, 285884.42784343 5043519.99846470, 285884.09604343 5043519.77496470, 285883.73294343 5043519.60706470, 285883.34774343 5043519.49896470, 285882.95034343 5043519.45356470, 285882.55064343 5043519.47196470, 285882.15904343 5043519.55366470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 286046.34344343 5043851.67846470, 286054.80364343 5043855.65586470, 286060.70674343 5043857.98466470, 286064.47374343 5043859.44566470, 286066.48464343 5043860.08066470, 286074.10464343 5043862.19736470, 286085.15954343 5043864.93466470, 286100.25634343 5043868.76436470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 286041.25694343 5043849.26256470, 286041.94154343 5043847.72216470, 286043.91894343 5043843.90196470, 286046.08854343 5043840.19786470, 286095.77744343 5043774.10476470, 286117.04994343 5043746.64096470, 286117.28524343 5043746.31786470, 286117.46934343 5043745.96306470, 286117.59804343 5043745.58476470, 286117.66864343 5043745.19126470, 286117.67934343 5043744.79176470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 282901.07384343 5042362.85126470, 282896.94324343 5042361.28446470, 282890.54864343 5042359.03586470, 282862.16324343 5042349.74156470, 282848.88114343 5042345.24356470, 282844.43404343 5042343.34806470, 282840.20274343 5042341.01026470, 282785.91014343 5042304.33896470, 282768.50484343 5042293.24426470, 282750.82634343 5042282.59016470, 282740.97394343 5042277.39126470, 282730.82384343 5042272.80056470, 282694.04664343 5042258.14256470, 282682.21224343 5042253.51196470, 282670.56484343 5042248.42946470, 282659.12154343 5042242.90256470, 282655.46964343 5042241.29486470, 282651.92494343 5042239.46296470, 282638.53694343 5042230.62586470, 282619.96314343 5042217.18496470, 282608.79774343 5042209.77666470, 282594.29854343 5042200.30456470, 282583.66224343 5042193.47826470, 282579.95264343 5042191.10496470, 282576.09514343 5042188.98036470, 282559.30914343 5042180.40296470, 282542.33424343 5042172.20576470, 282530.14354343 5042166.86456470, 282517.71674343 5042162.09856470, 282505.08084343 5042157.91826470, 282496.52144343 5042155.44256470, 282487.83344343 5042153.46486470, 282479.04584343 5042151.99156470, 282467.29824343 5042150.19236470, 282456.88364343 5042149.15396470, 282446.44904343 5042148.34026470, 282434.71164343 5042147.65376470, 282423.00694343 5042146.54106470, 282412.76024343 5042145.35336470, 282402.58214343 5042143.67596470, 282392.49624343 5042141.51256470, 282382.52564343 5042138.86816470, 282371.57184343 5042136.11646470, 282366.57074343 5042134.88336470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 282351.45584343 5042123.25996470, 282368.42994343 5042127.05226470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 282366.57074343 5042134.88336470, 282349.20774343 5042130.60226470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 282901.07384343 5042362.85126470, 282904.32334343 5042355.74826470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 282910.68144343 5042366.68276470, 282905.69314343 5042364.63366470, 282901.07384343 5042362.85126470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 282914.18454343 5042359.69226470, 282910.68144343 5042366.68276470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 282915.70324343 5042360.37916470, 282924.44434343 5042365.63356470, 282928.11834343 5042367.35426470, 282931.90564343 5042368.80856470, 282952.01144343 5042375.62196470, 282972.24574343 5042382.04336470, 282992.60114343 5042388.07026470, 283038.63874343 5042400.50566470, 283039.18194343 5042400.59926470, 283039.73304343 5042400.60766470, 283040.27874343 5042400.53086470, 283040.80614343 5042400.37056470, 283041.30234343 5042400.13066470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 283041.30234343 5042400.13066470, 283040.27914343 5042403.41606470, 283039.97704343 5042403.66346470, 283039.64074343 5042403.86176470, 283039.27794343 5042404.00616470, 283038.89734343 5042404.09336470, 283038.50794343 5042404.12136470, 283038.11884343 5042404.08936470, 283037.73914343 5042403.99816470, 283013.89204343 5042397.89216470, 282990.21994343 5042391.13936470, 282933.75774343 5042373.46516470, 282930.52974343 5042372.51266470, 282913.64934343 5042367.69726470, 282910.68144343 5042366.68276470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 283363.06804343 5042157.89316470, 283364.79984343 5042153.55566470, 283366.90844343 5042148.58316470, 283369.52764343 5042143.85976470, 283372.62864343 5042139.43756470, 283376.17694343 5042135.36556470, 283380.72474343 5042130.47126470, 283384.92184343 5042125.27306470, 283388.74784343 5042119.79606470, 283392.18434343 5042114.06656470, 283395.87254343 5042107.26506470, 283399.06144343 5042100.21556470, 283401.73434343 5042092.95476470, 283403.87744343 5042085.52036470, 283405.47964343 5042077.95086470, 283406.20724343 5042073.98206470, 283407.94664343 5042067.27736470, 283410.27214343 5042060.75276470, 283413.16554343 5042054.45926470, 283416.60414343 5042048.44646470, 283420.56094343 5042042.76116470, 283456.14744343 5041991.56416470, 283494.31364343 5041936.66306470, 283506.41834343 5041919.53126470, 283511.28514343 5041912.68886470, 283516.60864343 5041906.19546470, 283522.36374343 5041900.08136470, 283528.52374343 5041894.37536470, 283535.05954343 5041889.10406470, 283541.87734343 5041884.72256470, 283548.96494343 5041880.79236470, 283556.29244343 5041877.33006470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 283041.30234343 5042400.13066470, 283041.84004343 5042398.89196470, 283043.34914343 5042394.45226470, 283044.48244343 5042389.76006470, 283045.66364343 5042385.90266470, 283047.01394343 5042382.02116470, 283048.24314343 5042379.60446470, 283049.81274343 5042377.39356470, 283051.66484343 5042375.47536470, 283053.25234343 5042373.62326470, 283054.50914343 5042371.96966470, 283055.22364343 5042370.78476470, 283056.19584343 5042369.17236470, 283057.88494343 5042366.43006470, 283059.42554343 5042363.93206470, 283060.26384343 5042362.44466470, 283061.18984343 5042361.25396470, 283062.11594343 5042360.12956470, 283066.76784343 5042354.71726470, 283071.23714343 5042349.15306470, 283071.93394343 5042348.11656470, 283072.50334343 5042347.00506470, 283072.93744343 5042345.83396470, 283075.39954343 5042337.74286470, 283075.79584343 5042336.71736470, 283076.33774343 5042335.76076470, 283077.01374343 5042334.89376470, 283080.34294343 5042331.21496470, 283083.83344343 5042327.98696470, 283087.81194343 5042325.38396470, 283092.16784343 5042323.47846470, 283096.77974343 5042322.32346470, 283101.51954343 5042321.95116470, 283106.25524343 5042322.37176470, 283108.41394343 5042322.76766470, 283121.31654343 5042325.46906470, 283236.40174343 5042352.93366470, 283241.23924343 5042353.91176470, 283243.07134343 5042354.16946470, 283244.92144343 5042354.15486470, 283246.74934343 5042353.86846470, 283248.51524343 5042353.31646470, 283252.33784343 5042351.56996470, 283255.90044343 5042349.34066470, 283259.14264343 5042346.66646470, 283262.00904343 5042343.59306470, 283270.59394343 5042332.74926470, 283278.78714343 5042321.60656470, 283286.57834343 5042310.17916470, 283293.95754343 5042298.48146470, 283312.61074343 5042268.58346470, 283320.89984343 5042253.80426470, 283328.73884343 5042238.78146470, 283336.12034343 5042223.52876470, 283343.03784343 5042208.05996470, 283363.06804343 5042157.89316470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 283556.29244343 5041877.33006470, 283595.42354343 5041861.27336470, 283596.50814343 5041860.71746470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 283596.50814343 5041860.71746470, 283601.11154343 5041857.98986470, 283605.42034343 5041854.81706470, 283609.39154343 5041851.23076470, 283612.98564343 5041847.26666470, 283616.16684343 5041842.96416470, 283637.96864343 5041811.63746470, 283640.94244343 5041805.52166470, 283643.47634343 5041799.21086470, 283645.55774343 5041792.73666470, 283647.17614343 5041786.13156470, 283647.91694343 5041782.32156470, 283650.58474343 5041772.98726470, 283653.96204343 5041763.88566470, 283658.02894343 5041755.07056470, 283662.76124343 5041746.59416470, 283668.13114343 5041738.50646470, 283744.96634343 5041629.18046470, 283755.12634343 5041614.36376470, 283757.93984343 5041609.00096470, 283760.17074343 5041603.37066470, 283761.79384343 5041597.53616470, 283762.21864343 5041594.73206470, 283762.15484343 5041591.89676470, 283761.60424343 5041589.11466470, 283760.58324343 5041586.46866470, 283759.12234343 5041584.03786470, 283757.26514343 5041581.89446470, 283755.06684343 5041580.10256470, 283752.59314343 5041578.71556470, 283749.91764343 5041577.77466470, 283747.12024343 5041577.30806470, 283744.28424343 5041577.32956470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 277431.08974343 5042709.60916470, 277408.78274343 5042712.78046470, 277402.05154343 5042713.50886470, 277395.28904343 5042713.83876470, 277381.02554343 5042713.50556470, 277366.78014343 5042712.71426470, 277355.62034343 5042711.58066470, 277344.50374343 5042710.08086470, 277333.44254343 5042708.21636470, 277321.03334343 5042705.66766470, 277308.76434343 5042702.51216470, 277296.66534343 5042698.75746470, 277255.22674343 5042685.39986470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 276936.86644343 5042582.96226470, 276921.48544343 5042577.90886470, 276914.76914343 5042575.75076470, 276907.89794343 5042574.15356470, 276900.91844343 5042573.12786470, 276893.87814343 5042572.68086470, 276886.82494343 5042572.81556470, 276878.70294343 5042573.85226470, 276870.70904343 5042575.62426470, 276862.90984343 5042578.11696470, 276855.37004343 5042581.30956470, 276848.15224343 5042585.17556470, 276841.31654343 5042589.68276470, 276807.64824343 5042613.09846470, 276800.54344343 5042617.78356470, 276793.08574343 5042621.88356470, 276785.32314343 5042625.37206470, 276777.30574343 5042628.22656470, 276769.08514343 5042630.42876470, 276764.76474343 5042631.27696470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 276764.06624343 5042623.91086470, 276766.54514343 5042623.36436470, 276774.57794343 5042621.09026470, 276782.42414343 5042618.23806470, 276790.04214343 5042614.82266470, 276797.39164343 5042610.86236470, 276804.43354343 5042606.37806470, 276841.95154343 5042580.02546470, 276848.47404343 5042575.78666470, 276855.34294343 5042572.13576470, 276862.50544343 5042569.10106470, 276869.90634343 5042566.70576470, 276877.48864343 5042564.96836470, 276885.19414343 5042563.90216470, 276892.96334343 5042563.51546470, 276901.03214343 5042563.70496470, 276909.05374343 5042564.59756470, 276916.96674343 5042566.18666470, 276924.71104343 5042568.45986470, 276932.22754343 5042571.40006470, 276939.97654343 5042574.03746470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 278062.28704343 5042547.37136470, 278061.51114343 5042547.61396470, 278048.34814343 5042550.98746470, 278043.18874343 5042552.50876470, 277978.10114343 5042572.15416470, 277920.02494343 5042589.88126470, 277907.19264343 5042593.91616470, 277903.22384343 5042595.37136470, 277865.18994343 5042610.51876470, 277852.95294343 5042615.21516470, 277848.78574343 5042616.67036470, 277833.83674343 5042621.69746470, 277830.91184343 5042622.58926470, 277828.08204343 5042623.74796470, 277818.62324343 5042627.58446470, 277816.37424343 5042628.17976470, 277778.80334343 5042635.65426470, 277710.54064343 5042648.94956470, 277670.58854343 5042656.49026470, 277626.99834343 5042664.09706470, 277618.99464343 5042665.35376470, 277607.08844343 5042667.99966470, 277575.33834343 5042675.14336470, 277516.66684343 5042689.82776470, 277455.08494343 5042704.18146470, 277439.14374343 5042708.28256470, 277436.23334343 5042708.87786470, 277431.08974343 5042709.60916470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 277257.80734343 5042678.38986470, 277264.75654343 5042680.62026470, 277298.41164343 5042691.46826470, 277311.73844343 5042695.42536470, 277325.23024343 5042698.77716470, 277338.85944343 5042701.51696470, 277352.59844343 5042703.63906470, 277366.88594343 5042705.12076470, 277382.03384343 5042706.00876470, 277397.20724343 5042706.12616470, 277401.29174343 5042706.05726470, 277405.35644343 5042705.64986470, 277430.91954343 5042702.07006470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 278169.88784343 5042516.01596470, 278166.73494343 5042517.07096470, 278163.70674343 5042518.44356470, 278154.44624343 5042523.27226470, 278151.83404343 5042524.44456470, 278149.08844343 5042525.25666470, 278078.70914343 5042545.56346470, 278076.14934343 5042546.08956470, 278073.54974343 5042546.35716470, 278068.32424343 5042546.55566470, 278065.27524343 5042546.73836470, 278062.28704343 5042547.37136470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 280480.74814343 5042321.14496470, 280474.70044343 5042321.55256470, 280469.47014343 5042321.83816470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 280650.83014343 5042289.56866470, 280638.93134343 5042293.63746470, 280614.52354343 5042301.97186470, 280601.28544343 5042306.27006470, 280587.84974343 5042309.90366470, 280574.24974343 5042312.86366470, 280560.51914343 5042315.14266470, 280546.69214343 5042316.73496470, 280532.80304343 5042317.63676470, 280480.74814343 5042321.14496470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 280469.04204343 5042314.12626470, 280480.35284343 5042313.40676470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 286122.24984343 5043744.94686470, 286122.22474343 5043745.94536470, 286122.04594343 5043746.92796470, 286121.71784343 5043747.87136470, 286121.24824343 5043748.75286470, 286120.64834343 5043749.55136470, 286083.71244343 5043798.92276470, 286050.74524343 5043843.26696470, 286048.62854343 5043846.81246470, 286046.34344343 5043851.67846470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 286081.23804343 5043709.28006470, 286081.39314343 5043709.99566470, 286081.65934343 5043710.67786470, 286082.02984343 5043711.30946470, 286082.49534343 5043711.87466470, 286119.96034343 5043740.34386470, 286120.70994343 5043741.08806470, 286121.32824343 5043741.94456470, 286121.79864343 5043742.89026470, 286122.10864343 5043743.90006470, 286122.24984343 5043744.94686470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 286117.67934343 5043744.79176470, 286117.61734343 5043744.33576470, 286117.47744343 5043743.89736470, 286117.26404343 5043743.48956470, 286116.98344343 5043743.12486470, 286116.64414343 5043742.81396470, 286116.25624343 5043742.56636470, 286077.77244343 5043711.59246470, 286077.48764343 5043711.28146470, 286077.24964343 5043710.93336470, 286077.06324343 5043710.55516470, 286076.93214343 5043710.15436470, 286076.85904343 5043709.73906470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 286076.85904343 5043709.73906470, 286076.84644343 5043709.29376470, 286076.90044343 5043708.85156470, 286077.01984343 5043708.42236470, 286077.20204343 5043708.01576470, 286077.44284343 5043707.64096470, 286089.53324343 5043691.55466470, 286091.29604343 5043688.76316470, 286092.62864343 5043685.74266470, 286093.50204343 5043682.55876470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 286098.34594343 5043683.71026470, 286098.15864343 5043684.14626470, 286081.96614343 5043706.10676470, 286081.63964343 5043706.68586470, 286081.39954343 5043707.30586470, 286081.25094343 5043707.95386470, 286081.19664343 5043708.61656470, 286081.23804343 5043709.28006470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 275049.84844343 5043624.45016470, 275047.30184343 5043619.58846470, 275046.80254343 5043618.74656470, 275046.18034343 5043617.99096470, 275045.44974343 5043617.33946470, 275033.47734343 5043607.61596470, 275032.76644343 5043606.81656470, 275032.18844343 5043605.91626470, 275031.75754343 5043604.93706470, 275030.93064343 5043602.48966470, 275030.53744343 5043601.66516470, 275030.03844343 5043600.89996470, 275029.44244343 5043600.20766470, 275016.34554343 5043587.83836470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 275021.00524343 5043581.69696470, 275022.90054343 5043583.59176470, 275025.90354343 5043585.58936470, 275027.50154343 5043586.89456470, 275028.97934343 5043588.33446470, 275037.57834343 5043596.86726470, 275044.27574343 5043603.11026470, 275051.33674343 5043608.93896470, 275056.64514343 5043612.99516470, 275057.05834343 5043613.60226470, 275057.12444343 5043614.09826470, 275056.99214343 5043614.79286470, 275056.71044343 5043615.30086470, 275049.84844343 5043624.45016470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 282910.68144343 5042366.68276470, 282910.62074343 5042366.80396470, 282896.87614343 5042394.23166470, 282892.56204343 5042402.03176470, 282887.90224343 5042409.63046470, 282882.90614343 5042417.01236470, 282877.03234343 5042425.54516470, 282858.49824343 5042451.61986470, 282841.04894343 5042475.47216470, 282811.24354343 5042516.98536470, 282801.04384343 5042531.23316470, 282800.00584343 5042533.60566470, 282799.35304343 5042536.11176470, 282799.10164343 5042538.68916470, 282799.25794343 5042541.27416470, 282799.53544343 5042542.84926470, 282800.05954343 5042544.36036470, 282800.81674343 5042545.76906470, 282801.78814343 5042547.03976470, 282802.94884343 5042548.14006470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 282915.70324343 5042360.37916470, 282908.95444343 5042373.95126470, 282901.77094343 5042388.39756470, 282895.57204343 5042400.01176470, 282888.79314343 5042411.29736470, 282885.94624343 5042415.83496470, 282882.87964343 5042420.22706470, 282859.58304343 5042453.00896470, 282838.15174343 5042482.45716470, 282818.98264343 5042508.96846470, 282802.27424343 5042532.34446470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 282783.80884343 5042539.62986470, 282785.41494343 5042536.37936470, 282787.14794343 5042533.28366470, 282793.41854343 5042524.31436470, 282828.38334343 5042476.88766470, 282854.45804343 5042441.72446470, 282868.62654343 5042421.88066470, 282875.13494343 5042412.49996470, 282881.20654343 5042402.83076470, 282886.82864343 5042392.89356470, 282891.98934343 5042382.70906470, 282900.93434343 5042363.15616470, 282901.07384343 5042362.85126470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 282785.82504343 5042532.43696470, 282792.09564343 5042523.46766470, 282827.06044343 5042476.04096470, 282853.13514343 5042440.87776470, 282867.30364343 5042421.03396470, 282873.81204343 5042411.65326470, 282879.88364343 5042401.98406470, 282885.50574343 5042392.04686470, 282890.66644343 5042381.86236470, 282896.85764343 5042368.31566470, 282902.85094343 5042355.20206470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 282802.97084343 5042548.14666470, 282816.07674343 5042554.60136470, 282856.13934343 5042575.10806470, 282909.54914343 5042602.44676470, 282974.51924343 5042635.70286470, 282977.87764343 5042637.42196470, 283012.47964343 5042655.32996470, 283047.17904343 5042673.09156470, 283090.93404343 5042695.59036470, 283178.94464343 5042740.66436470, 283219.35074343 5042761.35806470, 283230.34394343 5042766.98816470, 283253.95744343 5042779.26726470, 283291.13384343 5042798.10706470, 283313.41974343 5042809.45736470, 283350.56234343 5042828.46966470, 283362.46234343 5042834.46966470, 283389.97234343 5042848.40816470, 283457.41464343 5042882.57906470, 283459.37164343 5042883.57066470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 282791.91684343 5042569.70506470, 282788.90744343 5042568.07646470, 282775.78404343 5042561.93816470, 282775.34894343 5042561.63196470, 282774.97324343 5042561.25516470, 282774.66834343 5042560.81916470, 282774.44334343 5042560.33706470, 282774.30494343 5042559.82326470, 282774.25754343 5042559.29336470, 282774.30234343 5042558.76316470, 282783.19244343 5042540.87726470, 282783.80884343 5042539.62986470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 283446.45594343 5042906.85096470, 283445.55484343 5042906.43066470, 283438.05574343 5042902.93256470, 283402.99354343 5042886.57676470, 283357.88244343 5042866.66566470, 283319.45094343 5042849.27626470, 283319.09704343 5042849.09776470, 283318.77454343 5042848.86726470, 283318.49114343 5042848.59016470, 283318.25334343 5042848.27306470, 283318.06674343 5042847.92336470, 283317.93574343 5042847.54926470, 283317.86344343 5042847.15956470, 283317.86344343 5042841.00796470, 283317.65534343 5042840.35296470, 283317.35384343 5042839.73546470, 283316.96524343 5042839.16866470, 283316.49804343 5042838.66476470, 283315.96224343 5042838.23446470, 283301.82514343 5042831.11676470, 283184.40244343 5042771.06396470, 283085.77864343 5042720.85196470, 283056.59934343 5042705.95596470, 283043.65274343 5042699.19996470, 283003.42964343 5042678.21026470, 282942.93934343 5042647.36526470, 282913.80424343 5042632.34386470, 282913.05014343 5042632.06606470, 282912.33574343 5042631.90736470, 282911.58174343 5042631.82796470, 282910.82764343 5042631.82796470, 282903.24734343 5042632.74076470, 282902.69474343 5042632.74446470, 282902.14804343 5042632.66406470, 282901.61994343 5042632.50156470, 282901.12254343 5042632.26066470, 282900.66764343 5042631.94706470, 282878.92474343 5042619.24816470, 282849.22104343 5042602.40746470, 282829.98634343 5042592.56646470, 282812.76824343 5042583.87776470, 282803.76154343 5042579.43216470, 282801.85114343 5042578.12816470, 282800.07284343 5042576.64896470, 282796.95074343 5042572.94486470, 282795.27754343 5042571.58286470, 282793.40534343 5042570.51066470, 282791.91684343 5042569.70506470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 283448.36944343 5042871.69916470, 283448.13494343 5042871.51066470, 283447.37694343 5042870.77376470, 283446.73494343 5042869.93396470, 283446.22274343 5042869.00916470, 283445.85134343 5042868.01946470, 283444.84244343 5042864.55426470, 283444.18834343 5042863.01546470, 283443.30154343 5042861.59796470, 283442.20374343 5042860.33676470, 283440.92204343 5042859.26296470, 283426.95784343 5042851.09876470, 283424.93244343 5042849.75326470, 283423.15084343 5042848.09846470, 283421.65974343 5042846.17766470, 283420.49844343 5042844.04136470, 283419.69724343 5042841.74556470, 283419.27724343 5042839.35046470, 283419.24934343 5042836.91906470, 283419.61454343 5042834.51506470, 283420.36294343 5042832.20146470, 283421.47514343 5042830.03916470, 283429.83304343 5042816.59696470, 283443.76304343 5042796.47996470, 283444.05324343 5042796.12406470, 283471.24884343 5042757.92656470, 283472.36204343 5042756.39296470, 283494.19804343 5042725.40926470, 283499.92444343 5042717.27466470, 283514.74104343 5042697.05196470, 283522.83354343 5042685.53146470, 283529.00704343 5042676.74296470, 283536.41104343 5042667.00096470, 283537.82824343 5042665.13626470, 283539.72334343 5042663.00586470, 283541.92324343 5042661.19196470, 283544.37584343 5042659.73776470, 283547.02274343 5042658.67756470, 283549.80114343 5042658.03676470, 283552.64494343 5042657.83056470, 283573.86034343 5042659.27046470, 283575.55234343 5042659.26606470, 283577.22684343 5042659.02366470, 283578.85064343 5042658.54816470, 283580.39144343 5042657.84906470, 283584.13184343 5042655.82256470, 283587.10604343 5042653.95106470, 283589.81194343 5042651.70916470, 283592.20384343 5042649.13486470, 283594.24114343 5042646.27166470, 283603.84504343 5042630.70996470, 283611.82034343 5042617.81116470, 283625.66504343 5042597.20696470, 283630.75854343 5042589.86686470, 283633.05974343 5042586.43216470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 285576.25134343 5043600.25226470, 285581.51384343 5043593.15016470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 285636.28784343 5043643.28956470, 285632.50184343 5043640.78646470, 285629.64434343 5043638.82856470, 285585.67044343 5043605.91436470, 285583.77034343 5043604.58326470, 285581.70174343 5043603.53306470, 285580.71334343 5043603.02626470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 285640.82564343 5043646.23426470, 285636.28784343 5043643.28956470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 285645.45314343 5043640.06606470, 285640.82564343 5043646.23426470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 286098.50294343 5043875.22976470, 286096.64744343 5043875.03286470, 286094.78274343 5043875.10196470, 286093.47554343 5043874.99186470, 286092.18984343 5043874.73156470, 286080.97304343 5043872.08476470, 286065.46684343 5043867.95816470, 286061.12764343 5043866.52946470, 286048.42764343 5043861.29066470, 286043.00794343 5043858.78096470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 286043.00794343 5043858.78096470, 286038.04744343 5043856.48396470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 286038.04744343 5043856.48396470, 286041.25694343 5043849.26256470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 285580.71334343 5043603.02626470, 285579.63794343 5043602.47476470, 285576.25134343 5043600.25226470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 282368.42994343 5042127.05226470, 282381.42764343 5042130.52496470, 282393.94154343 5042133.74676470, 282406.59624343 5042136.36156470, 282419.36234343 5042138.36326470, 282437.43984343 5042139.95646470, 282455.54414343 5042141.20756470, 282469.79864343 5042142.80516470, 282483.98694343 5042144.91176470, 282494.72324343 5042147.12496470, 282505.34074343 5042149.85156470, 282515.81504343 5042153.08496470, 282526.12194343 5042156.81796470, 282536.75644343 5042161.19106470, 282547.25554343 5042165.87996470, 282572.49024343 5042178.18316470, 282580.87224343 5042182.69656470, 282589.02674343 5042187.60896470, 282624.18324343 5042210.52856470, 282644.78774343 5042225.21296470, 282651.17184343 5042229.70296470, 282657.91274343 5042233.63696470, 282664.96224343 5042236.98686470, 282680.90344343 5042244.49446470, 282689.99854343 5042248.23176470, 282728.72694343 5042263.44526470, 282739.14494343 5042267.81096470, 282743.95964343 5042270.02016470, 282748.63694343 5042272.50726470, 282757.40124343 5042277.53436470, 282762.36144343 5042280.35186470, 282767.19084343 5042283.38826470, 282791.30104343 5042298.70106470, 282823.61334343 5042320.52926470, 282841.86964343 5042332.79936470, 282845.10964343 5042334.98286470, 282848.57494343 5042336.78746470, 282852.22154343 5042338.19026470, 282891.08224343 5042351.22096470, 282897.73564343 5042353.38856470, 282904.32334343 5042355.74826470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 282904.32334343 5042355.74826470, 282914.18454343 5042359.69226470, 282915.70324343 5042360.37916470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 275011.88014343 5043571.64016470, 275013.83094343 5043574.05846470, 275017.37074343 5043577.71806470, 275021.00524343 5043581.69696470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 280480.35284343 5042313.40676470, 280533.64964343 5042310.01666470, 280547.76684343 5042308.88476470, 280561.81264343 5042307.06936470, 280575.75374343 5042304.57496470, 280589.55744343 5042301.40716470, 280603.19134343 5042297.57366470, 280616.62314343 5042293.08326470, 280636.40504343 5042286.24486470, 280649.05454343 5042281.98816470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 286174.86804343 5043732.50706470, 286203.06974343 5043694.24676470, 286209.00314343 5043686.19726470, 286211.92084343 5043682.68306470, 286215.38484343 5043679.70596470, 286219.29764343 5043677.34966470, 286223.54924343 5043675.68046470, 286228.02004343 5043674.74536470, 286232.58424343 5043674.57056470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 286100.25634343 5043868.76436470, 286100.74574343 5043867.96916470, 286113.58334343 5043847.11136470, 286127.01094343 5043827.58736470, 286129.88154343 5043822.05056470, 286132.05324343 5043816.20406470, 286133.49324343 5043810.13586470, 286135.75504343 5043795.81926470, 286136.62424343 5043790.92896470, 286138.09224343 5043786.18386470)"
Sentier métropolitain Oka - St-Hilaire,"LINESTRING  ( 286138.09224343 5043786.18386470, 286140.02634343 5043781.46426470, 286142.41524343 5043776.95786470, 286145.23574343 5043772.70816470, 286174.86804343 5043732.50706470)"
