ID_TRC,Rue,De,A,Longueur,Arrondissement,DateReleve,Indice PCI,Etat PCI,Indice IRI,Etat IRI
1221003,Berri  rue,De Rigaud  rue,de Malines  rue,62,Le Plateau-Mont-Royal,2018-08-12,66,Moyen,7.25,Très mauvais
1221004,Berri  rue,de Malines  rue,Cherrier  rue,77,Le Plateau-Mont-Royal,2018-08-12,50,Mauvais,4.68,Mauvais
1220363,Berri  rue,Cherrier  rue,Roy Est  rue,228,Le Plateau-Mont-Royal,2018-08-12,63,Moyen,2.85,Moyen
4002984,Cherrier  rue,Berri  rue,Berri  rue,10,Le Plateau-Mont-Royal,2018-08-12,71,Moyen,7.49,Très mauvais
1221000,Cherrier  rue,Cherrier  rue,du Parc-La Fontaine  avenue,82,Le Plateau-Mont-Royal,2018-08-12,76,Moyen,2.87,Moyen
4002979,Cherrier  rue,du Parc-La Fontaine  avenue,du Parc-La Fontaine  avenue,15,Le Plateau-Mont-Royal,2018-08-12,84,Bon,3.88,Moyen
1220067,Cherrier  rue,de Mentana  rue,du Parc-La Fontaine  avenue,88,Le Plateau-Mont-Royal,2018-08-12,70,Moyen,4.11,Moyen
1220066,Cherrier  rue,Saint-André  rue,de Mentana  rue,79,Le Plateau-Mont-Royal,2018-08-12,50,Mauvais,4.66,Mauvais
1220367,Cherrier  rue,Saint-Denis  rue,Berri  rue,122,Le Plateau-Mont-Royal,2018-07-20,27,Très mauvais,5.59,Mauvais
1220362,Cherrier  rue,Sherbrooke Est  rue,Cherrier  rue,41,Le Plateau-Mont-Royal,2018-08-12,69,Bon,9.04,Très mauvais
1220065,Cherrier  rue,Saint-Christophe  rue,Saint-André  rue,42,Le Plateau-Mont-Royal,2018-08-12,21,Très mauvais,7.42,Très mauvais
1220064,Cherrier  rue,Saint-Hubert  rue,Saint-Christophe  rue,56,Le Plateau-Mont-Royal,2018-08-12,24,Très mauvais,7.05,Très mauvais
1220063,Cherrier  rue,Berri  rue,Saint-Hubert  rue,98,Le Plateau-Mont-Royal,2018-08-12,76,Moyen,5.98,Mauvais
4003136,Christophe-Colomb  avenue,Saint-Joseph Est  boulevard,Saint-Joseph Est  boulevard,11,Le Plateau-Mont-Royal,2018-07-29,63,Moyen,7.71,Très mauvais
1230109,Christophe-Colomb  avenue,Saint-Grégoire  rue,Christophe-Colomb  avenue,90,Le Plateau-Mont-Royal,2018-07-20,34,Très mauvais,4.48,Moyen
4004282,Christophe-Colomb  avenue,Christophe-Colomb  avenue,Christophe-Colomb  avenue,84,Le Plateau-Mont-Royal,2018-07-20,57,Mauvais,5.53,Mauvais
4004281,Christophe-Colomb  avenue,Christophe-Colomb  avenue,Christophe-Colomb  avenue,83,Le Plateau-Mont-Royal,2018-07-20,50,Mauvais,3.1,Moyen
4004291,Clark  rue,Saint-Urbain  rue,Clark  rue,255,Le Plateau-Mont-Royal,2018-07-20,99,Excellent,2.65,Moyen
1240057,Clark  rue,Villeneuve Ouest  rue,Saint-Joseph Ouest  boulevard,180,Le Plateau-Mont-Royal,2018-08-12,71,Bon,5.55,Moyen
1250032,Clark  rue,Sherbrooke Ouest  rue,Milton  rue,99,Le Plateau-Mont-Royal,2018-08-12,64,Bon,3.81,Bon
1250034,Clark  rue,Milton  rue,Prince-Arthur Ouest  rue,203,Le Plateau-Mont-Royal,2018-08-12,95,Excellent,3.2,Bon
1240056,Clark  rue,du Mont-Royal Ouest  avenue,Villeneuve Ouest  rue,277,Le Plateau-Mont-Royal,2018-08-12,86,Excellent,4.48,Moyen
1250044,Clark  rue,Marie-Anne Ouest  rue,du Mont-Royal Ouest  avenue,214,Le Plateau-Mont-Royal,2018-08-12,84,Excellent,4.1,Moyen
1250043,Clark  rue,Rachel Ouest  rue,Marie-Anne Ouest  rue,218,Le Plateau-Mont-Royal,2018-08-12,80,Bon,4.43,Moyen
1230051,De Brébeuf  rue,Laurier Est  avenue,Saint-Grégoire  rue,368,Le Plateau-Mont-Royal,2018-07-20,12,Très mauvais,8.54,Très mauvais
1220036,De Brébeuf  rue,Rachel Est  rue,Bureau  avenue,46,Le Plateau-Mont-Royal,2018-08-11,11,Très mauvais,7.81,Mauvais
1220037,De Brébeuf  rue,Bureau  avenue,Marie-Anne Est  rue,209,Le Plateau-Mont-Royal,2018-08-11,14,Très mauvais,11.22,Très mauvais
1220038,De Brébeuf  rue,Marie-Anne Est  rue,du Mont-Royal Est  avenue,217,Le Plateau-Mont-Royal,2018-08-11,71,Bon,3.06,Bon
1230047,De Brébeuf  rue,du Mont-Royal Est  avenue,Généreux  rue,36,Le Plateau-Mont-Royal,2018-08-11,76,Bon,9.01,Très mauvais
1230048,De Brébeuf  rue,Généreux  rue,Gilford  rue,286,Le Plateau-Mont-Royal,2018-08-11,82,Excellent,2.9,Bon
1230049,De Brébeuf  rue,Gilford  rue,Saint-Joseph Est  boulevard,133,Le Plateau-Mont-Royal,2018-08-11,17,Très mauvais,10.11,Très mauvais
1240133,De Gaspé  avenue,Laurier Est  avenue,Fairmount Est  avenue,174,Le Plateau-Mont-Royal,2018-08-11,8,Très mauvais,10.44,Très mauvais
1240134,De Gaspé  avenue,Fairmount Est  avenue,Maguire  rue,108,Le Plateau-Mont-Royal,2018-08-11,71,Bon,5.14,Moyen
1240135,De Gaspé  avenue,Maguire  rue,Saint-Viateur Est  rue,286,Le Plateau-Mont-Royal,2018-08-11,85,Excellent,4.08,Moyen
1240136,De Gaspé  avenue,Saint-Viateur Est  rue,Bernard Est  rue,168,Le Plateau-Mont-Royal,2018-08-11,35,Mauvais,5.56,Moyen
1240076,de la Côte-Sainte-Catherine  chemin,du Mont-Royal Ouest  avenue,de la Côte-Sainte-Catherine  chemin,105,Le Plateau-Mont-Royal,2018-08-04,47,Mauvais,6.95,Très mauvais
1220261,De La Roche  rue,Rachel Est  rue,Bureau  avenue,45,Le Plateau-Mont-Royal,2018-07-22,32,Mauvais,9.84,Très mauvais
4008237,De La Roche  rue,Bureau  avenue,De Courville  rue,168,Le Plateau-Mont-Royal,2018-07-22,97,Excellent,3.3,Bon
4008238,De La Roche  rue,De Courville  rue,Marie-Anne Est  rue,42,Le Plateau-Mont-Royal,2018-07-22,86,Excellent,3.35,Bon
1220263,De La Roche  rue,Marie-Anne Est  rue,du Mont-Royal Est  avenue,216,Le Plateau-Mont-Royal,2018-07-22,89,Excellent,3.13,Bon
1230412,De La Roche  rue,du Mont-Royal Est  avenue,Généreux  rue,36,Le Plateau-Mont-Royal,2018-07-22,40,Mauvais,13.61,Très mauvais
1230413,De La Roche  rue,Généreux  rue,Gilford  rue,285,Le Plateau-Mont-Royal,2018-07-22,33,Mauvais,8.58,Très mauvais
1230414,De La Roche  rue,Gilford  rue,Saint-Joseph Est  boulevard,133,Le Plateau-Mont-Royal,2018-07-22,90,Excellent,4.11,Moyen
4003135,De La Roche  rue,Saint-Joseph Est  boulevard,Saint-Joseph Est  boulevard,12,Le Plateau-Mont-Royal,2018-07-22,51,Moyen,13.25,Très mauvais
1230415,De La Roche  rue,Saint-Joseph Est  boulevard,Laurier Est  avenue,163,Le Plateau-Mont-Royal,2018-07-22,61,Moyen,5.67,Mauvais
1210204,De Lorimier  avenue,Gauthier  rue,Rachel Est  rue,197,Le Plateau-Mont-Royal,2018-08-12,61,Moyen,3.88,Moyen
1210206,De Lorimier  avenue,Marie-Anne Est  rue,du Mont-Royal Est  avenue,214,Le Plateau-Mont-Royal,2018-07-29,49,Mauvais,3.42,Moyen
1210209,De Lorimier  avenue,du Mont-Royal Est  avenue,Gilford  rue,321,Le Plateau-Mont-Royal,2018-07-29,56,Mauvais,4.04,Moyen
1210210,De Lorimier  avenue,Gilford  rue,Saint-Joseph Est  boulevard,135,Le Plateau-Mont-Royal,2018-07-29,63,Moyen,2.97,Moyen
4003018,De Lorimier  avenue,Saint-Joseph Est  boulevard,Saint-Joseph Est  boulevard,12,Le Plateau-Mont-Royal,2018-07-29,100,Excellent,4.59,Mauvais
1230282,De Lorimier  avenue,Saint-Joseph Est  boulevard,Laurier Est  avenue,94,Le Plateau-Mont-Royal,2018-07-29,59,Mauvais,5.17,Mauvais
4004278,De Lorimier  avenue,Masson  rue,De Lorimier  avenue,159,Le Plateau-Mont-Royal,2018-07-29,55,Mauvais,2.31,Bon
1230283,De Lorimier  avenue,Laurier Est  avenue,Masson  rue,309,Le Plateau-Mont-Royal,2018-07-29,45,Mauvais,4.59,Mauvais
1210203,De Lorimier  avenue,Sherbrooke Est  rue,Gauthier  rue,208,Le Plateau-Mont-Royal,2018-08-12,43,Mauvais,5.9,Mauvais
1230325,de Mentana  rue,Laurier Est  avenue,Boucher  rue,207,Le Plateau-Mont-Royal,2018-07-20,13,Très mauvais,14.97,Très mauvais
1230326,de Mentana  rue,Boucher  rue,Saint-Grégoire  rue,168,Le Plateau-Mont-Royal,2018-07-20,24,Très mauvais,7.72,Très mauvais
1250242,des Pins Est  avenue,Drolet  rue,Saint-Denis  rue,77,Le Plateau-Mont-Royal,2018-07-04,28,Très mauvais,7.15,Très mauvais
1250241,des Pins Est  avenue,Henri-Julien  avenue,Drolet  rue,60,Le Plateau-Mont-Royal,2018-07-04,33,Très mauvais,5.08,Mauvais
1250240,des Pins Est  avenue,Laval  avenue,Henri-Julien  avenue,65,Le Plateau-Mont-Royal,2018-07-04,52,Mauvais,6,Mauvais
1250239,des Pins Est  avenue,de l'Hôtel-de-Ville  avenue,Laval  avenue,61,Le Plateau-Mont-Royal,2018-07-04,20,Très mauvais,7.87,Très mauvais
1250238,des Pins Est  avenue,De Bullion  rue,de l'Hôtel-de-Ville  avenue,60,Le Plateau-Mont-Royal,2018-07-04,20,Très mauvais,5.83,Mauvais
1250237,des Pins Est  avenue,Coloniale  avenue,De Bullion  rue,59,Le Plateau-Mont-Royal,2018-07-04,17,Très mauvais,5.28,Mauvais
1250236,des Pins Est  avenue,Saint-Dominique  rue,Coloniale  avenue,58,Le Plateau-Mont-Royal,2018-07-04,17,Très mauvais,6.11,Très mauvais
1250235,des Pins Est  avenue,des Pins Ouest  avenue,Saint-Dominique  rue,62,Le Plateau-Mont-Royal,2018-07-04,16,Très mauvais,10.29,Très mauvais
4008367,des Pins Ouest  avenue,Aylmer  rue,des Pins Ouest  avenue,67,Le Plateau-Mont-Royal,2018-07-18,36,Très mauvais,7.42,Très mauvais
1250246,des Pins Ouest  avenue,Saint-Urbain  rue,Basset  rue,74,Le Plateau-Mont-Royal,2018-07-04,12,Très mauvais,11.44,Très mauvais
1250247,des Pins Ouest  avenue,Basset  rue,Sainte-Famille  rue,50,Le Plateau-Mont-Royal,2018-07-04,15,Très mauvais,6.13,Très mauvais
1250248,des Pins Ouest  avenue,Sainte-Famille  rue,du Parc  avenue,156,Le Plateau-Mont-Royal,2018-07-04,45,Mauvais,6.9,Très mauvais
4007402,des Pins Ouest  avenue,du Parc  avenue,du Parc  avenue,15,Le Plateau-Mont-Royal,2018-07-04,95,Excellent,8.27,Très mauvais
4007412,des Pins Ouest  avenue,du Parc  avenue,des Pins Ouest  avenue,44,Le Plateau-Mont-Royal,2018-07-04,95,Excellent,4.11,Moyen
1250253,des Pins Ouest  avenue,Durocher  rue,Aylmer  rue,105,Le Plateau-Mont-Royal,2018-08-10,62,Moyen,4.66,Mauvais
4007411,des Pins Ouest  avenue,des Pins Ouest  avenue,Durocher  rue,19,Le Plateau-Mont-Royal,2018-08-10,98,Excellent,6.16,Très mauvais
1250245,des Pins Ouest  avenue,Sewell  rue,Saint-Urbain  rue,60,Le Plateau-Mont-Royal,2018-07-04,50,Mauvais,4.8,Mauvais
1250243,des Pins Ouest  avenue,des Pins Est  avenue,Clark  rue,60,Le Plateau-Mont-Royal,2018-07-04,16,Très mauvais,9.71,Très mauvais
1250244,des Pins Ouest  avenue,Clark  rue,Sewell  rue,39,Le Plateau-Mont-Royal,2018-07-04,19,Très mauvais,6.82,Très mauvais
4003013,D'Iberville  rue,Saint-Joseph Est  boulevard,Saint-Joseph Est  boulevard,10,Le Plateau-Mont-Royal,2018-07-29,63,Moyen,9.82,Très mauvais
4009876,D'Iberville  rue,Saint-Joseph Est  boulevard,D'Iberville  rue,42,Le Plateau-Mont-Royal,2018-07-29,48,Mauvais,5.09,Mauvais
1200190,D'Iberville  rue,Frontenac  rue,Saint-Joseph Est  boulevard,323,Le Plateau-Mont-Royal,2018-07-29,29,Très mauvais,4.33,Moyen
1210187,D'Iberville  rue,Marie-Anne Est  rue,du Mont-Royal Est  avenue,215,Le Plateau-Mont-Royal,2018-07-13,67,Moyen,3.99,Moyen
1210186,D'Iberville  rue,Rachel Est  rue,Marie-Anne Est  rue,262,Le Plateau-Mont-Royal,2018-07-13,68,Moyen,3.61,Moyen
1210185,D'Iberville  rue,Sherbrooke Est  rue,Rachel Est  rue,196,Le Plateau-Mont-Royal,2018-07-13,78,Moyen,3.74,Moyen
1220176,du Mont-Royal Est  avenue,Saint-André  rue,de Mentana  rue,76,Le Plateau-Mont-Royal,2018-07-13,27,Très mauvais,5.26,Moyen
1220174,du Mont-Royal Est  avenue,Saint-Hubert  rue,Saint-André  rue,63,Le Plateau-Mont-Royal,2018-07-13,79,Bon,3.86,Moyen
1220173,du Mont-Royal Est  avenue,Saint-Hubert  rue,Saint-Hubert  rue,34,Le Plateau-Mont-Royal,2018-07-15,86,Excellent,4.38,Moyen
4009051,du Mont-Royal Est  avenue,Saint-Hubert  rue,Resther  rue,22,Le Plateau-Mont-Royal,2018-07-13,96,Excellent,2.41,Bon
1220171,du Mont-Royal Est  avenue,Pontiac  rue,Resther  rue,40,Le Plateau-Mont-Royal,2018-07-13,98,Excellent,3.06,Bon
1220170,du Mont-Royal Est  avenue,Berri  rue,Pontiac  rue,35,Le Plateau-Mont-Royal,2018-07-13,98,Excellent,5.24,Moyen
1220169,du Mont-Royal Est  avenue,Rivard  rue,Berri  rue,60,Le Plateau-Mont-Royal,2018-07-13,9,Très mauvais,10.03,Très mauvais
1240237,du Mont-Royal Est  avenue,du Mont-Royal Ouest  avenue,Saint-Dominique  rue,66,Le Plateau-Mont-Royal,2018-07-13,90,Excellent,5.28,Moyen
1240238,du Mont-Royal Est  avenue,Saint-Dominique  rue,Coloniale  avenue,58,Le Plateau-Mont-Royal,2018-07-13,96,Excellent,2.97,Bon
1240239,du Mont-Royal Est  avenue,Coloniale  avenue,Coloniale  avenue,10,Le Plateau-Mont-Royal,2018-07-13,100,Excellent,4.14,Moyen
1240240,du Mont-Royal Est  avenue,Coloniale  avenue,De Bullion  rue,53,Le Plateau-Mont-Royal,2018-07-13,98,Excellent,3.71,Moyen
1240241,du Mont-Royal Est  avenue,De Bullion  rue,De Bullion  rue,16,Le Plateau-Mont-Royal,2018-07-13,100,Excellent,4.29,Moyen
1240242,du Mont-Royal Est  avenue,De Bullion  rue,de l'Hôtel-de-Ville  avenue,44,Le Plateau-Mont-Royal,2018-07-13,100,Excellent,4.8,Moyen
1240243,du Mont-Royal Est  avenue,de l'Hôtel-de-Ville  avenue,de l'Hôtel-de-Ville  avenue,25,Le Plateau-Mont-Royal,2018-07-13,99,Excellent,3.12,Bon
1240247,du Mont-Royal Est  avenue,Drolet  rue,Saint-Denis  rue,76,Le Plateau-Mont-Royal,2018-07-13,32,Mauvais,5.63,Mauvais
1240244,du Mont-Royal Est  avenue,de l'Hôtel-de-Ville  avenue,Laval  avenue,35,Le Plateau-Mont-Royal,2018-07-13,22,Très mauvais,5.91,Mauvais
1240245,du Mont-Royal Est  avenue,Laval  avenue,Henri-Julien  avenue,61,Le Plateau-Mont-Royal,2018-07-13,37,Mauvais,5.24,Moyen
1240246,du Mont-Royal Est  avenue,Henri-Julien  avenue,Drolet  rue,63,Le Plateau-Mont-Royal,2018-07-13,35,Mauvais,6.73,Mauvais
1210259,du Mont-Royal Est  avenue,Messier  rue,Messier  rue,12,Le Plateau-Mont-Royal,2018-07-13,100,Excellent,5.8,Mauvais
1210258,du Mont-Royal Est  avenue,Parthenais  rue,Messier  rue,56,Le Plateau-Mont-Royal,2018-07-13,83,Bon,2.39,Bon
1210257,du Mont-Royal Est  avenue,Parthenais  rue,Parthenais  rue,21,Le Plateau-Mont-Royal,2018-07-13,97,Excellent,5.39,Moyen
1210256,du Mont-Royal Est  avenue,Lafrance  rue,Parthenais  rue,38,Le Plateau-Mont-Royal,2018-07-13,33,Mauvais,5.22,Moyen
1210255,du Mont-Royal Est  avenue,des Érables  avenue,Lafrance  rue,38,Le Plateau-Mont-Royal,2018-07-13,81,Bon,3.09,Bon
1210254,du Mont-Royal Est  avenue,De Lorimier  avenue,des Érables  avenue,81,Le Plateau-Mont-Royal,2018-07-13,62,Moyen,6.46,Mauvais
1210253,du Mont-Royal Est  avenue,de Bordeaux  rue,De Lorimier  avenue,80,Le Plateau-Mont-Royal,2018-07-13,64,Moyen,4.54,Moyen
1210252,du Mont-Royal Est  avenue,Chabot  rue,de Bordeaux  rue,65,Le Plateau-Mont-Royal,2018-07-13,89,Excellent,2.74,Bon
1210251,du Mont-Royal Est  avenue,Cartier  rue,Chabot  rue,63,Le Plateau-Mont-Royal,2018-07-13,80,Bon,4.05,Moyen
1210250,du Mont-Royal Est  avenue,Papineau  avenue,Cartier  rue,91,Le Plateau-Mont-Royal,2018-07-13,62,Moyen,6.04,Mauvais
1230350,du Mont-Royal Est  avenue,Marquette  rue,Papineau  avenue,100,Le Plateau-Mont-Royal,2018-07-13,35,Mauvais,7.41,Très mauvais
1230347,du Mont-Royal Est  avenue,De Lanaudière  rue,Garnier  rue,78,Le Plateau-Mont-Royal,2018-07-13,99,Excellent,2.75,Bon
1230348,du Mont-Royal Est  avenue,Garnier  rue,Fabre  rue,88,Le Plateau-Mont-Royal,2018-07-13,96,Excellent,3.16,Bon
1230349,du Mont-Royal Est  avenue,Fabre  rue,Marquette  rue,87,Le Plateau-Mont-Royal,2018-07-13,91,Excellent,3.63,Moyen
1230346,du Mont-Royal Est  avenue,Chambord  rue,De Lanaudière  rue,62,Le Plateau-Mont-Royal,2018-07-13,100,Excellent,3.16,Bon
1230345,du Mont-Royal Est  avenue,De Brébeuf  rue,Chambord  rue,71,Le Plateau-Mont-Royal,2018-07-13,99,Excellent,3.97,Moyen
1230344,du Mont-Royal Est  avenue,De La Roche  rue,De Brébeuf  rue,72,Le Plateau-Mont-Royal,2018-07-13,90,Excellent,5.13,Moyen
1230343,du Mont-Royal Est  avenue,Christophe-Colomb  avenue,De La Roche  rue,96,Le Plateau-Mont-Royal,2018-07-13,32,Mauvais,5.4,Moyen
1230342,du Mont-Royal Est  avenue,Boyer  rue,Christophe-Colomb  avenue,85,Le Plateau-Mont-Royal,2018-07-13,8,Très mauvais,7.98,Très mauvais
1230341,du Mont-Royal Est  avenue,de Mentana  rue,Boyer  rue,46,Le Plateau-Mont-Royal,2018-07-13,14,Très mauvais,6.1,Mauvais
1220168,du Mont-Royal Est  avenue,Saint-Denis  rue,Rivard  rue,74,Le Plateau-Mont-Royal,2018-07-13,57,Moyen,7.69,Très mauvais
1210263,du Mont-Royal Est  avenue,Chapleau  rue,D'Iberville  rue,64,Le Plateau-Mont-Royal,2018-07-13,90,Excellent,4.24,Moyen
1210262,du Mont-Royal Est  avenue,Franchère  rue,Chapleau  rue,66,Le Plateau-Mont-Royal,2018-07-13,87,Excellent,3.63,Moyen
1210260,du Mont-Royal Est  avenue,Messier  rue,Fullum  rue,69,Le Plateau-Mont-Royal,2018-07-13,79,Bon,3.2,Bon
1210261,du Mont-Royal Est  avenue,Fullum  rue,Franchère  rue,74,Le Plateau-Mont-Royal,2018-07-13,83,Bon,2.44,Bon
1240251,du Mont-Royal Ouest  avenue,Clark  rue,Saint-Urbain  rue,88,Le Plateau-Mont-Royal,2018-07-13,6,Très mauvais,9.37,Très mauvais
1240252,du Mont-Royal Ouest  avenue,Saint-Urbain  rue,de l'Esplanade  avenue,72,Le Plateau-Mont-Royal,2018-07-13,30,Très mauvais,6.83,Mauvais
1240254,du Mont-Royal Ouest  avenue,de l'Esplanade  avenue,Jeanne-Mance  rue,87,Le Plateau-Mont-Royal,2018-07-13,100,Excellent,2.01,Bon
1240255,du Mont-Royal Ouest  avenue,Jeanne-Mance  rue,du Parc  avenue,100,Le Plateau-Mont-Royal,2018-07-13,96,Excellent,5.29,Moyen
1240256,du Mont-Royal Ouest  avenue,du Parc  avenue,Hutchison  rue,68,Le Plateau-Mont-Royal,2018-07-13,34,Mauvais,8.59,Très mauvais
1240257,du Mont-Royal Ouest  avenue,Hutchison  rue,de la Côte-Sainte-Catherine  chemin,64,Le Plateau-Mont-Royal,2018-07-13,38,Mauvais,3.59,Moyen
1240253,du Mont-Royal Ouest  avenue,de l'Esplanade  avenue,de l'Esplanade  avenue,20,Le Plateau-Mont-Royal,2018-07-13,100,Excellent,2.43,Bon
1240250,du Mont-Royal Ouest  avenue,du Mont-Royal Est  avenue,Clark  rue,69,Le Plateau-Mont-Royal,2018-07-13,15,Très mauvais,9.74,Très mauvais
4009067,du Parc  avenue,du Parc  avenue,Saint-Viateur Ouest  rue,214,Le Plateau-Mont-Royal,2018-08-19,86,Bon,2.42,Bon
1240273,du Parc  avenue,Saint-Viateur Ouest  rue,Bernard Ouest  rue,304,Le Plateau-Mont-Royal,2018-08-19,14,Très mauvais,7.64,Très mauvais
1240274,du Parc  avenue,Bernard Ouest  rue,Van Horne  avenue,433,Le Plateau-Mont-Royal,2018-08-19,24,Très mauvais,6.9,Très mauvais
1140270,du Parc  avenue,Van Horne  avenue,du Parc  avenue,77,Le Plateau-Mont-Royal,2018-08-19,100,Excellent,1.79,Bon
4009053,du Parc  avenue,Fairmount Ouest  avenue,du Parc  avenue,194,Le Plateau-Mont-Royal,2018-08-19,95,Excellent,2.34,Bon
1240270,du Parc  avenue,Fairmount Ouest  avenue,Fairmount Ouest  avenue,12,Le Plateau-Mont-Royal,2018-08-19,39,Très mauvais,7.42,Très mauvais
1250217,du Parc  avenue,Sherbrooke Ouest  rue,Milton  rue,225,Le Plateau-Mont-Royal,2018-07-04,28,Très mauvais,7.92,Très mauvais
1250218,du Parc  avenue,Milton  rue,Prince-Arthur Ouest  rue,189,Le Plateau-Mont-Royal,2018-07-04,94,Excellent,3.19,Moyen
1624406,du Parc  avenue,Prince-Arthur Ouest  rue,du Parc  avenue,111,Le Plateau-Mont-Royal,2018-07-04,44,Mauvais,8.05,Très mauvais
1624408,du Parc  avenue,du Parc  avenue,Léo-Pariseau  rue,29,Le Plateau-Mont-Royal,2018-07-04,16,Très mauvais,8.69,Très mauvais
1250224,du Parc  avenue,Léo-Pariseau  rue,des Pins Ouest  avenue,71,Le Plateau-Mont-Royal,2018-07-04,50,Mauvais,4.46,Moyen
4007401,du Parc  avenue,des Pins Ouest  avenue,des Pins Ouest  avenue,20,Le Plateau-Mont-Royal,2018-07-04,65,Moyen,8.04,Très mauvais
4007403,du Parc  avenue,des Pins Ouest  avenue,Non-nommée  voie,105,Le Plateau-Mont-Royal,2018-07-04,66,Moyen,4.58,Mauvais
4007407,du Parc  avenue,Non-nommée  voie,Non-nommée  voie,90,Le Plateau-Mont-Royal,2018-07-04,67,Moyen,3.4,Moyen
4004293,du Parc  avenue,du Parc  avenue,du Parc  avenue,30,Le Plateau-Mont-Royal,2018-08-19,99,Excellent,1.93,Bon
4003154,du Parc  avenue,Saint-Joseph Ouest  boulevard,Saint-Joseph Ouest  boulevard,10,Le Plateau-Mont-Royal,2018-08-19,70,Moyen,9.81,Très mauvais
1240266,du Parc  avenue,Saint-Joseph Ouest  boulevard,Édouard-Charles  rue,57,Le Plateau-Mont-Royal,2018-08-19,68,Moyen,6.35,Très mauvais
1240268,du Parc  avenue,Laurier Ouest  avenue,Labadie  rue,79,Le Plateau-Mont-Royal,2018-08-19,31,Très mauvais,6.42,Très mauvais
1240269,du Parc  avenue,Labadie  rue,Fairmount Ouest  avenue,79,Le Plateau-Mont-Royal,2018-08-19,19,Très mauvais,8.11,Très mauvais
1240267,du Parc  avenue,Édouard-Charles  rue,Laurier Ouest  avenue,68,Le Plateau-Mont-Royal,2018-08-19,72,Moyen,4.87,Mauvais
1240265,du Parc  avenue,Villeneuve Ouest  rue,Saint-Joseph Ouest  boulevard,176,Le Plateau-Mont-Royal,2018-08-19,62,Moyen,4.81,Mauvais
1240264,du Parc  avenue,Bérubé  rue,Villeneuve Ouest  rue,144,Le Plateau-Mont-Royal,2018-08-19,67,Moyen,3.18,Moyen
1240263,du Parc  avenue,du Mont-Royal Ouest  avenue,Bérubé  rue,141,Le Plateau-Mont-Royal,2018-08-19,75,Moyen,4.82,Mauvais
1221002,du Parc-La Fontaine  avenue,Sherbrooke Est  rue,du Parc-La Fontaine  avenue,36,Le Plateau-Mont-Royal,2018-07-22,12,Très mauvais,8.1,Très mauvais
1220361,du Parc-La Fontaine  avenue,du Parc-La Fontaine  avenue,Cherrier  rue,67,Le Plateau-Mont-Royal,2018-07-22,45,Mauvais,5.81,Mauvais
1220360,du Parc-La Fontaine  avenue,Cherrier  rue,Roy Est  rue,215,Le Plateau-Mont-Royal,2018-07-22,74,Bon,3.21,Bon
1220359,du Parc-La Fontaine  avenue,Roy Est  rue,Napoléon  rue,193,Le Plateau-Mont-Royal,2018-07-22,88,Excellent,3.88,Moyen
1220358,du Parc-La Fontaine  avenue,Napoléon  rue,Duluth Est  avenue,130,Le Plateau-Mont-Royal,2018-07-22,75,Bon,3.07,Bon
1220357,du Parc-La Fontaine  avenue,Duluth Est  avenue,Rachel Est  rue,282,Le Plateau-Mont-Royal,2018-07-22,83,Bon,2.96,Bon
1240131,Fairmount Ouest  avenue,du Parc  avenue,Fairmount Ouest  avenue,119,Le Plateau-Mont-Royal,2018-08-11,83,Excellent,4.86,Moyen
1240130,Fairmount Ouest  avenue,Jeanne-Mance  rue,du Parc  avenue,66,Le Plateau-Mont-Royal,2018-08-11,24,Mauvais,15.07,Très mauvais
1240129,Fairmount Ouest  avenue,Jeanne-Mance  rue,Jeanne-Mance  rue,24,Le Plateau-Mont-Royal,2018-08-11,42,Moyen,3.26,Bon
1240125,Fairmount Ouest  avenue,Saint-Urbain  rue,Waverly  rue,82,Le Plateau-Mont-Royal,2018-08-11,38,Mauvais,7.08,Mauvais
1240126,Fairmount Ouest  avenue,Waverly  rue,de l'Esplanade  avenue,36,Le Plateau-Mont-Royal,2018-08-11,60,Moyen,4.79,Moyen
1240127,Fairmount Ouest  avenue,de l'Esplanade  avenue,de l'Esplanade  avenue,42,Le Plateau-Mont-Royal,2018-08-11,62,Bon,9.16,Très mauvais
1240128,Fairmount Ouest  avenue,de l'Esplanade  avenue,Jeanne-Mance  rue,46,Le Plateau-Mont-Royal,2018-08-11,33,Mauvais,5.19,Moyen
1240124,Fairmount Ouest  avenue,Clark  rue,Saint-Urbain  rue,80,Le Plateau-Mont-Royal,2018-08-11,26,Mauvais,7.39,Mauvais
1240123,Fairmount Ouest  avenue,Saint-Laurent  boulevard,Clark  rue,75,Le Plateau-Mont-Royal,2018-08-11,35,Mauvais,6.41,Mauvais
1210120,Frontenac  rue,Marie-Anne Est  rue,du Mont-Royal Est  avenue,221,Le Plateau-Mont-Royal,2018-07-29,27,Très mauvais,5.13,Mauvais
1210375,Frontenac  rue,du Mont-Royal Est  avenue,D'Iberville  rue,132,Le Plateau-Mont-Royal,2018-07-29,30,Très mauvais,4.25,Moyen
1210118,Frontenac  rue,Rachel Est  rue,Marie-Anne Est  rue,259,Le Plateau-Mont-Royal,2018-07-29,27,Très mauvais,3.57,Moyen
1210117,Frontenac  rue,Sherbrooke Est  rue,Rachel Est  rue,182,Le Plateau-Mont-Royal,2018-07-29,13,Très mauvais,5.56,Mauvais
1210129,Fullum  rue,Guindon  terrasse,du Mont-Royal Est  avenue,91,Le Plateau-Mont-Royal,2018-07-29,99,Excellent,3.29,Bon
