NO_ID_PRO,TITRE_PRODUCTION,REALISATEUR,ANNEE_PROD,PERIODE_DE,PERIODE_AU,NB_JOURTOURNAGEMONTREAL,NB_JOURTOURNAGEVIEUXMONTREAL,NO_TYPEPRODUCTION,NO_PROVENANCE,NOM_TYPEPRODUCTION,NOM_PROVENANCE 
25059,Bella,Marianna,2019,2019-10-26,2019-10-27,2,0,17,6,Vidéo,Canadienne
25060,Pandémie - Sommes-nous prêts?,Patricia Beaulieu,2019,2019-08-12,2019-11-08,10,0,14,6,Télévision générale,Canadienne
25061,Karas,,2019,2019-10-19,2019-10-26,6,0,15,6,Message publicitaire,Canadienne
25062,Reitmans Spring 2020,Geneviève Charbonneau,2019,2019-11-04,2019-11-05,2,0,18,6,Photographie,Canadienne
25063,Self-love project,Melannie Jonas-Ng,2019,2019-10-27,2019-10-27,1,0,19,6,Film étudiant,Canadienne
25064,The Bond,Timur Aslaev,2019,2019-11-02,2019-11-02,1,0,19,6,Film étudiant,Canadienne
25065,In debt do we part,Ethan Levy,2019,2019-10-27,2019-10-29,3,0,19,6,Film étudiant,Canadienne
25066,Recrutement,,2019,2019-11-03,2019-11-08,12,0,24,6,Vidéo corporatif,Canadienne
25067,LUNE,Zoé Pelchat Ouellet,2019,2019-11-02,2019-11-07,4,0,16,6,Court métrage,Canadienne
25068,Combien vaut cette maison 3,,2019,2019-10-11,2020-03-31,12,0,14,6,Télévision générale,Canadienne
25069,SPPMM,Nicolas Legendre-Duplessis,2019,2019-10-28,2019-10-29,2,0,24,6,Vidéo corporatif,Canadienne
25070,Fourchette II,Catherine Therrien,2019,2019-11-23,2019-12-06,9,0,27,6,Série web,Canadienne
25071,Marc en Peluche 4,Émile Lavoie,2019,2019-10-29,2019-11-12,5,0,27,6,Série web,Canadienne
25072,BNP,Maxime Giroux,2019,2019-11-06,2019-11-08,2,0,15,7,Message publicitaire,Etrangère
25073,Divers publicité,DIVERS,2019,2019-10-28,2019-12-31,0,0,15,6,Message publicitaire,Canadienne
25074,Éduc'Alcool,Jean-François Pouliot,2019,2019-11-03,2019-11-04,2,0,15,6,Message publicitaire,Canadienne
25075,DIVERS Publicité,DIVERS,2019,2019-10-28,2019-12-31,0,0,15,6,Message publicitaire,Canadienne
25076,Desjardins Tous engagés,Le GED,2019,2019-10-31,2019-11-01,2,0,15,6,Message publicitaire,Canadienne
25077,Fly-By-Night in Montreal,Lili Bordan,2019,2019-11-11,2019-11-14,4,0,16,7,Court métrage,Etrangère
25078,Tout s'embellit avec Julie 5,Sébastien Chabot,2019,2019-09-24,2020-02-14,13,0,14,6,Télévision générale,Canadienne
25079,Sell Off Vacation (SOV),,2019,2019-12-11,2020-02-26,12,0,15,6,Message publicitaire,Canadienne
25080,DIVERS,DIVERS,2019,2019-10-30,2019-12-31,0,0,17,6,Vidéo,Canadienne
25081,Gabriel Bouchard - Tu m'connais trop bien,Émil Baron,2019,2019-11-02,2019-11-02,1,0,17,6,Vidéo,Canadienne
25082,Les Survivalistes,,2019,2019-10-30,2019-12-31,6,0,14,6,Télévision générale,Canadienne
25083,Best Sellers,Lina Roessler,2019,2019-11-10,2019-12-10,17,0,11,8,Long métrage,Coproduction
25084,Messages publicitaires,Evan Boudreau,2019,2019-11-08,2019-11-09,1,0,15,6,Message publicitaire,Canadienne
25085,DIVERS Vidéoclips,DIVERS,2019,2019-10-31,2019-12-31,0,0,17,6,Vidéo,Canadienne
25086,Les Vieux Chats,Sarah Toussaint-Leveillé,2019,2019-11-05,2019-11-06,1,0,17,6,Vidéo,Canadienne
25087,Bye Bye 2019,Simon-Olivier Fecteau,2019,2019-11-07,2019-12-09,15,0,14,6,Télévision générale,Canadienne
25088,Mimicking,Camila Frenière-Gavino,2019,2019-11-03,2019-11-03,1,0,19,6,Film étudiant,Canadienne
25089,MSSS,Louis-Philippe Hénault,2019,2019-11-03,2019-11-03,1,0,15,6,Message publicitaire,Canadienne
25090,La Quête,"M.Farley, A Kosh, B.Couture, PA Fournier",2019,2019-11-06,2020-03-20,42,0,14,6,Télévision générale,Canadienne
25091,Couche Tard,Émile Lavoie,2019,2019-11-20,2019-11-20,1,0,15,6,Message publicitaire,Canadienne
25092,Du génie pour la planète,Estelle Bouchard,2019,2019-11-08,2020-05-15,29,0,14,6,Télévision générale,Canadienne
25093,ADIDAS Terrex,,2019,2019-11-14,2019-11-15,2,0,18,6,Photographie,Canadienne
25094,Fanny ne sort jamais sans son bat,Charlotte Clerk,2019,2019-11-08,2019-11-10,3,0,19,6,Film étudiant,Canadienne
25095,"La Lifeguard, Mat Vezo",Jérémie Battaglia,2019,2019-08-24,2019-08-24,2,0,20,6,Multimédia,Canadienne
25096,Brault et Martineau,Yan Giroux,2019,2019-11-14,2019-11-14,1,0,15,6,Message publicitaire,Canadienne
25097,Les sombres secrets du St-Laurent,Sébastien Goyette,2019,2019-09-09,2020-04-30,24,0,22,6,Documentaire,Canadienne
25098,La soirée Mammouth !!,Patrice Ouimet,2019,2019-10-17,2019-12-01,14,0,14,6,Télévision générale,Canadienne
25099,Les amis de la montagne,Nathalie Bibeau,2019,2020-01-11,2020-01-11,1,0,22,6,Documentaire,Canadienne
25100,INFOMAN saison 20,André Lavoie,2019,2019-08-14,2019-12-31,30,0,14,6,Télévision générale,Canadienne
25101,De Guerre Lasse,Nicolas Roy,2019,2019-11-13,2019-12-06,18,0,11,6,Long métrage,Canadienne
25102,Iogo,Nicolas Monette,2019,2019-11-14,2019-11-14,1,0,15,6,Message publicitaire,Canadienne
25103,FDJ French Dressing,,2019,2019-11-12,2019-11-12,0,1,25,7,Photographie étrangère,Etrangère
25107,Divers,,2019,2019-11-12,2019-12-31,0,2,18,6,Photographie,Canadienne
25108,Spring 2020 Photoshoot,,2019,2019-11-27,2019-11-28,1,0,15,6,Message publicitaire,Canadienne
25109,LA REVUE CULTURELLE 2019,Louis Asselin,2019,2019-11-08,2019-12-04,3,0,14,6,Télévision générale,Canadienne
25110,CASHMERE,Mélanie Charbonneau,2019,2019-12-05,2019-12-06,2,0,15,6,Message publicitaire,Canadienne
25111,Pieces of a Woman,Kornél Mundruczo,2019,2019-12-04,2020-01-27,29,0,11,7,Long métrage,Etrangère
25112,Flavour Profile,Ryan Paterson,2019,2019-11-15,2019-11-16,1,0,22,6,Documentaire,Canadienne
25115,Campagne image 2019,Luc-Olivier Cloutier,2019,2019-11-21,2019-11-21,4,0,14,6,Télévision générale,Canadienne
25116,Nuit,Renée Beaulieu,2019,2019-11-20,2019-12-22,18,0,11,6,Long métrage,Canadienne
25117,BELL LET'S TALK,Emanuel Hoss Desmarais,2019,2019-11-20,2019-11-21,2,0,15,6,Message publicitaire,Canadienne
25118,Shooting Photo Étudiant Julien Herger,Julien Herger,2019,2019-11-19,2019-11-19,1,0,18,6,Photographie,Canadienne
25119,Shooting Photo Étudiant Julien Herger,Julien Herger,2019,2019-11-19,2019-11-19,1,0,18,6,Photographie,Canadienne
25120,Journée portes-ouvertes ETS,,2019,2020-01-09,2020-01-09,0,0,15,6,Message publicitaire,Canadienne
25121,Venti et Casamoda,n/a,2019,2019-11-25,2019-11-27,3,0,25,7,Photographie étrangère,Etrangère
25122,L'île-aux-Paons,Julien Knafo,2019,2020-02-17,2020-03-19,0,0,11,6,Long métrage,Canadienne
25123,Les fleuristes,Maxime Pouliot,2019,2019-12-05,2019-12-18,10,0,27,6,Série web,Canadienne
25124,Loto-Québec,Maxime Giroux,2019,2019-11-28,2019-11-28,1,0,15,6,Message publicitaire,Canadienne
25125,Les Éphémères II,Mathieu Gadbois,2019,2019-12-16,2020-01-29,7,0,27,6,Série web,Canadienne
25126,SAAQ,Louis-Philippe Hénault,2019,2019-12-02,2019-12-02,1,0,15,6,Message publicitaire,Canadienne
25130,L'enfer c'est chez-nous,Rémi Fréchette,2019,2019-12-10,2019-12-11,2,0,13,6,Série télévisée,Canadienne
25131,ZONE FRANCHE II,Raphaël Malo & Stéphane Rocheleau,2019,2019-12-17,2020-03-02,0,0,14,6,Télévision générale,Canadienne
25132,Bande annonce Kino Montréal 00,Mat Rich,2019,2019-12-07,2019-12-07,3,0,16,6,Court métrage,Canadienne
25134,Publicité Metro,Alexis Durand-Brault,2019,2019-12-09,2019-12-09,0,0,15,6,Message publicitaire,Canadienne
25135,Salut 2019!,Sylvain Bouchard,2019,2019-12-06,2019-12-07,2,0,14,6,Télévision générale,Canadienne
25136,Vacation intervention - Air transat,William Fradette,2019,2019-12-03,2019-12-04,2,0,15,6,Message publicitaire,Canadienne
25137,Félix-Leclerc,Frédérick Vachon,2019,2019-12-03,2019-12-08,2,0,19,6,Film étudiant,Canadienne
25138,Rôtisseries St-Hubert,Yves-Christian Fournier,2019,2019-12-05,2019-12-05,1,0,15,6,Message publicitaire,Canadienne
25139,La guerre des slams,Chantal Limoges Jean F,2019,2019-10-15,2019-12-31,3,0,22,6,Documentaire,Canadienne
25140,ACDQ,Alexis Durant-Brault,2019,2019-12-05,2019-12-05,1,0,15,6,Message publicitaire,Canadienne
25141,DIVERS CLIPS,,2019,2019-12-07,2019-12-31,0,0,17,6,Vidéo,Canadienne
25142,Concorde - Le Couleur,Ariel Poupart,2019,2020-01-04,2020-01-05,2,0,17,6,Vidéo,Canadienne
25143,Les fêtes en jazz,Richard Fournier,2019,2019-12-10,2019-12-10,1,0,14,6,Télévision générale,Canadienne
25144,BEAST,Benjamin Nicolas,2019,2019-12-16,2019-12-18,3,0,16,6,Court métrage,Canadienne
25145,Subway 19-091,Mélanie Charbonneau,2019,2019-12-10,2019-12-10,1,0,15,6,Message publicitaire,Canadienne
25146,La vie chez Rogers,Jordan Patriquin,2019,2019-12-06,2019-12-06,2,2,24,6,Vidéo corporatif,Canadienne
25147,Bootlegger,Caroline Monet,2019,2019-11-15,2019-12-21,1,0,11,6,Long métrage,Canadienne
25149,Massi en mission / saison 2,Émilie Ricard-Harvey,2019,2019-12-13,2019-12-23,10,0,14,6,Télévision générale,Canadienne
25150,DIVERS PUBLICITÉS,,2019,2019-12-06,2019-12-31,0,0,15,6,Message publicitaire,Canadienne
25151,SFPQ,n/d,2019,2019-12-10,2019-12-10,1,0,15,6,Message publicitaire,Canadienne
25152,Passe-Partout 3,Julien Hurteau,2019,2019-10-25,2020-07-21,28,0,13,6,Série télévisée,Canadienne
25153,Geloso,François Jaros,2019,2019-12-12,2019-12-12,0,0,15,6,Message publicitaire,Canadienne
25154,Microsoft Surface,Charlie Chuck,2019,2019-12-13,2019-12-15,3,0,15,6,Message publicitaire,Canadienne
25155,New Look,,2019,2019-12-13,2019-12-13,1,0,15,6,Message publicitaire,Canadienne
25156,Banque Nationale,Pierre Dalpé,2019,2019-12-11,2019-12-11,1,0,15,6,Message publicitaire,Canadienne
25157,Untitled home alone,Dan Mazer,2019,2020-03-03,2020-04-09,0,0,11,7,Long métrage,Etrangère
25158,Luis Clavis - Job,Louri-Philippe Paillé,2019,2019-12-13,2019-12-13,1,0,17,6,Vidéo,Canadienne
25159,Retraite Québec,Félix Charest,2019,2019-12-18,2019-12-18,0,1,15,6,Message publicitaire,Canadienne
25160,Contrées Sauvages,Kim O'Bomsawin,2019,2019-12-18,2019-12-18,1,0,22,6,Documentaire,Canadienne
25161,La seizième de monsieur Nagano,Michel Barbeau,2019,2019-05-06,2020-08-09,16,0,22,6,Documentaire,Canadienne
25162,Seuls les faibles seront punis,Léonard Giovenazzo,2019,2020-01-30,2020-02-02,4,0,19,6,Film étudiant,Canadienne
25163,Divers publicités et photoshoot,,2019,2020-01-01,2020-12-31,0,0,15,6,Message publicitaire,Canadienne
25168,Général,DIVERS,2020,2020-01-01,2020-12-31,0,0,14,6,Télévision générale,Canadienne
25172,Decathlon,Thomas Bevilarqua,2019,2020-01-06,2020-01-09,4,0,15,6,Message publicitaire,Canadienne
25174,GÉNÉRAL  SRC,DIVERS,2019,2020-01-01,2020-12-31,0,0,14,6,Télévision générale,Canadienne
25175,DIVERS,DIVERS,2019,2020-01-01,2020-12-31,0,0,14,6,Télévision générale,Canadienne
25176,Ça vaut le coût VII,DIVERS,2019,2019-05-14,2020-02-09,0,0,14,6,Télévision générale,Canadienne
25177,Cochon Dingue,Sébastien Hurtubise,2019,2019-06-10,2020-01-24,0,0,14,6,Télévision générale,Canadienne
25178,Cette année-là 2,Maxime Bissonnette-Théoret,2019,2019-08-24,2020-03-04,6,0,14,6,Télévision générale,Canadienne
25179,THE BOLD TYPE 4,DIVERS,2019,2019-07-28,2020-03-25,63,15,13,6,Série télévisée,Canadienne
25180,L'Appartement,Simon Sachel,2019,2019-09-11,2020-03-30,30,0,14,6,Télévision générale,Canadienne
25181,Belle et Bum 17,Daniel Laurin,2019,2019-09-12,2020-03-12,11,0,14,6,Télévision générale,Canadienne
25182,Pour toujours plus un jour,Marie-Claude Blouin,2019,2019-10-03,2020-01-10,0,0,14,6,Télévision générale,Canadienne
25183,BLOOD & TREASURE 2,DIVERS,2019,2019-10-16,2020-01-31,0,0,13,7,Série télévisée,Etrangère
25184,Ouvrez les guillemets,Raphaël Malo,2019,2019-10-18,2020-02-21,6,0,14,6,Télévision générale,Canadienne
25185,Les Mecs,Ricardo Trogi,2019,2019-10-26,2020-03-18,14,0,14,6,Télévision générale,Canadienne
25186,Montréal Girls,Patricia Chica,2019,2019-10-18,2020-01-31,0,0,11,6,Long métrage,Canadienne
25187,Combien vaut cette maison 3,DIVERS,2019,2019-10-11,2020-03-31,12,0,14,6,Télévision générale,Canadienne
25188,Tout s'embellit avec Julie 5,Sébastien Chabot,2019,2019-09-24,2020-02-14,13,0,14,6,Télévision générale,Canadienne
25189,Pieces of a Woman,Kornél Mundruczo,2019,2019-12-04,2020-01-27,0,0,11,7,Long métrage,Etrangère
25190,L'Île-aux-Paons,Julien Knafo,2019,2020-02-17,2020-03-19,25,0,11,6,Long métrage,Canadienne
25191,Zone Franche II,Raphaël Malo,2019,2019-12-17,2020-03-02,13,0,14,6,Télévision générale,Canadienne
25192,Passe-Partout 3,Julien Hurteau,2019,2019-10-25,2020-07-21,28,0,14,6,Télévision générale,Canadienne
25193,UNTITLED HOME ALONE,Dan Mazer,2019,2020-02-03,2020-04-09,32,0,11,7,Long métrage,Etrangère
25194,Deux hommes en or VII,Mathieu Gadbois,2019,2020-01-07,2020-05-27,12,0,14,6,Télévision générale,Canadienne
25195,For Glowing Hearts,Jennifer Mclarty et Jonathan Lall,2020,2020-02-09,2020-02-09,1,0,27,6,Série web,Canadienne
25196,Peace by Chocolate,Jonathan Keijser,2020,2020-01-04,2020-01-19,18,0,11,6,Long métrage,Canadienne
25197,DIVERS ÉTUDIANTS,Divers étudiants,2020,2020-01-01,2020-12-31,0,0,19,6,Film étudiant,Canadienne
25198,DIVERS PUBLICITÉS,,2020,2020-01-06,2020-12-31,0,0,15,6,Message publicitaire,Canadienne
25199,STL-Compagnon,Caraz,2020,2020-01-10,2020-01-10,0,0,15,6,Message publicitaire,Canadienne
25200,Les moldus,Romain W. Dumont,2020,2020-01-27,2020-01-30,0,4,16,6,Court métrage,Canadienne
25201,Maître du chantier II,David Noiseaux,2020,2019-09-08,2020-02-02,2,0,14,6,Télévision générale,Canadienne
25202,MICROS-AGRESSIONS,Mathieu Leblanc,2020,2020-01-22,2020-01-22,0,0,24,6,Vidéo corporatif,Canadienne
25203,N'oublie pas mon nom,Marisol Aubé,2020,2019-12-03,2020-03-17,12,0,22,6,Documentaire,Canadienne
25204,French Connection,Joris Cottin,2020,2020-01-14,2020-01-16,2,0,19,6,Film étudiant,Canadienne
25205,DIVERS PROJETS (Publicités et photoshoots),,2020,2020-01-13,2020-12-31,0,0,18,6,Photographie,Canadienne
25206,Écrivain public - Saison 3,Éric Piccoli,2020,2019-09-09,2020-04-25,15,0,27,6,Série web,Canadienne
25207,Enfuis-toi,Mélanie Pilon,2020,2020-01-18,2020-01-19,2,0,19,6,Film étudiant,Canadienne
25208,Divers publicité,DIVERS,2020,2020-01-14,2020-12-31,0,0,15,6,Message publicitaire,Canadienne
25209,MEES,JF Sauvé,2020,2020-01-19,2020-01-19,1,0,15,6,Message publicitaire,Canadienne
25210,La Loi c'est la Loi,Vincent Ruel Côté,2020,2019-10-23,2020-01-30,0,0,27,6,Série web,Canadienne
25211,DIVERS PUBLICITÉS,DIVERS,2020,2020-01-17,2020-12-31,0,0,15,6,Message publicitaire,Canadienne
25212,Les Éphémères II,Mathieu Gadbois,2020,2020-01-20,2020-01-29,7,0,27,6,Série web,Canadienne
25213,DIVERS PUBLICITÉ,DIVERS,2020,2020-01-16,2020-12-31,0,0,15,6,Message publicitaire,Canadienne
25214,Hobby Lobby,Rudi Schwab,2020,2020-01-20,2020-01-23,2,0,15,6,Message publicitaire,Canadienne
25215,DIVERS PUBLICITÉ,DIVERS,2020,2020-01-16,2020-12-31,0,0,15,6,Message publicitaire,Canadienne
25216,MTESS,Pierre Dalpé,2020,2020-01-21,2020-01-21,1,0,15,6,Message publicitaire,Canadienne
25217,PGGAS ZabMaboungou,Carmine Pierre-Dufour,2020,2020-01-28,2020-01-28,1,0,22,6,Documentaire,Canadienne
25218,Phil s'invite saison 2,Anicée Ouellet et François Lachapelle,2020,2019-10-15,2020-02-29,31,0,14,6,Télévision générale,Canadienne
25219,DIVERS PUBLICITÉS,DIVERS,2020,2020-01-24,2020-12-31,0,0,15,6,Message publicitaire,Canadienne
25220,McDonald,Emmanuel Hoss-Desmarais,2020,2020-01-24,2020-01-24,0,0,15,6,Message publicitaire,Canadienne
25221,Esprit critique V,Stéphane Rocheleau,2020,2019-09-19,2020-08-13,0,0,14,6,Télévision générale,Canadienne
25222,DIVERS PROJETS ÉTUDIANTS,DIVERS,2020,2020-01-30,2020-12-31,0,0,19,6,Film étudiant,Canadienne
25223,Seuls les faibles seront punis,Léonard Giovenazzo,2020,2020-01-30,2020-02-02,4,0,19,6,Film étudiant,Canadienne
25224,Le gros bon sens,Jessica Gélinas,2020,2020-01-22,2020-02-20,10,0,14,6,Télévision générale,Canadienne
25225,Destination Canada - winter 2020,Kamil Bialous,2020,2020-02-14,2020-02-26,2,0,28,6,Publicité web,Canadienne
25228,DIVERS PUBLICITÉS,DIVERS,2020,2020-01-26,2020-12-31,0,0,15,6,Message publicitaire,Canadienne
25230,Viagra,François Jaros,2020,2020-01-26,2020-01-26,1,0,15,6,Message publicitaire,Canadienne
25231,Uniprix,Mathieu Grimard,2020,2020-01-28,2020-01-30,2,0,15,6,Message publicitaire,Canadienne
25232,Parents séparés enfants blessés,Jean-Sébastien Lozeau,2020,2019-11-01,2020-02-23,0,0,14,6,Télévision générale,Canadienne
25233,180 jours (Saison 3),Mélissa Beaudet,2020,2019-08-26,2020-04-30,0,0,14,6,Télévision générale,Canadienne
25234,La semaine des 4 Julie,Daniel Lorain,2020,2020-01-06,2020-04-01,29,0,14,6,Télévision générale,Canadienne
25235,DIVERS VIDÉOCLIPS,DIVERS,2020,2020-01-27,2020-12-31,0,0,17,6,Vidéo,Canadienne
25236,Lynda Lemay / Le Monde,Éric Morin,2020,2020-02-04,2020-02-06,3,0,17,6,Vidéo,Canadienne
25237,I do Redo,Michael Margolis,2020,2020-02-01,2020-02-04,4,0,14,6,Télévision générale,Canadienne
25238,Josélito au cœur du monde,"A.Kosh,M.Farley,B.Couture,PA Fournier",2020,2019-11-06,2020-03-30,42,0,14,6,Télévision générale,Canadienne
25239,DIVERS PUBLICITÉS,,2020,2020-01-28,2020-12-31,0,0,15,6,Message publicitaire,Canadienne
25241,Megabrand,Mathieu Renoult,2020,2020-02-03,2020-02-03,1,0,15,6,Message publicitaire,Canadienne
25242,DIVERS PUBLICITÉ,DIVERS,2020,2020-01-29,2020-12-31,0,0,15,6,Message publicitaire,Canadienne
25243,Soft-Tex,Jimmi Francoeur,2020,2020-02-06,2020-02-06,2,0,15,6,Message publicitaire,Canadienne
25244,DIVERS PUBLICITÉ,DIVERS,2020,2020-01-30,2020-12-31,0,0,15,6,Message publicitaire,Canadienne
25245,Derma,Martin Pariseau,2020,2020-02-01,2020-02-01,1,0,15,6,Message publicitaire,Canadienne
25246,Braids,Sach Baylin-Stern,2020,2020-02-04,2020-02-05,0,0,17,6,Vidéo,Canadienne
25247,DIVERS ÉTUDIANTS,DIVERS,2020,2020-02-03,2020-12-31,0,0,19,6,Film étudiant,Canadienne
25248,Le Cycle (titre provisoire),Stéphane Mukinzi,2020,2020-02-18,2020-02-19,2,0,19,6,Film étudiant,Canadienne
25249,Tourisme Montréal Hiver,Anthony Ayotte,2020,2020-01-23,2020-03-01,12,0,15,6,Message publicitaire,Canadienne
25251,Montréal International,Daphne Caron,2020,2020-02-04,2020-12-31,2,0,24,6,Vidéo corporatif,Canadienne
25252,Le Trophée,Sandra Coppola,2020,2020-02-15,2020-02-22,6,0,16,6,Court métrage,Canadienne
25253,DIVERS,DIVERS,2020,2020-02-05,2020-12-31,0,0,17,6,Vidéo,Canadienne
25254,Vidéoclip Zach Zoya,Gonos,2020,2020-02-08,2020-02-11,3,0,17,6,Vidéo,Canadienne
25255,Campagne ORNORM Printemps 2020,David Picard,2020,2020-01-17,2020-01-17,1,0,15,6,Message publicitaire,Canadienne
25256,DIVERS PUBLICITÉ,DIVERS,2020,2020-02-07,2020-12-31,0,0,15,6,Message publicitaire,Canadienne
25257,Fromage du Québec,François Lallier,2020,2020-02-29,2020-03-06,5,0,15,6,Message publicitaire,Canadienne
25258,UNCLEAN,Simon Chouinard,2020,2020-02-29,2020-03-03,4,0,16,6,Court métrage,Canadienne
25259,Je voudrais qu'on m'efface,Éric Piccoli,2020,2020-02-21,2020-12-16,15,0,27,6,Série web,Canadienne
25260,SOUPIR,Éli Jean Tahchi,2020,2020-02-22,2020-02-23,2,0,19,6,Film étudiant,Canadienne
25261,RIMA et JACOB,Luis Petranko,2020,2020-02-25,2020-02-26,2,0,19,6,Film étudiant,Canadienne
25262,DIVERS PUBLICITÉ,DIVERS,2020,2020-02-10,2020-12-31,0,0,15,6,Message publicitaire,Canadienne
25263,Plan B - saison 2,Jean-François Asselin,2020,2020-04-06,2020-06-18,0,0,13,6,Série télévisée,Canadienne
25264,Mss Opioide,Max Giroux,2020,2020-02-18,2020-02-18,1,0,15,6,Message publicitaire,Canadienne
25265,Mouvement Deluxe saison 3,Mathieu Handfield,2020,2020-01-14,2020-02-18,22,0,27,6,Série web,Canadienne
25266,DIVERS PUBLICITÉS,DIVERS,2020,2020-02-20,2020-12-31,0,0,15,6,Message publicitaire,Canadienne
25267,Groupe Forget,Jean-François Bernier,2020,2020-02-20,2020-02-20,1,0,15,6,Message publicitaire,Canadienne
25268,Crépuscule pour un tueur,Raymond St-Jean,2020,2020-02-21,2021-02-21,23,0,11,6,Long métrage,Canadienne
25269,Molson Ultra,Mathieu Grimard,2020,2020-02-17,2020-02-18,2,0,15,6,Message publicitaire,Canadienne
25270,ATIS,Benjamin Lussier,2020,2020-02-20,2020-02-20,1,0,15,6,Message publicitaire,Canadienne
25271,Flip it or Live it,Misty Tyson,2020,2020-02-24,2020-02-26,3,0,14,6,Télévision générale,Canadienne
25272,SEIZE,Marianne Farley,2020,2020-02-29,2020-03-03,3,0,16,6,Court métrage,Canadienne
25273,SAM,Yan England,2020,2020-02-27,2020-03-30,23,0,11,6,Long métrage,Canadienne
25274,Nuit Blanche,Sébastien Gagné,2020,2020-03-22,2020-07-15,45,0,13,6,Série télévisée,Canadienne
25275,Caen te reverrais-je,Clément Buyse,2020,2020-02-28,2020-03-08,6,0,16,6,Court métrage,Canadienne
25276,SQDI,Jonathan Boulet-Groulx,2020,2020-03-02,2020-03-02,1,0,15,6,Message publicitaire,Canadienne
25277,La faille S2,Patrice Sauvé,2020,2020-02-09,2020-06-20,35,0,13,6,Série télévisée,Canadienne
25278,L'indice McSween 4,Benoit Gignac et Éric Trottier,2020,2020-03-13,2020-11-13,36,0,14,6,Télévision générale,Canadienne
25279,Teletoon Show (titre provisoire),Dave Belisle,2020,2020-03-18,2020-03-22,9,0,14,6,Télévision générale,Canadienne
25280,Claire et les vieux,Charles Grenier,2020,2020-03-01,2020-03-16,4,0,27,6,Série web,Canadienne
25281,BN - Question Web,William Fradette,2020,2020-03-04,2020-03-06,1,0,15,6,Message publicitaire,Canadienne
25282,La Révision,Catherine Thérrien,2020,2020-08-09,2020-09-06,9,0,11,6,Long métrage,Canadienne
25283,C'est juste de la TV XIII - Zapettes d'or,Eric Savage,2020,2020-03-26,2020-03-27,1,0,14,6,Télévision générale,Canadienne
25284,N.O.U.S. 1,Yannick Savard,2020,2020-04-06,2020-11-15,86,0,13,6,Série télévisée,Canadienne
25285,Bizarroscope 5,Félix Tanguay,2020,2020-02-26,2020-07-08,6,0,14,6,Télévision générale,Canadienne
25286,DIVERS,DIVERS,2020,2020-03-10,2020-12-31,1,0,15,6,Message publicitaire,Canadienne
25287,Du génie pour la planète,Estelle Bouchard,2020,2019-11-08,2020-08-31,29,0,14,6,Télévision générale,Canadienne
25288,Deuxième chance S4,N/D,2020,2020-03-30,2020-12-20,65,0,14,6,Télévision générale,Canadienne
25289,Les Poilus III,"Sébastien Hurtebise, etc",2020,2020-02-16,2020-05-03,16,0,14,6,Télévision générale,Canadienne
25290,La course aux vacances,Iliade Poulin,2020,2020-03-10,2020-09-12,33,0,14,6,Télévision générale,Canadienne
25291,Patrick Senécal présente,Stéphane Lapointe,2020,2020-10-27,2020-11-27,8,0,13,6,Série télévisée,Canadienne
25292,Visiting Finland,Sébastien Landry,2020,2020-03-15,2020-03-17,3,0,16,6,Court métrage,Canadienne
25293,A Timeless Christmas (voir reshoot au titre Christmas Ever Again),Pat Kiely,2020,2020-03-15,2020-04-04,2,0,12,6,Téléfilm,Canadienne
25294,Bonsoir bonsoir S2,N/D,2020,2020-03-16,2020-09-11,,0,14,6,Télévision générale,Canadienne
25295,Viens-tu faire un tour S7,Pierre Gagnon,2020,2020-03-06,2020-08-31,10,0,14,6,Télévision générale,Canadienne
25296,6 Dégrés,Hervé Baillargeon,2020,2020-02-29,2020-04-19,21,0,13,6,Série télévisée,Canadienne
25298,DIVERS PUBLICITÉ,DIVERS,2020,2020-03-04,2020-12-31,0,0,15,6,Message publicitaire,Canadienne
25299,DIVERS PUBLICITÉ,DIVERS,2020,2020-03-15,2020-12-31,0,0,15,6,Message publicitaire,Canadienne
25300,Gouvernement du Québec,Didier Charest,2020,2020-03-15,2020-03-16,1,0,15,6,Message publicitaire,Canadienne
25301,100% local,N/D,2020,2020-03-16,2020-03-16,1,0,14,6,Télévision générale,Canadienne
25302,Métamorphose,Ziad Guenoun,2020,2020-03-14,2020-09-22,10,0,16,6,Court métrage,Canadienne
25303,Subway,Mélanie Charbonneau,2020,2020-03-16,2020-03-22,1,0,15,6,Message publicitaire,Canadienne
25304,Le Métro voyage dans le temps - saison 2,Béatrice Pautel,2020,2020-04-29,2020-07-31,24,0,14,6,Télévision générale,Canadienne
25305,North,Saam Safahmand,2020,2020-03-20,2020-03-25,3,0,15,1,Message publicitaire,À déterminer
25306,Slay,Julien Hurteau,2020,2020-12-02,2021-01-25,19,0,13,6,Série télévisée,Canadienne
25307,Chiens,Laurèle Simard-Rodrigue,2020,2020-03-15,2020-03-25,9,0,19,6,Film étudiant,Canadienne
25308,"Félix, Maude et la fin du monde",,2020,2020-03-20,2020-03-20,0,0,28,6,Publicité web,Canadienne
25309,Y'a du monde à messe 4,Luc Sirois,2020,2020-03-19,2020-11-11,13,0,14,6,Télévision générale,Canadienne
25310,Ça va bien aller,Jill Niquet-Joyal et Patricia Beaulieu,2020,2020-04-06,2020-05-28,5,0,14,6,Télévision générale,Canadienne
25311,Une chance qu'on s'a,Guillaume St-Arnaud,2020,2020-04-26,2020-05-10,7,0,26,6,Evénement média,Canadienne
