NO_ID_PRO,TITRE_PRODUCTION,REALISATEUR,ANNEE_PROD,PERIODE_DE,PERIODE_AU,NB_JOURTOURNAGEMONTREAL,NB_JOURTOURNAGEVIEUXMONTREAL,NO_TYPEPRODUCTION,NO_PROVENANCE,NOM_TYPEPRODUCTION,NOM_PROVENANCE
24694,La Leçon de piano (reshoot),Peter Venne,2019,2019-05-20,2019-05-20,1,0,16,6,Court métrage,Canadienne
24695,Dream,Stephen Dunn,2019,2019-05-22,2019-05-31,6,2,13,7,Série télévisée,Etrangère
24696,Boulette,Akim Gagnon,2019,2019-05-15,2019-05-15,1,0,16,6,Court métrage,Canadienne
24697,Chevrolet,Alexis Durant-Brault,2019,2019-05-17,2019-05-19,3,0,15,6,Message publicitaire,Canadienne
24698,Colonel Sanders,Mathieu Charest,2019,2019-05-19,2019-05-19,1,0,17,6,Vidéo,Canadienne
24699,Helix,Daniel Roby,2019,2019-05-23,2019-05-30,2,0,15,6,Message publicitaire,Canadienne
24701,CLASSE A PART 2,François Péloquin,2019,2019-05-01,2019-10-31,27,0,14,6,Télévision générale,Canadienne
24702,Like-moi V,"J.F Chagnon, Isabelle Garneau",2019,2019-06-05,2019-12-31,33,0,14,6,Télévision générale,Canadienne
24703,Rule of 3,Caroline Labrèche,2019,2019-05-27,2019-06-20,16,0,12,6,Téléfilm,Canadienne
24704,Curieux Bégin XII,"Mar Cayer, Pascal Brouard, Véronique Beaupé",2019,2019-05-09,2019-09-30,7,0,14,6,Télévision générale,Canadienne
24705,C'est comme ça que je t'aime (anciennement On est fait pour vivre ensemble),Jean-François Rivard,2019,2019-06-11,2019-09-13,15,0,13,6,Série télévisée,Canadienne
24706,Filles de Moto II,François Coulombe-Giguière,2019,2019-02-24,2019-08-26,1,0,14,6,Télévision générale,Canadienne
24708,GSK- SHINGRIX,Mathieu Grimard,2019,2019-05-27,2019-05-27,1,0,15,6,Message publicitaire,Canadienne
24709,Ça me regarde 5,Estelle Bouchard,2019,2018-08-21,2019-06-19,24,0,14,6,Télévision générale,Canadienne
24710,FAITES-MOI RIRE,Marc-André Chabot,2019,2019-05-24,2019-09-28,11,0,14,6,Télévision générale,Canadienne
24711,Ça vaut le coût VII,Multiples,2019,2019-05-14,2020-02-09,50,0,14,6,Télévision générale,Canadienne
24712,Belle à ma façon,Marc Carbonneau,2019,2019-05-28,2019-09-30,30,0,14,6,Télévision générale,Canadienne
24713,A Table avec mon EX,"David Gauthier, Vanessa Cournoyer",2019,2019-06-03,2019-09-25,28,0,14,6,Télévision générale,Canadienne
24714,Messages publicitaires,divers,2019,2019-05-31,2019-12-31,0,0,15,6,Message publicitaire,Canadienne
24715,AMS,Evan Boudreau,2019,2019-05-31,2019-05-31,1,0,15,6,Message publicitaire,Canadienne
24716,Arsenal de Rochefort - test,Marie Belzil,2019,2019-05-27,2019-05-27,1,0,20,6,Multimédia,Canadienne
24717,Couple de Nerds II,Sébastien Goyette,2019,2019-06-03,2019-08-25,15,0,14,6,Télévision générale,Canadienne
24718,5e rang saison 2 inc.,Myriam Verreault,2019,2019-06-03,2020-05-01,2,0,13,6,Série télévisée,Canadienne
24719,Photographies,a/d,2019,2019-05-31,2019-12-31,0,0,18,6,Photographie,Canadienne
24722,Quartier de l'innovation (titre à confirmer),Martin Fillion,2019,2019-06-06,2019-09-15,12,0,14,6,Télévision générale,Canadienne
24723,La face cachée du baklava,Marianne Zéhil,2019,2019-06-12,2019-07-17,26,0,11,6,Long métrage,Canadienne
24724,Little Burgundy,William Arcand,2019,2019-05-31,2019-05-31,1,0,18,6,Photographie,Canadienne
24725,DIVERS PUBLICITÉ,Les frères Sanchez,2019,2019-05-31,2019-05-31,1,0,15,6,Message publicitaire,Canadienne
24727,Campagne Coca-Cola,DIVERS,2019,2019-06-04,2019-06-05,2,0,28,6,Publicité web,Canadienne
24728,6/49,Nicolas Monette,2019,2019-06-03,2019-06-06,4,0,15,6,Message publicitaire,Canadienne
24729,Unibroue,Pierre Dalpe,2019,2019-06-04,2019-06-05,4,0,15,6,Message publicitaire,Canadienne
24730,Parmi les siens,Alexandre Lefebvre,2019,2019-06-14,2019-06-01,3,0,16,6,Court métrage,Canadienne
24731,Skip the Disthes,Jean-François Asselin,2019,2019-06-03,2019-06-04,1,0,15,6,Message publicitaire,Canadienne
24732,Zoo ecomuseum,Pablo Escobar Tuduri,2019,2019-06-12,2019-06-13,1,0,15,6,Message publicitaire,Canadienne
24733,Enfin l'Été !,Sébastien Roy,2019,2019-06-03,2019-06-04,2,0,14,6,Télévision générale,Canadienne
24734,Air Canada,a/d,2019,2019-06-04,2019-06-04,1,0,28,6,Publicité web,Canadienne
24735,DIVERS PUBLICITÉ,DIVERS,2019,2019-05-30,2019-12-31,0,0,15,6,Message publicitaire,Canadienne
24736,BMO Impact,Georges Édouard Duquette,2019,2019-06-10,2019-06-11,2,0,15,6,Message publicitaire,Canadienne
24737,Transplant,"Holly Dale, Alain Desrochers,",2019,2019-06-09,2019-11-26,94,0,13,6,Série télévisée,Canadienne
24739,Synvain Rénove,Olivier Ménard,2019,2019-06-10,2019-06-10,1,0,27,6,Série web,Canadienne
24740,Intouchables,Jean-Philippe Pariseau,2019,2019-02-20,2019-09-30,15,0,14,6,Télévision générale,Canadienne
24741,KEBEC II,"Frédéric Fournier, Stéphane Thibault",2019,2019-01-01,2019-06-30,19,0,14,6,Télévision générale,Canadienne
24742,Proud of Me,Mandy Fabian,2019,2019-06-05,2019-06-05,1,0,20,6,Multimédia,Canadienne
24743,Gallo Pinto,Jeremy Comte,2019,2019-06-06,2019-06-07,2,0,17,6,Vidéo,Canadienne
24744,Charles LeClerc Instagram Takeover,Gaylene Macdonald,2019,2019-06-05,2019-06-05,0,1,20,7,Multimédia,Etrangère
24746,Rouge FM,Gabrielle Sykes,2019,2019-06-10,2019-06-11,2,0,28,6,Publicité web,Canadienne
24747,Discussions avec mes parents,Pascal l'Heureux,2019,2019-05-30,2019-07-30,36,0,14,6,Télévision générale,Canadienne
24748,Photographies,a/d,2019,2019-06-07,2019-12-31,0,0,18,6,Photographie,Canadienne
24749,Sports Experts - course automne 2019,Consulat,2019,2019-06-07,2019-06-07,1,0,18,6,Photographie,Canadienne
24752,La Base avec Lex et Wasiu,Emilie Manning,2019,2019-06-10,2019-07-10,8,0,27,6,Série web,Canadienne
24753,Polytechnique: 30 ans plus tard,Judith Plamondon,2019,2019-06-13,2019-06-15,6,0,14,6,Télévision générale,Canadienne
24754,Mercedes,Kieran Crilly,2019,2019-06-17,2019-06-17,1,0,28,6,Publicité web,Canadienne
24755,Laura,n/a,2019,2019-06-20,2019-06-21,2,0,25,7,Photographie étrangère,Etrangère
24756,Mikes,Charles Sama,2019,2019-06-06,2019-06-06,1,0,15,6,Message publicitaire,Canadienne
24757,Van Houtte,Emmanuel Hoss Desmarais,2019,2019-06-20,2019-06-20,0,0,15,6,Message publicitaire,Canadienne
24758,Damascus Dreams,Emilie Serri,2019,2019-06-14,2019-06-16,3,0,11,6,Long métrage,Canadienne
24759,Colgate,J-F Asselin,2019,2019-06-17,2019-06-18,2,0,15,6,Message publicitaire,Canadienne
24760,Karaoké Mama Mia,Robert Deckelbaum,2019,2019-06-19,2019-06-19,1,0,20,6,Multimédia,Canadienne
24762,Campagne Boutique Claire France,Marjorie Guindon,2019,2019-06-18,2019-06-18,0,0,18,6,Photographie,Canadienne
24763,Dynamite été 2019,,2019,2019-06-21,2019-06-21,1,0,18,6,Photographie,Canadienne
24764,FIDO,,2019,2019-06-17,2019-06-21,4,0,18,6,Photographie,Canadienne
24765,Distorsion,Jessica Gélinas,2019,2019-06-19,2019-09-27,27,0,14,6,Télévision générale,Canadienne
24766,Viens voir mes rénos (7926944 Canada Inc),Sébastien Chabot et Simone Leduc,2019,2019-05-07,2019-09-20,3,0,14,6,Télévision générale,Canadienne
24770,Des Familles Comme Les Autres,Benoit Gignac,2019,2019-04-30,2019-09-09,13,0,14,6,Télévision générale,Canadienne
24771,Combien Vaut Cette Maison saison2,Sébastien Chabot,2019,2019-06-19,2019-09-13,18,0,14,6,Télévision générale,Canadienne
24772,Manger,Marie Carpentier,2019,2019-06-10,2019-10-10,5,0,14,6,Télévision générale,Canadienne
24774,En Rodage,Sébastien Elias,2019,2019-06-18,2019-06-18,1,0,15,6,Message publicitaire,Canadienne
24775,Spinning Gold,Tim Scott Bogart,2019,2019-07-16,2019-09-20,50,0,11,7,Long métrage,Etrangère
24776,Toponymie,Patrick Damien Roy,2019,2019-06-18,2019-06-19,2,0,14,6,Télévision générale,Canadienne
24777,Campagne Boutique San Francisco,William Arcand Desgagné,2019,2019-06-25,2019-06-25,0,1,18,6,Photographie,Canadienne
24778,M'Entends-tu?,Charles-Olivier Michaud,2019,2019-07-09,2019-08-23,23,0,13,6,Série télévisée,Canadienne
24779,Cochon Dingue,Sébastien Hurtubise,2019,2019-06-10,2020-01-24,65,0,14,6,Télévision générale,Canadienne
24780,Hema-Québec,Jean-François Asselin,2019,2019-06-25,2019-06-25,1,0,15,6,Message publicitaire,Canadienne
24781,Fatherhood,Paul Weitz,2019,2019-06-22,2019-08-13,24,0,11,7,Long métrage,Etrangère
24782,Icône,Sarah Bruneau,2019,2019-06-27,2019-06-27,0,0,18,6,Photographie,Canadienne
24783,Miiyu,Sara Bruneau,2019,2019-07-02,2019-07-02,1,0,18,6,Photographie,Canadienne
24784,Montréal Judo Grand Prix 2019,Jack Willingham,2019,2019-06-29,2019-07-09,10,0,14,6,Télévision générale,Canadienne
24785,Nitrate,Yousra Benziane,2019,2019-06-29,2019-07-10,5,0,16,6,Court métrage,Canadienne
24786,La magie des stars III,Sébastien Hurtubise,2019,2019-06-25,2019-07-21,6,0,14,6,Télévision générale,Canadienne
24787,Centraide VR,Luisa Valencia,2019,2019-07-10,2019-07-16,5,0,27,6,Série web,Canadienne
24788,Ifiv,Marie Thibault,2019,2019-07-04,2019-07-05,2,0,18,6,Photographie,Canadienne
24789,Défi gendarme de fer,,2019,2019-07-08,2019-07-08,1,0,28,6,Publicité web,Canadienne
24790,Danser sa vie II,Patrice Ouimet,2019,2019-07-04,2019-08-17,8,0,14,6,Télévision générale,Canadienne
24791,Faites-nous la cour,Jean-François Legentil et Rémy Ouellet,2019,2019-04-14,2019-09-06,2,0,14,6,Télévision générale,Canadienne
24792,Demon,"Colin Friend, Mithc Brown",2019,2019-07-12,2019-07-13,2,0,16,6,Court métrage,Canadienne
24793,Vidéo Clips,DIVERS,2019,2019-07-08,2019-07-08,0,0,17,6,Vidéo,Canadienne
24794,The Sitter,Sarah Pellerin,2019,2019-07-15,2019-08-07,1,0,12,6,Téléfilm,Canadienne
24795,Femme ta gueule,Alec Pronovost,2019,2019-06-25,2019-07-09,12,0,14,6,Télévision générale,Canadienne
24796,Photographies,a/d,2019,2019-07-04,2019-12-31,0,0,18,6,Photographie,Canadienne
24797,Constellations,Danic Champoux,2019,2019-07-04,2019-09-30,7,0,27,6,Série web,Canadienne
24799,Bombardier,David Stulberg,2019,2019-07-04,2019-07-05,1,1,15,6,Message publicitaire,Canadienne
24801,Premières de film,n/d,2019,2019-07-08,2019-12-31,1,0,26,6,Evénement média,Canadienne
24802,Windy Gun,Marc-Antoine Lemire,2019,2019-07-07,2019-11-30,30,0,11,6,Long métrage,Canadienne
24803,Mon fils,Mariloup Wolfe,2019,2019-07-27,2019-09-13,30,0,13,6,Série télévisée,Canadienne
24804,Vue de l'Hôtel,Joseph Hillel,2019,2019-06-13,2020-02-28,0,0,22,6,Documentaire,Canadienne
24805,Un geste - Groupe Bronswick,Ariel Poupart,2019,2019-07-14,2019-07-14,1,0,16,6,Court métrage,Canadienne
24806,Photographies,a/d,2019,2019-07-11,2019-12-31,0,0,18,6,Photographie,Canadienne
24807,Cette année-là - Saison 2,Maxime Bissonnette-Théorêt,2019,2019-08-24,2020-03-04,6,0,14,6,Télévision générale,Canadienne
24808,Enter the Dance,Xavier Cantin-Lemieux,2019,2019-07-11,2019-07-19,4,0,27,6,Série web,Canadienne
24809,Les Pays d'en Haut saison 5,Yan England,2019,2019-07-10,2019-08-24,16,0,13,6,Série télévisée,Canadienne
24810,"Nadia, Butterfly",Pascal Plante,2019,2019-07-15,2019-09-30,17,0,11,6,Long métrage,Canadienne
24811,BMO Impact - Dévoilement,GED,2019,2019-07-16,2019-07-16,1,0,15,6,Message publicitaire,Canadienne
24812,Future Man S3,Jonathan Watson,2019,2019-07-15,2019-09-30,11,1,13,7,Série télévisée,Etrangère
24813,BDC 19-038,Didier Charrette,2019,2019-07-13,2019-07-14,1,0,15,6,Message publicitaire,Canadienne
24814,Google Maps Custumer Testimonial,TBD,2019,2019-07-09,2019-07-10,2,1,24,7,Vidéo corporatif,Etrangère
24815,Message publicitaire,,2019,2019-07-08,2019-12-31,1,1,15,6,Message publicitaire,Canadienne
24816,Message publicitaire,Malcom Venville,2019,2019-07-08,2019-07-10,1,1,15,6,Message publicitaire,Canadienne
24817,Si tu m'invites (Claude Bégin),Laurence Baz Morais,2019,2019-07-08,2019-07-08,1,0,17,6,Vidéo,Canadienne
24818,MarieClaire,,2019,2019-07-08,2019-07-12,5,5,15,6,Message publicitaire,Canadienne
24819,Soy Homosensual,,2019,2019-07-08,2019-07-12,5,5,15,6,Message publicitaire,Canadienne
24820,Cabaret à Laurent,,2019,2019-07-13,2019-07-13,1,0,14,6,Télévision générale,Canadienne
24821,Ebox Promo Famille,Pierre Dalpé,2019,2019-07-11,2019-07-11,1,0,15,6,Message publicitaire,Canadienne
24823,Psycho Bunny - campagne F19,n/a,2019,2019-07-11,2019-07-11,1,0,18,6,Photographie,Canadienne
24824,Cruising with Jane McDonald,,2019,2019-07-29,2019-07-29,1,1,14,7,Télévision générale,Etrangère
24825,LT3,Steven Meyers,2019,2019-07-27,2019-07-30,3,,15,6,Message publicitaire,Canadienne
24826,Épidémie,Yan Turgeon,2019,2019-08-02,2019-11-03,40,0,13,6,Série télévisée,Canadienne
24827,Divers publicités,À déterminer,2019,2019-07-15,2019-12-31,0,0,15,6,Message publicitaire,Canadienne
24828,Kia,Kacper Larski,2019,2019-07-25,2019-07-25,1,1,15,6,Message publicitaire,Canadienne
24829,Storm,Nick Hall,2019,2019-07-25,2019-07-25,2,0,18,6,Photographie,Canadienne
24830,Les évadés - San Francisco,,2019,2019-07-24,2019-07-24,1,0,18,6,Photographie,Canadienne
24831,Palazuelos the Show,TBC,2019,2019-08-03,2019-08-07,4,0,27,7,Série web,Etrangère
24832,Encore and À l'Affiche,Guillaume Bression,2019,2019-07-21,2019-07-26,3,1,22,7,Documentaire,Etrangère
24833,Canadian Premier League Doc,Juan Manuel Arizmendi Tippitto,2019,2019-07-22,2019-07-24,2,0,14,7,Télévision générale,Etrangère
24834,En fugue,André St-Pierre,2019,2019-06-08,2019-11-15,36,0,14,6,Télévision générale,Canadienne
24835,Subway 10-046,Mélanie Charbonneau,2019,2019-07-25,2019-07-25,1,0,15,6,Message publicitaire,Canadienne
24836,Mon cirque à moi,Miryam Bouchard,2019,2019-08-06,2019-10-15,14,0,11,6,Long métrage,Canadienne
24837,Crave solo shows,Mathieu Baer,2019,2019-07-23,2019-07-23,1,0,20,6,Multimédia,Canadienne
24838,Sérieux,Hervé Baillargeon,2019,2019-07-25,2019-07-25,0,0,14,6,Télévision générale,Canadienne
24839,The Bold Type 4,Variés,2019,2019-07-28,2020-03-25,63,30,13,7,Série télévisée,Etrangère
24840,Montréal international - Travailler à Montréal,Daphné Caron,2019,2019-07-29,2019-07-30,1,1,18,6,Photographie,Canadienne
24841,The Detectives 3,John L'Écuyer,2019,2019-07-22,2019-10-21,15,0,14,6,Télévision générale,Canadienne
24842,A&W,Mathieu Baer,2019,2019-08-05,2019-08-06,2,0,15,6,Message publicitaire,Canadienne
24843,Ford / Ste-Tite,Christian Tremblay,2019,2019-08-19,2019-08-20,1,0,15,6,Message publicitaire,Canadienne
24844,Where to I do?,Jessica Nahmias,2019,2019-08-02,2019-08-08,8,0,14,6,Télévision générale,Canadienne
24845,Contemporaine,Juliana Schiavinatto,2019,2018-08-09,2019-08-09,1,1,18,6,Photographie,Canadienne
24846,Les oiseaux ivres,Ivan Grbovic,2019,2019-08-26,2019-10-13,8,0,11,6,Long métrage,Canadienne
24847,RONA,Maxime Giroux,2019,2019-07-31,2019-07-31,2,0,15,6,Message publicitaire,Canadienne
24848,VIA RAIL,Benjamin Steiger Levine,2019,2019-08-01,2019-08-08,3,0,15,6,Message publicitaire,Canadienne
24849,Pas plus bête que nous 2!,Sébastien Robineau,2019,2019-05-13,2019-12-20,26,0,14,6,Télévision générale,Canadienne
24850,Projet 2000,François St-Amant,2019,2019-08-08,2019-10-22,2,0,27,6,Série web,Canadienne
24851,Fugueuse 2,Éric Tessier,2019,2019-08-25,2019-11-30,50,0,13,6,Série télévisée,Canadienne
24852,Lâcher Prise 4,Sébastien Gagné,2019,2019-08-19,2019-10-20,30,0,13,6,Série télévisée,Canadienne
24853,Frank & Oak,,2019,2019-08-05,2019-08-05,1,0,18,6,Photographie,Canadienne
24854,AUTOPROMOTION,Goran Bratic,2019,2019-08-06,2019-08-06,1,0,15,6,Message publicitaire,Canadienne
24856,YMCA ALT  19-085,Jean-François Sauvé,2019,2019-08-06,2019-08-06,1,0,15,6,Message publicitaire,Canadienne
24857,The ONE - Radiant Baby,Ariel Poupart,2019,2019-08-08,2019-08-08,1,0,20,6,Multimédia,Canadienne
24858,CFIB Montreal,,2019,2019-08-12,2019-08-12,1,0,20,6,Multimédia,Canadienne
24862,Marie-Mai semaine de la Fierté 2019,Samuel Olaechea,2019,2019-08-10,2019-08-11,1,0,15,6,Message publicitaire,Canadienne
24866,Ça finit bien la semaine #10,Brian Desgagné,2019,2019-08-13,2019-09-02,27,0,14,6,Télévision générale,Canadienne
24867,Boer Zoekt Vrouw De Wereld Rond II (Farmer wants a wife),Dennis Van esser,2019,2019-08-27,2019-08-29,3,3,14,7,Télévision générale,Etrangère
24868,Face aux monstres,Mariane McGraw,2019,2019-07-21,2019-08-29,7,0,14,6,Télévision générale,Canadienne
24869,Faire œuvre utile II,"Maude Sabbagh, Frédéric Nassif",2019,2019-08-12,2019-11-30,10,0,14,6,Télévision générale,Canadienne
24870,One of The Family,Maxime Charron,2019,2019-08-07,2019-08-07,1,0,14,6,Télévision générale,Canadienne
24871,Divers,Divers,2019,2019-08-05,2019-12-31,0,0,15,6,Message publicitaire,Canadienne
24872,Liberal Party of Canada,David Hicks,2019,2019-08-08,2019-08-09,1,0,15,6,Message publicitaire,Canadienne
24873,Sur les traces d'un tueur en série,Jean-François Poisson,2019,2019-08-05,2019-12-30,14,0,14,6,Télévision générale,Canadienne
24874,Pas plus compliqué que ça,Frédéric Gieling,2019,2019-04-01,2019-09-07,15,0,14,6,Télévision générale,Canadienne
24875,Reitmans Winter 2019,,2019,2019-08-12,2019-08-13,2,0,18,6,Photographie,Canadienne
24876,Jacques Greene,Mathieu Fortin,2019,2019-08-11,2019-08-12,3,0,16,6,Court métrage,Canadienne
24877,Virgin radio,Annie Chartrand,2019,2019-08-14,2019-09-02,5,0,28,6,Publicité web,Canadienne
24878,180 jours (Saison 3),Mélissa Beaudet,2019,2019-08-26,2020-04-30,52,0,14,6,Télévision générale,Canadienne
24879,NTD,Gabriel Coutu-Dumont,2019,2019-08-09,2019-08-11,3,0,15,6,Message publicitaire,Canadienne
24880,Bloodshot,Dave Wilson,2019,2019-08-24,2019-08-26,3,0,11,7,Long métrage,Etrangère
24881,Amours D'occasion,,2019,2019-08-26,2019-09-20,14,0,27,6,Série web,Canadienne
24882,Musulmane hors cadre,Saïda Ouchaou,2019,2019-08-29,2019-08-29,4,0,22,6,Documentaire,Canadienne
24883,Tourisme Québec-Pièces Marcantes,Jérémy Comte,2019,2019-08-21,2019-08-31,3,0,28,6,Publicité web,Canadienne
24884,Charbonner et T'enjailler,Sébastien G-Leclaire,2019,2019-09-07,2019-09-30,2,0,16,6,Court métrage,Canadienne
24885,DIVERS PUBLICITÉ,Guillaume De Fontenay,2019,2019-08-27,2019-08-29,2,0,15,6,Message publicitaire,Canadienne
24886,AA/MC Priceless Surprise,David Garcia,2019,2019-08-16,2019-08-16,1,1,28,7,Publicité web,Etrangère
24887,Ondeck,Charles Burroughs,2019,2019-08-13,2019-08-13,1,0,15,6,Message publicitaire,Canadienne
24888,Divers,,2019,2019-08-13,2019-12-31,0,0,15,6,Message publicitaire,Canadienne
24889,Fido,Mathieu Grimard,2019,2019-08-20,2019-08-21,1,0,15,6,Message publicitaire,Canadienne
24892,Addition Elle Holiday,Alex Gilbert,2019,2019-08-23,2019-08-23,2,0,18,6,Photographie,Canadienne
24893,Tournage vidéoDécathlon Canada,Thomas Bevilacqua,2019,2019-08-14,2019-08-16,2,0,15,6,Message publicitaire,Canadienne
24894,Teaser - Cascades,Renaud Stanton,2019,2019-08-22,2019-08-23,2,0,28,6,Publicité web,Canadienne
24895,Les belles cubaines,Sébastien Élias,2019,2019-08-24,2019-08-24,1,0,15,6,Message publicitaire,Canadienne
24896,Soltice d'un cœur brisé,Fanny Lefort,2019,2019-08-19,2019-08-20,3,0,16,6,Court métrage,Canadienne
24897,Écrivain public  - Saison 3,Éric Piccoli,2019,2019-09-09,2019-11-18,15,0,27,6,Série web,Canadienne
24898,La traduction,Carla Turcotte,2019,2019-09-13,2019-09-13,1,0,16,6,Court métrage,Canadienne
24899,Divers,,2019,2019-08-15,2019-12-31,0,0,15,6,Message publicitaire,Canadienne
24900,FTQ,,2019,2019-08-23,2019-08-25,1,0,15,6,Message publicitaire,Canadienne
24901,L'appartement,Simon Sachel,2019,2019-09-11,2020-03-30,30,0,13,6,Série télévisée,Canadienne
24902,Confession d'un tueur un gages,Luc Picard,2019,2019-09-16,2019-11-01,0,0,11,6,Long métrage,Canadienne
24903,"All Work, ALI Play",Daniel Libman,2019,2019-08-19,2019-08-20,2,0,19,6,Film étudiant,Canadienne
24904,L'Oréal,Zoé Pelchat Ouellet,2019,2019-08-22,2019-08-22,1,0,15,6,Message publicitaire,Canadienne
24907,Lightspeed,Sébastien Landry,2019,2019-08-20,2019-08-20,1,0,15,6,Message publicitaire,Canadienne
24909,Danone Activia,Jérémi Saindon,2019,2019-08-28,2019-08-28,1,0,15,6,Message publicitaire,Canadienne
24910,Programmation Véro.TV,Julien Valette,2019,2019-08-29,2019-08-29,1,0,15,6,Message publicitaire,Canadienne
24911,L'Aveuglement,Anik Salas,2019,2019-08-23,2019-08-23,1,0,16,6,Court métrage,Canadienne
24912,The Savior,Carole Labreche,2019,2019-09-03,2019-09-25,12,0,12,6,Téléfilm,Canadienne
24913,Talk to me,Jules de Niverville,2019,2019-08-31,2019-09-06,6,0,16,6,Court métrage,Canadienne
24916,Rosie,Laetitia Demessence,2019,2019-08-30,2019-09-08,3,0,16,6,Court métrage,Canadienne
24918,Reitmans Fall 2019,,2019,2019-08-29,2019-08-29,1,0,18,6,Photographie,Canadienne
24919,Maxi,Jean-François Chagnon,2019,2019-09-04,2019-09-04,1,0,15,6,Message publicitaire,Canadienne
24920,OIQ,GED,2019,2019-09-03,2019-09-03,1,0,15,6,Message publicitaire,Canadienne
24921,Le Grand Chapitre II,Stéphane Rocheleau,2019,2019-09-09,2019-10-08,3,0,14,6,Télévision générale,Canadienne
