Date,CorridorKM1,CorridorKM1_Pietons_IN_-_dir_Ouest_-_Amherst,CorridorKM1_Pietons_OUT_-_dir_Est_-_Morin-Heights,CorridorKM1_Velos_IN_-_dir_Ouest_-_Amherst,CorridorKM1_Velos_OUT_-_dir_Est_-_Morin-Heights,MontLaurierKM199,MontLaurierKM199_Pietons_direction_SUD_vers_St-Jerome,MontLaurierKM199_Pietons_direction_NORD_vers_gare_Mont-Laurier,MontLaurierKM199_Velos_direction_SUD_vers_St-Jerome,MontLaurierKM199_Velos_direction_NORD_vers_gare_Mont-Laurier,Mirabel,BoisesMirabel_Verskm0,BoisesMirabel_Sud,BoisesMirabel_IN,BoisesMirabel_OUT,GareNominingue,GareNominingue_Pietons_direction_SUD,GareNominingue_Pietons_direction_NORD,GareNominingue_Velos_direction_SUD,GareNominingue_Velos_direction_NORD,Gare_de_Tremblant,Gare_de_Tremblant_A_IN,Gare_de_Tremblant_A_OUT,Gare_de_Tremblant_B_IN,Gare_de_Tremblant_B_OUT,Prevost,IN,OUT,MT_ROLLAND_NORD,MT_ROLLAND_NORD_A_IN,MT_ROLLAND_NORD_A_OUT,MT_ROLLAND_NORD_B_IN,MT_ROLLAND_NORD_B_OUT,Mont_Rolland_(5238A),5238A_Sens_IN,5238A_Sens_OUT,Blainville_(7282A),7282A_Sens_IN,7282A_Sens_OUT,Prevost_suite,Prevost_suite_Cyclists,Prevost_suite_Cars,Compteur_lac_Mercier_Tremblant,Compteur_lac_Mercier_Tremblant_IN,Compteur_lac_Mercier_Tremblant_OUT 
2013-05-15,53,26,27,0,0,127,34,35,17,41,412,31,20,177,184,12,8,3,1,0,51,16,11,8,16,,,,,,,,,,,,,,,,,,,,
2013-05-16,40,19,21,0,0,84,18,21,32,13,453,24,45,193,191,79,16,14,32,17,44,15,18,5,6,,,,,,,,,,,,,,,,,,,,
2013-05-17,100,50,50,0,0,222,35,46,75,66,1085,65,122,451,447,54,13,12,14,15,204,44,49,61,50,,,,,,,,,,,,,,,,,,,,
2013-05-18,213,109,104,0,0,271,52,56,94,69,2091,66,150,905,970,329,34,32,158,105,619,142,134,162,181,,,,,,,,,,,,,,,,,,,,
2013-05-19,316,155,161,0,0,302,36,14,119,133,1571,69,175,678,649,257,30,30,109,88,902,227,218,255,202,,,,,,,,,,,,,,,,,,,,
2013-05-20,246,129,117,0,0,231,46,52,65,68,2039,135,146,899,859,113,12,12,56,33,353,27,99,120,107,,,,,,,,,,,,,,,,,,,,
2013-05-21,48,27,21,0,0,72,16,24,16,16,220,14,24,90,92,92,4,6,15,67,146,33,25,28,60,,,,,,,,,,,,,,,,,,,,
2013-05-22,74,35,39,0,0,245,28,23,113,81,484,26,34,215,209,46,12,13,9,12,87,25,26,17,19,,,,,,,,,,,,,,,,,,,,
2013-05-23,47,23,24,0,0,47,13,11,12,11,173,14,20,83,56,123,10,6,100,7,55,23,18,5,9,,,,,,,,,,,,,,,,,,,,
2013-05-24,48,24,24,0,0,101,32,29,23,17,158,16,11,59,72,29,7,8,11,3,194,55,41,84,14,,,,,,,,,,,,,,,,,,,,
2013-05-25,105,53,52,0,0,116,18,19,35,44,176,9,12,71,84,106,17,16,43,30,234,40,87,52,55,,,,,,,,,,,,,,,,,,,,
2013-05-26,164,84,80,0,0,162,32,39,39,52,262,20,27,105,110,71,16,19,20,16,282,72,123,50,37,,,,,,,,,,,,,,,,,,,,
2013-05-27,152,77,75,0,0,239,34,43,87,75,1485,123,135,599,628,116,26,18,50,22,189,50,44,46,49,,,,,,,,,,,,,,,,,,,,
2013-05-28,160,82,78,0,0,224,48,45,63,68,1731,122,124,729,756,96,11,13,36,36,204,28,36,77,63,,,,,,,,,,,,,,,,,,,,
2013-05-29,19,8,11,0,0,121,23,22,52,24,147,18,13,57,59,15,3,3,4,5,66,18,23,19,6,,,,,,,,,,,,,,,,,,,,
2013-05-30,87,48,39,0,0,113,34,26,20,33,1454,72,109,637,636,103,10,12,57,24,300,93,38,105,64,,,,,,,,,,,,,,,,,,,,
2013-05-31,58,30,28,0,0,112,21,20,47,24,1156,91,86,479,500,56,13,14,12,17,187,35,46,53,53,,,,,,,,,,,,,,,,,,,,
2013-06-01,164,85,79,0,0,243,34,71,103,35,1417,80,116,605,616,195,17,9,141,28,469,111,147,120,91,,,,,,,,,,,,,,,,,,,,
2013-06-02,104,51,53,0,0,75,15,11,23,26,542,48,34,237,223,72,24,16,16,16,315,136,72,78,29,,,,,,,,,,,,,,,,,,,,
2013-06-03,86,45,41,0,0,88,27,23,25,13,776,62,71,321,322,56,8,6,26,16,152,45,38,37,32,,,,,,,,,,,,,,,,,,,,
2013-06-04,107,57,50,0,0,151,31,34,36,50,956,82,98,393,383,35,5,3,12,15,188,98,35,27,28,,,,,,,,,,,,,,,,,,,,
2013-06-05,88,44,44,0,0,171,48,29,46,48,1277,80,127,531,539,108,22,22,33,31,183,39,30,58,56,,,,,,,,,,,,,,,,,,,,
2013-06-06,47,24,23,0,0,113,15,17,40,41,320,17,32,136,135,35,12,6,8,9,108,38,26,22,22,,,,,,,,,,,,,,,,,,,,
2013-06-07,35,18,17,0,0,64,14,11,24,15,73,9,6,28,30,17,1,1,14,1,33,15,11,3,4,,,,,,,,,,,,,,,,,,,,
2013-06-08,55,31,24,0,0,135,25,35,46,29,141,16,6,67,52,259,39,34,100,86,278,73,65,86,54,,,,,,,,,,,,,,,,,,,,
2013-06-09,313,157,156,0,0,268,42,47,79,100,2450,183,244,1010,1013,182,29,19,68,66,509,106,96,151,156,,,,,,,,,,,,,,,,,,,,
2013-06-10,118,62,56,0,0,178,34,50,44,50,1682,75,129,748,730,123,18,16,47,42,291,48,38,94,111,,,,,,,,,,,,,,,,,,,,
2013-06-11,10,5,5,0,0,29,9,8,6,6,46,28,1,10,7,15,3,2,8,2,42,17,14,5,6,,,,,,,,,,,,,,,,,,,,
2013-06-12,95,47,48,0,0,127,38,21,28,40,740,142,65,277,256,64,10,9,23,22,145,34,24,46,41,,,,,,,,,,,,,,,,,,,,
2013-06-13,109,59,50,0,0,152,52,43,27,30,1400,63,110,621,606,35,4,5,14,12,280,58,61,98,63,,,,,,,,,,,,,,,,,,,,
2013-06-14,128,69,59,0,0,410,59,45,168,138,1568,106,117,641,704,148,39,16,47,46,398,149,60,94,95,,,,,,,,,,,,,,,,,,,,
2013-06-15,313,162,151,0,0,259,48,39,84,88,2433,149,161,1043,1080,210,52,26,76,56,737,144,100,242,251,,,,,,,,,,,,,,,,,,,,
2013-06-16,100,50,50,0,0,72,15,14,30,13,429,36,26,179,188,33,5,4,12,12,286,113,112,38,23,,,,,,,,,,,,,,,,,,,,
2013-06-17,94,45,49,0,0,98,34,23,23,18,673,40,72,276,285,83,10,7,45,21,148,37,31,43,37,,,,,,,,,,,,,,,,,,,,
2013-06-18,127,61,66,0,0,211,35,39,80,57,1276,62,101,566,547,152,25,14,67,46,347,167,46,65,69,,,,,,,,,,,,,,,,,,,,
2013-06-19,146,70,76,0,0,176,35,34,54,53,1618,87,132,706,693,87,21,9,37,20,365,107,55,112,91,,,,,,,,,,,,,,,,,,,,
2013-06-20,116,55,61,0,0,182,49,42,45,46,3152,1770,271,582,529,122,32,21,35,34,331,88,64,88,91,,,,,,,,,,,,,,,,,,,,
2013-06-21,174,91,83,0,0,209,45,28,77,59,13287,10512,1390,688,697,135,21,19,50,45,446,116,78,115,137,,,,,,,,,,,,,,,,,,,,
2013-06-22,56,28,28,0,0,86,18,17,41,10,371,259,14,50,48,120,9,15,69,27,250,83,77,58,32,,,,,,,,,,,,,,,,,,,,
2013-06-23,364,184,180,0,0,239,45,41,79,74,2631,1180,76,723,652,319,23,20,142,134,3776,1953,1666,81,76,,,,,,,,,,,,,,,,,,,,
2013-06-24,236,119,117,0,0,218,44,26,95,53,5719,3420,214,1106,979,194,14,10,102,68,553,155,118,142,138,,,,,,,,,,,,,,,,,,,,
2013-06-25,134,67,67,0,0,159,32,28,47,52,1849,1108,97,336,308,170,34,27,65,44,380,78,61,135,106,,,,,,,,,,,,,,,,,,,,
2013-06-26,103,53,50,0,0,200,43,36,55,66,767,65,59,325,318,177,19,16,78,64,306,65,44,94,103,,,,,,,,,,,,,,,,,,,,
2013-06-27,165,91,74,0,0,201,37,36,64,64,2867,1535,168,610,554,235,31,27,102,75,400,68,84,127,121,,,,,,,,,,,,,,,,,,,,
2013-06-28,24,14,10,0,0,98,31,26,21,20,29,0,0,16,13,53,6,6,24,17,76,26,28,14,8,,,,,,,,,,,,,,,,,,,,
2013-06-29,257,132,125,0,0,132,28,21,72,11,883,8,4,460,411,107,10,17,65,15,332,84,68,84,96,,,,,,,,,,,,,,,,,,,,
2013-06-30,356,179,177,0,0,304,49,44,112,99,4237,1482,243,1274,1238,437,42,46,184,165,1003,142,111,390,360,,,,,,,,,,,,,,,,,,,,
2013-07-01,470,237,233,0,0,282,46,46,108,82,4488,1499,223,1437,1329,395,52,46,167,130,982,141,138,356,347,,,,,,,,,,,,,,,,,,,,
2013-07-02,121,67,54,0,0,139,29,27,52,31,469,67,39,194,169,140,19,10,73,38,306,47,54,117,88,,,,,,,,,,,,,,,,,,,,
2013-07-03,148,72,76,0,0,201,28,41,76,56,2034,533,128,685,688,211,29,17,90,75,487,76,73,190,148,,,,,,,,,,,,,,,,,,,,
2013-07-04,186,95,91,0,0,158,33,31,44,50,5446,4308,139,510,489,135,18,17,61,39,328,55,57,113,103,,,,,,,,,,,,,,,,,,,,
2013-07-05,132,61,71,0,0,202,34,34,79,55,7029,5989,136,478,426,163,32,22,56,53,432,82,72,132,146,,,,,,,,,,,,,,,,,,,,
2013-07-06,371,189,182,0,0,270,60,28,96,86,6412,4665,151,802,794,355,32,31,166,126,995,159,145,353,338,,,,,,,,,,,,,,,,,,,,
2013-07-07,360,183,177,0,0,179,23,12,76,68,5205,3349,158,901,797,269,30,17,128,94,706,145,150,221,190,,,,,,,,,,,,,,,,,,,,
2013-07-08,126,62,64,0,0,126,23,21,60,22,3033,1601,134,645,653,174,27,15,84,48,583,147,124,156,156,,,,,,,,,,,,,,,,,,,,
2013-07-09,174,95,79,0,0,213,30,32,90,61,2434,766,101,785,782,203,36,28,72,67,560,95,109,195,161,,,,,,,,,,,,,,,,,,,,
2013-07-10,51,25,26,0,0,126,25,20,46,35,446,194,27,123,102,135,16,17,67,35,187,42,40,69,36,,,,,,,,,,,,,,,,,,,,
2013-07-11,225,121,104,0,0,227,36,36,87,68,3004,1321,135,814,734,246,21,19,107,99,533,84,69,206,174,,,,,,,,,,,,,,,,,,,,
2013-07-12,197,98,99,0,0,285,63,49,97,76,3858,2194,101,782,781,236,11,10,112,103,516,86,82,175,173,0,0,0,,,,,,,,,,,,,,,,,
2013-07-13,381,191,190,0,0,245,25,21,111,88,5210,3167,141,1012,890,445,64,35,183,163,968,107,134,367,360,0,0,0,,,,,,,,,,,,,,,,,
2013-07-14,401,201,200,0,0,224,24,14,105,81,4148,2399,42,901,806,275,38,34,123,80,846,184,146,291,225,0,0,0,,,,,,,,,,,,,,,,,
2013-07-15,219,110,109,0,0,216,32,18,100,66,2188,1202,15,506,465,259,33,27,113,86,427,70,60,155,142,0,0,0,,,,,,,,,,,,,,,,,
2013-07-16,227,118,109,0,0,167,26,25,62,54,1768,816,50,465,437,165,15,15,72,63,486,82,67,191,146,0,0,0,,,,,,,,,,,,,,,,,
2013-07-17,108,68,40,0,0,138,25,23,54,36,1142,502,17,319,304,206,25,8,102,71,323,40,42,140,101,2047,0,0,,,,,,,,,,,,,,,,,
2013-07-18,135,74,61,0,0,190,42,21,70,57,2050,1205,10,426,409,138,14,17,66,41,455,91,63,152,149,456,102,93,,,,,,,,,,,,,,,,,
2013-07-19,79,43,36,0,0,111,23,21,42,25,491,271,3,113,104,92,9,8,41,34,227,68,65,43,51,223,36,40,,,,,,,,,,,,,,,,,
2013-07-20,161,83,78,0,0,195,20,13,88,74,931,46,51,451,383,275,33,34,119,89,916,362,137,196,221,514,73,59,,,,,,,,,,,,,,,,,
2013-07-21,346,168,178,0,0,323,40,36,127,120,2960,289,153,1313,1205,393,43,38,155,157,1039,172,146,376,345,1738,187,171,,,,,,,,,,,,,,,,,
2013-07-22,193,99,94,0,0,301,28,30,136,107,2814,1007,73,912,822,396,29,23,173,171,1533,923,93,252,265,1021,113,115,,,,,,,,,,,,,,,,,
2013-07-23,161,84,77,0,0,247,24,23,110,90,970,51,19,510,390,296,31,26,137,102,514,49,61,205,199,542,86,77,,,,,,,,,,,,,,,,,
2013-07-24,206,111,95,0,0,604,218,247,68,71,1095,108,97,470,420,194,19,22,79,74,529,212,87,126,104,646,108,90,,,,,,,,,,,,,,,,,
2013-07-25,210,99,111,0,0,483,52,48,208,175,2160,452,91,829,788,341,27,13,161,140,569,84,72,211,202,976,142,127,,,,,,,,,,,,,,,,,
2013-07-26,217,109,108,0,0,345,41,38,146,120,1615,64,96,715,740,362,43,26,148,145,578,81,62,213,222,755,85,66,,,,,,,,,,,,,,,,,
2013-07-27,361,179,182,0,0,365,36,28,150,151,2900,656,113,1106,1025,456,48,30,187,191,1025,122,153,397,353,1366,112,110,,,,,,,,,,,,,,,,,
2013-07-28,145,75,70,0,0,178,38,27,70,43,878,118,13,441,306,128,15,13,54,46,460,111,144,103,102,623,94,100,,,,,,,,,,,,,,,,,
2013-07-29,262,123,139,0,0,329,37,31,158,103,1293,119,66,593,515,386,19,20,193,154,503,62,98,195,148,697,113,85,,,,,,,,,,,,,,,,,
2013-07-30,259,130,129,0,0,413,54,48,176,135,1684,182,98,714,690,450,27,28,228,167,697,77,76,284,260,809,100,88,,,,,,,,,,,,,,,,,
2013-07-31,280,137,143,0,0,398,50,50,160,138,2359,344,135,966,914,430,35,32,197,166,924,100,100,373,351,1078,95,93,,,,,,,,,,,,,,,,,
2013-08-01,175,94,81,0,0,64,8,7,29,20,581,35,22,279,245,66,13,12,28,13,228,56,51,66,55,360,63,71,,,,,,,,,,,,,,,,,
2013-08-02,247,137,110,0,0,280,32,32,130,86,1142,162,64,468,448,303,30,23,132,118,446,74,74,158,140,539,83,73,,,,,,,,,,,,,,,,,
2013-08-03,237,128,109,0,0,216,14,22,116,64,1334,121,53,592,568,229,13,17,112,87,470,89,98,159,124,788,143,154,,,,,,,,,,,,,,,,,
2013-08-04,283,143,140,0,0,129,19,18,69,23,1252,101,69,578,504,156,19,19,81,37,477,91,99,163,124,880,155,163,,,,,,,,,,,,,,,,,
2013-08-05,336,175,161,0,0,476,54,49,216,157,2186,174,161,954,897,482,36,38,234,174,834,101,113,303,317,1010,109,111,,,,,,,,,,,,,,,,,
2013-08-06,259,135,124,0,0,451,41,39,216,155,2045,147,111,899,888,387,29,29,192,137,844,112,88,344,300,910,110,100,,,,,,,,,,,,,,,,,
2013-08-07,285,136,149,0,0,278,42,32,115,89,1468,87,62,681,638,210,17,12,101,80,519,56,57,210,196,663,73,69,,,,,,,,,,,,,,,,,
2013-08-08,317,162,155,0,0,346,56,64,122,104,1131,93,65,516,457,259,23,19,116,101,463,55,67,180,161,536,75,74,,,,,,,,,,,,,,,,,
2013-08-09,203,100,103,0,0,294,30,43,137,84,939,65,51,439,384,266,30,29,110,97,601,70,84,241,206,452,54,53,,,,,,,,,,,,,,,,,
2013-08-10,482,234,248,0,0,285,30,24,129,102,1831,168,115,760,788,359,45,44,146,124,753,103,104,289,257,1244,149,127,,,,,,,,,,,,,,,,,
2013-08-11,426,208,218,0,0,382,40,33,179,130,2345,152,129,1071,993,410,47,39,186,138,703,84,69,272,278,1436,165,181,,,,,,,,,,,,,,,,,
2013-08-12,211,109,102,0,0,279,34,25,135,85,1723,133,100,761,729,310,26,29,150,105,597,96,96,213,192,726,82,73,,,,,,,,,,,,,,,,,
2013-08-13,172,89,83,0,0,156,31,38,65,22,706,71,60,317,258,214,29,23,96,66,441,66,80,169,126,358,72,63,,,,,,,,,,,,,,,,,
2013-08-14,152,77,75,0,0,202,29,27,83,63,470,37,48,205,180,209,22,24,99,64,411,73,87,149,102,431,79,92,,,,,,,,,,,,,,,,,
2013-08-15,245,111,134,0,0,253,35,31,105,82,1432,88,86,638,620,255,21,24,109,101,654,101,117,241,195,780,93,84,,,,,,,,,,,,,,,,,
2013-08-16,229,118,111,0,0,281,29,33,126,93,957,69,56,421,411,223,16,14,95,98,571,117,128,164,162,628,112,95,,,,,,,,,,,,,,,,,
2013-08-17,409,202,207,0,0,337,27,26,158,126,2281,159,114,1023,985,470,51,34,207,178,1216,265,275,352,324,1247,137,136,,,,,,,,,,,,,,,,,
2013-08-18,537,266,271,0,0,387,43,27,173,144,2564,179,157,1162,1066,317,41,44,139,93,3900,1582,2136,75,107,1399,188,176,,,,,,,,,,,,,,,,,
2013-08-19,339,172,167,0,0,307,34,38,142,93,1534,101,88,698,647,253,28,23,116,86,529,86,100,170,173,598,55,55,,,,,,,,,,,,,,,,,
2013-08-20,220,109,111,0,0,311,22,33,150,106,1416,112,83,656,565,244,32,26,95,91,515,41,73,218,183,601,82,75,,,,,,,,,,,,,,,,,
2013-08-21,251,131,120,0,0,218,31,37,84,66,1353,75,52,699,527,221,29,27,99,66,475,69,58,183,165,542,73,61,,,,,,,,,,,,,,,,,
2013-08-22,43,21,22,0,0,132,18,16,70,28,107,9,7,63,28,158,23,19,72,44,136,25,20,50,41,141,30,29,,,,,,,,,,,,,,,,,
2013-08-23,248,123,125,0,0,313,28,29,149,107,1439,61,92,654,632,251,30,31,110,80,531,57,70,209,195,813,104,108,,,,,,,,,,,,,,,,,
2013-08-24,414,216,198,0,0,373,48,53,163,109,2256,148,108,1013,987,396,39,29,176,152,941,89,105,387,360,1236,168,148,,,,,,,,,,,,,,,,,
2013-08-25,464,226,238,0,0,355,40,42,152,121,2562,154,123,1195,1090,233,28,26,102,77,647,109,103,229,206,1247,182,175,,,,,,,,,,,,,,,,,
2013-08-26,132,68,64,0,0,123,29,22,49,23,564,52,45,263,204,72,12,7,41,12,238,37,29,100,72,301,65,58,,,,,,,,,,,,,,,,,
2013-08-27,140,75,65,0,0,244,60,73,77,34,1094,131,23,596,344,160,18,16,74,52,355,40,61,145,109,473,60,57,,,,,,,,,,,,,,,,,
2013-08-28,132,66,66,0,0,244,48,61,78,57,941,109,35,455,342,160,10,12,75,63,348,50,58,135,105,456,70,72,,,,,,,,,,,,,,,,,
2013-08-29,136,71,65,0,0,195,37,31,75,52,1108,83,75,485,465,157,9,9,84,55,313,43,46,117,107,518,81,72,,,,,,,,,,,,,,,,,
2013-08-30,109,54,55,0,0,119,21,24,49,25,704,36,18,371,279,132,12,14,70,36,289,31,35,115,108,480,98,92,,,,,,,,,,,,,,,,,
2013-08-31,248,125,123,0,0,195,32,44,79,40,1081,67,47,479,488,289,20,27,114,128,569,103,86,189,191,676,125,126,,,,,,,,,,,,,,,,,
2013-09-01,688,339,349,0,0,363,39,59,158,107,2615,169,140,1191,1115,418,26,22,201,169,1074,156,134,369,415,1884,250,236,,,,,,,,,,,,,,,,,
2013-09-02,204,105,99,0,0,151,25,37,51,38,351,20,5,196,130,127,14,14,56,43,321,67,76,88,90,433,119,123,,,,,,,,,,,,,,,,,
2013-09-03,93,43,50,0,0,85,27,15,33,10,373,14,12,187,160,62,8,9,34,11,97,18,22,33,24,217,50,57,,,,,,,,,,,,,,,,,
2013-09-04,149,71,78,0,0,263,53,54,89,67,570,40,35,260,235,105,11,11,58,25,230,48,41,75,66,331,79,79,,,,,,,,,,,,,,,,,
2013-09-05,110,55,55,0,0,152,21,28,58,45,726,50,57,313,306,73,7,6,32,28,236,29,33,96,78,419,108,100,,,,,,,,,,,,,,,,,
2013-09-06,91,49,42,0,0,189,37,33,73,46,870,65,49,381,375,117,17,14,53,33,234,35,43,85,71,493,105,103,,,,,,,,,,,,,,,,,
2013-09-07,180,87,93,0,0,160,21,26,88,25,656,42,32,303,279,188,20,18,97,53,264,40,50,96,78,552,141,142,,,,,,,,,,,,,,,,,
2013-09-08,252,98,154,0,0,210,24,23,89,74,1474,90,97,691,596,136,12,13,63,48,348,56,63,148,81,2111,314,317,,,,,,,,,,,,,,,,,
2013-09-09,88,41,47,0,0,277,61,48,110,58,743,73,56,312,302,78,12,9,40,17,199,34,38,68,59,410,102,95,,,,,,,,,,,,,,,,,
2013-09-10,23,12,11,0,0,98,9,14,51,24,69,13,5,33,18,60,1,7,46,6,85,24,19,28,14,73,26,23,,,,,,,,,,,,,,,,,
2013-09-11,75,36,39,0,0,155,43,45,48,19,542,22,10,302,208,78,12,9,36,21,161,39,37,57,28,323,71,75,,,,,,,,,,,,,,,,,
2013-09-12,74,36,38,0,0,83,20,19,30,14,145,16,6,77,46,34,9,5,15,5,158,26,40,57,35,177,32,33,,,,,,,,,,,,,,,,,
2013-09-13,85,44,41,0,0,50,7,10,28,5,296,17,21,139,119,39,6,8,22,3,101,28,27,21,25,189,54,52,,,,,,,,,,,,,,,,,
2013-09-14,273,138,135,0,0,266,38,53,102,73,717,47,37,320,313,149,12,19,71,47,303,49,55,92,107,850,199,234,,,,,,,,,,,,,,,,,
2013-09-15,295,139,156,0,0,157,19,20,68,50,1115,53,39,568,455,94,15,10,41,28,314,44,48,138,84,1040,280,293,,,,,,,,,,,,,,,,,
2013-09-16,138,72,66,0,0,161,34,29,51,47,459,38,45,188,188,57,8,13,19,17,131,33,27,34,37,443,124,137,,,,,,,,,,,,,,,,,
2013-09-17,124,59,65,0,0,136,19,16,53,48,755,73,66,312,304,65,11,9,32,13,186,34,33,68,51,447,78,81,,,,,,,,,,,,,,,,,
2013-09-18,146,75,71,0,0,211,34,30,77,70,919,65,51,401,402,80,8,12,34,26,170,30,27,55,58,512,112,115,,,,,,,,,,,,,,,,,
2013-09-19,187,96,91,0,0,184,19,20,75,70,1032,59,53,468,452,74,6,2,34,32,273,58,49,83,83,527,92,80,,,,,,,,,,,,,,,,,
2013-09-20,148,79,69,0,0,184,43,38,58,45,1347,73,73,606,595,78,10,8,32,28,240,20,23,102,95,596,116,112,,,,,,,,,,,,,,,,,
2013-09-21,23,12,11,0,0,25,7,7,10,1,153,4,3,82,64,31,1,1,22,7,68,17,18,17,16,225,43,40,,,,,,,,,,,,,,,,,
2013-09-22,267,128,139,0,0,56,15,15,18,8,360,30,23,169,138,37,9,7,12,9,194,42,41,65,46,698,250,225,,,,,,,,,,,,,,,,,
2013-09-23,127,61,66,0,0,93,22,24,32,15,409,36,38,174,161,54,13,12,19,10,116,37,28,32,19,317,111,105,,,,,,,,,,,,,,,,,
2013-09-24,185,92,93,0,0,176,23,26,74,53,1021,98,88,421,414,74,11,9,41,13,154,46,34,38,36,517,110,104,,,,,,,,,,,,,,,,,
2013-09-25,113,58,55,0,0,162,29,29,52,52,882,89,80,350,363,139,30,7,79,23,338,63,51,161,63,594,121,130,,,,,,,,,,,,,,,,,
2013-09-26,100,49,51,0,0,192,21,18,83,70,678,37,30,315,296,75,9,8,29,29,275,57,51,89,78,317,79,91,,,,,,,,,,,,,,,,,
2013-09-27,134,57,77,0,0,201,21,20,101,59,983,55,44,524,360,92,10,6,53,23,284,51,47,90,96,632,122,122,,,,,,,,,,,,,,,,,
2013-09-28,559,274,285,0,0,281,21,20,135,105,1488,73,87,652,676,244,22,14,127,81,715,91,90,279,255,1690,410,378,,,,,,,,,,,,,,,,,
2013-09-29,591,290,301,0,0,231,27,28,85,91,1869,76,88,912,793,193,36,29,60,68,539,92,90,183,174,2147,548,545,,,,,,,,,,,,,,,,,
2013-09-30,137,69,68,0,0,156,10,17,77,52,962,63,67,423,409,82,4,5,40,33,215,38,39,64,74,570,123,106,,,,,,,,,,,,,,,,,
2013-10-01,149,79,70,0,0,144,18,11,60,55,859,38,41,396,384,146,28,17,73,28,256,43,48,87,78,615,142,110,,,,,,,,,,,,,,,,,
2013-10-02,151,81,70,0,0,162,20,20,63,59,709,59,43,358,249,71,14,10,21,26,276,44,38,112,82,702,159,179,,,,,,,,,,,,,,,,,
2013-10-03,158,77,81,0,0,147,14,17,63,53,841,51,39,401,350,63,11,9,24,19,220,42,41,64,73,601,135,150,,,,,,,,,,,,,,,,,
2013-10-04,88,42,46,0,0,58,10,11,21,16,339,19,17,148,155,53,6,5,24,18,133,37,33,36,27,194,52,51,,,,,,,,,,,,,,,,,
2013-10-05,443,218,225,0,0,178,15,18,80,65,1030,52,54,453,471,111,11,10,59,31,448,102,68,149,129,722,175,176,,,,,,,,,,,,,,,,,
2013-10-06,217,110,107,0,0,46,5,5,20,16,284,20,14,128,122,41,15,13,10,3,154,39,38,41,36,1037,281,281,,,,,,,,,,,,,,,,,
2013-10-07,21,10,11,0,0,6,0,1,4,1,169,1,2,90,76,5,1,1,2,1,78,22,27,18,11,481,114,165,,,,,,,,,,,,,,,,,
2013-10-08,108,54,54,0,0,77,18,16,22,21,401,26,24,179,172,22,8,6,5,3,114,32,29,26,27,474,93,101,,,,,,,,,,,,,,,,,
2013-10-09,93,46,47,0,0,134,25,25,45,39,663,72,50,278,263,33,2,1,14,16,143,47,45,28,23,484,106,107,,,,,,,,,,,,,,,,,
2013-10-10,134,71,63,0,0,122,28,20,36,38,713,40,43,323,307,43,6,7,15,15,112,24,25,32,31,549,111,101,,,,,,,,,,,,,,,,,
2013-10-11,168,94,74,0,0,162,20,17,69,56,860,43,52,397,368,76,16,14,26,20,274,65,55,72,82,570,103,99,,,,,,,,,,,,,,,,,
2013-10-12,446,245,201,0,0,242,34,21,109,78,1226,52,58,554,562,251,37,26,114,74,660,100,77,243,240,349,66,69,,,,,,,,,,,,,,,,,
2013-10-13,633,337,296,0,0,183,13,13,82,75,1085,38,49,525,473,303,95,92,64,52,812,159,135,255,263,558,220,161,,,,,,,,,,,,,,,,,
2013-10-14,215,109,106,0,0,120,15,16,48,41,217,9,8,120,80,75,15,12,31,17,205,54,56,50,45,377,113,139,,,,,,,,,,,,,,,,,
2013-10-15,116,59,57,0,0,143,21,15,52,55,315,23,21,155,116,43,13,7,12,11,117,27,30,34,26,462,104,87,,,,,,,,,,,,,,,,,
2013-10-16,43,24,19,0,0,17,5,5,4,3,126,60,16,33,17,4,0,1,1,2,63,25,20,11,7,629,131,149,,,,,,,,,,,,,,,,,
2013-10-17,78,38,40,0,0,44,9,9,14,12,449,36,34,234,145,19,8,7,2,2,55,14,18,12,11,363,93,103,,,,,,,,,,,,,,,,,
2013-10-18,57,27,30,0,0,41,13,12,7,9,89,12,12,35,30,7,3,3,1,0,47,18,12,8,9,570,112,107,,,,,,,,,,,,,,,,,
2013-10-19,165,72,93,0,0,58,15,14,15,14,375,17,19,210,129,42,13,11,10,8,122,41,41,18,22,1310,223,306,,,,,,,,,,,,,,,,,
2013-10-20,210,117,93,0,0,20,5,4,6,5,244,28,26,98,92,25,6,7,6,6,91,22,27,18,24,1880,290,516,,,,,,,,,,,,,,,,,
2013-10-21,44,23,21,0,0,17,6,6,3,2,137,7,5,89,36,19,6,7,3,3,37,15,18,2,2,670,50,201,,,,,,,,,,,,,,,,,
2013-10-22,39,20,19,0,0,32,6,8,9,9,117,11,13,51,42,7,3,4,0,0,45,14,16,8,7,556,48,115,,,,,,,,,,,,,,,,,
2013-10-23,77,40,37,0,0,45,18,13,7,7,304,80,54,93,77,16,7,7,1,1,59,28,16,6,9,596,77,160,,,,,,,,,,,,,,,,,
2013-10-24,43,24,19,0,0,30,10,10,5,5,112,8,10,51,43,14,5,6,2,1,31,11,10,5,5,509,66,171,,,,,,,,,,,,,,,,,
2013-10-25,71,35,36,0,0,18,5,6,4,3,129,18,16,46,49,12,5,5,1,1,44,15,14,6,9,348,81,118,,,,,,,,,,,,,,,,,
2013-10-26,43,23,20,0,0,7,2,3,2,0,15,0,0,10,5,4,2,2,0,0,36,16,16,4,0,1579,110,1430,,,,,,,,,,,,,,,,,
