OBJECTID,ARRONDISSEMENT,NBR_PLA,X,Y,ID_STA,JURIDICTION,EMPLACEMENT,LOCATION,HEURES,HOURS,BOROUGH,NBR_PLA_I,NOTE_FR,NOTE_EN,TYPE_PAY,Latitude,Longitude
"22",Saint-Léonard,"9",298323,5049963.02,"22",Municipale,"6025, boul. Métropolitain Est,  entre les rues de la Salette et Louis-Vanier","6025 Métropolitain Blvd East, between de la Salette St and Louis-Vanier St",18:00 à 07:00,6:00 pm to 7:00 am,Saint-Léonard,"9",,,"0",45.589500,-73.583000
"23",Saint-Léonard,"91",298243,5049911.02,"23",Municipale,Voirie des travaux publics - Intersection boul. Métropolitain Est et rue Louis-Vanier,"Public works office, corner of Métroplitain Blvd and Louis-Vanier St",18:00 à 07:00,6:00 pm to 7:00 am,Saint-Léonard,"91",,,"0",45.589100,-73.584000
"33",Saint-Léonard,"134",297347,5048196.02,"33",Municipale,Aréna Roberto-Luongo (entrée par le boul. Métropolitain et par la rue Colbert),Roberto-Luongo Arena (entrance by Métroplitain blvd. and Colbert St.),18:00 à 07:00,6:00 pm to 7:00 am,Saint-Léonard,"134",,,"0",45.573600,-73.595500
"34",Saint-Léonard,"16",297025.85,5050748.54,"34",Municipale,"Parc Ferland, 6020, boul. Lavoisier","Ferland Park, 6020, Lavoisier blvd.",18:00 à 07:00,6:00 pm to 7:00 am,Saint-Léonard,"16",,,"0",45.596600,-73.599600
"40",Saint-Léonard,"45",297596,5049373.02,"40",Municipale,"Maison Joseph-Gagnon, coin rue Jarry Est et boul. Lacordaire","Maison Jospeh-Gagnon, corner of Jarry St. E  and Lacordaire blvd.",18:00 à 07:00,6:00 pm to 7:00 am,Saint-Léonard,"45",,,"0",45.584200,-73.592300
"41",Saint-Léonard,"32",298270,5049948.02,"41",Municipale,"7800, rue de la Salette, entrée par le boul. Métropolitain Est","7800, rue de la Salette, entrance by Metropolitain blvd. E",18:00 à 07:00,6:00 pm to 7:00 am,Saint-Léonard,"32",,,"0",45.589400,-73.583700
"50",Saint-Léonard,"47",299175,5049536.02,"50",Municipale,"Parc Giuseppe-Garibaldi, 7125, rue Liénart","Giuseppe-Garibaldi Park, 7125  Liénart St",18:00 à 07:00,6:00 pm to 7:00 am,Saint-Léonard,"47",,,"0",45.585700,-73.572100
"51",Saint-Léonard,"18",297620,5047993.02,"51",Municipale,"Parc Hébert, 7505, boulevard Povencher","Hébert Park, 7505 Provencher Blvd.",18:00 à 07:00,6:00 pm to 7:00 am,Saint-Léonard,"18",,,"0",45.571800,-73.592000
"52",Saint-Léonard,"619",297150,5049466.02,"52",Municipale,"Mairie d'arrondissement, 8400, boul. Lacordaire (entrée par la rue des Galets)","City Hall, 8400, Lacordaire Blvd (entrance by Galets St.)",18:00 à 07:00,6:00 pm to 7:00 am,Saint-Léonard,"619",,,"0",45.585100,-73.598000
"53",Saint-Léonard,"12",296671,5048795.02,"53",Municipale,"Parc Luigi-Pirendello, 4550, rue de Compiègne","Luigi-Pirendello Park, 4550 Compiègne St. ",18:00 à 07:00,6:00 pm to 7:00 am,Saint-Léonard,"12",,,"0",45.579000,-73.604200
"54",Saint-Léonard,"12",297875,5050241.02,"54",Municipale,"Parc Delorme, 6060, rue Péguy","Delorme Park, 6060 Péguy St.",18:00 à 07:00,6:00 pm to 7:00 am,Saint-Léonard,"12",,,"0",45.592000,-73.588800
"19",Saint-Léonard,"0",298268.72,5049105.88,"19",Municipale,"Parc Ladauversière, 7560, boulevard Lacordaire","Ladauversière Park, 7560 Lacordaire Blvd",,,Saint-Léonard,"0",nombre de places non précisé,Number of spaces not available,"0",45.581800,-73.583700
"116",Verdun,"30",299960.44,5036274.69,"116",Municipale,"Chalet du parc Arthur-Therrien, 3750, boulevard Gaétan-Laberge","Park chalet at Arthur-Therrien Park, 3750 Gaétan-Laberge Blvd",en tout temps-max 4h,at all time – max 4h,Verdun,"30",,,"0",45.466400,-73.561900
"117",Verdun,"104",299870.83,5035224.51,"117",Municipale,"Parc Richard, boulevard LaSalle, entrée située entre la 2e et la 3e avenues","Richard Park, LaSalle Blvd, entrance between 2th Ave and 3th Ave",en tout temps-max 4h,at all time – max 4h,Verdun,"104",,,"0",45.456900,-73.563000
"118",Verdun,"100",299673.85,5034875.96,"118",Municipale,"Parc Desmarchais, 5160, boulevard LaSalle","Desmarchais Park, 5160 LaSalle Blvd",en tout temps-max 4h,at all time – max 4h,Verdun,"100",,,"0",45.453800,-73.565500
"119",Verdun,"41",299765.22,5034946.85,"119",Municipale,"Parc Desmarchais, 5150, boulevard LaSalle","Desmarchais Park, 5160 LaSalle Blvd",18:00 à 09:00,6:00 pm to 9:00 am,Verdun,"41",,,"0",45.454400,-73.564400
"120",Verdun,"22",299874.77,5035414.45,"120",Municipale,"boulevard LaSalle, à l'est de la 1ere avenue - côté sud",LaSalle Blvd East of 1st Ave – South side,en tout temps-max 8h,at all time – max 8h,Verdun,"22",,,"0",45.458600,-73.563000
"121",Verdun,"22",299617.84,5036503.23,"121",Municipale,passage Albert-Denault,Albert-Denault pass,en tout temps-max 24,at all time – max 24,Verdun,"22",,,"0",45.468400,-73.566300
"122",Verdun,"5",298668.54,5034276.48,"122",Municipale,"Bibliothèque Jacqueline-De Repentigny (stat. à l'arrière, sur l'ave Brown)",Jacqueline-De Repentigny Library (rear parking entrance by Brown Ave),17:00 à 08:00,5:00 pm to 8:00 am,Verdun,"5",,,"0",45.448400,-73.578400
"123",Verdun,"20",299108.32,5035461.63,"123",Stationnement de Montréal,"Mairie d'arrondissement, 4555, rue de Verdun (à l'avant)","City Hall, 4555 de Verdun St (in front)",15:00 à 07:00,3:00 pm to 7:00 am,Verdun,"20",,,"0",45.459100,-73.572800
"124",Verdun,"29",299003.35,5035470.15,"124",Stationnement de Montréal,"Mairie d'arrondissement, 4555, rue de Verdun (à l'arrière)","City Hall, 4555  de Verdun St (rear parking)",15:00 à 07:00,3:00 pm to 7:00 am,Verdun,"29",sauf places réservées,Except reserved spaces,"0",45.459100,-73.574100
"125",Verdun,"29",299358.29,5035518.32,"125",Municipale,"Rue Willibrord (côté nord), entre la rue de Verdun et la rue Wellington","Willibrord St (North side), between Verdun St and Wellington St",en tout temps-max 8h,at all time – max 8h,Verdun,"29",,,"0",45.459600,-73.569600
"126",Verdun,"61",300041.73,5036620.59,"126",Municipale,Parc Arthur-Therrien - derrière l'école secondaire Mgr.-Richard,Arthur-Therrien Park – behind Mgr. Richard High Shcool,15:00 à 07:00,3:00 pm to 7:00 am,Verdun,"61",,,"0",45.469500,-73.560900
"127",Verdun,"34",298777.96,5035495.74,"127",Municipale,"Centre communautaire Marcel-Giroux, 4501, ave Bannantyne (accès par la rue Willibrord)","Centre communautaire Marcel-Giroux, 4501 Bannantyne Ave (entrance by Willibrord St)",18:00 à 08:00,6:00 pm to 8:00 am,Verdun,"34",,,"0",45.459400,-73.577000
"128",Verdun,"39",301363.43,5035951.8,"128",Municipale,"Parc De La Fontaine, accès par la Place de la Fontaine","De La Fontaine Park, entrance by Place de la Fontaine",en tout temps-max 24,at all time – max 24,Verdun,"39",en tout temps-max 24h,at all time – max 24,"0",45.463500,-73.543900
"129",Verdun,"53",301150.66,5035231.12,"129",Municipale,"Rue Edgar, près du #260","Edgar St, near #260",18:00 à 08:00,6:00 pm to 8:00 am,Verdun,"53",,,"0",45.457000,-73.546700
"130",Verdun,"17",299633.75,5036087,"130",Stationnement de Montréal,Rue Ross - intersection Hickson,Ross St – Hickson corner,15:00 à 07:00,3:00 pm to 7:00 am,Verdun,"17",Temporairement gratuit entre 15 h et 7 h jusqu'à la fin du couvre-feu gouvernemental. ,Temporary free from 3:00 pm to 7:00 am until end of curfew. ,"0",45.464700,-73.566100
"131",Verdun,"17",299473.85,5035232.01,"131",Stationnement de Montréal,"Rue Wellington, côté ouest- en ruelle, entre les 3e et 4e avenue","Wellington St, West side – in the alleyway, between 3th and 4th Ave",15:00 à 07:00,3:00 pm to 7:00 am,Verdun,"17",Temporairement gratuit entre 15 h et 7 h jusqu'à la fin du couvre-feu gouvernemental. ,Temporary free from 3:00 pm to 7:00 am until end of curfew. ,"0",45.457000,-73.568100
"132",Verdun,"29",299472.92,5035649.48,"132",Stationnement de Montréal,"Rue Wellington, côté ouest- entre les rues Gordon et Rielle","Wellington St, West side - between Gordon and Rielle Street",15:00 à 07:00,3:00 pm to 7:00 am,Verdun,"29",Temporairement gratuit entre 15 h et 7 h jusqu'à la fin du couvre-feu gouvernemental. ,Temporary free from 3:00 pm to 7:00 am until end of curfew. ,"0",45.460800,-73.568100
"30",Ville-Marie,"61",299418,5040876.02,"30",Stationnement de Montréal,De Maisonneuve entre Bleury et Jeanne-Mance,De Maisonneuve blvd.  between Bleury and Jeanne-Mance,15:00 à 07:00,3:00 pm to 7:00 am,Ville-Marie,"61",,,"0",45.507800,-73.568900
"45",Ville-Marie,"36",299910,5039651.02,"45",Stationnement de Montréal,Rue Notre-Dame entre la rue De l'Inspecteur et la rue De la Cathédrale (#207),Notre-Dame St. between De l'Inspecteur St and De la Cathédrale St. (#207),15:00 à 07:00,3:00 pm to 7:00 am,Ville-Marie,"36",Côté ouest seulement.  Section horaire,West side only. Hourly spaces,"0",45.496800,-73.562600
"46",Ville-Marie,"24",299750,5039751.02,"46",Stationnement de Montréal,Mansfield côté ouest entre Saint-Antoine et Saint-Jacques (#400),Mansfield (west side) between Saint-Antoine and Saint-Jacques (#400),15:00 à 07:00,3:00 pm to 7:00 am,Ville-Marie,"24",,,"0",45.497700,-73.564600
"133",Villeray-Saint-Michel-Parc-Extension,"100",296521.78,5047234.12,"133",Municipale,"Aréna Saint-Michel, 3440, rue Jarry Est (stat. arrière)","Saint-Michel Arena, 3440 Jarry St East (rear parking)",18:00 à 07:00,6:00 pm to 7:00 am,Villeray-Saint-Michel-Parc-Extension,"100",,,"0",45.565000,-73.606000
"134",Villeray-Saint-Michel-Parc-Extension,"75",295246.36,5045419.25,"134",Municipale,"Centre sportif Jean-Rougeau, 8000 rue de Normanville","Centre sportif Jean-Rougeau, 8000 de Normanville St",18:00 à 07:00,6:00 pm to 7:00 am,Villeray-Saint-Michel-Parc-Extension,"75",,,"0",45.548600,-73.622400
"154",Villeray-Saint-Michel-Parc-Extension,"100",294519.63,5044012.55,"154",Municipale,Parc Jarry - coin de l'avenue de l'Esplanade et la rue Jarry Ouest,Jarry Park-  de l'Esplanade Ave and Jarry St West,18:00 à 07:00,6:00 pm to 7:00 am,Villeray-Saint-Michel-Parc-Extension,"100",,,"0",45.536000,-73.631600
"156",Rivière-des-Prairies-Pointe-aux-Trembles,"60",305401.91,5055664.69,"156",Municipale,Coin du boul. Saint-Jean-Baptiste et rue Victoria,Saint-Jean-Baptiste Blvd. and Victoria St corner,18:00 à 08:00,6:00 pm to 8:00 am,Rivière-des-Prairies-Pointe-aux-Trembles,"60",,,,45.640900,-73.492300
"159",Rosemont - La Petite-Patrie,"17",298917.6,5045408.69,"159",Stationnement de Montréal,"6e avenue (C/E), entre les rues Dandurand et Masson (#73)",6th Ave. between Daudurand and Masson St. (#73),24h,24h,Rosemont - La Petite-Patrie,"17",,,,45.548600,-73.575300
