NoBI,XNAD83MTM6,YNAD83MTM6,DESIGNA,CODELIEN,VOIE,MARQUEB,NBSORTIE1,NBSORTIE2,NBFILETPC,DIAMCOND,DEBITAQ,CLASSENFBA,MUNICIPALITE,GEOM
0577,230041.03199999966,5366556.956,RUE,DE LA,NORMANDIE,Canada valve Century,2,0,7,0,0,Classe AA,10043,Point
0527,229936.23627499957,5366485.5287,RUE,DE LA,NORMANDIE,Drolet 500,2,0,7,6,0,Classe AA,10043,Point
0591,229970.39800000004,5366658.236,RUE,,ADOLPHE-TREMBLAY,Canada valve Century,2,0,7,6,0,Classe A,10043,Point
0792,229926.2298750002,5366567.4186,RUE,DES,JESUITES,Mc Avity,2,0,7,6,0,Classe AA,10043,Point
0590,230072.0954499999,5366736.702075001,RUE,,ADOLPHE-TREMBLAY,Canada valve Century,2,0,7,6,0,Classe A,10043,Point
0552,230129.63599999994,5366681.426000001,RUE,DE LA,NORMANDIE,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0765,230344.1121749999,5366718.080499999,RUE,DE LA,CHARENTE,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0549,230645.91500000004,5366987.596999999,RUE,DE LA,GASCOGNE,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0550,230572.04499999993,5366960.193,RUE,DE LA,GASCOGNE,Daigle D-67,2,0,7,6,0,Classe AA,10043,Point
0755,230165.3021499999,5366531.913525,RUE,DE LA,TOURAINE,Canron CT,2,0,7,0,0,Classe AA,10043,Point
0766,230244.59300000034,5366616.254000001,RUE,DE LA,CHARENTE,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0754,230175.26217500027,5366625.7761,RUE,DE LA,TOURAINE,Canron CT,2,0,7,0,0,Classe AA,10043,Point
0826,229956.8289999999,5366406.679,RUE,D',ALSACE,Daigle D-67M (Concorde),2,0,7,6,0,Classe AA,10043,Point
0888,230135.40077500045,5366434.0221,RUE,,PIERRE-LAPORTE,Drolet 500,2,0,7,6,0,Classe AA,10043,Point
0879,230558.1610000003,5366680.875,CHEMIN,DU,SOMMET OUEST,Drolet 500,2,0,7,6,0,,10043,Point
0875,230774.00999999978,5366882.145,CHEMIN,DU,SOMMET EST,Drolet 500,2,0,7,6,0,Classe AA,10043,Point
0874,230695.53100000042,5366817.507999999,CHEMIN,DU,SOMMET EST,Drolet 500,2,0,7,6,0,,10043,Point
0671,230633.46100000013,5366813.346999999,AVENUE,DE LA,CATHEDRALE,Drolet 400,2,0,7,6,0,,10043,Point
0887,230252.1660000002,5366342.493000001,RUE,,PIERRE-LAPORTE,Drolet 500,2,0,7,0,0,Classe AA,10043,Point
0880,230516.67700000014,5366538.664000001,CHEMIN,DU,SOMMET OUEST,Daigle D-67M (Concorde),2,0,7,6,0,Classe AA,10043,Point
0877,230728.13200000022,5366713.255999999,AVENUE,DE LA,CATHEDRALE,Drolet 500,2,0,7,6,0,,10043,Point
0881,230483.37299999967,5366408.68,CHEMIN,DU,SOMMET OUEST,Canada valve Century,2,0,7,6,0,Classe A,10043,Point
0948,229174.85599999968,5368214.2530000005,RUE,,NOTRE-DAME EST,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0143,229235.5820000004,5368373.418,RUE,,SAINT-JEAN-BAPTISTE EST,Daigle Concord Premier,2,0,7,0,0,Classe AA,10043,Point
0065,229073.98699999973,5368311.495999999,AVENUE,DE LA,CATHEDRALE,Darling,2,0,7,0,0,Classe AA,10043,Point
0060,229061.83977499977,5368401.8500500005,RUE,,SAINT-EDMOND,Daigle Concord Premier,0,0,0,150,0,,10043,Point
0059,229141.51099999994,5368405.977,RUE,DE L',ÉVECHE EST,Daigle D-67M (Concorde),2,0,7,4,0,,10043,Point
0147,229143.04000000004,5368243.164000001,AVENUE,DE LA,CATHEDRALE,Drolet 100,2,0,7,0,0,Classe A,10043,Point
0066,228983.58000000007,5368224.58,RUE,DE L',ÉVECHE OUEST,Daigle D-67,2,0,7,6,0,Classe AA,10043,Point
0219,228989.09357499983,5368123.5783750005,RUE,,SAINT-JEAN-BAPTISTE OUEST,Canada valve Century,2,1,7,6,0,,10043,Point
0866,229008.96100000013,5367860.794,RUE,,PIERRE-SAINDON,Canada valve,2,0,7,6,0,Classe AA,10043,Point
0772,229224.36500000022,5368057.432,RUE,,SAINT-LAURENT OUEST,Drolet 400,2,0,7,0,0,Classe A,10043,Point
0145,229277.31032500044,5368254.326874999,RUE,,SAINT-JOSEPH EST,Canada valve,0,0,0,0,0,,10043,Point
0179,229343.1710000001,5367746.471999999,RUE,,1RE OUEST,Canada valve,2,0,7,60,0,Classe AA,10043,Point
0867,229092.95199999958,5367884.309,RUE,,PIERRE-SAINDON,Canada valve,2,0,7,6,0,Classe AA,10043,Point
0868,229169.5360000003,5367823.804,RUE,,PIERRE-SAINDON,Canada valve,2,0,7,6,0,Classe AA,10043,Point
0141,229363.99157499988,5368409.1479,RUE,,NOTRE-DAME EST,Canron CT,2,0,7,6,0,Classe AA,10043,Point
0144,229255.92700000014,5368298.863,RUE,,NOTRE-DAME EST,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0148,229236.05599999987,5368152.267999999,AVENUE,DE LA,CATHEDRALE,Drolet 100,2,0,7,0,0,,10043,Point
0984,229185.66700000037,5368019.699999999,RUE,,SAINT-LAURENT OUEST,Canada valve Century,0,0,7,150,0,Classe C,10043,Point
0359,229397.29899999965,5368376.926000001,RUE,,SAINT-JOSEPH EST,Canada valve,0,0,0,0,0,,10043,Point
0368,229470.98500000034,5368085.933,RUE,,DUCHESNE,Darling,2,0,7,6,0,Classe A,10043,Point
0369,229532.81300000008,5368173.991,RUE,,DUCHESNE,Darling,2,0,7,6,0,,10043,Point
0150,229401.82455000002,5368141.709325001,RUE,,TREPANIER,Canada valve,0,0,0,0,0,,10043,Point
0142,229470.96999999974,5368327.707,RUE,,SAINT-LAURENT EST,Canada valve,0,0,0,0,0,,10043,Point
0158,229642.40199999977,5367766.794,RUE,,4E EST,Canada valve,2,0,7,6,0,Classe B,10043,Point
0156,229669.89599999972,5367891.8719999995,RUE,,3E EST,Daigle D-67,2,0,7,6,0,Classe A,10043,Point
0155,229688.72900000028,5368027.079,RUE,,2E EST,Ludlow,2,0,7,10,0,Classe A,10043,Point
0153,229549.95199999958,5367881.476,RUE,,2E EST,Daigle D-67M (Concorde),2,0,7,10,0,Classe A,10043,Point
0151,229389.17599999998,5368004.913000001,RUE,,DUCHESNE,Ludlow,2,0,7,6,0,,10043,Point
0149,229325.94162499998,5368069.521825001,RUE,,TREPANIER,Canada valve,0,0,0,0,0,,10043,Point
0146,229347.25200000033,5368191.786,RUE,,SAINT-LAURENT EST,Canada valve,0,0,0,0,0,,10043,Point
0152,229565.90000000037,5367993.877,RUE,,1RE EST,Darling,2,0,7,6,0,Classe A,10043,Point
0178,229480.4330000002,5367886.68,RUE,,1RE OUEST,Drolet 100,2,0,7,6,0,Classe AA,10043,Point
0608,229891.92420000024,5368238.622524999,RUE,,2E EST,Daigle Concord Premier,2,0,7,6,0,Classe AA,10043,Point
0607,229778.12822499964,5368123.159700001,RUE,,2E EST,Canada valve,2,0,7,0,0,,10043,Point
0942,229866.40600000042,5367986.478,RUE,,ELMIRE-ROY,Canada valve Century,2,0,7,6,0,Classe A,10043,Point
0941,229848.77799999993,5368058.424000001,RUE,,ELMIRE-ROY,Daigle D-67M (Concorde),2,0,7,6,0,Classe A,10043,Point
0157,229784.39599999972,5367933.698000001,RUE,,4E EST,Canada valve Century,2,0,7,6,0,Classe A,10043,Point
0160,229791.55399999954,5367824.380000001,RUE,,5E EST,Drolet 100,2,0,7,6,0,Classe B,10043,Point
0161,229826.88200000022,5367785.987,RUE,,6E EST,Drolet 100,2,0,7,6,0,,10043,Point
0659,229046.44104999956,5368924.4065499995,RUE,,MARIE-ANTOINETTE,Darling,2,0,7,6,0,Classe AA,10043,Point
0567,229249.67282500025,5369046.199925,RUE,DES,GOUVERNEURS,Daigle D-67,2,0,7,6,0,Classe AA,10043,Point
0343,229089.09100000001,5368833.659,AVENUE,,BELZILE,Canada valve,2,0,7,6,0,Classe AA,10043,Point
0568,229315.48400000017,5369121.397,RUE,,JULIEN-REHEL,Daigle D-67M (Concorde),2,1,7,6,0,Classe AA,10043,Point
0040,229542.90469999984,5369097.794175001,RUE,,LANGEVIN,Canada valve,0,0,0,0,0,,10043,Point
0039,229510.98199999984,5369045.047,RUE,,DUMAIS,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0041,229416.96600000001,5369044.089,RUE,,SAINT-GERMAIN EST,Daigle Concord Premier,2,0,7,6,0,Classe AA,10043,Point
0491,229127.172425,5368996.388250001,RUE,,MARIE-ANTOINETTE,Canada valve,2,0,7,10,0,Classe AA,10043,Point
0566,229175.84425000008,5368976.109874999,RUE,DES,GOUVERNEURS,Daigle Concord Premier,2,0,7,6,0,Classe AA,10043,Point
0571,229346.0873250002,5368979.0755,RUE,,SAINT-GERMAIN EST,Daigle Concord Premier,0,0,0,0,0,,10043,Point
0572,229445.73599999957,5369113.264,RUE,,SAINT-GERMAIN EST,Canron CT,2,0,7,6,0,Classe AA,10043,Point
0037,229707.970675,5369086.735324999,RUE,,SAINT-PIERRE,Canada valve,0,0,0,0,0,,10043,Point
0038,229574.46944999974,5368985.606075,RUE,,DUMAIS,Canada valve Century,2,0,0,6,0,Classe AA,10043,Point
0046,229418.31982500013,5368846.5498750005,RUE,,SAINT-PIERRE,Canada valve,0,0,0,0,0,,10043,Point
0048,229268.38200000022,5368761.646,RUE,,LEGARE,Daigle D-67M,2,0,7,60,0,Classe AA,10043,Point
0049,229183.61275000032,5368694.519324999,RUE,,SAINT-PIERRE,Canada valve Century,2,1,7,150,0,Classe AA,10043,Point
0050,229092.74299999978,5368752.311000001,RUE,,SAINT-GERMAIN EST,Daigle D-67,2,0,7,60,0,Classe AA,10043,Point
0104,229181.02699999977,5368628.261,RUE,,SAINT-DENIS,Daigle D-67M (Concorde),2,0,7,0,0,,10043,Point
0052,229065.07799999975,5368635.429,RUE,,LEPAGE,Canada valve,2,0,7,0,0,Classe AA,10043,Point
0570,229204.18200000003,5368825.877,RUE,,SAINT-GERMAIN EST,Canron CT,2,0,7,0,0,Classe AA,10043,Point
0047,229276.39599999972,5368881.265000001,RUE,,SAINT-GERMAIN EST,Canron CT,2,0,7,0,0,,10043,Point
0042,229463.57600000035,5368965.995999999,RUE,,RINGUET,Canada valve Century,2,1,7,150,0,Classe AA,10043,Point
0058,229063.38910000026,5368482.20095,RUE,,JULES-A.-BRILLANT,Daigle Concord Premier,0,0,0,200,0,,10043,Point
0929,229624.9570000004,5368765.57,RUE,,SAINT-JEAN-BAPTISTE EST,Canada valve Century,2,0,7,6,0,,10043,Point
0056,229230.02699999977,5368496.937000001,RUE,DE L',ÉVECHE EST,Daigle D-67,2,0,7,0,0,Classe B,10043,Point
0057,229140.96019999962,5368487.905175,RUE,,SAINT-CYPRIEN,,0,0,0,150,0,,10043,Point
0208,229505.9737499999,5368734.063224999,RUE,DE L',ÉVECHE EST,Canada valve,0,0,0,0,0,,10043,Point
0045,229578.95307500008,5368808.422800001,RUE,DE L',ÉVECHE EST,Canada valve,0,0,0,0,0,,10043,Point
0044,229695.74784999993,5368927.4605,RUE,DE L',ÉVECHE EST,Canada valve,0,0,0,0,0,,10043,Point
0137,229478.35199999996,5368619.592,RUE,,SAINT-JEAN-BAPTISTE EST,Daigle D-67M (Concorde),2,0,7,6,0,Classe A,10043,Point
0055,229384.5669999998,5368659.6850000005,RUE,DE L',ÉVECHE EST,Canada valve,2,0,7,4,0,,10043,Point
0136,229618.16700000037,5368664.988,RUE,,NOTRE-DAME EST,Canada valve Century,2,0,7,6,1200,Classe A,10043,Point
0138,229505.4129999997,5368543.402000001,RUE,,NOTRE-DAME EST,Drolet 400,2,0,7,6,0,Classe AA,10043,Point
0134,229702.5371249998,5368753.362775,RUE,,NOTRE-DAME EST,Canada valve Century,2,0,7,6,1060,Classe B,10043,Point
0349,229881.0719999997,5368914.073999999,RUE,,NOTRE-DAME EST,Canada valve Century,2,1,7,6,0,Classe A,10043,Point
0132,229742.67480000015,5368878.657950001,RUE,,SAINT-JEAN-BAPTISTE EST,Canada valve Century,2,0,7,0,0,Classe C,10043,Point
0133,229795.40529999975,5368823.3785,RUE,,NOTRE-DAME EST,Canada valve Century,2,1,7,6,0,Classe AA,10043,Point
0952,229569.52180000022,5368501.786975,AVENUE,,BELZILE,Canada valve Century,2,0,7,6,0,Classe A,10043,Point
0285,229694.35599999968,5368560.571,RUE,,SAINTE-URSULE,Canada valve Century,2,1,7,6,0,Classe A,10043,Point
0135,229726.53500000015,5368621.998,RUE,,SAINT-HUBERT,Canada valve,2,1,7,150,0,,10043,Point
0370,229788.05967499968,5368538.225925,RUE,,SAINT-HUBERT,Canada valve,2,1,7,150,0,,10043,Point
0573,229503.09100000001,5369197.848999999,RUE,,BLAIS,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0154,229599.56599999964,5369190.9350000005,RUE,,FISET,Daigle D-67,2,0,7,4,0,,10043,Point
0034,229617.55947500002,5369298.2173999995,RUE,,TACHE,Canada valve,2,0,7,0,0,Classe B,10043,Point
0029,229733.86377499998,5369281.976725001,RUE,,LEONARD,Daigle D-67,2,0,7,0,0,Classe B,10043,Point
0574,229545.48099999968,5369413.726,RUE,,SAINT-GERMAIN EST,Drolet 400,2,0,7,0,0,Classe AA,10043,Point
0035,229522.9029249996,5369292.1493,RUE,,SAINT-GERMAIN EST,Drolet 400,2,0,7,0,0,Classe AA,10043,Point
0027,229687.20799999963,5369394.308,RUE,,TACHE,Daigle D-67,2,0,7,60,0,Classe AA,10043,Point
0319,229795.84700000007,5369374.130000001,RUE,,BOISBRILLANT,Daigle Concord Premier,2,0,7,6,0,Classe AA,10043,Point
0013,229572.02199999988,5369719.43,RUE,,MOREAULT,Darling,2,0,7,0,2260,Classe AA,10043,Point
0371,229480.2790000001,5369378.6899999995,RUE,,COUILLARD,Canada valve,2,0,7,6,0,Classe AA,10043,Point
0320,229829.33100000024,5369308.309,RUE,,BOISBRILLANT,Canada valve,2,0,7,6,0,Classe C,10043,Point
0324,229859.85900000017,5369540.2129999995,RUE,,TALBOT,Drolet 100,2,0,7,6,0,Classe AA,10043,Point
0325,229767.6830000002,5369651.062000001,RUE,,TALBOT,Drolet 100,2,0,7,6,0,Classe AA,10043,Point
0327,229876.0410000002,5369651.3719999995,RUE,,MARTIN,Daigle Concord Premier,2,0,7,6,1660,Classe AA,10043,Point
0326,229844.82799999975,5369768.68,RUE,,D'AUTEUIL,Drolet 100,2,0,7,6,0,Classe AA,10043,Point
0016,229747.5257249996,5369770.698899999,RUE,,MORISSETTE,Drolet 100,2,0,7,0,1900,Classe AA,10043,Point
0015,229660.03299999982,5369809.015000001,RUE,,MOREAULT,Canada valve,2,0,7,6,2120,Classe AA,10043,Point
0030,229801.00999999978,5369220.062999999,RUE,,LEONARD,Canada valve Century,2,0,7,0,0,Classe A,10043,Point
0031,229802.7438749997,5369158.49275,RUE,,SAINT-PIERRE,Canada valve,2,1,0,200,0,,10043,Point
0025,229562.73500000034,5369520.401000001,RUE,,COTE,Drolet 100,2,0,7,0,0,Classe AA,10043,Point
0575,229550.483,5369618.082,RUE,,SAINT-GERMAIN EST,Drolet 400,2,0,7,0,0,Classe AA,10043,Point
0321,229917.18900000025,5369299.136,RUE,,SAINT-PIERRE,Canada valve Century,2,0,7,0,0,Classe A,10043,Point
0322,229880.53299999982,5369432.161,RUE,,TOUSSAINT-CARTIER,Canada valve,2,0,7,6,0,Classe A,10043,Point
0032,229687.84499999974,5369209.4,RUE,,HUDON,Canada valve,2,1,0,150,0,,10043,Point
0036,229580.64639999997,5369124.036525,RUE,,BLAIS,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0012,229607.25200000033,5369925.464,BOULEVARD,,JESSOP,Canada valve Century,2,1,7,0,0,Classe C,10043,Point
0010,229498.02300000004,5369912.666999999,RUE,,DOUCET,Drolet 100,2,0,7,0,0,Classe AA,10043,Point
0011,229501.02300000004,5369843.045,RUE,,SAINT-GERMAIN EST,Mc Avity,2,0,7,4,0,Classe AA,10043,Point
0007,229501.40500000026,5370251.17,RUE,,SAINT-GERMAIN EST,Canada valve Century,2,0,7,0,0,Classe AA,10043,Point
0004,229742.4210000001,5370363.146,RUE,,SAINT-ALBERT,Drolet 100,2,0,7,0,0,Classe AA,10043,Point
0008,229450.9280000003,5370077.877,RUE,,SAINT-GERMAIN EST,Daigle D-67,2,0,7,6,0,Classe C,10043,Point
0945,229863.58299999963,5370106.137,AVENUE,,LEONIDAS SUD,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0512,229725.15199999977,5370136.168,RUE,,POULIOT NORD,Daigle D-67,2,0,7,6,0,Classe AA,10043,Point
0511,229751.28699999955,5370184.852,RUE,,POULIOT NORD,Daigle D-67,2,0,7,6,0,Classe AA,10043,Point
0018,229805.73599999957,5370023.647,RUE,,MOREAULT,Daigle Concord Premier,2,0,7,6,2380,Classe AA,10043,Point
0017,229840.1799999997,5369904.725,RUE,,DESJARDINS,Drolet 100,2,0,7,0,0,Classe AA,10043,Point
0014,229718.98000000045,5369931.448000001,RUE,,MOREAULT,Canada valve,2,0,7,6,2200,Classe AA,10043,Point
0006,229626.83600000013,5370167.943,BOULEVARD,,JESSOP,Daigle D-67M (Concorde),2,0,7,4,0,Classe AA,10043,Point
0009,229520.32699999958,5370051.854,RUE,,DOUCET,Drolet 100,2,0,7,6,0,Classe AA,10043,Point
0001,229548.5990000004,5370431.487,Rue,,Saint-Germain Est,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0497,229623.9179999996,5370412.181,RUE,DU,RALLYE,Daigle D-67,2,0,7,6,0,Classe A,10043,Point
0508,229606.11699999962,5370057.8100000005,BOULEVARD,,JESSOP,Canron CT,2,0,7,6,0,Classe AA,10043,Point
0002,229683.375,5370435.423,BOULEVARD,,JESSOP,Canada valve,2,0,7,6,0,Classe AA,10043,Point
0003,229648.54200000037,5370293.797,AVENUE,,LEONIDAS NORD,Canada valve,2,0,7,6,0,Classe AA,10043,Point
0005,229764.0379999997,5370260.672,RUE,,SAINT-EUGENE,Canada valve,2,0,7,4,0,Classe AA,10043,Point
0019,229902.48699999973,5369937.591,RUE,,POULIOT NORD,Drolet 100,2,0,7,0,0,Classe AA,10043,Point
0681,229924.9570000004,5370487.842,MONTEE,,INDUSTRIELLE-ET-COMMERCIALE,Daigle D-67,2,0,7,6,0,Classe AA,10043,Point
0165,229944.44400000013,5367686.577,RUE,,8E EST,Drolet 100,2,0,7,6,0,Classe AA,10043,Point
0287,230026.25200000033,5367396.107000001,BOULEVARD,,ARTHUR-BUIES EST,Canada valve,2,1,7,6,0,Classe AA,10043,Point
0188,229969.7740000002,5367330.005000001,BOULEVARD,,ARTHUR-BUIES OUEST,Drolet 100,2,0,7,8,0,Classe AA,10043,Point
0191,229923.91399999987,5367156.548,RUE,,13E OUEST,Drolet 100,2,0,7,6,0,Classe AA,10043,Point
0190,230013.42399999965,5367265.739,RUE,,13E OUEST,Drolet 100,2,0,7,6,0,Classe AA,10043,Point
0192,230018.3990000002,5367160.773,RUE,,14E OUEST,Drolet 100,2,0,7,6,0,Classe AA,10043,Point
0311,230015.0290000001,5367050.851,RUE,,EUDORE-COUTURE,Mc Avity-M-59-M,2,0,7,6,0,Classe AA,10043,Point
0169,230063.84300000034,5367507.539000001,RUE,,11E EST,Canada valve,2,0,7,6,0,Classe AA,10043,Point
0187,229952.27799999993,5367388.788000001,RUE,,11E OUEST,Daigle D-67M (Concorde),2,1,7,6,0,Classe AA,10043,Point
0166,229978.89599999972,5367621.164000001,RUE,,9E EST,Canada valve Century,0,0,0,0,0,Classe A,10043,Point
0168,229928.89300000016,5367490.799000001,RUE,,10E EST,Drolet 100,2,0,7,6,0,Classe AA,10043,Point
0167,230018.39800000004,5367582.557,RUE,,10E EST,Drolet 100,2,0,7,6,0,Classe AA,10043,Point
0982,230185.74600000028,5367674.323999999,RUE,,ÉLISABETH-TURGEON,Canada valve Century,2,1,7,150,0,Classe AA,10043,Point
0194,230134.04700000025,5367159.901000001,RUE,,MONSEIGNEUR-COURCHESNE,Canada valve Century,2,0,7,0,0,Classe AA,10043,Point
0316,230417.0460000001,5367263.175000001,RUE,,17E EST,Canron C-61,2,0,7,6,0,Classe AA,10043,Point
0317,230392.77500000037,5367133.614,RUE,,18E EST,Drolet 400,2,0,7,6,0,Classe AA,10043,Point
0366,230497.625,5367163.103,RUE,DE L',AUVERGNE NORD,Darling,2,0,7,6,0,Classe AA,10043,Point
0196,230263.7209999999,5367033.755000001,RUE,,MONSEIGNEUR-COURCHESNE,Drolet 100,2,0,7,6,0,,10043,Point
0175,230287.81199999992,5367356.948999999,RUE,,15E EST,Drolet 100,2,0,7,6,0,Classe AA,10043,Point
0177,230338.0460000001,5367307.988,RUE,,16E EST,Drolet 100,2,0,7,6,0,Classe AA,10043,Point
0315,230308.83100000024,5367151.604,RUE,,17E EST,Mc Avity,2,0,7,0,0,Classe AA,10043,Point
0172,230114.17599999998,5367379.2809999995,RUE,,13E EST,Drolet 100,2,0,7,6,0,Classe AA,10043,Point
0173,230216.65600000042,5367363.106000001,RUE,,14E EST,Drolet 100,2,0,7,6,0,Classe AA,10043,Point
0170,230127.3660000004,5367500.455,BOULEVARD,,ARTHUR-BUIES EST,Drolet 100,2,0,7,12,0,Classe AA,10043,Point
0174,230194.94400000013,5367261.164999999,RUE,,15E EST,Drolet 100,2,0,7,6,0,Classe AA,10043,Point
0171,230216.03000000026,5367484.35,RUE,,13E EST,Drolet 100,2,0,7,6,0,Classe AA,10043,Point
0193,230110.25040000025,5367273.824425001,RUE,,14E OUEST,Drolet 100,2,0,7,6,0,Classe AA,10043,Point
0318,230504.98199999984,5367250.562999999,RUE,,18E EST,Drolet 100,2,0,7,6,0,Classe AA,10043,Point
0342,230493.9040000001,5367037.835999999,RUE,DE LA,GASCOGNE,Darling,2,0,7,6,0,Classe AA,10043,Point
0365,230587.85400000028,5367045.244999999,RUE,DES,FLANDRES,Daigle Concord Premier,2,0,7,6,0,Classe AA,10043,Point
0548,230658.90199999977,5367043.968,RUE,DE LA,GASCOGNE,Canada valve Century,2,0,7,6,0,,10043,Point
0953,230068.08800000045,5368062.800000001,AVENUE,,BELZILE,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0954,230145.81599999964,5368001.029999999,AVENUE,,BELZILE,Canada valve Century,2,0,7,150,0,Classe AA,10043,Point
0957,229979.6299999999,5367897.914000001,RUE,,ÉLISABETH-TURGEON,Canada valve Century,2,0,7,6,0,Classe A,10043,Point
0940,230006.11000000034,5367994.67,RUE,,ÉLISABETH-TURGEON,Daigle D-67M (Concorde),2,0,7,6,0,Classe AA,10043,Point
0938,229946.51099999994,5368068.108999999,RUE,,ÉLISABETH-TURGEON,Daigle D-67M (Concorde),2,0,7,6,0,Classe AA,10043,Point
0937,229943.73099999968,5368155.419,RUE,,ELMIRE-ROY,Daigle D-67M (Concorde),2,0,7,6,0,Classe AA,10043,Point
0609,230013.85699999984,5368365.4,RUE,,2E EST,Canada valve,2,0,7,6,0,Classe AA,10043,Point
0955,230071.79499999993,5367939.617000001,RUE,,MARIE-ANNA-CHARON,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0980,230122.05200000014,5367850.431,RUE,,EULALIE-LEVESQUE,Canada valve Century,2,1,7,150,0,Classe A,10043,Point
0956,230024.98599999957,5367835.461999999,RUE,,MARIE-ANNA-CHARON,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0163,229926.76800000016,5367769.002,RUE,,7E EST,Drolet 100,2,0,7,6,0,Classe AA,10043,Point
0981,230181.34700000007,5367762.4690000005,RUE,,EULALIE-LEVESQUE,Canada valve Century,2,1,7,150,0,Classe AA,10043,Point
0983,230103.61199999973,5367752.323000001,RUE,,ÉLISABETH-TURGEON,Canada valve Century,2,1,7,150,0,Classe AA,10043,Point
0535,230283.95500000007,5369101.164999999,RUE,,DIGE,Daigle D-67,2,0,7,6,0,Classe B,10043,Point
0339,230609.90500000026,5368978.852,RUE,,2E EST,Darling,2,0,7,6,0,Classe A,10043,Point
0338,230705.09399999958,5369077.187000001,RUE,,2E EST,Darling,2,0,7,6,0,Classe AA,10043,Point
0810,230473.20299999975,5368664.104,RUE,,ROBERT-BALDWIN,Canada valve Century,2,0,7,6,760,Classe B,10043,Point
0597,230307.53399999999,5368825.42,RUE,DU,BOURGEOIS,Canada valve Century,2,0,7,6,0,Classe B,10043,Point
0598,230314.04700000025,5368896.016000001,RUE,DU,BOURGEOIS,Daigle Concord Premier,2,0,7,6,0,Classe C,10043,Point
0534,230353.8219999997,5369033.665999999,RUE,,PERREAULT,Daigle D-67,2,0,7,6,0,Classe B,10043,Point
0596,230392.17899999954,5368852.16,RUE,DU,BOURGEOIS,Canada valve Century,2,0,7,0,0,,10043,Point
0340,230511.2960000001,5368877.4350000005,RUE,,2E EST,Darling,2,0,7,6,0,Classe A,10043,Point
0594,230518.65299999993,5369055.089,RUE,,RIVARD,Canada valve Century,2,0,7,6,1000,Classe A,10043,Point
0610,230119.72699999996,5368477.218,RUE,,2E EST,Drolet 400,2,0,7,6,0,Classe A,10043,Point
0611,230225.49399999995,5368583.525,RUE,,2E EST,Drolet 400,2,0,7,6,0,Classe A,10043,Point
0612,230333.392,5368694.548,RUE,,2E EST,Canada valve,2,0,7,6,0,Classe A,10043,Point
0595,230432.9450000003,5368922.615,RUE,,CORNEAU,Canada valve Century,2,0,7,0,0,Classe A,10043,Point
0613,230417.66999999993,5368780.800000001,RUE,,2E EST,Drolet 400,2,0,7,6,0,Classe A,10043,Point
0328,229948.9299999997,5369603.9690000005,RUE,,SAINT-PIERRE,Canada valve Century,2,0,7,6,1700,Classe AA,10043,Point
0329,229934.35699999984,5369781.929,RUE,,SAINT-PIERRE,Drolet 100,2,0,7,6,1800,Classe AA,10043,Point
0323,229962.37799999956,5369463.801999999,RUE,,SAINT-PIERRE,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0024,230427.20799999963,5369560.638,AVENUE,,LEONIDAS SUD,Canada valve Century,2,0,7,0,0,Classe AA,10043,Point
0372,230318.8320000004,5369499.426999999,RUE,DES,CHEVALIERS,Darling,2,0,7,6,0,Classe C,10043,Point
0373,230217.5959999999,5369437.923,RUE,DES,CHEVALIERS,Canada valve Century,2,0,7,6,0,Classe AA,10043,Point
0374,230112.24700000044,5369375.960999999,RUE,DES,CHEVALIERS,Canada valve,2,0,7,6,0,Classe AA,10043,Point
0023,230311.48262500018,5369648.064324999,AVENUE,,LEONIDAS SUD,Canada valve,0,0,0,0,0,Classe AA,10043,Point
0686,230600.7259999998,5369756.869999999,MONTEE,,INDUSTRIELLE-ET-COMMERCIALE,Daigle D-67,2,0,7,6,0,Classe AA,10043,Point
0022,230207.05819999985,5369749.067600001,AVENUE,,LEONIDAS SUD,Canada valve,0,0,0,0,0,,10043,Point
0806,230775.22499999963,5369437.882999999,RUE,,GAGNON,Daigle D-67M,2,0,7,6,0,Classe C,10043,Point
0125,230662.1919999998,5369338.535,RUE,,GAGNON,Drolet 100,2,0,7,0,0,Classe AA,10043,Point
0127,230750.8099999996,5369317.096999999,RUE,,FOURNIER,Drolet 100,2,0,7,0,0,Classe AA,10043,Point
0807,230836.95100000035,5369379.495999999,RUE,,FOURNIER,Daigle D-67M (Concorde),2,0,7,6,0,Classe AA,10043,Point
0547,230766.9349999996,5369236.7129999995,RUE,,JOBIN,Canada valve Century,2,0,7,0,0,Classe AA,10043,Point
0514,230647.83999999985,5369126.642999999,RUE,,ELZEAR-SASSEVILLE,Darling,2,0,7,6,0,Classe AA,10043,Point
