NoBI,XNAD83MTM6,YNAD83MTM6,DESIGNA,CODELIEN,VOIE,MARQUEB,NBSORTIE1,NBSORTIE2,NBFILETPC,DIAMCOND,DEBITAQ,CLASSENFBA,MUNICIPALITE,GEOM
2301,231377.25999999978,5372485.5,BOULEVARD,,SAINTE-ANNE,Daigle D-67M (Concorde),2,0,0,0,0,Classe AA,10043,Point
2300,231266.08717500046,5372395.544575,BOULEVARD,,SAINTE-ANNE,Daigle D-67M (Concorde),2,0,0,0,0,Classe AA,10043,Point
2379,231661.4500000002,5372358.869999999,AVENUE,,JOSEPH-PARADIS,Daigle D-67M (Concorde),2,1,7,0,0,Classe C,10043,Point
2378,231574.0499999998,5372469.279999999,AVENUE,,JOSEPH-PARADIS,Daigle D-67M (Concorde),2,1,7,0,0,Classe C,10043,Point
2377,231390.91000000015,5372280.970000001,PLACE,DES,LILAS,Daigle D-67,2,0,0,0,0,Classe AA,10043,Point
2388,232052.08000000007,5372527.07,AVENUE,DE LA,TERRASSE-BON-AIR,Daigle D-67,2,0,0,0,0,Classe B,10043,Point
2389,232173.3200000003,5372409.369999999,AVENUE,DE LA,TERRASSE-BON-AIR,Daigle D-67,2,0,0,0,0,Classe B,10043,Point
2390,232210.8700000001,5372330.4399999995,AVENUE,DE LA,TERRASSE-BON-AIR,Canada valve,2,0,0,0,0,Classe B,10043,Point
2393,231990.0700000003,5372373.83,CHEMIN,DU,ROI,Daigle D-67,2,0,0,0,0,Classe C,10043,Point
2394,232060.1900000004,5372306.779999999,CHEMIN,DU,ROI,Daigle D-67,2,0,0,0,0,Classe C,10043,Point
2391,232083.5,5372390.43,AVENUE,,RICHELIEU,Daigle D-67,2,0,0,0,0,Classe B,10043,Point
2392,231972.3200000003,5372496.4,AVENUE,,RICHELIEU,Daigle D-67,2,0,0,0,0,Classe B,10043,Point
2395,231855.1299999999,5372533.99,PLACE,DU,MARQUIS,Daigle D-67,2,0,0,0,0,Classe B,10043,Point
2302,231460.08000000007,5372579.449999999,BOULEVARD,,SAINTE-ANNE,Daigle D-67M (Concorde),2,0,0,0,0,,10043,Point
2303,231523.28000000026,5372649.91,BOULEVARD,,SAINTE-ANNE,Daigle D-67M (Concorde),2,0,0,0,0,,10043,Point
2304,231563.53000000026,5372764.57,BOULEVARD,,SAINTE-ANNE,Daigle D-67M (Concorde),2,0,0,0,0,Classe AA,10043,Point
2305,231583.75999999978,5372860.73,BOULEVARD,,SAINTE-ANNE,Daigle D-67M (Concorde),2,0,0,0,0,Classe AA,10043,Point
2306,231608.71999999974,5372983.369999999,BOULEVARD,,SAINTE-ANNE,Daigle D-67M (Concorde),2,0,0,0,0,Classe AA,10043,Point
2307,231607.8799999999,5373069.539999999,BOULEVARD,,SAINTE-ANNE,Daigle D-67M (Concorde),2,0,0,0,0,Classe AA,10043,Point
2308,231666.36000000034,5373169.710000001,BOULEVARD,,SAINTE-ANNE,Daigle D-67M (Concorde),2,0,0,0,0,Classe AA,10043,Point
2355,231499.1799999997,5372808.369999999,RUE,DU,FLEUVE,Canada valve,2,0,0,0,0,Classe AA,10043,Point
2356,231477.0599999996,5372951.0600000005,RUE,DU,FLEUVE,Canada valve,2,0,0,0,0,Classe AA,10043,Point
2357,231456.91000000015,5373082.57,RUE,DU,FLEUVE,Canada valve,2,0,0,0,0,Classe AA,10043,Point
2358,231449.90000000037,5373233.18,RUE,DU,FLEUVE,Drolet 400,2,0,0,0,0,Classe AA,10043,Point
2383,231786.0599999996,5372803.960000001,AVENUE,DU,COMTE,Canada valve,2,0,0,0,0,Classe AA,10043,Point
2380,231760.1799999997,5372899.390000001,RUE,DU,SIEUR,Canron CT,2,0,0,0,0,Classe AA,10043,Point
2399,231533.03000000026,5373213.07,AVENUE,DES,GOELANDS,Daigle D-67,2,0,0,0,0,Classe AA,10043,Point
2398,231489.76999999955,5373149.24,AVENUE,DES,CORMORANS,Drolet 400,2,0,0,0,0,Classe A,10043,Point
2397,231787.59999999963,5372603.779999999,PLACE,DU,BARON,Daigle Concord Premier,2,0,0,0,0,Classe A,10043,Point
2385,231751.15000000037,5372710.359999999,AVENUE,,RICHELIEU,Canron CT,2,0,0,0,0,Classe AA,10043,Point
2384,231669.15000000037,5372788.869999999,AVENUE,,RICHELIEU,Canron C-61,2,0,0,0,0,Classe AA,10043,Point
2386,231850.83000000007,5372711.3100000005,AVENUE,DE LA,TERRASSE-BON-AIR,Daigle D-67,2,0,0,0,0,Classe B,10043,Point
2387,231954.74000000022,5372619.890000001,AVENUE,DE LA,TERRASSE-BON-AIR,Daigle D-67,2,0,0,0,0,Classe B,10043,Point
2381,231891.07497499976,5372933.361424999,Avenue,des,Pluviers,Canada valve Century,2,1,0,150,0,Classe A,10043,Point
2382,231897.08000000007,5372813.970000001,AVENUE,DES,PLUVIERS,Canada valve,2,0,0,0,0,Classe A,10043,Point
2396,231861.0499999998,5372605.789999999,AVENUE,,RICHELIEU,Canada valve Century,2,0,0,0,0,Classe C,10043,Point
2310,231779.8799999999,5373359.02,BOULEVARD,,SAINTE-ANNE,Daigle D-67M (Concorde),2,0,0,0,0,Classe AA,10043,Point
2309,231719.59722500015,5373272.478499999,BOULEVARD,,SAINTE-ANNE,Daigle D-67M (Concorde),2,0,0,0,0,Classe AA,10043,Point
2359,231498.0499999998,5373356.85,RUE,DU,FLEUVE,Canada valve,2,0,0,0,0,Classe AA,10043,Point
2360,231580.0499999998,5373441.140000001,RUE,DU,FLEUVE,Canada valve,2,0,0,0,0,Classe AA,10043,Point
2361,231687.8700000001,5373533.470000001,RUE,DU,FLEUVE,Canada valve,2,0,0,0,0,,10043,Point
2362,231768.54000000004,5373616.869999999,RUE,DU,FLEUVE,Canada valve,2,0,0,0,0,Classe AA,10043,Point
2400,231662.98725000024,5373367.30005,RUE,DES,MOUETTES,Daigle D-67,2,0,0,0,0,Classe AA,10043,Point
2401,231753.79142499994,5373439.0623,RUE,DES,MOUETTES,Daigle D-67,2,0,0,0,0,Classe AA,10043,Point
2315,232304.9299999997,5373810.92,BOULEVARD,,SAINTE-ANNE,Daigle D-67M (Concorde),2,0,0,0,0,Classe AA,10043,Point
2314,232190.58999999985,5373718.609999999,BOULEVARD,,SAINTE-ANNE,Daigle D-67M (Concorde),2,0,0,0,0,Classe AA,10043,Point
2313,232076.00999999978,5373626.289999999,BOULEVARD,,SAINTE-ANNE,Daigle D-67M (Concorde),2,0,0,0,0,Classe AA,10043,Point
2312,231972.73544999957,5373542.464524999,BOULEVARD,,SAINTE-ANNE,Daigle D-67M (Concorde),2,0,0,0,0,Classe AA,10043,Point
2311,231867.51845000032,5373455.4647,BOULEVARD,,SAINTE-ANNE,Daigle D-67M (Concorde),2,0,0,0,0,Classe AA,10043,Point
2316,232417.54000000004,5373901.199999999,BOULEVARD,,SAINTE-ANNE,Daigle D-67M (Concorde),2,0,0,0,0,Classe AA,10043,Point
2407,232601.01999999955,5373743.73,AVENUE,DES,TOURNESOLS,Drolet 400,2,0,0,0,0,Classe AA,10043,Point
2412,232716.36000000034,5373835.800000001,RUE,DES,VETERANS,Canada valve,2,0,0,0,0,Classe AA,10043,Point
2408,232499.83000000007,5373638.949999999,RUE,DES,VETERANS,Canron CT,2,0,0,0,0,Classe AA,10043,Point
2409,232471.1799999997,5373590.4,RUE,DES,VETERANS,Drolet 400,2,0,0,0,0,Classe AA,10043,Point
2363,231869.3099999996,5373705.92,RUE,DU,FLEUVE,Canada valve,2,0,0,0,0,Classe AA,10043,Point
2364,231993.01999999955,5373788.27,RUE,DU,FLEUVE,Canada valve,2,0,0,0,0,Classe AA,10043,Point
2365,232107.90000000037,5373869.5,RUE,DU,FLEUVE,Canada valve,2,0,0,0,0,Classe AA,10043,Point
2411,232673.91999999993,5373456.220000001,AVENUE,DES,VIOLETTES,Canron CT,2,0,0,0,0,Classe AA,10043,Point
2410,232580.48000000045,5373545.029999999,AVENUE,DES,VIOLETTES,Canron CT,2,0,0,0,0,Classe AA,10043,Point
2402,231829.2271499997,5373532.9706999995,RUE,DES,MOUETTES,Daigle D-67,2,0,0,0,0,Classe AA,10043,Point
2405,232472.25999999978,5373708.859999999,RUE,DES,JONQUILLES,Daigle D-67,2,0,0,0,0,Classe AA,10043,Point
2404,232405.79000000004,5373741.4399999995,RUE,DES,JONQUILLES,Drolet 400,2,0,0,0,0,Classe AA,10043,Point
2406,232520.04000000004,5373817.65,AVENUE,DES,TOURNESOLS,Daigle D-67,2,0,0,0,0,Classe AA,10043,Point
2414,232678.08000000007,5373886.83,RUE,DES,FOUGERES,Mueller,2,0,0,0,0,,10043,Point
2416,232572.50999999978,5373890.9,RUE,DES,ASTILBES,Daigle D-67M (Concorde),2,0,0,0,0,Classe AA,10043,Point
2413,232661.90000000037,5373809.8100000005,RUE,DES,ASTILBES,Daigle Concord Premier,2,0,0,0,0,Classe AA,10043,Point
2415,232772.015075,5373898.1995749995,RUE,DES,ASTILBES,Mueller,2,0,0,0,0,Classe AA,10043,Point
2317,232536.16000000015,5373995.119999999,BOULEVARD,,SAINTE-ANNE,Daigle D-67M (Concorde),2,0,0,0,0,Classe AA,10043,Point
2318,232636.33999999985,5374088.130000001,BOULEVARD,,SAINTE-ANNE,Daigle D-67M (Concorde),2,0,0,0,0,Classe AA,10043,Point
2403,232362.65000000037,5373979.85,RUE,,J.-ALEXANDRE-CHEVRON,Daigle D-67M (Concorde),2,0,0,0,0,Classe AA,10043,Point
2419,232743.4299999997,5374270.5600000005,RUE,,MONSEIGNEUR-BOLDUC,Canron CT,2,0,0,0,0,Classe C,10043,Point
2366,232213.3700000001,5373956.289999999,RUE,DU,FLEUVE,Canada valve,2,0,0,0,0,Classe AA,10043,Point
2367,232339.40000000037,5374056.109999999,RUE,DU,FLEUVE,Canada valve,2,0,0,0,0,Classe AA,10043,Point
2369,232581.63999999966,5374230.73,RUE,DU,FLEUVE,Canada valve,2,0,0,0,0,Classe AA,10043,Point
2370,232688.40000000037,5374320.4399999995,RUE,DU,FLEUVE,Canada valve,2,0,0,0,0,Classe AA,10043,Point
2418,232525.66999999993,5374087.84,AVENUE,,DREWITT,Daigle D-67M (Concorde),2,0,0,0,0,Classe C,10043,Point
2368,232474.99000000022,5374139.24,AVENUE,,DREWITT,Canada valve,2,0,0,0,0,Classe AA,10043,Point
2417,232673.16000000015,5373978.84,RUE,DES,ASTILBES,Canada valve,2,0,0,0,0,Classe AA,10043,Point
2319,232760.66999999993,5374172.630000001,BOULEVARD,,SAINTE-ANNE,Daigle D-67M (Concorde),2,0,0,0,0,Classe AA,10043,Point
2320,232891.03000000026,5374260.710000001,BOULEVARD,,SAINTE-ANNE,Daigle D-67M (Concorde),2,0,0,0,0,Classe AA,10043,Point
2321,233003.08000000007,5374336.66,BOULEVARD,,SAINTE-ANNE,Daigle D-67M (Concorde),2,0,0,0,0,Classe AA,10043,Point
2322,233127.63999999966,5374421.48,BOULEVARD,,SAINTE-ANNE,Daigle D-67M (Concorde),2,0,0,0,0,Classe AA,10043,Point
2323,233248.26999999955,5374504.08,BOULEVARD,,SAINTE-ANNE,Daigle D-67M (Concorde),2,0,0,0,0,Classe AA,10043,Point
2324,233369.90000000037,5374587.970000001,BOULEVARD,,SAINTE-ANNE,Daigle D-67M (Concorde),2,0,0,0,0,Classe AA,10043,Point
2420,232836.20999999996,5374346.640000001,RUE,,MONSEIGNEUR-BOLDUC,Canron CT,2,0,0,0,0,Classe C,10043,Point
2371,232817.2999999998,5374396.890000001,RUE,DU,FLEUVE,Canada valve,2,0,0,0,0,Classe A,10043,Point
2372,232932.9500000002,5374419.3100000005,RUE,DU,FLEUVE,Canada valve,2,0,0,0,0,Classe A,10043,Point
2373,233081.9500000002,5374461.91,RUE,DU,FLEUVE,Canada valve,2,0,0,0,0,Classe AA,10043,Point
2374,233194.49000000022,5374535.57,RUE,DU,FLEUVE,Canada valve,2,0,0,0,0,Classe AA,10043,Point
2375,233293.3099999996,5374626.51,RUE,DU,FLEUVE,Canada valve,2,0,0,0,0,Classe AA,10043,Point
2425,233331.13999999966,5374262.210000001,RUE,DES,VETERANS,Drolet 400,2,0,0,0,0,Classe AA,10043,Point
2430,233249.5700000003,5374034.460000001,RUE,DES,KALMIAS,Drolet 400,2,0,0,0,0,Classe AA,10043,Point
2431,233381.86000000034,5374129.619999999,RUE,DES,KALMIAS,Drolet 400,2,0,0,0,0,Classe AA,10043,Point
2432,233226.6799999997,5374096.77,RUE,DES,HYDRANGEES,Daigle Concord Premier,2,0,0,0,0,classe C,10043,Point
2429,233123.66999999993,5373952.390000001,RUE,DES,KALMIAS,Daigle D-67,2,0,0,0,0,Classe AA,10043,Point
2421,232881.66999999993,5374133.029999999,AVENUE,,PAQUET SUD,Drolet 400,2,0,0,0,0,Classe AA,10043,Point
2422,232980.83999999985,5374058.8100000005,AVENUE,DU,PLATEAU,Canron CT,2,0,0,0,0,Classe AA,10043,Point
2423,233110.76999999955,5374128.619999999,RUE,DES,VETERANS,Drolet 400,2,0,0,0,0,Classe AA,10043,Point
2424,233228.48000000045,5374200.199999999,RUE,DES,VETERANS,Drolet 400,2,0,0,0,0,Classe AA,10043,Point
2426,233170.29000000004,5374329.630000001,RUE,,ÉMILIEN-AMIOT,Daigle D-67,2,0,0,0,0,Classe AA,10043,Point
2427,233038.15000000037,5374249.460000001,RUE,,ÉMILIEN-AMIOT,Daigle D-67,2,0,0,0,0,Classe AA,10043,Point
2428,232968.83999999985,5374154.48,RUE,,ÉMILIEN-AMIOT,Daigle D-67,2,0,0,0,0,Classe AA,10043,Point
2446,234307.54000000004,5374529.99,AVENUE,DE L',EMPRESS,Mueller,2,0,0,0,0,Classe AA,10043,Point
2437,234074,5374574.01,RUE,DES,VETERANS,Mueller,2,0,0,0,0,Classe AA,10043,Point
2436,233938.54000000004,5374542.35,RUE,DES,VETERANS,Mueller,2,0,0,0,0,Classe AA,10043,Point
2434,233856.34999999963,5374601.529999999,AVENUE,DE LA,JEUNESSE,Canada valve Century,2,0,0,0,0,Classe AA,10043,Point
2460,234454.48000000045,5374561.08,AVENUE,DU,CITADELLE,Canron CT,2,0,0,0,0,Classe A,10043,Point
2468,234577.34999999963,5374516.08,RUE,DE L',ALBATROS,Daigle D-67M (Concorde),2,0,0,0,0,Classe A,10043,Point
2447,234399.95999999996,5374460.449999999,AVENUE,DU,CITADELLE,Canada valve Century,2,0,0,0,0,Classe A,10043,Point
2438,234162.4400000004,5374467.550000001,AVENUE,,J.-ROGER-LEBEL,Drolet 500,2,0,0,0,0,Classe AA,10043,Point
2435,233793.6799999997,5374510.3100000005,RUE,DES,VETERANS,Canada valve,2,0,0,0,0,Classe AA,10043,Point
2466,234617.48000000045,5374602.449999999,RUE,DE L',ALBATROS,Daigle D-67M (Concorde),2,0,0,0,0,Classe A,10043,Point
2467,234733.7999999998,5374488.08,RUE,DU,GOLF,Daigle D-67M (Concorde),2,0,0,0,0,Classe A,10043,Point
2469,234666.95999999996,5374427.49,RUE,DE L',ALBATROS,Daigle D-67M (Concorde),2,0,0,0,0,Classe B,10043,Point
2325,233508.8099999996,5374685.880000001,BOULEVARD,,SAINTE-ANNE,Canada valve,2,0,0,0,0,Classe AA,10043,Point
2326,233579.66999999993,5374771.41,BOULEVARD,,SAINTE-ANNE,Canada valve,2,0,0,0,0,Classe AA,10043,Point
2327,233649.8799999999,5374901.08,BOULEVARD,,SAINTE-ANNE,Canada valve,2,0,0,0,0,Classe AA,10043,Point
2376,233414.28000000026,5374672.25,RUE,DU,FLEUVE,Daigle D-67M (Concorde),2,1,0,0,0,Classe AA,10043,Point
2479,233650.16000000015,5375292.07,AVENUE,DU,PERE-NOUVEL,Daigle D-67M (Concorde),2,0,0,0,0,,10043,Point
2451,234163.21655,5374914.82,AVENUE,,THOMAS-DIONNE,Daigle D-67,2,0,0,0,0,Classe AA,10043,Point
2456,234273.66000000015,5374920.890000001,AVENUE,DU,BOIS-JOLI,Daigle D-67,2,0,0,0,0,Classe C,10043,Point
2457,234370.45999999996,5374815.0600000005,RUE,DES,VETERANS,Mueller,2,0,0,0,0,Classe C,10043,Point
2453,234304.1200000001,5374713.23,RUE,DES,VETERANS,Canada valve,0,0,0,0,0,Classe AA,10043,Point
2452,234295.16999999993,5374810.140000001,AVENUE,,THOMAS-DIONNE,Daigle D-67,2,0,0,0,0,Classe AA,10043,Point
2450,234069.46999999974,5375006.029999999,AVENUE,,THOMAS-DIONNE,Canada valve,2,0,0,0,0,Classe C,10043,Point
2433,233762,5374700.42,AVENUE,DE LA,JEUNESSE,Daigle D-67,2,0,0,0,0,Classe AA,10043,Point
2328,233753.48000000045,5374999.4,BOULEVARD,,SAINTE-ANNE,Canada valve,2,0,0,0,0,Classe AA,10043,Point
2448,233850.8099999996,5375226.460000001,AVENUE,,THOMAS-DIONNE,Canada valve Century,2,0,0,0,0,Classe AA,10043,Point
2478,234282.2999999998,5375097.279999999,AVENUE,DE L',EUREKA,Canron CT,2,0,0,0,0,,10043,Point
2477,234379.03000000026,5375005.720000001,AVENUE,DE L',EUREKA,Canron CT,2,0,0,0,0,Classe AA,10043,Point
2476,234383.61000000034,5374913.220000001,AVENUE,,PIERRE-ROULEAU,Drolet 400,2,0,0,0,0,,10043,Point
2475,234278.5499999998,5375012.85,AVENUE,,PIERRE-ROULEAU,Drolet 400,2,0,0,0,0,,10043,Point
2474,234181.1200000001,5375105.16,AVENUE,,PIERRE-ROULEAU,Daigle D-67,2,0,0,0,0,Classe AA,10043,Point
2473,234083.91999999993,5375196.6899999995,AVENUE,,PIERRE-ROULEAU,Daigle D-67,2,0,0,0,0,,10043,Point
2472,233972.8700000001,5375303.84,AVENUE,,PIERRE-ROULEAU,Daigle D-67,2,0,0,0,0,Classe AA,10043,Point
2449,233982.4299999997,5375116.470000001,RUE,,NV-LE SABLE,Daigle Concord Premier,2,0,0,0,0,Classe AA,10043,Point
2454,234082.33999999985,5375103.1,AVENUE,DU,BOIS-JOLI,Daigle D-67,2,0,0,0,0,Classe C,10043,Point
2455,234177.6200000001,5375012.48,AVENUE,DU,BOIS-JOLI,Daigle D-67,2,0,0,0,0,Classe C,10043,Point
2459,234427.8799999999,5374646.67,AVENUE,DE L',ABRAHAM-MARTIN,Canron CT,2,0,0,0,0,Classe AA,10043,Point
2458,234418.23000000045,5374723.460000001,AVENUE,DE L',ABRAHAM-MARTIN,Canada valve,2,0,0,0,0,Classe AA,10043,Point
2461,234506.20999999996,5374648.619999999,AVENUE,DU,CITADELLE,Drolet 500,2,0,0,0,0,Classe AA,10043,Point
2462,234470.33000000007,5374777.470000001,AVENUE,DE L',ABRAHAM-MARTIN,Drolet 400,2,0,0,0,0,Classe AA,10043,Point
2464,234590.83000000007,5374810.32,AVENUE,DE L',ABRAHAM-MARTIN,Canron CT,2,0,0,0,0,Classe AA,10043,Point
2463,234572.54000000004,5374694.869999999,AVENUE,DU,MANIC,Drolet 400,2,0,0,0,0,Classe AA,10043,Point
2440,234032.5700000003,5374916.5,AVENUE,DU,PERE-NOUVEL,Canada valve Century,2,0,0,0,0,Classe B,10043,Point
2439,233860.74000000022,5375079.619999999,AVENUE,DU,PERE-NOUVEL,Canada valve,2,0,0,0,0,,10043,Point
2441,233905.70999999996,5374982.8100000005,AVENUE,DE L',EMPRESS,Canada valve Century,2,0,0,0,0,Classe A,10043,Point
2442,233893.51999999955,5374918.68,AVENUE,DE L',EMPRESS,Canada valve Century,2,0,0,0,0,Classe A,10043,Point
2443,233999.76999999955,5374822.93,AVENUE,DE L',EMPRESS,Canada valve Century,2,0,0,0,0,Classe A,10043,Point
2444,234107.15000000037,5374724.5600000005,AVENUE,DE L',EMPRESS,Mueller,2,0,0,0,0,Classe AA,10043,Point
2445,234190.8700000001,5374639.800000001,AVENUE,DE L',EMPRESS,Mueller,2,0,0,0,0,Classe AA,10043,Point
2329,233779.09999999963,5375163.050000001,AVENUE,DU,PERE-NOUVEL,Canada valve,2,0,0,0,0,Classe A,10043,Point
2330,233752.9500000002,5375308.1899999995,RUE,DU,PARC,Daigle D-67,2,0,0,0,0,Classe A,10043,Point
2465,234652.79000000004,5374734.48,AVENUE,DE L',ABRAHAM-MARTIN,Daigle D-67M (Concorde),2,0,0,0,0,Classe A,10043,Point
2482,233177.2000000002,5375511.550000001,RUE,,MARCONI,Canada valve,2,1,0,0,0,Classe B,10043,Point
2334,233622.74000000022,5375914.119999999,RUE,DU,PHARE,Canada valve,2,1,7,0,0,Classe C,10043,Point
2486,233507.50999999978,5375835.59,RUE,DU,PHARE,Daigle Concord Premier,2,1,0,0,0,Classe B,10043,Point
2485,233348.54000000004,5375870.6,RUE,DU,PHARE,Durite,2,1,0,0,0,,10043,Point
2484,233213.1200000001,5375871.869999999,RUE,DU,PHARE,Canada valve,2,1,0,0,0,,10043,Point
2483,233142.23000000045,5375819.66,RUE,DU,PHARE,Daigle D-67M (Concorde),2,1,0,0,0,Classe B,10043,Point
2481,233285.69607499987,5375615.3499,RUE,,MARCONI,Canron CT,2,1,0,0,0,,10043,Point
2480,233547.28000000026,5375388.93,AVENUE,DU,PERE-NOUVEL,Daigle D-67M (Concorde),2,0,0,0,0,Classe A,10043,Point
2333,233698.9746000003,5375776.9871,RUE,DU,PARC,Daigle D-67M (Concorde),2,1,0,0,0,Classe C,10043,Point
2487,233901.58000000007,5375534.01,BOULEVARD,,SAINTE-ANNE,Canada valve,2,1,0,0,0,Classe A,10043,Point
2471,233976.1900000004,5375434.0600000005,RUE,,RACINE,Mueller,2,0,0,0,0,Classe AA,10043,Point
2470,233881.25,5375387.65,AVENUE,,PIERRE-ROULEAU,Canada valve,2,0,0,0,0,Classe AA,10043,Point
2331,233738.33999999985,5375449.41,RUE,DU,PARC,Canada valve,2,0,0,0,0,Classe A,10043,Point
2332,233742.0599999996,5375589.619999999,RUE,DU,PARC,Canada valve,2,0,0,0,0,Classe A,10043,Point
2335,233764.1799999997,5375970.49,RUE,DU,PHARE,Durite,2,0,0,0,0,Classe B,10043,Point
2339,234223.71999999974,5376304.74,BOULEVARD,,SAINTE-ANNE,Durite,2,0,0,0,0,Classe B,10043,Point
2340,234341.28000000026,5376380.609999999,BOULEVARD,,SAINTE-ANNE,Durite,2,0,0,0,0,Classe B,10043,Point
2341,234472.36000000034,5376466.17,BOULEVARD,,SAINTE-ANNE,Durite,2,0,0,0,0,Classe B,10043,Point
2342,234605.11000000034,5376554.77,BOULEVARD,,SAINTE-ANNE,Canada valve,2,0,0,0,0,Classe B,10043,Point
2336,233883.00999999978,5376066.130000001,RUE,DU,PHARE,Durite,2,0,0,0,0,Classe B,10043,Point
2337,233995.08999999985,5376159.92,RUE,DU,PHARE,Canada valve Century,2,0,0,0,0,Classe B,10043,Point
2338,234127.9299999997,5376243.289999999,RUE,DU,PHARE,Daigle D-67M (Concorde),2,1,7,0,0,Classe B,10043,Point
2343,234732.4400000004,5376636.34,BOULEVARD,,SAINTE-ANNE,Canada valve,2,0,0,0,0,Classe B,10043,Point
2493,235544.24000000022,5376650.67,AVENUE,,LOUIS-HEBERT,Drolet 500,2,1,0,0,0,Classe B,10043,Point
2496,235477.88999999966,5376616.85,AVENUE,,JEAN-TALON,Drolet 500,2,0,0,0,0,Classe B,10043,Point
2497,235401.6299999999,5376688.73,AVENUE,,JEAN-TALON,Drolet 500,2,0,0,0,0,Classe B,10043,Point
2490,234911.09999999963,5376439.57,AVENUE,DE L',INDUSTRIE,Canada valve,2,1,0,0,0,Classe B,10043,Point
2489,234793.36000000034,5376397.5,AVENUE,DE L',INDUSTRIE,Mueller,2,1,0,0,0,,10043,Point
2488,234689.74000000022,5376489.220000001,AVENUE,DE L',INDUSTRIE,Mueller,2,1,0,0,0,Classe B,10043,Point
2494,235654.75999999978,5376545.02,AVENUE,,LOUIS-HEBERT,Drolet 500,2,0,0,0,0,,10043,Point
2495,235761.79000000004,5376442.4399999995,AVENUE,,LOUIS-HEBERT,Drolet 500,2,0,0,0,0,Classe B,10043,Point
2344,234864.61000000034,5376713.74,BOULEVARD,,SAINTE-ANNE,Durite,2,0,0,0,0,Classe B,10043,Point
2345,235013.1200000001,5376769.02,BOULEVARD,,SAINTE-ANNE,Daigle D-67M (Concorde),2,1,7,0,0,Classe C,10043,Point
2346,235163.70632500015,5376799.301200001,BOULEVARD,,SAINTE-ANNE,Durite,2,0,0,0,0,Classe B,10043,Point
2347,235310.90000000037,5376818.57,BOULEVARD,,SAINTE-ANNE,Canada valve,2,1,7,0,0,Classe C,10043,Point
2348,235460.5700000003,5376840.4399999995,BOULEVARD,,SAINTE-ANNE,Durite,2,0,0,0,0,Classe B,10043,Point
2492,235465.38999999966,5376727.84,AVENUE,,LOUIS-HEBERT,Daigle D-67M (Concorde),2,1,0,0,0,Classe B,10043,Point
2498,235366.1900000004,5376764.98,AVENUE,,JEAN-TALON,Drolet 500,2,0,0,0,0,Classe B,10043,Point
2491,234993.3099999996,5376851.4399999995,AVENUE,,GUERETTE,Daigle D-67M (Concorde),2,1,0,0,0,Classe B,10043,Point
2353,236168.6299999999,5376942.85,BOULEVARD,,SAINTE-ANNE,Daigle D-67,2,0,0,0,0,Classe B,10043,Point
2354,236309.50999999978,5376962.43,BOULEVARD,,SAINTE-ANNE,Mueller,2,0,0,0,0,Classe B,10043,Point
2349,235609.79000000004,5376860.27,BOULEVARD,,SAINTE-ANNE,Canron CT,2,0,0,0,0,Classe B,10043,Point
2350,235760.58000000007,5376883.15,BOULEVARD,,SAINTE-ANNE,Durite,2,0,0,0,0,Classe B,10043,Point
2351,235912.1299999999,5376905.85,BOULEVARD,,SAINTE-ANNE,Durite,2,0,0,0,0,Classe B,10043,Point
2352,236066.06450000033,5376928.071900001,BOULEVARD,,SAINTE-ANNE,Daigle Concord Premier,0,0,0,0,0,,10043,Point
2499,231974.0237499997,5372738.5252,AVENUE,DES,PLUVIERS,Canada valve Century,2,1,0,150,0,Classe C,10043,Point
3005,233582.66899999976,5358632.036,ROUTE,DES,PIONNIERS,Daigle D-63,3,0,0,0,0,Classe AA,10043,Point
3034,233288.45797500014,5358338.269400001,CHEMIN,,SAINT-JOSEPH,Daigle D-63,2,0,0,0,0,Classe AA,10043,Point
3033,233390.91700000037,5358439.453,CHEMIN,,SAINT-JOSEPH,Daigle D-63,2,0,0,0,0,Classe AA,10043,Point
3026,233515.8326000003,5358476.885624999,RUE,,LEVESQUE,Daigle D-63,2,0,0,0,0,Classe AA,10043,Point
3023,233645.87700000033,5358440.083000001,RUE,DU,PAVILLON,Daigle D-67M,2,0,0,0,0,Classe AA,10043,Point
3027,233692.08000000007,5358310.539000001,RUE,,LEVESQUE,Daigle D-67,2,0,0,0,0,Classe AA,10043,Point
3036,233670.66700000037,5358103.8100000005,RUE,,PROULX,Canada valve Century,2,1,0,0,0,Classe A,10043,Point
3035,233718.34499999974,5358153.892999999,RUE,,PROULX,Canada valve Century,2,0,0,0,0,Classe C,10043,Point
3028,233771.55599999987,5358236.6219999995,RUE,,LEVESQUE,Daigle D-67,2,0,0,0,0,Classe C,10043,Point
3025,233818.26927500032,5358283.110675,RUE,DU,PAVILLON,Daigle D-67,2,0,0,0,0,Classe AA,10043,Point
3024,233741.7843249999,5358353.868825,RUE,DU,PAVILLON,Daigle D-67M,2,1,0,0,0,Classe C,10043,Point
3010,233927.75200000033,5358320.092,ROUTE,DES,PIONNIERS,Daigle D-63,3,0,0,0,0,Classe A,10043,Point
3011,233998.8289999999,5358232.68,ROUTE,DES,PIONNIERS,Sentinel,2,0,0,0,0,Classe B,10043,Point
3009,233865.90000000037,5358376.703,ROUTE,DES,PIONNIERS,Daigle D-63,2,0,0,0,0,Classe A,10043,Point
3022,233854.6710000001,5358454.0940000005,RUE,,POIRIER,Daigle D-63,2,0,0,0,0,Classe A,10043,Point
