District;Bureau;Candidat1;Vote1;Candidat2;Vote2;Candidat3;Vote3;Candidat4;Vote4;Candidat5;Vote5;Rejetes
18;BVA-18-1;Clément BÉLANGER;8;Rémi BERGERON;4;Sylvie GONEAU;20;Maxime PEDNEAUD-JOBIN;121;Denis TASSÉ;39;4
18;BVA-18-2;Clément BÉLANGER;2;Rémi BERGERON;2;Sylvie GONEAU;16;Maxime PEDNEAUD-JOBIN;81;Denis TASSÉ;20;0
18;BVA-18-3;Clément BÉLANGER;10;Rémi BERGERON;4;Sylvie GONEAU;27;Maxime PEDNEAUD-JOBIN;161;Denis TASSÉ;52;5
18;426;Clément BÉLANGER;8;Rémi BERGERON;3;Sylvie GONEAU;23;Maxime PEDNEAUD-JOBIN;63;Denis TASSÉ;22;2
18;427;Clément BÉLANGER;2;Rémi BERGERON;3;Sylvie GONEAU;14;Maxime PEDNEAUD-JOBIN;65;Denis TASSÉ;43;5
18;428;Clément BÉLANGER;16;Rémi BERGERON;2;Sylvie GONEAU;21;Maxime PEDNEAUD-JOBIN;99;Denis TASSÉ;34;2
18;429;Clément BÉLANGER;7;Rémi BERGERON;3;Sylvie GONEAU;20;Maxime PEDNEAUD-JOBIN;115;Denis TASSÉ;19;7
18;430;Clément BÉLANGER;6;Rémi BERGERON;4;Sylvie GONEAU;10;Maxime PEDNEAUD-JOBIN;51;Denis TASSÉ;15;1
18;431;Clément BÉLANGER;6;Rémi BERGERON;3;Sylvie GONEAU;17;Maxime PEDNEAUD-JOBIN;47;Denis TASSÉ;12;2
18;432;Clément BÉLANGER;2;Rémi BERGERON;1;Sylvie GONEAU;11;Maxime PEDNEAUD-JOBIN;28;Denis TASSÉ;19;0
18;433;Clément BÉLANGER;8;Rémi BERGERON;4;Sylvie GONEAU;12;Maxime PEDNEAUD-JOBIN;26;Denis TASSÉ;10;0
18;434;Clément BÉLANGER;7;Rémi BERGERON;2;Sylvie GONEAU;12;Maxime PEDNEAUD-JOBIN;90;Denis TASSÉ;16;2
18;435;Clément BÉLANGER;6;Rémi BERGERON;5;Sylvie GONEAU;23;Maxime PEDNEAUD-JOBIN;75;Denis TASSÉ;27;5
18;436;Clément BÉLANGER;2;Rémi BERGERON;7;Sylvie GONEAU;27;Maxime PEDNEAUD-JOBIN;64;Denis TASSÉ;23;1
18;437;Clément BÉLANGER;6;Rémi BERGERON;6;Sylvie GONEAU;21;Maxime PEDNEAUD-JOBIN;58;Denis TASSÉ;16;1
18;438;Clément BÉLANGER;10;Rémi BERGERON;6;Sylvie GONEAU;15;Maxime PEDNEAUD-JOBIN;79;Denis TASSÉ;29;1
18;439;Clément BÉLANGER;7;Rémi BERGERON;4;Sylvie GONEAU;10;Maxime PEDNEAUD-JOBIN;48;Denis TASSÉ;10;0
18;440;Clément BÉLANGER;2;Rémi BERGERON;4;Sylvie GONEAU;13;Maxime PEDNEAUD-JOBIN;53;Denis TASSÉ;26;5
18;441;Clément BÉLANGER;3;Rémi BERGERON;0;Sylvie GONEAU;18;Maxime PEDNEAUD-JOBIN;71;Denis TASSÉ;12;1
18;BVA-18-4;Clément BÉLANGER;3;Rémi BERGERON;1;Sylvie GONEAU;15;Maxime PEDNEAUD-JOBIN;79;Denis TASSÉ;21;1
18;BVA-18-5;Clément BÉLANGER;5;Rémi BERGERON;6;Sylvie GONEAU;26;Maxime PEDNEAUD-JOBIN;97;Denis TASSÉ;44;1
18;BVA-18-6;Clément BÉLANGER;11;Rémi BERGERON;6;Sylvie GONEAU;34;Maxime PEDNEAUD-JOBIN;113;Denis TASSÉ;47;1
