TSPID,SCIAN,SCIAL,Q1_1,Q2,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7A,Q2_7B,Q2_7C,Q2_7D,Q3A,Q3B,Q3C,Q3D,Q4,Q5,Q6,Q8,Q9,Q10AM1,Q10AM2,Q10AM3,Q10AM4,Q10AM5,Q11,Q12AM1,Q12AM2,Q12AM3,Q13,Q14,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q15,Q16,Q17,Q18,Q19,Q20M1,Q20M2,Q20M3,Q20M4,Q20M5,Q20M6,QENT1,Q21,Q24,Q25,Q26,Q23,Poids
6580,453310,Magasins de marchandises d'occasion,3,2,2,2,2,2,2,2,99,,,,2,9,2,2,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,3,1,2,,1.014062070316750
6591,812190,Autres services de soins personnels,2,3,3,9,2,2,2,9,,,90,,2,2,2,2,2,2,2,2,1,5,,,,,5,1,,,1,2,1,1,1,1,2,2,1,1,2,2,2,90,9,,,,,,1,2,1,1,2,,1.014062070316750
6595,444120,Magasins de peinture et de papier peint,3,2,2,2,2,2,2,2,,90,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,1,1,2,1,2,,1.014062070316750
6603,448120,Magasins de vêtements pour femmes,1,2,3,3,3,2,2,2,90,,,,2,2,2,3,3,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,1,4,1,2,,1.014062070316750
6676,451110,Magasins d'articles de sport,2,2,2,3,3,1,3,3,,,,90,2,3,3,3,3,3,2,3,1,2,,,,,2,3,,,99,2,2,2,2,1,2,3,2,2,2,3,2,90,6,,,,,,1,1,1,1,1,,1.014062070316750
6712,441310,Magasins de pièces et d'accessoires pour véhicules automobiles,3,3,2,9,4,2,1,2,,,90,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,4,1,2,,1.014062070316750
6730,448310,Bijouteries,4,4,9,9,4,9,1,4,,,90,,3,4,3,4,4,4,4,3,1,90,,,,,90,2,,,1,3,3,3,3,1,5,4,3,4,4,4,3,90,9,,,,,,1,2,1,1,1,,1.014062070316750
6743,453110,Fleuristes,2,2,4,4,4,2,2,2,90,,,,4,2,4,4,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,2,1,1,2,,1.014062070316750
6744,445120,Dépanneurs,3,2,2,9,9,1,2,2,,,,90,9,2,2,4,9,2,2,4,1,90,,,,,90,1,,,2,3,2,3,3,1,2,2,3,1,3,2,2,90,9,,,,,,2,1,1,1,2,,1.014062070316750
6808,451210,Librairies et marchands de journaux,1,2,3,2,3,2,2,2,90,,,,2,2,2,3,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,6,,2,2,4,1,2,,1.014062070316750
6820,445210,Boucheries,3,3,3,9,3,2,9,3,90,,,,3,3,4,3,3,4,4,3,1,1,,,,,1,1,,,4,3,4,2,5,1,2,5,2,4,4,3,4,90,9,,,,,,1,2,1,1,2,,1.014062070316750
6830,445310,"Magasins de bière, de vin et de spiritueux",1,2,2,9,3,9,9,2,,90,,,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,1,2,4,1,1,,1.014062070316750
6840,444120,Magasins de peinture et de papier peint,2,4,4,3,4,2,1,2,,,,90,3,3,3,3,3,3,3,2,1,7,2,,,,7,1,,,1,3,1,3,1,1,3,4,3,2,3,2,2,90,4,6,,,,,1,2,1,1,2,,1.014062070316750
6854,812115,Salons de beauté,4,3,3,2,2,3,3,1,,,90,,3,9,9,3,3,9,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,2,2,1,1,2,,1.014062070316750
6870,443120,Magasins d'ordinateurs et de logiciels,2,2,4,2,2,2,2,2,,90,,,2,2,2,3,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,2,,1.014062070316750
6880,442110,Magasins de meubles,2,9,2,1,2,9,1,9,,90,,,2,2,9,9,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,1,2,4,1,2,,1.014062070316750
6896,812115,Salons de beauté,2,2,2,2,2,2,2,1,,,,90,2,2,2,3,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,,1,1,3,1,1,,1.014062070316750
6913,453910,Animaleries et magasins de fournitures pour animaux,4,2,2,2,2,4,1,3,,90,,,4,4,2,4,4,3,4,2,1,90,,,,,90,1,,,2,2,1,3,3,1,4,2,2,4,4,3,4,90,2,3,,,,,2,1,1,1,1,,1.014062070316750
6914,453110,Fleuristes,1,1,4,1,1,1,1,1,90,,,,1,1,1,4,3,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,1,1,4,1,2,,1.014062070316750
6931,812116,Salons de coiffure mixtes,2,2,1,1,1,1,1,1,,99,,,2,1,1,1,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,9,,1.014062070316750
6938,453110,Fleuristes,1,1,4,9,4,3,1,2,,90,,,4,3,4,4,4,3,4,2,1,90,,,,,90,2,,,2,2,2,4,5,2,4,4,5,4,4,4,3,99,5,,,,,,1,1,1,1,1,,1.014062070316750
7004,413110,Grossistes-distributeurs de produits alimentaires généraux,2,2,2,9,2,1,1,2,,,90,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,1,1,1,2,,0.958601620301467
7007,418210,Grossistes-distributeurs de papeterie et de fournitures de bureau,3,1,2,9,4,1,1,1,,90,,,2,2,2,2,2,2,2,2,1,2,,,,,2,1,,,1,1,1,2,5,1,1,1,1,1,1,2,1,90,6,,,,,,1,1,1,1,2,,0.958601620301467
7041,417230,"Grossistes-distributeurs de machines, matériel et fournitures industriels",1,3,3,3,3,2,2,3,,,90,,2,3,3,2,2,3,3,2,1,90,,,,,90,1,,,1,4,3,2,2,2,3,3,2,3,2,3,3,90,9,,,,,,1,2,3,1,2,,0.958601620301467
7051,416340,"Grossistes-distributeurs de peintures, de vitres et de papier peint",2,2,2,4,3,9,2,1,,,,90,3,2,2,3,2,2,2,9,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,4,1,2,,0.958601620301467
7096,417230,"Grossistes-distributeurs de machines, matériel et fournitures industriels",4,3,3,9,4,2,2,9,,,90,,2,2,3,2,2,2,2,2,1,90,,,,,90,1,,,4,4,2,3,2,2,4,4,4,2,3,2,2,90,9,,,,,,1,2,3,1,2,,0.958601620301467
7104,414520,"Grossistes-distributeurs d'articles de toilette, de cosmétiques et d'autres prod",2,3,2,2,3,2,1,2,,,,90,2,2,2,2,2,2,2,2,1,5,,,,,5,1,,,1,2,2,2,2,2,2,1,2,2,2,2,2,90,9,,,,,,1,2,1,1,2,,0.958601620301467
7119,417930,"Grossistes-distributeurs de machines, matériel et fournitures d'usage profession",2,2,3,9,3,2,1,2,,,90,,2,3,3,2,3,2,2,2,1,90,,,,,90,1,,,1,2,2,2,2,1,2,2,2,2,2,2,2,90,3,,,,,,1,1,1,1,2,,0.958601620301467
7133,417230,"Grossistes-distributeurs de machines, matériel et fournitures industriels",2,2,2,9,3,1,1,1,90,,,,2,2,2,2,2,2,2,2,1,90,,,,,90,1,,,1,2,2,2,1,1,2,2,2,1,1,2,1,90,6,,,,,,1,1,3,1,2,,0.958601620301467
7135,418210,Grossistes-distributeurs de papeterie et de fournitures de bureau,2,2,2,9,2,2,2,2,,,,90,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,2,3,3,2,,0.972624747313544
7145,413110,Grossistes-distributeurs de produits alimentaires généraux,2,3,3,9,2,9,1,1,,,,90,3,3,3,3,3,3,3,3,1,99,,,,,,,,,,,,,,,,,,,,,,99,9,,,,,,1,1,1,3,2,,0.972624747313544
7150,417230,"Grossistes-distributeurs de machines, matériel et fournitures industriels",2,2,3,3,2,2,1,1,90,,,,2,2,2,3,2,3,2,9,2,,,,,,,,,,,,,,,,,,,,,,,,6,5,4,3,2,1,1,2,1,1,1,,0.958601620301467
7157,414320,Grossistes-distributeurs de revêtements de sol,2,2,3,9,2,2,2,2,,90,,,2,2,4,2,2,2,4,3,1,90,,,,,90,99,,,4,4,2,4,5,2,3,3,2,5,2,3,2,99,9,,,,,,1,2,3,1,2,,0.958601620301467
7158,417230,"Grossistes-distributeurs de machines, matériel et fournitures industriels",2,2,2,9,2,1,1,1,90,,,,2,1,1,2,2,1,2,2,1,90,,,,,90,1,,,4,2,2,2,2,2,2,2,2,2,2,1,2,90,9,,,,,,1,2,4,1,2,,0.958601620301467
7162,414220,Grossistes-distributeurs d'appareils ménagers,3,2,4,1,2,1,2,2,90,,,,2,2,2,3,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,3,4,5,6,,,1,2,4,2,2,,0.886177530449585
7171,416110,Grossistes-distributeurs de fils  et de fournitures électriques de construction,3,2,3,2,3,9,2,3,,,90,,2,2,3,3,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,2,2,4,1,2,,0.958601620301467
7193,417910,Grossistes-distributeurs de machines et matériel de bureau et de magasin,2,1,3,3,2,1,1,2,90,,,,2,1,1,3,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,2,1,1,1,,0.958601620301467
7215,414110,Grossistes-distributeurs de vêtements et d'accessoires vestimentaires,2,4,4,2,4,2,2,2,,,90,,2,2,2,3,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,3,1,9,,0.958601620301467
7239,488519,Autres intermédiaires en transport de marchandises,2,2,4,4,1,9,1,1,,,90,,2,3,2,4,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,4,1,1,,0.958601620301467
7298,418990,Tous les autres grossistes-distributeurs,2,2,2,1,2,9,1,2,90,,,,2,2,2,2,2,2,2,2,1,9,,,,,9,1,,,1,2,2,2,2,1,2,2,2,1,2,2,2,90,3,,,,,,1,1,4,1,2,,0.958601620301467
7310,414390,Grossistes-distributeurs d'autres accessoires de maison,2,2,2,4,2,2,2,1,90,,,,2,3,3,4,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,1,,0.958601620301467
7318,417110,"Grossistes-distributeurs de machines et matériel pour l'agriculture, l'entretien",1,1,3,1,1,1,1,1,90,,,,2,2,2,2,3,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,2,,0.958601620301467
7371,414410,Grossistes-distributeurs de bijoux et de montres,2,2,3,1,2,1,1,1,,90,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,2,,0.958601620301467
7374,414410,Grossistes-distributeurs de bijoux et de montres,1,3,4,9,4,2,2,3,,90,,,3,3,3,3,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,2,4,1,2,,0.958601620301467
7389,418220,Grossistes-distributeurs d'autres papiers et de produits en plastique jetables,1,3,2,1,2,2,9,2,,90,,,2,2,2,3,3,3,3,2,1,90,,,,,90,1,4,2,4,2,2,2,2,2,1,2,2,4,4,4,4,90,1,2,3,4,5,6,1,2,4,3,2,,0.972624747313544
7404,417930,"Grossistes-distributeurs de machines, matériel et fournitures d'usage profession",4,4,4,4,4,4,1,1,,,90,,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,1,1,1,1,,0.958601620301467
7412,416390,Grossistes-distributeurs d'autres fournitures spéciales de construction,2,2,4,9,2,1,1,1,,,90,,9,2,2,3,2,3,2,9,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,3,1,2,,0.958601620301467
7455,414520,"Grossistes-distributeurs d'articles de toilette, de cosmétiques et d'autres prod",2,3,3,9,3,2,2,2,,,90,,3,3,3,3,3,3,9,4,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,2,,0.958601620301467
7463,414110,Grossistes-distributeurs de vêtements et d'accessoires vestimentaires,2,1,2,1,4,2,2,2,,,90,,2,2,3,4,2,2,2,9,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,1,,0.958601620301467
7472,417230,"Grossistes-distributeurs de machines, matériel et fournitures industriels",2,9,3,9,2,1,1,2,99,,,,2,2,2,4,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,1,1,1,2,,0.958601620301467
7488,416120,"Grossistes-distributeurs de matériel et fournitures de plomberie, de chauffage e",1,3,2,9,2,1,1,1,90,,,,3,2,3,3,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,3,1,2,,0.958601620301467
7499,418990,Tous les autres grossistes-distributeurs,2,2,3,2,2,2,1,1,,,,90,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,3,1,2,,0.958601620301467
7550,411120,Grossistes-distributeurs de graines oléagineuses et de céréales,9,2,2,2,2,2,2,2,,,,90,2,2,2,2,9,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,,,1,2,3,1,2,,0.958601620301467
7552,414130,Grossistes-distributeurs de tissus à la pièce et d'articles de mercerie,2,2,4,2,2,2,1,9,,90,,,2,2,2,9,2,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,3,1,2,,0.958601620301467
7564,411190,Grossistes-distributeurs d'autres produits agricoles,4,9,9,1,1,9,2,1,,,99,,2,2,2,9,2,2,2,9,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,3,1,2,,0.958601620301467
7602,418990,Tous les autres grossistes-distributeurs,3,2,2,9,1,1,1,1,,90,,,2,1,1,2,1,2,1,1,1,5,,,,,5,90,,,1,1,1,1,1,1,1,1,1,1,1,2,1,90,9,,,,,,2,2,1,1,2,,0.958601620301467
7612,415120,"Grossistes-distributeurs de camions, de tracteurs routiers et d'autobus",1,2,2,2,4,9,2,2,,,,90,2,2,2,2,2,2,2,1,1,90,12,,,,90,1,,,1,2,5,2,2,2,2,2,3,2,2,2,2,90,3,5,6,,,,1,1,4,3,2,,0.972624747313544
7627,411130,Grossistes-distributeurs de produits et plantes de pépinières,2,3,3,2,2,4,2,1,,,90,,2,3,3,3,2,3,3,2,1,6,,,,,6,1,,,1,3,2,5,2,2,5,3,2,1,3,9,3,90,5,6,,,,,1,2,4,1,9,,0.958601620301467
7629,417230,"Grossistes-distributeurs de machines, matériel et fournitures industriels",2,2,4,9,2,1,1,1,90,,,,1,1,2,9,1,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,3,1,2,,0.958601620301467
7643,417230,"Grossistes-distributeurs de machines, matériel et fournitures industriels",4,2,2,1,3,1,1,1,90,,,,2,2,2,2,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,2,1,1,2,,0.958601620301467
7644,419190,Autres agents et courtiers du commerce de gros,2,3,2,2,2,2,1,9,,90,,,2,1,3,4,2,2,2,2,1,90,,,,,90,4,,,4,5,1,1,1,1,2,1,1,1,2,2,2,90,3,4,,,,,1,2,1,2,1,,0.886177530449585
7681,492210,Services locaux de messagers et de livraison,2,2,2,2,2,1,1,1,90,,,,1,1,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,1,4,2,2,,0.886177530449585
7724,414130,Grossistes-distributeurs de tissus à la pièce et d'articles de mercerie,1,4,3,9,4,2,2,4,,,,90,2,2,3,4,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,4,1,2,,0.958601620301467
7736,417230,"Grossistes-distributeurs de machines, matériel et fournitures industriels",4,4,3,9,4,9,2,2,,,99,,2,2,2,3,2,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,2,,0.958601620301467
7813,417230,"Grossistes-distributeurs de machines, matériel et fournitures industriels",2,2,2,4,2,2,1,2,99,,,,2,2,2,2,2,2,2,4,1,12,,,,,12,1,,,1,4,4,4,4,2,4,4,4,4,4,4,4,90,3,,,,,,1,1,1,1,2,,0.958601620301467
7825,417930,"Grossistes-distributeurs de machines, matériel et fournitures d'usage profession",2,3,2,2,3,3,2,2,,90,,,2,2,3,3,2,2,2,2,1,90,5,7,,,90,5,2,,99,2,3,3,2,2,2,4,2,5,2,4,3,90,9,,,,,,1,2,1,1,1,,0.958601620301467
7832,413110,Grossistes-distributeurs de produits alimentaires généraux,4,2,3,2,3,2,2,4,90,,,,4,3,3,3,3,4,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,2,,0.958601620301467
7834,418220,Grossistes-distributeurs d'autres papiers et de produits en plastique jetables,1,1,1,3,2,4,1,1,,,90,,2,2,2,4,9,9,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,2,,0.958601620301467
7856,415290,Grossistes-distributeurs d'autres pièces et d'accessoires neufs pour véhicules a,2,1,1,1,1,2,1,4,,99,,,1,1,1,1,2,2,2,2,1,5,,,,,5,2,,,3,2,5,1,1,1,2,2,1,2,2,2,1,99,3,,,,,,2,1,1,1,9,,0.958601620301467
7916,414120,Grossistes-distributeurs de chaussures,2,2,2,2,2,2,1,1,,,90,,2,2,3,2,2,2,2,3,1,5,,,,,5,1,,,4,2,1,2,1,1,2,2,1,1,2,2,2,90,9,,,,,,1,2,90,1,2,,0.958601620301467
7991,416390,Grossistes-distributeurs d'autres fournitures spéciales de construction,4,2,2,2,2,2,2,1,,90,,,2,2,2,2,2,2,2,3,1,6,,,,,6,1,,,3,3,2,2,2,2,2,3,2,1,2,2,2,90,1,2,,,,,1,1,4,1,2,,0.958601620301467
7995,416120,"Grossistes-distributeurs de matériel et fournitures de plomberie, de chauffage e",2,2,2,2,2,2,1,2,,,,90,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,2,3,6,,,,1,2,90,1,2,,0.958601620301467
8000,414110,Grossistes-distributeurs de vêtements et d'accessoires vestimentaires,3,9,3,9,3,9,2,2,90,,,,2,2,2,4,4,3,3,3,1,90,,,,,90,4,,,3,2,2,2,2,2,3,2,2,2,2,2,2,90,9,,,,,,1,2,3,2,1,,0.886177530449585
8038,416330,Grossistes-distributeurs d'articles de quincaillerie,1,2,2,9,2,2,1,1,,,90,,2,2,3,2,2,2,2,2,1,6,90,,,,90,1,,,1,1,2,1,1,1,1,5,1,2,2,2,1,90,9,,,,,,1,2,3,1,9,,0.958601620301467
8057,417210,"Grossistes-distributeurs de machines, matériel et fournitures pour la constructi",2,1,3,1,3,1,1,1,,,,90,2,2,2,4,3,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5,6,1,2,1,1,1,,0.958601620301467
8076,413110,Grossistes-distributeurs de produits alimentaires généraux,1,1,1,9,3,1,1,1,,,,90,1,2,1,2,1,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,2,,0.958601620301467
8096,413190,Grossistes-distributeurs d'autres produits alimentaires spéciaux,2,2,4,1,1,1,1,9,,90,,,2,2,2,4,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,4,1,2,,0.958601620301467
8145,413150,Grossistes-distributeurs de fruits et légumes frais,2,4,3,9,2,2,2,2,,,,90,2,2,2,3,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,5,2,,,,,1,2,3,1,2,,0.958601620301467
8146,418990,Tous les autres grossistes-distributeurs,2,3,3,9,3,3,1,3,,90,,,3,3,3,4,3,9,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,1,1,1,2,,0.958601620301467
8175,417910,Grossistes-distributeurs de machines et matériel de bureau et de magasin,3,1,3,9,2,1,1,1,,,90,,3,2,2,4,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,,,,1,2,1,1,2,,0.958601620301467
8202,417920,"Grossistes-distributeurs de machines, matériel et fournitures d'établissement de",3,3,3,2,4,2,1,2,,90,,,3,3,4,4,4,3,4,3,1,90,,,,,90,4,1,2,4,4,4,4,3,2,3,3,4,4,4,4,4,90,2,3,,,,,1,90,90,1,2,,0.958601620301467
8208,414110,Grossistes-distributeurs de vêtements et d'accessoires vestimentaires,3,2,4,9,3,1,1,2,,,90,,3,3,2,4,9,2,3,4,1,6,,,,,6,1,,,1,2,1,2,1,2,2,3,3,1,9,2,2,90,2,,,,,,1,1,1,2,2,,0.886177530449585
8220,417230,"Grossistes-distributeurs de machines, matériel et fournitures industriels",3,2,3,9,4,2,1,2,,90,,,2,2,2,3,2,2,2,9,1,12,,,,,12,1,,,1,4,3,2,2,1,2,1,1,2,2,3,2,90,9,,,,,,1,2,1,1,2,,0.958601620301467
8227,414110,Grossistes-distributeurs de vêtements et d'accessoires vestimentaires,2,2,3,2,3,2,2,2,,,,90,2,3,2,2,2,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,3,1,2,,0.958601620301467
8259,485310,Services de taxi,2,2,2,2,2,3,2,2,,,90,,1,2,2,4,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,1,3,2,1,,0.886177530449585
8279,417320,"Grossistes-distributeurs de composants électroniques, matériel et fournitures de",1,2,2,9,3,2,3,2,,90,,,3,3,4,3,4,3,3,1,1,6,,,,,6,1,,,1,4,3,3,2,1,4,3,4,3,3,4,4,90,3,,,,,,1,2,3,1,2,,0.958601620301467
8283,414410,Grossistes-distributeurs de bijoux et de montres,3,2,3,2,2,1,1,2,90,,,,2,2,2,2,9,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,2,,0.958601620301467
8294,414110,Grossistes-distributeurs de vêtements et d'accessoires vestimentaires,4,4,4,4,4,1,1,1,,,,99,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,1,1,9,2,,0.972624747313544
8301,416310,Grossistes-distributeurs de fournitures générales de construction,1,3,3,1,1,1,4,3,90,,,,2,2,2,2,2,3,3,2,1,6,12,,,,6,1,,,1,3,5,3,3,2,3,3,2,3,3,3,3,90,1,2,3,,,,1,1,1,2,2,,0.886177530449585
8348,414130,Grossistes-distributeurs de tissus à la pièce et d'articles de mercerie,4,2,2,2,2,2,1,1,,90,,,2,2,2,2,2,2,2,3,1,99,,,,,,,,,,,,,,,,,,,,,,90,3,,,,,,1,1,3,3,2,,0.972624747313544
8379,488390,Autres activités de soutien au transport par eau,3,2,4,2,4,9,1,1,,,90,,3,3,3,3,2,2,3,3,1,2,90,,,,2,1,,,1,1,1,2,1,1,2,1,1,2,3,2,2,90,9,,,,,,1,1,4,2,2,,0.886177530449585
8388,414390,Grossistes-distributeurs d'autres accessoires de maison,2,1,2,9,4,1,1,1,,,90,,1,1,2,4,3,2,1,1,1,90,,,,,90,1,,,1,1,1,1,1,1,1,1,1,1,2,2,1,90,2,,,,,,1,2,4,1,2,,0.958601620301467
8396,414110,Grossistes-distributeurs de vêtements et d'accessoires vestimentaires,3,3,3,3,4,2,2,2,,,90,,4,2,3,3,9,9,9,2,1,90,,,,,90,1,,,99,3,2,2,2,2,2,3,3,2,3,3,2,90,4,,,,,,1,2,90,3,2,,0.972624747313544
8436,485110,Services urbains de transport en commun,2,2,3,2,2,1,1,2,90,,,,2,2,3,2,4,3,3,2,1,11,,,,,11,2,,,2,2,2,2,2,2,2,2,2,3,4,3,3,90,6,1,2,3,4,,2,2,4,2,2,,0.886177530449585
8477,418210,Grossistes-distributeurs de papeterie et de fournitures de bureau,3,2,3,2,2,9,9,2,90,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,1,1,1,2,,0.958601620301467
8489,419190,Autres agents et courtiers du commerce de gros,2,2,4,3,3,1,9,3,,,90,,2,3,3,3,3,2,2,2,1,2,90,,,,90,1,,,1,2,2,5,2,1,3,3,1,4,4,3,4,90,9,,,,,,1,1,1,1,1,,0.958601620301467
8496,417230,"Grossistes-distributeurs de machines, matériel et fournitures industriels",1,4,3,3,4,2,2,1,90,,,,2,2,3,9,4,4,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,2,1,1,2,,0.958601620301467
8532,413190,Grossistes-distributeurs d'autres produits alimentaires spéciaux,1,2,3,1,3,1,1,1,90,,,,2,2,2,2,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,90,1,2,,0.958601620301467
8545,484221,Transport local par camion de vrac liquide,2,2,3,2,2,2,2,3,,90,,,3,3,3,3,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,4,5,,,,,1,2,4,1,1,,0.958601620301467
8552,419140,Agents et courtiers -- articles personnels et ménagers,2,9,4,3,4,1,1,1,90,,,,2,2,2,2,2,3,2,2,1,2,,,,,2,1,,,1,4,2,2,2,2,4,5,3,4,4,3,3,90,9,,,,,,1,2,1,1,2,,0.958601620301467
8562,414110,Grossistes-distributeurs de vêtements et d'accessoires vestimentaires,2,2,4,2,2,1,1,1,,,90,,2,2,2,2,3,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,2,2,90,1,2,,0.958601620301467
8578,419190,Autres agents et courtiers du commerce de gros,2,4,3,2,2,2,2,2,,90,,,2,2,3,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,,,1,2,1,1,1,,0.958601620301467
8592,413190,Grossistes-distributeurs d'autres produits alimentaires spéciaux,4,2,3,1,4,1,2,1,,90,,,2,2,2,2,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,4,1,2,,0.958601620301467
8601,418190,Grossistes-distributeurs d'autres matières recyclables,2,1,4,4,2,1,1,1,,90,,,2,2,1,3,2,1,2,2,1,1,,,,,1,1,4,,1,1,1,1,1,1,1,2,1,1,1,1,1,90,6,,,,,,1,1,3,2,1,,0.886177530449585
8609,484110,Transport local par camion de marchandises diverses,2,1,3,3,2,9,1,1,,90,,,1,1,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,1,2,1,1,1,,0.958601620301467
8613,418220,Grossistes-distributeurs d'autres papiers et de produits en plastique jetables,4,2,2,3,3,1,1,1,,,,99,2,1,2,3,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,1,2,1,1,2,,0.958601620301467
8618,415290,Grossistes-distributeurs d'autres pièces et d'accessoires neufs pour véhicules a,2,3,4,2,1,9,1,1,,,90,,2,2,2,4,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,2,,0.958601620301467
8629,414420,"Grossistes-distributeurs de livres, de périodiques et de journaux",3,3,2,9,2,2,1,1,,,,90,2,2,2,3,2,9,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,1,4,1,2,,0.958601620301467
8639,417230,"Grossistes-distributeurs de machines, matériel et fournitures industriels",2,9,9,2,2,3,2,2,,,,90,2,3,3,2,3,2,2,9,2,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,1,4,1,2,,0.958601620301467
8665,488519,Autres intermédiaires en transport de marchandises,1,2,4,2,4,9,1,2,,,90,,2,2,2,3,3,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,,1,2,4,1,2,,0.958601620301467
