ï»¿id,municipalite,arrondissement,secteur,nom,type,sous_type,localisation,nb_aire_jeu,nb_amenagement_paysager,nb_infrastructure,nb_infrastructure_aquatique,nb_jeux_module,nb_mobilier_urbain,nb_terrain_sport,geom 
161,94068,JonquiÃ¨re,JonquiÃ¨re,TERRAIN DE BASEBALL DESCHENES,Parcs,Espace spÃ©cialisÃ©,3164 rue du Roi-Georges,0,0,3,0,0,2,1,"POLYGON ((-71.20220585208911 48.42728853945381,-71.20310977642534 48.42735366769055,-71.20328995448156 48.42736471106205,-71.20343538194518 48.42764501448781,-71.20390184314465 48.427935155232824,-71.2043000795294 48.42852663210417,-71.20438697727086 48.428655693225714,-71.20368507808143 48.4287661677928,-71.20323846252188 48.428700410503176,-71.20293425944013 48.42851963380061,-71.20274567196196 48.42826966176393,-71.20255557731514 48.42791011699646,-71.2027937241655 48.427776251925366,-71.20291914401912 48.427705752579804,-71.20281321370828 48.427622282416806,-71.202757320177 48.42757823891172,-71.20216855864035 48.42751976714534,-71.20220585208911 48.42728853945381))"
162,94068,La Baie,La Baie,CENTRE JEAN-CLAUDE TREMBLAY,Parcs,Espace spÃ©cialisÃ©,990 rue AimÃ©-Gravel,0,0,0,0,0,1,1,"POLYGON ((-70.87914176107806 48.3371874658673,-70.87931718943044 48.33686020275493,-70.8795447015382 48.33638717114231,-70.87956412256314 48.336351927100715,-70.8795878853333 48.336317885613916,-70.87961582433807 48.336285284666594,-70.87964774565431 48.33625435064467,-70.87968342561764 48.336225301038105,-70.87972261615816 48.336198336328735,-70.87998173087563 48.33603421291404,-70.8802676648856 48.33587062083711,-70.88054061797479 48.33573028445757,-70.88065360130842 48.33568989639794,-70.88074003148358 48.335842571013536,-70.88080186156856 48.33597588201172,-70.88085442445849 48.336089239029,-70.88091609039219 48.33622216376274,-70.88100157095494 48.33640648214125,-70.88105524608365 48.33652053690543,-70.88110693393207 48.336630362061385,-70.8812078704377 48.336844821860254,-70.88125832552042 48.336952051767334,-70.88062448967288 48.33708203445237,-70.88069548404451 48.33723592755972,-70.88132102966641 48.337107962338415,-70.88138065522944 48.33724028107495,-70.88143081791436 48.33735161312398,-70.88147660512779 48.33745323716725,-70.88152754988785 48.33756627543282,-70.88158538107997 48.33769462556526,-70.88153855960165 48.33770393674731,-70.88162277057882 48.33788741339687,-70.88110262949633 48.33797860095708,-70.88112925470992 48.33803778306564,-70.88098795072571 48.33806545795029,-70.88082147052705 48.33809807276192,-70.8808785096933 48.338221668044355,-70.88070923278971 48.33826773885017,-70.88069126938541 48.338272627168735,-70.88059498274175 48.338291486876585,-70.88019357586617 48.337528019363894,-70.880114632501 48.33754317878702,-70.88004746265034 48.33739021796177,-70.88003830249636 48.33737035983762,-70.88064556956344 48.33724613812025,-70.88057458494416 48.33709226833456,-70.88016211555735 48.33717685265427,-70.8800808340517 48.337002244095224,-70.8797625290085 48.33706691972095,-70.87975831746242 48.33705837675197,-70.87914176107806 48.3371874658673))"
164,94068,La Baie,La Baie,PARC MONTPELLIER,Parcs,Parc de voisinage,2903 rue de Montpellier,2,0,3,0,6,6,1,"POLYGON ((-70.89722578771826 48.32271611852008,-70.89717761192348 48.32263796778492,-70.8973041218458 48.32254726523309,-70.89757119995008 48.32221096491448,-70.89758669432649 48.322215887740875,-70.89760275760199 48.32221991639322,-70.89761927628116 48.32222302338224,-70.89763612880513 48.322225184844136,-70.89765319638197 48.32222638589966,-70.89767035487434 48.322226617983866,-70.89768748154248 48.32222587882291,-70.89770445236095 48.322224174242066,-70.89772114605039 48.3222215163529,-70.89773744138745 48.322217924462166,-70.89775322124346 48.3222134241583,-70.8979746540267 48.32244183178006,-70.89752644144095 48.32271267033322,-70.89765214880315 48.32278214621068,-70.89749161205023 48.32291134145665,-70.89722578771826 48.32271611852008))"
166,94068,JonquiÃ¨re,JonquiÃ¨re,PARC DU MOULIN,Espaces verts,"Ãlot, halte et belvÃ©dÃ¨re",2159 rue Saint-Jean-Baptiste,0,0,5,1,0,5,0,"POLYGON ((-71.25736988225322 48.41443194330247,-71.25771536237922 48.41455758578737,-71.25753927777382 48.41485439992727,-71.25793971438334 48.41551181102523,-71.2578104946497 48.415671511989295,-71.25789761665624 48.415891753456854,-71.25803532094551 48.415951226167074,-71.25830477194135 48.41589908561283,-71.25795076238484 48.41629357848985,-71.25788334252776 48.416373958798104,-71.25782770787153 48.41645824125845,-71.25778436325989 48.41654566437517,-71.25775370227439 48.4166354341047,-71.25773600067747 48.41672673738905,-71.25773127801757 48.41680088382971,-71.2577351108227 48.416875053074996,-71.25774747508561 48.4169488090769,-71.25776829951427 48.4170217160969,-71.25780460249915 48.41712654943706,-71.25729057875245 48.417029064976646,-71.25722828206874 48.41701022167188,-71.25714954980936 48.416986407616164,-71.25707417873518 48.41688421991585,-71.25683653684015 48.41681911759939,-71.25696023251835 48.416603904929524,-71.25727011867069 48.4164024372711,-71.25758297053763 48.416061830292016,-71.25770675621528 48.41550805960101,-71.25757487230038 48.415182130955344,-71.2573448441233 48.41488316081082,-71.25736988225322 48.41443194330247))"
167,94068,Chicoutimi,Chicoutimi,PARC CHARLIE-LAURENCE,Parcs,Parc de voisinage,168 rue Diana,2,0,3,0,4,4,0,"POLYGON ((-71.03887752292047 48.44062119603226,-71.0389395253893 48.44047800251402,-71.03934759695953 48.44055688057942,-71.0392579571253 48.44075092010506,-71.03893300108746 48.44068798532501,-71.03892629421108 48.44068648598244,-71.03891981036965 48.440684603356665,-71.03891359703286 48.440682352515005,-71.03890770167992 48.44067974942404,-71.0389021704764 48.44067681365411,-71.03889704558043 48.44067356929119,-71.038892363734 48.4406700395473,-71.03888816307828 48.44066625212478,-71.038884473654 48.4406622356633,-71.03888132415972 48.440658019708216,-71.03887873928653 48.44065363832052,-71.03887673829043 48.44064912288857,-71.03887533641046 48.44064450841699,-71.03887454484013 48.440639830828744,-71.03887436800528 48.440635125179156,-71.03887480898 48.44063042652977,-71.03887586274755 48.44062577177884,-71.03887752292047 48.44062119603226))"
168,94068,Chicoutimi,Chicoutimi,PARC DES CHUTES-PRICE,Espaces verts,"Ãlot, halte et belvÃ©dÃ¨re",380 rue Price Ouest,0,0,0,0,0,0,0,"POLYGON ((-71.0799768641737 48.430077620661244,-71.08041208953632 48.43040319960995,-71.08089746575816 48.430711775369026,-71.08068525916259 48.43097821849514,-71.0805115505764 48.430904581667384,-71.08027326824609 48.43081728295966,-71.07994270130557 48.43048226227686,-71.07966597138748 48.430257446495,-71.0799768641737 48.430077620661244))"
170,94068,JonquiÃ¨re,JonquiÃ¨re,ESPACE VERT SARAS,Espaces verts,"Ãlot, halte et belvÃ©dÃ¨re",2121 rue Saint-Jean-Baptiste,0,0,2,1,0,0,0,"POLYGON ((-71.25717210377078 48.41758643276301,-71.25722965394428 48.41760722843615,-71.25731814592643 48.417639203143644,-71.25740241151081 48.41764897082498,-71.25741439086117 48.41765035887958,-71.2577392995128 48.41768801689845,-71.25778189119933 48.41769295378252,-71.25792820990314 48.4177099122603,-71.25792216948098 48.41778947002661,-71.25790531247485 48.41786833545499,-71.2578777764417 48.417945858273306,-71.25783978960574 48.41802139750279,-71.25779166561668 48.41809433228555,-71.25778250500841 48.41810642558532,-71.25777306599802 48.41811842358341,-71.25776334853187 48.41813032268256,-71.25773051304401 48.41816948260604,-71.25753018564168 48.41840841389503,-71.25746607779831 48.418484866059366,-71.25742086550108 48.418542767058156,-71.2573809084423 48.418602355783364,-71.25734634671778 48.418663420860554,-71.25676490580913 48.418579532284845,-71.25717210377078 48.41758643276301))"
171,94068,JonquiÃ¨re,JonquiÃ¨re,PARC DES PIONNIERS,Espaces verts,"Ãlot, halte et belvÃ©dÃ¨re",2488 rue Saint-Dominique,0,0,2,0,0,3,0,"POLYGON ((-71.257324954146 48.409395669142754,-71.25741044055023 48.40941169575263,-71.25748288011391 48.409430001813476,-71.25758198622327 48.409477847318854,-71.25761181565487 48.40951660184994,-71.25766380216439 48.409621433723665,-71.2575776408119 48.40984446876734,-71.25752557919064 48.40978478781113,-71.25725028405716 48.409647015872544,-71.25722584274033 48.40959765071882,-71.2572976076366 48.409461699140095,-71.257324954146 48.409395669142754))"
173,94068,Chicoutimi,Canton-Tremblay,PARC ALICE,Espaces verts,"Ãlot, halte et belvÃ©dÃ¨re",145 rue Alice,0,0,0,0,0,0,0,"POLYGON ((-71.0208994771615 48.4531834517805,-71.02069492921255 48.4532060507352,-71.02049038107918 48.45322864932691,-71.02021764996013 48.45325878141695,-71.02018956751688 48.45323307540705,-71.02068962288453 48.45299135359285,-71.0208994771615 48.4531834517805))"
174,94068,Chicoutimi,Chicoutimi,PALESTRE JOHNNY-GAGNON,Parcs,Espace spÃ©cialisÃ©,420 rue Cimon,0,0,0,0,0,1,1,"POLYGON ((-71.08219986846464 48.418171598488016,-71.08097971962553 48.41785088282696,-71.08105264917506 48.41779768179545,-71.08090294732564 48.41770674858499,-71.08104173903966 48.417605503375924,-71.08118052885177 48.41750425800665,-71.08131931811299 48.41740301247043,-71.08133129482631 48.41741028737644,-71.08147008488343 48.41730904165207,-71.08166334943857 48.41742643609009,-71.08183534581065 48.41733308328119,-71.0818988473707 48.41737165622746,-71.08194870233724 48.417363778179855,-71.08201569017801 48.4173513632772,-71.0820682783614 48.41734549497723,-71.08217084861354 48.41734111230073,-71.0820910196328 48.41729361562388,-71.08210671276602 48.417276345320566,-71.08228433450729 48.4173472681942,-71.08236768990687 48.41737652797351,-71.08240742712805 48.41738551050773,-71.08248209049499 48.41739426496698,-71.08251141276449 48.41740638149234,-71.08253295370822 48.41740096694781,-71.08254420549059 48.41739444427917,-71.08255545727008 48.41738792160943,-71.08257125915456 48.417380417153566,-71.08258726065202 48.41737524739714,-71.08261753762233 48.417370289564786,-71.08263316524354 48.41736881908173,-71.08266889127553 48.417364222180495,-71.0826964792175 48.417360064009614,-71.08272455809981 48.417359968582545,-71.08275186733715 48.41736133405609,-71.08292843836526 48.41743183674553,-71.08298351447982 48.41737071587224,-71.08351323820028 48.417582223805766,-71.08372506245163 48.41734714289126,-71.08407821163401 48.4174881467776,-71.0838663897776 48.417723227426094,-71.08388292871044 48.41772983135718,-71.08342003390638 48.4184923011244,-71.08219986846464 48.418171598488016))"
175,94068,JonquiÃ¨re,Lac-KÃ©nogami,CAMPING JONQUIERE,Parcs,Grand Ã©quipement,"3993, Rue de l'Ãcorce",1,0,13,4,5,6,1,"POLYGON ((-71.28154220150493 48.35419145139834,-71.28157885847435 48.35417200728649,-71.28160783804103 48.35414671254839,-71.28164027144774 48.35411528559043,-71.28166274743988 48.354095598735285,-71.28167949841044 48.354081335503636,-71.28168768698796 48.35407632055233,-71.28170112152624 48.354075674327,-71.28173617198196 48.3540814225607,-71.28177104270736 48.35409147564749,-71.28182138425126 48.35409858686006,-71.28184654642656 48.35410250632495,-71.28186826330152 48.35410958811768,-71.28190431314134 48.35412552783552,-71.28193538440752 48.35414601908443,-71.28196358397349 48.354163768679626,-71.28198691631478 48.3541730645908,-71.28203433412993 48.354178967001474,-71.2820882795599 48.35418392381078,-71.28216059736498 48.3541942429295,-71.28221966111266 48.354203863355174,-71.28227010343407 48.354210053597114,-71.28230901602745 48.35421218047905,-71.2823349002799 48.35421046106746,-71.28234973025134 48.35420391508722,-71.28236778772217 48.35419100006847,-71.28238678754877 48.354182697970145,-71.28240271728141 48.35417782548683,-71.28241314701668 48.35417517685896,-71.28242483894971 48.354172559218654,-71.28242830379277 48.354164241358916,-71.2824233116828 48.354156274227094,-71.28241728458134 48.35414839687986,-71.28241638908119 48.35414340768772,-71.28241786012615 48.354140245275275,-71.28242871807704 48.354138419385116,-71.28249656223707 48.354140437553546,-71.28255286340192 48.354135411837866,-71.28264210935937 48.354371952899434,-71.28268647722292 48.35448953754351,-71.28271212173212 48.35448087988692,-71.28299666981275 48.354409535576025,-71.28309029131118 48.354400538329266,-71.28319770078582 48.35467482735238,-71.28312403074376 48.35470312765137,-71.28226636984319 48.355032589964125,-71.28081746732717 48.35480720329373,-71.28064307730013 48.35477089798691,-71.28056082692109 48.35479891309691,-71.28043545909087 48.3547133311276,-71.28050494186394 48.35465675496331,-71.28084022297625 48.35451223542719,-71.28115547950028 48.35437294600789,-71.2814546462523 48.354223859001706,-71.28154220150493 48.35419145139834))"
178,94068,Chicoutimi,Chicoutimi,PARC DES AUGUSTINES,Parcs,Placette et place publique,837 rue des Augustines,0,0,0,0,0,0,0,"POLYGON ((-71.04342710447249 48.41234420918085,-71.04305048731416 48.41224454520573,-71.0430953895342 48.41216933325284,-71.04309828220201 48.41216504390555,-71.0431017239649 48.412160938139934,-71.04310569083225 48.412157046648375,-71.04311014936684 48.412153401067286,-71.04311507011708 48.41215002671848,-71.04312041150213 48.41214695167922,-71.04312613591719 48.4121441968129,-71.04313219901263 48.41214178391413,-71.04313855370835 48.412139732092264,-71.0431451528859 48.41213805685926,-71.0431519453263 48.41213676924955,-71.04315888117114 48.41213588119047,-71.04316590644216 48.412135398333156,-71.04317296849295 48.41213532452368,-71.04318001328785 48.41213566001709,-71.04318698811338 48.41213640236409,-71.04319383887638 48.412137546423715,-71.0432005141376 48.41213908254557,-71.04320079728905 48.41213915765689,-71.0432885302595 48.41216236859221,-71.04342662347825 48.41219891520422,-71.04345156759014 48.41220651145224,-71.04347522690674 48.412215752449505,-71.04349735724247 48.41222654311563,-71.04342710447249 48.41234420918085))"
179,94068,Chicoutimi,Chicoutimi,PLACE DU COTEAU-DU-PORTAGE,Espaces verts,"Ãlot, halte et belvÃ©dÃ¨re",240 rue Price Ouest,0,0,0,0,0,0,0,"POLYGON ((-71.07677327532963 48.42765387421246,-71.07680065223133 48.42761787573233,-71.07690762763141 48.42751560710705,-71.07695677753154 48.42753940849281,-71.07713443525313 48.42768043276173,-71.07679218986927 48.4278324624034,-71.07677967305972 48.42781595393913,-71.07676938926895 48.42779877592976,-71.07676142108957 48.42778106197054,-71.07675582818253 48.427762949369146,-71.07675265403343 48.42774457911168,-71.07675192459143 48.42772609497023,-71.07675364416436 48.42770763902632,-71.07675780087504 48.427689356140704,-71.07676436118487 48.42767138768497,-71.07677327532963 48.42765387421246))"
180,94068,Chicoutimi,Chicoutimi,PROMENADE DE LA PULPERIE,Parcs,AmÃ©nagement linÃ©aire,521 rue DrÃ©an,0,0,0,0,0,0,0,"POLYGON ((-71.08210854969776 48.42374838257361,-71.08199726131603 48.423702315849894,-71.08197303350109 48.4236429402962,-71.08202008961898 48.42359105945666,-71.08239184551041 48.423290437898665,-71.08246775079225 48.42324297974564,-71.08269665128562 48.42317169108836,-71.08292555248673 48.423100401970586,-71.08298688613365 48.42306922425744,-71.0831014341656 48.423029133748095,-71.08327713441206 48.42310845066993,-71.0831474196934 48.423178531853026,-71.08301770461767 48.423248612890454,-71.08280870627279 48.42331854224291,-71.08259970735195 48.423388471217216,-71.0824379830592 48.423517047942056,-71.08227625930267 48.423645624433114,-71.08210854969776 48.42374838257361))"
181,94068,Chicoutimi,Chicoutimi,JARDIN COMMUNAUTAIRE LES FOUS DE BASSIN,Espace de loisir,Jardin Communautaire,425 rue DrÃ©an,0,0,2,0,0,0,0,"POLYGON ((-71.08090736229778 48.42532560183649,-71.08060073176098 48.42519404905025,-71.0807912906102 48.42507115745331,-71.08097427368607 48.42493456114664,-71.08120205790942 48.42472114643234,-71.08121737085206 48.42475433293327,-71.08122850716096 48.42478824924596,-71.08123539119605 48.424822661912934,-71.08123797432056 48.4248573355411,-71.08123624030628 48.4248920327744,-71.08123019993914 48.4249265152205,-71.08121989512458 48.42496054792691,-71.0812053961442 48.424993895797385,-71.08118680309967 48.42502633167915,-71.08117234093868 48.42504714909355,-71.08115619138717 48.425067409313485,-71.08113840103945 48.425087050944555,-71.08104689320837 48.42518153500984,-71.08090736229778 48.42532560183649))"
182,94068,Chicoutimi,Chicoutimi,PARC D'HYDRO-QUEBEC,Espaces verts,"Ãlot, halte et belvÃ©dÃ¨re",740 rue Thomas-Edison,0,0,0,0,0,0,0,"POLYGON ((-71.058820165002 48.41783849652233,-71.0583016903255 48.418365572424754,-71.05823735212942 48.41837567890966,-71.05822815440011 48.418346871163,-71.05876914394779 48.41779791207301,-71.05865825835414 48.41748867422202,-71.05775259060677 48.417093186273036,-71.05776341032367 48.41708220715932,-71.05784674931509 48.41703855967262,-71.05874220941872 48.4174282702142,-71.05910861561105 48.41742854103311,-71.05941990028684 48.417674806825254,-71.06010717590144 48.41757746388464,-71.060230516029 48.41760047417705,-71.06015794401563 48.41767242688342,-71.05952142591222 48.417755125017926,-71.05932820456597 48.41776521928313,-71.05928164638723 48.41775916785939,-71.05926489006518 48.41777002397234,-71.0589468331226 48.417788064181295,-71.05883089529804 48.41782762477104,-71.058820165002 48.41783849652233))"
183,94068,Chicoutimi,Chicoutimi,PLACE DU CITOYEN,Parcs,Placette et place publique,175 rue Racine Est,0,6,0,1,0,6,0,"POLYGON ((-71.06351600528988 48.428412224450035,-71.06327635402725 48.42839215158274,-71.0631180879003 48.42835714948771,-71.06314885294118 48.42886661292581,-71.06276716215757 48.4288271471362,-71.06284544675553 48.428752284259076,-71.06281773243404 48.42866272759397,-71.06275612366746 48.42857071497398,-71.06270827136487 48.42848510074057,-71.06266720769835 48.428302817803136,-71.06266857295573 48.428256332627974,-71.06267989727009 48.428165227853626,-71.06268985496077 48.4281206082603,-71.06270924037824 48.428075052171124,-71.06271893375471 48.42805227457158,-71.06183203432762 48.428008405608274,-71.0618580643986 48.42779212892839,-71.06278985296593 48.42784236526248,-71.06308792061228 48.42785769684306,-71.06326698590092 48.427867166115625,-71.06356101829398 48.4278827131888,-71.0636780487104 48.427888894368785,-71.06363177335776 48.42841608334775,-71.06351600528988 48.428412224450035))"
186,94068,Chicoutimi,Chicoutimi,PARC BACON,Espaces verts,"Ãlot, halte et belvÃ©dÃ¨re",76 rue Jacques-Bacon,0,0,0,0,0,1,0,"POLYGON ((-71.03289040811613 48.4298856893654,-71.03312109070657 48.429909425029344,-71.0330728655601 48.43002604425176,-71.03304474899882 48.430080968676464,-71.03298322399428 48.43017885140309,-71.03291758661938 48.4302792192556,-71.03258667924099 48.430834576768696,-71.03249970823796 48.43097667026903,-71.03247642070143 48.43094984862482,-71.03240839392686 48.43089620114478,-71.03289040811613 48.4298856893654))"
187,94068,Chicoutimi,Chicoutimi,PARC LOUIS-HEMON,Parcs,Parc de voisinage,630 rue Louis-HÃ©mon,1,0,3,0,7,9,0,"POLYGON ((-71.03830702915712 48.42040954889266,-71.03830173489777 48.42041438088538,-71.03829582915975 48.42041888656261,-71.0382893548274 48.4204230324463,-71.0382823629203 48.42042678771854,-71.03827490446754 48.420430122460736,-71.03826703866203 48.42043301211245,-71.0382588247156 48.420435433911926,-71.03825032458991 48.42043736958151,-71.03824160299635 48.42043880532765,-71.03823272736757 48.420439729142814,-71.03822376384205 48.42044013442194,-71.0382147812891 48.420440017245305,-71.03820584864434 48.42043937998862,-71.0381970321603 48.420438226839,-71.03818840219968 48.42043656736061,-71.03818002102805 48.42043441205492,-71.03817195504966 48.42043177949855,-71.03816426391319 48.420428688299744,-71.03789087379249 48.4203076786957,-71.03787047527156 48.42029732766324,-71.03785153860255 48.42028581138323,-71.03783421471753 48.42027321998904,-71.03781864115076 48.42025965446935,-71.03780494062124 48.42024522037903,-71.03779322108966 48.4202300332351,-71.03778357435043 48.42021421312709,-71.03777608008497 48.420197884697956,-71.03777079371137 48.42018117810031,-71.03776775984811 48.42016422443643,-71.03776700153362 48.42014715850698,-71.037770685528 48.42010559229009,-71.0377798335702 48.42006440166302,-71.03779437332452 48.420023903546934,-71.0378141945779 48.4199844105423,-71.03783914378846 48.419946226457675,-71.03786902814869 48.41990964719007,-71.03790361821217 48.419874953517734,-71.03794264656172 48.419842412905275,-71.03798581183442 48.41981227678697,-71.03803278273706 48.419784776950415,-71.03808319669513 48.41976012554312,-71.038136663887 48.419738513255055,-71.03819277396137 48.41972010568982,-71.03819282110739 48.41972009197849,-71.0381928669023 48.4197200782735,-71.03819291404831 48.41972006456218,-71.03832777813827 48.41967773899575,-71.03845904373364 48.419630667853134,-71.03858633525881 48.41957898601379,-71.03861010425003 48.41956971809403,-71.03863501809126 48.4195618973211,-71.03866088016109 48.41955558487368,-71.03868748561796 48.41955083117635,-71.03871462003944 48.4195476750068,-71.0387420688418 48.419546139853985,-71.03876961462522 48.419546238427635,-71.0387970371547 48.41954797085956,-71.03882412008687 48.419551321973884,-71.03885064562267 48.41955626670859,-71.03887640390768 48.419562764674986,-71.038901190368 48.41957076376781,-71.03892480708022 48.41958020195755,-71.03898480370408 48.41960675686966,-71.0389920561511 48.41961027997609,-71.03899882108873 48.419614210989415,-71.03900504414042 48.419618518685866,-71.03901068037776 48.41962317089805,-71.03901568754596 48.419628132747846,-71.0390200247032 48.41963336575348,-71.03902366035582 48.419638830489504,-71.03902656704435 48.419644485712766,-71.0390287226851 48.41965028745684,-71.03903011059883 48.41965619172984,-71.03903072087118 48.41966215540771,-71.03903054759354 48.41966813085055,-71.03902959300197 48.419674073977916,-71.03902786471778 48.41967993888533,-71.03902537442522 48.419685680548625,-71.03902214194359 48.41969125660372,-71.03901819249663 48.41969662466119,-71.03901355536141 48.41970174231257,-71.03901355268775 48.419701745023275,-71.03901355001408 48.41970174773396,-71.03901354734039 48.41970175044464,-71.03830702915712 48.42040954889266))"
188,94068,Chicoutimi,Chicoutimi,STATUE NOTRE-DAME,Espaces verts,"Ãlot, halte et belvÃ©dÃ¨re",DEVANT LE 1137 RUE JACQUES-CARTIER,0,0,0,0,0,0,0,"POLYGON ((-71.03364609104061 48.42273162507453,-71.03364174800525 48.42272864306215,-71.03363781456615 48.422725419013794,-71.0336343207128 48.42272197797325,-71.03363129510238 48.42271834678924,-71.03362875828483 48.42271455234816,-71.03362673218962 48.4227106242281,-71.0336252319997 48.42270659293783,-71.0336242688444 48.422702489004884,-71.03362385117902 48.42269834566741,-71.03362397932348 48.422694193503084,-71.03362465631892 48.42269006487572,-71.03362587303647 48.42268599130621,-71.0336284448552 48.422680608240796,-71.03363171840937 48.422675396402106,-71.03363566709892 48.42267039638586,-71.0336402615932 48.42266564610226,-71.03364546581516 48.422661184392155,-71.0336512409289 48.4226570447129,-71.0336575399728 48.42265325876075,-71.03366431461515 48.422649856439534,-71.0336715137844 48.42264686406826,-71.0336790796248 48.42264430529922,-71.03369347029236 48.42264146034974,-71.03370819743367 48.42263952041988,-71.03372313152492 48.422638504098025,-71.03373814427108 48.422638418274886,-71.03375310191599 48.42263926447022,-71.0337678773652 48.422641035179176,-71.03380127227612 48.42264674426952,-71.03383379935241 48.422654355982075,-71.03386521479219 48.42266381478736,-71.03389528001881 48.422675048043445,-71.03392377256549 48.422687973140675,-71.03395047519986 48.42270249125627,-71.03395349581953 48.42270538585716,-71.03395611958481 48.42270844868605,-71.03395832325243 48.42271165376865,-71.03396009035387 48.422714976897936,-71.03396140844585 48.42271839115005,-71.0339622650945 48.42272187050049,-71.0339625365112 48.42272482012955,-71.03396242558216 48.42272777513036,-71.033961933423 48.4227307130131,-71.03396106250054 48.42273361128161,-71.03395982205626 48.42273644920714,-71.03395821861996 48.422739205174054,-71.03395626549612 48.42274185933408,-71.03395397599864 48.422744392738345,-71.03395136747619 48.42274678462041,-71.03394631251307 48.42274988487928,-71.03394087605425 48.42275268471413,-71.03393509843731 48.4227551650506,-71.033929024044 48.42275730589619,-71.03392269596141 48.42275909266074,-71.03391616134908 48.42276051253399,-71.03390946738534 48.42276155450435,-71.03387361490304 48.42276569254295,-71.03383732843645 48.42276748608329,-71.03380095101113 48.422766916445276,-71.03377354237918 48.422764853582024,-71.03374650505948 48.4227612150628,-71.03372004472561 48.42275602781493,-71.03369436178731 48.42274933228106,-71.0336696486318 48.422741177035746,-71.03364609104061 48.42273162507453))"
189,94068,Chicoutimi,Chicoutimi,ESPACE VERT JEAN-LANGEVIN,Espaces verts,"Ãlot, halte et belvÃ©dÃ¨re",106 rue Jean-Langevin,0,0,0,0,0,0,0,"POLYGON ((-71.03489025565328 48.429870626062076,-71.03466813724339 48.42990029925587,-71.03462267842826 48.42969694257335,-71.03484479462873 48.42966726947568,-71.03489025565328 48.429870626062076))"
190,94068,Chicoutimi,Chicoutimi,ESPACE VERT DE L'ASSOMPTION,Espaces verts,"Ãlot, halte et belvÃ©dÃ¨re",401 rue de l'Assomption,0,0,0,0,0,0,0,"POLYGON ((-71.03519322203753 48.42386771239702,-71.03519332761117 48.42386772899435,-71.03528911557396 48.423882931872775,-71.03528918325715 48.42388294324994,-71.03528924957969 48.42388295373406,-71.03528931725344 48.423882964211884,-71.03529964947101 48.4238849298744,-71.03530968385334 48.42388748601985,-71.03531934857888 48.42389061319595,-71.03532856772523 48.42389428747254,-71.03533727208809 48.4238984812907,-71.03534539511838 48.42390316258224,-71.03535287698519 48.42390829565014,-71.03535965918981 48.42391384299249,-71.03536569128406 48.423919761673524,-71.03537092820564 48.42392600693366,-71.03537533026866 48.423932531290205,-71.03537886317312 48.423939285436525,-71.03538149935618 48.423946218235905,-71.03538322206452 48.42395327850131,-71.03538401449767 48.42396041054894,-71.03538387339552 48.423967561330215,-71.03538279955161 48.42397467777758,-71.03538080049665 48.4239817049934,-71.03537789053634 48.42398858984725,-71.03537409209304 48.423995280070265,-71.03536943436423 48.42400172516092,-71.03536395332227 48.42400787638483,-71.03535768902167 48.42401368768678,-71.03535068963367 48.42401911387324,-71.03534300879109 48.42402411512153,-71.03521418904063 48.42410110827054,-71.03520584563628 48.42410568448318,-71.03519693346738 48.42410975788523,-71.035187521125 48.424113297578394,-71.03517767857038 48.42411627445676,-71.03516748261526 48.42411866837651,-71.0351570114227 48.424120459187506,-71.03514634592432 48.4241216330225,-71.03513556576665 48.42412218231597,-71.03512475601998 48.42412210127592,-71.03511399643469 48.42412139222965,-71.03510337353616 48.42412005927173,-71.03509296445728 48.42411811283616,-71.03508285178299 48.424115567828586,-71.03507311274998 48.424112444575805,-71.03506382056952 48.42410876612155,-71.03505504850949 48.424104560905576,-71.03504686176814 48.42409986100283,-71.03503932423017 48.42409470209183,-71.03503249308083 48.424089125278606,-71.03502642010038 48.42408317169433,-71.03502115441377 48.42407688697941,-71.03501673302273 48.42407032042821,-71.03501319293832 48.4240635222344,-71.03501055901071 48.42405654264817,-71.03500885209293 48.42404943733461,-71.03500808491187 48.424042260197794,-71.0350082634383 48.42403506517317,-71.03500938825705 48.42402790802004,-71.03501144779202 48.424020844554114,-71.0350444796147 48.42392864862868,-71.0350474286697 48.42392175101005,-71.03505127029486 48.4239150516031,-71.03505597393122 48.4239086000161,-71.0350615049663 48.423902445876166,-71.03506782064261 48.42389663525072,-71.03507487414915 48.423891214226046,-71.03508260915046 48.42388622263696,-71.03509096929226 48.423881698519644,-71.0350998900753 48.423877676350614,-71.03510930291857 48.42387418792716,-71.03511913646307 48.423871257864484,-71.03512931798932 48.42386890988471,-71.03513976660444 48.423867161452264,-71.03515040542217 48.4238660255161,-71.03516115211353 48.4238655114529,-71.03517192428357 48.423865622344,-71.03518264220197 48.423866357660856,-71.03519322203753 48.42386771239702))"
191,94068,Chicoutimi,Chicoutimi,ESPACE VERT NOTRE-DAME,Espaces verts,"Ãlot, halte et belvÃ©dÃ¨re",1169 rue MelanÃ§on,0,0,0,0,0,0,0,"POLYGON ((-71.03240920829084 48.42417784575569,-71.03216313773395 48.4241683298828,-71.03217097615324 48.42401698261479,-71.03218457083848 48.423790293176324,-71.03223516421009 48.42354041639546,-71.03233985240078 48.42341479595068,-71.0325251867016 48.423444216257955,-71.03242456548392 48.423725018031654,-71.03240920829084 48.42417784575569))"
