cod_geo_n,an_profil,an_donnee,RFU3000,RFU3001,RFU0700,RFU0702,PRR0202,PRR0203,RFU0400,RFU0401,RFU0500,RFU0501,RFU0600,RFU0601,PRC1400,PRC1401,PRC1500,PRC1501,PRC1600,PRC1601,PRC2200,PRC2201,PRC2300,PRC2000,RAT0130,RAT0131,IND0102,RAT0200,RAT0201,PRC3300,PRC3302,PRC3301,PRC3400,PRC3402,PRC3401,IND0200,IND0400,nom_mun,classe_population,designation,cod_mrc,nom_mrc,cod_ra,nom_ra,population
08053,2016,2016,1247824943.1,0,1153110400,0,826138878,0,287524894,0,26861354,0,12585274,0,0.7164,0,0.2493,0,0.0233,0,0.0109,0,157785,112593,193012,0,76,1.573,0,2492,0,0,1779,0,0,145,166,Matane,10 000 @ 24 999,V,AR080,La Matanie,01,Bas-Saint-Laurent,14206
08065,2016,2016,30116304.02,0,29781730,0,19824090,0,715440,0,8183340,0,1058860,0,0.6656,0,0.024,0,0.2748,0,0.0356,0,101240,95035,78838,0,65,1.2217,0,1235,0,0,1159,0,0,113,189,Saint-Leandre,1 @ 1 999,P,AR080,La Matanie,01,Bas-Saint-Laurent,416
08073,2016,2016,122508612.22,0,121403968,0,96018272,0,5030256,0,17895136,0,2460304,0,0.7909,0,0.0414,0,0.1474,0,0.0203,0,128286,112209,106622,0,88,1.1734,0,1505,0,0,1317,0,0,109,95,Saint-Ulric,1 @ 1 999,M,AR080,La Matanie,01,Bas-Saint-Laurent,1597
08080,2016,2016,47921590.277,0,47401508,0,31754555,0,4824855,0,10118451,0,703647,0,0.6699,0,0.1018,0,0.2135,0,0.0148,0,113148,96769,85422,0,70,1.4492,0,1679,0,0,1436,0,0,134,125,Baie-des-Sables,1 @ 1 999,M,AR080,La Matanie,01,Bas-Saint-Laurent,629
09005,2016,2016,23653759.468,0,23138191,0,15264029,0,939199,0,3892540,0,3042423,0,0.6597,0,0.0406,0,0.1682,0,0.1315,0,71678,66093,61921,0,51,1.5098,0,1083,0,0,998,0,0,140,265,La Redemption,1 @ 1 999,P,AR090,La Mitis,01,Bas-Saint-Laurent,488
09010,2016,2016,16317512.641,0,16105460,0,10440572,0,44642,0,2892337,0,2727909,0,0.6483,0,0.0028,0,0.1796,0,0.1694,0,67503,65033,60886,0,50,1.6392,0,1117,0,0,1076,0,0,152,193,Saint-Charles-Garnier,1 @ 1 999,P,AR090,La Mitis,01,Bas-Saint-Laurent,255
09015,2016,2016,28757604.16,0,28296900,0,11919300,0,598800,0,14638700,0,1140100,0,0.4212,0,0.0212,0,0.5173,0,0.0403,0,57738,51568,73361,0,60,1.5501,0,895,0,0,799,0,0,144,206,Les Hauteurs,1 @ 1 999,M,AR090,La Mitis,01,Bas-Saint-Laurent,497
09020,2016,2016,22663650.54,0,22136574,0,14038899,0,193718,0,4220790,0,3683167,0,0.6342,0,0.0088,0,0.1907,0,0.1664,0,80770,76806,59020,0,48,1.2762,0,1034,0,0,983,0,0,118,196,Sainte-Jeanne-d'Arc,1 @ 1 999,P,AR090,La Mitis,01,Bas-Saint-Laurent,315
09025,2016,2016,90569743.518,0,89540259,0,60380004,0,5122650,0,20660763,0,3376842,0,0.6743,0,0.0572,0,0.2307,0,0.0377,0,121051,107040,104223,0,86,1.2145,0,1481,0,0,1310,0,0,113,103,Saint-Gabriel-de-Rimouski,1 @ 1 999,M,AR090,La Mitis,01,Bas-Saint-Laurent,1151
09030,2016,2016,69222281.449,0,68619545,0,53637095,0,3564970,0,8987855,0,2429625,0,0.7817,0,0.052,0,0.131,0,0.0354,0,123328,108939,79111,0,65,1.3715,0,1691,0,0,1494,0,0,127,117,Saint-Donat,1 @ 1 999,P,AR090,La Mitis,01,Bas-Saint-Laurent,857
09035,2016,2016,56000194.099,0,55549624,0,39787280,0,2758808,0,11226488,0,1777048,0,0.7162,0,0.0497,0,0.2021,0,0.032,0,103331,88684,84338,0,69,1.5028,0,1557,0,0,1336,0,0,139,154,Sainte-Angele-de-Merici,1 @ 1 999,M,AR090,La Mitis,01,Bas-Saint-Laurent,998
09040,2016,2016,14427252.726,0,14029607,0,8755690,0,494395,0,3616810,0,1162712,0,0.6241,0,0.0352,0,0.2578,0,0.0829,0,70345,66831,59128,0,49,1.9308,0,1358,0,0,1290,0,0,179,230,Padoue,1 @ 1 999,M,AR090,La Mitis,01,Bas-Saint-Laurent,264
09048,2016,2016,101329884.64,0,99896800,0,85683500,0,7355100,0,3030800,0,3827400,0,0.8577,0,0.0736,0,0.0303,0,0.0383,0,150907,134409,142517,0,117,1.1306,0,1710,0,0,1523,0,0,105,101,Metis-sur-Mer,1 @ 1 999,V,AR090,La Mitis,01,Bas-Saint-Laurent,583
09055,2016,2016,33724862.109,0,33408444,0,20528596,0,1149570,0,11115478,0,614800,0,0.6145,0,0.0344,0,0.3327,0,0.0184,0,107428,98600,81069,0,67,0,0,0,0,0,0,0,0,0,0,Saint-Octave-de-Metis,1 @ 1 999,P,AR090,La Mitis,01,Bas-Saint-Laurent,531
09060,2016,2016,25227000,0,25208800,0,16902000,0,4883700,0,2983800,0,439300,0,0.6705,0,0.1937,0,0.1184,0,0.0174,0,99930,93227,78834,0,65,1.3438,0,1355,0,0,1264,0,0,125,119,Grand-Metis,1 @ 1 999,M,AR090,La Mitis,01,Bas-Saint-Laurent,235
09065,2016,2016,73978797.744,0,72777534,0,64843753,0,7075379,0,376465,0,481937,0,0.891,0,0.0972,0,0.0052,0,0.0066,0,91758,81550,99300,0,82,1.7411,0,1598,0,0,1420,0,0,162,151,Price,1 @ 1 999,VL,AR090,La Mitis,01,Bas-Saint-Laurent,1666
09070,2016,2016,41770226.65,0,39549200,0,32867400,0,377400,0,5733100,0,571300,0,0.8311,0,0.0095,0,0.145,0,0.0144,0,145326,128658,109346,0,90,1.4032,0,2039,0,0,1805,0,0,130,141,Saint-Joseph-de-Lepage,1 @ 1 999,P,AR090,La Mitis,01,Bas-Saint-Laurent,490
09077,2016,2016,472023328.53,0,385062900,0,302990300,0,73573300,0,3210400,0,5288900,0,0.7869,0,0.1911,0,0.0083,0,0.0137,0,140117,95890,188282,0,99,1.8337,0,2569,0,0,1758,0,0,177,188,Mont-Joli,2 000 @ 9 999,V,AR090,La Mitis,01,Bas-Saint-Laurent,6451
09085,2016,2016,86644100,0,86538700,0,63087500,0,10027400,0,12282000,0,1141800,0,0.729,0,0.1159,0,0.1419,0,0.0132,0,153909,130111,133299,0,109,1.2377,0,1905,0,0,1610,0,0,115,116,Sainte-Flavie,1 @ 1 999,P,AR090,La Mitis,01,Bas-Saint-Laurent,907
09092,2016,2016,261211805.15,0,256409965,0,213112876,0,19587300,0,18809476,0,4900313,0,0.8311,0,0.0764,0,0.0734,0,0.0191,0,174110,148539,150381,0,79,1.1377,0,1995,0,0,1702,0,0,110,86,Sainte-Luce,2 000 @ 9 999,M,AR090,La Mitis,01,Bas-Saint-Laurent,2791
10005,2016,2016,22874676.846,0,22551700,0,15107504,0,1046760,0,2075220,0,4322216,0,0.6699,0,0.0464,0,0.092,0,0.1917,0,83671,75921,62670,0,51,0.8197,0,687,0,0,624,0,0,76,191,Esprit-Saint,1 @ 1 999,M,AR100,Rimouski-Neigette,01,Bas-Saint-Laurent,350
10010,2016,2016,19759410,0,19740160,0,10725220,0,304810,0,6635640,0,2074490,0,0.5433,0,0.0154,0,0.3361,0,0.1051,0,64344,58566,60798,0,50,1.1325,0,729,0,0,663,0,0,105,267,La Trinite-des-Monts,1 @ 1 999,P,AR100,Rimouski-Neigette,01,Bas-Saint-Laurent,235
10015,2016,2016,92492034.558,0,91252920,0,72011500,0,2205280,0,11948090,0,5088050,0,0.7891,0,0.0242,0,0.1309,0,0.0558,0,128626,112676,84622,0,69,1.2204,0,1570,0,0,1375,0,0,113,128,Saint-Narcisse-de-Rimouski,1 @ 1 999,P,AR100,Rimouski-Neigette,01,Bas-Saint-Laurent,986
10025,2016,2016,47421515,0,47329745,0,38401260,0,348910,0,2698590,0,5880985,0,0.8114,0,0.0074,0,0.057,0,0.1243,0,124072,114728,71960,0,59,1.1438,0,1427,0,0,1320,0,0,106,104,Saint-Marcellin,1 @ 1 999,P,AR100,Rimouski-Neigette,01,Bas-Saint-Laurent,348
10030,2016,2016,240823286.13,0,238904500,0,203605200,0,13022100,0,17424400,0,4852800,0,0.8522,0,0.0545,0,0.0729,0,0.0203,0,178966,153592,147835,0,78,1.1864,0,2123,0,0,1822,0,0,114,103,Saint-Anaclet-de-Lessard,2 000 @ 9 999,P,AR100,Rimouski-Neigette,01,Bas-Saint-Laurent,3134
10043,2016,2016,4638461077.3,0,4323627306,0,3564527598,0,648578016,0,50322924,0,60198768,0,0.8244,0,0.15,0,0.0116,0,0.0139,0,205365,148974,242104,0,81,1.1763,0,2471,0,0,1792,0,0,111,109,Rimouski,25 000 @ 99 999,V,AR100,Rimouski-Neigette,01,Bas-Saint-Laurent,49281
10060,2016,2016,69809132.217,0,69414371,0,50428896,0,1123423,0,12448957,0,5413095,0,0.7265,0,0.0162,0,0.1793,0,0.078,0,130417,123317,70301,0,58,1.094,0,1427,0,0,1349,0,0,101,121,Saint-Valerien,1 @ 1 999,P,AR100,Rimouski-Neigette,01,Bas-Saint-Laurent,888
10070,2016,2016,179801088.34,0,178297754,0,150054022,0,8340652,0,15532918,0,4370162,0,0.8416,0,0.0468,0,0.0871,0,0.0245,0,141830,121587,101640,0,83,0,0,0,0,0,0,0,0,0,0,Saint-Fabien,1 @ 1 999,P,AR100,Rimouski-Neigette,01,Bas-Saint-Laurent,1909
10075,2016,2016,44029815.447,0,43250725,0,31692386,0,627513,0,9431279,0,1499547,0,0.7328,0,0.0145,0,0.2181,0,0.0347,0,83785,77602,101921,0,84,1.1135,0,865,0,0,802,0,0,103,112,Saint-Eugene-de-Ladriere,1 @ 1 999,P,AR100,Rimouski-Neigette,01,Bas-Saint-Laurent,423
11005,2016,2016,30887298.357,0,30641688,0,15418062,0,3226212,0,10444896,0,1552518,0,0.5032,0,0.1053,0,0.3409,0,0.0507,0,79178,70129,81282,0,67,1.8275,0,1447,0,0,1282,0,0,170,204,Saint-Clement,1 @ 1 999,P,AR110,Les Basques,01,Bas-Saint-Laurent,486
11010,2016,2016,92429609.39,0,91035800,0,61640500,0,8788400,0,17782700,0,2824200,0,0.6771,0,0.0965,0,0.1953,0,0.031,0,96689,79107,91064,0,75,1.9197,0,1856,0,0,1519,0,0,178,217,Saint-Jean-de-Dieu,1 @ 1 999,M,AR110,Les Basques,01,Bas-Saint-Laurent,1612
11015,2016,2016,22355074.009,0,21741140,0,12748858,0,696728,0,4975632,0,3319922,0,0.5864,0,0.032,0,0.2289,0,0.1527,0,55706,53399,55198,0,45,1.5203,0,847,0,0,812,0,0,141,249,Sainte-Rita,1 @ 1 999,M,AR110,Les Basques,01,Bas-Saint-Laurent,282
11020,2016,2016,13474666,0,13231349,0,5640991,0,78970,0,4039688,0,3471700,0,0.4263,0,0.006,0,0.3053,0,0.2624,0,57930,51333,62095,0,51,0.7402,0,429,0,0,380,0,0,69,162,Saint-Guy,1 @ 1 999,M,AR110,Les Basques,01,Bas-Saint-Laurent,85
11025,2016,2016,10927391.713,0,10914324,0,7615168,0,174812,0,1248508,0,1875836,0,0.6977,0,0.016,0,0.1144,0,0.1719,0,47831,47345,43710,0,36,1.6393,0,784,0,0,776,0,0,152,271,Saint-Medard,1 @ 1 999,M,AR110,Les Basques,01,Bas-Saint-Laurent,220
11030,2016,2016,31244336.036,0,30923145,0,17230455,0,1925253,0,9065925,0,2701512,0,0.5572,0,0.0623,0,0.2932,0,0.0874,0,85326,82966,68518,0,56,1.773,0,1513,0,0,1471,0,0,164,169,Sainte-Francoise,1 @ 1 999,P,AR110,Les Basques,01,Bas-Saint-Laurent,379
11035,2016,2016,28545396.957,0,28057920,0,14333880,0,2790260,0,9737860,0,1195920,0,0.5109,0,0.0994,0,0.3471,0,0.0426,0,99024,93868,91492,0,75,1.4354,0,1421,0,0,1347,0,0,133,145,Saint-Eloi,1 @ 1 999,P,AR110,Les Basques,01,Bas-Saint-Laurent,302
11040,2016,2016,199622459.86,0,176880822,0,147714498,0,26331036,0,407464,0,2427824,0,0.8351,0,0.1489,0,0.0023,0,0.0137,0,118378,79366,138627,0,73,2.0989,0,2485,0,0,1666,0,0,202,218,Trois-Pistoles,2 000 @ 9 999,V,AR110,Les Basques,01,Bas-Saint-Laurent,3323
11045,2016,2016,139453528,0,139092049,0,104143726,0,18179293,0,13415123,0,3353907,0,0.7487,0,0.1307,0,0.0964,0,0.0241,0,147194,135221,110942,0,91,1.3835,0,2036,0,0,1871,0,0,128,103,Notre-Dame-des-Neiges,1 @ 1 999,M,AR110,Les Basques,01,Bas-Saint-Laurent,1086
11050,2016,2016,86347741.57,0,86148200,0,69662100,0,4366600,0,7069900,0,5049600,0,0.8086,0,0.0507,0,0.0821,0,0.0586,0,134186,123946,86782,0,71,1.3917,0,1867,0,0,1725,0,0,129,96,Saint-Mathieu-de-Rioux,1 @ 1 999,P,AR110,Les Basques,01,Bas-Saint-Laurent,658
11055,2016,2016,58311082.509,0,57857768,0,43159940,0,3157726,0,7446026,0,4094076,0,0.746,0,0.0546,0,0.1287,0,0.0708,0,131607,122959,84509,0,69,1.2368,0,1628,0,0,1521,0,0,115,108,Saint-Simon,1 @ 1 999,P,AR110,Les Basques,01,Bas-Saint-Laurent,427
12005,2016,2016,72469269.238,0,69258348,0,42711516,0,13049964,0,9929844,0,3567024,0,0.6167,0,0.1884,0,0.1434,0,0.0515,0,100969,85344,100096,0,82,1.6875,0,1697,0,0,1435,0,0,157,228,Saint-Cyprien,1 @ 1 999,M,AR120,Riviere-du-Loup,01,Bas-Saint-Laurent,1115
12010,2016,2016,135810274.33,0,134394539,0,108960517,0,4960716,0,12732262,0,7741044,0,0.8108,0,0.0369,0,0.0947,0,0.0576,0,111997,97275,94247,0,77,1.265,0,1417,0,0,1231,0,0,117,129,Saint-Hubert-de-Riviere-du-Loup,1 @ 1 999,M,AR120,Riviere-du-Loup,01,Bas-Saint-Laurent,1237
12015,2016,2016,292988496.01,0,288681474,0,237680415,0,29827809,0,7856025,0,13317225,0,0.8233,0,0.1033,0,0.0272,0,0.0461,0,167387,144060,131858,0,70,1.286,0,2185,0,0,1880,0,0,124,123,Saint-Antonin,2 000 @ 9 999,M,AR120,Riviere-du-Loup,01,Bas-Saint-Laurent,4175
12020,2016,2016,96973002.24,0,89419500,0,64370600,0,5422000,0,10546400,0,9080500,0,0.7199,0,0.0606,0,0.1179,0,0.1015,0,159678,147349,108108,0,89,1.4091,0,2250,0,0,2076,0,0,131,102,Saint-Modeste,1 @ 1 999,M,AR120,Riviere-du-Loup,01,Bas-Saint-Laurent,1186
12025,2016,2016,19713808.77,0,19449400,0,9548700,0,962500,0,1109000,0,7829200,0,0.491,0,0.0495,0,0.057,0,0.4025,0,70315,65075,49782,0,41,1.5481,0,1094,0,0,1012,0,0,144,208,Saint-Francois-Xavier-de-Viger,1 @ 1 999,M,AR120,Riviere-du-Loup,01,Bas-Saint-Laurent,241
12030,2016,2016,58735244.049,0,58222178,0,33866091,0,2596342,0,18262216,0,3497529,0,0.5817,0,0.0446,0,0.3137,0,0.0601,0,107677,96764,95660,0,79,1.6552,0,1790,0,0,1609,0,0,154,207,Saint-Epiphane,1 @ 1 999,M,AR120,Riviere-du-Loup,01,Bas-Saint-Laurent,831
12035,2016,2016,26666895.496,0,26280016,0,13906890,0,880398,0,7178648,0,4314080,0,0.5292,0,0.0335,0,0.2732,0,0.1642,0,82189,80403,67341,0,55,1.2948,0,1064,0,0,1041,0,0,120,249,Saint-Paul-de-la-Croix,1 @ 1 999,P,AR120,Riviere-du-Loup,01,Bas-Saint-Laurent,335
12043,2016,2016,118733405.63,0,115385396,0,66337670,0,13686092,0,32738958,0,2622676,0,0.5749,0,0.1186,0,0.2837,0,0.0227,0,112778,100212,112013,0,92,1.3887,0,1567,0,0,1392,0,0,129,105,L'Isle-Verte,1 @ 1 999,M,AR120,Riviere-du-Loup,01,Bas-Saint-Laurent,1364
12045,2016,2016,33065406.8,0,32542106,0,23671284,0,2623182,0,428770,0,5818870,0,0.7274,0,0.0806,0,0.0132,0,0.1788,0,228824,212944,165327,0,136,0.7555,0,1768,0,0,1645,0,0,70,79,Notre-Dame-des-Sept-Douleurs,1 @ 1 999,P,AR120,Riviere-du-Loup,01,Bas-Saint-Laurent,46
12057,2016,2016,188834079.25,0,178937155,0,144665431,0,13665401,0,17267263,0,3339060,0,0.8085,0,0.0764,0,0.0965,0,0.0187,0,178328,155997,157362,0,129,1.0708,0,1921,0,0,1681,0,0,99,75,Cacouna,1 @ 1 999,M,AR120,Riviere-du-Loup,01,Bas-Saint-Laurent,1954
12065,2016,2016,97932481.933,0,96737300,0,61250640,0,4505820,0,29969940,0,1010900,0,0.6332,0,0.0466,0,0.3098,0,0.0104,0,157451,137015,154468,0,127,1.3001,0,2047,0,0,1782,0,0,121,102,Saint-Arsene,1 @ 1 999,P,AR120,Riviere-du-Loup,01,Bas-Saint-Laurent,1235
12072,2016,2016,1870875384.5,0,1729243332,0,1279544100,0,409719516,0,9023736,0,30955980,0,0.7399,0,0.2369,0,0.0052,0,0.0179,0,189899,125724,258373,0,102,1.406,0,2687,0,0,1779,0,0,130,130,Riviere-du-Loup,10 000 @ 24 999,V,AR120,Riviere-du-Loup,01,Bas-Saint-Laurent,19645
12080,2016,2016,180780345.96,0,178717077,0,159319017,0,5682798,0,6550632,0,7164630,0,0.8915,0,0.0318,0,0.0367,0,0.0401,0,280982,229840,191302,0,157,0.8782,0,2516,0,0,2058,0,0,81,84,Notre-Dame-du-Portage,1 @ 1 999,M,AR120,Riviere-du-Loup,01,Bas-Saint-Laurent,1145
13005,2016,2016,205532791.02,0,193511780,0,141602010,0,36717670,0,9186760,0,6005340,0,0.7317,0,0.1897,0,0.0475,0,0.031,0,124457,91460,127107,0,67,1.8312,0,2320,0,0,1705,0,0,177,213,Degelis,2 000 @ 9 999,V,AR130,Temiscouata,01,Bas-Saint-Laurent,2958
13010,2016,2016,28867785.484,0,28855570,0,16758375,0,767165,0,5215595,0,6114435,0,0.5808,0,0.0266,0,0.1807,0,0.2119,0,85554,80062,70238,0,58,1.1951,0,1022,0,0,957,0,0,111,142,Saint-Jean-de-la-Lande,1 @ 1 999,M,AR130,Temiscouata,01,Bas-Saint-Laurent,302
13015,2016,2016,52683544.921,0,51930648,0,38911272,0,668508,0,8702900,0,3647968,0,0.7493,0,0.0129,0,0.1676,0,0.0702,0,116757,104516,86225,0,71,1.2331,0,1440,0,0,1289,0,0,114,139,Packington,1 @ 1 999,P,AR130,Temiscouata,01,Bas-Saint-Laurent,604
13020,2016,2016,36120548.03,0,35797509,0,21134025,0,3125133,0,4236705,0,7301646,0,0.5904,0,0.0873,0,0.1184,0,0.204,0,85177,76137,62063,0,51,1.5529,0,1323,0,0,1182,0,0,144,161,Saint-Marc-du-Lac-Long,1 @ 1 999,P,AR130,Temiscouata,01,Bas-Saint-Laurent,421
13025,2016,2016,77078441.96,0,73381500,0,54378200,0,6546400,0,5881600,0,6575300,0,0.741,0,0.0892,0,0.0802,0,0.0896,0,84696,70398,77936,0,64,1.5556,0,1318,0,0,1095,0,0,144,174,Riviere-Bleue,1 @ 1 999,M,AR130,Temiscouata,01,Bas-Saint-Laurent,1264
13030,2016,2016,39579759.436,0,39153256,0,24486718,0,2432438,0,7018886,0,5215214,0,0.6254,0,0.0621,0,0.1793,0,0.1332,0,96737,91214,75823,0,62,1.3632,0,1319,0,0,1243,0,0,126,192,Saint-Eusebe,1 @ 1 999,P,AR130,Temiscouata,01,Bas-Saint-Laurent,623
13040,2016,2016,44844765.917,0,43772111,0,29661407,0,3145849,0,6560492,0,4404363,0,0.6776,0,0.0719,0,0.1499,0,0.1006,0,94530,82998,77452,0,64,1.3147,0,1243,0,0,1091,0,0,122,131,Saint-Juste-du-Lac,1 @ 1 999,M,AR130,Temiscouata,01,Bas-Saint-Laurent,578
13045,2016,2016,34782591.854,0,34272264,0,19457568,0,1284920,0,11577072,0,1952704,0,0.5677,0,0.0375,0,0.3378,0,0.057,0,84987,76381,85043,0,70,1.7139,0,1437,0,0,1291,0,0,159,103,Auclair,1 @ 1 999,M,AR130,Temiscouata,01,Bas-Saint-Laurent,439
13050,2016,2016,22845484.1,0,22543100,0,10687900,0,1147300,0,8691700,0,2016200,0,0.4741,0,0.0509,0,0.3856,0,0.0894,0,61722,56359,67791,0,56,1.6078,0,992,0,0,906,0,0,149,238,Lejeune,1 @ 1 999,M,AR130,Temiscouata,01,Bas-Saint-Laurent,289
13055,2016,2016,31423729.426,0,30879674,0,17891958,0,1533224,0,7989044,0,3465448,0,0.5794,0,0.0497,0,0.2587,0,0.1122,0,68249,63916,64791,0,53,1.1133,0,761,0,0,713,0,0,103,176,Biencourt,1 @ 1 999,M,AR130,Temiscouata,01,Bas-Saint-Laurent,480
13060,2016,2016,32789709.28,0,31989500,0,18570800,0,2224400,0,8063200,0,3131100,0,0.5805,0,0.0695,0,0.2521,0,0.0979,0,70400,64967,70214,0,58,1.2302,0,872,0,0,805,0,0,114,163,Lac-des-Aigles,1 @ 1 999,M,AR130,Temiscouata,01,Bas-Saint-Laurent,528
13065,2016,2016,71760783.73,0,64889100,0,40191700,0,7655100,0,13497800,0,3544500,0,0.6194,0,0.118,0,0.208,0,0.0546,0,80495,67312,86668,0,71,1.5312,0,1233,0,0,1031,0,0,142,179,Saint-Michel-du-Squatec,1 @ 1 999,M,AR130,Temiscouata,01,Bas-Saint-Laurent,1176
13073,2016,2016,450037979.45,0,421661300,0,324984600,0,63682700,0,16318100,0,16675900,0,0.7707,0,0.151,0,0.0387,0,0.0395,0,158270,116429,148136,0,78,1.5211,0,2407,0,0,1771,0,0,147,159,Temiscouata-sur-le-Lac,2 000 @ 9 999,V,AR130,Temiscouata,01,Bas-Saint-Laurent,5041
13075,2016,2016,13741151,0,13741151,0,6382897,0,1264419,0,4259372,0,1834463,0,0.4645,0,0.092,0,0.31,0,0.1335,0,59761,56067,53055,0,44,1.3243,0,791,0,0,742,0,0,123,129,Saint-Pierre-de-Lamy,1 @ 1 999,M,AR130,Temiscouata,01,Bas-Saint-Laurent,118
13080,2016,2016,67965637.847,0,65460120,0,50829361,0,4145141,0,7944761,0,2540857,0,0.7765,0,0.0633,0,0.1214,0,0.0388,0,101187,80687,91352,0,75,1.5456,0,1564,0,0,1247,0,0,143,170,Saint-Louis-du-Ha! Ha!,1 @ 1 999,P,AR130,Temiscouata,01,Bas-Saint-Laurent,1298
13085,2016,2016,21336227.7,0,21172400,0,12495100,0,281500,0,5150600,0,3245200,0,0.5902,0,0.0133,0,0.2433,0,0.1533,0,83520,76420,60614,0,50,1.239,0,1035,0,0,947,0,0,115,193,Saint-Elzear-de-Temiscouata,1 @ 1 999,M,AR130,Temiscouata,01,Bas-Saint-Laurent,347
13090,2016,2016,47863165.878,0,47142612,0,31613868,0,2645181,0,6130773,0,6752790,0,0.6706,0,0.0561,0,0.13,0,0.1432,0,84212,74468,69569,0,57,1.2644,0,1078,0,0,953,0,0,117,200,Saint-Honore-de-Temiscouata,1 @ 1 999,M,AR130,Temiscouata,01,Bas-Saint-Laurent,762
13095,2016,2016,209242047.28,0,197477700,0,143306100,0,28646730,0,15067395,0,10457475,0,0.7257,0,0.1451,0,0.0763,0,0.053,0,116853,101488,109838,0,58,1.6518,0,1930,0,0,1676,0,0,159,178,Pohenegamook,2 000 @ 9 999,V,AR130,Temiscouata,01,Bas-Saint-Laurent,2638
13100,2016,2016,20652664.18,0,20356854,0,11637792,0,330480,0,3826428,0,4562154,0,0.5717,0,0.0162,0,0.188,0,0.2241,0,68816,64574,54782,0,45,1.0626,0,731,0,0,686,0,0,99,188,Saint-Athanase,1 @ 1 999,M,AR130,Temiscouata,01,Bas-Saint-Laurent,304
14005,2016,2016,84874456.44,0,84368547,0,62365683,0,6107442,0,13580739,0,2314683,0,0.7392,0,0.0724,0,0.161,0,0.0274,0,95729,90089,79470,0,65,1.3646,0,1306,0,0,1229,0,0,127,136,Mont-Carmel,1 @ 1 999,M,AR140,Kamouraska,01,Bas-Saint-Laurent,1127
14010,2016,2016,47856695.378,0,47666620,0,31852614,0,3779682,0,6707194,0,5327130,0,0.6682,0,0.0793,0,0.1407,0,0.1118,0,94035,93862,50217,0,41,1.1939,0,1123,0,0,1121,0,0,111,119,Saint-Bruno-de-Kamouraska,1 @ 1 999,M,AR140,Kamouraska,01,Bas-Saint-Laurent,555
14018,2016,2016,263532583.13,0,245891862,0,181553154,0,40040919,0,22288467,0,2009322,0,0.7383,0,0.1628,0,0.0906,0,0.0082,0,141513,111423,150332,0,79,1.6508,0,2336,0,0,1839,0,0,159,177,Saint-Pascal,2 000 @ 9 999,V,AR140,Kamouraska,01,Bas-Saint-Laurent,3427
14025,2016,2016,64636072.45,0,63972908,0,42955652,0,2137490,0,18150168,0,729598,0,0.6715,0,0.0334,0,0.2837,0,0.0114,0,123157,110756,111827,0,92,1.2746,0,1570,0,0,1412,0,0,118,102,Sainte-Helene-de-Kamouraska,1 @ 1 999,M,AR140,Kamouraska,01,Bas-Saint-Laurent,900
14030,2016,2016,34989095.233,0,34759228,0,16052975,0,2807622,0,13647999,0,2250632,0,0.4618,0,0.0808,0,0.3926,0,0.0647,0,111097,107743,82134,0,67,1.1083,0,1231,0,0,1194,0,0,103,110,Saint-Joseph-de-Kamouraska,1 @ 1 999,P,AR140,Kamouraska,01,Bas-Saint-Laurent,422
14035,2016,2016,162617008.47,0,158517000,0,102374900,0,26643100,0,26542000,0,2957000,0,0.6458,0,0.1681,0,0.1674,0,0.0187,0,149763,122025,134172,0,71,1.4689,0,2200,0,0,1792,0,0,142,132,Saint-Alexandre-de-Kamouraska,2 000 @ 9 999,M,AR140,Kamouraska,01,Bas-Saint-Laurent,2150
14040,2016,2016,62412531.442,0,61342268,0,35276985,0,4984788,0,19675987,0,1404508,0,0.5751,0,0.0813,0,0.3208,0,0.0229,0,142801,135079,141847,0,116,1.103,0,1575,0,0,1490,0,0,102,85,Saint-Andre,1 @ 1 999,M,AR140,Kamouraska,01,Bas-Saint-Laurent,653
14045,2016,2016,34783100,0,34783100,0,19618610,0,512490,0,14445090,0,206910,0,0.564,0,0.0147,0,0.4153,0,0.0059,0,151160,148289,140822,0,116,1.1041,0,1669,0,0,1637,0,0,102,80,Saint-Germain,1 @ 1 999,P,AR140,Kamouraska,01,Bas-Saint-Laurent,278
14050,2016,2016,114608976.42,0,114172254,0,64949598,0,5762400,0,42022400,0,1437856,0,0.5689,0,0.0505,0,0.3681,0,0.0126,0,190114,170710,206503,0,170,1.0346,0,1967,0,0,1766,0,0,96,91,Kamouraska,1 @ 1 999,M,AR140,Kamouraska,01,Bas-Saint-Laurent,571
14055,2016,2016,89891783.327,0,89496534,0,59916840,0,966450,0,26370978,0,2242266,0,0.6695,0,0.0108,0,0.2947,0,0.0251,0,186751,173277,164336,0,135,0.7954,0,1495,0,0,1387,0,0,74,62,Saint-Denis-De La Bouteillerie,1 @ 1 999,M,AR140,Kamouraska,01,Bas-Saint-Laurent,519
14060,2016,2016,53889829.739,0,53120184,0,31888272,0,6830096,0,13870688,0,531128,0,0.6003,0,0.1286,0,0.2611,0,0.01,0,104086,87053,103834,0,85,1.2606,0,1312,0,0,1097,0,0,117,128,Saint-Philippe-de-Neri,1 @ 1 999,P,AR140,Kamouraska,01,Bas-Saint-Laurent,868
