cod_geo_n,an_profil,an_donnee,RFU3000,RFU3001,RFU0700,RFU0702,PRR0202,PRR0203,RFU0400,RFU0401,RFU0500,RFU0501,RFU0600,RFU0601,PRC1400,PRC1401,PRC1500,PRC1501,PRC1600,PRC1601,PRC2200,PRC2201,PRC2300,PRC2000,RAT0130,RAT0131,IND0102,RAT0200,RAT0201,PRC3300,PRC3302,PRC3301,PRC3400,PRC3402,PRC3401,IND0200,IND0400,nom_mun,classe_population,designation,cod_mrc,nom_mrc,cod_ra,nom_ra,population 
84100,2016,2016,17098100,0,16890500,0,13172600,0,2749400,0,0,0,968500,0,0.7799,0,0.1628,0,0,0,0.0573,0,84400,80140,74018,0,61,1.2,0,1013,0,0,962,0,0,111,171,Rapides-des-Joachims,1 @ 1 999,M,AR840,Pontiac,07,Outaouais,155
85005,2016,2016,258084736.97,0,252516511,0,167460412,0,81131576,0,275092,0,3649431,0,0.6632,0,0.3213,0,0.0011,0,0.0145,0,125444,109761,167696,0,88,1.6918,0,2221,0,0,1943,0,0,163,189,Temiscaming,2 000 @ 9 999,V,AR850,Temiscamingue,08,Abitibi-Temiscamingue,2345
85010,2016,2016,62649576,0,61260309,0,57648294,0,2858031,0,64251,0,689733,0,0.941,0,0.0467,0,0.001,0,0.0113,0,187824,156664,154309,0,127,1.2641,0,2374,0,0,1980,0,0,117,107,Kipawa,1 @ 1 999,M,AR850,Temiscamingue,08,Abitibi-Temiscamingue,476
85015,2016,2016,46857289.127,0,46506130,0,33565070,0,1510190,0,10530410,0,900460,0,0.7217,0,0.0325,0,0.2264,0,0.0194,0,126454,114244,98855,0,81,1.5318,0,1937,0,0,1750,0,0,142,132,Saint-Edouard-de-Fabre,1 @ 1 999,P,AR850,Temiscamingue,08,Abitibi-Temiscamingue,625
85020,2016,2016,41416349.094,0,40755832,0,28541968,0,5399264,0,6489288,0,325312,0,0.7003,0,0.1325,0,0.1592,0,0.008,0,83119,72369,63620,0,52,1.6058,0,1335,0,0,1162,0,0,149,200,Bearn,1 @ 1 999,M,AR850,Temiscamingue,08,Abitibi-Temiscamingue,748
85025,2016,2016,212518679.76,0,195031844,0,152815152,0,40062920,0,657488,0,1496284,0,0.7835,0,0.2054,0,0.0034,0,0.0077,0,169308,115714,190942,0,101,1.5265,0,2584,0,0,1766,0,0,147,167,Ville-Marie,2 000 @ 9 999,V,AR850,Temiscamingue,08,Abitibi-Temiscamingue,2587
85030,2016,2016,99239721,0,98340795,0,76525260,0,6040650,0,12193125,0,3581760,0,0.7782,0,0.0614,0,0.124,0,0.0364,0,207587,188708,133029,0,109,0.8171,0,1696,0,0,1542,0,0,76,84,Duhamel-Ouest,1 @ 1 999,M,AR850,Temiscamingue,08,Abitibi-Temiscamingue,892
85037,2016,2016,92320231.461,0,85818704,0,64826774,0,5047750,0,15432756,0,511424,0,0.7554,0,0.0588,0,0.1798,0,0.006,0,143816,117075,155421,0,128,1.4931,0,2147,0,0,1748,0,0,139,154,Lorrainville,1 @ 1 999,M,AR850,Temiscamingue,08,Abitibi-Temiscamingue,1314
85045,2016,2016,105057395.87,0,102042112,0,67891712,0,5895936,0,24314496,0,3939968,0,0.6653,0,0.0578,0,0.2383,0,0.0386,0,157594,126324,133153,0,109,1.1364,0,1791,0,0,1436,0,0,105,116,Saint-Bruno-de-Guigues,1 @ 1 999,M,AR850,Temiscamingue,08,Abitibi-Temiscamingue,1148
85050,2016,2016,42417158.999,0,42072038,0,29009805,0,3063554,0,9675385,0,323294,0,0.6895,0,0.0728,0,0.23,0,0.0077,0,111549,97455,101476,0,83,1.3961,0,1557,0,0,1361,0,0,130,173,Laverlochere,1 @ 1 999,M,AR850,Temiscamingue,08,Abitibi-Temiscamingue,719
85055,2016,2016,20999471.556,0,20578950,0,15261225,0,909615,0,4033575,0,374535,0,0.7416,0,0.0442,0,0.196,0,0.0182,0,82223,78349,56602,0,46,1.0903,0,925,0,0,882,0,0,101,172,Fugereville,1 @ 1 999,M,AR850,Temiscamingue,08,Abitibi-Temiscamingue,330
85060,2016,2016,16035511.555,0,14891424,0,10462464,0,1264320,0,2917824,0,246816,0,0.7026,0,0.0849,0,0.1959,0,0.0166,0,60453,56162,42199,0,35,1.5561,0,941,0,0,874,0,0,144,217,Latulipe-et-Gaboury,1 @ 1 999,CU,AR850,Temiscamingue,08,Abitibi-Temiscamingue,296
85065,2016,2016,14034319.86,0,13802800,0,11464800,0,2137000,0,50200,0,150800,0,0.8306,0,0.1548,0,0.0036,0,0.0109,0,62383,51131,37128,0,30,1.6341,0,1036,0,0,849,0,0,152,232,Belleterre,1 @ 1 999,V,AR850,Temiscamingue,08,Abitibi-Temiscamingue,283
85070,2016,2016,11843416,0,5462704,0,3930264,0,375544,0,1117584,0,39312,0,0.7195,0,0.0687,0,0.2046,0,0.0072,0,55376,55318,63674,0,52,1.1519,0,638,0,0,637,0,0,107,156,Laforce,1 @ 1 999,M,AR850,Temiscamingue,08,Abitibi-Temiscamingue,513
85075,2016,2016,18844600,0,18827000,0,12780700,0,3385000,0,1530700,0,1130600,0,0.6788,0,0.1798,0,0.0813,0,0.0601,0,72488,69159,45629,0,37,1.0605,0,769,0,0,733,0,0,98,115,Moffet,1 @ 1 999,M,AR850,Temiscamingue,08,Abitibi-Temiscamingue,190
85080,2016,2016,30048172,0,29839138,0,23851044,0,4052104,0,1294874,0,641116,0,0.7993,0,0.1358,0,0.0434,0,0.0215,0,101844,90722,75688,0,62,1.569,0,1475,0,0,1314,0,0,146,144,Angliers,1 @ 1 999,VL,AR850,Temiscamingue,08,Abitibi-Temiscamingue,292
85085,2016,2016,45958632.504,0,45524040,0,28143600,0,1223280,0,15012720,0,1144440,0,0.6182,0,0.0269,0,0.3298,0,0.0251,0,128502,121181,103744,0,85,1.1567,0,1486,0,0,1402,0,0,107,89,Saint-Eugene-de-Guigues,1 @ 1 999,M,AR850,Temiscamingue,08,Abitibi-Temiscamingue,449
85090,2016,2016,91948786.35,0,83806000,0,60765600,0,10428900,0,11842700,0,768800,0,0.7251,0,0.1244,0,0.1413,0,0.0092,0,137164,107730,138061,0,113,1.5418,0,2115,0,0,1661,0,0,143,142,Notre-Dame-du-Nord,1 @ 1 999,M,AR850,Temiscamingue,08,Abitibi-Temiscamingue,1081
85095,2016,2016,27634405.05,0,27384000,0,20121900,0,1183400,0,5177600,0,901100,0,0.7348,0,0.0432,0,0.1891,0,0.0329,0,104220,100499,62949,0,52,1.0481,0,1092,0,0,1053,0,0,97,116,Guerin,1 @ 1 999,CT,AR850,Temiscamingue,08,Abitibi-Temiscamingue,323
85100,2016,2016,30494914.29,0,29997100,0,11712000,0,695600,0,17138900,0,450600,0,0.3904,0,0.0232,0,0.5714,0,0.015,0,84999,78466,84708,0,70,0,0,0,0,0,0,0,0,0,0,Nedelec,1 @ 1 999,CT,AR850,Temiscamingue,08,Abitibi-Temiscamingue,376
85105,2016,2016,27313925,0,27313925,0,19911620,0,1472025,0,5377855,0,552425,0,0.729,0,0.0539,0,0.1969,0,0.0202,0,113044,103171,41957,0,34,1.0411,0,1175,0,0,1073,0,0,97,128,Remigny,1 @ 1 999,M,AR850,Temiscamingue,08,Abitibi-Temiscamingue,273
86042,2016,2016,4248298258.6,0,3973821000,0,3194221000,0,694657500,0,28078900,0,56863600,0,0.8038,0,0.1748,0,0.0071,0,0.0143,0,224153,154944,216661,0,73,1.0514,0,2385,0,0,1648,0,0,99,116,Rouyn-Noranda,25 000 @ 99 999,V,AR861,Hors MRC - Rouyn-Noranda,08,Abitibi-Temiscamingue,41960
87005,2016,2016,50474328.184,0,49906019,0,47003178,0,2444503,0,0,0,458338,0,0.9418,0,0.049,0,0,0,0.0092,0,138756,117947,106486,0,87,1.4728,0,2044,0,0,1737,0,0,137,104,Duparquet,1 @ 1 999,V,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,616
87010,2016,2016,34444478,0,32166546,0,28922425,0,238663,0,1048338,0,1957120,0,0.8991,0,0.0074,0,0.0326,0,0.0608,0,171464,161401,89466,0,73,0.9335,0,1604,0,0,1510,0,0,87,85,Rapide-Danseur,1 @ 1 999,M,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,344
87015,2016,2016,30167125.227,0,29850958,0,23630506,0,264624,0,4293882,0,1661946,0,0.7916,0,0.0089,0,0.1438,0,0.0557,0,124460,115879,77550,0,64,0,0,0,0,0,0,0,0,0,0,Roquemaure,1 @ 1 999,M,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,431
87020,2016,2016,33224327.232,0,33219001.2,0,29136000,0,624360,0,2332560,0,1126081.2,0,0.8771,0,0.0188,0,0.0702,0,0.0339,0,132408,117302,76378,0,63,1.2751,0,1688,0,0,1496,0,0,118,139,Gallichan,1 @ 1 999,M,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,494
87025,2016,2016,113233716.3,0,111308040,0,92183940,0,3663900,0,14279895,0,1180305,0,0.8282,0,0.0329,0,0.1283,0,0.0106,0,181039,153400,137754,0,113,1.1506,0,2084,0,0,1766,0,0,107,104,Palmarolle,1 @ 1 999,M,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,1433
87030,2016,2016,50106939.662,0,49268416.15,0,36512615,0,2050911.15,0,10051805,0,653085,0,0.7411,0,0.0416,0,0.204,0,0.0133,0,119882,102505,92448,0,76,1.3725,0,1645,0,0,1407,0,0,127,150,Sainte-Germaine-Boule,1 @ 1 999,M,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,949
87035,2016,2016,35731871.739,0,35169525,0,23898915,0,1197855,0,9280305,0,792450,0,0.6795,0,0.0341,0,0.2639,0,0.0225,0,114570,99515,88665,0,73,1.0159,0,1164,0,0,1011,0,0,94,115,Poularies,1 @ 1 999,M,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,664
87042,2016,2016,36358639.872,0,35477160,0,31123080,0,2000160,0,1364280,0,989640,0,0.8773,0,0.0564,0,0.0385,0,0.0279,0,79423,69265,52239,0,43,1.3425,0,1066,0,0,930,0,0,125,208,Taschereau,1 @ 1 999,M,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,948
87050,2016,2016,11221956.648,0,11218680,0,7835040,0,888960,0,1696560,0,798120,0,0.6984,0,0.0792,0,0.1512,0,0.0711,0,73450,64358,45433,0,37,1.1278,0,828,0,0,726,0,0,105,198,Authier,1 @ 1 999,M,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,270
87058,2016,2016,158756087.88,0,141391305,0,122562045,0,7784775,0,8272260,0,2772225,0,0.8668,0,0.0551,0,0.0585,0,0.0196,0,137071,108959,108663,0,57,1.4994,0,2058,0,0,1636,0,0,145,132,Macamic,2 000 @ 9 999,V,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,2797
87070,2016,2016,24319844.801,0,23993688,0,18697305,0,187248,0,4538085,0,571050,0,0.7793,0,0.0078,0,0.1891,0,0.0238,0,133905,125625,92471,0,76,1.1544,0,1546,0,0,1450,0,0,107,178,Sainte-Helene-de-Mancebourg,1 @ 1 999,P,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,352
87075,2016,2016,35125568.037,0,35125414,0,29419642,0,85196,0,4754338,0,866238,0,0.8376,0,0.0024,0,0.1354,0,0.0247,0,138003,123687,80195,0,66,1.0956,0,1512,0,0,1355,0,0,102,120,Clerval,1 @ 1 999,M,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,368
87080,2016,2016,14522901.564,0,14521339,0,8671999,0,730037,0,4191628,0,927675,0,0.5972,0,0.0503,0,0.2887,0,0.0639,0,62578,57468,39680,0,33,1.1259,0,705,0,0,647,0,0,104,236,La Reine,1 @ 1 999,M,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,351
87085,2016,2016,43041435.291,0,42590146.11,0,34637772,0,1003108.11,0,6253962,0,695304,0,0.8133,0,0.0236,0,0.1468,0,0.0163,0,103028,90720,67675,0,56,1.6442,0,1694,0,0,1492,0,0,153,221,Dupuy,1 @ 1 999,M,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,970
87090,2016,2016,539497442.05,0,501347901,0,385939900,0,104408300,0,4822700,0,6177001,0,0.7698,0,0.2083,0,0.0096,0,0.0123,0,151446,105292,157380,0,83,1.5775,0,2426,0,0,1687,0,0,152,178,La Sarre,2 000 @ 9 999,V,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,7528
87095,2016,2016,15343680,0,15343680,0,12177600,0,418440,0,1886640,0,861000,0,0.7937,0,0.0273,0,0.123,0,0.0561,0,103887,91983,60408,0,50,1.1026,0,1145,0,0,1014,0,0,102,171,Chazel,1 @ 1 999,M,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,304
87100,2016,2016,11112206.87,0,10820433,0,8403503,0,63024,0,1656501,0,697405,0,0.7766,0,0.0058,0,0.1531,0,0.0645,0,63906,61453,37165,0,31,1.0544,0,674,0,0,648,0,0,98,214,Authier-Nord,1 @ 1 999,M,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,274
87105,2016,2016,7142124,0,7142124,0,6581124,0,42636,0,178068,0,340296,0,0.9215,0,0.006,0,0.0249,0,0.0476,0,81669,77738,59026,0,48,1.4632,0,1195,0,0,1137,0,0,136,386,Val-Saint-Gilles,1 @ 1 999,M,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,174
87110,2016,2016,35433813.875,0,35062470,0,32244726,0,159330,0,1739094,0,919320,0,0.9196,0,0.0045,0,0.0496,0,0.0262,0,156293,148958,108360,0,89,0.5319,0,831,0,0,792,0,0,49,102,Clermont,1 @ 1 999,CT,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,492
87115,2016,2016,18290351.961,0,17007912,0,15872334,0,991206,0,0,0,144372,0,0.9332,0,0.0583,0,0,0,0.0085,0,44929,37881,39250,0,32,2.4502,0,1101,0,0,928,0,0,227,279,Normetal,1 @ 1 999,M,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,824
87120,2016,2016,6281880,0,6281880,0,5049840,0,18480,0,928920,0,284640,0,0.8039,0,0.0029,0,0.1479,0,0.0453,0,61023,61463,41328,0,34,2.1541,0,1314,0,0,1324,0,0,200,313,Saint-Lambert,1 @ 1 999,P,AR870,Abitibi-Ouest,08,Abitibi-Temiscamingue,207
88005,2016,2016,3751900,0,3751900,0,2968600,0,229500,0,81200,0,472600,0,0.7912,0,0.0612,0,0.0216,0,0.126,0,54333,51441,28423,0,23,2.4175,0,1314,0,0,1244,0,0,224,434,Champneuf,1 @ 1 999,M,AR880,Abitibi,08,Abitibi-Temiscamingue,130
88010,2016,2016,5531744.32,0,5530700,0,3267500,0,137300,0,1779800,0,346100,0,0.5908,0,0.0248,0,0.3218,0,0.0626,0,52455,46996,37377,0,31,1.5973,0,838,0,0,751,0,0,148,401,Rochebaucourt,1 @ 1 999,M,AR880,Abitibi,08,Abitibi-Temiscamingue,162
88015,2016,2016,11265020.39,0,10608600,0,7003200,0,533300,0,1112100,0,1960000,0,0.6601,0,0.0503,0,0.1048,0,0.1848,0,65223,62513,35314,0,29,1.0645,0,694,0,0,665,0,0,99,468,La Morandiere,1 @ 1 999,M,AR880,Abitibi,08,Abitibi-Temiscamingue,230
88022,2016,2016,121752661.53,0,118038309,0,99990958,0,9253726,0,4739957,0,4053668,0,0.8471,0,0.0784,0,0.0402,0,0.0343,0,123829,94015,84083,0,44,1.431,0,1772,0,0,1345,0,0,138,142,Barraute,2 000 @ 9 999,M,AR880,Abitibi,08,Abitibi-Temiscamingue,2000
88030,2016,2016,82134572,0,81899600,0,55973100,0,21443000,0,2135800,0,2347700,0,0.6834,0,0.2618,0,0.0261,0,0.0287,0,157922,144515,121861,0,100,0.9433,0,1490,0,0,1363,0,0,88,118,La Corne,1 @ 1 999,M,AR880,Abitibi,08,Abitibi-Temiscamingue,728
88035,2016,2016,65507454.002,0,64928344,0,53124864,0,5472376,0,4809688,0,1521416,0,0.8182,0,0.0843,0,0.0741,0,0.0234,0,155568,127382,116769,0,96,1.6443,0,2558,0,0,2095,0,0,153,142,Landrienne,1 @ 1 999,CT,AR880,Abitibi,08,Abitibi-Temiscamingue,997
88040,2016,2016,73663105.855,0,73357218,0,63153935,0,489044,0,5485780,0,4228459,0,0.8609,0,0.0067,0,0.0748,0,0.0576,0,212671,185527,130147,0,107,1.0243,0,2217,0,0,1934,0,0,95,82,Saint-Marc-de-Figuery,1 @ 1 999,P,AR880,Abitibi,08,Abitibi-Temiscamingue,881
88045,2016,2016,38787602.12,0,38451070,0,32317000,0,433200,0,3527900,0,2172970,0,0.8405,0,0.0113,0,0.0918,0,0.0565,0,159687,143458,97456,0,80,0.8569,0,1368,0,0,1229,0,0,79,114,La Motte,1 @ 1 999,M,AR880,Abitibi,08,Abitibi-Temiscamingue,462
88050,2016,2016,77371513.752,0,77166626,0,57767859,0,16294330,0,715585,0,2388852,0,0.7486,0,0.2112,0,0.0093,0,0.031,0,196121,184199,166749,0,137,0.8237,0,1607,0,0,1510,0,0,76,104,Saint-Mathieu-d'Harricana,1 @ 1 999,M,AR880,Abitibi,08,Abitibi-Temiscamingue,724
88055,2016,2016,1060603238.3,0,976065500,0,754678000,0,196906000,0,7627500,0,16854000,0,0.7732,0,0.2017,0,0.0078,0,0.0173,0,188881,128006,210562,0,83,1.5197,0,2870,0,0,1945,0,0,140,232,Amos,10 000 @ 24 999,V,AR880,Abitibi,08,Abitibi-Temiscamingue,12821
88060,2016,2016,63564333.042,0,63163275,0,53561970,0,2533860,0,4937415,0,2130030,0,0.848,0,0.0401,0,0.0782,0,0.0337,0,162402,138609,115572,0,95,1.4184,0,2305,0,0,1967,0,0,132,132,Saint-Felix-de-Dalquier,1 @ 1 999,M,AR880,Abitibi,08,Abitibi-Temiscamingue,914
88065,2016,2016,26233922.73,0,25946800,0,23190700,0,578500,0,538100,0,1639500,0,0.8938,0,0.0223,0,0.0207,0,0.0632,0,122493,113025,61582,0,51,1.1456,0,1597,0,0,1474,0,0,106,166,Saint-Dominique-du-Rosaire,1 @ 1 999,M,AR880,Abitibi,08,Abitibi-Temiscamingue,454
88070,2016,2016,34645073.37,0,34316700,0,29479900,0,1021800,0,2254900,0,1560100,0,0.8591,0,0.0298,0,0.0657,0,0.0455,0,118813,113269,70560,0,58,1.2317,0,1463,0,0,1395,0,0,114,156,Berry,1 @ 1 999,M,AR880,Abitibi,08,Abitibi-Temiscamingue,609
88075,2016,2016,102806827.46,0,100216100,0,92603600,0,2367900,0,1339400,0,3905200,0,0.924,0,0.0236,0,0.0134,0,0.039,0,182368,169735,129154,0,106,1.057,0,1918,0,0,1785,0,0,98,102,Trecesson,1 @ 1 999,CT,AR880,Abitibi,08,Abitibi-Temiscamingue,1173
88080,2016,2016,12550662.14,0,12349500,0,9465300,0,406300,0,1386800,0,1091100,0,0.7665,0,0.0329,0,0.1123,0,0.0884,0,102040,94884,60051,0,49,1.4504,0,1480,0,0,1376,0,0,135,333,Launay,1 @ 1 999,CT,AR880,Abitibi,08,Abitibi-Temiscamingue,222
88085,2016,2016,47178966.9,0,46691400,0,40161100,0,681100,0,4145900,0,1703300,0,0.8601,0,0.0146,0,0.0888,0,0.0365,0,145996,133605,94547,0,78,0.9015,0,1316,0,0,1204,0,0,84,105,Sainte-Gertrude-Manneville,1 @ 1 999,M,AR880,Abitibi,08,Abitibi-Temiscamingue,784
88090,2016,2016,138539249.17,0,138240900,0,87769300,0,43376800,0,412400,0,6682400,0,0.6349,0,0.3138,0,0.003,0,0.0483,0,200912,183421,149288,0,123,0.8224,0,1652,0,0,1508,0,0,76,93,Preissac,1 @ 1 999,M,AR880,Abitibi,08,Abitibi-Temiscamingue,818
89008,2016,2016,3016451134,0,2909852500,0,2310800200,0,533388200,0,8600500,0,57063600,0,0.7941,0,0.1833,0,0.003,0,0.0196,0,219207,150830,221310,0,74,1.2112,0,2668,0,0,1836,0,0,114,109,Val-d'Or,25 000 @ 99 999,V,AR890,La Vallee-de-l'Or,08,Abitibi-Temiscamingue,32778
89010,2016,2016,131177500.95,0,130858900,0,120065200,0,4218000,0,3263000,0,3312700,0,0.9175,0,0.0322,0,0.0249,0,0.0253,0,188664,177104,114866,0,94,1.0817,0,2041,0,0,1916,0,0,100,79,Riviere-Heva,1 @ 1 999,M,AR890,La Vallee-de-l'Or,08,Abitibi-Temiscamingue,1583
89015,2016,2016,310535818.79,0,276458520,0,163114120,0,110697600,0,0,0,2646800,0,0.59,0,0.4004,0,0,0,0.0096,0,155016,97145,260298,0,137,1.5967,0,2499,0,0,1566,0,0,154,167,Malartic,2 000 @ 9 999,V,AR890,La Vallee-de-l'Or,08,Abitibi-Temiscamingue,3294
89040,2016,2016,179053745.82,0,167644648,0,127630973,0,36954284,0,112312,0,2947079,0,0.7613,0,0.2204,0,0.0007,0,0.0176,0,101532,67928,50537,0,27,2.2012,0,2235,0,0,1495,0,0,212,282,Senneterre,2 000 @ 9 999,V,AR890,La Vallee-de-l'Or,08,Abitibi-Temiscamingue,2918
89045,2016,2016,82162000,0,82162000,0,75046800,0,2018100,0,1357000,0,3740100,0,0.9134,0,0.0246,0,0.0165,0,0.0455,0,136033,122475,74220,0,61,1.0803,0,1470,0,0,1323,0,0,100,131,Senneterre,1 @ 1 999,P,AR890,La Vallee-de-l'Or,08,Abitibi-Temiscamingue,1202
89050,2016,2016,8864252.7,0,8863600,0,6720500,0,313500,0,1278000,0,551600,0,0.7582,0,0.0354,0,0.1442,0,0.0622,0,63290,53047,29063,0,24,1.3965,0,884,0,0,741,0,0,130,283,Belcourt,1 @ 1 999,M,AR890,La Vallee-de-l'Or,08,Abitibi-Temiscamingue,236
90012,2016,2016,965932064.76,0,917238465,0,686789631,0,208037808,0,4500342,0,17910684,0,0.7488,0,0.2268,0,0.0049,0,0.0195,0,110364,77538,91203,0,36,1.7615,1.7615,1944,0,1944,1366,0,1366,162,207,La Tuque,10 000 @ 24 999,V,AR901,Hors MRC - La Tuque,04,Mauricie,10995
90017,2016,2016,44349500,0,44137600,0,33665100,0,6780700,0,756400,0,2935400,0,0.7627,0,0.1536,0,0.0171,0,0.0665,0,105189,97808,74412,0,61,1.1686,1.1686,1229,0,1229,1143,0,1143,108,123,La Bostonnais,1 @ 1 999,M,AR901,Hors MRC - La Tuque,04,Mauricie,535
90027,2016,2016,53747708,0,53747708,0,48623092,0,1443442,0,171206,0,3509968,0,0.9047,0,0.0269,0,0.0032,0,0.0653,0,103917,98751,67949,0,56,1.0466,1.0466,1088,0,1088,1034,0,1034,97,85,Lac-Edouard,1 @ 1 999,M,AR901,Hors MRC - La Tuque,04,Mauricie,176
91005,2016,2016,112118780.19,0,111224735,0,80982608,0,15395834,0,878700,0,13967593,0,0.7281,0,0.1384,0,0.0079,0,0.1256,0,89466,75968,61807,0,51,1.288,0,1159,0,0,984,0,0,119,113,Lac-Bouchette,1 @ 1 999,M,AR910,Le Domaine-du-Roy,02,Saguenay--Lac-Saint-Jean,1179
91010,2016,2016,34116654.278,0,32873266,0,20434650,0,3976246,0,2119162,0,6343208,0,0.6216,0,0.121,0,0.0645,0,0.193,0,88638,83093,74328,0,61,1.5775,0,1404,0,0,1317,0,0,146,150,Saint-Andre-du-Lac-Saint-Jean,1 @ 1 999,VL,AR910,Le Domaine-du-Roy,02,Saguenay--Lac-Saint-Jean,486
91015,2016,2016,41101210.715,0,39934095,0,28551050,0,3084645,0,3459660,0,4838740,0,0.715,0,0.0772,0,0.0866,0,0.1212,0,79540,69673,64422,0,53,1.8612,0,1480,0,0,1297,0,0,173,209,Saint-Francois-de-Sales,1 @ 1 999,M,AR910,Le Domaine-du-Roy,02,Saguenay--Lac-Saint-Jean,641
91020,2016,2016,198887091.86,0,196835900,0,144089400,0,31078300,0,10224100,0,11444100,0,0.732,0,0.1579,0,0.0519,0,0.0581,0,145658,116149,128232,0,105,1.379,0,2009,0,0,1602,0,0,128,126,Chambord,1 @ 1 999,M,AR910,Le Domaine-du-Roy,02,Saguenay--Lac-Saint-Jean,1797
91025,2016,2016,854094166.96,0,681915780,0,547575120,0,107607096,0,9189936,0,17543628,0,0.803,0,0.1578,0,0.0135,0,0.0257,0,156627,111298,197707,0,78,1.3918,0,2180,0,0,1549,0,0,128,151,Roberval,10 000 @ 24 999,V,AR910,Le Domaine-du-Roy,02,Saguenay--Lac-Saint-Jean,10036
91030,2016,2016,58053097.5,0,57621500,0,48612300,0,1372800,0,813000,0,6823400,0,0.8436,0,0.0238,0,0.0141,0,0.1184,0,103001,91099,71406,0,59,1.2413,0,1279,0,0,1131,0,0,115,152,Sainte-Hedwidge,1 @ 1 999,M,AR910,Le Domaine-du-Roy,02,Saguenay--Lac-Saint-Jean,865
91035,2016,2016,205807657.64,0,203443590,0,149357478,0,23775996,0,24531102,0,5779014,0,0.7341,0,0.1169,0,0.1206,0,0.0284,0,149856,122224,128871,0,68,1.6513,0,2486,0,0,2028,0,0,159,171,Saint-Prime,2 000 @ 9 999,M,AR910,Le Domaine-du-Roy,02,Saguenay--Lac-Saint-Jean,2814
91042,2016,2016,935391541.32,0,890803424,0,652416464,0,165402720,0,50543696,0,22440544,0,0.7324,0,0.1857,0,0.0567,0,0.0252,0,166398,128010,168661,0,67,1.3383,0,2241,0,0,1724,0,0,123,132,Saint-Felicien,10 000 @ 24 999,V,AR910,Le Domaine-du-Roy,02,Saguenay--Lac-Saint-Jean,10300
91050,2016,2016,88543616.175,0,86990295,0,52959585,0,12970335,0,16019325,0,5041050,0,0.6088,0,0.1491,0,0.1842,0,0.0579,0,88926,76834,92137,0,76,1.6605,0,1477,0,0,1276,0,0,154,151,La Dore,1 @ 1 999,P,AR910,Le Domaine-du-Roy,02,Saguenay--Lac-Saint-Jean,1419
92005,2016,2016,21198486.199,0,20334820,0,11413160,0,704330,0,7047260,0,1170070,0,0.5613,0,0.0346,0,0.3466,0,0.0575,0,80795,73419,76254,0,63,0,0,0,0,0,0,0,0,0,0,Saint-Augustin,1 @ 1 999,P,AR920,Maria-Chapdelaine,02,Saguenay--Lac-Saint-Jean,380
92010,2016,2016,133444594.73,0,84364335,0,51865630,0,2420340,0,23029625,0,7048740,0,0.6148,0,0.0287,0,0.273,0,0.0836,0,152756,135666,200367,0,164,0.8591,0,1330,0,0,1181,0,0,80,94,Peribonka,1 @ 1 999,M,AR920,Maria-Chapdelaine,02,Saguenay--Lac-Saint-Jean,469
92015,2016,2016,71952465.874,0,70370004,0,49167978,0,1751034,0,15199326,0,4251666,0,0.6987,0,0.0249,0,0.216,0,0.0604,0,111185,93705,96971,0,80,1.4269,0,1608,0,0,1355,0,0,132,167,Sainte-Jeanne-d'Arc,1 @ 1 999,VL,AR920,Maria-Chapdelaine,02,Saguenay--Lac-Saint-Jean,1090
92022,2016,2016,1058608409.7,0,990859500,0,754635600,0,188830400,0,26826000,0,20567500,0,0.7616,0,0.1906,0,0.0271,0,0.0208,0,147727,107750,164559,0,65,1.5211,0,2247,0,0,1639,0,0,140,144,Dolbeau-Mistassini,10 000 @ 24 999,V,AR920,Maria-Chapdelaine,02,Saguenay--Lac-Saint-Jean,14248
92030,2016,2016,140068623.36,0,138211428,0,98764050,0,5329908,0,28942500,0,5174970,0,0.7146,0,0.0386,0,0.2094,0,0.0374,0,116971,106484,109944,0,58,1.4409,0,1685,0,0,1534,0,0,139,120,Albanel,2 000 @ 9 999,M,AR920,Maria-Chapdelaine,02,Saguenay--Lac-Saint-Jean,2214
92040,2016,2016,220904433.63,0,199557041,0,131147222,0,28249398,0,37205042,0,2955379,0,0.6572,0,0.1416,0,0.1864,0,0.0148,0,117444,93190,137893,0,73,1.7355,0,2031,0,0,1611,0,0,167,190,Normandin,2 000 @ 9 999,V,AR920,Maria-Chapdelaine,02,Saguenay--Lac-Saint-Jean,3133
