NODENUM,TYPE_NOEUD,X,Y,GEOMETRY
7960,,299607.812,5036410.512,POINT(-73.56640046597956 45.46760292435431)
7961,,299634.119,5036475.782,POINT(-73.56606472437035 45.46819045020465)
7967,,284338.462,5041000.319,POINT(-73.76186306292934 45.5086232419984)
7968,,300709.483,5049008.593,POINT(-73.55241689020845 45.58097272822671)
7969,,300794.043,5049143.127,POINT(-73.5513344185952 45.582183800812146)
7970,Même id_voie,301357.574,5058926.918,POINT(-73.54418214758554 45.670223642327684)
7971,,284075.384,5040576.770,POINT(-73.76521195366634 45.50480424155938)
7972,,298167.942,5044470.005,POINT(-73.5849232375017 45.540113429255854)
7973,,297932.613,5044615.380,POINT(-73.58793865060221 45.54141929063072)
7974,,299745.563,5049780.752,POINT(-73.56477678453953 45.58791450343463)
7975,,299625.716,5049910.151,POINT(-73.56631408197421 45.58907799584236)
7976,,283749.851,5040754.809,POINT(-73.7693853795149 45.5063965468468)
7977,,283644.812,5040878.381,POINT(-73.77073491188486 45.50750530978406)
7978,,274963.150,5032545.326,POINT(-73.88133096260839 45.432204774570685)
7979,,274972.521,5032629.280,POINT(-73.88121628610489 45.432960617329705)
7980,,275060.874,5032486.619,POINT(-73.88007847755411 45.43168066561323)
7981,,283508.946,5040448.245,POINT(-73.77245497267346 45.50363067373091)
7982,,283313.219,5040542.823,POINT(-73.77496374579243 45.50447571460202)
7983,,283586.158,5040491.871,POINT(-73.77146881443898 45.50402558578297)
7984,,275346.998,5032528.894,POINT(-73.8764243040955 45.43207318462001)
7985,,292754.656,5037178.860,POINT(-73.65406088272579 45.47443229681076)
7986,Boucle,283815.773,5040480.168,POINT(-73.76853001166162 45.5039272243276)
7987,Même id_voie,283796.460,5040500.485,POINT(-73.76877802536671 45.50410946124175)
7988,,302389.761,5049098.027,POINT(-73.53088583311363 45.58178533594145)
7989,,302171.298,5049199.736,POINT(-73.53368586495995 45.58269974960103)
7990,,302983.411,5050654.147,POINT(-73.52328434231958 45.59578956081247)
7991,,303013.552,5050731.111,POINT(-73.52289828821704 45.59648218269755)
7992,,302994.199,5050650.088,POINT(-73.52314604567007 45.595753063308806)
7993,,303024.117,5050726.440,POINT(-73.52276285144309 45.596440178786956)
7994,Même id_voie,305418.812,5061930.585,POINT(-73.49205397139573 45.69725933847813)
7995,,292083.366,5036648.939,POINT(-73.6626329827724 45.469651933836154)
7996,Change id_voie même ville,291953.582,5036701.907,POINT(-73.66429417345144 45.47012618693657)
7997,Limite ville,282991.684,5040100.393,POINT(-73.77905867802214 45.50048460471954)
7999,Même id_voie,287262.234,5041400.547,POINT(-73.7244597854271 45.512304281249435)
8000,Boucle,287259.768,5041430.260,POINT(-73.72449240963776 45.51257158708946)
8001,,297819.594,5041876.951,POINT(-73.5893468697143 45.51677674587688)
8002,,301822.654,5051443.353,POINT(-73.53816729837176 45.602887051262755)
8003,,297917.711,5044732.669,POINT(-73.58813112838021 45.5424745499612)
8004,,297944.670,5044812.687,POINT(-73.58778702601133 45.543194846285054)
8005,,292041.107,5037085.824,POINT(-73.66318477730688 45.47358244467008)
8006,,292031.956,5037091.021,POINT(-73.6633019521303 45.47362904230284)
8007,,302834.771,5047834.666,POINT(-73.5251782094694 45.570418613059395)
8008,,302615.410,5047939.112,POINT(-73.52798909510312 45.57135779778621)
8009,,275231.476,5032790.241,POINT(-73.87791639207553 45.434419997533844)
8010,,299289.361,5055700.686,POINT(-73.57069027393912 45.641180066707854)
8011,,292268.528,5036940.915,POINT(-73.66027240432344 45.47228260760276)
8012,Voie ferrée,289372.772,5045148.675,POINT(-73.6975659534793 45.546081077221864)
8013,,289247.733,5045071.924,POINT(-73.69916479387184 45.54538766746137)
8014,,305445.832,5061901.462,POINT(-73.49170705226662 45.696997261481386)
8015,,298125.676,5036805.551,POINT(-73.58536015251565 45.47114508436822)
8016,,275721.479,5032873.565,POINT(-73.87165871064329 45.435190319689006)
8017,,275616.520,5032828.776,POINT(-73.87299752585295 45.434782925641436)
8018,,301150.209,5058461.794,POINT(-73.54684010185487 45.666037319089384)
8019,Même id_voie,275716.309,5032721.926,POINT(-73.87171582174167 45.433825610349324)
8020,,296964.317,5054150.067,POINT(-73.60049087326547 45.627204928732176)
8021,,297082.307,5053955.475,POINT(-73.59897459886925 45.62545526779144)
8022,,304123.104,5049844.099,POINT(-73.50867507104734 45.588502558107486)
8023,,303811.829,5049967.978,POINT(-73.51266460912937 45.58961688517)
8026,Même id_voie,297113.039,5055126.664,POINT(-73.59859895750715 45.63599421887592)
8027,,297113.306,5055299.919,POINT(-73.59859826682343 45.63755320589682)
8028,,297916.050,5054248.010,POINT(-73.58828651239804 45.628096327015825)
8029,,297874.195,5054421.838,POINT(-73.58882576996992 45.62966005267149)
8030,,275577.629,5032458.359,POINT(-73.8734725991707 45.43144816207602)
8032,,294021.373,5051164.478,POINT(-73.63816738729179 45.600300481529295)
8033,,303575.934,5052177.073,POINT(-73.51569342991418 45.60949455922219)
8034,,303417.555,5052216.102,POINT(-73.51772407615275 45.609845455372266)
8035,,275615.479,5032285.643,POINT(-73.87297863727149 45.42989557962006)
8036,,275771.752,5032840.127,POINT(-73.871014192656 45.43489152583755)
8037,Même id_voie,286787.841,5038571.984,POINT(-73.73042748458784 45.486839753378554)
8038,Boucle,286759.961,5038619.438,POINT(-73.73078589102252 45.48726604258786)
8039,,275760.895,5032517.366,POINT(-73.87113392688256 45.43198676039596)
8041,,300000.248,5049872.701,POINT(-73.5615136860731 45.58874369519783)
8042,,299876.881,5049920.923,POINT(-73.56309524440334 45.589176748387864)
8043,,298470.660,5039161.664,POINT(-73.58097841162804 45.49234967065917)
8044,,298369.052,5039245.903,POINT(-73.58227950440953 45.49310675947546)
8045,,300004.575,5049882.343,POINT(-73.5614583259 45.58883048655145)
8046,,299880.753,5049931.118,POINT(-73.5630457231508 45.589268513335675)
8048,,282648.794,5040938.345,POINT(-73.78348407272746 45.508013963390276)
8049,Même id_voie,282533.498,5040924.471,POINT(-73.78495894873669 45.50788544955425)
8051,Même id_voie,290758.206,5041732.245,POINT(-73.67972580171632 45.51536817840284)
8052,Boucle,290733.078,5041765.922,POINT(-73.68004838849677 45.515670709902814)
8053,,301150.046,5048554.129,POINT(-73.54676801281795 45.57688577174835)
8054,,300911.105,5048667.700,POINT(-73.54983054204722 45.577906424290525)
8055,,277159.423,5032304.914,POINT(-73.85324847787224 45.430131707647185)
8056,,277076.387,5032417.343,POINT(-73.85431599360584 45.43114010341722)
8060,,299561.936,5041991.896,POINT(-73.56704671922873 45.51782633326797)
8061,,277440.963,5032349.328,POINT(-73.8496529130508 45.430542436677534)
8063,,293271.677,5040105.928,POINT(-73.64751690107592 45.500780025356434)
8064,,293271.815,5040247.574,POINT(-73.64751846378381 45.50205461542191)
8065,,277291.719,5032602.536,POINT(-73.85157438560125 45.43281504235997)
8066,,277194.035,5032478.114,POINT(-73.85281585922444 45.43169159460166)
8068,,298085.068,5049041.516,POINT(-73.58604720756945 45.58124859770003)
8069,,277038.646,5032506.906,POINT(-73.85480337515165 45.43194452729769)
8070,,297829.827,5049033.094,POINT(-73.58931781880943 45.58117029935127)
8071,,276704.854,5032801.510,POINT(-73.859086124062 45.43458215068314)
8072,,298454.874,5035846.973,POINT(-73.58113756287986 45.46252240674177)
8073,Change id_voie même ville,298407.648,5035868.901,POINT(-73.58174174440649 45.46271929496926)
8075,,276919.610,5032608.371,POINT(-73.85633042811014 45.43285281105346)
8076,Voie ferrée,279422.966,5041448.702,POINT(-73.82479297850918 45.512496382070076)
8077,,297747.895,5041766.189,POINT(-73.59026299841618 45.5157793438184)
8078,,299039.542,5039487.469,POINT(-73.57370389192083 45.49528633389039)
8079,,298834.305,5039628.287,POINT(-73.57633156733364 45.496551750791724)
8080,Même id_voie,291510.547,5042333.485,POINT(-73.67011267316012 45.52079310095299)
8081,Boucle,291559.633,5042313.494,POINT(-73.66948380669743 45.520614148645485)
8082,,298415.969,5035948.320,POINT(-73.58163637174201 45.46343402169091)
8083,Voie ferrée,279438.085,5041445.091,POINT(-73.82459928932913 45.512464445186836)
8084,,276902.736,5033260.206,POINT(-73.8565830245816 45.43871758547764)
8085,,276754.383,5033422.960,POINT(-73.85848851050683 45.44017616837673)
8086,Change id_voie même ville,276636.818,5033514.177,POINT(-73.85999645594603 45.440992244857284)
8087,Cul de sac,276562.547,5033430.380,POINT(-73.86094100608206 45.44023521051436)
8088,,303949.750,5049487.960,POINT(-73.51089614865617 45.585297723147654)
8090,,298601.222,5043692.698,POINT(-73.57936526823767 45.533122931017616)
8091,,298491.235,5043765.545,POINT(-73.58077441632551 45.533777446882695)
8092,,275199.692,5033456.251,POINT(-73.87836267466085 45.440411634912515)
8093,Même id_voie,299647.860,5042406.521,POINT(-73.5659512626169 45.521557930864816)
8094,,299594.906,5042440.797,POINT(-73.56662947416496 45.52186596985242)
8095,Même id_voie,296559.426,5055011.871,POINT(-73.60569807341452 45.63495493696726)
8096,Boucle,296575.295,5055051.432,POINT(-73.605495196392 45.63531110493339)
8097,,299367.079,5036931.056,POINT(-73.56948484083337 45.4722851959666)
8098,,299287.373,5036927.036,POINT(-73.57050420214738 45.472248397458166)
8099,,299363.335,5036938.452,POINT(-73.56953280686713 45.472351719529385)
8100,,297394.412,5048529.060,POINT(-73.59488970725891 45.576630356896565)
8101,Même id_voie,290077.982,5042906.539,POINT(-73.68846745429029 45.525920861209244)
8102,Boucle,290093.404,5042923.314,POINT(-73.68827053205247 45.52607213378009)
8103,,276091.038,5033148.979,POINT(-73.86695145560704 45.43768386688926)
8104,,275900.784,5033153.503,POINT(-73.8693834541094 45.437716737457556)
8105,,297815.329,5039140.889,POINT(-73.5893624990183 45.49215647624995)
8106,,294139.963,5044740.119,POINT(-73.63650712224599 45.54249402172487)
8107,,293862.582,5044854.189,POINT(-73.6400616517558 45.543516164877396)
8108,,297362.012,5049892.917,POINT(-73.59532562318758 45.58890239436141)
8109,Même id_voie,290982.616,5040591.482,POINT(-73.67682136905283 45.50510764705471)
8110,Boucle,290974.572,5040557.096,POINT(-73.67692334130291 45.504798064946534)
8111,,298683.403,5047894.584,POINT(-73.57836560977238 45.57093367020149)
8112,,298481.312,5047909.031,POINT(-73.58095497622988 45.57106186334257)
8113,,298945.801,5047703.643,POINT(-73.57500148647696 45.56921778117953)
8114,,298819.887,5047836.798,POINT(-73.57661628248916 45.57041487611628)
8115,,289605.475,5040400.053,POINT(-73.69443864276184 45.503356459043445)
8116,Boucle,289558.476,5040375.308,POINT(-73.69503930635081 45.503132767520476)
8117,,299850.629,5048072.752,POINT(-73.56341296882425 45.572546161975076)
8118,,299868.760,5048114.120,POINT(-73.56318108659828 45.57291853386305)
8120,,301912.552,5049926.749,POINT(-73.53700589877694 45.58924060278114)
8121,,295670.966,5046189.127,POINT(-73.61692893157853 45.55555443305125)
8122,,295728.362,5046296.279,POINT(-73.61619576544814 45.55651937200124)
8124,,289720.918,5040528.441,POINT(-73.69296531786411 45.50451425046079)
8125,Boucle,289763.430,5040616.621,POINT(-73.69242400676634 45.50530864363401)
8126,,275732.801,5033435.399,POINT(-73.87154717880506 45.44024636656995)
8127,,275570.904,5033469.685,POINT(-73.87361860050099 45.44054813402546)
8128,,296648.068,5046892.900,POINT(-73.60442550481343 45.5618993374499)
8129,,296525.993,5046989.639,POINT(-73.60599090484463 45.56276838675714)
8130,,275451.002,5033618.013,POINT(-73.87516004451568 45.441877817335445)
8131,,298500.626,5038413.956,POINT(-73.58058542957168 45.48562173309739)
8133,,298400.947,5038585.667,POINT(-73.58186282076977 45.487165958800354)
8134,,303354.923,5051071.286,POINT(-73.51852367900338 45.59954396569217)
8135,,303191.016,5051139.683,POINT(-73.5206249416469 45.60015906081222)
8136,,276079.154,5033674.060,POINT(-73.86713399255008 45.44240824056212)
8137,,276152.217,5033798.956,POINT(-73.86620732708114 45.44353509356863)
8138,,302868.021,5051276.155,POINT(-73.52476582914404 45.60138625083992)
8139,,302707.532,5051344.026,POINT(-73.52682341102128 45.60199650811981)
8140,,292180.218,5046685.474,POINT(-73.66165271399458 45.55996620116313)
8141,,291906.933,5046800.389,POINT(-73.6651563649057 45.56099523373418)
8142,,276527.163,5033649.178,POINT(-73.86140584834978 45.442202604112666)
8143,,276561.204,5033783.421,POINT(-73.86097842325165 45.443411944405455)
8144,,302613.691,5050191.692,POINT(-73.52802120021056 45.591627194400786)
8145,Boucle,289895.811,5037853.273,POINT(-73.69064601088277 45.48044578155231)
8146,Même id_voie,289845.508,5037869.959,POINT(-73.6912899630751 45.48059485340586)
8147,,277010.709,5033533.337,POINT(-73.85521835824109 45.44117961387398)
8148,,276845.065,5033578.900,POINT(-73.85733826635675 45.44158300664905)
8149,Même id_voie,277183.136,5033797.961,POINT(-73.8530291953216 45.443567629233534)
8150,Même id_voie,277109.188,5033742.500,POINT(-73.85397134109145 45.44306564619115)
8151,Boucle,288889.661,5037110.823,POINT(-73.70349199324538 45.473742702016025)
8152,Même id_voie,288852.321,5037146.906,POINT(-73.70397073890409 45.47406654470299)
8153,,303754.739,5050800.766,POINT(-73.51339806965359 45.59711046723829)
8154,Même id_voie,277005.476,5033872.397,POINT(-73.85530439825061 45.44423039261545)
8155,,303324.107,5050982.863,POINT(-73.51891842562503 45.598748246248185)
8156,,303155.038,5051054.088,POINT(-73.5210858411419 45.5993887691321)
8157,,300626.418,5053339.499,POINT(-73.55351834168145 45.61994290257692)
8159,,300633.141,5053350.976,POINT(-73.55343222876438 45.620046218446234)
8162,,302992.281,5051122.776,POINT(-73.52317238568462 45.60000643862703)
8163,,302832.014,5051190.488,POINT(-73.52522705346234 45.6006152946717)
8164,,286413.712,5033650.529,POINT(-73.73502953989777 45.442544703541074)
8165,,299434.974,5039764.206,POINT(-73.56864744891637 45.49777968282644)
8166,,299306.756,5039861.795,POINT(-73.57028913615788 45.498656836164315)
8171,,298876.204,5040798.556,POINT(-73.57580960089508 45.50708268590876)
8172,,276192.963,5034809.103,POINT(-73.86574522040578 45.45262640552687)
8173,Boucle,293897.524,5031357.280,POINT(-73.63931454290815 45.4220656482206)
8174,Même id_voie,293909.104,5031373.088,POINT(-73.63916692435522 45.42220807648371)
8175,,275783.680,5034434.033,POINT(-73.87095572673809 45.44923452969086)
8176,,275054.076,5034710.559,POINT(-73.88029978349964 45.451692121998676)
8177,,275293.985,5034872.288,POINT(-73.87724233123221 45.45315758103621)
8178,,275371.142,5035039.379,POINT(-73.87626587808519 45.45466437186944)
8180,,275633.205,5034807.675,POINT(-73.87290157366971 45.452590413521314)
8181,,275535.829,5034772.357,POINT(-73.8741444114786 45.45226853989279)
8183,,275292.444,5034579.489,POINT(-73.8772444697612 45.450522820988155)
8184,,301131.005,5034852.446,POINT(-73.54690943880965 45.453592337023004)
8185,,301141.411,5034842.040,POINT(-73.54677632089394 45.453498754706835)
8186,,301096.080,5035668.381,POINT(-73.54736211763245 45.46093434512867)
8187,,301213.204,5035596.685,POINT(-73.54586392753534 45.4602898002251)
8188,Même id_voie,305638.950,5061516.497,POINT(-73.48922794327095 45.69353309100247)
8189,Boucle,305616.600,5061520.095,POINT(-73.4895149095838 45.69356549296644)
8190,Même id_voie,294180.589,5052656.130,POINT(-73.63615892888689 45.61372517261926)
8191,Même id_voie,294213.572,5052765.600,POINT(-73.63573840843489 45.61471071830453)
8192,Même id_voie,294363.542,5052652.381,POINT(-73.63381308288807 45.61369420998834)
8193,Même id_voie,294389.949,5052730.534,POINT(-73.63347617886338 45.61439784992145)
8195,,296241.124,5050813.501,POINT(-73.60970709239358 45.5971731658204)
8196,,296164.368,5050889.330,POINT(-73.6106922832872 45.59785454657602)
8197,,296221.190,5050812.317,POINT(-73.60996258249025 45.597162265765434)
8198,,296143.698,5050892.780,POINT(-73.61095729902753 45.59788533197491)
8199,,277272.248,5036127.986,POINT(-73.85202050760547 45.46453749597307)
8200,,303891.083,5050646.477,POINT(-73.51165013620873 45.595722322851316)
8201,,303720.060,5050718.719,POINT(-73.51384240069214 45.59637213221809)
8203,,302957.636,5051040.530,POINT(-73.52361617478303 45.599266275419986)
8204,,302797.759,5051108.520,POINT(-73.52566582224601 45.59987762621092)
8205,,303644.337,5051125.269,POINT(-73.51481396172841 45.60003026097827)
8206,,303442.980,5051210.366,POINT(-73.51739530959286 45.6007956233908)
8207,,303253.744,5051289.508,POINT(-73.51982133051018 45.60150736970447)
8208,,303091.508,5051358.098,POINT(-73.52190126065322 45.602124181503)
8209,,303223.660,5051217.591,POINT(-73.52020674254628 45.60086017324014)
8210,,303060.959,5051286.213,POINT(-73.52229261390109 45.60147726487723)
8211,,302064.651,5036596.283,POINT(-73.53498214267196 45.46928852449842)
8212,,277307.397,5036401.261,POINT(-73.85158632220134 45.46699789603296)
8213,,303517.551,5055094.974,POINT(-73.5164496196755 45.63575042946943)
8215,,276826.985,5035800.698,POINT(-73.85769572998625 45.46157476768274)
8216,,276897.451,5035742.603,POINT(-73.85679138428128 45.46105482824399)
8217,,302900.303,5051353.994,POINT(-73.52435231613957 45.60208675752056)
8218,,302740.064,5051421.268,POINT(-73.52640671086655 45.60269164779189)
8219,,276598.563,5035789.500,POINT(-73.86061589552442 45.46146481851486)
8220,,294679.380,5053530.431,POINT(-73.62978173909 45.62159977374779)
8221,,294715.542,5053505.538,POINT(-73.6293175096651 45.62137631118511)
8222,Même id_voie,276925.858,5036692.290,POINT(-73.85648200602941 45.46960154730739)
8223,Même id_voie,276882.204,5036643.066,POINT(-73.85703748397937 45.46915686372884)
8224,,273817.317,5041444.952,POINT(-73.8965361721372 45.51223612353651)
