CATEG,INCLUSIO,WKT 
Terrain structurant à transformer,Non,"POLYGON  (( 277728.56169999 5043576.02900000, 277446.15679999 5043977.04340000, 277058.44149999 5044547.11440000, 277050.62139999 5044537.55930000, 277042.95419999 5044527.88100000, 277035.44199999 5044518.08200000, 277032.86079999 5044514.02350000, 277031.81829999 5044511.85430000, 277030.95019999 5044509.60960000, 277030.26189999 5044507.30330000, 277029.75769999 5044504.95000000, 277029.44069999 5044502.56420000, 277029.31299999 5044500.16080000, 277029.37529999 5044497.75490000, 277029.62729999 5044495.36130000, 277030.06729999 5044492.99520000, 277030.69259999 5044490.67110000, 277031.49939999 5044488.40350000, 277032.48249999 5044486.20680000, 277033.63589999 5044484.09440000, 277034.95239999 5044482.07960000, 277062.99179999 5044442.56650000, 277063.63539999 5044441.55810000, 277064.17699999 5044440.49140000, 277064.61139999 5044439.37680000, 277064.93459999 5044438.22490000, 277065.14319999 5044437.04700000, 277065.23539999 5044435.85420000, 277065.21019999 5044434.65820000, 277065.06789999 5044433.47040000, 277064.80989999 5044432.30220000, 277064.43859999 5044431.16500000, 277063.95769999 5044430.06970000, 277063.37159999 5044429.02670000, 277062.68619999 5044428.04630000, 277061.90799999 5044427.13770000, 277060.10389999 5044425.57050000, 277034.25319999 5044407.22930000, 277045.89299999 5044390.82400000, 277029.48779999 5044379.18400000, 277028.17229999 5044378.29840000, 277026.81499999 5044377.47840000, 277025.41909999 5044376.72600000, 277023.98799999 5044376.04300000, 277022.52499999 5044375.43110000, 277021.03379999 5044374.89170000, 277019.51799999 5044374.42610000, 277017.98109999 5044374.03540000, 277016.42689999 5044373.72070000, 277014.85909999 5044373.48260000, 277013.28149999 5044373.32170000, 277011.69789999 5044373.23840000, 277010.11219999 5044373.23290000, 277008.52799999 5044373.30530000, 277006.94939999 5044373.45530000, 277005.37999999 5044373.68250000, 277003.82359999 5044373.98650000, 277002.28409999 5044374.36660000, 277000.76499999 5044374.82170000, 276999.27009999 5044375.35080000, 276997.80299999 5044375.95260000, 276996.36719999 5044376.62570000, 276994.96609999 5044377.36840000, 276993.60319999 5044378.17900000, 276992.28159999 5044379.05550000, 276991.00469999 5044379.99570000, 276989.77549999 5044380.99750000, 276988.59689999 5044382.05850000, 276987.47179999 5044383.17590000, 276986.40279999 5044384.34730000, 276984.44369999 5044386.84010000, 276968.02169999 5044409.99010000, 276967.40229999 5044410.68710000, 276967.03919999 5044410.98070000, 276966.64629999 5044411.23290000, 276966.22819999 5044411.44080000, 276965.78989999 5044411.60170000, 276965.33669999 5044411.71380000, 276964.87389999 5044411.77580000, 276964.40719999 5044411.78680000, 276963.94199999 5044411.74680000, 276963.48389999 5044411.65630000, 276963.03849999 5044411.51630000, 276962.61099999 5044411.32850000, 276962.20659999 5044411.09510000, 276961.83009999 5044410.81900000, 276961.48599999 5044410.50340000, 276951.45759999 5044400.06720000, 276946.51009999 5044394.78570000, 276941.60759999 5044389.46240000, 276936.75049999 5044384.09760000, 276931.93899999 5044378.69190000, 276927.17359999 5044373.24560000, 276922.45459999 5044367.75900000, 276917.78229999 5044362.23260000, 276913.15699999 5044356.66670000, 276908.57909999 5044351.06180000, 276904.04889999 5044345.41820000, 276899.56679999 5044339.73650000, 276895.13309999 5044334.01690000, 276890.74799999 5044328.25990000, 276886.41189999 5044322.46590000, 276882.12519999 5044316.63530000, 276877.88799999 5044310.76860000, 276873.70079999 5044304.86610000, 276869.56379999 5044298.92830000, 276865.47739999 5044292.95560000, 276861.44169999 5044286.94850000, 276857.45719999 5044280.90740000, 276853.52409999 5044274.83260000, 276849.64259999 5044268.72470000, 276845.81309999 5044262.58410000, 276842.03579999 5044256.41130000, 276838.31109999 5044250.20660000, 276834.63909999 5044243.97050000, 276831.02009999 5044237.70350000, 276827.45449999 5044231.40610000, 276823.94239999 5044225.07860000, 277005.57369999 5043954.61990000, 277089.07599999 5043994.07000000, 277191.69299999 5044038.44000000, 277578.77989999 5043479.11040000, 277728.56169999 5043576.02900000))"
Terrain structurant à transformer,Non,"POLYGON  (( 284808.99039999 5055968.74090000, 284787.69559999 5055951.44930000, 284778.56249999 5055976.60390000, 284774.28709999 5055988.37910000, 284768.16019999 5056005.25390000, 284763.99909999 5056016.71390000, 284763.13569999 5056019.09180000, 284759.26029999 5056037.33860000, 284759.37949999 5056037.36360000, 284755.62659999 5056055.26230000, 284751.87369999 5056073.16110000, 284722.96729999 5056067.10020000, 284719.21429999 5056084.99900000, 284750.53729999 5056091.56660000, 284746.78429999 5056109.46530000, 284743.03149999 5056127.36420000, 284738.40919999 5056149.40950000, 284714.62089999 5056140.10750000, 284707.99949999 5056138.48650000, 284711.70859999 5056120.79660000, 284715.46149999 5056102.89780000, 284715.53769999 5056102.53430000, 284702.13129999 5056099.72340000, 284675.64109999 5056094.16910000, 284654.65449999 5056090.20200000, 284633.73149999 5056086.01940000, 284615.42109999 5056082.38240000, 284623.48849999 5056047.59420000, 284640.42549999 5056054.09410000, 284652.05909999 5056058.38710000, 284660.69229999 5056061.40600000, 284681.01929999 5056068.51220000, 284681.06629999 5056068.26860000, 284685.88329999 5056042.58580000, 284689.82289999 5056021.58130000, 284693.76259999 5056000.57670000, 284697.70219999 5055979.57210000, 284701.70439999 5055958.23350000, 284730.61749999 5055963.77510000, 284734.99589999 5055942.89310000, 284751.46549999 5055924.91160000, 284772.05249999 5055902.43490000, 284780.71159999 5055913.28840000, 284795.10219999 5055931.05050000, 284812.59629999 5055951.54310000, 284808.99039999 5055968.74090000))"
Terrain structurant à transformer,Non,"POLYGON  (( 284836.97899999 5046124.54760000, 284836.32799999 5046125.26310000, 284835.57199999 5046125.86670000, 284834.72999999 5046126.34300000, 284833.82319999 5046126.68020000, 284832.87459999 5046126.86970000, 284831.90789999 5046126.90670000, 284830.94759999 5046126.79030000, 284830.01769999 5046126.52350000, 284820.18569999 5046123.52900000, 284810.17429999 5046121.20390000, 284800.02889999 5046119.55890000, 284789.79569999 5046118.60150000, 284779.52119999 5046118.33600000, 284769.25219999 5046118.76360000, 284759.03539999 5046119.88240000, 284751.84739999 5046076.60160000, 284725.28029999 5046056.16400000, 284740.03149999 5046037.02820000, 284747.61089999 5046027.19600000, 284726.62579999 5046011.05250000, 284711.32049999 5046000.02320000, 284707.87839999 5045997.54280000, 284709.92499999 5045994.92610000, 284713.55689999 5045989.93650000, 284743.24129999 5045951.35530000, 284818.75689999 5045998.69810000, 284820.83929999 5046000.02320000, 284858.08289999 5046023.72300000, 284890.54899999 5046044.38270000, 284890.66229999 5046044.45580000, 284891.39349999 5046045.03320000, 284892.02829999 5046045.71520000, 284892.55169999 5046046.48600000, 284892.95149999 5046047.32750000, 284893.21849999 5046048.22010000, 284893.34639999 5046049.14300000, 284893.33209999 5046050.07460000, 284893.17609999 5046050.99310000, 284893.16759999 5046051.02460000, 284893.11069999 5046051.23460000, 284893.03529999 5046051.47310000, 284892.63119999 5046052.40330000, 284892.07829999 5046053.25360000, 284850.16959999 5046107.60600000, 284836.97899999 5046124.54760000))"
Terrain structurant à transformer,Non,"POLYGON  (( 286855.69189999 5051670.34980000, 286854.33659999 5051685.99900000, 286852.73559999 5051701.62500000, 286852.07789999 5051707.18140000, 286851.93199999 5051707.37750000, 286840.30369999 5051723.00500000, 286839.19639999 5051724.49320000, 286830.36709999 5051736.35910000, 286826.46079999 5051741.60880000, 286825.96749999 5051742.27180000, 286813.72519999 5051758.72440000, 286812.32229999 5051760.60980000, 286800.98959999 5051775.83990000, 286788.25399999 5051792.95560000, 286779.57379999 5051804.62090000, 286775.51839999 5051810.07120000, 286760.78149999 5051829.87630000, 286754.74589999 5051839.43380000, 286734.74779999 5051866.92360000, 286726.04719999 5051878.53830000, 286720.13089999 5051874.10610000, 286720.02119999 5051874.01880000, 286719.44229999 5051873.55820000, 286719.32009999 5051873.45220000, 286718.77819999 5051872.98080000, 286718.64479999 5051872.85450000, 286718.13969999 5051872.37510000, 286717.99669999 5051872.22740000, 286717.52819999 5051871.74220000, 286717.37729999 5051871.57210000, 286716.94469999 5051871.08340000, 286716.78749999 5051870.88980000, 286716.39059999 5051870.39980000, 286716.22879999 5051870.18200000, 286715.86649999 5051869.69270000, 286715.70209999 5051869.45000000, 286715.37379999 5051868.96360000, 286715.20859999 5051868.69540000, 286714.91309999 5051868.21370000, 286714.74919999 5051867.91960000, 286714.48549999 5051867.44450000, 286714.32479999 5051867.12400000, 286714.09179999 5051866.65750000, 286713.93619999 5051866.31030000, 286713.73259999 5051865.85400000, 286713.58419999 5051865.48000000, 286713.40869999 5051865.03570000, 286713.26959999 5051864.63490000, 286713.12069999 5051864.20420000, 286712.99279999 5051863.77680000, 286712.86899999 5051863.36080000, 286712.75449999 5051862.90710000, 286712.65429999 5051862.50740000, 286712.55529999 5051862.02780000, 286712.47689999 5051861.64540000, 286712.39529999 5051861.14030000, 286712.33709999 5051860.77650000, 286712.27499999 5051860.24670000, 286712.23519999 5051859.90240000, 286712.19469999 5051859.34850000, 286712.17149999 5051859.02460000, 286712.15439999 5051858.44770000, 286712.14589999 5051858.14490000, 286712.15419999 5051857.54590000, 286712.15859999 5051857.26510000, 286712.19419999 5051856.64510000, 286712.20949999 5051856.38650000, 286712.27429999 5051855.74680000, 286712.29859999 5051855.51100000, 286712.39419999 5051854.85330000, 286712.42559999 5051854.64010000, 286712.55389999 5051853.96560000, 286712.59039999 5051853.77560000, 286712.75289999 5051853.08610000, 286712.79249999 5051852.91910000, 286712.99089999 5051852.21630000, 286713.03169999 5051852.07220000, 286713.26729999 5051851.35790000, 286713.30749999 5051851.23650000, 286713.58169999 5051850.51270000, 286713.61939999 5051850.41360000, 286713.93349999 5051849.68210000, 286713.96679999 5051849.60490000, 286714.32179999 5051848.86830000, 286714.34899999 5051848.81220000, 286714.74599999 5051848.07240000, 286714.76529999 5051848.03680000, 286715.21449999 5051847.28070000, 286715.69679999 5051846.54390000, 286715.96269999 5051846.17130000, 286723.62249999 5051835.59070000, 286757.82759999 5051789.97320000, 286790.40679999 5051745.86580000, 286804.05469999 5051727.52970000, 286808.45519999 5051721.61760000, 286818.39399999 5051708.26500000, 286856.63619999 5051657.01330000, 286855.69189999 5051670.34980000))"
Terrain structurant à transformer,Non,"POLYGON  (( 285202.79849999 5049683.26250000, 285149.50119999 5049754.24160000, 285102.01259999 5049715.96190000, 285131.17399999 5049677.12590000, 285154.05139999 5049646.65870000, 285202.79849999 5049683.26250000))"
Terrain structurant à transformer,Non,"POLYGON  (( 287010.72559999 5051425.68610000, 287000.02319999 5051440.28010000, 286971.57009999 5051479.08010000, 286931.23289999 5051443.28070000, 286909.64869999 5051423.19070000, 286942.22679999 5051378.05540000, 286965.68039999 5051395.54710000, 286967.81209999 5051392.65070000, 286973.72779999 5051384.63030000, 286981.50729999 5051374.08310000, 286989.28669999 5051363.53600000, 286997.06609999 5051352.98870000, 287000.02319999 5051348.99080000, 287002.82829999 5051345.19860000, 287004.84559999 5051342.44140000, 287012.62499999 5051331.89430000, 287020.35409999 5051321.41540000, 287021.64899999 5051319.65970000, 287028.13359999 5051310.86810000, 287035.91299999 5051300.32100000, 287039.48489999 5051295.47830000, 287043.69239999 5051289.77380000, 287051.47189999 5051279.22650000, 287057.03199999 5051271.68820000, 287059.25129999 5051268.67950000, 287065.67379999 5051259.97700000, 287067.33409999 5051257.72100000, 287077.56709999 5051243.84720000, 287119.27949999 5051274.11330000, 287107.89839999 5051290.66900000, 287099.62849999 5051302.69920000, 287083.33009999 5051326.40790000, 287080.34659999 5051330.74790000, 287066.22379999 5051350.00640000, 287042.89469999 5051381.81870000, 287010.72559999 5051425.68610000))"
Terrain structurant à transformer,Non,"POLYGON  (( 288616.22909999 5049048.21580000, 288609.15869999 5049057.46250000, 288592.90059999 5049078.72510000, 288578.73199999 5049060.04510000, 288576.35469999 5049056.91080000, 288592.53069999 5049035.89540000, 288603.25359999 5049021.96450000, 288615.76339999 5049032.49180000, 288608.10299999 5049042.30620000, 288616.22909999 5049048.21580000))"
Terrain structurant à transformer,Non,"POLYGON  (( 298494.35629999 5057868.79900000, 298500.02319999 5057870.52490000, 298501.34129999 5057870.92640000, 298509.93859999 5057873.61320000, 298517.91419999 5057876.29660000, 298523.84459999 5057878.27230000, 298524.48929999 5057878.48710000, 298529.07489999 5057879.40940000, 298533.50149999 5057880.28450000, 298538.12229999 5057881.89640000, 298539.79789999 5057882.59750000, 298544.69609999 5057884.64710000, 298549.78369999 5057887.08360000, 298552.26669999 5057888.18960000, 298553.88529999 5057888.79470000, 298555.71209999 5057889.46110000, 298571.30109999 5057896.72530000, 298567.33379999 5057901.81250000, 298542.37249999 5057933.82010000, 298540.21209999 5057936.59040000, 298523.62619999 5057957.85840000, 298509.56639999 5057975.88710000, 298500.02319999 5057988.12430000, 298495.50669999 5057993.91580000, 298490.74379999 5058000.02320000, 298486.13359999 5058005.93490000, 298485.85579999 5058006.29110000, 298477.82879999 5058000.02320000, 298459.42819999 5057985.65520000, 298462.02339999 5057982.32750000, 298463.49119999 5057980.09190000, 298464.54979999 5057977.63590000, 298465.16719999 5057975.03370000, 298465.32479999 5057972.36390000, 298465.01779999 5057969.70720000, 298464.25549999 5057967.14370000, 298463.06089999 5057964.75100000, 298461.47009999 5057962.60110000, 298459.53119999 5057960.75910000, 298452.43039999 5057955.21310000, 298433.75819999 5057940.62990000, 298467.94039999 5057901.45620000, 298490.98549999 5057867.92760000, 298494.35629999 5057868.79900000))"
Terrain structurant à transformer,Non,"POLYGON  (( 292246.94769999 5050659.64770000, 292258.28869999 5050675.89260000, 292269.70639999 5050692.24740000, 292273.66579999 5050697.91890000, 292281.04739999 5050708.49230000, 292293.29659999 5050726.03800000, 292304.39329999 5050741.93300000, 292316.48459999 5050759.25260000, 292307.13579999 5050771.35860000, 292275.55989999 5050762.37850000, 292272.30619999 5050749.57240000, 292266.35749999 5050741.05150000, 292258.52699999 5050729.83500000, 292255.88889999 5050726.05620000, 292244.86809999 5050710.27000000, 292244.54789999 5050709.81130000, 292233.52709999 5050694.02510000, 292233.13009999 5050693.45650000, 292222.28219999 5050677.91780000, 292221.78909999 5050677.21160000, 292210.42409999 5050660.93230000, 292235.60669999 5050643.40280000, 292246.94769999 5050659.64770000))"
Terrain structurant à transformer,Non,"POLYGON  (( 284496.03629999 5049715.33330000, 284422.67029999 5049807.20970000, 284376.32819999 5049767.83000000, 284433.41269999 5049696.11600000, 284434.21489999 5049696.69080000, 284434.85779999 5049697.15140000, 284435.68409999 5049697.71620000, 284436.32549999 5049698.15440000, 284437.17559999 5049698.70840000, 284437.81499999 5049699.12470000, 284438.68889999 5049699.66690000, 284439.32569999 5049700.06160000, 284440.22319999 5049700.59130000, 284440.85679999 5049700.96490000, 284441.77799999 5049701.48130000, 284442.40759999 5049701.83390000, 284443.35219999 5049702.33620000, 284443.97729999 5049702.66830000, 284444.94519999 5049703.15580000, 284445.56509999 5049703.46770000, 284446.55599999 5049703.93940000, 284447.17029999 5049704.23160000, 284448.18399999 5049704.68700000, 284448.79199999 5049704.95980000, 284449.82809999 5049705.39780000, 284450.42939999 5049705.65170000, 284451.48789999 5049706.07180000, 284452.08179999 5049706.30720000, 284453.16229999 5049706.70850000, 284453.74839999 5049706.92590000, 284454.85049999 5049707.30760000, 284455.42819999 5049707.50740000, 284456.55179999 5049707.86890000, 284457.12059999 5049708.05160000, 284458.26499999 5049708.39190000, 284458.82459999 5049708.55800000, 284459.98959999 5049708.87650000, 284460.53939999 5049709.02650000, 284461.72469999 5049709.32250000, 284462.26419999 5049709.45690000, 284463.46909999 5049709.72950000, 284463.99809999 5049709.84890000, 284465.22219999 5049710.09740000, 284465.74029999 5049710.20230000, 284466.98299999 5049710.42580000, 284467.48979999 5049710.51700000, 284479.73819999 5049712.54320000, 284496.03629999 5049715.33330000))"
Terrain structurant à transformer,Non,"POLYGON  (( 286281.12429999 5044244.67710000, 286262.17809999 5044270.20140000, 286240.17589999 5044261.81990000, 286218.07699999 5044253.40150000, 286244.38489999 5044217.89370000, 286262.74619999 5044231.38190000, 286281.12429999 5044244.67710000))"
Terrain structurant à transformer,Non,"POLYGON  (( 286531.18009999 5044084.41890000, 286530.33969999 5044085.54420000, 286511.51399999 5044111.79770000, 286497.89199999 5044102.02970000, 286481.04989999 5044089.95290000, 286500.02319999 5044063.49330000, 286500.23079999 5044063.20380000, 286504.35009999 5044062.69190000, 286517.96079999 5044074.04230000, 286531.18009999 5044084.41890000))"
Terrain structurant à transformer,Non,"POLYGON  (( 290561.26729999 5048442.24370000, 290565.93389999 5048446.16580000, 290583.90059999 5048461.26610000, 290573.45809999 5048473.25970000, 290562.60349999 5048484.88170000, 290546.24439999 5048467.04310000, 290522.55509999 5048441.21140000, 290532.82699999 5048429.97480000, 290542.66019999 5048418.35230000, 290561.26729999 5048442.24370000))"
Terrain structurant à transformer,Non,"POLYGON  (( 282023.00649999 5048779.14210000, 282017.37579999 5048809.10420000, 282000.02319999 5048805.46700000, 281998.58179999 5048805.16480000, 282004.83489999 5048775.33320000, 282005.08959999 5048775.38650000, 282023.00649999 5048779.14210000))"
