"Code de la
municipalité";Nom de la municipalité;"Type de
municipalité";"Code
de la
MRC";Nom de la MRC;"Code de la
région
administrative";"Nom de la région
administrative";"Code de
l'arrondissement";Nom de l'arrondissement;Nom du district électoral;"Identifiant
du poste";"Code
du
type
de
poste";Type de poste;Nom;Prénom;Sexe;Sortant;"Nom du parti ou de
l'équipe";"Nombre
d'électeurs";"Nombre
de votes
reçus
par le
candidat";"Nombre
de
votes
rejetés";"Statut du
candidat"
03015;Petite-Vallée;Municipalité;030;La Côte-de-Gaspé;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;5;CV;Conseiller;Côté;Jovette;F;"Nouveau
candidat"; ;0;.;.;"Élu sans
opposition"
03015;Petite-Vallée;Municipalité;030;La Côte-de-Gaspé;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;6;CV;Conseiller;Richard;Marie-Claude;F;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
03020;Grande-Vallée;Municipalité;030;La Côte-de-Gaspé;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;0;MA;Maire;Richard;Noël;M;"Sortant
(même
poste)"; ;935;0;.;"Élu sans
opposition"
03020;Grande-Vallée;Municipalité;030;La Côte-de-Gaspé;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;1;CV;Conseiller;Fournier;Karine;F;"Nouveau
candidat"; ;935;329;20;Élu
03020;Grande-Vallée;Municipalité;030;La Côte-de-Gaspé;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;1;CV;Conseiller;Boucher;Pierre;M;"Sortant
(même
poste)"; ;935;188;20;Non élu
03020;Grande-Vallée;Municipalité;030;La Côte-de-Gaspé;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;2;CV;Conseiller;Fournier;Nelson;M;"Sortant
(même
poste)"; ;935;0;.;"Élu sans
opposition"
03020;Grande-Vallée;Municipalité;030;La Côte-de-Gaspé;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;3;CV;Conseiller;Ratté;Thierry;M;"Sortant
(même
poste)"; ;935;0;.;"Élu sans
opposition"
03020;Grande-Vallée;Municipalité;030;La Côte-de-Gaspé;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;4;CV;Conseiller;Minville;Anne;F;"Nouveau
candidat"; ;935;402;11;Élu
03020;Grande-Vallée;Municipalité;030;La Côte-de-Gaspé;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;4;CV;Conseiller;Côté;Éric;M;"Sortant
(même
poste)"; ;935;124;11;Non élu
03020;Grande-Vallée;Municipalité;030;La Côte-de-Gaspé;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;5;CV;Conseiller;Dorion;Nathalie;F;"Nouveau
candidat"; ;935;311;13;Élu
03020;Grande-Vallée;Municipalité;030;La Côte-de-Gaspé;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;5;CV;Conseiller;Roy;Pauline;F;"Nouveau
candidat"; ;935;213;13;Non élu
03020;Grande-Vallée;Municipalité;030;La Côte-de-Gaspé;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;6;CV;Conseiller;Minville;Berchmans;M;"Sortant
(même
poste)"; ;935;0;.;"Élu sans
opposition"
03025;Murdochville;Ville;030;La Côte-de-Gaspé;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;0;MA;Maire;Roussy;Délisca;F;"Sortant
(même
poste)"; ;501;248;6;Élu
03025;Murdochville;Ville;030;La Côte-de-Gaspé;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;0;MA;Maire;De Bellefeuille;Chantal;F;"Nouveau
candidat"; ;501;96;6;Non élu
03025;Murdochville;Ville;030;La Côte-de-Gaspé;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;1;CV;Conseiller;Blanchette;Mathieu;M;"Nouveau
candidat"; ;501;200;9;Élu
03025;Murdochville;Ville;030;La Côte-de-Gaspé;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;1;CV;Conseiller;Pelletier;Martin;M;"Sortant
(même
poste)"; ;501;137;9;Non élu
03025;Murdochville;Ville;030;La Côte-de-Gaspé;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;2;CV;Conseiller;Mercier;Harold;M;"Nouveau
candidat"; ;501;181;5;Élu
03025;Murdochville;Ville;030;La Côte-de-Gaspé;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;2;CV;Conseiller;Bernatchez;Gilles;M;"Nouveau
candidat"; ;501;115;5;Non élu
03025;Murdochville;Ville;030;La Côte-de-Gaspé;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;2;CV;Conseiller;Lorange;Isabelle;F;"Nouveau
candidat"; ;501;49;5;Non élu
03025;Murdochville;Ville;030;La Côte-de-Gaspé;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;3;CV;Conseiller;Poulin;Jean-Philippe;M;"Nouveau
candidat"; ;501;184;7;Élu
03025;Murdochville;Ville;030;La Côte-de-Gaspé;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;3;CV;Conseiller;Cyr;Line;F;"Nouveau
candidat"; ;501;158;7;Non élu
03025;Murdochville;Ville;030;La Côte-de-Gaspé;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;4;CV;Conseiller;Fournier;Daniel;M;"Sortant
(même
poste)"; ;501;210;4;Élu
03025;Murdochville;Ville;030;La Côte-de-Gaspé;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;4;CV;Conseiller;Thibodeau;Frédérique;F;"Nouveau
candidat"; ;501;88;4;Non élu
03025;Murdochville;Ville;030;La Côte-de-Gaspé;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;4;CV;Conseiller;Lord;Réjean;M;"Nouveau
candidat"; ;501;48;4;Non élu
03025;Murdochville;Ville;030;La Côte-de-Gaspé;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;5;CV;Conseiller;Chouinard;Jean-Pierre;M;"Sortant
(même
poste)"; ;501;0;.;"Élu sans
opposition"
03025;Murdochville;Ville;030;La Côte-de-Gaspé;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;6;CV;Conseiller;Minville;André;M;"Nouveau
candidat"; ;501;196;4;Élu
03025;Murdochville;Ville;030;La Côte-de-Gaspé;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;6;CV;Conseiller;Devouge;Logan;M;"Nouveau
candidat"; ;501;150;4;Non élu
04005;Sainte-Madeleine-de-la-Rivière-Madeleine;Municipalité;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;0;MA;Maire;Côté;Joël;M;"Sortant
(même
poste)"; ;379;0;.;"Élu sans
opposition"
04005;Sainte-Madeleine-de-la-Rivière-Madeleine;Municipalité;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;1;CV;Conseiller;Daraiche;Noëlla;F;"Sortant
(même
poste)"; ;379;139;5;Élu
04005;Sainte-Madeleine-de-la-Rivière-Madeleine;Municipalité;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;1;CV;Conseiller;Fournier;Nancy;F;"Nouveau
candidat"; ;379;89;5;Non élu
04005;Sainte-Madeleine-de-la-Rivière-Madeleine;Municipalité;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;2;CV;Conseiller;Fournier;Albiny;M;"Sortant
(même
poste)"; ;379;146;2;Élu
04005;Sainte-Madeleine-de-la-Rivière-Madeleine;Municipalité;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;2;CV;Conseiller;Lamoureux Jr;Georges;M;"Nouveau
candidat"; ;379;85;2;Non élu
04005;Sainte-Madeleine-de-la-Rivière-Madeleine;Municipalité;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;3;CV;Conseiller;Langlois;Sylvie;F;"Sortant
(même
poste)"; ;379;0;.;"Élu sans
opposition"
04005;Sainte-Madeleine-de-la-Rivière-Madeleine;Municipalité;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;4;CV;Conseiller;DesRoches;Jean-Marc;M;"Sortant
(même
poste)"; ;379;0;.;"Élu sans
opposition"
04005;Sainte-Madeleine-de-la-Rivière-Madeleine;Municipalité;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;5;CV;Conseiller;Fournier;Anna-Kim;F;"Nouveau
candidat"; ;379;146;3;Élu
04005;Sainte-Madeleine-de-la-Rivière-Madeleine;Municipalité;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;5;CV;Conseiller;Lévesque;Jacques;M;"Nouveau
candidat"; ;379;84;3;Non élu
04005;Sainte-Madeleine-de-la-Rivière-Madeleine;Municipalité;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;6;CV;Conseiller;Synnett;Jean-François;M;"Sortant
(même
poste)"; ;379;0;.;"Élu sans
opposition"
04010;Saint-Maxime-du-Mont-Louis;Municipalité;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;0;MA;Maire;Bélanger;Claude;M;"Sortant
(autre
poste)"; ;955;0;.;"Élu sans
opposition"
04010;Saint-Maxime-du-Mont-Louis;Municipalité;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;1;CV;Conseiller;Boucher;Mark;M;"Sortant
(même
poste)"; ;955;0;.;"Élu sans
opposition"
04010;Saint-Maxime-du-Mont-Louis;Municipalité;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;2;CV;Conseiller;Daraîche;Vincent;M;"Nouveau
candidat"; ;955;328;11;Élu
04010;Saint-Maxime-du-Mont-Louis;Municipalité;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;2;CV;Conseiller;Lebreux;Jacques;M;"Nouveau
candidat"; ;955;112;11;Non élu
04010;Saint-Maxime-du-Mont-Louis;Municipalité;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;3;CV;Conseiller;Robinson;Tim;M;"Nouveau
candidat"; ;955;311;6;Élu
04010;Saint-Maxime-du-Mont-Louis;Municipalité;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;3;CV;Conseiller;Fournier;Ronald;M;"Nouveau
candidat"; ;955;130;6;Non élu
04010;Saint-Maxime-du-Mont-Louis;Municipalité;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;4;CV;Conseiller;Cleary;Stéphane;M;"Sortant
(même
poste)"; ;955;0;.;"Élu sans
opposition"
04010;Saint-Maxime-du-Mont-Louis;Municipalité;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;5;CV;Conseiller;Boucher;Daniel;M;"Nouveau
candidat"; ;955;0;.;"Élu sans
opposition"
04010;Saint-Maxime-du-Mont-Louis;Municipalité;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;6;CV;Conseiller;Robinson;Renaud;M;"Sortant
(même
poste)"; ;955;0;.;"Élu sans
opposition"
04015;Mont-Saint-Pierre;Village;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;0;MA;Maire;Émond;Magella;M;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
04015;Mont-Saint-Pierre;Village;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;1;CV;Conseiller;Daraîche;André;M;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
04015;Mont-Saint-Pierre;Village;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;2;CV;Conseiller;Ouellet;Marise;F;"Nouveau
candidat"; ;0;.;.;"Élu sans
opposition"
04015;Mont-Saint-Pierre;Village;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;3;CV;Conseiller;Mercier;Madone;F;"Nouveau
candidat"; ;0;.;.;"Élu sans
opposition"
04015;Mont-Saint-Pierre;Village;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;4;CV;Conseiller;Gagnon;Alain;M;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
04015;Mont-Saint-Pierre;Village;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;5;CV;Conseiller;Cloutier;Claude;M;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
04015;Mont-Saint-Pierre;Village;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;6;CV;Conseiller;Ouellet;Yannick;M;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
04020;Rivière-à-Claude;Municipalité;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;0;MA;Maire;NORMAND;RÉJEAN;M;"Sortant
(même
poste)"; ;166;0;.;"Élu sans
opposition"
04020;Rivière-à-Claude;Municipalité;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;1;CV;Conseiller;CASTONGUAY;JOHANNE;F;"Sortant
(même
poste)"; ;166;0;.;"Élu sans
opposition"
04020;Rivière-à-Claude;Municipalité;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;2;CV;Conseiller;CASTONGUAY;ROBERGE;M;"Nouveau
candidat"; ;166;0;.;"Élu sans
opposition"
04020;Rivière-à-Claude;Municipalité;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;3;CV;Conseiller;TREMBLAY;ALLEN;M;"Nouveau
candidat"; ;166;0;.;"Élu sans
opposition"
04020;Rivière-à-Claude;Municipalité;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;4;CV;Conseiller;AUCLAIR;DOMINIQUE;F;"Sortant
(même
poste)"; ;166;56;1;Élu
04020;Rivière-à-Claude;Municipalité;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;4;CV;Conseiller;CASTONGUAY;JACYNTE;F;"Nouveau
candidat"; ;166;56;1;Égalité
04020;Rivière-à-Claude;Municipalité;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;5;CV;Conseiller;BARRETTE;MARTIN;M;"Nouveau
candidat"; ;166;81;0;Élu
04020;Rivière-à-Claude;Municipalité;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;5;CV;Conseiller;MINVILLE;AZILDA;F;"Sortant
(même
poste)"; ;166;32;0;Non élu
04020;Rivière-à-Claude;Municipalité;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;6;CV;Conseiller;THERRIEN;JEAN-MARIE;M;"Sortant
(même
poste)"; ;166;62;5;Élu
04020;Rivière-à-Claude;Municipalité;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;6;CV;Conseiller;BERNATCHEZ;MICHEL;M;"Nouveau
candidat"; ;166;46;5;Non élu
04025;Marsoui;Village;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;0;MA;Maire;Gasse;Renée;F;"Nouveau
candidat"; ;276;108;8;Élu
04025;Marsoui;Village;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;0;MA;Maire;Deschênes;Ghislain;M;"Sortant
(même
poste)"; ;276;99;8;Non élu
04025;Marsoui;Village;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;0;MA;Maire;Paquet;Gérald;M;"Sortant
(autre
poste)"; ;276;0;8;Désistement
04025;Marsoui;Village;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;1;CV;Conseiller;Pelletier;Renaud;M;"Sortant
(même
poste)"; ;276;0;.;"Élu sans
opposition"
04025;Marsoui;Village;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;2;CV;Conseiller;Garneau;Réjean;M;"Sortant
(même
poste)"; ;276;0;.;"Élu sans
opposition"
04025;Marsoui;Village;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;3;CV;Conseiller;L'Italien;Isabelle;F;"Sortant
(même
poste)"; ;276;0;.;"Élu sans
opposition"
04025;Marsoui;Village;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;4;CV;Conseiller;Gagné;Jean-Sébastien;M;"Nouveau
candidat"; ;276;122;1;Élu
04025;Marsoui;Village;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;4;CV;Conseiller;Vallée;Sylvie;F;"Nouveau
candidat"; ;276;92;1;Non élu
04025;Marsoui;Village;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;5;CV;Conseiller;Dion;Joannie;F;"Nouveau
candidat"; ;276;131;8;Élu
04025;Marsoui;Village;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;5;CV;Conseiller;Couturier;Jean-Pierre;M;"Nouveau
candidat"; ;276;71;8;Non élu
04025;Marsoui;Village;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;6;CV;Conseiller;Leclerc;Réjean;M;"Nouveau
candidat"; ;276;117;2;Élu
04025;Marsoui;Village;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;6;CV;Conseiller;Rioux;Paule;F;"Nouveau
candidat"; ;276;94;2;Non élu
04030;La Martre;Municipalité;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;0;MA;Maire;SOHIER;YVES;M;"Sortant
(même
poste)"; ;197;0;.;"Élu sans
opposition"
04030;La Martre;Municipalité;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;1;CV;Conseiller;BERTRAND-LEMAY;VALÉRIE;F;"Nouveau
candidat"; ;197;0;.;"Élu sans
opposition"
04030;La Martre;Municipalité;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;2;CV;Conseiller;LECLERC;RÉMY-RICHARD;M;"Sortant
(même
poste)"; ;197;67;1;Élu
04030;La Martre;Municipalité;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;2;CV;Conseiller;BROCHU;MOÏZE;F;"Nouveau
candidat"; ;197;23;1;Non élu
04030;La Martre;Municipalité;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;3;CV;Conseiller;RIOUX;MARIE-LAURE;F;"Sortant
(même
poste)"; ;197;0;.;"Élu sans
opposition"
04030;La Martre;Municipalité;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;4;CV;Conseiller;MARIN;GUYLAINE;F;"Sortant
(même
poste)"; ;197;0;.;"Élu sans
opposition"
04030;La Martre;Municipalité;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;5;CV;Conseiller;ALLARD;VALÉRIE;F;"Nouveau
candidat"; ;197;0;.;"Élu sans
opposition"
04030;La Martre;Municipalité;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;6;CV;Conseiller;DINEL;MARC-ANDRÉ;M;"Nouveau
candidat"; ;197;0;.;"Élu sans
opposition"
04037;Sainte-Anne-des-Monts;Ville;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;0;MA;Maire;Deschênes;Simon;M;"Sortant
(même
poste)"; ;5205;0;.;"Élu sans
opposition"
04037;Sainte-Anne-des-Monts;Ville;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ;des Montagnes;1;CV;Conseiller;Belley;Myriam;F;"Nouveau
candidat"; ;718;75;5;Élu
04037;Sainte-Anne-des-Monts;Ville;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ;des Montagnes;1;CV;Conseiller;Kenney;Marc-Olivier;M;"Nouveau
candidat"; ;718;58;5;Non élu
04037;Sainte-Anne-des-Monts;Ville;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ;des Ruisseaux;2;CV;Conseiller;Lévesque;Ariane;F;"Sortant
(même
poste)"; ;855;0;.;"Élu sans
opposition"
04037;Sainte-Anne-des-Monts;Ville;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ;du Cap;3;CV;Conseiller;Lemieux;Simon;M;"Nouveau
candidat"; ;910;209;0;Élu
04037;Sainte-Anne-des-Monts;Ville;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ;du Cap;3;CV;Conseiller;Portelance;Marc;M;"Sortant
(même
poste)"; ;910;201;0;Non élu
04037;Sainte-Anne-des-Monts;Ville;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ;de la Rivière;4;CV;Conseiller;Pelletier;Simon;M;"Sortant
(même
poste)"; ;934;0;.;"Élu sans
opposition"
04037;Sainte-Anne-des-Monts;Ville;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ;du Faubourg;5;CV;Conseiller;Bujold;Richard;M;"Nouveau
candidat"; ;941;235;2;Élu
04037;Sainte-Anne-des-Monts;Ville;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ;du Faubourg;5;CV;Conseiller;Thibault;Benoit;M;"Sortant
(même
poste)"; ;941;142;2;Non élu
04037;Sainte-Anne-des-Monts;Ville;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ;de l'Anse;6;CV;Conseiller;Letourneau;Jacques;M;"Sortant
(même
poste)"; ;847;0;.;"Élu sans
opposition"
04047;Cap-Chat;Ville;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;0;MA;Maire;Soucy;Marcel;M;"Nouveau
candidat"; ;2178;587;15;Élu
04047;Cap-Chat;Ville;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;0;MA;Maire;BÉRUBÉ;GUILLAUME;M;"Nouveau
candidat"; ;2178;401;15;Non élu
04047;Cap-Chat;Ville;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;0;MA;Maire;BLANCHETTE;MAXIME;M;"Nouveau
candidat"; ;2178;206;15;Non élu
04047;Cap-Chat;Ville;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;0;MA;Maire;HUOT;PIERRE;M;"Nouveau
candidat"; ;2178;0;15;Désistement
04047;Cap-Chat;Ville;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;1;CV;Conseiller;GAUDREAU;JEAN-CLAUDE;M;"Nouveau
candidat"; ;2178;685;44;Élu
04047;Cap-Chat;Ville;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;1;CV;Conseiller;JEAN-MARC;LEMIEUX;M;"Sortant
(même
poste)"; ;2178;480;44;Non élu
04047;Cap-Chat;Ville;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;2;CV;Conseiller;RENALD;ROY;M;"Sortant
(même
poste)"; ;2178;603;43;Élu
04047;Cap-Chat;Ville;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;2;CV;Conseiller;CHRÉTIEN;ROSAIRE;M;"Nouveau
candidat"; ;2178;563;43;Non élu
04047;Cap-Chat;Ville;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;3;CV;Conseiller;GODBOUT;MARIE-EVE;F;"Nouveau
candidat"; ;2178;657;21;Élu
04047;Cap-Chat;Ville;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;3;CV;Conseiller;ST-GELAIS;MARCO;M;"Nouveau
candidat"; ;2178;531;21;Non élu
04047;Cap-Chat;Ville;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;3;CV;Conseiller;SIMON;LANDRY;M;"Sortant
(même
poste)"; ;2178;0;21;Désistement
04047;Cap-Chat;Ville;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;4;CV;Conseiller;SOUCY;RÉGIS;M;"Nouveau
candidat"; ;2178;679;36;Élu
04047;Cap-Chat;Ville;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;4;CV;Conseiller;LANDRY;SIMON;M;"Sortant
(autre
poste)"; ;2178;494;36;Non élu
04047;Cap-Chat;Ville;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;4;CV;Conseiller;Émond;Richard;M;"Sortant
(même
poste)"; ;2178;0;36;Désistement
04047;Cap-Chat;Ville;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;5;CV;Conseiller;JACINTHE;CÔTÉ;F;"Sortant
(même
poste)"; ;2178;927;15;Élu
04047;Cap-Chat;Ville;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;5;CV;Conseiller;LIPPÉ;DOMINIC;M;"Nouveau
candidat"; ;2178;267;15;Non élu
04047;Cap-Chat;Ville;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;6;CV;Conseiller;ST-LOUIS;MATHIEU-OLIVIER;M;"Nouveau
candidat"; ;2178;700;22;Élu
04047;Cap-Chat;Ville;040;La Haute-Gaspésie;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;6;CV;Conseiller;LOUIS-SEIZE;SERGERIE;M;"Sortant
(même
poste)"; ;2178;487;22;Non élu
05010;Shigawake;Municipalité;050;Bonaventure;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;0;MA;Maire;COUTURE-BEEBE;ROLANDE;F;"Sortant
(autre
poste)"; ;336;165;2;Élu
05010;Shigawake;Municipalité;050;Bonaventure;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;0;MA;Maire;DOW FRANCOEUR;COLETTE;F;"Sortant
(même
poste)"; ;336;79;2;Non élu
05010;Shigawake;Municipalité;050;Bonaventure;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;1;CV;Conseiller;GAGNON;MARCEL;M;"Sortant
(même
poste)"; ;336;152;3;Élu
05010;Shigawake;Municipalité;050;Bonaventure;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;1;CV;Conseiller;LAMARRE;DANIEL;M;"Nouveau
candidat"; ;336;91;3;Non élu
05010;Shigawake;Municipalité;050;Bonaventure;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;2;CV;Conseiller;SKENE;NANCY;F;"Sortant
(même
poste)"; ;336;0;.;"Élu sans
opposition"
05010;Shigawake;Municipalité;050;Bonaventure;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;3;CV;Conseiller;CHAPADOS;GEORGETTE;F;"Sortant
(même
poste)"; ;336;145;0;Élu
05010;Shigawake;Municipalité;050;Bonaventure;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;3;CV;Conseiller;DONELLE;DIANE;F;"Nouveau
candidat"; ;336;102;0;Non élu
05010;Shigawake;Municipalité;050;Bonaventure;11;Gaspésie—Îles-de-la-Madeleine;.; ; ;4;CV;Conseiller;HAYES;MICHAEL;M;"Nouveau
candidat"; ;336;126;3;Élu
