"Code de la
municipalité";Nom de la municipalité;"Type de
municipalité";"Code
de la
MRC";Nom de la MRC;"Code de la
région
administrative";"Nom de la région
administrative";"Code de
l'arrondissement";Nom de l'arrondissement;Nom du district électoral;"Identifiant
du poste";"Code
du
type
de
poste";Type de poste;Nom;Prénom;Sexe;Sortant;"Nom du parti ou de
l'équipe";"Nombre
d'électeurs";"Nombre
de votes
reçus
par le
candidat";"Nombre
de
votes
rejetés";"Statut du
candidat" 
67035;Saint-Constant;Ville;670;Roussillon;16;Montérégie;.; ; ;6;CV;Conseiller;Di Cesare;Johanne;F;"Sortant
(même
poste)";Équipe Jean-Claude Boyer;2750;0;.;"Élu sans
opposition"
67035;Saint-Constant;Ville;670;Roussillon;16;Montérégie;.; ; ;7;CV;Conseiller;Perron;Mario;M;"Sortant
(même
poste)";Équipe Jean-Claude Boyer;3346;0;.;"Élu sans
opposition"
67035;Saint-Constant;Ville;670;Roussillon;16;Montérégie;.; ; ;8;CV;Conseiller;Zuluaga Puyana;Natalia;F;"Nouveau
candidat";Équipe Jean-Claude Boyer;2384;409;7;Élu
67035;Saint-Constant;Ville;670;Roussillon;16;Montérégie;.; ; ;8;CV;Conseiller;Arsenault;Mario;M;"Sortant
(même
poste)"; ;2384;348;7;Non élu
67040;Saint-Isidore;Paroisse;670;Roussillon;16;Montérégie;.; ; ;0;MA;Maire;Payant;Sylvain;M;"Sortant
(même
poste)"; ;2144;0;.;"Élu sans
opposition"
67040;Saint-Isidore;Paroisse;670;Roussillon;16;Montérégie;.; ; ;1;CV;Conseiller;Gripon;Pierrick;M;"Sortant
(même
poste)"; ;2144;0;.;"Élu sans
opposition"
67040;Saint-Isidore;Paroisse;670;Roussillon;16;Montérégie;.; ; ;2;CV;Conseiller;Patenaude;Jean-Denis;M;"Sortant
(même
poste)"; ;2144;0;.;"Élu sans
opposition"
67040;Saint-Isidore;Paroisse;670;Roussillon;16;Montérégie;.; ; ;3;CV;Conseiller;Boyer;Dany;M;"Sortant
(même
poste)"; ;2144;0;.;"Élu sans
opposition"
67040;Saint-Isidore;Paroisse;670;Roussillon;16;Montérégie;.; ; ;4;CV;Conseiller;Charron;Luc;M;"Sortant
(même
poste)"; ;2144;0;.;"Élu sans
opposition"
67040;Saint-Isidore;Paroisse;670;Roussillon;16;Montérégie;.; ; ;5;CV;Conseiller;Marleau;Linda;F;"Sortant
(même
poste)"; ;2144;309;4;Élu
67040;Saint-Isidore;Paroisse;670;Roussillon;16;Montérégie;.; ; ;5;CV;Conseiller;Pitre-Bergevin;Alexis;M;"Nouveau
candidat"; ;2144;146;4;Non élu
67040;Saint-Isidore;Paroisse;670;Roussillon;16;Montérégie;.; ; ;6;CV;Conseiller;Meunier;Marie;F;"Sortant
(même
poste)"; ;2144;0;.;"Élu sans
opposition"
67045;Mercier;Ville;670;Roussillon;16;Montérégie;.; ; ;0;MA;Maire;Michaud;Lise;F;"Sortant
(même
poste)";Parti avenir Mercier;10524;0;.;"Élu sans
opposition"
67045;Mercier;Ville;670;Roussillon;16;Montérégie;.; ; ;1;CV;Conseiller;Roy;Stéphane;M;"Sortant
(même
poste)";Parti avenir Mercier;2131;442;3;Élu
67045;Mercier;Ville;670;Roussillon;16;Montérégie;.; ; ;1;CV;Conseiller;Bujold;Christian;M;"Nouveau
candidat"; ;2131;114;3;Non élu
67045;Mercier;Ville;670;Roussillon;16;Montérégie;.; ; ;2;CV;Conseiller;Felx;Stéphanie;F;"Nouveau
candidat";Parti avenir Mercier;1485;0;.;"Élu sans
opposition"
67045;Mercier;Ville;670;Roussillon;16;Montérégie;.; ; ;3;CV;Conseiller;Bolduc;Tony;M;"Nouveau
candidat";Parti avenir Mercier;1835;0;.;"Élu sans
opposition"
67045;Mercier;Ville;670;Roussillon;16;Montérégie;.; ; ;4;CV;Conseiller;Drolet;Philippe;M;"Sortant
(même
poste)";Parti avenir Mercier;1869;0;.;"Élu sans
opposition"
67045;Mercier;Ville;670;Roussillon;16;Montérégie;.; ; ;5;CV;Conseiller;Mallet;Bernard;M;"Nouveau
candidat";Parti avenir Mercier;1441;325;4;Élu
67045;Mercier;Ville;670;Roussillon;16;Montérégie;.; ; ;5;CV;Conseiller;Poirier;Jean;M;"Nouveau
candidat"; ;1441;62;4;Non élu
67045;Mercier;Ville;670;Roussillon;16;Montérégie;.; ; ;6;CV;Conseiller;Laplaine;Martin;M;"Sortant
(même
poste)";Parti avenir Mercier;1763;0;.;"Élu sans
opposition"
67050;Châteauguay;Ville;670;Roussillon;16;Montérégie;.; ; ;0;MA;Maire;Allard;Éric;M;"Sortant
(autre
poste)";"Alliance Châteauguay -
Équipe Éric Allard Team";36907;6350;154;Élu
67050;Châteauguay;Ville;670;Roussillon;16;Montérégie;.; ; ;0;MA;Maire;Simon;Nathalie;F;"Nouveau
candidat";"Action citoyenne/Citizens'
Action - Équipe Nathalie
Simon";36907;3359;154;Non élu
67050;Châteauguay;Ville;670;Roussillon;16;Montérégie;.; ; ;0;MA;Maire;Lamoureux;Lucie;F;"Nouveau
candidat";"Impact Châteauguay -
Équipe Lamoureux";36907;2166;154;Non élu
67050;Châteauguay;Ville;670;Roussillon;16;Montérégie;.; ;de La Noue;1;CV;Conseiller;Doyle;Barry;M;"Sortant
(même
poste)";"Alliance Châteauguay -
Équipe Éric Allard Team";4590;697;26;Élu
67050;Châteauguay;Ville;670;Roussillon;16;Montérégie;.; ;de La Noue;1;CV;Conseiller;Lavigne;Marc;M;"Nouveau
candidat";"Impact Châteauguay -
Équipe Lamoureux";4590;479;26;Non élu
67050;Châteauguay;Ville;670;Roussillon;16;Montérégie;.; ;de La Noue;1;CV;Conseiller;Minotti;Nick;M;"Nouveau
candidat";"Action citoyenne/Citizens'
Action - Équipe Nathalie
Simon";4590;305;26;Non élu
67050;Châteauguay;Ville;670;Roussillon;16;Montérégie;.; ;du Filgate;2;CV;Conseiller;Bryant;Arlene;F;"Nouveau
candidat";"Alliance Châteauguay -
Équipe Éric Allard Team";4641;764;26;Élu
67050;Châteauguay;Ville;670;Roussillon;16;Montérégie;.; ;du Filgate;2;CV;Conseiller;Énault;Michel;M;"Sortant
(même
poste)";"Impact Châteauguay -
Équipe Lamoureux";4641;293;26;Non élu
67050;Châteauguay;Ville;670;Roussillon;16;Montérégie;.; ;du Filgate;2;CV;Conseiller;Martineau;Patricia;F;"Nouveau
candidat";"Action citoyenne/Citizens'
Action - Équipe Nathalie
Simon";4641;232;26;Non élu
67050;Châteauguay;Ville;670;Roussillon;16;Montérégie;.; ;de Robutel;3;CV;Conseiller;Corbeil;Éric;M;"Sortant
(même
poste)";"Alliance Châteauguay -
Équipe Éric Allard Team";4481;889;29;Élu
67050;Châteauguay;Ville;670;Roussillon;16;Montérégie;.; ;de Robutel;3;CV;Conseiller;Quansah;Samuel;M;"Nouveau
candidat";"Action citoyenne/Citizens'
Action - Équipe Nathalie
Simon";4481;240;29;Non élu
67050;Châteauguay;Ville;670;Roussillon;16;Montérégie;.; ;de Robutel;3;CV;Conseiller;Létourneau;Luc;M;"Nouveau
candidat";"Impact Châteauguay -
Équipe Lamoureux";4481;169;29;Non élu
67050;Châteauguay;Ville;670;Roussillon;16;Montérégie;.; ;de Bumbray;4;CV;Conseiller;Laberge;Lucie;F;"Sortant
(même
poste)";"Alliance Châteauguay -
Équipe Éric Allard Team";4978;859;24;Élu
67050;Châteauguay;Ville;670;Roussillon;16;Montérégie;.; ;de Bumbray;4;CV;Conseiller;Chalmel;Madeleine;F;"Nouveau
candidat";"Action citoyenne/Citizens'
Action - Équipe Nathalie
Simon";4978;370;24;Non élu
67050;Châteauguay;Ville;670;Roussillon;16;Montérégie;.; ;de Bumbray;4;CV;Conseiller;Horvat;Joseph;M;"Nouveau
candidat";"Impact Châteauguay -
Équipe Lamoureux";4978;223;24;Non élu
67050;Châteauguay;Ville;670;Roussillon;16;Montérégie;.; ;de Salaberry;5;CV;Conseiller;Kerneis;Marie-Louise;F;"Nouveau
candidat";"Alliance Châteauguay -
Équipe Éric Allard Team";3886;573;42;Élu
67050;Châteauguay;Ville;670;Roussillon;16;Montérégie;.; ;de Salaberry;5;CV;Conseiller;Lacoste-Bissonnette;Sandrine;F;"Nouveau
candidat";"Action citoyenne/Citizens'
Action - Équipe Nathalie
Simon";3886;367;42;Non élu
67050;Châteauguay;Ville;670;Roussillon;16;Montérégie;.; ;de Salaberry;5;CV;Conseiller;Scalia King;Doreen E.;F;"Nouveau
candidat";"Impact Châteauguay -
Équipe Lamoureux";3886;256;42;Non élu
67050;Châteauguay;Ville;670;Roussillon;16;Montérégie;.; ;de Lang;6;CV;Conseiller;Gendron;Mike;M;"Sortant
(même
poste)";"Alliance Châteauguay -
Équipe Éric Allard Team";4463;1170;29;Élu
67050;Châteauguay;Ville;670;Roussillon;16;Montérégie;.; ;de Lang;6;CV;Conseiller;McGinn;Michael;M;"Nouveau
candidat";"Action citoyenne/Citizens'
Action - Équipe Nathalie
Simon";4463;345;29;Non élu
67050;Châteauguay;Ville;670;Roussillon;16;Montérégie;.; ;de Lang;6;CV;Conseiller;Callichurn;Asha;F;"Nouveau
candidat";"Impact Châteauguay -
Équipe Lamoureux";4463;216;29;Non élu
67050;Châteauguay;Ville;670;Roussillon;16;Montérégie;.; ;de Le Moyne;7;CV;Conseiller;Daoust;Luc;M;"Nouveau
candidat";"Alliance Châteauguay -
Équipe Éric Allard Team";5199;861;43;Élu
67050;Châteauguay;Ville;670;Roussillon;16;Montérégie;.; ;de Le Moyne;7;CV;Conseiller;Girard;Yvon;M;"Nouveau
candidat";"Action citoyenne/Citizens'
Action - Équipe Nathalie
Simon";5199;443;43;Non élu
67050;Châteauguay;Ville;670;Roussillon;16;Montérégie;.; ;de Le Moyne;7;CV;Conseiller;Barbeau;Denis;M;"Nouveau
candidat";"Impact Châteauguay -
Équipe Lamoureux";5199;297;43;Non élu
67050;Châteauguay;Ville;670;Roussillon;16;Montérégie;.; ;D'Youville;8;CV;Conseiller;Le Borgne;François;M;"Sortant
(même
poste)"; ;4669;682;31;Élu
67050;Châteauguay;Ville;670;Roussillon;16;Montérégie;.; ;D'Youville;8;CV;Conseiller;Castonguay;Sylvie;F;"Nouveau
candidat";"Alliance Châteauguay -
Équipe Éric Allard Team";4669;494;31;Non élu
67050;Châteauguay;Ville;670;Roussillon;16;Montérégie;.; ;D'Youville;8;CV;Conseiller;Durivage;Mathieu;M;"Nouveau
candidat";"Action citoyenne/Citizens'
Action - Équipe Nathalie
Simon";4669;289;31;Non élu
67050;Châteauguay;Ville;670;Roussillon;16;Montérégie;.; ;D'Youville;8;CV;Conseiller;Thibault;Michel;M;"Nouveau
candidat";"Impact Châteauguay -
Équipe Lamoureux";4669;262;31;Non élu
67055;Léry;Ville;670;Roussillon;16;Montérégie;.; ; ;0;MA;Maire;Boyle;Kevin;M;"Nouveau
candidat";Ensemble Vert L'Avenir;1905;703;20;Élu
67055;Léry;Ville;670;Roussillon;16;Montérégie;.; ; ;0;MA;Maire;Letham;Walter;M;"Sortant
(même
poste)"; ;1905;547;20;Non élu
67055;Léry;Ville;670;Roussillon;16;Montérégie;.; ;de la Gare;1;CV;Conseiller;Ranger;Gérald;M;"Sortant
(même
poste)"; ;341;0;.;"Élu sans
opposition"
67055;Léry;Ville;670;Roussillon;16;Montérégie;.; ;Les Boisés;2;CV;Conseiller;Laberge;Marie-Chantal;F;"Nouveau
candidat";Ensemble Vert L'Avenir;352;135;4;Élu
67055;Léry;Ville;670;Roussillon;16;Montérégie;.; ;Les Boisés;2;CV;Conseiller;Longtin;Sandra;F;"Nouveau
candidat"; ;352;86;4;Non élu
67055;Léry;Ville;670;Roussillon;16;Montérégie;.; ;Bellevue;3;CV;Conseiller;Pinard;Éric;M;"Sortant
(même
poste)"; ;282;100;5;Élu
67055;Léry;Ville;670;Roussillon;16;Montérégie;.; ;Bellevue;3;CV;Conseiller;Mongeau;Johanne;F;"Nouveau
candidat";Ensemble Vert L'Avenir;282;94;5;Non élu
67055;Léry;Ville;670;Roussillon;16;Montérégie;.; ;Les Riverains;4;CV;Conseiller;Proulx;Daniel;M;"Nouveau
candidat";Ensemble Vert L'Avenir;308;109;0;Élu
67055;Léry;Ville;670;Roussillon;16;Montérégie;.; ;Les Riverains;4;CV;Conseiller;Leclaire;Paul;M;"Sortant
(même
poste)"; ;308;81;0;Non élu
67055;Léry;Ville;670;Roussillon;16;Montérégie;.; ;du Manoir;5;CV;Conseiller;Lamarre;Liette;F;"Nouveau
candidat";Ensemble Vert L'Avenir;337;154;5;Élu
67055;Léry;Ville;670;Roussillon;16;Montérégie;.; ;du Manoir;5;CV;Conseiller;Parent;Eric;M;"Sortant
(même
poste)"; ;337;70;5;Non élu
67055;Léry;Ville;670;Roussillon;16;Montérégie;.; ;Woodland;6;CV;Conseiller;Leclerc;Léon;M;"Nouveau
candidat"; ;285;98;6;Élu
67055;Léry;Ville;670;Roussillon;16;Montérégie;.; ;Woodland;6;CV;Conseiller;Roy;Jacques;M;"Nouveau
candidat";Ensemble Vert L'Avenir;285;97;6;Non élu
68005;Saint-Bernard-de-Lacolle;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;0;MA;Maire;Muzzi;Estelle;F;"Sortant
(autre
poste)"; ;1284;452;6;Élu
68005;Saint-Bernard-de-Lacolle;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;0;MA;Maire;Loiseau;Doug;M;"Nouveau
candidat"; ;1284;168;6;Non élu
68005;Saint-Bernard-de-Lacolle;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;0;MA;Maire;Béliveau;Roland-Luc;M;"Nouveau
candidat"; ;1284;9;6;Non élu
68005;Saint-Bernard-de-Lacolle;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;1;CV;Conseiller;Adam;Marie-Claude;F;"Nouveau
candidat"; ;1284;0;.;"Élu sans
opposition"
68005;Saint-Bernard-de-Lacolle;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;2;CV;Conseiller;Dubuc;Michel;M;"Nouveau
candidat"; ;1284;0;.;"Élu sans
opposition"
68005;Saint-Bernard-de-Lacolle;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;3;CV;Conseiller;Girard;Carmyn;M;"Nouveau
candidat"; ;1284;437;21;Élu
68005;Saint-Bernard-de-Lacolle;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;3;CV;Conseiller;Lafrance;André;M;"Sortant
(même
poste)"; ;1284;177;21;Non élu
68005;Saint-Bernard-de-Lacolle;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;4;CV;Conseiller;Landry Bergeron;Vicky;F;"Sortant
(même
poste)"; ;1284;0;.;"Élu sans
opposition"
68005;Saint-Bernard-de-Lacolle;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;5;CV;Conseiller;Lejour;Simon;M;"Nouveau
candidat"; ;1284;348;14;Élu
68005;Saint-Bernard-de-Lacolle;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;5;CV;Conseiller;Robert;Denis;M;"Sortant
(même
poste)"; ;1284;273;14;Non élu
68005;Saint-Bernard-de-Lacolle;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;6;CV;Conseiller;Ste Marie;Carole;F;"Nouveau
candidat"; ;1284;481;9;Élu
68005;Saint-Bernard-de-Lacolle;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;6;CV;Conseiller;Tinant;Jean-Louis;M;"Nouveau
candidat"; ;1284;145;9;Non élu
68010;Hemmingford;Village;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;0;MA;Maire;Somerville;Drew;M;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
68010;Hemmingford;Village;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;1;CV;Conseiller;Lussier;Normand;M;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
68010;Hemmingford;Village;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;2;CV;Conseiller;Krohn;Michael;M;"Nouveau
candidat"; ;0;.;.;"Élu sans
opposition"
68010;Hemmingford;Village;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;3;CV;Conseiller;Hill;Christopher;M;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
68010;Hemmingford;Village;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;4;CV;Conseiller;Mailloux;Jonathan;M;"Nouveau
candidat"; ;0;.;.;"Élu sans
opposition"
68010;Hemmingford;Village;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;5;CV;Conseiller;McNaughton;Jayne;F;"Nouveau
candidat"; ;0;.;.;"Élu sans
opposition"
68010;Hemmingford;Village;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;6;CV;Conseiller;Bourdon;Lucie;F;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
68015;Hemmingford;Canton;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;0;MA;Maire;Bouchard;Lucien;M;"Sortant
(autre
poste)"; ;1620;521;7;Élu
68015;Hemmingford;Canton;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;0;MA;Maire;Massignani;Vladimiro;M;"Nouveau
candidat"; ;1620;94;7;Non élu
68015;Hemmingford;Canton;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;1;CV;Conseiller;Viau;Richmond;M;"Sortant
(même
poste)"; ;1620;425;0;Élu
68015;Hemmingford;Canton;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;1;CV;Conseiller;Dauphinais;Michel;M;"Nouveau
candidat"; ;1620;180;0;Non élu
68015;Hemmingford;Canton;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;2;CV;Conseiller;Beattie;Deborah;F;"Sortant
(même
poste)"; ;1620;0;.;"Élu sans
opposition"
68015;Hemmingford;Canton;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;3;CV;Conseiller;St-Hilaire;Maude;F;"Sortant
(même
poste)"; ;1620;527;0;Élu
68015;Hemmingford;Canton;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;3;CV;Conseiller;Pitrik;Jan;M;"Nouveau
candidat"; ;1620;80;0;Non élu
68015;Hemmingford;Canton;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;4;CV;Conseiller;Bergeron;Julie;F;"Nouveau
candidat"; ;1620;296;0;Élu
68015;Hemmingford;Canton;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;4;CV;Conseiller;Laramée-Paquette;Véronique;F;"Nouveau
candidat"; ;1620;244;0;Non élu
68015;Hemmingford;Canton;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;4;CV;Conseiller;Farrell;Bernard;M;"Nouveau
candidat"; ;1620;63;0;Non élu
68015;Hemmingford;Canton;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;5;CV;Conseiller;Lamoureux;Jean-Marc;M;"Nouveau
candidat"; ;1620;408;0;Élu
68015;Hemmingford;Canton;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;5;CV;Conseiller;Tremblay;André;M;"Nouveau
candidat"; ;1620;184;0;Non élu
68015;Hemmingford;Canton;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;6;CV;Conseiller;Mineau;Pierre;M;"Sortant
(même
poste)"; ;1620;0;.;"Élu sans
opposition"
68020;Sainte-Clotilde;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;0;MA;Maire;MAYNÉ;Guy-Julien;M;"Sortant
(même
poste)"; ;1507;0;.;"Élu sans
opposition"
68020;Sainte-Clotilde;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;1;CV;Conseiller;BARBEAU;François;M;"Sortant
(même
poste)"; ;222;0;.;"Élu sans
opposition"
68020;Sainte-Clotilde;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;2;CV;Conseiller;PERRAULT;André;M;"Nouveau
candidat"; ;253;0;.;"Élu sans
opposition"
68020;Sainte-Clotilde;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;3;CV;Conseiller;DUPUIS;Julie;F;"Nouveau
candidat"; ;269;0;.;"Élu sans
opposition"
68020;Sainte-Clotilde;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;4;CV;Conseiller;TREMBLAY;Marcel;M;"Nouveau
candidat"; ;229;70;1;Élu
68020;Sainte-Clotilde;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;4;CV;Conseiller;ROZON;Carole;F;"Nouveau
candidat"; ;229;31;1;Non élu
68020;Sainte-Clotilde;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;5;CV;Conseiller;DINNIGAN;Michael;M;"Nouveau
candidat"; ;237;47;2;Élu
68020;Sainte-Clotilde;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;5;CV;Conseiller;BEAUDIN;Lise;F;"Nouveau
candidat"; ;237;16;2;Non élu
68020;Sainte-Clotilde;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;6;CV;Conseiller;ARCOITE;Robert;M;"Sortant
(même
poste)"; ;297;26;4;Élu
68020;Sainte-Clotilde;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;6;CV;Conseiller;GAGNON;Guillaume;M;"Nouveau
candidat"; ;297;18;4;Non élu
68025;Saint-Patrice-de-Sherrington;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;0;MA;Maire;Boyer;Yves;M;"Sortant
(même
poste)"; ;1550;0;.;"Élu sans
opposition"
68025;Saint-Patrice-de-Sherrington;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;1;CV;Conseiller;Coallier;Karine;F;"Nouveau
candidat"; ;1550;406;12;Élu
68025;Saint-Patrice-de-Sherrington;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;1;CV;Conseiller;Lando;Mauro;M;"Sortant
(même
poste)"; ;1550;159;12;Non élu
68025;Saint-Patrice-de-Sherrington;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;2;CV;Conseiller;Boissy;Mélodie;F;"Nouveau
candidat"; ;1550;463;18;Élu
68025;Saint-Patrice-de-Sherrington;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;2;CV;Conseiller;Regimbald;Michel;M;"Nouveau
candidat"; ;1550;96;18;Non élu
68025;Saint-Patrice-de-Sherrington;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;3;CV;Conseiller;Mangione;Anthony;M;"Nouveau
candidat"; ;1550;448;14;Élu
68025;Saint-Patrice-de-Sherrington;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;3;CV;Conseiller;Boisvert;Pierre;M;"Sortant
(même
poste)"; ;1550;115;14;Non élu
68025;Saint-Patrice-de-Sherrington;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;4;CV;Conseiller;Cousineau;Réjean;M;"Nouveau
candidat"; ;1550;0;.;"Élu sans
opposition"
68025;Saint-Patrice-de-Sherrington;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;4;CV;Conseiller;Laplante;Daniel;M;"Sortant
(même
poste)"; ;1550;0;.;Désistement
68025;Saint-Patrice-de-Sherrington;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;5;CV;Conseiller;Lussier;Louise;F;"Sortant
(même
poste)"; ;1550;0;.;"Élu sans
opposition"
68025;Saint-Patrice-de-Sherrington;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;6;CV;Conseiller;English;Denis;M;"Sortant
(même
poste)"; ;1550;0;.;"Élu sans
opposition"
68030;Napierville;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;0;MA;Maire;Pelletier;Chantale;F;"Sortant
(même
poste)";Équipe Pelletier;0;.;.;"Élu sans
opposition"
68030;Napierville;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;1;CV;Conseiller;Perreault;Ghislain;M;"Sortant
(même
poste)";Équipe Pelletier;0;.;.;"Élu sans
opposition"
68030;Napierville;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;2;CV;Conseiller;Bleau;Christine;F;"Nouveau
candidat";Équipe Pelletier;0;.;.;"Élu sans
opposition"
68030;Napierville;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;3;CV;Conseiller;Dufour;Mario;M;"Sortant
(même
poste)";Équipe Pelletier;0;.;.;"Élu sans
opposition"
68030;Napierville;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;4;CV;Conseiller;Tardif;Marthe;F;"Sortant
(même
poste)";Équipe Pelletier;0;.;.;"Élu sans
opposition"
68030;Napierville;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;5;CV;Conseiller;Brault;Serge;M;"Sortant
(même
poste)";Équipe Pelletier;0;.;.;"Élu sans
opposition"
68030;Napierville;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;6;CV;Conseiller;Dumont;David;M;"Sortant
(même
poste)";Équipe Pelletier;0;.;.;"Élu sans
opposition"
68035;Saint-Cyprien-de-Napierville;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;0;MA;Maire;Mercier;Jean-Marie;M;"Sortant
(autre
poste)";Action Démocratie;1409;0;.;"Élu sans
opposition"
68035;Saint-Cyprien-de-Napierville;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;1;CV;Conseiller;Dumesnil;Gérard;M;"Nouveau
candidat";Action Démocratie;1409;0;.;"Élu sans
opposition"
68035;Saint-Cyprien-de-Napierville;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;2;CV;Conseiller;Monette;Michel;M;"Sortant
(autre
poste)";Action Démocratie;1409;0;.;"Élu sans
opposition"
68035;Saint-Cyprien-de-Napierville;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;3;CV;Conseiller;Van Winden;Martin;M;"Sortant
(même
poste)";Action Démocratie;1409;0;.;"Élu sans
opposition"
68035;Saint-Cyprien-de-Napierville;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;4;CV;Conseiller;Boissy;Maurice;M;"Sortant
(même
poste)";Action Démocratie;1409;0;.;"Élu sans
opposition"
68035;Saint-Cyprien-de-Napierville;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;5;CV;Conseiller;Josiane;Surprenant;F;"Nouveau
candidat";Action Démocratie;1409;0;.;"Élu sans
opposition"
68035;Saint-Cyprien-de-Napierville;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;6;CV;Conseiller;Boire;Jean-François;M;"Nouveau
candidat"; ;1409;245;1;Élu
68035;Saint-Cyprien-de-Napierville;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;6;CV;Conseiller;Schoemans;Brigitte;F;"Nouveau
candidat";Action Démocratie;1409;115;1;Non élu
68035;Saint-Cyprien-de-Napierville;Municipalité;680;"Les
Jardins-de-Napierville";16;Montérégie;.; ; ;6;CV;Conseiller;Lalonde;Isabelle;F;"Nouveau
candidat"; ;1409;33;1;Non élu
