ï»¿OBJECTID,MUNICIPALITE,NO_ZONE,SHAPE.STArea(),SHAPE.STLength()
608,86042,5051,838435.02060759,5289.18301678637
609,86042,3146,171150.85259443,3089.37863967151
610,86042,4061,263498.912466255,3132.84590352231
611,86042,5074,185362.670408255,2229.61765732936
612,86042,4089,205782.13349105,2184.43602625078
613,86042,3103,55742.37691097,1299.21111626846
614,86042,7102,5648622.95796642,13927.8557681812
615,86042,3016,87547.236509495,1851.00078869626
616,86042,8027,5934514.4986586,16981.5414506154
617,86042,5095,2612434.20685733,11164.8420494477
618,86042,9077,6302799.66575342,18763.033418755
619,86042,7047,78265.837509615,1801.73733456094
620,86042,9078,12642414.1656573,19391.1000023012
621,86042,7086,39681.846958605,978.93373619353
622,86042,7108,25334.149062305,705.53221594395
623,86042,5052,3454213.53906117,7753.80075279275
624,86042,7546,12287951.052649,16952.1354870576
625,86042,7120,558092.770072865,9650.68464127055
626,86042,7524,7333248.2574929,13000.3508646354
627,86042,9106,7701230.95383322,19398.3759927412
628,86042,7095,197520.899402945,3831.60881807742
629,86042,9037,37449338.6145489,52895.854130821
630,86042,5053,131226.881658975,1526.67224662072
631,86042,7547,25273938.867554,32098.0596299164
632,86042,8028,3542966.21778717,16357.4322074232
633,86042,8029,26189319.9024144,57716.9550343865
634,86042,9057,323983981.774013,176206.932373479
635,86042,7103,163419.588608475,4492.13092228253
636,86042,5075,2844163.88010441,13776.0485328288
637,86042,4066,65514.315115225,1712.71285331037
638,86042,5076,1522726.64783546,7859.26195738451
639,86042,9038,3152593.79858257,8669.58226232081
640,86042,7109,134064.20117194,2623.089870825
641,86042,7520,3203930.32046482,10474.1230803046
642,86042,9079,1828399.42443654,6589.17469478786
643,86042,4062,109555.299095215,1573.37936054563
644,86042,7061,433704.59484445,8073.5154559671
645,86042,7182,426512.7128964,5415.11735447695
646,86042,9138,11405358.2449183,27127.7664554734
647,86042,7548,6475759.74211538,13457.4501231094
648,86042,5077,1219199.08775167,6504.35674826564
649,86042,7087,302328.4904291,5230.19098405625
650,86042,5078,1599953.70347051,6437.83406060413
651,86042,4082,19329.401828305,917.724323001327
652,86042,3106,96257.558477185,1720.09537971041
653,86042,7110,534205.619860655,9461.59761277429
654,86042,7111,3356836.57558536,11836.8731516931
655,86042,7096,164787.703741255,3757.60823729221
656,86042,7549,10196732.5203173,13301.964615545
657,86042,7121,92796.15190944,1850.29964326836
658,86042,7112,57691.973974315,1690.20931896864
659,86042,7068,206976.596007215,4611.1900029041
660,86042,7550,3455509.88777574,9100.69229777493
661,86042,5096,367552.3214014,3457.6501378065
662,86042,7113,127154.955637025,2602.93613275897
663,86042,4075,72715.12516689,1141.27087315771
664,86042,5097,352843.164737655,2395.05244626335
665,86042,4081,201364.13895608,2435.97069899268
666,86042,5054,831099.00802952,4195.72557985711
667,86042,9058,528143261.887264,233510.982230044
668,86042,4087,41500.140377065,1434.83659662582
669,86042,7114,24789.135416545,739.570724062244
670,86042,5062,897956.872637455,6358.73312213383
671,86042,7065,38743869.6764703,685636.66783915
672,86042,4042,9412.026540455,406.611881951511
673,86042,9107,17063913.7909844,34244.8874586422
674,86042,7151,330469.80053607,7798.36064888647
675,86042,7097,144823.10744339,2740.3513976415
676,86042,7073,118079.837643395,2197.45028034868
677,86042,7115,64196.501407655,1347.8117820672
678,86042,9137,49886.36794794,904.782833247511
679,86042,9108,35706089.2898069,34970.4044115326
680,86042,7074,178856.19126867,3844.42025459089
681,86042,5055,3189021.84240687,12299.0846818447
682,86042,7088,409292.4999,3464.29589695773
683,86042,7041,2351937.95914551,6650.91863460891
684,86042,3017,60110.330759975,1781.76580010799
685,86042,7152,183016.35928868,3332.36206015189
686,86042,5098,2348997.1012286,8859.01427508971
687,86042,7551,967122.73307456,6137.55249931635
688,86042,3147,228642.117735025,3817.64437691224
689,86042,4074,71829.82479653,1284.38318510714
690,86042,7077,1648694.12918196,6549.82405363286
691,86042,8030,2114791.24220681,6576.93559701063
692,86042,7104,416415.92136903,3305.4417636867
693,86042,9109,45973552.7494616,37029.2970218092
694,86042,5056,3827678.65347468,12406.8592371057
695,86042,7016,1645975.20425034,12067.8962053552
696,86042,7058,137963.77029876,3909.19570563544
697,86042,9007,111974.500933735,2867.09939075597
698,86042,6004,291575.96975637,2417.7432054982
699,86042,6005,188818.903537715,1895.81570519605
700,86042,6006,221232.03319329,2555.00567861935
701,86042,6007,241015.116211705,2373.98019681383
702,86042,2157,102654.261156175,1719.39661084982
703,86042,2000,86342.966178235,1872.56146039657
704,86042,2001,127811.36034071,1745.57697320139
705,86042,2002,367930.774443085,3041.99483415541
706,86042,2146,93836.829531865,1263.00110475161
707,86042,2145,106265.66792425,1791.57667864628
708,86042,2155,46048.074658815,1133.49219639723
709,86042,2154,35319.713072205,847.31623262675
710,86042,2152,113879.239611575,1813.09816424192
711,86042,2151,256120.55822838,3214.30214840698
712,86042,2153,80578.29034914,1526.00464913257
713,86042,2150,73089.304569495,1405.0206694345
714,86042,2149,32800.66365596,755.814921080729
715,86042,2148,32763.870246985,1081.14362565724
716,86042,2147,57131.48606855,1739.56550047874
717,86042,2006,48303.428428675,1141.00904641067
718,86042,2007,30195.91749193,824.948769814758
719,86042,2008,12014.467871635,473.415135518716
720,86042,2009,63803.07254028,1078.4677002696
721,86042,2010,78203.80325304,1305.31391069696
722,86042,2011,147399.79886247,2024.28947073815
723,86042,2012,13572.64444641,509.313529558889
724,86042,2013,140422.0672606,2224.19155684104
725,86042,2014,34799.02450892,1045.26053606971
726,86042,2015,141523.684143375,2800.77517366467
727,86042,2016,75808.51560449,1195.91093121786
728,86042,2017,62192.968743345,1323.0502034985
729,86042,2018,181006.331866135,2863.65275759962
730,86042,2019,118880.93833753,2133.5813906141
731,86042,2020,275575.845810195,4558.06771658475
732,86042,2021,34673.803222685,1031.59543261026
733,86042,2022,19190.31241783,644.273024377208
734,86042,2023,12916.52249811,575.502826198805
735,86042,2024,60411.18525513,1136.37261842293
736,86042,2025,63765.32774328,1458.32744902255
737,86042,2026,80578.45249718,1587.30978403524
738,86042,2027,1449.25872969,152.399404410781
739,86042,2028,57360.964207805,1538.52223194402
740,86042,2029,130260.24515227,2404.11832470497
741,86042,2030,7164.57878782,436.680577899824
742,86042,2031,6391.07994415,358.931494258549
743,86042,2033,93649.24806498,1753.2380004837
744,86042,2034,127192.07600615,1634.8832469189
745,86042,2035,26184.988114425,850.524749651943
746,86042,2036,71229.121278295,1186.02725845923
747,86042,2037,239709.554815085,2623.21385303074
748,86042,2038,35188.5779683,740.93869499144
749,86042,2039,114758.97188006,2205.01169893793
750,86042,2040,93478.054141565,1537.77488202303
751,86042,2158,17341.415351205,543.553535435262
752,86042,2041,47615.605271155,1417.70870810042
753,86042,2042,44129.26729505,1197.28521436315
754,86042,2044,68355.195989195,1458.27479986648
755,86042,2045,82978.89854571,2478.04212028484
756,86042,2046,33803.61498194,1008.67698217247
757,86042,2047,11073.24882136,556.604635071088
758,86042,2048,28513.19183834,889.115673918681
759,86042,2049,26160.00461059,1052.20552730285
760,86042,2055,23059.448304545,688.597821981857
761,86042,2056,33935.11273658,904.806523274981
762,86042,2050,57694.596734515,1313.06289848325
763,86042,2051,16717.022920455,621.305564830065
764,86042,2057,24655.53881962,1234.27568808009
765,86042,2052,44612.69906512,1455.43107652373
766,86042,2058,68619.54144506,1615.88495967691
767,86042,2059,91061.95701244,1717.79964875877
768,86042,3165,42726.323497435,1136.56917076462
769,86042,2060,14390.699079805,493.956649924447
770,86042,2061,34223.609288725,918.350266615436
771,86042,2062,22480.391257875,725.305132586889
772,86042,2063,87614.42378632,1470.18086973616
773,86042,2064,40102.644542575,1639.92329356792
774,86042,2065,47333.31490422,965.54017852694
775,86042,2066,80078.250480625,2534.88492683204
776,86042,2067,31151.61374588,926.507599742169
777,86042,2068,69845.92836298,1378.49672833894
778,86042,2069,40944.219651615,928.803117527358
779,86042,2070,77064.279618585,1467.80043979723
780,86042,2072,124020.327549025,1768.33699765141
781,86042,2073,35088.48683191,962.979485285662
782,86042,2074,25608.79863727,876.074733446775
783,86042,2075,22548.5057541,996.160905514768
784,86042,2076,15824.33202197,582.047966705572
785,86042,2077,17429.048683315,718.570836355714
786,86042,2078,55421.042308355,1005.45110754741
787,86042,2079,63474.46528919,1216.8805885371
788,86042,6008,504957.954427505,3243.3481051722
789,86042,3132,4627015.00414312,29232.2432917504
790,86042,3148,670757.388909205,5111.23531972817
791,86042,6009,62371.89421132,1173.01697897045
792,86042,2081,85464.36730286,1165.67457958434
793,86042,2082,98861.066686505,1535.37141918174
794,86042,2083,4165.3461117,260.925777598142
795,86042,2084,41939.82212705,1056.72616309045
796,86042,2144,56030.066896845,1254.44037297822
797,86042,2156,21283.744530465,953.679628000741
798,86042,2085,41076.419321285,1048.06205411267
799,86042,2086,44885.4510996,1221.54119551162
800,86042,2087,12347.555658195,542.848901072236
801,86042,2088,39736.871673325,993.591616317423
802,86042,2089,67529.02397397,1661.140870691
803,86042,2090,19069.33077187,636.894098138032
804,86042,2091,136690.982845875,1759.58318443764
805,86042,2092,13027.11191829,675.631874731461
806,86042,2093,38116.639992775,839.039019277973
807,86042,2094,38252.42205281,891.667591441401
808,86042,2095,34440.338501415,1184.99038497428
809,86042,2096,69018.02635066,1189.60918791936
810,86042,2097,40425.00677403,805.737023451783
811,86042,2098,54258.902165115,970.871428565181
812,86042,2099,44566.87820668,1305.97828279906
813,86042,2100,26345.50213287,777.920559991382
814,86042,2101,9975.714172815,622.875961481105
815,86042,2102,6089.002519985,362.701148312194
816,86042,2103,94941.32226623,1916.61078554898
817,86042,2104,14728.69058982,626.297211912889
818,86042,3176,540159.398112865,5761.42557001705
819,86042,3109,300713.22530691,3222.96950039257
820,86042,9126,3784565.46447643,13162.9421957525
821,86042,5099,429396.037207515,2729.00613231722
822,86042,3062,2097916.27389021,9183.80497740334
823,86042,3113,255319.599043975,2218.11031152771
824,86042,2105,501614.106163585,4292.03853644777
825,86042,6010,533347.851813255,4019.41263223852
826,86042,2106,73633.607717725,1846.1663976892
827,86042,3114,214314.27275738,2865.27045839276
828,86042,9127,17950055.6772337,21402.2435149217
829,86042,7178,312724.00869613,2546.97409594224
830,86042,3150,180152.150314795,2230.12752750287
831,86042,6011,273398.04003594,2136.28734952934
832,86042,6012,202422.135134585,2050.14955659189
833,86042,2005,323342.49051069,4514.65128579858
834,86042,6022,213352.032597595,2653.57885805807
835,86042,2003,159189.94296268,2228.77861732633
836,86042,2004,214844.954641785,3345.73936273287
837,86042,3063,349965.70557678,3876.62431208308
838,86042,3111,168427.84344621,1580.2862910173
839,86042,3112,357480.114104145,2771.75009083968
840,86042,6013,15275.481253575,1249.47252850056
841,86042,6014,1461974.42217333,6890.88228380781
842,86042,6015,18944.220699475,766.698028923978
843,86042,2107,35606.35864928,1033.13784783136
844,86042,2108,21312.33303261,938.513864093659
845,86042,2109,64437.30942776,1565.34303525677
846,86042,2110,41572.357829745,1137.57522229161
847,86042,2111,98823.59130595,1450.37461151564
848,86042,2112,83912.993258155,1521.11342373227
849,86042,2113,210226.63614225,2712.84927190989
850,86042,2114,6061.135172575,352.412152306258
851,86042,2115,125100.103918375,1928.9517896019
852,86042,2116,26063.62247685,658.061272905351
853,86042,2117,4460.00043208,281.25696090413
854,86042,2118,10496.907360905,700.378275040384
855,86042,2119,84595.58665769,1222.3308994005
856,86042,2120,38200.960181385,1124.44592499348
857,86042,2121,73116.146263275,1747.91907263215
858,86042,2122,43411.215097435,898.778218073257
859,86042,2123,34596.16749059,751.126415955892
860,86042,2124,40061.15226645,1121.60760322262
861,86042,2125,31267.361773565,723.116795231154
862,86042,2126,116956.49731626,1790.95830580079
863,86042,2127,42119.970124155,927.503508736432
864,86042,2128,29550.06013719,1057.15747304647
865,86042,2129,6586.951041225,470.850092521834
866,86042,2130,84886.37687185,1395.72421713009
867,86042,6016,1590320.68759446,7940.8619226854
868,86042,2131,6943.502727765,400.904496242239
869,86042,2132,24930.475985655,866.021101311031
870,86042,2133,69985.9132593,1156.44214741679
871,86042,2134,11813.65239557,472.459338166155
872,86042,2135,15613.369930715,856.28592808024
873,86042,2136,76984.66565433,1364.39457429373
874,86042,2137,75010.91480599,1256.03249336614
875,86042,2138,70075.6172684,1180.50472177391
876,86042,2139,42768.16675577,989.945855571666
877,86042,1015,3826.553529535,303.277023939614
878,86042,1022,14260.054446405,466.376782622744
879,86042,2140,34305.35112869,1139.74731354479
880,86042,1017,29214.864180895,838.214378382611
881,86042,3018,177882.953169315,4417.37998887346
882,86042,3019,78655.007055635,1326.25002048433
883,86042,3160,37110.935180165,1544.05114078528
884,86042,3161,18230.968855215,1257.07412950952
885,86042,3162,18396.045543305,1102.21584072047
886,86042,3163,24194.589903215,709.499245831776
887,86042,3020,765939.8729087,4652.04244893663
888,86042,3021,138172.524899995,2075.30613555806
889,86042,3158,442273.63533428,3436.75969167251
890,86042,3022,388559.22755263,2691.92208991401
891,86042,3159,22516.516794485,674.134866506507
892,86042,3023,54474.280684295,1523.00635944871
893,86042,3024,60143.31097405,1260.90631477478
894,86042,3025,171803.24888562,1968.94026744622
895,86042,3027,77531.649575055,1585.0113147274
896,86042,3028,78207.49966536,1951.77005925933
897,86042,3029,300406.14442235,3980.96658729986
898,86042,3030,80564.71687235,1939.53132746561
899,86042,3031,8669.71600391,391.457180428214
900,86042,3032,80256.748363935,1632.90484703646
901,86042,3033,93795.70722435,2156.86532697516
902,86042,3172,50210.192607895,906.590356552405
903,86042,3034,171393.2958832,2227.00462979105
904,86042,3035,166080.601479705,2465.89372738769
905,86042,3036,37458.10157996,1564.68859010115
906,86042,3037,96278.311272325,2837.07333581063
907,86042,3038,1330096.17235489,12046.897787867
908,86042,3039,218161.29737062,2399.92052021066
909,86042,3040,175792.69764153,3826.12220211759
910,86042,3041,52302.320367945,2115.01040026076
911,86042,3042,94937.97302291,2295.9519675529
912,86042,3043,41277.39394753,1419.19045998525
913,86042,3044,136320.837487105,1751.46279647249
914,86042,3045,131509.703724725,1580.62849587263
915,86042,3046,589816.573571535,3639.1567584601
916,86042,6017,335071.181112085,2647.19206712591
917,86042,6018,178634.71914466,1817.11448340743
918,86042,6019,97147.11331383,2056.23488755007
919,86042,6021,567385.888985405,4574.88908751354
920,86042,2141,41881.507341615,1090.84305619665
921,86042,1010,28128.63821313,1192.67035842409
922,86042,1020,6008.85617948,319.38554215541
923,86042,1024,11412.390674835,510.68422330292
924,86042,1006,46779.52776013,1408.82096948258
925,86042,1026,10104.00095307,534.702283118494
926,86042,1025,27486.93795091,1057.24354928975
927,86042,1023,9868.16768371,507.66799756436
928,86042,1018,59117.357184755,1080.95184739235
929,86042,3047,423004.227713465,3590.543618195
930,86042,3048,77378.871384635,1319.54223892947
931,86042,3049,142415.337567545,1909.40858054795
932,86042,3050,92174.743885615,1360.71362462602
933,86042,3051,102877.530905545,2216.90494518624
934,86042,1016,26083.12036481,730.06432718556
935,86042,1005,40792.31085039,1087.99963367855
936,86042,1008,23867.942910115,1029.04430790462
937,86042,2142,26951.074270405,1252.85172960407
938,86042,3052,99149.05384978,1680.48892157016
939,86042,3053,218934.917955725,2111.87873307796
940,86042,1014,32305.675751935,1031.64759366814
941,86042,1021,140497.791068245,1695.86115970535
942,86042,1000,56160.47877998,991.022340436814
943,86042,1001,30695.946448485,773.990740770597
944,86042,1003,62671.371412455,1289.56527568087
945,86042,1028,23060.58772764,619.845060928614
946,86042,1004,26543.53527945,922.858889196178
947,86042,1011,28163.570023385,900.914599402576
948,86042,1007,44476.25619435,1341.92121716741
949,86042,1012,9522.088956915,411.816114916423
950,86042,1002,36201.81297419,1223.17991559571
951,86042,1019,31027.265246755,1091.6438325219
952,86042,1013,31251.949963355,1556.03399452366
953,86042,2143,281824.69056481,6041.50279989614
954,86042,2159,3787801.61353986,18612.0218536568
955,86042,2053,887339.924281755,7811.39397418623
956,86042,3116,314483.105841265,3107.41381250339
957,86042,3151,147339.338435885,1831.09752791365
958,86042,3117,231509.21283605,2120.48686825837
959,86042,3152,13439.56563315,1235.3292596594
960,86042,3153,90869.51575893,1370.24442798131
961,86042,3118,238464.69304802,2994.17075030513
962,86042,3119,341956.69417893,3488.3389140261
963,86042,3121,114925.83193295,1739.60939489141
964,86042,3122,53346.64382462,1099.38855921479
965,86042,3154,56404.20148447,996.065860381155
966,86042,3155,11250.01505941,550.000706302605
967,86042,3123,69692.39228674,1652.21829972793
968,86042,3124,73117.471506865,1105.76613124286
969,86042,3115,197800.733680675,1994.90420565854
970,86042,7184,71442987.8459989,738962.699927648
971,86042,1027,9864.849313635,413.889754548044
972,86042,5057,1014278.58698745,6595.71822608196
973,86042,3170,14581.032644565,629.155213065325
974,86042,3156,2043.58529008,188.959371127414
975,86042,3157,1020.9851288,127.985906857912
976,86042,7552,136552.0576923,1568.68749223011
977,86042,7553,809591.960810105,5081.48824740543
978,86042,3125,39391.078723,1140.34078736272
979,86042,3169,4045.088512045,294.246612171682
980,86042,3168,3269.21568494,333.784567315174
981,86042,3054,10978.694713235,506.722012615994
982,86042,5058,3139109.81865678,10828.401396714
983,86042,5112,1976.975068735,177.896825679267
984,86042,2054,13217.575645025,562.246108822376
985,86042,9059,31693640.5753461,89985.2087582268
986,86042,7049,1439713.0005,14291.5456178701
987,86042,4104,122644.1480742,1453.85288565542
988,86042,7164,328525.58792171,7119.06438913509
989,86042,7094,545603.6567443,9820.95026409086
990,86042,9020,27639096.7579821,54920.6973965199
991,86042,9151,552040.250694385,8497.59271099858
992,86042,9013,1373713.30769279,8010.21422271718
993,86042,9017,314353554.183257,199352.290418165
994,86042,2080,41780.565409295,1002.29440965743
995,86042,5110,47029.67337464,1789.63261207277
996,86042,9111,98069666.4032779,91235.9534223405
997,86042,2161,12493.08363395,583.956844189695
998,86042,2160,9590.293417575,543.73969221628
999,86042,9029,67159588.8759837,76235.2756518547
1000,86042,5050,829897.126889335,9382.92202612235
1001,86042,7136,126680.64229271,2568.96823297857
1002,86042,7122,1778913.2968221,15281.1285513573
1003,86042,7025,25102457.5223075,51910.3232257901
1004,86042,7165,8367858.99297801,34201.2873055751
1005,86042,7153,331068.48164052,6390.45351879768
1006,86042,5111,57581.12638337,1186.23726452777
1007,86042,8014,33816403.6024711,42435.7554157833
1008,86042,3096,849450.05708911,6047.46641751835
1009,86042,2043,10123.68374141,485.576076415785
1010,86042,7020,385971.3385629,6306.94041744533
1011,86042,7157,2014063.10070552,44149.0885662249
1012,86042,7158,15567.49446919,505.985274046899
1013,86042,7159,12332.315317385,457.260207708519
1014,86042,3173,21086.100116225,850.747129131745
1015,86042,6020,114253.806339855,1838.92967775721
1016,86042,7117,201816.32137999,4046.42298382224
1017,86042,5090,1045243.32753483,6406.09243106643
1018,86042,3120,220924.50628856,4269.84730199303
1019,86042,3130,69899.017627255,1394.7243539602
1020,86042,2162,50094.420295565,951.44413120076
1021,86042,5066,1791547.59543769,14888.2444248048
1022,86042,3174,27098.43339973,660.376753890462
1023,86042,3149,30083.28163829,1280.15610875126
1024,86042,3175,15103.03366824,563.467133011939
1025,86042,1009,43458.177755845,1288.35578165654
1026,86042,5116,67822.36980906,1271.74568605686
1027,86042,5115,211052.660508265,2929.37998914045
1028,86042,3079,248549.821683065,2918.2737165929
1029,86042,5117,272313.940947675,2282.52351433666
1030,86042,2163,7191.567569505,425.922677832298
1031,86042,1029,27997.42026702,825.760207716201
1032,86042,7567,25214729.9456044,28055.3967251394
1033,86042,7185,303629.71803359,7713.21748506328
1034,86042,7186,71973.370720725,1875.13880933128
1035,86042,3108,233396.375868195,2274.38636563871
1036,86042,5118,930490.125629395,4587.55072708431
1037,86042,3177,66357.64924707,1082.0574573606
1038,86042,1030,3462.75405961,244.997936525529
1039,86042,7525,3384902.36767107,11893.0142470047
1040,86042,5119,392753.55896163,3526.3832528376
1041,86042,5120,850454.622610245,7036.16031136553
1042,86042,3178,12423.493738555,583.944375460196
1043,86042,3086,48264.531621465,1145.90126279436
1044,86042,2164,23246.022131025,609.674865088118
1045,86042,2165,14426.4870542,518.020749443312
1046,86042,4106,19275.757340705,655.615137820175
1047,86042,8004,4292604.21958802,28975.8646839644
1048,86042,3181,47768.637689755,1078.1892111973
1049,86042,2166,14611.310551015,563.895798451682
1050,86042,3182,4923.603693325,322.661149059204
1051,86042,9152,7352948.95752253,14643.5157255353
1052,86042,5123,870288.908576275,3793.01298528815
1053,86042,2167,14953.10965598,608.98214916824
1054,86042,2168,38559.002740835,854.117703800597
1055,86042,9153,42854964.3733366,52383.5162955921
