variableID,NomVariable,UniteMesure,AnneeDonne,Valeur,Ville,noVariablePourFormule
6581,Services rendus relatifs aux réseaux d’égout (MAMH),$,2021,124000,Montréal,VEAU100033
6812,Services rendus relatifs au réseau de distribution de l’eau potable (MAMH),$,2021,1435000,Montréal,VEAU100035
6815,Richesse foncière uniformisée,$,2021,431442595346,Montréal,VADM100025
6816,Services rendus pour la voirie municipale  (MAMH),$,2021,3572000,Montréal,VTRA100023
6817,Services rendus pour l’enlèvement de la neige (MAMH),$,2021,1125000,Montréal,VTRA900024
6818,Services rendus pour la collecte des déchets (MAMH),$,2021,75000,Montréal,VGMR100020
6819,Coût de la formation,$,2021,43141319,Montréal,VRHU100021
6820,Rémunération totale,$,2021,2054145000,Montréal,VRHU100022
7022,Longueur de kilomètre des conduites de distribution / transmission d’eau potable,km,2021,4443,Montréal,VEAU900063
110078,Nombre de kilomètres de voie (MAMH),km,2021,11392,Montréal,VTRA900050
6064,Population de la Ville de Montréal,habitants,2022,1800055,Montréal,VPOP900002
6229,Coût de l’activité de distribution de l’eau potable (MAMH),$,2022,108881000,Montréal,VEAU100001
6230,Amortissement du réseau de distribution de l’eau potable (MAMH),$,2022,41325000,Montréal,VEAU100002
6232,Coût de l’activité d’approvisionnement et de traitement de l’eau potable (MAMH),$,2022,57094000,Montréal,VEAU100004
6233,Amortissement de l’activité d’approvisionnement et de traitement de l’eau potable (MAMH),$,2022,15917000,Montréal,VEAU100005
6234,Nombre total de mètres cubes d’eau potable traités (MAMH),m3,2022,504865404,Montréal,VEAU900006
6237,Coût de l’activité des réseaux d’égout (MAMH),$,2022,42633000,Montréal,VEAU100009
6238,Amortissement des réseaux d’égout (MAMH),$,2022,29810000,Montréal,VEAU100010
6243,Coût de l’activité de traitement des eaux usées (MAMH),$,2022,72976000,Montréal,VEAU100012
6244,Amortissement pour le traitement des eaux usées (MAMH),$,2022,22913000,Montréal,VEAU100013
6259,Nombre de kilomètres de conduite d'égout,km,2022,5080,Montréal,VEAU900023
6263,Coût des activités collecte transport et élimination des déchets domestiques et assimilés (MAMH),$,2022,90434000,Montréal,VGMR100008
6264,Amortissement pour la collecte des déchets (MAMH),$,2022,4134000,Montréal,VGMR100009
6267,Tonnes de matières résiduelles résidentielles valorisées,tonne,2022,292676,Montréal,VGMR900012
6268,Tonnes de matières résiduelles résidentielles éliminées,tonne,2022,411473,Montréal,VGMR900013
6270,Nombre de locaux (logements et ICI) desservis en collecte de déchets domestiques et assimilés (MAMH),Quantité,2022,930117,Montréal,VGMR900015
6311,Services rendus pour l’activité de sécurité incendie (MAMH),$,2022,1604000,Montréal,VINC100008
6322,Coût de l'activité voirie municipale (MAMH),$,2022,158343000,Montréal,VTRA100017
6323,Amortissement relatif à la voirie (MAMH),$,2022,284098000,Montréal,VTRA100018
6324,Coût de l'activité enlèvement de la neige (MAMH),$,2022,208767000,Montréal,VTRA100019
6516,Coûts d’exploitation pour l’activité de sécurité incendie (MAMH),$,2022,391463000,Montréal,VINC100015
6517,Amortissement relatif à l’activité de sécurité incendie (MAMH),$,2022,12373000,Montréal,VINC100016
6524,Amortissement relatif à l'enlèvement de la neige (MAMH),$,2022,7070000,Montréal,VTRA100021
6526,Nombre de mètres cubes d’eaux usées traités par station d'épuration (MAMH),m3,2022,775580000,Montréal,VEAU900031
6581,Services rendus relatifs aux réseaux d’égout (MAMH),$,2022,219000,Montréal,VEAU100033
6812,Services rendus relatifs au réseau de distribution de l’eau potable (MAMH),$,2022,1038000,Montréal,VEAU100035
6815,Richesse foncière uniformisée,$,2022,494795298834,Montréal,VADM100025
6816,Services rendus pour la voirie municipale  (MAMH),$,2022,3478000,Montréal,VTRA100023
6817,Services rendus pour l’enlèvement de la neige (MAMH),$,2022,1363000,Montréal,VTRA900024
6818,Services rendus pour la collecte des déchets (MAMH),$,2022,23000,Montréal,VGMR100020
6819,Coût de la formation,$,2022,43398323,Montréal,VRHU100021
6820,Rémunération totale,$,2022,2193720000,Montréal,VRHU100022
7022,Longueur de kilomètre des conduites de distribution / transmission d’eau potable,km,2022,4451,Montréal,VEAU900063
110078,Nombre de kilomètres de voie (MAMH),km,2022,11493,Montréal,VTRA900050
