NO_REF_BIO,SUPERFICIE,NO_REG_ADM,NM_REG_ADM,MODE_GEST,STATUT,DTMAJ,DATE_PUBLI 
09451R345,114,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
02251R001,165.6,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
07352R060,95,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
04352R517,116.3,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
02452R072,174,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
08764R005,142.8,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
02351R305,413.1,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
08351R074,187.7,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
06251R007,63.4,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
02452R062,183,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
03551R010,54.7,12,Chaudière-Appalaches,59,Refuge biologique désigné,20230228000000,2023-04-01
02551R017,148.4,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
09751R133,130.5,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
086-006,50.4,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
08151R046,66.2,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
07152R070,81,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
04251R212,113,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
06251R021,61.1,14,Lanaudière,59,Refuge biologique désigné,20220826000000,2023-04-01
02251R032,121.2,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
07352R062,106.3,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
01253R024,210.5,01,Bas-Saint-Laurent,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
11153R059,248,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
04251R214,68.4,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
09351R080,102.9,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
04351R050,274.3,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
02665R028,149.2,10,Nord-du-Québec,59,Refuge biologique désigné,20230323000000,2023-04-01
089-006,50.3,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
07251R020,68.8,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
09751R148_P,22.8,09,Côte-Nord,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
02251R020,206.2,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
08152R022,42.3,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
02352R075,478.2,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
07451R549,154,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
06451R176,47.1,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
07352R007,131,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
088-002,66,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
07451R073,585.5,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
08251R006,117.2,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
07151R052,69.5,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
02551R031,277.1,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
08351R001,329.9,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
09351R056,141.2,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
03351R043,118.1,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20230228000000,2023-04-01
02452R014,281.8,02,Saguenay--Lac-Saint-Jean,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
02751R060,566.4,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
09751R066,157.5,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
09452R020,145.2,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
06251R029,107.1,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
06451R163,50.2,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
07351R026,91.3,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
08462R011,186.1,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
08551R044,167.8,10,Nord-du-Québec,59,Refuge biologique désigné,20200619000000,2023-04-01
08151R040,176.3,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
07451R557,70.7,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
01254R012,70.4,01,Bas-Saint-Laurent,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
07152R037,147,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
09351R011,613.3,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
09751R080,101.5,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
08462R022,414.1,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
04151R009,121.5,03,Capitale-Nationale,59,Refuge biologique désigné,20200619000000,2023-04-01
09352R064,351.4,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
02551R081,283.2,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
06251R026,92,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
03551R006,65.8,12,Chaudière-Appalaches,59,Refuge biologique désigné,20230228000000,2023-04-01
06451R043,65,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
02452R030,186.3,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
02251R047,46.9,02,Saguenay--Lac-Saint-Jean,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
04352R717,165.3,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
09751R028,193,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
09551R009,126.9,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
02751R018,280.6,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
04351R070,177.9,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
08751R020,257,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
06252R007,96.9,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
02751R008,258.8,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
06152R016,98.9,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
02664R011,199.1,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
08151R019,49.9,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
06451R079,185.7,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
02751R053,187.2,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
02352R019,129.9,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
02451R002,157.9,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
07352R003,53.4,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
02663R017,106.4,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
04251R003,128.3,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
08451R006,477.4,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
08251R019,928.4,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
08763R003,228,10,Nord-du-Québec,59,Refuge biologique désigné,20230323000000,2023-04-01
08652R031,214.7,10,Nord-du-Québec,59,Refuge biologique désigné,20200619000000,2023-04-01
087-004,62,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
09351R025,489.1,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
08652R002,240.2,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
09451R068,265.2,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
06251R001,51,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
03451R002,76.5,12,Chaudière-Appalaches,55,Projet de refuge biologique exclu de la production forestière,20230228000000,2023-04-01
02551R067,488,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
08151R056,107.4,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
02451R020,560,02,Saguenay--Lac-Saint-Jean,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
086-008,61.1,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
06451R182,130,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
01251R059,48.9,01,Bas-Saint-Laurent,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
04151R099,69.8,04,Mauricie,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
09352R044,157,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
08551R015,112.7,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
941-009,21.3,02,Saguenay--Lac-Saint-Jean,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
01251R051,51.6,01,Bas-Saint-Laurent,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
08763R014,467,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
07351R021,57.3,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
08666R008,168,10,Nord-du-Québec,59,Refuge biologique désigné,20230323000000,2023-04-01
02651R021,128.2,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
08152R095,170.1,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
07151R038,109.8,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
07451R537,148,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
06152R013,113.7,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
04251R200,115.2,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
06451R198,176.1,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
03151R030,146.5,03,Capitale-Nationale,59,Refuge biologique désigné,20230228000000,2023-04-01
02251R024,375.9,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
08764R011,235.1,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
08151R007,112.7,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
087-016,56,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
08651R026,171.8,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
04351R079,228.2,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
04352R802,68.3,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
02665R035,196.3,10,Nord-du-Québec,59,Refuge biologique désigné,20230323000000,2023-04-01
08351R124,298.4,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
08764R006,323.4,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
02551R013,406.7,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
04251R060,205.4,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
09451R063,128.3,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
02651R005,118,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
08665R005,831.6,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
08351R025,157.4,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
02551R107,1033.7,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
11153R045,604.6,11,Gaspésie--Îles-de-la-Madeleine,59,Refuge biologique désigné,20200619000000,2023-04-01
04352R733,119.3,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
07352R054,146.7,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
09452R021,241.2,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
07451R111,113.9,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
02551R075,376.1,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
04151R077,50.4,04,Mauricie,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
09751R014,234,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
09452R069,101.7,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
08664R012,116.8,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
08351R134,133.4,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
11255R127,147.2,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
09351R007,222.5,09,Côte-Nord,59,Refuge biologique désigné,20210723000000,2023-04-01
08451R036,116.6,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
079-006,33.8,15,Laurentides,55,Projet de refuge biologique exclu de la production forestière,20230301000000,2023-04-01
02551R086,280,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
07251R026,73.1,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
09351R100,730.9,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
02665R017,104.2,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
03151R012,200,03,Capitale-Nationale,59,Refuge biologique désigné,20230228000000,2023-04-01
04352R723,270.5,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
02666R014,298.2,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
09352R014,176.4,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
07151R032,84.6,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
07352R082,76.6,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
06251R036_P,19.3,14,Lanaudière,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
