PrjName,RecordNo,JOUR,PERIO,QC,QB,Q13,Q1AM1,Q1AM1O,Q1AM2,Q1AM2O,Q1AM3,Q1AM3O,Q1AM4,Q1AM4O,Q1AM5,Q1AM5O,Q1B,Q1BO,Q1C,Q2AA,Q2AB,Q2AC,Q2AD,Q2AE,Q2BA,Q2BB,Q2BC,Q2BD,Q2BE,Q3,Q4M1,Q4M1O,Q4M2,Q4M2O,Q4M3,Q4M3O,Q4M4,Q4M4O,Q4M5,Q4M5O,Q5,Q6,Q7,Q8,Q9A,Q9B,Q9C,Q9D,Q9E,Q9F,Q9G,Q9H,Q10,Q11,Q12,Q14,Q14O,Q15,Q16,Q16B,Q16BO,Q16C,Q16CO,Q17,LANG;,,,,, 
12000_112B,15315,2,1,H4H1H1,17,2,19,Rénovation de permis, , , , , , , , , , ,2,1,2,1,1,2,2, ,1,2, ,2, , , , , , , , , , ,1,1,2,1,2,2,2,1,1,2,2,1,2,1,8,2, ,1,4,1, ,2, ,2,FR;,,,,,
12000_112B,15340,2,1,999999,12,6,7, , , , , , , , , , , ,4,2,2,2,2,2, , , , , ,1,11,a attendu beaucoup de temps, , , , , , , , ,1,2, ,5,3,3,3,9,3,3,3,3,4,4,98,4, ,1,9,3, ,7, ,2,FR;,,,,,
12000_112B,15376,1,1,H4N1A3,14,5,7,Mauvaises odeurs émanant des puisards, , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,2,1,1,1,1,1,1,1,1,2,1,1,2, ,2,2,1, ,1, ,2,FR;,,,,,
"""12000_112B",15418,2,1,H2P2B3,19,4,14,"""""C'était sur un arbre qui touche le toit de notre maison. On a appelé en juillet"," mais c'était pas encore fait.""""", , , , , , , , , , ,2,2,1,2,2,2, ,2, , , ,2, , , , , , , , , , ,1,2, ,4,4,2,2,2,1,4,2,2,2,2,2,2, ,1,4,1, ,1, ,2,"FR"";",,,,
12000_112B,15509,2,1,H2F3G6,13,3,16,pour un entrepreneur qui occupait la ruelle derriere chez nous, , , , , , , , , , ,4,2,1,1,2,2, ,1,1, , ,1,3,le personnal ne savait pas a qui me referer, , , , , , , , ,9,2, ,3,4,2,3,4,2,4,4,3,4,4,6,2, ,1,4,1, ,1, ,1,FR;,,,,,
12000_112B,15511,3,1,H2C1F7,1,5,17,Éclairage dans la rue,1, , , , , , , ,1, ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,3,1,1,1,1,3,2,1,2,1,9,4, ,1,4,3, ,1, ,2,FR;,,,,,
12000_112B,15521,4,1,H9A1A9,10,6,9, , , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,2,2, ,3,9,1,1,1,1,2,9,1,2,1,2,3, ,1,4,1, ,1, ,2,FR;,,,,,
12000_112B,15527,3,1,999999,6,6,97,copropriety de condo, , , , , , , , , , ,10,2,2,2,1,2, , , ,5, ,1,4, , , , , , , , , ,1,2, ,1,3,9,2,2,1,2,2,1,2,1,6,9, ,1,4,2, ,1, ,2,FR;,,,,,
12000_112B,15532,4,1,H1G1M4,8,6,17,un lampadaire defectueux !, , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,1,1,1,9,1,1,1,2,1,2,1,98,5, ,2,9,3, ,1, ,2,FR;,,,,,
12000_112B,15533,3,1,H8S3N9,4,6,14,pour un arbres les branche tombaient, , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,2,2, ,4,3,2,3,9,3,9,3,3,3,2,6,1, ,1,1,3, ,1, ,1,FR;,,,,,
12000_112B,15548,1,1,H4E3E3,5,5,1,J'habite sur la rue Beaulieu et il y'a un frigidaire qui avait placé dans la ruelle depuis l'été et ce dernier n'a jamais été enlevé. La présence de ce Frigudaire empeche l'eau de passer et cela innonde la ruelle qui resquirai de deborder et faire, , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,4,4,1,2,2,1,4,3,1,4,4,10,4,Je vie seule.,2,2,1, ,1, ,2,FR;,,,,,
12000_112B,15575,3,2,H7T2M8,6,5,1, , , , , , , , , , , ,2,2,2,2,1,2, , , ,2, ,2, , , , , , , , , , ,2,2, ,1,3,2,2,2,2,2,2,2,3,2,8,1, ,1,2,2, ,1, ,1,FR;,,,,,
12000_112B,15634,1,1,H1M3L3,13,6,14,Abattage d'un frêne, , , , , , , , , , ,1,2,1,2,1,2, ,1, ,1, ,9, , , , , , , , , , ,1,2, ,9,2,3,3,4,2,2,4,1,3,3,8,1, ,1,4,3, ,1, ,2,FR;,,,,,
12000_112B,15639,3,1,H2M1X2,1,3,10,Évaluation foncière, , , , , , , , , , ,1,1,2,2,2,2,3, , , , ,2, , , , , , , , , , ,1,1,1,1,3,2,2,1,1,2,2,3,2,2,8,2, ,1,3,1, ,1, ,1,FR;,,,,,
12000_112B,15660,2,1,H2K2V8,18,5,14,ramasser des branches, , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,2,2,2,2,1,1,9,1,2,1,1,4, ,1,4,3, ,1, ,1,FR;,,,,,
12000_112B,15682,2,1,H1A5L3,12,5,27,Pour une plainte contre moi de la ville (sur un arbre coupé), , , , , , , , , , ,2,1,2,2,2,2,1, , , , ,2, , , , , , , , , , ,1,2, ,1,1,1,1,1,1,1,1,1,2,1,2,4, ,1,4,1, ,1, ,2,FR;,,,,,
12000_112B,15688,1,1,H4R2T5,19,3,4, , , , , , , , , , , ,9,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,2,4,2,2,2,2,3,3,3,3,3,8,2, ,1,4,1, ,2, ,1,EN;,,,,,
12000_112B,15689,2,1,H1C2A9,12,2,1, , , , , , , , , , , ,3,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,2,1,1,1,1,1,1,1,2,1,1,2, ,1,4,1, ,2, ,1,FR;,,,,,
12000_112B,15720,4,1,H1H5H2,8,5,1, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,1,1,1,1,1,1,1,1,1,1,1,5, ,2,2,3, ,1, ,2,FR;,,,,,
"""12000_112B",15750,2,1,H4G1T2,17,3,1,desir avoir un bac brun, , , , , , , , , , ,3,2,2,2,2,2, , , , , ,1,5,"""""le system ne reconnaisais pas """""""" verdun """"""""""""", , , , , , , , ,9,2, ,4,2,2,2,2,2,4,2,2,4,4,3,4, ,2,4,1, ,1, ,1,"FR"";",,,,,
12000_112B,15769,4,1,H8Y3A3,10,3,1, , , , , , , , , , , ,1,2,1,1,2,2, ,1,1, , ,2, , , , , , , , , , ,1,2, ,2,2,1,2,1,1,2,2,1,2,2,3,2, ,1,4,1, ,99,russian,2,EN;,,,,,
12000_112B,15781,2,1,H2L0A2,18,6,1, , , , , , , , , , , ,1,2,1,2,2,2, ,1, , , ,2, , , , , , , , , , ,1,2, ,1,1,1,1,1,1,1,1,1,1,1,1,4, ,2,3,3, ,1, ,1,FR;,,,,,
"""12000_112B",15795,3,1,H1N3H2,7,3,25,"""""Demander la visite d'un inspecteur à cause de la moisissure dans mon logement. L'inspecteur est venu une semaine après",  le propriétaire avait peinturé et l'inspecteur n'a pu rien faire, car il ne voyait pas traces, inspection visuelle seulement. Moi,"""""", , , , , , , , , , ,1,1,2,2,2,2,1, , , , ,2, , , , , , , , , , ,9,2, ,1,2,1,1,1,1,2,1,1,2,4,8,2, ,2,4,1, ,1, ,1,"FR"";",
12000_112B,15811,3,1,H1X2Z2,7,3,1, , , , , , , , , , , ,1,2,2,2,1,2, , , ,1, ,2, , , , , , , , , , ,1,2, ,1,1,1,1,1,1,1,1,1,2,1,2,2, ,1,3,8,travailleur autonome,1, ,1,FR;,,,,,
"""12000_112B",15845,1,1,999999,11,4,20,"""""un trous qui a ete laiser apres avoirs retirer un arbre"," qui est la il ya une dizaine anne. Mon pere a tomber dans le trou et s'est casser une dents et s'est fait mal au poignet""""", , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,2,3,2,2,2,2,9,2,2,2,4,98,2, ,2,4,1, ,1, ,2,"FR"";",,,,
12000_112B,15848,3,1,999999,4,4,14,Un arbre a couper, , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,1,1,1,1,1,1,1,1,1,2,1,1, ,1,3,1, ,1, ,1,FR;,,,,,
12000_112B,15850,1,1,H4K2P9,14,3,1, , , , , , , , , , , ,3,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,2,1,1,1,1,2,1,1,2,1,3,2, ,1,4,1, ,2, ,1,EN;,,,,,
12000_112B,15865,3,1,H1W2G2,7,5,22,pour travaux, , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,9,9,1,1,2,1,1,1,1,2,2,1,5, ,2,2,6, ,1, ,1,FR;,,,,,
12000_112B,15876,2,1,H4G0A4,17,3,1, , , , , , , , , , , ,1,1,2,2,2,2,1, , , , ,2, , , , , , , , , , ,1,2, ,1,2,9,2,2,1,1,1,1,2,2,3,4, ,2,4,1, ,1, ,1,FR;,,,,,
12000_112B,15916,2,1,H2K3T4,18,6,97,déménagement d'une clôture dans un parc d'une coopérative d'habitations..., , , , , , , , , , ,3,2,2,1,2,2, , ,1, , ,2, , , , , , , , , , ,1,2, ,2,3,2,3,3,2,3,3,2,3,2,6,9,la femme a appelé au nom d'une coopérative d'habitations.,1,4,3, ,1, ,2,FR;,,,,,
"""12000_112B",15932,1,1,H4E3C5,16,3,97,C'était à propos à un parc où l'arrosage dans le parc ne fonctionnait pas - il faisait très chaud., , , , , , , , , , ,3,2,1,2,1,2, ,3, ,2, ,1,12,"""""La personne trouvait ça drôle"," elle même riait à ma question.""""", , , , , , , , ,9,2, ,4,9,3,3,3,4,2,9,3,4,4,5,2, ,2,4,2, ,3, ,1,"FR"";",,,,
12000_112B,16078,2,1,H2L1R7,18,5,7,couvercle de puit d'égoût, , , , , , , , , , ,3,2,1,2,2,2, ,1, , , ,2, , , , , , , , , , ,2,2, ,1,3,2,9,9,1,3,2,1,3,3,8,4, ,9,9,1, ,1, ,1,FR;,,,,,
12000_112B,16173,2,1,H1E3Z6,12,3,25,Demande pour un gazebo, , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,1,4,2,1,2,2,1,2,2,2,2,2,2,9,3, ,1,3,2, ,2, ,2,FR;,,,,,
12000_112B,16291,2,1,H1R5T8,12,5,1, , , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,2,2,1,1,1,2,2,2,2,2,7,4, ,1,2,3, ,1, ,2,FR;,,,,,
12000_112B,16321,3,1,H9C2P7,6,2,19,Permis de construction,1, , , , , , , ,19,Permis de construction,4,1,1,1,2,2,2,4,2, , ,2, , , , , , , , , , ,1,1,2,2,1,1,1,1,1,1,1,2,2,2,7,2, ,1,3,1, ,1, ,1,FR;,,,,,
"""12000_112B",16322,2,1,H1C3A5,19,5,4, ,4,"""""Probleme dans la ruelle"," la rue est craquée.""""", , , , , , ,4, ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,5,3,2,2,2,1,2,2,2,2,4,98,1, ,1,4,3, ,3, ,1,"FR"";",,,,
12000_112B,16341,2,1,H2L1T3,18,2,12,aboiements de  chien, , , , , , , , , , ,7,2,2,2,1,2, , , ,2, ,2, , , , , , , , , , ,1,2, ,2,2,1,1,2,1,2,2,1,2,2,5,4, ,2,4,1, ,1, ,2,FR;,,,,,
12000_112B,16378,4,1,H1G5G4,8,5,14,C'était pour faire émonder mon arbre en avant..., , , , , , , , , , ,2,1,2,2,2,2,1, , , , ,2, , , , , , , , , , ,1,2, ,1,2,1,2,1,1,1,1,1,2,1,4,1, ,1,2,1, ,1, ,1,FR;,,,,,
"""12000_112B",16387,2,1,H2R2B1,19,2,4, ,14,arbre qui avait été coupé et resté en copeaux,16,sous-contractants de la Ville stationnés sur la piste cyclable,4,"""""descente de trottoir devant chez moi qui est peu visible", et les gens s'y stationnent, c'est une trappe à tickets, ça devrait être identifié par une bande jaune," mais la Ville dit qu'ils ne marquent plus la bande en jaune.""""", , ,4,descente de trottoir,2,2,2,2,2,2, , , , , ,1,18,"""""on m'a dit qu'on ne peinture plus les descentes de trottoirs"," donc il n'y a rien à faire.""""", , , , , , , , ,9,2, ,4,2,9,3,3,3,3,3,9,3,3,5,2, ,2,4,1, ,1, ,1,"FR"";"
"""12000_112B",16389,1,1,H4L1E3,16,3,22,"""""Concernant la signalisation ","un chantier mal signaliser.""""", , , , , , , , , , ,2,2,2,2,2,2, , , , , ,1,16,Des heures d'ouverture qui sont restreintes., , , , , , , , ,1,2, ,2,3,1,2,1,1,2,2,2,3,2,7,4, ,2,2,6, ,1, ,1,"FR"";",,,,
12000_112B,16422,1,1,H1X2T8,13,6,25,pour une information pour les services Acces montréal, , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,1,1,1,2,2,2,1,2,1,2,1,1,4, ,2,3,3, ,1, ,2,FR;,,,,,
12000_112B,16427,2,1,H1C2A6,12,5,14,Abbatage d'un arbre, , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,9,9,2,2,3,2,9,2,2,4,4,8,2, ,1,4,1, ,1, ,1,FR;,,,,,
12000_112B,16475,3,1,H1K3S7,2,2,14,branches d'arbres a ramasser, , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,3,1,2,1,1,1,1,1,2,1,8,3, ,1,2,6, ,1, ,1,FR;,,,,,
12000_112B,16522,3,1,H1M2E1,7,3,12, , , , , , , , , , , ,2,2,2,2,2,2, , , , , ,1,10, , , , , , , , , ,1,2, ,3,1,2,1,2,1,1,2,1,2,3,3,1, ,1,4,1, ,1, ,1,FR;,,,,,
12000_112B,16542,3,1,H8T2H2,5,6,4,faire ramasser pamcartes, , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,2,2,1,1,1,1,1,1,2,2,5,1, ,2,3,3, ,1, ,1,FR;,,,,,
12000_112B,16565,3,1,H1J2W7,2,5,1, , , , , , , , , , , ,3,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,2,1,2,2,1,1,2,1,1,2,2,8,1, ,1,2,1, ,1, ,1,FR;,,,,,
12000_112B,16572,3,1,H3L2Y1,1,6,97,Installation d'un abri-bus et il n'y avait pas de vitres et de banc pour l'abri-bus, , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,2,2, ,1,1,1,2,2,1,1,1,2,2,1,9,4, ,2,4,3, ,1, ,2,FR;,,,,,
"""12000_112B",16604,1,1,H1Y2S6,13,2,10,"""""Concernant mon taxe mutation","(la taxe de bienvenu)""""", , , , , , , , , , ,1,2,2,2,2,2, , , , , ,1,11,L'attente sa pris 20 minutes., , , , , , , , ,1,2, ,1,3,2,2,2,2,2,2,2,2,2,7,1, ,1,4,1, ,1, ,2,"FR"";",,,,
12000_112B,16605,1,1,H1P2R6,15,5,14,Pour ramasser des branches, , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,3,1,1,1,2,1,2,2,2,2,2,5, ,1,4,3, ,7, ,2,FR;,,,,,
12000_112B,16658,1,1,H4L2J9,14,2,16,stationnement interdiction confusion dans les consignes et les gens ont des contraventions, , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,2,1,2,2,1,1,9,1,2,1,4,2, ,2,4,4, ,1, ,2,FR;,,,,,
12000_112B,16678,1,1,H1T3J2,13,6,4,Un panneau de signalisation était installé en plein milieu de ma propriété., , , , , , , , , , ,3,2,1,1,1,2, ,3,2,2, ,1,9, ,7, ,4, ,15,311 inéfficace, , ,1,2, ,1,4,4,4,9,1,4,4,4,4,1,10,4, ,1,4,8,Employé autonome,1, ,1,FR;,,,,,
"""12000_112B",16682,2,1,H3Y3L1,18,6,16,"""""1-Problème avec les gens qui stationnent dans sa rue où il y a des vignettes assignées. 2-Lumières de brûlées dans la rue. 3-Redisposition des pancartes de vignettes (On ne l'a pas rappelé à ce sujet"," même après 3 fois).""""", , , , , , , , , , ,3,2,2,2,2,2, , , , , ,1,4, ,10, , , , , , , ,1,2, ,4,4,2,2,1,1,4,2,2,4,4,8,1, ,1,3,2, ,1, ,1,"FR"";",,,,
12000_112B,16726,1,1,H4N2B8,14,6,14,Tree, , , , , , , , , , ,4,1,2,2,2,2,2, , , , ,2, , , , , , , , , , ,1,2, ,4,3,3,2,2,2,2,2,2,3,4,3,1, ,2,3,3, ,2, ,1,EN;,,,,,
12000_112B,16740,3,1,H1K2Z8,2,6,1, , , , , , , , , , , ,3,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,2,2,2,2,2,1,1,1,2,1,10,9, ,1,9,3, ,1, ,2,FR;,,,,,
"""12000_112B",16771,3,1,H3L1A8,1,2,1, , , , , , , , , , , ,2,2,2,2,1,2, , , ,2, ,1,17,"""""Quand j'appelle le 311", à partir de mon téléphone cellulaire," l'appel est dirigé vers le 311 de Laval... mais on me transfère ensuite au 311 de Montréal.""""", , , , , , , , ,9,2, ,1,2,1,1,1,1,1,1,1,2,1,2,1, ,1,4,2, ,1, ,2,"FR"";",,,
12000_112B,16777,4,1,H1G2F5,8,4,1, , , , , , , , , , , ,7,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,1,1,2,1,1,1,1,2,1,1,1,4, ,2,2,1, ,1, ,1,FR;,,,,,
12000_112B,16780,3,1,H8N3C4,5,6,7,du a des travaux d'égouts et d'aqueduc  les tuyaux m.empechaient d'entrer dans mon garage, , , , , , , , , , ,3,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,1,1,1,1,1,1,1,1,2,1,3,1, ,2,2,3, ,1, ,1,FR;,,,,,
12000_112B,16826,2,1,H1B3C3,12,6,4, , , , , , , , , , , ,4,1,2,2,2,2,5, , , , ,2, , , , , , , , , , ,1,2, ,1,2,1,1,1,1,1,2,1,2,1,9,1, ,1,3,3, ,1, ,1,FR;,,,,,
12000_112B,16831,3,1,H1M1R6,7,5,12, , , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,1,1,1,1,1,1,2,1,2,1,8,1, ,1,3,1, ,1, ,1,FR;,,,,,
12000_112B,16837,4,1,H1G3N3,8,6,14,branches d'arbres cassées, , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,2,2, ,1,2,1,1,2,1,1,2,1,2,1,8,3, ,1,3,8,travailleur autonome,1, ,1,FR;,,,,,
12000_112B,16861,1,1,H4E4N1,16,4,7,sécurité (travaux d'aqueduc sur la rue Allard),7, , , , , , , ,7, ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,4,4,2,2,2,2,9,4,1,4,4,5,2, ,1,4,1, ,1, ,1,FR;,,,,,
12000_112B,16865,2,1,H1B2L2,12,6,6, , , , , , , , , , , ,99,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,2,2,2,2,2,2,2,2,2,1,9,4, ,2,2,3, ,1, ,1,FR;,,,,,
12000_112B,16877,2,1,H1V2R6,7,2,25,Information sur un règlement, , , , , , , , , , ,2,2,2,2,1,2, , , ,3, ,2, , , , , , , , , , ,1,2, ,2,1,2,1,2,1,1,2,2,2,2,4,1, ,2,4,1, ,1, ,2,FR;,,,,,
12000_112B,16880,1,1,H4E1R3,16,5,1, , , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,2,1,2,1,1,2,1,1,2,1,5,4, ,1,2,1, ,1, ,2,FR;,,,,,
12000_112B,16936,1,1,H1R1B5,15,6,97,Le grattoir arrache une partie du terrain de madame. Cela a chaque annee., , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,4,4,1,1,1,1,9,9,1,4,4,2,1, ,1,3,2, ,1, ,2,FR;,,,,,
12000_112B,16937,3,1,H1W3M7,7,4,15,Le netoyage de la rue., , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,3,4,2,3,2,2,4,2,4,4,4,7,2, ,1,3,1, ,1, ,1,FR;,,,,,
12000_112B,16943,3,1,H8T2B9,4,5,5, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,2,2,1,1,1,9,1,1,2,1,5,1, ,1,4,3, ,1, ,2,FR;,,,,,
12000_112B,16968,2,1,H1X2S7,13,2,14,Ramasser des branches, , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,1,2,2,3,2,3,1,2,2,2,2,2,2, ,2,2,1, ,1, ,2,FR;,,,,,
12000_112B,16972,3,1,H8R1S3,5,6,20,Au sujet d'arbres que la ville voulait planter sur notre terrain. Ça se prêtait pas à ça chez nous, , , , , , , , , , ,2,2,9,1,1,2, , ,2,2, ,2, , , , , , , , , , ,1,2, ,1,2,2,2,2,1,2,2,2,2,2,7,1, ,1,3,3, ,1, ,1,FR;,,,,,
12000_112B,17036,1,1,H2H1C8,11,4,1, , , , , , , , , , , ,10,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,2,9,9,1,1,1,2,1,2,2,1,2,1, ,1,4,1, ,1, ,1,FR;,,,,,
12000_112B,17054,4,1,H2V3F4,9,4,97,debarrer la porte du parc, , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,1,3,1,1,2,1,1,9,1,3,2,6,3, ,1,4,1, ,2, ,2,FR;,,,,,
12000_112B,17069,2,1,H1A4A1,12,5,17,Des lampadaires qui ne fonctionnaient pas., , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,1,2,1,1,1,1,1,1,2,1,1,4, ,1,2,2, ,1, ,2,FR;,,,,,
12000_112B,17103,3,1,H8P2V1,5,5,26,habitation de mon park deceder, , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,1,1,1,1,1,1,1,1,2,1,3,5, ,1,4,3, ,1, ,2,FR;,,,,,
12000_112B,17119,2,1,H4V3A5,17,2,6,sécurité des piétons dans ma ruelle,4, , , , , , , ,6,sécurité dans la ruelle,1,2,2,2,2,1, , , , ,1,2, , , , , , , , , , ,1,2, ,5,9,2,1,2,1,9,2,1,2,1,1,2, ,1,4,1, ,1, ,2,FR;,,,,,
12000_112B,17126,3,1,H3M2E2,1,4,14,couper les branches d'un sapin qui touche mon toit, , , , , , , , , , ,3,2,2,2,2,2, , , , , ,1,8, ,10, ,10,personne ne nous a rappelé, , , , ,2,2, ,4,4,4,4,4,4,4,4,3,4,4,8,5, ,1,3,2, ,7, ,2,FR;,,,,,
"""12000_112B",17128,1,1,H4E3D3,16,4,12,"""""Sur l'occupation dans le parc. - dans le parc Angrignon", pendant l'été, il y avait des courses de danse, de tai chi etc.," tous les jours et il y avait des gens qui jouaient de la msuique très fort.""""", , , , , , , , , , ,1,2,1,2,2,2, ,1, , , ,2, , , , , , , , , , ,1,2, ,2,2,9,1,1,1,1,1,2,3,3,7,1, ,1,4,1, ,1, ,2,"FR"";",
12000_112B,17152,3,1,H8N2S8,5,5,1, , , , , , , , , , , ,3,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,3,2,2,3,2,2,3,2,2,3,2,5,1, ,2,3,1, ,2, ,1,EN;,,,,,
12000_112B,17172,2,1,H1C1Y4,12,6,1, , , , , , , , , , , ,3,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,4,9,1,2,2,1,2,3,1,2,2,10,1, ,1,2,3, ,1, ,1,FR;,,,,,
12000_112B,17243,1,1,H4E1X4,16,2,3, , , , , , , , , , , ,1,2,1,2,2,2, ,1, , , ,2, , , , , , , , , , ,9,2, ,1,1,1,1,1,1,1,1,1,2,1,1,1, ,2,4,1, ,1, ,1,FR;,,,,,
12000_112B,17247,2,1,H1A5B3,12,6,14,Faire couper des branches d'un arbre, , , , , , , , , , ,3,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,3,2,2,9,2,2,3,9,2,3,3,98,1, ,1,2,3, ,1, ,2,FR;,,,,,
12000_112B,17274,2,1,H1A2X6,12,2,1, , , , , , , , , , , ,4,2,1,1,1,2, ,3,1,5, ,1,14,difficulte a rejoinder la ville, , , , , , , , ,1,2, ,4,4,2,2,2,2,3,2,3,3,3,7,4, ,1,3,1, ,1, ,2,FR;,,,,,
12000_112B,17275,2,1,H1E4X9,12,6,14,venir chercher des branches d'arbres, , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,1,1,1,1,1,1,1,1,1,2,1,1,1, ,1,1,3, ,7, ,1,FR;,,,,,
12000_112B,17288,3,1,H1V1R8,7,3,7, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,1,2,2,2,2,1,1,2,1,2,1,1,4, ,2,4,1, ,1, ,1,FR;,,,,,
"""12000_112B",17345,3,1,H8S3M6,4,5,15,"""""Balais mécanique qui N","était pas passé depuis quelque temps""""", , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,4,9,2,1,1,1,3,4,1,4,4,5,1, ,1,3,1, ,1, ,1,"FR"";",,,,
12000_112B,17389,3,1,H2B2G4,1,2,1, , , , , , , , , , , ,4,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,3,1,2,2,1,1,2,1,1,2,2,3,2, ,1,2,1, ,1, ,1,FR;,,,,,
12000_112B,17391,1,1,H4C2X6,16,6,1, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,2,2, ,1,2,2,1,1,2,2,2,2,2,3,1,1, ,1,4,3, ,2, ,2,EN;,,,,,
12000_112B,17442,3,1,H8S3C4,16,4,14,pick up leaves, , , , , , , , , , ,2,1,2,2,2,2,1, , , , ,2, , , , , , , , , , ,9,2, ,1,2,2,2,2,1,2,2,2,2,2,3,1, ,1,4,1, ,2, ,1,EN;,,,,,
12000_112B,17454,2,1,H3N2Z1,19,3,10, , , , , , , , , , , ,2,1,1,2,9,2,1,1, , , ,2, , , , , , , , , , ,1,2, ,1,1,1,1,1,1,1,1,1,2,1,2,4, ,1,4,1, ,1, ,2,FR;,,,,,
12000_112B,17468,3,1,H1K4C3,2,4,14,la gril du frene,14,Ramassage des branches, , , , , , ,14,la gril du frene,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,1,1,1,1,1,1,1,1,2,1,1,2, ,1,4,1, ,1, ,2,FR;,,,,,
12000_112B,17469,4,1,H2C2A4,1,1,27,plaintes propreté arrondissement, , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,2,2, ,2,4,4,3,3,2,3,4,3,3,2,8,4, ,2,4,8,travailleur autonome,2, ,1,FR;,,,,,
12000_112B,17485,3,1,H8T3W3,5,6,97,transport en commun, , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,4,2,2,9,2,1,9,9,2,2,2,1,4, ,2,2,3, ,1, ,2,FR;,,,,,
12000_112B,17495,1,1,H4C1X5,16,3,7, , , , , , , , , , , ,8,2,1,2,2,2, ,2, , , ,2, , , , , , , , , , ,1,2, ,5,4,1,2,1,1,4,2,2,4,4,8,3, ,2,3,1, ,1, ,1,FR;,,,,,
