ï»¿OBJECTID,MUNICIPALITE,NORTE,CLSFNCTION,CARACTRTE,ODONYME,ANCIEN_ODONYME,DIRECTION,INTVIRGA,INTVIRDR,VITESSE,LONGUEUR,CAMIONNAGE,GESTIONNAIRE,SHAPE.STLength()
184,86042,,Locale municipale,<Null>,Avenue Richard,Avenue Richard ,0,0,0,40,155.14517343,Ville_interdite,Ville,155.137650315974
185,86042,,Locale municipale,<Null>,Rue Champagne,Rue Mercier ,0,0,0,40,220.8959343,Ville_interdite,Ville,220.895934297963
186,86042,,Artere municipale,<Null>,Avenue LariviÃ¨re,Avenue LariviÃ¨re ,0,0,0,50,43.11779862,Ville_permise,Ville,43.1177986192477
187,86042,,Locale municipale,<Null>,Rue Monseigneur-Tessier Ouest,Rue Monseigneur-Tessier Ouest,0,0,0,40,190.8696612,Ville_interdite,Ville,190.869661196168
188,86042,,Locale municipale,<Null>,2e Avenue Est,2e Avenue Est,0,0,0,40,205.96076931,Ville_interdite,Ville,205.96076931292
189,86042,,Locale municipale,<Null>,Avenue Mercier,Avenue Mercier ,0,0,0,40,87.185211,Ville_interdite,Ville,87.1852109991712
190,86042,,Locale municipale,<Null>,Avenue Sam-Laporte,Avenue Provencher Sud,0,0,0,50,450.40892701,Ville_interdite,Ville,450.400571069892
191,86042,117,Nationale,Bretelle,Route Osisko,,1,1,0,50,269.09844342,MTQ_transit,Transports_Qc,269.098443424055
192,86042,,Locale municipale,<Null>,Avenue Guertin,Avenue Guertin ,0,0,0,40,29.66652474,Ville_interdite,Ville,29.6594520310036
193,86042,,Locale municipale,<Null>,18e Rue,18e Rue ,0,0,0,30,46.015388,Ville_interdite,Ville,46.015387995865
194,86042,,Locale municipale,<Null>,21e Rue,21e Rue ,0,0,0,40,88.57113403,Ville_interdite,Ville,88.5711340292084
195,86042,,Locale municipale,<Null>,Avenue Sainte-Bernadette,Avenue Ste-Bernadette ,0,0,0,40,110.52722993,Ville_interdite,Ville,110.527229930049
196,86042,,Locale municipale,<Null>,Rang Camille-Roch,Rangs 5 et 6 Est,0,0,0,70,241.66956711,Ville_interdite,Ville,241.649211561205
197,86042,,Locale municipale,<Null>,Avenue Bernard,Avenue Bernard ,0,0,0,40,107.07572387,Ville_interdite,Ville,107.075723872127
198,86042,,Locale municipale,<Null>,Rue Olivier,Rue Olivier ,0,0,0,40,55.32820602,Ville_interdite,Ville,55.3282060248528
199,86042,,Locale municipale,<Null>,Chemin Gaudet,Rue Gaudet ,0,0,0,50,66.37296674,Ville_interdite,Ville,66.3729667414844
200,86042,,Collectrice municipale,<Null>,Rue Iberville Est,Rue Iberville Est,0,0,0,50,85.35465489,Ville_interdite,Ville,85.3546548900527
201,86042,,Collectrice municipale,Bretelle,Rue du Terminus Est,Rue du Terminus Est,1,1,0,50,80.85302008,Ville_interdite,Ville,80.8406930061683
202,86042,,Locale municipale,<Null>,Avenue Provencher,Avenue Provencher Nord,0,0,0,50,280.83827662,Ville_permise,Ville,280.838276617666
203,86042,,Locale municipale,<Null>,Chemin des Sapins,Chemin des Sapins ,0,0,0,50,790.53173778,Ville_interdite,Ville,790.50927567565
204,86042,,Collectrice municipale,<Null>,Rue Marie-Victorin,Rue Marie-Victorin ,0,0,0,50,79.46605118,Ville_interdite,Ville,79.4660511844524
205,86042,,Locale municipale,<Null>,Avenue George,Avenue George ,0,0,0,40,123.42081104,Ville_interdite,Ville,123.42081104125
206,86042,,Locale municipale,<Null>,Rue DugrÃ©,Rue DugrÃ© ,0,0,0,40,100.43271578,Ville_interdite,Ville,100.432715780317
207,86042,,Acces ressources,<Null>,Rang du Rapide-Sept,Chemin Rapide-Sept ,0,0,0,70,95.5280874,MTQ_restreinte,Transports_Qc,95.5280873974015
208,86042,,Locale municipale,<Null>,Avenue Payeur,Avenue Payeur ,0,0,0,40,112.03499667,Ville_interdite,Ville,112.03499667162
209,86042,,Locale municipale,<Null>,Avenue ChaudiÃ¨re,Avenue ChaudiÃ¨re ,0,0,0,40,173.44352273,Ville_interdite,Ville,173.443522733828
210,86042,,Non MTQ,<Null>,Chemin du Mont-Blanc,Rue de la Montagne ,0,0,0,30,814.56054189,,Prive,814.50974590545
211,86042,,Locale municipale,<Null>,Rue GÃ©lineau,Rue Principale Ouest,0,0,0,40,219.05689572,Ville_interdite,Ville,219.05689571536
212,86042,117,Nationale,<Null>,Route du Mont-Chaudron,Route 117 ,0,0,0,90,4376.12885937,MTQ_transit,Transports_Qc,4376.10809907544
213,86042,,Locale municipale,<Null>,Avenue RÃ©mi-Jodoin,Avenue RÃ©mi-Jodoin ,0,0,0,40,52.06592126,Ville_interdite,Ville,52.0659212610443
214,86042,,Collectrice municipale,<Null>,Rang du Lac-BruyÃ¨re,Chemin du Lac-BruyÃ¨re ,0,0,0,70,1495.54026795,Ville_interdite,Ville,1495.51971048893
215,86042,,Artere municipale,<Null>,Avenue de l'Ãglise,Avenue de l'Ãglise ,0,0,0,30,105.72068157,Ville_permise,Ville,105.720681572529
216,86042,,Collectrice municipale,<Null>,15e Rue,15e Rue ,0,0,0,50,110.27379735,Ville_interdite,Ville,110.273797350277
217,86042,,Locale municipale,<Null>,Rue DugrÃ©,Rue DugrÃ© ,0,0,0,40,150.06347808,Ville_interdite,Ville,150.063478076779
218,86042,,Locale municipale,<Null>,3e Avenue Est,3e Avenue Est,0,0,0,40,205.94478793,Ville_interdite,Ville,205.944787929192
219,86042,,Non MTQ,<Null>,Chemin du Lac-Bellot,Chemin du Lac-Bellot ,0,0,0,30,719.20493699,,Prive,719.142585715026
220,86042,,Locale municipale,,Rue Laquerre,,0,0,0,40,112.81780266,Ville_interdite,Ville,112.817802661194
221,86042,,Collectrice municipale,<Null>,Rue d'Ãvain,Rue Principale Est,0,0,0,40,154.67716682,Ville_interdite,Ville,154.676367361344
222,86042,,Acces ressources,,Route 14,Route 14,0,0,0,30,1567.73215423,,Prive,1567.6290826178
223,86042,117,Nationale,Carrefour giratoire,Avenue LariviÃ¨re,Avenue LariviÃ¨re,1,0,0,25,33.58777319,MTQ_transit,Transports_Qc,33.5691814308021
224,86042,,Collectrice municipale,<Null>,Rang du Village,Chemin du Village ,0,0,0,40,356.85400744,Ville_interdite,Ville,356.839720195364
225,86042,,Locale municipale,<Null>,Rue des Pins,Rue des Pins ,0,0,0,40,178.44976795,Ville_interdite,Ville,178.445856838371
226,86042,,Locale municipale,<Null>,20e Rue,20e Rue ,0,0,0,40,89.96695625,Ville_interdite,Ville,89.9669562486694
227,86042,,Locale municipale,<Null>,Avenue Marcotte,Avenue Marcotte ,0,0,0,40,168.61219914,Ville_interdite,Ville,168.612199135416
228,86042,,Locale municipale,<Null>,Chemin de la Baie-Verte,Rue de la Baie-Verte ,0,0,0,70,230.55572934,Ville_interdite,Ville,230.542258472105
229,86042,,Locale municipale,<Null>,Rang Bisson,Chemin Bisson ,0,0,0,70,639.8051665,Ville_interdite,Ville,639.804191162412
230,86042,,Locale municipale,<Null>,Rang ChaÃ®nÃ©,Rang des Collines ,0,0,0,70,987.35401074,Ville_interdite,Ville,987.353725033779
231,86042,,Locale municipale,<Null>,Rang des Draveurs,Chemin des Draveurs ,0,0,0,70,904.01356329,Ville_interdite,Ville,904.013563287765
232,86042,,Locale municipale,<Null>,Chemin Fortier,Chemin de la Plage ,0,0,0,15,713.23700897,,Prive,713.169857556339
233,86042,,Collectrice municipale,<Null>,Avenue du Lac,Avenue du Lac ,0,0,0,50,156.87386308,Ville_interdite,Ville,156.870168744712
234,86042,,Non MTQ,<Null>,Chemin Ferron,Rue Bernier ,0,0,0,30,136.87203598,,Prive,136.869544922914
235,86042,,Artere municipale,<Null>,Avenue LariviÃ¨re,Avenue LariviÃ¨re ,0,0,0,50,251.88509504,Ville_interdite,Ville,251.88509504407
236,86042,,Locale municipale,<Null>,Rue Bourassa,Chemin des Puits ,0,0,0,40,35.25853281,Ville_interdite,Ville,35.2585328092364
237,86042,,Collectrice municipale,<Null>,Rue Caron,Rue Caron ,0,0,0,40,142.94092173,Ville_permise,Ville,142.940921725281
238,86042,,Locale municipale,<Null>,Rue Bourbeau,Rue Bourbeau ,0,0,0,40,63.14094904,Ville_interdite,Ville,63.140195529998
239,86042,,Non MTQ,<Null>,Chemin Lesage,Chemin Lesage ,0,0,0,30,1763.90060352,,Prive,1763.76804070514
240,86042,,Collectrice municipale,<Null>,MontÃ©e Laframboise,MontÃ©e Laframboise ,0,0,0,40,95.83586938,Ville_interdite,Ville,95.8358693758747
241,86042,,Locale municipale,<Null>,Rue Bertrand,Rue Bertrand ,0,0,0,40,135.5295055,Ville_interdite,Ville,135.529505496811
242,86042,,Locale municipale,<Null>,Rue Pauly,Rue Pauly ,0,0,0,40,230.12240627,Ville_interdite,Ville,230.122406270336
243,86042,391,Collectrice (MTQ),<Null>,Boulevard TÃ©miscamingue,Route 391 ,0,0,0,90,1082.75114376,MTQ_interdite,Transports_Qc,1082.74692353375
244,86042,,Locale municipale,<Null>,Avenue Gilles-Ricard,Avenue Gilles-Ricard ,0,0,0,40,162.91569124,Ville_interdite,Ville,162.90029682847
245,86042,,Locale municipale,<Null>,Avenue Giroux,Avenue Giroux ,0,0,0,40,39.03552568,Ville_interdite,Ville,39.0355256842519
246,86042,,Locale municipale,<Null>,Rang des Allemands,Chemin des Allemands ,0,0,0,70,1171.0761281,Ville_interdite,Ville,1171.07612809942
247,86042,101,Nationale,<Null>,Rue Saguenay,Rue Saguenay ,0,0,0,70,67.85417925,MTQ_transit,Transports_Qc,67.8530935526562
248,86042,,Artere municipale,<Null>,Rue d'Ãvain,Rue Principale Est,0,0,0,40,67.08900077,Ville_permise,Ville,67.0890007665936
249,86042,,Locale municipale,<Null>,Rue Yvette-Leblanc,Rue CÃ´tÃ© Ouest,0,0,0,30,75.10721141,Ville_interdite,Ville,75.1072114100903
250,86042,,Locale municipale,<Null>,Chemin Paquet,Chemin Paquet ,0,0,0,30,1159.52176146,Ville_interdite,Ville,1159.47947564906
251,86042,101,Nationale,<Null>,Rue Saguenay,Boulevard D'Alembert ,0,0,0,90,268.12382397,MTQ_transit,Transports_Qc,268.121828235162
252,86042,,Locale municipale,<Null>,Rue GagnÃ©,Rue GagnÃ© ,0,0,0,40,26.97277505,Ville_interdite,Ville,26.9707977468065
253,86042,,Locale municipale,<Null>,Avenue Latour,Avenue Tremblay ,0,0,0,40,198.42006036,Ville_permise,Ville,198.418206987575
254,86042,,Locale municipale,<Null>,Rue Veillette,Rue Veillette ,0,0,0,40,22.57232036,Ville_interdite,Ville,22.5723203637775
255,86042,,Locale municipale,<Null>,Chemin JoannÃ¨s-Vaudray,Chemin JoannÃ¨s-Vaudray ,0,0,0,70,361.41662684,Ville_interdite,Ville,361.413587278173
256,86042,,Locale municipale,<Null>,Rue Monseigneur-Pelchat,Rue du Ruisseau ,0,0,0,40,94.93237933,Ville_interdite,Ville,94.9323793330723
257,86042,,Locale municipale,<Null>,Rang des Allemands,Chemin des Allemands ,0,0,0,70,365.94962889,,Prive,365.949628891532
258,86042,,Collectrice municipale,<Null>,Rang Lavigne,Chemin Lavigne Est,0,0,0,70,4697.33559746,Ville_interdite,Ville,4697.33253091371
259,86042,,Collectrice municipale,<Null>,Rue Caron,Rue Caron ,0,0,0,40,64.9560497,Ville_permise,Ville,64.9560496964678
260,86042,,Nationale,Bretelle,Boulevard Rideau,Boulevard Rideau,1,1,0,50,184.27006047,MTQ_transit,Transports_Qc,184.270060469768
261,86042,,Collectrice (MTQ),<Null>,Route des Pionniers,Route des Pionniers ,0,0,0,50,130.59379735,MTQ_restreinte,Transports_Qc,130.593671911659
262,86042,117,Nationale,<Null>,Avenue LariviÃ¨re,Route McWatters ,0,0,0,90,407.4258155,MTQ_transit,Transports_Qc,407.425193683837
263,86042,117,Nationale,<Null>,Route du Mont-Chaudron,Route 117 ,0,0,0,90,2170.19135081,MTQ_transit,Transports_Qc,2170.18269886831
264,86042,,Locale municipale,<Null>,1re Avenue Est,1e Avenue Est,0,0,0,40,204.53978254,Ville_interdite,Ville,204.539454625744
265,86042,,Locale municipale,<Null>,Rue Amulet,Rue Amulet ,0,0,0,40,202.41432313,Ville_interdite,Ville,202.41432312567
266,86042,,Locale municipale,<Null>,Rue Dumont Ouest,Rue Dumont Ouest,0,0,0,40,101.80658653,Ville_interdite,Ville,101.806586533731
267,86042,,Collectrice municipale,<Null>,Avenue Sainte-Bernadette,Avenue Ste-Bernadette ,0,0,0,50,42.67318634,Ville_interdite,Ville,42.6664737276743
268,86042,,Locale municipale,<Null>,Chemin de la Baie-Ã -l'Orignal,Rue Chez Maurice ,0,0,0,30,83.58714613,,Prive,83.586569683095
269,86042,,Acces ressources,,Route 12,Route 12,0,0,0,30,133.62244289,,Prive,133.635208385613
270,86042,,Acces ressources,<Null>,Rang du Rapide-Sept,Chemin Rapide-Sept ,0,0,0,70,77.86386743,MTQ_restreinte,Transports_Qc,77.8638674288256
271,86042,,Collectrice municipale,<Null>,Avenue Murdoch,Avenue Murdoch ,0,0,0,30,97.69635988,Ville_interdite,Ville,97.6963598785543
272,86042,,Locale municipale,<Null>,Avenue Richard,Avenue Richard ,0,0,0,40,268.91804455,Ville_interdite,Ville,268.918044553305
273,86042,,Locale municipale,<Null>,Avenue MÃ©nard,Avenue MÃ©nard ,0,0,0,40,234.34164279,Ville_interdite,Ville,234.334409172775
274,86042,,Locale municipale,<Null>,Rue Soulard,Rue Soulard ,0,0,0,40,122.69536091,Ville_interdite,Ville,122.69536090843
275,86042,,Locale municipale,<Null>,Chemin TrÃ©moy,Chemin TrÃ©moy ,2,1,0,40,53.08842357,Ville_interdite,Ville,53.0852389394078
276,86042,,Artere municipale,<Null>,Avenue LariviÃ¨re,Avenue LariviÃ¨re ,0,0,0,50,230.43475668,Ville_permise,Ville,230.434756683145
277,86042,,Locale municipale,<Null>,Place Suzanne,Place Suzanne ,0,0,0,40,49.35365902,Ville_interdite,Ville,49.3536590165309
278,86042,,Locale municipale,<Null>,Rang HÃ©roux,Rangs 3 et 4 Ouest,0,0,0,70,763.09297969,Ville_interdite,Ville,763.091817470741
279,86042,391,Collectrice (MTQ),<Null>,Boulevard TÃ©miscamingue,Boulevard TÃ©miscamingue ,0,0,0,90,1767.6430965,MTQ_interdite,Transports_Qc,1767.63178161603
280,86042,,Locale municipale,<Null>,Rue Joseph-Guiho,Rue des CyprÃ¨s ,0,0,0,40,43.80980007,Ville_interdite,Ville,43.8098000657387
281,86042,391,Collectrice (MTQ),<Null>,Boulevard TÃ©miscamingue,Boulevard TÃ©miscamingue ,0,0,0,90,1469.36130834,MTQ_interdite,Transports_Qc,1469.35684259829
282,86042,,Locale municipale,<Null>,Chemin des Sapins,Chemin des Sapins,0,0,0,50,1626.64440701,Ville_interdite,Ville,1626.55223529559
283,86042,,Locale municipale,<Null>,Avenue Veilleux,Avenue Veilleux ,0,0,0,40,36.27988176,Ville_interdite,Ville,36.2798817617974
284,86042,,Locale municipale,<Null>,Avenue Desneiges,Parc QuÃ©bec ,0,0,0,40,163.57082356,Ville_interdite,Ville,163.570823561364
285,86042,,Locale municipale,<Null>,Avenue de l'Hydro,Avenue de l'Hydro ,0,0,0,40,237.31539847,Ville_interdite,Ville,237.307399199084
286,86042,,Non MTQ,<Null>,Chemin Floralice,Chemin Dubois ,0,0,0,30,855.88963118,,Prive,855.826243270241
287,86042,,Collectrice (MTQ),<Null>,Avenue Granada,Avenue Granada ,0,0,0,70,760.89994565,MTQ_restreinte,Transports_Qc,760.892433991176
288,86042,,Locale municipale,<Null>,Chemin de l'OrÃ©e,Chemin du Vallon ,0,0,0,30,266.74553905,,Prive,266.710698328508
289,86042,,Locale municipale,<Null>,Rue Saucier,Rue Saucier ,0,0,0,40,205.68340611,Ville_interdite,Ville,205.667243280535
290,86042,,Locale municipale,<Null>,20e Rue,20e Rue ,0,0,0,40,219.06003045,Ville_interdite,Ville,219.043508733161
291,86042,,Locale municipale,<Null>,Rue Champfleuri,Rue Champfleuri ,0,0,0,40,121.95083343,Ville_interdite,Ville,121.950833431879
292,86042,,Collectrice municipale,<Null>,Avenue Dallaire,Avenue Dallaire ,2,2,0,50,24.11468713,Ville_interdite,Ville,24.1146871283139
293,86042,,Collectrice municipale,<Null>,Chemin du Docteur-Lemay,Chemin Dr Lemay ,0,0,0,50,66.35447549,Ville_interdite,Ville,66.3544754860597
294,86042,,Collectrice municipale,<Null>,Chemin Ãmile-Boutin,Chemin Ãmile-Boutin ,0,0,0,40,162.533958,Ville_interdite,Ville,162.533595279717
295,86042,,Locale municipale,<Null>,Rue Trempe,Rue Trempe ,0,0,0,40,35.23151848,Ville_interdite,Ville,35.231518475636
296,86042,,Locale municipale,<Null>,Rue Perreault Est,Rue Perreault Est,0,0,0,70,4829.94544834,MTQ_restreinte,Transports_Qc,4829.89216742743
297,86042,,Non MTQ,<Null>,Rang Brasseur,Chemin Brasseur ,0,0,0,70,3783.93351224,Ville_interdite,Ville,3783.89776673747
298,86042,,Collectrice municipale,<Null>,MontÃ©e du Sourire,MontÃ©e du Sourire ,0,0,0,50,17.1976251,Ville_interdite,Ville,17.1976250991234
299,86042,,Artere municipale,<Null>,Avenue QuÃ©bec,Avenue QuÃ©bec ,0,0,0,50,35.0991772,Ville_permise,Ville,35.0986119300591
300,86042,,Locale municipale,<Null>,Avenue Lavoie,Avenue Lavoie ,0,0,0,40,186.44180719,Ville_interdite,Ville,186.429587036811
301,86042,,Locale municipale,<Null>,Rang de Sainte-AgnÃ¨s,Rangs 7 et 8 Est,0,0,0,40,666.69474569,Ville_interdite,Ville,666.693867587298
302,86042,,Collectrice municipale,<Null>,Avenue Murdoch,Avenue Murdoch ,0,0,0,50,45.32387013,Ville_interdite,Ville,45.3200837224714
303,86042,,Collectrice municipale,<Null>,Avenue Dallaire,Avenue Dallaire ,0,0,0,50,97.82843701,Ville_interdite,Ville,97.8284370091335
304,86042,,Collectrice municipale,<Null>,Chemin Saint-Luc,Chemin St-Luc ,0,0,0,50,114.81168746,Ville_interdite,Ville,114.811687464058
305,86042,,Collectrice municipale,<Null>,Rang Valmont,Rang Valmont ,0,0,0,70,650.5731088,Ville_interdite,Ville,650.567451530523
306,86042,,Locale municipale,<Null>,5e Avenue Ouest,5e Avenue Ouest,0,0,0,40,164.93002573,Ville_interdite,Ville,164.911289870658
307,86042,,Collectrice municipale,<Null>,Chemin du Docteur-Lemay,Chemin Dr Lemay ,0,0,0,50,22.17894474,Ville_interdite,Ville,22.1748546280117
308,86042,,Collectrice municipale,<Null>,10e Rue,10e Rue ,0,0,0,40,85.69930581,Ville_interdite,Ville,85.699305810549
309,86042,,Artere municipale,<Null>,Avenue ChaussÃ©,Avenue ChaussÃ© ,0,0,0,50,85.76059117,Ville_permise,Ville,85.7586402702985
310,86042,,Acces ressources,,Rang Royer,,0,0,0,70,2936.85534626,,Transports_Qc,2936.8553462597
311,86042,,Locale municipale,<Null>,Chemin LÃ©tourneau,Chemin LÃ©tourneau ,0,0,0,50,59.34759353,Ville_interdite,Ville,59.3475935293926
312,86042,,Locale municipale,<Null>,Rue des Outardes,Rue des Outardes ,0,0,0,40,158.81104146,Ville_interdite,Ville,158.803706077378
313,86042,,Non MTQ,<Null>,Chemin Millenback,Chemin Millenback ,0,0,0,70,3173.98766532,,Prive,3173.98766532367
314,86042,117,Nationale,<Null>,Avenue LariviÃ¨re,Route 117 ,0,0,0,90,5818.07415078,MTQ_transit,Transports_Qc,5818.05406568857
315,86042,,Collectrice municipale,<Null>,Boulevard de l'UniversitÃ©,Boulevard de l'UniversitÃ© ,0,0,0,50,80.55381414,Ville_interdite,Ville,80.5538141399897
316,86042,,Locale municipale,<Null>,Rue Bernier,Rue Bernier ,0,0,0,40,146.124299,Ville_interdite,Ville,146.12429900482
317,86042,,Locale municipale,<Null>,Chemin Robert's,Chemin Roberts ,0,0,0,30,1281.93880557,Ville_interdite,Ville,1281.82581930729
318,86042,,Non MTQ,<Null>,Chemin Duchesneault,Chemin DesgagnÃ©s ,0,0,0,25,243.46866653,,Prive,243.438249394778
319,86042,,Locale municipale,<Null>,Avenue St-Laurent,Avenue St-Laurent ,0,0,0,40,82.39671548,Ville_interdite,Ville,82.3967154753756
320,86042,,Locale municipale,<Null>,Avenue Victor,Avenue du Ruisseau ,0,0,0,40,103.03776495,Ville_interdite,Ville,103.037764951924
321,86042,,Locale municipale,,Avenue de l'AÃ©roport,Avenue de l'AÃ©roport,0,,,25,214.13541747,,Ville,214.131890230681
322,86042,,Locale municipale,<Null>,Avenue Frontenac,Avenue Frontenac ,0,0,0,40,230.12516918,Ville_interdite,Ville,230.125169181878
323,86042,,Locale municipale,<Null>,Chemin du Ruisseau,Chemin du Ruisseau ,0,0,0,30,403.42079064,,Prive,403.391700065367
324,86042,,Artere municipale,<Null>,Avenue QuÃ©bec,Avenue QuÃ©bec ,0,0,0,50,118.1049421,Ville_permise,Ville,118.104942097484
325,86042,391,Collectrice (MTQ),<Null>,Boulevard TÃ©miscamingue,Route 391 ,0,0,0,90,507.88435283,MTQ_interdite,Transports_Qc,507.874960894099
326,86042,,Locale municipale,<Null>,Chemin LÃ©opold,Rue Lafond ,0,0,0,50,64.67196889,Ville_interdite,Ville,64.6648350403752
327,86042,,Locale municipale,<Null>,Avenue Turpin,Avenue Turpin ,0,0,0,40,192.00310035,Ville_permise,Ville,192.00164153619
328,86042,,Collectrice municipale,<Null>,Avenue Murdoch,Avenue Murdoch ,0,0,0,40,99.41414735,Ville_interdite,Ville,99.4141473467874
329,86042,,Locale municipale,<Null>,Rue Dumont Ouest,Rue Dumont Ouest,0,0,0,40,182.98193013,Ville_interdite,Ville,182.981930130628
330,86042,,Collectrice municipale,<Null>,Rue de Cadillac,Rue Principale ,0,0,0,40,94.00458235,Ville_permise,Ville,94.004582346304
331,86042,,Locale municipale,<Null>,Rue Monseigneur-Pelchat,Rue du Ruisseau ,0,0,0,40,278.96021245,Ville_interdite,Ville,278.960212451131
332,86042,,Locale municipale,<Null>,Rue Legault,Rue Legault ,0,0,0,40,59.38303688,Ville_interdite,Ville,59.3830368815776
333,86042,,Locale municipale,<Null>,Avenue Gatineau,Avenue Gatineau ,0,0,0,40,66.00507222,Ville_permise,Ville,66.0050722178985
334,86042,,Artere municipale,Bretelle,Rue Gamble Ouest,Rue Gamble Ouest,1,1,0,50,49.74719021,Ville_interdite,Ville,49.7234282453221
335,86042,,Locale municipale,<Null>,Rang Jason,Chemin Jason ,0,0,0,50,1599.90802928,Ville_permise,Ville,1599.8956167099
336,86042,,Collectrice municipale,<Null>,Rang Valmont,Rang Valmont ,0,0,0,70,65.56997753,Ville_interdite,Ville,65.5577149430925
337,86042,,Collectrice municipale,<Null>,Route des Pionniers,Route des Pionniers ,0,0,0,40,290.3558676,Ville_permise,Ville,290.355840907618
338,86042,101,Nationale,<Null>,Boulevard Rideau,Route 101 ,0,0,0,90,1513.18059906,MTQ_transit,Transports_Qc,1513.17956899537
339,86042,,Locale municipale,<Null>,Rue Joliet,Rue Joliet ,0,0,0,40,89.78800369,Ville_interdite,Ville,89.7880036855247
340,86042,391,Collectrice (MTQ),<Null>,Boulevard TÃ©miscamingue,Route 391 ,0,0,0,50,150.2058979,MTQ_interdite,Transports_Qc,150.200074029007
341,86042,,Locale municipale,<Null>,Rue Monseigneur-Chagnon,Rue Monseigneur-Chagnon ,0,0,0,40,95.40843039,Ville_interdite,Ville,95.4084303919208
