titre,url_fiche,description,date_debut,date_fin,type_evenement,public_cible,emplacement,inscription,cout,arrondissement,titre_adresse,adresse_principale,adresse_secondaire,code_postal,lat,long,X,Y
"De fil en aiguille! Regard sur l'artisanat local","https://montreal.ca/evenements/de-fil-en-aiguille-regard-sur-lartisanat-local-69095","ateliers, tricot, crochet, broderie, tissage, fermières, patrimoine","2024-08-12","2024-08-12","Atelier et cours","Pour tous","En salle","Sur inscription","Gratuit","Rivière-des-Prairies–Pointe-aux-Trembles","nan","nan","nan","nan",45.64250182196,-73.599031360256,297080.2,5055849.9
"De fil en aiguille! Regard sur l'artisanat local","https://montreal.ca/evenements/de-fil-en-aiguille-regard-sur-lartisanat-local-69096","ateliers, tricot, crochet, broderie, tissage, fermières, patrimoine","2024-08-14","2024-08-14","Atelier et cours","Pour tous","En salle","Sur inscription","Gratuit","Rivière-des-Prairies–Pointe-aux-Trembles","nan","nan","nan","nan",45.64250182196,-73.599031360256,297080.2,5055849.9
"De fil en aiguille! Regard sur l'artisanat local","https://montreal.ca/evenements/de-fil-en-aiguille-regard-sur-lartisanat-local-69097","ateliers, tricot, crochet, broderie, tissage, fermières, patrimoine","2024-08-19","2024-08-19","Atelier et cours","Pour tous","En salle","Sur inscription","Gratuit","Rivière-des-Prairies–Pointe-aux-Trembles","nan","nan","nan","nan",45.64250182196,-73.599031360256,297080.2,5055849.9
"De fil en aiguille! Regard sur l'artisanat local","https://montreal.ca/evenements/de-fil-en-aiguille-regard-sur-lartisanat-local-69099","ateliers, tricot, crochet, broderie, tissage, fermières, patrimoine","2024-08-21","2024-08-21","Atelier et cours","Pour tous","En salle","Sur inscription","Gratuit","Rivière-des-Prairies–Pointe-aux-Trembles","nan","nan","nan","nan",45.64250182196,-73.599031360256,297080.2,5055849.9
"De fil en aiguille! Regard sur l'artisanat local","https://montreal.ca/evenements/de-fil-en-aiguille-regard-sur-lartisanat-local-69100","ateliers, tricot, crochet, broderie, tissage, fermières, patrimoine","2024-08-26","2024-08-26","Atelier et cours","Pour tous","En salle","Sur inscription","Gratuit","Rivière-des-Prairies–Pointe-aux-Trembles","nan","nan","nan","nan",45.64250182196,-73.599031360256,297080.2,5055849.9
"De fil en aiguille! Regard sur l'artisanat local","https://montreal.ca/evenements/de-fil-en-aiguille-regard-sur-lartisanat-local-69101","ateliers, tricot, crochet, broderie, tissage, fermières, patrimoine","2024-08-28","2024-08-28","Atelier et cours","Pour tous","En salle","Sur inscription","Gratuit","Rivière-des-Prairies–Pointe-aux-Trembles","nan","nan","nan","nan",45.64250182196,-73.599031360256,297080.2,5055849.9
"Assemblée de consultation publique : projets de règlements NO 2098-LAS-205 et NO LAS-0146-3","https://montreal.ca/evenements/assemblee-de-consultation-publique-projets-de-reglements-no-2098-las-205-et-no-las-0146-3-73430","Donnez votre opinion sur les projets de règlements NO 2098-LAS-205 et NO LAS-0146-3 ainsi que sur le projet de résolution NO CA24 20 0252.","2024-07-03","2024-07-03","Consultation publique","Pour tous","En salle","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.42832,-73.661233,292183.6,5032055.5
"Découvrez des emplois non traditionnels, osez des emplois manuels!","https://montreal.ca/evenements/decouvrez-des-emplois-non-traditionnels-osez-des-emplois-manuels-58024","Emplois non traditionnels à CDN-NDG","2023-10-19","2023-10-19","Séance d'information","Pour tous","En salle","Entrée libre","Gratuit","Côte-des-Neiges–Notre-Dame-de-Grâce","CELO -  Centre communautaire de loisirs de la Côte-des-Neiges","5347, chemin de la Côte-des-Neiges","None","H3T1Y4",45.496672976959616,-73.62244580052729,295230.3,5039646.2
"Auditions publiques des finalistes du Concours d'architecture pour le centre Gadbois","https://montreal.ca/evenements/auditions-publiques-des-finalistes-du-concours-darchitecture-pour-le-centre-gadbois-59156","audition publique, centre Gadbois, concours architecture","2023-12-13","2023-12-13","Audition","Pour tous","En salle","Entrée libre","Gratuit","Le Sud-Ouest","nan","nan","nan","nan",45.466947,-73.59552,297330.7,5036339.9
"Tout le monde dehors","https://montreal.ca/evenements/tout-le-monde-dehors-73181","Les vendredis d’été, profitez d’activités et jeux variés au parc Frédéric-Back, situé dans l'arrondissement Villeray–Saint-Michel–Parc-Extension.","2024-07-19","2024-07-19","Jeux","Enfants","À l'extérieur","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.558774,-73.615142,295811,5046546.7
"Tout le monde dehors","https://montreal.ca/evenements/tout-le-monde-dehors-73182","Les vendredis d’été, profitez d’activités et jeux variés au parc Frédéric-Back, situé dans l'arrondissement Villeray–Saint-Michel–Parc-Extension.","2024-07-26","2024-07-26","Jeux","Enfants","À l'extérieur","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.558774,-73.615142,295811,5046546.7
"Tout le monde dehors","https://montreal.ca/evenements/tout-le-monde-dehors-73183","Les vendredis d’été, profitez d’activités et jeux variés au parc Frédéric-Back, situé dans l'arrondissement Villeray–Saint-Michel–Parc-Extension.","2024-08-02","2024-08-02","Jeux","Enfants","À l'extérieur","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.558774,-73.615142,295811,5046546.7
"Tout le monde dehors","https://montreal.ca/evenements/tout-le-monde-dehors-73184","Les vendredis d’été, profitez d’activités et jeux variés au parc Frédéric-Back, situé dans l'arrondissement Villeray–Saint-Michel–Parc-Extension.","2024-08-09","2024-08-09","Jeux","Enfants","À l'extérieur","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.558774,-73.615142,295811,5046546.7
"Tout le monde dehors","https://montreal.ca/evenements/tout-le-monde-dehors-73185","Les vendredis d’été, profitez d’activités et jeux variés au parc Frédéric-Back, situé dans l'arrondissement Villeray–Saint-Michel–Parc-Extension.","2024-08-23","2024-08-23","Jeux","Enfants","À l'extérieur","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.558774,-73.615142,295811,5046546.7
"Tout le monde dehors","https://montreal.ca/evenements/tout-le-monde-dehors-73186","Les vendredis d’été, profitez d’activités et jeux variés au parc Frédéric-Back, situé dans l'arrondissement Villeray–Saint-Michel–Parc-Extension.","2024-08-16","2024-08-16","Jeux","Enfants","À l'extérieur","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.558774,-73.615142,295811,5046546.7
"Danse en ligne","https://montreal.ca/evenements/danse-en-ligne-70938","danse en ligne","2024-07-18","2024-07-18","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.512548,-73.564659,299748,5041405.2
"Danse en ligne","https://montreal.ca/evenements/danse-en-ligne-70939","danse en ligne","2024-07-25","2024-07-25","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.512548,-73.564659,299748,5041405.2
"Danse en ligne","https://montreal.ca/evenements/danse-en-ligne-70940","danse en ligne","2024-08-01","2024-08-01","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.512548,-73.564659,299748,5041405.2
"Danse en ligne","https://montreal.ca/evenements/danse-en-ligne-70941","danse en ligne","2024-08-01","2024-08-01","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.512548,-73.564659,299748,5041405.2
"Danse en ligne","https://montreal.ca/evenements/danse-en-ligne-70942","danse en ligne","2024-08-08","2024-08-08","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.512548,-73.564659,299748,5041405.2
"Danse en ligne","https://montreal.ca/evenements/danse-en-ligne-70943","danse en ligne","2024-08-15","2024-08-15","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.512548,-73.564659,299748,5041405.2
"Danse en ligne","https://montreal.ca/evenements/danse-en-ligne-70944","danse en ligne","2024-08-22","2024-08-22","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.512548,-73.564659,299748,5041405.2
"Danse en ligne","https://montreal.ca/evenements/danse-en-ligne-70945","danse en ligne","2024-08-29","2024-08-29","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.512548,-73.564659,299748,5041405.2
"Danse en ligne","https://montreal.ca/evenements/danse-en-ligne-70946","danse en ligne","2024-09-05","2024-09-05","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.512548,-73.564659,299748,5041405.2
"Taï-chi","https://montreal.ca/evenements/tai-chi-70975","Cours gratuit de taï-chi au parc Toussaint-Louverture.","2024-07-18","2024-07-18","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.512548,-73.564659,299748,5041405.2
"Taï-chi","https://montreal.ca/evenements/tai-chi-70977","Cours gratuit de taï-chi au parc Toussaint-Louverture.","2024-07-25","2024-07-25","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.512548,-73.564659,299748,5041405.2
"Taï-chi","https://montreal.ca/evenements/tai-chi-70978","Cours gratuit de taï-chi au parc Toussaint-Louverture.","2024-08-01","2024-08-01","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.512548,-73.564659,299748,5041405.2
"Taï-chi","https://montreal.ca/evenements/tai-chi-70979","Cours gratuit de taï-chi au parc Toussaint-Louverture.","2024-08-08","2024-08-08","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.512548,-73.564659,299748,5041405.2
"Taï-chi","https://montreal.ca/evenements/tai-chi-70980","Cours gratuit de taï-chi au parc Toussaint-Louverture.","2024-08-15","2024-08-15","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.512548,-73.564659,299748,5041405.2
"Taï-chi","https://montreal.ca/evenements/tai-chi-70981","Cours gratuit de taï-chi au parc Toussaint-Louverture.","2024-08-22","2024-08-22","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.512548,-73.564659,299748,5041405.2
"Taï-chi","https://montreal.ca/evenements/tai-chi-70982","Cours gratuit de taï-chi au parc Toussaint-Louverture.","2024-08-29","2024-08-29","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.512548,-73.564659,299748,5041405.2
"Taï-chi","https://montreal.ca/evenements/tai-chi-70983","Cours gratuit de taï-chi au parc Toussaint-Louverture.","2024-09-05","2024-09-05","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.512548,-73.564659,299748,5041405.2
"Taï-chi","https://montreal.ca/evenements/tai-chi-70984","Cours gratuit de taï-chi au parc Toussaint-Louverture.","2024-09-12","2024-09-12","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.512548,-73.564659,299748,5041405.2
"Yoga en plein air","https://montreal.ca/evenements/yoga-en-plein-air-71020","Cours gratuit de yoga au parc Médéric-Martin.","2024-07-22","2024-07-22","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.536045,-73.55673,300369.4,5044015.9
"Yoga en plein air","https://montreal.ca/evenements/yoga-en-plein-air-71021","Cours gratuit de yoga au parc Médéric-Martin.","2024-07-29","2024-07-29","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.536045,-73.55673,300369.4,5044015.9
"Yoga en plein air","https://montreal.ca/evenements/yoga-en-plein-air-71022","Cours gratuit de yoga au parc Médéric-Martin.","2024-08-05","2024-08-05","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.536045,-73.55673,300369.4,5044015.9
"Yoga en plein air","https://montreal.ca/evenements/yoga-en-plein-air-71023","Cours gratuit de yoga au parc Médéric-Martin.","2024-08-12","2024-08-12","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.536045,-73.55673,300369.4,5044015.9
"Yoga en plein air","https://montreal.ca/evenements/yoga-en-plein-air-71024","Cours gratuit de yoga au parc Médéric-Martin.","2024-08-19","2024-08-19","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.536045,-73.55673,300369.4,5044015.9
"Yoga en plein air","https://montreal.ca/evenements/yoga-en-plein-air-71025","Cours gratuit de yoga au parc Médéric-Martin.","2024-08-26","2024-08-26","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.536045,-73.55673,300369.4,5044015.9
"Yoga","https://montreal.ca/evenements/yoga-71027","yoga","2024-07-18","2024-07-18","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.513050943993,-73.550759922771,300834,5041460.3
"Yoga","https://montreal.ca/evenements/yoga-71028","yoga","2024-07-25","2024-07-25","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.513050943993,-73.550759922771,300834,5041460.3
"Yoga","https://montreal.ca/evenements/yoga-71029","yoga","2024-08-01","2024-08-01","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.513050943993,-73.550759922771,300834,5041460.3
"Yoga","https://montreal.ca/evenements/yoga-71030","yoga","2024-08-08","2024-08-08","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.513050943993,-73.550759922771,300834,5041460.3
"Yoga","https://montreal.ca/evenements/yoga-71031","yoga","2024-08-15","2024-08-15","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.513050943993,-73.550759922771,300834,5041460.3
"Yoga","https://montreal.ca/evenements/yoga-71033","yoga","2024-08-29","2024-08-29","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.513050943993,-73.550759922771,300834,5041460.3
"Yoga dans le parc","https://montreal.ca/evenements/yoga-dans-le-parc-71043","Cours gratuit de yoga au parc Raymond-Blain.","2024-07-23","2024-07-23","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.521283,-73.558331,300243.1,5042375.5
"Yoga dans le parc","https://montreal.ca/evenements/yoga-dans-le-parc-71044","Cours gratuit de yoga au parc Raymond-Blain.","2024-07-30","2024-07-30","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.521283,-73.558331,300243.1,5042375.5
"Yoga dans le parc","https://montreal.ca/evenements/yoga-dans-le-parc-71045","Cours gratuit de yoga au parc Raymond-Blain.","2024-08-06","2024-08-06","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville-Marie","nan","nan","nan","nan",45.521283,-73.558331,300243.1,5042375.5
