Identifiant_unique;Nom_ministere_organisme;Nombre_sites;Nom_site;Adresse;Description_localisation;Longitude;Latitude;Probabilite_contamination;Activite_site;Eaux_souterraines_contaminants;Eaux_surface_contaminants;Sols_contaminants;Sediments_contaminants;Cote_classification_risques_exp;Cote_planif_intervention_exp;Etat_caract;Etat_rehab;Etat_post_rehab;Etat_avancement_global;Niveau_avancement;Annee_rehabilitation;Couts_encourus_caract;Couts_encourus_rehab;Couts_encourus_post_rehab;Couts_encourus_total_cumul;URL
0380-2011-076;Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs;1;Lieu d'élimination de matières ligneuses - Current Outardes Property;-;Le site se trouve dans un secteur boisé à environ 1,5 kilomètre au nord du chemin de la Scierie, à la hauteur du lac à Foin, Canton de Manicouagan.;-68,3868633;49,19445046;Certaine;Industrielle;Non appréhendée;Non appréhendée;Non appréhendée;Non appréhendée;Classification non requise;Priorisation non requise de l'intervention en réhabilitation;Na pas commencé;En cours;Non applicable;Réhabilitation;En cours;À venir;0;268586;0;3348698;https://www.quebec.ca/gouvernement/ministere/environnement/coordonnees
0380-2011-077;Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs;1;Lieu d'élimination de matières ligneuses - Former Outardes Property;-;Le site se trouve dans un secteur boisé à environ 0,6 km au nord du 485, chemin de la Scierie, Canton de Manicouagan. Il est adjacent à l'ancien lieu d'enfouissement de la régie des matières résiduelles de Manicouagan.;-68,38138536;49,19399526;Probable;Industrielle;Investigation à venir;Non appréhendée;Non appréhendée;Non appréhendée;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;Na pas commencé;Na pas commencé;Non applicable;Caractérisation;Na pas commencé;À venir;0;993;0;133230;https://www.quebec.ca/gouvernement/ministere/environnement/coordonnees
0380-2011-080;Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs;1;Ancienne station radar 409_Ligne Mid-Canada sud;-;Le site est localisé sur une petite île dans la baie James à environ 4 kilomètres au sud de la pointe Louis-XIV et situé à environ 145 kilomètres au sud-ouest de Kuujjuarapik et Whapmagoostui.;-79,7017;54,60298;Certaine;Autre;Non appréhendée;Non appréhendée;"Hydrocarbures aromatiques polycycliques; Paramètres intégrateurs (HP C10 - C50)";Non appréhendée;Classification non requise;Priorisation non requise de l'intervention en réhabilitation;Na pas commencé;En cours;Na pas commencé;Réhabilitation;En cours;À venir;0;0;0;18727;https://www.quebec.ca/gouvernement/ministere/environnement/coordonnees
0380-2011-081;Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs;1;Ancienne station radar 339 - Ligne Mid-Canada au sud du 55e parallèle;-;Le site est situé à 60 kilomètres à l'est de Kuujjuarapik et 9 kilomètres au sud-ouest de l'intersection des rivières Coats et La Grande.;-76,79149;55,27263;Certaine;Autre;Non appréhendée;"Métaux et métalloïdes; Hydrocarbures aromatiques polycycliques";"Paramètres intégrateurs (HP C10 - C50); Hydrocarbures aromatiques polycycliques; Métaux et métalloïdes";Non appréhendée;Classification non requise;Priorisation non requise de l'intervention en réhabilitation;Na pas commencé;En cours;Na pas commencé;Réhabilitation;En cours;À venir;0;586;0;16319;https://www.quebec.ca/gouvernement/ministere/environnement/coordonnees
0380-2011-081b;Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs;1;Ancien site d'approvisionnement 406A - Ligne Mid-Canada au sud du 55e parallèle;-;Le site est localisé en bordure de la baie d'Hudson, à environ 95 kilomètres au sud-ouest de Kuujjuarapik et à environ 600 mètres de l'ancienne station radar 406.;-79,00307;54,8;Probable;Autre;Non appréhendée;Investigation à venir;Investigation à venir;Non appréhendée;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;Na pas commencé;Na pas commencé;Na pas commencé;Caractérisation;En cours;À venir;0;5281;0;22321;https://www.quebec.ca/gouvernement/ministere/environnement/coordonnees
0380-2011-082;Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs;1;Ancienne station radar 215 - Ligne Mid-Canada au nord du 55e parallèle;-;Le site est localisé sur un promontoire de 625 mètres d'altitude et à 190 kilomètres au nord-est de Schefferville. Le site est accessible en motoneige ou par voie aérienne (hélicoptère).;-64,025045;55,361239;Certaine;Autre;Non appréhendée;Métaux et métalloïdes;"Paramètres intégrateurs (HP C10 - C50); Hydrocarbures aromatiques polycycliques; Métaux et métalloïdes; Biphényles polychlorés (BPC); Dioxines et furanes; Pesticides";Non appréhendée;Classification non requise;Priorisation non requise de l'intervention en réhabilitation;Na pas commencé;En cours;Na pas commencé;Réhabilitation;En cours;À venir;0;586;0;100651;https://www.quebec.ca/gouvernement/ministere/environnement/coordonnees
0380-2011-082b;Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs;1;Ancien site d'approvisionnement 309A - Ligne Mid-Canada au nord du 55e parallèle;-;Le site est localisé sur la rive est du lac Kerverso, à 132 kilomètres de Schefferville et à 80 kilomètres du lac Pau. Le site est accessible en motoneige ou par voie aérienne (hydravion ou hélicoptère).;-68,79217;55,153;Certaine;Autre;Non appréhendée;Respect des critères;"Hydrocarbures aromatiques polycycliques; Paramètres intégrateurs (HP C10 - C50)";Non appréhendée;Classification non requise;Priorisation non requise de l'intervention en réhabilitation;Na pas commencé;En cours;Na pas commencé;Réhabilitation;En cours;À venir;0;5281;0;20592;https://www.quebec.ca/gouvernement/ministere/environnement/coordonnees
0380-2011-083;Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs;1;Ancienne station hydrométrique 095003 - rivière au Loup Marin;-;Située sur la rivière au Loup Marin à la sortie du lac Nastapoka.;-74,2388889;56,4547222;Probable;Autre;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;Na pas commencé;Na pas commencé;Non applicable;Caractérisation;En cours;À venir;0;0;31036;47532;https://www.quebec.ca/gouvernement/ministere/environnement/coordonnees
0380-2011-085;Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs;1;Sédiments contaminés dans le Lac St-Louis, Beauharnois;-;Les sédiments contaminés sont localisés dans le lac Saint-Louis au nord du site situé au 61, boulevard Melocheville à Beauharnois (Québec) G6N 0P6;-73,89250163;45,31733406;Probable;Autre;Non appréhendée;Non appréhendée;Non appréhendée;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;Na pas commencé;Na pas commencé;Na pas commencé;Caractérisation;Na pas commencé;À venir;329;0;0;1024;https://www.quebec.ca/gouvernement/ministere/environnement/coordonnees
0380-2011-086;Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs;1;Sédiments contaminés dans l'embouchure de la rivière Saint-Louis, Beauharnois;-;Les sédiments contaminés sont situés à l'embouchure de la rivière Saint-Louis à Beauharnois (immédiatement au nord du pont sur la route 132). ;-73,879643;45,316549;Probable;Autre;Non appréhendée;Non appréhendée;Non appréhendée;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;Na pas commencé;Na pas commencé;Na pas commencé;Caractérisation;Na pas commencé;À venir;3;0;0;698;https://www.quebec.ca/gouvernement/ministere/environnement/coordonnees
0380-2013-106;Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs;1;Station-service et atelier mécanique C. Robitaille Inc.;670, rue Principale, Saint-Thomas J0K3L0;-;-73,35644428;46,01281642;Certaine;Terrain/bâtiment vacant;"Hydrocarbures aromatiques monocycliques; Paramètres intégrateurs (HP C10 - C50); Hydrocarbures aromatiques polycycliques";Non appréhendée;"Hydrocarbures aromatiques monocycliques; Paramètres intégrateurs (HP C10 - C50); Hydrocarbures aromatiques polycycliques";Non appréhendée;Classification non requise;Priorisation non requise de l'intervention en réhabilitation;Na pas commencé;En cours;Non applicable;Réhabilitation;En cours;À venir;0;69970;0;421163;https://www.quebec.ca/gouvernement/ministere/environnement/coordonnees
0380-2015-120b;Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs;1;Lagunes - Litchfield;-;Les six lagunes sont situées à environ 500 m au sud des installations de l'ancienne papetière.;-76,67530519;45,63268155;Probable;Industrielle;Non appréhendée;Respect des critères;Non appréhendée;"Métaux et métalloïdes;Paramètres intégrateurs (HP C10 - C50);Biphényles polychlorés (BPC);Dioxines et furanes";Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;Na pas commencé;Na pas commencé;Non applicable;Caractérisation;Na pas commencé;À venir;11000;0;0;13881;https://www.quebec.ca/gouvernement/ministere/environnement/coordonnees
0380-2015-121;Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs;1;Mine Continental, Mégantic;Chemin de Vimy, Saint-Joseph-de-Coleraine (Québec);-;-71,39149532;45,98522295;Probable;Autre;Non appréhendée;Investigation à venir;Non appréhendée;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;Na pas commencé;Na pas commencé;Non applicable;Caractérisation;En cours;À venir;0;0;0;6635;https://www.quebec.ca/gouvernement/ministere/environnement/coordonnees
0380-2017-005;Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs;1;Ancienne station service - Les Pétroles Secours Inc. ;1712, chemin Sullivan, Val-d'Or J9P1M5;-;-77,81383499;48,10782735;Probable;Autre;Investigation à venir;Non appréhendée;Investigation à venir;Non appréhendée;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;Na pas commencé;Na pas commencé;Na pas commencé;Caractérisation;Na pas commencé;À venir;11616;0;0;25936;https://www.quebec.ca/gouvernement/ministere/environnement/coordonnees
0380-2018-004;Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs;1;Ancienne station-service - Gestion Immobilière JLPK Inc.;413, boulevard Fiset, Sorel-Tracy J3P3R7;-;-73,08886495;46,03278507;Certaine;Terrain/bâtiment vacant;"Hydrocarbures aromatiques monocycliques; Hydrocarbures aromatiques polycycliques; Métaux et métalloïdes; Hydrocarbures aliphatiques chlorés";Non appréhendée;"Hydrocarbures aromatiques monocycliques; Hydrocarbures aromatiques polycycliques; Paramètres intégrateurs (HP C10 - C50)";Non appréhendée;Classification non requise;Priorisation non requise de l'intervention en réhabilitation;Na pas commencé;En cours;Non applicable;Réhabilitation;En cours;À venir;0;182872;0;396207;https://www.quebec.ca/gouvernement/ministere/environnement/coordonnees
0380-2019-002;Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs;1;Dépanneur Bacon's Bay ;381, rue Tyler, Hatley J0B4B0;-;-72,03095768;45,17525339;Certaine;Terrain/bâtiment vacant;"Hydrocarbures aromatiques polycycliques; Métaux et métalloïdes; Hydrocarbures aromatiques monocycliques; Paramètres intégrateurs (HP C10 - C50)";Respect des critères;"Hydrocarbures aromatiques monocycliques; Hydrocarbures aromatiques polycycliques";Non appréhendée;Réhabilitation jugée prioritaire;Délai recommandé de moins de 3 ans pour commencer l'intervention en réhabilitation;Na pas commencé;Na pas commencé;Na pas commencé;Réhabilitation;Na pas commencé;À venir;0;3831;0;151191;https://www.quebec.ca/gouvernement/ministere/environnement/coordonnees
0380-2020-001;Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs;1;Ancienne cantine Roger Gagné;16, rue Saint-Rémi, Price G0J1Z0;-;-68,1266839;48,60216645;Certaine;Terrain/bâtiment vacant;Paramètres intégrateurs (HP C10 - C50);Non appréhendée;Paramètres intégrateurs (HP C10 - C50);Non appréhendée;Réhabilitation jugée peu prioritaire;Délai recommandé de moins de 7 ans pour commencer l'intervention en réhabilitation;Na pas commencé;En cours;Na pas commencé;Réhabilitation;En cours;À venir;20549;0;0;183043;https://www.quebec.ca/gouvernement/ministere/environnement/coordonnees
0380-2020-010;Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs;1;Barils immergés - Lac Donaldson;-;Barils et réservoirs dans le fond du lac Donaldson, vis-à-vis du quai de la propriété située au 51, chemin de la Baie-Cousineau, L'Ange-Gardien J8L 0G9;-75,51213183;45,59774366;Probable;Autre;Non appréhendée;Investigation à venir;Non appréhendée;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;Na pas commencé;Na pas commencé;Non applicable;Caractérisation;Na pas commencé;À venir;19506;0;0;20171;https://www.quebec.ca/gouvernement/ministere/environnement/coordonnees
0380-2021-001;Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs;8;Déversement sur la rive du Lac Bouchette;338, rue Principale, Lac-Bouchette G0W1V0;Le déversement a affecté la rive du lac sur 180 m, soit huit terrains situés entre le 322 et le 348, rue Principale, Lac-Bouchette.;-72,1879688;48,2521273;Site réhabilité;Résidentielle;Non appréhendée;Non appréhendée;Non appréhendée;Paramètres intégrateurs (HP C10 - C50);Classification non requise;Priorisation non requise de l'intervention en réhabilitation;Terminé;Terminé;Non applicable;Site réhabilité;Site réhabilité;2021-2022;0;0;0;172233;https://www.quebec.ca/gouvernement/ministere/environnement/coordonnees
0380-2021-003;Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs;1;Ancienne station-service abandonné - Trécesson;200, route 111, Trécesson J0Y2S0;-;-78,36260475;48,63160353;Certaine;Terrain/bâtiment vacant;Investigation à venir;Non appréhendée;Hydrocarbures aromatiques monocycliques;Non appréhendée;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;Na pas commencé;Na pas commencé;Na pas commencé;Caractérisation;En cours;À venir;27833;0;0;27833;https://www.quebec.ca/gouvernement/ministere/environnement/coordonnees
