Variable,Imposition,Prop_affaires_QC,Annee_imposition,Nombre,Unite_nombre,Montant,Unite_montant
Revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2011,,,736579284,Milliers de dollars
Revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2012,,,597851748,Milliers de dollars
Revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2013,,,671986949,Milliers de dollars
Revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2014,,,562218436,Milliers de dollars
Revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2015,,,594729476,Milliers de dollars
Revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2016,,,631103644,Milliers de dollars
Revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2017,,,722175486,Milliers de dollars
Revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2018,,,783475513,Milliers de dollars
Revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2019,,,797477151,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,1986,,,144346559,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,1987,,,161615240,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,1988,,,175832242,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,1989,,,184596462,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,1990,,,191407870,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,1991,,,188607697,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,1992,,,181437973,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,1993,,,196649280,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,1994,,,197666872,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,1995,,,227614161,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,1996,,,232751381,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,1997,,,238225725,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,1998,,,257655556,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,1999,,,252208823,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,2000,,,312738765,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,2001,,,301473790,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,2002,,,317916869,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,2003,,,325846954,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,2004,,,337093890,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,2005,,,375509229,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,2006,,,377186005,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,2007,,,371124102,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,2008,,,373551001,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,2009,,,384335849,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,2010,,,399726063,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,2011,,,421843848,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,2012,,,497156123,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,2013,,,528416957,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,2014,,,528585995,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,2015,,,536080264,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,2016,,,553933644,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,2017,,,581986633,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,2018,,,628210043,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,2019,,,677056088,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1986,,,229316840,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1987,,,282018559,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1988,,,275152919,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1989,,,287942725,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1990,,,295971128,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1991,,,285663623,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1992,,,278089540,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1993,,,296348460,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1994,,,302633461,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1995,,,344567611,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1996,,,349017212,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1997,,,366671245,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1998,,,403404601,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1999,,,412806913,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2000,,,490241955,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2001,,,480266311,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2002,,,504209842,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2003,,,582078358,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2004,,,587893442,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2005,,,608539617,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2006,,,641485631,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2007,,,687714125,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2008,,,641088177,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2009,,,623398145,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2010,,,893004335,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2011,,,996979609,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2012,,,921256039,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2013,,,1039361952,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2014,,,886190958,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2015,,,902015780,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2016,,,962121276,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2017,,,1051354114,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2018,,,1149167909,Milliers de dollars
Revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2019,,,1214583804,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,100 %,1986,,,5774597,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,100 %,1987,,,6948598,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,100 %,1988,,,7831658,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,100 %,1989,,,8736375,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,100 %,1990,,,8050927,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,100 %,1991,,,8159136,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,100 %,1992,,,8386116,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,100 %,1993,,,7780355,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,100 %,1994,,,8448366,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,100 %,1995,,,9512876,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,100 %,1996,,,10608983,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,100 %,1997,,,10608983,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,100 %,1998,,,12635548,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,100 %,1999,,,12759736,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,100 %,2000,,,14762933,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,100 %,2001,,,15303964,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,100 %,2002,,,16710061,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,100 %,2003,,,17045515,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,100 %,2004,,,17760144,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,100 %,2005,,,21084629,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,100 %,2006,,,21050051,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,100 %,2007,,,23567141,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,100 %,2008,,,24762809,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,100 %,2009,,,22710925,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,100 %,2010,,,23666421,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,100 %,2011,,,26088849,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,100 %,2012,,,27738835,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,100 %,2013,,,29553466,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,100 %,2014,,,31292977,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,100 %,2015,,,35694289,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,100 %,2016,,,37763246,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,100 %,2017,,,39222111,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,100 %,2018,,,45348127,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,100 %,2019,,,43295011,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1986,,,9179896,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1987,,,10863778,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1988,,,12624027,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1989,,,13610389,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1990,,,11746806,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1991,,,11807422,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1992,,,11557886,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1993,,,11435886,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1994,,,12713390,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1995,,,14812356,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1996,,,16827686,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1997,,,19375331,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1998,,,20924509,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1999,,,21920379,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2000,,,24079867,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2001,,,23841012,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2002,,,25080006,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2003,,,28049227,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2004,,,30031561,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2005,,,32431455,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2006,,,33202515,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2007,,,36167088,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2008,,,34010305,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2009,,,34056979,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2010,,,37598074,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2011,,,42062531,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2012,,,42817846,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2013,,,43925142,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2014,,,46277536,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2015,,,51078622,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2016,,,55366745,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2017,,,58194818,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2018,,,65902815,Milliers de dollars
Revenu imposable au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2019,,,62633166,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,100 %,1986,,,5794830,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,100 %,1987,,,6976562,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,100 %,1988,,,7848153,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,100 %,1989,,,8858047,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,100 %,1990,,,8066086,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,100 %,1991,,,8160633,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,100 %,1992,,,8507093,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,100 %,1993,,,7821581,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,100 %,1994,,,8575229,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,100 %,1995,,,9520912,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,100 %,1996,,,10616044,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,100 %,1997,,,11260715,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,100 %,1998,,,12635548,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,100 %,1999,,,12759736,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,100 %,2000,,,14762933,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,100 %,2001,,,15303964,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,100 %,2002,,,16710061,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,100 %,2003,,,17045515,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,100 %,2004,,,17760144,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,100 %,2005,,,21084629,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,100 %,2006,,,21050051,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,100 %,2007,,,23567141,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,100 %,2008,,,24762809,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,100 %,2009,,,22710925,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,100 %,2010,,,23666421,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,100 %,2011,,,26088849,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,100 %,2012,,,27738835,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,100 %,2013,,,29553466,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,100 %,2014,,,31292977,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,100 %,2015,,,35694289,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,100 %,2016,,,37763246,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,100 %,2017,,,39222111,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,100 %,2018,,,45348127,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,100 %,2019,,,43295011,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1986,,,9222300,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1987,,,10895287,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1988,,,12641035,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1989,,,13733330,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1990,,,11762735,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1991,,,11807422,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1992,,,11680288,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1993,,,11479839,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1994,,,12850202,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1995,,,14882048,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1996,,,16824909,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1997,,,19474254,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1998,,,20924509,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1999,,,21920379,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2000,,,24079867,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2001,,,23841012,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2002,,,25080006,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2003,,,28049227,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2004,,,30031561,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2005,,,32431455,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2006,,,33302515,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2007,,,36167088,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2008,,,34010305,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2009,,,34056979,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2010,,,37598074,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2011,,,42062531,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2012,,,42817846,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2013,,,43925142,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2014,,,46277536,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2015,,,51078622,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2016,,,55366745,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2017,,,58194818,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2018,,,65902815,Milliers de dollars
Revenu imposable au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2019,,,62633166,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,100 %,1986,,,302619,Milliers de dollars
